feature,coef,annotation
K02990,0.4850636095,Ribosome
K02863,0.4836231797,Ribosome
K02864,0.4836231797,Ribosome
K02867,0.4836231797,Ribosome
K02871,0.4836231797,Ribosome
K02874,0.4836231797,Ribosome
K02876,0.4836231797,Ribosome
K02878,0.4836231797,Ribosome
K02879,0.4836231797,Ribosome
K02881,0.4836231797,Ribosome
K02884,0.4836231797,Ribosome
K02886,0.4836231797,Ribosome
K02887,0.4836231797,Ribosome
K02888,0.4836231797,Ribosome
K02890,0.4836231797,Ribosome
K02892,0.4836231797,Ribosome
K02895,0.4836231797,Ribosome
K02899,0.4836231797,Ribosome
K02906,0.4836231797,Ribosome
K02909,0.4836150088,Ribosome
K02926,0.4836231797,Ribosome
K02931,0.4836231797,Ribosome
K02933,0.4836231797,Ribosome
K02935,0.4836231797,Ribosome
K02939,0.4836231797,Ribosome
K02946,0.4836231797,Ribosome
K02948,0.4836231797,Ribosome
K02950,0.4836231797,Ribosome
K02952,0.4836231797,Ribosome
K02956,0.4836231797,Ribosome
K02961,0.4836231797,Ribosome
K02963,0.4836231797,Ribosome
K02965,0.4836231797,Ribosome
K02967,0.4836231797,Ribosome
K02968,0.4836231797,Ribosome
K02982,0.4836231797,Ribosome
K02986,0.4836231797,Ribosome
K02988,0.4836231797,Ribosome
K02992,0.4836231797,Ribosome
K02994,0.4836231797,Ribosome
K02996,0.4836231797,Ribosome
K02904,0.484603695,Ribosome
K02916,0.4824821795,Ribosome
K02911,0.483563824,Ribosome
K02907,0.4603946938,Ribosome
K02945,0.4156259647,Ribosome
K02954,0.4152936284,Ribosome
K02914,0.3251831845,Ribosome
K02897,-0.2693356745,Ribosome
K03739,0.9548675722,Staphylococcus aureus infection
K03740,0.9548675722,Staphylococcus aureus infection
K14205,0.8300223776,Staphylococcus aureus infection
