feature,coef,annotation
K07688,-1.342279047,Two-component system
K07689,-1.342279047,Two-component system
K07690,-1.342279047,Two-component system
K07700,-1.342279047,Two-component system
K07701,-1.342279047,Two-component system
K07702,-1.342279047,Two-component system
K07711,-1.342279047,Two-component system
K07715,-1.342279047,Two-component system
K07771,-1.342279047,Two-component system
K07772,-1.342279047,Two-component system
K07773,-1.342279047,Two-component system
K07781,-1.342279047,Two-component system
K07782,-1.342279047,Two-component system
K07784,-1.542512676,Two-component system
K07786,-1.342279047,Two-component system
K07788,-1.342279047,Two-component system
K07789,-1.342279047,Two-component system
K07796,-1.342279047,Two-component system
K07797,-1.342279047,Two-component system
K07810,-1.342279047,Two-component system
K07811,-1.342279047,Two-component system
K08349,-1.342279047,Two-component system
K08350,-1.342279047,Two-component system
K09477,-1.342279047,Two-component system
K07718,1.008077127,Two-component system
K07720,0.9871316263,Two-component system
K08348,-1.471858146,Two-component system
K03406,1.394734133,Two-component system
K07674,-1.269920727,Two-component system
K02406,0.9680305743,Two-component system
K07794,1.028664481,Two-component system
K03776,-0.9003700092,Two-component system
K07699,0.7291499589,Two-component system
K02106,-0.9799635259,Two-component system
K02556,0.8528365273,Two-component system
K03408,0.9170574263,Two-component system
K03563,0.8903498768,Two-component system
K02405,0.8917240945,Two-component system
K02667,1.219156936,Two-component system
K03412,0.9128001139,Two-component system
K07793,0.9357643316,Two-component system
K03413,0.8716849844,Two-component system
K07636,0.5496291528,Two-component system
K04771,0.5510348682,Two-component system
K03407,0.8344977595,Two-component system
K02313,0.530040342,Two-component system
K02584,1.036715363,Two-component system
K00575,0.8233267243,Two-component system
K11614,0.9221200839,Two-component system
K11615,0.941204745,Two-component system
K07777,0.9562955213,Two-component system
K07813,0.7759163365,Two-component system
K11712,0.7396035503,Two-component system
K13041,0.7609613434,Two-component system
K13040,0.8217858432,Two-component system
K13924,0.8184199237,Two-component system
K07667,0.4579708898,Two-component system
K07646,0.4263620975,Two-component system
K02490,1.374851565,Two-component system
K07717,0.6618906233,Two-component system
K07703,-0.7888287113,Two-component system
K11690,0.545869046,Two-component system
K05966,-0.441054364,Two-component system
K13927,0.5237398167,Two-component system
K07704,0.4240257339,Two-component system
K07657,0.4921143129,Two-component system
K03092,0.3260482507,Two-component system
K01546,0.2747321991,Two-component system
K01547,0.2733530585,Two-component system
K01548,0.2733530585,Two-component system
K07668,0.3933321366,Two-component system
K07803,0.3749228498,Two-component system
K07652,0.4074339875,Two-component system
K04751,0.4082562362,Two-component system
K07706,0.3927206332,Two-component system
K07707,0.4260348395,Two-component system
K05964,-0.3204588978,Two-component system
K07798,-0.2862505906,Two-component system
K07712,0.5304842634,Two-component system
K07713,0.307997626,Two-component system
K07799,0.3116253223,Two-component system
K00990,0.4331534476,Two-component system
K07787,-0.2309620314,Two-component system
