feature,coef,annotation
K01951,-0.2816792605,Purine metabolism
K00088,-0.2820466434,Purine metabolism
K00602,-0.2828843997,Purine metabolism
K00939,-0.2834455479,Purine metabolism
K01756,-0.2834537803,Purine metabolism
K01939,-0.2828958732,Purine metabolism
K02335,-0.2829966358,Purine metabolism
K02337,-0.2830127903,Purine metabolism
K02338,-0.2824040033,Purine metabolism
K02340,-0.2834273943,Purine metabolism
K03043,-0.2834134658,Purine metabolism
K03046,-0.2835101114,Purine metabolism
K00759,-0.2916158666,Purine metabolism
K01952,-0.3277940883,Purine metabolism
K02341,-0.283895666,Purine metabolism
K02343,-0.281929939,Purine metabolism
K00942,-0.3086554596,Purine metabolism
K00940,-0.3505272358,Purine metabolism
K00527,-0.2538970929,Purine metabolism
K00951,-0.2419373767,Purine metabolism
K00364,-0.3576870235,Purine metabolism
K00760,-0.2595081416,Purine metabolism
K03048,-0.343018213,Purine metabolism
K00526,-0.3249319525,Purine metabolism
K01589,-0.3542476245,Purine metabolism
K02428,-0.2248423303,Purine metabolism
K01241,0.4186434589,Purine metabolism
K00525,-0.246282197,Purine metabolism
K02342,-0.21045176,Purine metabolism
K01524,-0.2106394277,Purine metabolism
K00254,0.50201576,Pyrimidine metabolism
K00226,-0.4057896555,Pyrimidine metabolism
K00945,-0.2835773216,Pyrimidine metabolism
K00762,-0.2747013244,Pyrimidine metabolism
K01465,-0.2856083234,Pyrimidine metabolism
K00384,-0.3166612469,Pyrimidine metabolism
K00560,-0.2944056026,Pyrimidine metabolism
K00756,-0.3777030362,Pyrimidine metabolism
K01520,-0.2854666687,Pyrimidine metabolism
K01937,-0.283430826,Pyrimidine metabolism
K09903,-0.2834648272,Pyrimidine metabolism
K00761,-0.2826064951,Pyrimidine metabolism
K01493,-0.2811819977,Pyrimidine metabolism
K01591,-0.2812684793,Pyrimidine metabolism
K08728,-0.4146186161,Pyrimidine metabolism
K00943,-0.3250934745,Pyrimidine metabolism
K00609,-0.2696143362,Pyrimidine metabolism
K00876,-0.2426645316,Pyrimidine metabolism
K01956,-0.251037119,Pyrimidine metabolism
K01955,-0.2235578165,Pyrimidine metabolism
K00857,-0.2778734395,Pyrimidine metabolism
K02825,-0.3063592289,Pyrimidine metabolism
K02913,-0.3470432782,Ribosome
K02863,-0.2834648272,Ribosome
K02864,-0.2834648272,Ribosome
K02867,-0.2834648272,Ribosome
K02871,-0.2834648272,Ribosome
K02874,-0.2834648272,Ribosome
K02876,-0.2834648272,Ribosome
K02878,-0.2834648272,Ribosome
K02879,-0.2834648272,Ribosome
K02881,-0.2834648272,Ribosome
K02884,-0.2834648272,Ribosome
K02886,-0.2834648272,Ribosome
K02887,-0.2834648272,Ribosome
K02888,-0.2834648272,Ribosome
K02890,-0.2834648272,Ribosome
K02892,-0.2834648272,Ribosome
K02895,-0.2834648272,Ribosome
K02899,-0.2834648272,Ribosome
K02904,-0.284178239,Ribosome
K02906,-0.2834648272,Ribosome
K02909,-0.2835909022,Ribosome
K02911,-0.285125186,Ribosome
K02916,-0.2846054267,Ribosome
K02926,-0.2834648272,Ribosome
K02931,-0.2834648272,Ribosome
K02933,-0.2834648272,Ribosome
K02935,-0.2834648272,Ribosome
K02939,-0.2834648272,Ribosome
K02946,-0.2834648272,Ribosome
K02948,-0.2834648272,Ribosome
K02950,-0.2834648272,Ribosome
K02952,-0.2834648272,Ribosome
K02956,-0.2834648272,Ribosome
K02959,-0.2834193834,Ribosome
K02961,-0.2834648272,Ribosome
K02963,-0.2834648272,Ribosome
K02965,-0.2834648272,Ribosome
K02967,-0.2834648272,Ribosome
K02968,-0.2834648272,Ribosome
K02982,-0.2834648272,Ribosome
K02986,-0.2834648272,Ribosome
K02988,-0.2834648272,Ribosome
K02990,-0.2834193834,Ribosome
K02992,-0.2834648272,Ribosome
K02994,-0.2834648272,Ribosome
K02996,-0.2834648272,Ribosome
K02970,-0.2830450259,Ribosome
K02902,-0.2829716398,Ribosome
K02945,-0.2686536762,Ribosome
K02919,-0.2981661916,Ribosome
K02907,-0.2737357062,Ribosome
K02897,0.2166309603,Ribosome
