Description,PC1,PC2,PC3
Itg.26.FP540.S44,0.6323417596,0.8734217887,0.05493974813
Vil1.06B.FP68,1.475435605,0.9249327694,-0.1686476538
Vil1.09B.DTT104,-1.033610742,-0.8647419,0.004607833712
Lyz2.08B.FP291.S89,0.248137267,1.124071089,-0.06066283481
Vil1.01B.FP09,0.6520876809,0.6246517734,0.1053805724
Vil1.02B.DTT21,-0.7351834932,-0.5161229677,0.1683387923
Vil1.03B.DTT32,0.07991839783,-0.6659509282,0.1044066498
Itg.22.DTT517.S12,0.5025346194,-0.7012029127,0.05796890183
Vil1.06B.FP69,1.581893284,0.6685108053,-0.117045131
Vil1.02B.DTT20,-0.707743597,-0.3758522735,0.07299050642
Lyz2.04B.DTT244.S85,0.272781894,-1.721943734,0.1419160607
Vil1.06B.DTT67,-0.3569008732,-0.3626987847,-1.046356233
Vil1.02B.FP19,-0.2577394805,1.73847129,0.1910078698
Itg.26.FP539.S43,-0.3534020024,1.795079229,0.02865213451
Itg.18.FP491.S94,0.1332172982,1.481995185,0.07467179028
Itg.16.FP481.S84,-0.006876784927,0.5278069938,0.1946696368
Vil1.04B.DTT44,-0.1859394208,0.03978194365,0.0673118789
Vil1.03B.FP33,0.1736363749,0.1313925343,0.1539721159
Itg.24.DTT528.S23,0.2907870002,-1.355685555,0.001899568378
Itg.08.FP445.S46,0.3163870204,0.4950586907,0.1253771977
Itg.24.FP529.S32,0.5287095078,0.1279394341,0.0405324901
Itg.08.DTT444.S37,0.4481822365,-0.06247935193,0.2051013035
Itg.12.DTT467.S61,0.01114293651,0.4128740485,0.1705681718
Lyz2.08B.FP292.S90,0.5217557136,0.1477924277,-0.05110805961
Vil1.10B.FP119,-2.595705373,0.2706497038,0.1774146183
Vil1.04B.FP44,-0.06609444225,0.826599377,0.1308579315
Itg.16.DTT480.S75,-0.2124391779,-0.68175111,0.2215121511
Itg.20.FP504.S7,0.7585877386,0.412400039,0.1182539193
Vil1.07B.FP79,-0.1978143847,2.74598392,-0.09966492488
Lyz2.02B.DTT219.S59,1.248749438,-0.4587322921,-0.0946223182
Itg.12.DTT468.S62,0.2566402712,-0.8230985122,0.1738657031
Itg.24.FP527.S30,0.550578611,0.1827061005,0.01950578267
Lyz2.07B.FP279.S77,-0.1978170766,1.35056456,-0.1603638792
Lyz2.06B.FP269.S67,0.6572718221,-0.6414879067,-0.04667347342
Lyz2.03B.FP231.S79,-0.3574277265,1.302842676,0.1447507924
Vil1.04B.DTT45,-0.5972600951,-0.2811566805,-0.004444916098
Lyz2.03B.DTT233.S73,-0.1805213657,-0.7369954149,0.02459488049
Lyz2.07B.FP281.S79,0.09129275945,0.2185655902,-0.01549487572
Itg.18.DTT491.S86,0.04154924804,0.08401692768,0.2679427733
Lyz2.07B.DTT280.S122,-0.2569171332,-0.6607147665,-0.06571318071
Itg.06.DTT431.S24,-0.6043963407,0.6519480962,0.23999362
Vil1.07B.DTT81,-1.28754795,-0.009920251691,-0.343982508
Lyz2.05B.DTT255.S96,-0.8019948843,0.01757531875,0.1171091281
Vil1.09B.FP107,-2.209273881,0.6920150272,0.2333875662
Itg.08.FP443.S44,-0.5469699598,1.782410282,0.1214321215
Lyz2.01B.DTT208.S48,0.9318685976,-2.451224538,-0.0196497952
Itg.02.DTT408.S100,-0.3690505665,-1.280871768,0.1613246435
Vil1.04B.FP45,0.1556719315,0.4751716014,0.09643206649
Lyz2.07B.DTT279.S121,-0.7066795125,-0.9860365025,0.1738944119
Lyz2.05B.FP256.S53,-0.07003950171,0.3216139833,0.02964295836
Itg.12.FP469.S71,0.2719225752,0.2854123817,0.114379389
Itg.06.FP433.S34,0.4206393552,-0.01370680155,0.1112214657
Lyz2.02B.FP220.S68,0.978999088,1.104925313,-0.05029547291
Vil1.013B.DTT152,-0.5831933621,-0.626751813,-0.8656568401
Lyz2.05B.FP257.S54,0.2410030696,-0.5025798116,0.1166562998
Vil1.08B.FP94,-1.342022637,-0.6546769135,0.1887551762
Vil1.05B.DTT55,-0.9150624248,-0.4820551881,-0.5991721953
Itg.18.DTT493.S88,0.2065007534,-0.07810988456,0.2101622061
Vil1.013B.DTT153,-0.7321687378,0.2076280056,-0.9088276616
Vil1.01B.DTT08,-0.04792005913,-0.6316719294,-0.003558861472
Lyz2.05B.DTT256.S97,0.3964938447,-1.502817655,0.1258401492
Itg.02.FP408.S8,0.05808362912,-0.3724228573,0.1117919531
Vil1.02B.FP21,0.2666240345,0.3168502543,0.1831565261
Itg.04.DTT421.S13,0.009085129924,-0.2375653247,0.1784165363
Itg.16.FP479.S81,-0.7778150504,1.572112091,0.1186661807
Vil1.014B.DTT165,-0.8941340902,-0.4055372452,0.1913906424
Lyz2.08B.DTT292.S134,-0.1072661888,-0.874645937,-0.01730443561
Vil1.05B.FP55,0.721732479,1.884698156,-0.08098167269
Itg.22.FP516.S19,0.3693553752,0.04013294719,0.1532745327
Vil1.06B.DTT69,-1.702529367,-0.4030788488,-0.1858548674
Vil1.08B.DTT92,-0.7450243136,-1.174477472,-0.008945118138
Itg.04.FP420.S20,-0.1910035674,0.2705097789,0.06473420854
Itg.10.FP456.S58,0.0484486035,0.2412653252,0.177945969
Itg.10.DTT457.S51,-0.3567886687,-0.8969776251,0.1228025678
Lyz2.06B.DTT267.S108,0.4271797349,-1.76484167,0.05984536753
Vil1.13B.FP156,-2.439280611,0.6190353326,-0.3845602044
Itg.18.FP492.S95,0.1678372076,0.9654258607,0.1937426982
Itg.16.DTT479.S73,-1.046233047,0.4291157606,0.2160365815
Lyz2.05B.DTT257.S98,0.07430045124,-0.9129801605,0.1551949092
Vil1.08B.DTT93,-0.9441348267,-0.8890439949,0.01117481754
Itg.12.FP468.S70,0.314069702,0.1883719932,0.1188514065
Itg.12.FP467.S69,0.1994031936,0.9483818214,0.07561534064
Itg.20.FP505.S8,0.8808405899,-0.1088675973,0.09261517896
Vil1.14B.FP166,-2.661462825,0.3983217587,-0.06367633867
Itg.22.FP517.S20,0.6158490851,-0.3675916715,0.109665982
Lyz2.06B.FP268.S65,0.4778084831,-0.7642086517,0.02455342398
Lyz2.03B.FP233.S81,-0.01768104597,0.5633313888,0.2193699149
Lyz2.02B.FP221.S69,0.8032640698,0.7838002576,-0.01842482911
Vil1.07B.FP81,0.4389645516,1.613797538,-0.04616237168
Itg.20.DTT503.S98,-0.03641201352,0.5991811421,0.2310135349
Itg.22.DTT515.S10,-0.7545240898,1.000385568,0.1948139724
Itg.06.FP431.S32,0.1559307187,0.7580148323,0.08110889886
Lyz2.06B.FP267.S64,0.8407566164,-0.2255811818,0.01247352959
Vil1.013B.DTT151,-2.488047032,0.07937876663,-0.4907176617
Itg.16.DTT481.S76,-0.3360078217,-0.2988017672,0.1904050759
Itg.02.FP407.S7,-0.2553561009,0.7515883425,-0.03516119588
Itg.04.FP419.S19,0.7384791266,-0.1791177192,-0.03453870461
Vil1.02B.DTT19,-1.524423535,0.4394243879,-0.04348093987
Itg.12.DTT469.S63,0.1841193485,-0.6349960022,0.122377
Lyz2.01B.FP207.S55,1.361159899,1.120284217,-0.08912596678
Itg.08.DTT443.S36,-1.36270861,-0.3460331345,0.132697607
Vil1.13B.FP155,-2.137590052,0.01722388667,-0.7243525965
Itg.08.FP444.S45,-0.2507352741,1.108274258,0.1783455766
Vil1.13B.FP154,-2.101657323,0.3452398789,-0.5383522857
Vil1.14B.FP168,-2.423216278,0.08979927979,-0.04402847683
Lyz2.04B.DTT245.S86,-0.1733296232,-0.7808786272,-0.03094670301
Vil1.010B.DTT116,-0.9909243528,-0.3156928616,0.1252987794
Vil1.03B.FP31,-0.8200333741,1.900970884,0.1623924276
Lyz2.03B.FP232.S80,-0.3188271805,0.8428514847,0.2461304616
Itg.04.DTT420.S12,-0.01094955244,-0.8123326395,0.06263828941
Itg.18.FP493.S96,0.5661291565,0.3811116348,0.1343916962
Lyz2.02B.DTT220.S60,0.9395656535,-1.569736692,-0.05266212585
Lyz2.08B.DTT293.S135,-0.1306597149,-0.9202598183,0.1205079677
Itg.10.FP457.S59,0.7492843025,0.3146443708,0.1014177787
Itg.06.FP432.S33,-0.1284410221,1.079366711,0.2386362135
Vil1.07B.DTT80,-1.275926868,-0.122599334,-0.3311011816
Lyz2.01B.FP209.S57,1.590333444,0.01091218446,-0.06110545663
Vil1.010B.DTT115,-1.626594677,-0.2457141865,-0.4663978058
Vil1.08B.DTT91,-1.262685098,-0.376149321,-0.5561246792
Vil1.014B.DTT163,-1.078925235,-0.3988594196,0.1561294086
Lyz2.07B.FP280.S78,-0.4014696113,0.6124589807,-0.03436622521
Vil1.05B.DTT56,-1.213761095,-0.56928904,-0.3053593883
Itg.16.FP480.S83,-0.1230236376,1.421991633,0.1289493744
Lyz2.01B.DTT209.S49,1.118419573,-1.356437509,-0.02428459073
Vil1.09B.DTT103,-2.022518691,0.06493322575,-0.2252902663
Vil1.01B.DTT09,-0.327354729,-0.0768443012,0.1054023228
Vil1.07B.FP80,-0.2127500496,2.269455824,0.007633104688
Itg.10.FP455.S57,-0.1953786751,1.438249887,0.2280122236
Vil1.05B.FP56,1.114205088,0.4443645041,-0.1312851092
Lyz2.06B.DTT268.S109,0.5165820264,-2.000103315,-0.07119374827
Vil1.06B.DTT68,-1.384108209,-0.6166257225,-0.3300266448
Vil1.02B.FP20,-0.03543274462,0.7863997346,0.2763313326
Itg.04.FP421.S21,0.40080462,-0.1751218943,0.02732725193
Itg.26.FP541.S45,0.3523935759,0.6979277169,0.1039293635
Lyz2.03B.DTT231.S71,-0.4322189285,-0.9435443229,0.07105737762
Itg.06.DTT432.S25,0.4886355162,-0.7118725811,0.1667753401
Itg.08.DTT445.S38,-0.1138207808,-0.2313650867,0.1588206652
Lyz2.08B.FP293.S91,1.020346701,-0.1003102671,-0.06505401371
Itg.26.DTT540.S36,0.5653708592,-1.441885024,0.1122995329
Itg.20.FP503.S6,0.4847590734,1.090286373,0.1041719104
Lyz2.02B.FP219.S67,1.607511988,0.3533533708,-0.1440218563
Itg.04.DTT419.S11,-0.4903230561,-0.3686065876,0.1621126995
Vil1.10B.FP118,-2.049493927,-0.1239953374,0.2008721004
SLCFP021,-0.7978498439,0.3948022661,-0.04426499658
LYZdtt351,1.687905017,0.4890330734,-0.03074274536
SLCFP069,-0.9744756074,0.06749757031,-0.07495866855
SLCFP111,-0.2779145698,-0.6342505157,-0.05539159297
LYZdtt364,2.086778626,-2.575711212,-0.2496146024
SLCdtt050,0.2421753428,-2.064781339,-0.001767023479
SLCdtt110,-0.292473965,-1.893945241,0.06017271737
SLCdtt075,0.6025982001,-1.154575198,-0.2064393158
LYZFP304,2.146115444,0.5869535116,-0.1355855488
SLCFP067,-1.469896505,0.716695947,-0.09871660581
SLCdtt019,-1.183243085,-0.09821322036,-0.194939066
SLCFP051,-0.1484741622,-0.1738153378,-0.07893425829
SLCdtt002,-0.08159023187,-1.954993942,0.1228627123
LYZFP328,1.843359007,1.099915275,-0.2400691862
LYZFP317,-0.1323103239,1.544069677,-0.006293968544
LYZdtt328,2.001217452,-0.5944827888,-0.270950992
SLCFP093,-0.7720290086,0.007942044307,-0.07912210321
SLCdtt021,-0.6125616722,-1.265096579,-0.0154154835
SLCdtt111,-0.5133745777,-2.035556526,-0.007697425673
SLCFP091,-0.4923625599,0.2540766156,-0.03504833406
LYZFP327,1.015538106,3.060520702,-0.1259962401
SLCdtt074,1.051225609,-1.383987753,-0.08059827106
LYZdtt304,0.9472872434,-1.39140724,0.01269428209
LYZdtt317,1.132604181,-0.126835465,0.05525265869
SLCFP073,0.5088314618,1.217071237,-0.126035237
SLCFP128,-0.241622564,1.046738214,-0.03949177193
LYZdtt305,0.923060134,0.3449669222,0.04995752158
SLCFP092,-0.7753349191,-0.3762139577,0.05068549424
SLCFP002,-0.2856896554,-0.2254508103,0.08793511004
LYZdtt329,2.112235493,0.5504159806,-0.2407389695
SLCFP019a,-0.7793233941,0.6023170065,0.01170501418
SLCdtt092,-0.678602786,-2.363497247,-0.03087035671
LYZFP316,1.9224453,0.9276919277,-0.0609009573
SLCFP075,0.2893181151,-0.1094878666,-0.1224546201
SLCdtt020,-0.4099703766,-1.866712872,-0.04687259769
SLCFP049,-0.2662713544,0.4099848479,-0.02706929043
LYZFP339,1.814474951,1.835467866,-0.08680774309
LYZFP315,1.693837085,1.33852814,-0.01485076606
SLCdtt128,0.6481324219,-1.824861684,-0.06378754043
LYZdtt341,1.947468223,-0.115922304,-0.1298380288
SLCFP050,-0.5340243218,0.3052983254,-0.04500786579
LYZFP352,1.847372728,0.6623020471,-0.2353942307
SLCdtt051,0.200504332,-1.536272659,-0.09045416233
LYZFP305,-0.06334377672,0.3997780781,0.02965263489
LYZdtt340,2.317345436,-1.985171852,-0.2347895858
SLCFP127,-0.5715626336,1.138333995,-0.1081360487
LYZFP340,1.852370034,1.06242422,-0.1714587979
SLCFP129,-0.3475712589,-0.01585233481,-0.09475225
LYZdtt363,2.521133824,-0.4505108488,-0.1634797483
LYZdtt365,2.260844822,-0.5816093598,-0.08408796786
LYZdtt315,-0.3457082173,-0.05050218529,-0.2437244079
LYZFP351,1.940901496,1.3093059,-0.2135645635
SLCFP074,0.7338341133,0.6841079724,-0.09721449909
LYZFP303,1.531036968,1.345268426,0.03945496667
SLCFP003,-0.4817059818,-0.3465665752,0.08661380057
SLCFP068,-1.322152459,0.7777467863,-0.04753244584
SLCdtt069,-0.09546978622,-1.297840887,0.03545771997
SLCdtt129,-0.1293497797,-0.1749457514,0.020251281
SLCdtt109,-0.756754432,-0.5100984461,0.1192541232
LYZdtt352,1.775989007,-0.04782464781,0.01820010538
LYZdtt353,1.671079823,-0.9543928064,-0.003739040109
LYZdtt316,1.274288069,-0.6596481539,0.2147467824
SLCdtt093,-0.8494609962,-2.340920755,0.1092373294
SLCdtt001,-1.234943674,-0.1642333617,-0.2479031762
LYZdtt303,0.9748221125,0.5025741057,-0.03552952074
SLCFP001,-0.8155007384,0.5369836532,-0.005536210466
SLCFP110,-0.1137324937,-0.8315534138,-0.1139254293
SLCdtt068,-0.4110422442,-1.551876948,-0.02700191732
LYZFP353,2.210582083,0.2350670435,-0.2707938979
SLCFP109,-0.6348826052,0.6133984625,-0.04152431778
LYZdtt339,-0.08469821334,-0.5665066234,-0.3638303366
SLCdtt003,-0.8247744021,-1.06159848,0.07862157695
LYZdtt327,0.8211737781,2.064357741,-0.05884897924
SLCFP020,-0.9363926294,0.4331784775,0.05090941604
SLCdtt067,-1.129508524,-0.2689905512,0.06727497829
LYZFP329,2.342426324,0.8845605956,-0.4548613144
LYZFP341,2.085302784,0.5447966905,-0.1441973095
SLCdtt163,-0.6490240275,0.4332066326,-0.05727420962
SLCdtt164,0.9018684062,-1.374354478,0.1746172951
SLCdtt145,-0.2642076413,-1.507060306,0.07355069267
SLCFP164,-0.004040266496,1.552154591,0.07101928685
SLCdtt146,0.231130428,-0.9840591523,0.1308108883
SLCFP163,0.2275601498,1.734590552,0.02379737655
SLCFP145,0.01608061532,1.692107173,-0.03751339931
SLCFP165,0.1100560389,1.255680468,0.0007964148141
SLCdtt165,0.8275435859,0.4307656746,0.1580696609
SLCFP146,0.1406441789,0.06905976238,0.1618457285
SLCFP147,0.03377473443,-0.3373719407,0.09465140274
SLCdtt147,0.6654329141,0.2956545994,0.04263646776
