Description,PC1,PC2,PC3
Vil1.14B.FP166,-2.435606617,-0.1737511682,0.005376692745
Itg.20.DTT503.S98,0.3727389808,0.1502576863,-0.2622421667
Itg.22.DTT515.S10,-0.4016506147,-0.5848343082,-0.2357524553
Itg.06.FP431.S32,0.4381156703,-0.06520215926,-0.1146456594
Lyz2.06B.FP267.S64,1.065763444,0.925467658,0.01668788757
Vil1.013B.DTT151,-2.298479097,0.1933572183,0.3569102313
Itg.02.FP407.S7,-0.07299393127,-0.3966861972,0.0008431255762
Itg.04.FP419.S19,0.9853624106,0.8489844813,0.05568960174
Vil1.02B.DTT19,-1.319208003,-0.1824845492,-0.01424998213
Lyz2.01B.FP207.S55,1.457971334,-0.1239073512,0.05822305829
Itg.08.DTT443.S36,-1.259580783,1.05178502,-0.2540815989
Vil1.13B.FP154,-1.95516819,-0.3937744405,0.5209531884
Vil1.03B.FP31,-0.4513304954,-1.562934282,-0.1804014332
Vil1.010B.DTT115,-1.371778493,0.3557800087,0.4010318747
Vil1.08B.DTT91,-1.076546058,0.481123936,0.5150795873
Vil1.014B.DTT163,-1.104189128,1.170595039,-0.2551853897
Vil1.09B.DTT103,-1.740340689,0.07165954113,0.1636699155
Itg.10.FP455.S57,0.09696886488,-0.7570258726,-0.2637631132
Lyz2.03B.DTT231.S71,-0.399288246,1.711357218,-0.1420526282
Itg.20.FP503.S6,0.8068602073,-0.4361345424,-0.1149353554
Lyz2.02B.FP219.S67,1.637541598,0.8029290655,0.1063361253
Itg.04.DTT419.S11,-0.1400487281,1.171073993,-0.199405351
Vil1.10B.FP118,-1.802019356,0.2160411022,-0.2476502004
LYZdtt351,1.957838818,0.593402968,0.0321412955
SLCFP067,-1.108794252,-0.6702369534,0.05573409336
SLCdtt019,-0.8959818358,-0.05020511413,0.2098292137
SLCFP091,0.2187465421,-0.3852900714,0.1018465121
LYZFP327,1.004315865,-2.271112935,0.02340030008
SLCFP073,0.6283341281,-0.7147781413,0.09552628436
SLCFP019a,-0.2652218477,-0.3851839499,-0.02564451246
SLCFP049,0.2532663176,-0.1765322764,0.04095083673
LYZFP339,1.884092208,-0.8102079696,0.06694740954
LYZFP315,1.95163814,-0.3265506073,0.05251067806
SLCFP127,-0.1497775392,-1.076832205,0.1064663179
LYZdtt363,2.650908796,1.574048715,0.2374669387
LYZdtt315,-0.5274119134,1.127581401,0.07460477804
LYZFP351,2.249524583,-0.1253658316,0.225003085
LYZFP303,1.688179182,-0.4314238957,-0.04590022532
SLCdtt109,-0.3766638753,0.4212238647,-0.07097530496
SLCdtt001,-1.017381918,0.221997234,0.2201043594
LYZdtt303,0.7116864327,0.9181272076,-0.1015152525
SLCFP001,-0.2769627839,-0.7223067603,0.03519108489
SLCFP109,-0.1550835371,-0.7422264202,0.07345062433
LYZdtt339,-0.1446057001,1.011745472,0.3082356823
LYZdtt327,0.8683377497,-1.216311828,-0.03253260781
SLCdtt067,-0.8479519144,0.3747117279,-0.06984381255
SLCdtt163,-0.6590332693,0.04281205085,-0.02451287581
SLCdtt145,-0.2063661943,2.01235833,-0.0829158802
SLCFP163,0.393827032,-1.262363183,-0.02079592481
SLCFP145,0.3319948624,-1.187215815,-0.02201429037
