Description,PC1,PC2,PC3
LYZdtt365,2.244803168,1.911440934,-0.05166807639
SLCFP003,-0.6694405649,0.3180953037,0.09318870587
SLCdtt069,0.2325370816,0.1121984879,-0.03677900586
SLCdtt129,-0.5481268005,1.040596618,0.0408325
LYZdtt353,1.82414682,1.756776844,-0.007958121959
SLCdtt093,-0.2127534894,0.8116583029,-0.03955520959
LYZFP353,2.003665156,-0.009540071006,-0.2164332971
SLCdtt003,-0.8387875355,1.597904416,0.01342724201
LYZFP329,1.697593965,0.9220516003,-0.2858448986
LYZFP341,1.554480596,0.1885934558,-0.03521471098
SLCFP165,-0.8271835761,0.9710908855,0.1639653365
SLCdtt165,0.2682613356,1.311657229,0.2600391372
SLCFP147,-0.1695344204,1.099829164,0.1449428727
SLCdtt147,0.2590454038,1.12895774,0.1409174712
