Module	TKO.DTT.5	TKO.DTT.4	TKO.DTT.6	TKO.DTT.1	TKO.DTT.3	TKO.DTT.43	TKO.DTT.2	TKO.DTT.34	TKO.DTT.33	TKO.DTT.35	IL17.DTT.143	IL17.DTT.28	IL17.DTT.27	IL17.DTT.142	IL17.DTT.29	IL17.DTT.144	IL17.DTT.26	IL17.DTT.25	IL17.DTT.141	IL17.DTT.140	IL17.DTT.90	TKO.DTT.45	IL17.DTT.139	TKO.DTT.44	TKO.DTT.47	TKO.DTT.46	TKO.DTT.48	IL17.DTT.132	IL17.DTT.131	IL17.DTT.130	TKO.DTT.144	TKO.DTT.143	TKO.DTT.21	TKO.DTT.20	IL17.DTT.129	IL17.DTT.128	TKO.DTT.16	TKO.DTT.18	TKO.DTT.17	TKO.DTT.142	IL17.DTT.120	IL17.DTT.49	TKO.DTT.19	TKO.DTT.141	TKO.DTT.140	IL17.DTT.127	TKO.DTT.156	TKO.DTT.155	TKO.DTT.154	TKO.DTT.32	TKO.DTT.31	IL17.DTT.118	TKO.DTT.23	IL17.DTT.117	TKO.DTT.22	IL17.DTT.119	TKO.DTT.24	TKO.DTT.153	TKO.DTT.152	TKO.DTT.151	IL17.DTT.199	IL17.DTT.116	IL17.DTT.115	TKO.DTT.128	TKO.DTT.127	TKO.DTT.126	TKO.DTT.125	TKO.DTT.124	TKO.DTT.123	TKO.DTT.87	TKO.DTT.129	TKO.DTT.78	IL17.DTT.106	TKO.DTT.77	IL17.DTT.220	IL17.DTT.189	IL17.DTT.222	IL17.DTT.188	IL17.DTT.221	IL17.DTT.103	IL17.DTT.105	IL17.DTT.104	IL17.DTT.53	TKO.DTT.139	IL17.DTT.52	IL17.DTT.51	TKO.DTT.90	IL17.DTT.50	TKO.DTT.132	TKO.DTT.92	TKO.DTT.91	TKO.DTT.94	TKO.DTT.93	TKO.DTT.95	IL17.DTT.217	TKO.DTT.89	TKO.DTT.88	IL17.DTT.219	IL17.DTT.218	TKO.DTT.131	TKO.DTT.130	IL17.DTT.86	TKO.DTT.106	IL17.DTT.85	TKO.DTT.105	IL17.DTT.88	TKO.DTT.104	IL17.DTT.87	TKO.DTT.103	TKO.DTT.60	TKO.DTT.109	TKO.DTT.108	TKO.DTT.107	TKO.DTT.56	TKO.DTT.55	TKO.DTT.58	TKO.DTT.57	TKO.DTT.59	IL17.DTT.200	IL17.DTT.202	IL17.DTT.201	IL17.DTT.89	IL17.DTT.203	TKO.DTT.113	TKO.DTT.112	TKO.DTT.111	TKO.DTT.110	TKO.DTT.70	TKO.DTT.72	TKO.DTT.71	TKO.DTT.74	TKO.DTT.73	TKO.DTT.76	TKO.DTT.75	TKO.DTT.69
MF0026	2597.0	9935.265	5755.795	11930.085	11051.0	12733.13	0.0	7617.23	0.0	0.0	0.0	0.0	0.0	11235.7	0.0	0.0	0.0	0.0	20512.995	20133.65	14942.315	0.0	16504.95	16344.54	3663.45	6470.7	4337.08	0.0	15431.735	16640.05	4396.58	12301.055	19592.125	12848.875	17382.235	0.0	9636.385	15026.02	17422.735	15606.97	13713.985	11824.915	11578.285	18098.83	12570.965	2930.045	4794.0	2207.88	1794.685	16058.58	0.0	11078.98	12941.865	15463.585	8196.18	21045.61	17935.03	22094.96	14206.17	14124.145	0.0	12342.33	5033.415	7646.335	9196.77	3676.33	6117.505	7479.615	20732.06	0.0	12962.71	1456.7	3583.615	2698.215	12820.005	17278.91	7058.54	13390.16	9020.885	3829.165	10146.585	12167.04	3761.135	13062.985	13981.3	17005.255	0.0	15553.58	3923.13	11132.655	10360.37	4129.2	9112.65	1878.795	7234.215	0.0	0.0	11110.94	15064.285	1869.915	5915.35	14570.25	0.0	12846.985	4045.625	12937.965	0.0	12934.46	0.0	15081.13	9226.735	4666.255	1454.17	15721.465	12172.005	10693.23	21729.265	12732.33	0.0	0.0	0.0	5100.92	0.0	2953.07	5520.395	11974.845	11949.915	0.0	0.0	0.0	15751.915	17197.025	6618.985	15664.33	0.0
MF0103	5481.75	10975.285	10029.125	14634.91	15047.785	29826.285	58985.125	3560.83	13965.66	3117.6800000000003	101.67500000000001	44.8	23056.495000000003	194.0	140.425	3831.25	22990.004999999997	24028.785000000003	33423.325	49101.5	33441.75	12418.09	40258.375	18728.825	968.625	928.75	2876.75	39743.25	38397.09	20597.75	10243.744999999999	30555.305	19094.34	15467.535	35764.5	10455.75	18602.715	36998.215	42055.09	38267.399999999994	33669.715	30088.0	23382.07	20195.375	25278.5	6550.945	3251.09	794.5899999999999	1011.24	15509.66	25164.195	23414.660000000003	31549.5	17769.75	13039.535	51898.365000000005	44280.785	14087.035	12033.215	33404.07	9963.18	13620.785	11493.375	13371.5	22162.839999999997	5427.495	4807.43	136.7	24422.65	15597.125	20817.605	2045.9450000000002	7278.035	1568.0349999999999	23013.43	20881.754999999997	17243.29	15994.425	27724.934999999998	8897.035	22148.555	27913.035	5099.175	32172.34	7624.5	37813.375	1451.4099999999999	39877.035	8644.535	21693.555	23027.339999999997	1285.75	15786.615	1657.5549999999998	32249.489999999998	928.0	2666.465	20998.9	38912.590000000004	2667.375	6847.75	18652.25	667.785	30369.875	5094.375	10601.16	9953.09	19942.75	12642.275000000001	36936.66	21955.125	8314.715	3358.59	17122.09	5676.215	20782.660000000003	15248.56	31047.56	14510.115	364.19500000000005	13659.535	10595.34	2492.67	111.34	544.07	25518.695	26318.25	304.55499999999995	1596.0349999999999	2366.365	14854.285	34729.775	658.215	14433.57	21096.715000000004
MF0067	13285.0	17611.01	21676.01	33962.77	31172.95	24687.14	14058.82	29258.76	58270.07	21433.0	5413.36	29083.97	50206.23	22893.57	18174.47	12342.0	46824.42	13239.75	66644.12	38106.51	50514.07	57943.24	27016.42	45557.38	21142.13	14643.39	15003.36	30870.95	22715.22	56392.33	11027.56	15304.71	51639.92	36937.3	29883.54	46446.71	15050.03	21769.35	22102.96	18430.07	20827.47	19928.49	38029.8	50986.73	40373.34	11811.76	22123.93	23390.09	17902.04	44459.56	38257.27	32498.63	14457.23	50034.84	11774.28	29274.93	21221.49	53738.7	41763.66	27872.23	27392.22	37817.44	14671.76	24340.47	16434.14	11748.36	13112.61	15061.65	57508.95	63091.31	40648.27	7398.09	14559.15	9001.67	30425.2	56290.49	14932.57	45030.87	15148.86	12364.33	36676.02	44149.09	7303.02	21871.25	27047.02	48612.12	4915.19	39000.56	9504.94	33238.77	30007.59	13945.74	26932.82	22926.27	13933.01	12180.45	28458.98	35934.2	52263.1	9994.68	19834.21	39756.63	12995.9	23499.51	14168.3	22870.18	23538.24	37883.65	21152.38	20578.91	14731.32	21619.76	4923.17	42046.03	30652.96	18694.37	53229.43	15353.43	40474.25	22804.69	43335.28	18082.68	15563.69	9629.8	11517.7	32886.15	29183.02	19292.4	7905.31	21714.04	41089.08	50340.53	16019.99	40404.79	56963.57
MF0024	2540.0	9939.265	673.0	12051.585	11049.0	12775.63	11524.9	7708.73	23268.335	4398.955	2724.435	0.0	0.0	11228.95	34.0	5256.5	0.0	9855.03	0.0	0.0	0.0	24967.92	16491.45	16345.04	3803.45	57.0	4735.58	16121.1	0.0	16639.3	295.0	25.0	19.0	12842.375	0.0	0.0	55.0	15062.02	17462.735	15585.97	0.0	0.0	178.0	0.0	12561.965	2923.045	426.0	26.0	41.0	16061.58	12084.495	10205.98	12897.865	0.0	7.0	0.0	297.0	22082.96	0.0	14121.145	0.0	0.0	0.0	0.0	9181.27	3545.83	0.0	0.0	0.0	25097.33	0.0	1404.2	3396.865	2831.715	0.0	0.0	6850.04	0.0	0.0	3804.165	10122.085	0.0	3770.635	4.0	0.0	17002.255	309.0	15550.58	82.0	0.0	433.0	52.25	0.0	44.0	7228.715	158.0	130.0	0.0	0.0	76.0	5710.35	14578.75	4662.98	12832.36	0.0	12922.465	19.0	12927.46	42.0	15224.63	9198.235	4657.755	1451.67	15710.965	12435.505	10687.23	21729.765	12755.83	0.0	10728.645	0.0	5017.42	5509.74	2768.57	0.0	11958.345	0.0	9622.155	2052.58	10772.54	15755.415	360.0	6603.985	15660.83	21629.875
MF0068	13237.5	17559.69	17627.26	27043.64	24144.27	18945.0	13144.75	21390.44	49060.54	15803.33	5411.37	29057.97	36004.03	22867.99	18175.14	10164.5	29955.17	11862.57	45806.96	29211.37	34542.89	51652.37	22203.24	34481.15	19436.81	13976.73	13512.76	29047.2	22450.72	43341.46	8666.4	14970.78	41799.75	26992.32	29636.46	36639.61	14660.61	19079.53	20588.97	18832.82	19491.97	16428.33	25093.94	40494.53	28242.23	8946.76	18754.43	20360.26	15917.54	34171.53	25724.76	32272.13	14282.23	40195.34	11765.78	28216.87	20568.4	46047.02	30065.54	21778.05	20708.48	30344.34	12334.09	16673.07	14126.46	9873.34	12234.93	15053.65	43811.12	55455.86	30664.62	6913.27	14042.15	8822.34	29491.7	37063.48	14133.57	28532.78	14563.2	9111.83	24011.7	27341.25	7108.27	18583.73	26915.94	37277.44	4352.85	26969.24	7697.6	23326.55	20511.66	12689.74	19540.77	21989.35	12108.67	11775.12	24267.89	23941.78	32789.37	8812.09	17800.37	29376.73	11362.72	18748.94	11628.65	22773.01	17401.87	27521.78	15121.06	19179.59	12221.14	15406.84	4637.17	33486.06	27551.94	18453.71	45693.6	15145.93	30384.4	22017.37	34257.1	14946.34	14930.69	8858.8	11373.04	25381.62	21481.51	19228.06	6169.99	21538.04	33433.5	37426.37	15836.31	33249.06	45746.95
MF0101	757.0	504.0	1396.0	2162.0	703.0	1595.0	10948.0	547.0	1337.0	924.0	432.0	0.0	705.0	12.0	34.0	0.0	814.0	640.0	1610.0	1880.0	1166.0	961.0	1278.0	879.0	377.0	156.0	1098.0	2021.0	1684.0	1434.0	267.0	468.0	859.0	866.0	2175.0	664.0	1173.0	2146.0	2411.0	1095.0	1353.5	716.0	1298.0	555.0	718.0	211.0	225.0	128.0	114.0	1109.0	1296.0	2545.0	763.0	736.0	470.0	2287.0	1206.0	306.0	347.0	616.0	470.0	513.0	261.0	619.0	477.0	298.0	133.0	4.0	1031.0	959.0	684.0	289.0	226.0	507.0	1563.6	866.0	852.2	695.0	1770.8	231.0	1100.0	933.0	129.0	560.0	245.0	1106.0	314.0	1260.0	347.0	893.0	1232.0	115.0	583.0	59.0	3586.8	220.0	246.0	454.4	742.8	207.0	450.0	827.0	27.0	1068.0	275.0	686.0	685.0	1042.0	681.4	1777.0	773.0	428.0	538.0	2386.0	2325.0	1225.0	1861.4	1596.4	648.0	31.0	545.0	391.0	428.0	26.0	24.0	1224.0	1393.0	54.0	625.0	399.0	597.0	2635.0	77.0	854.0	489.0
MF0021	1134.5	777.83	5213.92	12135.17	6319.585	4975.075	10763.67	4174.26	19516.17	3187.42	432.66499999999996	0.0	9300.25	49.585	40.625	0.0	12920.499999999998	2125.585	13739.83	7813.91	11006.835000000001	11002.085000000001	5217.17	16208.999999999998	1346.58	585.915	4640.58	3036.5	2259.75	13089.175000000001	1691.495	1178.3799999999999	10373.29	12824.835000000001	2365.5	16006.34	1490.335	3716.165	3812.415	1254.455	2984.0	3015.33	9983.455000000002	8063.83	8372.84	2227.415	8336.165	5236.42	3780.705	16584.665	9827.415	4054.665	1172.83	11864.335000000001	581.165	4087.26	2754.875	10832.42	13808.585	4671.085	9603.080000000002	10349.415	1910.5	7375.335	2430.255	2386.67	1060.5049999999999	26.335	27771.79	14971.83	7622.415	1273.7450000000001	847.335	806.165	3614.8900000000003	12266.160000000002	1929.255	12693.575	3109.23	2100.0	6681.915	8239.25	243.5	3387.255	301.58500000000004	7725.005	629.75	7698.995	2179.25	7554.33	5992.13	1227.045	4974.295	2918.5	6014.93	469.66499999999996	2061.545	8193.39	12286.705000000002	1537.25	3583.085	11889.500000000002	638.085	4473.87	2401.75	390.0	6570.25	8677.335	3976.645	2959.745	2951.505	4346.67	708.085	13791.755	9224.419999999998	1120.83	11783.225	2035.565	14700.460000000001	437.24499999999995	12633.335	3218.92	824.625	645.75	149.07999999999998	7330.255	6568.835	124.91999999999999	1654.495	1076.54	14549.999999999998	13194.51	280.41999999999996	6947.5	10877.665
MF0065	9872.25	8651.01	8392.545	18549.989999999998	18810.22	11083.95	11276.115	12103.14	39452.44	7784.79	5194.365	14527.65	29540.265	11435.16	9059.9	5401.5	21402.5	6793.12	35532.81	17797.845	20101.445	45623.770000000004	12905.79	23933.325	10796.75	6983.865	6952.71	14656.475	11208.525	25530.9	4588.99	7402.68	35107.79	19934.245	14824.525	22824.98	7337.135	10965.305	11934.355	9118.285	9761.65	8241.66	16446.135000000002	32878.97	19658.205	4608.84	14200.585	16262.0	11334.29	23257.68	16088.38	23142.165	7440.61	24234.17	5947.305	14011.145	11285.2	40719.18	22961.02	12959.320000000002	15419.235	16433.629999999997	6242.875	11073.619999999999	7337.98	4712.045	6281.76	7517.41	36274.705	45420.509999999995	21842.39	3657.465	6937.785	4429.255	14398.185	30140.405	6861.35	20494.1	6167.765	5034.75	15448.18	17649.125	3415.925	9577.035	13359.01	27853.225	2204.925	16307.615	4109.8	14946.435	12529.835	6262.62	14579.285	13091.46	6387.925	5789.14	12940.115	15809.71	18914.04	6147.79	9158.185000000001	21789.95	6595.195	10725.89	7669.575	11391.675	12141.1	20473.06	7885.82	10957.54	7270.41	8568.045	2431.585	23164.534999999996	22598.64	9766.185	37888.825	8370.33	23528.68	11155.765	27350.385000000002	7803.42	7475.47	4411.65	5710.855	18378.65	14536.919999999998	9657.865	3698.99	10990.665	28669.75	24611.565000000002	7883.07	28896.615	40482.64
MF0022	1662.5	4576.41	6885.26	11450.01	15655.59	13651.07	11084.09	5232.59	31750.01	4203.17	473.33	25.25	26725.83	110.67	97.0	2346.5	19616.92	9776.09	32838.33	23070.82	20310.84	31003.5	17674.59	23364.17	1402.41	714.33	6303.16	16974.0	15515.5	21016.68	5049.66	12381.59	26392.66	17189.09	14473.83	20196.01	7672.92	16271.91	17303.33	15363.79	14209.75	12583.33	16419.33	26122.41	18411.68	3220.75	3155.16	473.67	725.79	19114.0	17348.25	9633.0	12704.33	21059.34	5247.25	20820.51	18312.92	30422.93	19639.42	16779.34	13199.99	16435.75	5661.42	9609.67	9479.84	2194.01	2016.84	37.42	26273.79	37679.91	18772.57	1357.91	3077.92	1088.08	9202.14	28683.99	6774.17	20040.23	8256.31	5139.75	15505.91	18834.92	1957.0	12929.01	2882.17	26905.18	1150.67	20245.41	4190.42	13973.74	13639.84	676.34	12974.22	865.08	5613.18	725.5	2592.42	17624.06	23752.54	1514.92	4071.67	19893.33	1882.59	14212.57	5547.75	4421.5	10344.0	18030.0	7175.31	15657.16	9625.59	6352.92	683.0	16223.34	14810.92	8541.33	30213.22	12643.9	20150.55	456.91	22210.42	5721.67	991.71	80.83	322.33	17491.43	15002.34	134.92	2158.41	1141.04	21476.92	19309.01	430.59	18628.84	30207.66
MF0066	5606.75	5071.83	9530.795	9497.07	10364.26	11859.880000000001	10916.275	6904.625	18315.77	6617.17	453.83	1224.0	20890.83	454.67	1438.25	3464.5	14183.67	9637.279999999999	25301.33	20751.8	18514.63	22464.184999999998	17659.65	13595.449999999999	6927.035	1154.33	7515.13	17090.0	15717.0	23252.18	4675.955	12412.505000000001	18494.04	10460.91	14833.33	21495.01	7881.335	15629.52	17483.915	15774.455000000002	15995.55	13335.33	10718.555	25342.08	11182.99	4420.75	10067.91	10139.919999999998	8013.645	11969.765	10632.880000000001	15074.0	13057.33	19315.34	5326.165	21869.01	18317.405	18766.345	17160.17	13813.23	11745.49	15701.83	7089.92	7428.67	10641.84	3529.26	2586.34	127.67	22016.0	24254.055	17610.16	1775.72	7418.92	2613.705	12729.83	24707.99	7084.17	17194.48	8381.81	4687.75	10608.62	11835.08	2086.0	12662.15	3003.0	18781.34	1186.42	16121.08	4435.0	9045.42	10066.744999999999	3322.215	8005.68	11048.08	5254.88	1241.75	3094.795	13090.84	17098.87	4128.045	6753.42	15300.33	2199.465	13789.47	7127.5	4703.5	7890.1	13436.0	8735.735	15350.130000000001	9085.82	9242.92	2267.5	10109.905	9284.595	10911.73	17742.675	12963.33	17386.01	708.035	20741.67	8130.17	4374.5	1730.33	539.83	11613.78	11223.33	144.67	2646.285	1041.79	12904.125	14959.36	1718.4650000000001	13698.199999999999	22232.14
MF0018	13055.0	17299.53	12873.25	11892.63	10400.43	15411.18	12376.3	15576.28	10439.03	11519.49	5410.37	29059.47	14626.7	22832.4	18225.72	9430.0	15928.5	11494.23	20471.63	22072.05	21725.55	6636.37	18171.9	11646.98	18542.15	13492.4	7171.6	27440.45	22262.72	23018.95	6099.58	14290.44	12396.92	11047.98	29008.55	13530.1	13897.52	16693.37	19173.97	17563.07	17079.97	14304.0	15490.11	13711.45	14324.8	6276.76	12799.27	17131.92	13194.04	10614.53	13255.76	28706.13	14314.9	19540.0	11695.28	27337.46	19603.23	9892.18	13436.37	16841.71	7740.49	13990.43	10202.25	6942.9	12245.62	8101.33	11192.59	15033.98	16865.62	12448.7	13006.79	6728.61	13494.48	8458.68	27872.87	14900.0	13035.24	13725.07	13509.37	7762.83	16362.04	20075.58	7074.52	15312.22	26679.35	18931.6	3952.68	19192.08	5473.43	12006.39	14451.82	12531.65	9781.09	20990.94	10207.5	11529.95	21750.72	10320.44	17925.7	7479.5	14504.2	10932.9	9559.38	14430.3	6009.15	22111.18	8738.37	11985.45	11526.4	18016.43	10364.3	11334.17	4471.67	11841.22	8016.27	20018.38	11915.28	15062.43	10589.39	21656.21	11196.43	10886.17	14405.69	8532.97	11227.71	13952.11	13131.0	19152.89	4619.83	21459.54	10884.33	24969.54	15765.97	10188.06	5238.12
MF0019	1384.0	257.0	1017.0	2209.0	479.0	1613.0	13207.64	547.29	1629.0	734.0	432.0	0.0	1686.0	22365.07	34.0	0.0	1634.0	759.0	2960.0	2397.0	1236.0	1455.0	1552.0	2037.0	480.0	152.0	1070.0	1677.0	15523.3	1069.0	106.25	367.0	1332.0	1514.0	20183.13	466.0	826.0	1953.0	2564.0	531.62	1115.5	976.0	1663.0	691.75	797.25	334.0	116.0	40.0	80.87	1902.0	1582.0	1045.0	669.0	548.0	411.0	2160.29	1058.0	642.0	797.0	671.0	1269.0	373.0	262.0	1297.0	592.0	294.0	177.0	14892.82	3433.87	1251.0	1415.0	176.0	76.0	340.0	1503.33	2767.0	1077.82	1856.0	4819.89	225.0	923.0	1033.0	0.0	655.5	110.0	1815.0	321.0	2032.0	400.0	752.0	1151.0	49.75	488.87	61.75	8307.38	224.0	401.0	1695.51	2612.31	97.0	366.0	839.0	76.0	920.0	339.0	21233.6	1009.0	811.0	784.8	1580.0	798.0	873.0	1614.0	1371.0	1268.0	635.0	826.8	1512.8	1875.87	100.0	1315.0	397.0	755.13	26.0	5416.815	1345.0	1515.0	59.0	718.0	935.29	591.0	1988.29	37.0	521.0	2909.0
MF0074	8235.5	3178.41	18868.01	35041.84	25556.09	15044.82	14029.59	14994.44	73309.0	14749.26	1731.5	1260.42	41028.0	446.67	2911.67	2741.5	38590.58	5904.92	50489.16	18909.91	27608.75	67981.5	11876.25	52825.42	14921.66	2330.33	21672.66	16470.58	9326.42	49186.59	5370.74	3253.01	47348.34	37814.0	12119.25	45146.34	4650.34	8132.41	6519.0	3877.99	9089.75	9662.5	29426.82	37116.0	22531.68	8646.91	10778.83	11633.59	8672.66	50083.83	29407.41	12987.16	2384.5	49678.17	1108.33	9316.27	5508.67	57743.67	45018.09	14291.91	26977.58	38019.75	9916.17	19300.33	7586.26	6715.17	2924.26	139.5	49048.41	74572.08	31618.33	7536.16	10277.83	5874.33	14965.01	53106.83	6706.98	43895.24	7921.25	8612.25	26198.59	30186.5	1793.92	9602.26	2316.25	36396.26	2525.75	25035.65	5465.58	21766.17	19939.01	4817.0	19101.34	18071.42	12550.14	2709.08	6635.09	33906.3	41460.94	5787.92	10064.5	30205.66	3818.0	10758.66	11879.17	1894.08	20155.5	25640.09	15038.98	8445.99	6278.75	17361.09	3102.67	42019.09	36621.92	9666.91	54812.3	4506.73	39283.5	1177.82	44199.58	10583.34	5636.5	2969.67	683.57	21358.5	17105.17	293.84	6755.74	2338.41	38015.08	37897.18	3384.59	34754.33	66007.67
MF0030	0.0	80.0	404.0	1459.0	842.0	314.0	131.0	448.0	2687.0	348.0	0.0	0.0	827.0	0.0	0.0	74.0	1446.0	0.0	1344.0	717.0	1984.0	1221.0	558.0	1157.0	84.0	74.0	535.0	326.0	14.0	1627.0	307.0	37.0	845.0	835.0	41.0	1693.0	26.0	143.0	136.0	6.0	265.0	253.0	592.0	1103.0	1340.0	113.0	426.0	0.0	65.0	2113.0	1019.0	33.0	6.0	897.0	0.0	0.0	23.0	998.0	775.0	296.0	953.0	930.0	62.0	912.0	128.0	267.0	88.0	6.0	3947.0	2537.0	1595.0	122.0	0.0	92.0	42.0	836.0	30.0	1019.0	7.0	131.0	591.0	659.0	0.0	297.0	0.0	974.0	0.0	560.0	271.0	1682.0	405.0	24.0	592.0	0.0	48.0	27.0	262.0	681.0	626.0	113.0	389.0	1357.0	71.0	310.0	434.0	9.0	569.0	1202.0	332.0	153.0	201.0	402.0	12.0	1931.0	1587.0	54.0	1466.0	41.0	1481.0	52.0	1356.0	389.0	68.0	0.0	14.0	873.0	948.0	12.0	101.0	13.0	1228.0	2092.0	35.0	1168.0	919.0
MF0031	2497.5	4419.08	5967.75	5188.33	5385.08	10855.58	11829.75	1625.93	3876.33	2265.34	1336.67	17.92	6962.0	92.0	158.17	1532.5	6923.25	8523.58	9826.33	16160.0	12303.5	2946.67	13692.25	5714.83	1384.25	472.5	3234.0	13784.0	13286.67	6774.5	4083.33	11640.59	6895.67	5454.08	12188.5	3491.0	6563.42	12894.92	14627.17	14371.12	12632.42	10486.0	8573.16	7281.25	9135.0	2410.91	5330.17	3709.17	2733.29	4414.33	8469.41	10107.33	12151.0	6441.0	4766.08	18505.51	17416.08	5097.58	4116.92	12131.16	3318.84	4995.58	4264.75	4181.0	7967.67	2280.33	1943.84	57.08	10778.12	5499.25	6513.09	1397.41	3169.08	1524.08	8623.97	6186.0	6850.34	4833.42	9282.32	3250.08	7436.09	9407.08	2156.67	11884.17	2967.0	12241.75	1486.83	12889.08	3778.58	7809.09	9537.67	1237.5	5735.54	2425.09	9235.35	809.0	1365.92	6492.89	12088.2	1927.75	3183.5	6526.0	232.08	10702.25	1699.25	4049.83	3330.17	6949.0	4443.15	14107.33	7704.25	2801.92	601.17	5894.17	3640.42	7720.33	5326.23	11004.23	4820.54	117.41	4707.08	3898.17	675.54	459.67	199.16	9184.91	8979.0	125.09	2063.08	1368.54	5465.58	13084.34	371.42	5219.66	2357.42
MF0075	1859.5	5250.25	5924.75	9590.0	7232.25	12158.75	10985.25	2512.93	10091.5	2844.5	472.0	16.25	9734.0	122.0	99.0	1537.5	10403.25	9389.75	16277.5	20290.5	16628.0	6626.5	16354.25	9481.5	793.25	485.5	2368.5	16950.0	15609.0	12746.5	4866.5	12497.75	9783.0	8538.25	15691.5	9427.5	8565.75	15756.25	17338.5	17015.29	14276.75	11321.5	11185.5	10811.75	12467.0	2597.25	2269.0	663.0	669.29	9871.5	11411.25	13882.5	13014.0	9566.5	5405.75	20973.18	18534.75	7049.75	6532.25	13862.0	5646.0	7355.25	4681.75	7444.5	9226.0	1893.0	1655.5	40.75	15728.79	9270.75	9206.75	1262.75	3371.75	1494.75	9890.31	9476.5	7316.34	7937.25	8264.98	3875.25	10714.75	12450.25	2480.0	12345.0	3296.0	14237.75	1002.5	15571.75	3783.75	10752.75	10813.5	843.0	7554.54	798.75	5033.01	640.0	1691.75	8348.72	14303.37	1574.75	4828.0	9848.5	311.75	12984.75	2430.75	5667.5	5337.5	10736.5	5592.15	16015.0	9090.75	3902.25	574.5	13896.5	8664.25	10244.0	11732.4	12783.9	8530.54	262.75	7945.25	4856.0	908.21	60.0	270.5	12249.25	11964.5	124.75	1136.75	1105.54	7863.25	17650.18	420.75	8273.0	4854.75
MF0072	6160.0	711.33	4575.67	3181.0	2154.0	1513.75	1455.25	1799.25	1725.5	4453.92	432.67	1221.67	1346.33	371.75	2796.42	1180.0	2269.17	761.0	3083.75	2043.0	6723.67	1697.5	2040.0	2519.5	11043.0	892.5	5588.5	10773.0	6628.67	9821.83	1607.25	1602.42	2278.92	1736.5	8673.33	5014.33	2292.42	1366.25	1137.92	1743.0	2512.67	2790.67	1540.08	2916.17	2252.25	3717.08	5868.75	10780.75	3227.42	1959.5	1651.33	8291.5	308.67	6027.67	319.0	4841.0	638.25	1518.83	2314.17	935.08	2138.67	6105.33	4783.17	1801.0	3098.0	3550.25	1173.42	125.83	11093.33	4328.5	5443.67	952.33	5458.08	946.83	11850.33	1263.67	5045.25	1450.0	4404.67	1203.33	2160.67	1998.0	1800.17	2679.17	1938.0	3953.33	728.0	3074.0	1810.0	1439.67	1493.75	1382.75	757.67	8886.17	4601.67	1529.67	463.25	1933.67	3374.33	4838.17	6497.5	2194.83	545.0	2026.08	3746.0	967.33	3963.67	2736.33	5589.42	697.5	702.33	5511.25	2203.5	1363.0	1519.0	439.0	1760.25	325.0	2592.67	251.83	3154.33	4811.0	4290.75	2857.5	272.33	2193.33	1505.17	41.67	1549.0	746.0	2339.0	4452.83	588.17	1816.33	1146.42
MF0073	4060.0	16211.19	10469.76	23216.64	21596.77	17567.25	12818.89	18737.19	39320.04	10899.91	5410.7	27842.97	35084.53	22427.82	15412.72	10530.0	28920.67	11474.57	43766.71	27746.37	28208.39	45832.37	20661.24	29306.65	8186.31	13075.73	6583.76	17854.45	15729.22	31269.13	6869.99	12822.78	36626.25	22945.32	20823.38	30412.11	12218.44	17062.28	19493.55	16305.07	16099.97	14472.83	21653.94	35696.28	25096.23	5511.51	6598.18	3709.84	7037.79	28542.53	21448.76	12838.13	13601.23	31227.84	11247.78	21899.29	19380.4	40248.52	26332.54	20119.3	17745.48	24027.76	7315.92	15962.07	11085.96	6982.09	11442.18	14934.15	40716.12	41320.36	26887.45	5881.77	8156.4	7762.51	16592.2	37386.49	7625.82	28993.55	10212.2	7794.33	20520.2	24884.25	5487.52	16678.73	25112.52	34022.44	3731.35	25086.24	5555.6	21342.88	17821.16	10100.49	17548.77	9731.27	10185.17	10348.95	23072.39	19943.78	27628.87	2933.67	11012.87	27796.73	10360.22	16747.12	7791.15	21799.68	13209.37	25237.45	9606.81	18028.59	11394.64	9336.59	2479.17	29616.56	23883.44	17660.71	40864.35	14482.93	26712.4	21794.37	28381.6	8571.34	10713.44	5840.8	11068.54	22877.79	19445.34	19201.56	5145.99	20852.54	30038.5	34111.87	15156.31	30769.73	43926.2
