Module	TKO.DTT.5	TKO.DTT.4	TKO.DTT.6	TKO.DTT.1	TKO.DTT.3	TKO.DTT.43	TKO.DTT.2	TKO.DTT.34	TKO.DTT.33	TKO.DTT.35	IL17.DTT.143	IL17.DTT.28	IL17.DTT.27	IL17.DTT.142	IL17.DTT.29	IL17.DTT.144	IL17.DTT.26	IL17.DTT.25	IL17.DTT.141	IL17.DTT.140	IL17.DTT.90	TKO.DTT.45	IL17.DTT.139	TKO.DTT.44	TKO.DTT.47	TKO.DTT.46	TKO.DTT.48	IL17.DTT.132	IL17.DTT.131	IL17.DTT.130	TKO.DTT.144	TKO.DTT.143	TKO.DTT.21	TKO.DTT.20	IL17.DTT.129	IL17.DTT.128	TKO.DTT.16	TKO.DTT.18	TKO.DTT.17	TKO.DTT.142	IL17.DTT.120	IL17.DTT.49	TKO.DTT.19	TKO.DTT.141	TKO.DTT.140	IL17.DTT.127	TKO.DTT.156	TKO.DTT.155	TKO.DTT.154	TKO.DTT.32	TKO.DTT.31	IL17.DTT.118	TKO.DTT.23	IL17.DTT.117	TKO.DTT.22	IL17.DTT.119	TKO.DTT.24	TKO.DTT.153	TKO.DTT.152	TKO.DTT.151	IL17.DTT.199	IL17.DTT.116	IL17.DTT.115	TKO.DTT.128	TKO.DTT.127	TKO.DTT.126	TKO.DTT.125	TKO.DTT.124	TKO.DTT.123	TKO.DTT.87	TKO.DTT.129	TKO.DTT.78	IL17.DTT.106	TKO.DTT.77	IL17.DTT.220	IL17.DTT.189	IL17.DTT.222	IL17.DTT.188	IL17.DTT.221	IL17.DTT.103	IL17.DTT.105	IL17.DTT.104	IL17.DTT.53	TKO.DTT.139	IL17.DTT.52	IL17.DTT.51	TKO.DTT.90	IL17.DTT.50	TKO.DTT.132	TKO.DTT.92	TKO.DTT.91	TKO.DTT.94	TKO.DTT.93	TKO.DTT.95	IL17.DTT.217	TKO.DTT.89	TKO.DTT.88	IL17.DTT.219	IL17.DTT.218	TKO.DTT.131	TKO.DTT.130	IL17.DTT.86	TKO.DTT.106	IL17.DTT.85	TKO.DTT.105	IL17.DTT.88	TKO.DTT.104	IL17.DTT.87	TKO.DTT.103	TKO.DTT.60	TKO.DTT.109	TKO.DTT.108	TKO.DTT.107	TKO.DTT.56	TKO.DTT.55	TKO.DTT.58	TKO.DTT.57	TKO.DTT.59	IL17.DTT.200	IL17.DTT.202	IL17.DTT.201	IL17.DTT.89	IL17.DTT.203	TKO.DTT.113	TKO.DTT.112	TKO.DTT.111	TKO.DTT.110	TKO.DTT.70	TKO.DTT.72	TKO.DTT.71	TKO.DTT.74	TKO.DTT.73	TKO.DTT.76	TKO.DTT.75	TKO.DTT.69
MF0052	173.0	83.0	673.0	247.0	5.0	95.0	36.0	187.0	28.0	455.0	432.0	0.0	0.0	0.0	34.0	0.0	0.0	27.0	0.0	0.0	0.0	7.0	0.0	6.0	352.0	57.0	803.0	3.0	0.0	0.0	25.0	25.0	19.0	6.0	0.0	0.0	55.0	94.0	107.0	10.0	0.0	0.0	178.0	0.0	2.0	0.0	40.0	26.0	41.0	11.0	107.0	21.0	37.0	0.0	7.0	0.0	297.0	3.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	9.0	0.0	132.0	0.0	303.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	309.0	0.0	82.0	0.0	433.0	15.0	0.0	7.0	3.0	158.0	130.0	0.0	0.0	76.0	8.0	0.0	8.0	0.0	0.0	0.0	19.0	0.0	42.0	319.0	1.0	0.0	0.0	4.0	574.0	35.0	28.0	75.0	0.0	4.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	5.0	576.0	165.0	19.0	360.0	23.0	8.0	13.0
MF0096	2523.0	4005.6324999999997	4637.09375	6760.41375	7919.1325	10655.07	10447.03125	1875.52875	6040.97625	1904.9850000000001	487.58624999999995	17.22	10654.8125	82.3125	101.555	1342.8125	10530.28125	8285.32	15567.85125	16294.3125	12412.9825	4653.27375	13576.03125	8774.35125	764.40625	482.54	2064.0	13900.4375	13447.08625	10582.5	3800.8512499999997	10772.4225	10013.055	8036.8825	12566.5625	5483.5825	6636.1175	13126.18	14734.586249999998	13491.5425	11477.18	10136.1875	9894.94375	11310.34375	11143.965	2392.67125	3027.0225	1763.0225	1807.645	6737.35125	10328.09125	11144.061249999999	11121.0	9424.3125	4583.6325	18206.57125	15967.726250000002	7541.82	6270.7425	11735.2025	4965.797500000001	7310.07	4037.21875	6146.4375	7687.64875	1966.91375	1732.1725000000001	48.445	12768.6875	8333.96875	9575.45375	1222.17125	3169.115	1138.445	8277.34875	9094.1875	6035.860000000001	7053.2425	8751.904999999999	3089.7799999999997	9002.11375	10763.615	1851.83625	11414.33625	2713.375	14947.45125	978.0387499999999	12533.5075	3160.6324999999997	9447.84125	8786.2425	819.0625	8032.855	1346.775	9014.118750000001	591.4375	1539.96125	9434.45125	12431.7225	1366.59375	2642.835	9737.875	341.6325	10637.0625	2680.84375	3771.6012499999997	5161.39875	10446.0625	4562.506249999999	13425.41375	7750.65625	4113.9925	521.89875	9019.33625	3670.4925000000003	7396.97625	8029.338749999999	10988.51375	7206.305	166.48375	6941.82	3738.0862500000003	717.3475	95.46000000000001	233.475	9988.68125	9306.0625	122.57875	1146.32	1032.0974999999999	8606.5075	13993.855	383.86749999999995	8236.9525	4303.805
MF0097	0.0	254.5	571.0	2014.0	763.5	500.5	91.5	307.0	1982.5	443.5	0.0	0.0	696.0	0.0	0.0	0.0	1167.0	123.5	1178.5	424.5	2544.5	1718.5	252.0	4697.0	124.0	32.0	602.5	9102.25	7878.585	932.0	383.5	0.0	1018.5	1028.5	7758.415	1062.5	0.0	236.0	209.0	571.5	8015.46	151.5	1638.5	474.5	614.0	2768.08	242.5	114.5	61.0	1852.5	1195.5	1533.5	0.0	1164.5	0.0	0.0	199.5	568.5	1533.0	371.5	600.5	1250.0	75.0	810.5	160.0	217.0	103.0	0.0	1187.0	1668.5	797.0	1141.535	0.0	865.955	337.0	1057.5	307.0	1971.5	344.5	194.5	853.0	856.5	0.0	130.5	0.0	456.0	662.75	479.0	96.5	785.0	604.0	0.0	586.0	0.0	801.0	0.0	204.0	467.5	1161.5	1328.46	451.5	995.5	0.0	594.0	260.5	0.0	213.0	830.5	702.0	8498.995	153.5	449.0	409.585	2855.0	2254.5	638.0	2102.5	87.0	798.0	308.035	825.5	346.5	153.0	0.0	6.0	716.0	705.5	0.0	47.0	35.0	698.0	1429.5	0.0	660.0	369.0
MF0050	6168.25	6709.72	7248.505	12959.82	9877.01	4726.0	7216.75	10387.845000000001	20867.02	7630.455	2901.35	14529.859999999999	16369.765000000001	11413.91	9104.609999999999	4607.25	14943.21	1992.16	20436.355	7442.6849999999995	14213.945	22706.684999999998	4816.495	15307.075	9998.03	6960.115	6237.88	7688.725	4584.110000000001	18755.315000000002	2743.37	1868.2649999999999	17698.125	12536.285	8700.939999999999	18483.555	4229.845	3334.515	3467.525	2175.41	4207.110000000001	3491.915	9817.72	17678.64	11329.99	3548.63	12062.84	13129.67	11772.395	15457.765000000001	8788.005000000001	12413.064999999999	1260.615	17973.92	3515.515	5654.77	2345.325	20318.135	16092.145	5692.4	10811.49	13299.255000000001	4200.585	7466.035	3269.98	4777.045	5577.84	7517.2	17676.809999999998	21441.055	12765.35	4817.01	7645.325	5233.88	11730.1	19024.745000000003	4629.41	16507.9	4930.225	4075.79	10184.725	12076.75	2710.26	4195.365	12152.759999999998	13474.845000000001	2028.925	8421.744999999999	2565.675	8613.065	6982.08	7698.62	7392.26	15256.384999999998	9766.185	5848.475	11661.57	7901.264999999999	9954.685000000001	4507.46	7932.685	15331.365000000002	5426.235	4488.4349999999995	4970.45	9424.09	7153.9349999999995	12095.725	5918.030000000001	3533.295	2590.695	7082.67	2336.335	15326.529999999999	14028.845000000001	6825.855	21200.925000000003	2607.215	16550.575	11050.81	15872.925	5982.42	7563.969999999999	4797.4	5675.0199999999995	8430.77	6694.67	9600.904999999999	3612.62	10971.645	19695.625	15015.81	8745.779999999999	14887.865000000002	22498.725
MF0094	368.5	440.75	1432.5	3204.5	2493.25	1559.25	305.5	581.0	3864.0	235.0	0.5	7.25	3396.5	10.75	3.75	310.5	3424.25	790.75	3236.75	1512.75	1627.75	2945.0	1014.75	3064.75	126.5	76.0	287.5	406.75	60.75	3696.75	575.0	28.25	2062.25	1775.0	163.75	3730.5	53.25	137.5	285.75	31.75	609.25	494.0	1740.75	1976.0	2084.25	841.0	760.75	303.5	252.5	3267.5	1898.25	896.5	303.5	3506.0	56.5	268.25	354.75	2223.5	2172.25	938.5	1568.75	2822.75	607.0	1157.5	436.25	586.75	254.5	5.0	5527.5	3615.25	1989.5	856.0	322.75	374.5	96.5	3071.0	178.25	2856.75	209.75	786.25	1569.25	2069.5	39.25	656.25	7.25	1844.75	44.75	1537.0	351.75	2369.5	1504.75	436.75	1773.25	823.75	438.25	5.75	316.5	1428.25	1999.5	56.75	518.0	1768.0	84.5	756.25	936.5	25.25	1682.0	1812.75	657.0	648.0	547.75	851.5	47.0	4995.75	2648.75	1478.75	3928.5	337.0	2193.75	73.5	2553.25	1027.0	5.5	30.0	19.25	2013.0	1588.5	9.0	53.25	6.0	2648.25	5226.0	193.75	2620.0	1791.75
MF0051	5334.5	5900.1	3880.125	6667.83	5342.955	9112.3525	8699.125	6428.3	7652.83	4894.2	2900.1	14507.4	8707.335	11355.45	9063.275	3613.5	10609.04	7030.8525	12225.955	13830.0	10408.165	5445.17	11558.4375	8714.33	8784.2	6452.2	2964.4	11859.25	11516.92	8237.335	3216.9775	9234.692500000001	6509.21	6357.705	10725.95	6482.085	5607.7325	11155.2725	12537.044999999998	11504.945	9827.1075	8842.085	7725.37	7219.915	8349.0	2100.9325	5315.3	8132.0	4274.5	7492.83	7604.62	9210.615	9491.585	7102.415	4195.715	15648.8	13431.7275	6137.29	7994.21	10013.119999999999	3940.505	5690.79	3498.8975	4427.25	6577.835	2608.5	4475.5	7488.2	10515.060000000001	7946.625	6360.88	892.37	3260.45	2513.3	9612.7	9977.415	5063.755	9644.295	7507.99	2628.29	7235.88	9110.955	2353.3	10028.42	11809.8	10481.4775	1759.8	10985.4775	2614.3525	7630.38	7093.585	4426.325	5404.9349999999995	5680.3	7878.262500000001	5572.35	10110.025	5751.195	9909.7325	3209.5	5526.6	6222.835	4571.9	9202.8525	2207.875	8916.8	4057.585	6369.085	4136.615	11244.165	6589.6025	3495.92	1901.5	8526.92	5090.295	6255.415	7100.155	9349.59	5713.9349999999995	10626.9	5958.79	3567.835	6906.2	4218.4	5414.4	7703.6825	7930.085	9513.4	2070.5	10336.0	7368.955	13242.335	6611.9	6057.995	5238.585
MF0095	2718.25	6769.62	6846.625	9411.994999999999	9738.119999999999	18176.37	17869.625	2421.395	8400.494999999999	2285.0099999999998	277.005	26.880000000000003	12812.5	121.5	101.255	2399.25	12918.375	14202.869999999999	18833.495	28180.0	20640.25	6098.505	23459.375	10835.244999999999	710.875	665.75	2114.0	23925.5	23071.505	13160.75	6420.995	18456.385000000002	12149.505000000001	10079.619999999999	21669.25	7146.5	11362.630000000001	22384.88	25084.754999999997	23262.68	19898.63	17597.5	14857.74	12597.875	15413.0	4211.365	2065.255	531.255	634.9350000000001	9056.494999999999	15202.615	14851.494999999999	19024.5	11284.5	7859.62	31267.265	26804.120000000003	8651.369999999999	7435.38	20040.739999999998	6103.76	8680.869999999999	6993.625	7895.5	13312.005000000001	3457.495	2986.76	83.62	15540.68	10674.875	11783.635	1413.615	4370.62	1220.1200000000001	14077.954999999998	12427.0	10245.51	9746.630000000001	14413.98	5251.62	12879.135	15958.119999999999	3124.005	19678.255	4695.0	21122.125	1059.7450000000001	22126.62	5377.87	13544.135	14469.505000000001	804.75	9874.81	1050.635	14023.525000000001	685.5	1754.88	11538.335	20493.800000000003	1702.125	4273.75	11649.0	398.12	18500.875	3121.875	6586.245	6032.755	12462.5	7827.724999999999	22482.495	13311.875	4981.38	898.2549999999999	11779.755000000001	4839.13	12794.994999999999	10509.845	18719.345	8835.81	206.115	8499.619999999999	6497.255	1124.81	75.005	330.74	15776.365	16038.5	213.135	988.6200000000001	1416.81	9583.869999999999	22187.510000000002	445.13	9273.99	5942.63
MF0092	22026.5	12369.03	18524.51	17145.51	16360.43	6673.93	11968.3	18722.03	39969.53	13444.74	5368.87	29026.47	20000.2	22768.9	18093.22	7949.0	19556.42	2495.09	25344.13	10704.07	25760.09	46174.37	7824.59	24169.42	22725.16	13453.4	13835.66	22982.25	13550.25	35454.93	4331.66	5202.59	31841.92	17332.84	17773.08	31066.51	7340.77	4935.66	5123.47	4799.25	11956.25	6458.83	14083.08	25875.7	14661.43	8020.0	53254.91	58236.67	40056.5	24925.0	14569.25	55834.0	2330.83	30615.84	6817.03	17255.58	3626.42	38255.43	21488.92	8317.34	14937.74	25593.08	11931.17	10333.67	7787.59	8704.26	10608.34	15018.73	27805.62	50151.2	19803.54	7222.66	17958.92	5240.93	28883.33	23139.49	16095.08	21367.23	9762.08	6476.25	14267.41	15962.67	5295.27	6026.26	24077.6	21635.6	3590.93	12228.16	7123.92	11997.99	9719.59	12533.59	9485.59	43251.08	9268.25	11496.7	22557.72	17910.94	21469.67	16445.42	17553.67	19345.33	11285.63	7019.07	9712.0	18232.43	12229.5	15061.25	13753.66	3879.16	3457.59	15253.17	4534.67	21660.09	17047.27	5993.58	32995.03	2742.43	21658.26	21507.46	24615.93	18228.67	14216.44	9208.47	11005.46	11958.36	8326.34	19157.14	4912.33	21141.29	23755.92	19440.33	13521.47	23050.56	39369.87
MF0090	10582.0	11916.2	11944.42	8592.0	7625.75	11513.0	11034.0	15120.6	9403.2	10768.4	5368.2	29036.8	11009.33	22752.4	18170.8	7965.0	11090.42	5904.92	19357.75	18909.91	21338.17	7070.5	11876.25	10174.4	18492.4	13088.4	9195.5	16470.58	9326.42	23631.83	5370.74	3253.01	10591.67	8764.4	14421.8	15551.6	6564.6	8132.41	6519.0	3877.99	9089.75	9662.5	10691.83	12405.42	12190.25	8012.33	14241.6	19511.0	14601.0	10008.2	10623.08	18620.8	2384.5	13682.0	6344.2	9316.27	5508.67	6341.6	11947.2	13403.58	8395.4	11304.58	9916.17	7776.0	7586.26	6715.17	9327.0	14986.4	17190.12	13313.75	16709.42	4509.2	10428.4	7048.6	19079.4	15699.67	6706.98	11786.4	7921.25	5414.08	12272.42	13334.75	4916.6	9602.26	23661.6	18855.08	3419.6	18212.75	5465.58	8897.42	10020.0	11470.15	6833.21	19663.35	10859.68	11147.2	21138.8	12571.89	21422.2	7177.0	12443.2	11971.4	9416.8	10758.66	8235.25	17962.6	8443.17	11257.33	14051.57	8445.99	6278.75	12746.5	3913.0	10759.5	6950.6	9666.91	10558.15	4506.73	13255.6	21577.8	9538.6	10583.34	13822.4	8824.8	11029.8	11483.58	10136.17	19015.8	4870.0	20753.0	14690.0	17799.01	15131.8	7829.33	11339.17
MF0016	513.0	290.83	1436.17	2882.5	1149.5	2004.0	1824.84	564.43	1907.0	743.67	432.67	1.67	2511.33	5.0	34.67	0.0	2645.17	935.0	3614.0	2574.0	2257.67	2170.5	1654.5	4033.0	519.0	81.0	1219.5	1451.33	181.17	1591.33	557.5	520.67	1375.67	1483.0	344.33	1015.83	513.84	1959.5	1574.5	209.83	1272.67	1631.67	2070.33	990.17	1309.0	944.33	173.0	50.0	113.67	2045.0	1935.33	504.83	240.67	1215.17	49.5	871.33	1064.5	944.83	1720.17	877.33	1159.17	990.33	412.67	1638.0	592.0	1165.0	662.67	26.33	4650.62	1420.0	1704.67	222.83	82.33	363.33	968.16	5130.17	858.84	4141.0	2810.67	403.33	1237.67	1422.0	82.67	1969.17	293.5	2851.33	326.0	2856.0	364.5	778.67	1242.0	34.0	594.46	44.67	7154.5	165.67	367.5	2614.17	3718.83	130.67	369.0	1169.83	56.5	1259.83	445.5	62.33	1059.67	1107.83	1024.07	1557.0	852.33	760.5	187.5	1647.0	1440.0	366.33	1254.9	422.0	1628.46	62.33	1388.33	481.5	383.5	33.0	22.33	1532.83	1754.17	25.67	819.0	322.83	798.0	2958.26	47.67	632.83	5268.67
MF0017	10974.0	6158.49	15328.26	22012.84	21531.17	16880.4	12764.34	8728.84	42100.84	9363.76	474.5	1254.17	31918.83	555.17	2857.67	2716.0	25454.17	11275.17	41280.16	26893.57	31266.09	46499.67	20919.84	29128.75	12445.41	1777.33	11849.66	28132.25	22248.92	37818.93	7002.24	14653.43	38090.5	23767.92	23325.58	31097.01	10189.09	18382.33	18895.5	17655.87	18463.17	16008.33	22240.99	36392.58	23815.18	7593.16	17043.83	19902.59	15440.04	28438.33	22572.16	29040.33	13620.83	34227.34	5767.08	27798.09	19841.75	41810.42	25795.34	20205.25	18445.08	25595.66	11316.42	14620.17	13326.26	6526.34	3564.93	188.25	39530.12	48801.16	27837.75	6080.07	12747.25	4419.41	22094.3	34176.99	13217.17	24993.15	13499.4	8280.83	21288.5	24752.25	3524.42	17208.43	4950.42	35176.84	1683.25	25445.24	6995.0	18878.08	17835.51	5972.34	16556.97	21097.67	10421.27	2145.25	3694.84	22609.98	30683.37	7645.67	11603.17	26131.33	2548.92	17194.57	10038.75	5404.08	14909.67	24267.75	13680.06	18103.99	11380.34	12914.84	2894.17	24832.26	21949.84	13472.91	39437.3	14378.73	27268.8	841.57	30451.5	13157.34	5297.29	3413.0	778.24	22277.09	18746.34	237.26	3527.99	1806.04	29339.5	30388.67	3096.51	29616.33	43884.75
MF0014	6000.0	1031.665	5818.505	7699.505	7651.755	3337.245	5543.92	3275.38	14822.335	5682.085	432.66499999999996	1218.5	10136.0	366.58500000000004	2777.625	309.5	5210.915	1796.92	13532.165	5674.58	8201.25	19911.415	4471.75	8341.67	11189.33	964.165	7102.33	13194.415	8774.25	16215.67	1321.33	2322.21	14139.21	5458.835	10877.0	9708.92	3481.085	4243.495	3878.165	2733.31	3698.665	3774.5	5585.955	13254.25	4851.84	3790.75	3805.08	9033.585	2229.06	7869.5	6323.75	8615.665	1020.5	10620.335	821.0	7398.38	2234.545	14828.42	5300.835	3298.25	5154.745	7993.335	5310.085	3652.165	4271.67	3010.17	941.585	102.33500000000001	17720.895	21169.415	11408.245	977.0	5260.25	996.0	12610.369999999999	9673.665	5146.27	4632.66	4263.514999999999	1502.585	4477.25	3845.835	1436.5	3192.92	1879.75	11278.005	843.835	5526.41	2256.0	2649.915	3705.795	1008.375	3901.4	8040.665	3028.82	1548.165	1131.96	7097.605	8852.92	4631.835	6611.25	4564.58	1327.335	4160.455	5356.835	1178.5	6290.415	6619.17	6697.8150000000005	2651.58	2181.0	6692.585	2444.75	5351.335	7153.5	1243.915	13602.56	2084.65	6702.23	347.58000000000004	10696.75	5219.085	4414.605	2669.25	338.08000000000004	6570.92	4221.335	45.75	1748.33	787.56	5115.0	6960.545	597.585	10626.335	17436.25
MF0058	346.0	174.0	1561.0	1487.0	496.0	483.0	102.0	625.0	2600.0	946.0	864.0	0.0	770.0	0.0	68.0	0.0	978.0	80.0	1042.0	419.0	656.0	1161.0	277.0	997.0	723.0	154.0	1712.0	74.0	14.0	1342.0	171.0	75.0	1052.0	743.0	3.0	1407.0	112.0	214.0	255.0	27.0	0.0	123.0	905.0	973.0	1272.0	90.0	140.0	52.0	98.0	1873.0	1127.0	50.0	76.0	783.0	14.0	0.0	610.0	1032.0	645.0	322.0	520.0	830.0	55.0	837.0	132.0	144.0	51.0	2.0	5162.0	2591.0	1579.0	273.0	0.0	611.0	10.0	734.0	12.0	834.0	1.0	96.0	378.0	408.0	0.0	282.0	5.0	736.0	618.0	286.0	328.0	1653.0	1221.0	32.0	615.0	14.0	20.0	328.0	417.0	467.0	428.0	152.0	436.0	752.0	53.0	132.0	441.0	2.0	656.0	803.0	308.0	701.0	222.0	220.0	4.0	1220.0	2018.0	83.0	1000.0	158.0	774.0	30.0	1005.0	143.0	0.0	34.0	10.0	1117.0	953.0	20.0	1165.0	334.0	529.0	1880.0	49.0	688.0	877.0
MF0015	16344.5	13178.61	14765.51	17139.31	15813.69	4906.42	1069.64	18628.51	34584.71	13377.82	5370.03	29044.05	22361.03	22872.57	18118.3	8325.5	15689.92	2008.99	26738.63	7848.37	20293.39	40938.2	5478.99	20504.32	18593.56	13413.23	10715.26	12326.45	6926.05	29238.63	3691.16	3351.44	30551.83	17305.24	14696.88	25995.61	6856.27	3824.61	3506.13	2839.7	5623.05	4039.33	13451.03	27917.28	12984.23	5118.85	23758.26	27473.42	23440.75	20553.2	11849.35	37389.8	1742.23	27363.34	6672.2	9209.78	2713.07	35843.44	20844.62	7325.89	14011.64	20126.68	7100.67	8072.57	4558.79	7647.01	10246.09	15038.57	28722.0	40064.11	18350.86	5636.86	10993.57	7875.93	20386.73	23251.99	8786.23	16130.13	5499.88	4826.75	12403.61	13674.17	4783.35	4295.56	23827.02	20002.69	3607.02	9807.16	3340.02	8782.79	8870.24	13473.99	9992.23	23800.93	1175.32	11342.45	22256.72	13060.89	15008.17	8423.92	14244.87	18317.73	10917.64	5305.12	7712.9	18009.85	10619.7	15923.95	8612.91	3710.26	2530.89	10448.92	3966.0	16996.89	19124.02	9384.38	32868.87	2860.7	20655.86	21758.96	24252.02	12475.17	13957.15	8727.13	11127.88	11541.38	7587.34	19076.97	5331.91	20556.5	23779.92	17018.53	15485.89	23919.07	35732.53
MF0059	173.0	83.0	673.0	249.0	5.0	102.5	40.5	187.0	28.5	455.0	432.0	0.0	0.0	0.0	34.0	0.0	0.0	27.0	0.0	0.0	0.0	7.0	0.0	6.0	352.0	57.0	803.0	3.0	0.0	0.0	25.0	25.0	19.0	6.0	0.0	0.0	55.0	94.0	107.0	10.0	0.0	0.0	178.0	0.0	2.0	0.0	40.0	26.0	41.0	11.0	107.0	21.0	37.0	0.0	7.0	0.0	297.0	3.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	9.0	0.0	132.0	0.0	303.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	309.0	0.0	82.0	0.0	433.0	15.0	0.0	7.0	99.0	158.0	130.0	0.0	0.0	76.0	8.0	0.0	8.0	0.0	0.0	0.0	19.0	0.0	42.0	319.0	1.0	0.0	0.0	4.5	574.0	35.0	28.0	75.0	0.0	4.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	5.0	576.0	165.0	19.0	360.0	23.0	8.0	13.0
MF0012	3162.0	484.0	2615.0	2396.0	1200.0	558.25	107.0	1378.75	3104.5	1327.75	864.0	9.0	3559.0	89.25	97.75	735.0	6386.5	274.0	5675.25	2073.0	4494.0	2320.5	1079.0	3859.5	1319.0	246.5	2249.5	253.0	50.0	1854.0	671.0	602.75	2480.25	3886.5	30.0	2610.0	194.25	475.75	249.75	301.75	1099.0	613.0	3674.75	1559.25	1760.0	437.0	6645.25	5979.25	5481.25	3510.5	1662.0	9718.5	300.0	2414.0	153.0	1443.0	753.25	1935.5	6853.5	970.25	1868.0	2310.0	306.5	1246.0	257.0	696.75	304.25	25.5	1992.0	2369.0	1317.0	330.0	555.25	606.0	911.0	8589.0	1588.75	8856.0	879.0	1105.0	3655.0	5307.0	55.5	470.0	102.0	2174.0	618.0	2852.0	403.0	1624.0	2275.75	1278.5	1294.0	2929.25	315.0	316.0	688.25	2068.0	3321.0	1226.5	802.5	1893.5	136.0	541.0	410.0	11.0	1551.0	1307.0	1258.25	758.5	256.0	2037.75	72.5	2006.0	2214.0	203.0	1657.0	340.0	2808.0	193.5	2211.0	2657.0	165.25	253.5	44.0	662.0	786.5	26.0	1282.0	487.0	1511.0	2319.5	123.5	722.0	3179.25
MF0056	441.0	107.0	1016.3299999999999	3718.33	2324.33	1026.33	10217.0	589.43	3242.33	257.67	0.0	12.0	2018.67	1.5	3.75	74.0	2856.33	768.33	2408.33	1689.0	2418.33	1688.67	1279.5	1857.33	83.0	264.0	841.0	162.0	14.0	2535.67	289.33	52.42	1337.25	1161.33	3.67	2049.67	11.5	98.67	403.0	20.62	32.0	608.33	928.08	1571.33	1721.0	281.33	219.67	6.67	39.62	2485.33	1476.33	15.33	74.33	1679.33	4.83	8.76	44.58	2032.0	1627.0	674.33	1154.67	1398.0	307.33	1389.0	360.17	714.33	289.67	14.0	7256.29	3229.0	2220.67	348.33	13.5	202.0	1266.64	1350.33	495.34	1446.67	1637.9	252.5	841.67	1058.33	0.0	719.5	1.0	1635.17	21.33	1136.33	338.33	2057.67	888.42	35.25	1067.62	58.67	4173.18	148.83	291.92	934.97	1135.37	29.33	302.0	1696.17	75.33	861.42	691.0	11.0	775.5	1644.67	806.73	100.33	506.67	736.67	562.67	1734.67	1306.67	21.33	1674.73	24.73	1669.62	64.33	2195.0	639.67	412.04	2.67	18.33	1479.33	1287.33	87.67	243.33	770.29	3841.33	4290.26	35.0	2582.33	1436.0
MF0057	0.0	25.75	275.33	1209.33	632.08	681.5799999999999	141.5	187.715	862.58	77.92	0.0	0.0	1548.17	0.0	0.0	0.0	1307.83	374.33000000000004	1168.08	762.75	723.08	806.42	471.5	1126.83	48.5	43.5	300.25	55.0	0.0	916.6700000000001	218.08	35.17	777.25	1057.08	8.17	612.92	6.0	42.17	84.5	9.83	0.0	176.08	560.58	1301.08	1021.5	366.33	255.67000000000002	17.67	74.83000000000001	697.58	590.08	17.33	4.33	1246.08	1.33	14.329999999999998	16.33	1598.75	1678.5	730.3299999999999	949.4200000000001	987.0	233.32999999999998	804.75	281.17	161.32999999999998	145.17	0.0	1529.145	1213.25	934.6700000000001	143.83	51.0	65.0	43.33	1028.58	0.0	915.92	48.67	341.5	781.6700000000001	924.3299999999999	0.0	585.75	1.0	540.17	16.33	597.33	160.58	820.6700000000001	759.6700000000001	11.0	791.9749999999999	29.67	135.17000000000002	9.83	92.17	386.235	672.435	67.33	227.5	436.91999999999996	41.33	322.16999999999996	419.75	0.0	483.5	534.42	541.03	144.83	432.91999999999996	556.17	34.67	1340.67	1310.42	33.33	1500.28	51.33	1203.475	10.33	1463.75	248.92000000000002	64.33	0.67	10.329999999999998	977.3299999999999	730.0799999999999	3.17	117.33	4.0	2278.33	1901.295	25.0	1318.83	1086.5
MF0013	0.0	0.0	0.0	7273.1175	8060.7125	4964.02	5480.16	5377.61	14765.9675	0.0	0.0	0.0	12405.092499999999	0.0	0.0	0.0	7785.395	0.0	0.0	0.0	8969.325	20006.76	0.0	9185.8075	0.0	0.0	0.0	0.0	0.0	11796.18	2118.5175	0.0	15003.3325	7271.7875	0.0	9087.3625	0.0	4857.924999999999	5270.97	0.0	0.0	0.0	6721.797500000001	14176.86	7496.8075	2211.94	0.0	0.0	0.0	8986.465	0.0	0.0	3690.3475	10689.875	0.0	0.0	0.0	0.0	7940.655	0.0	5825.932500000001	0.0	0.0	4545.6425	3645.72	2436.855	3108.9825	0.0	15670.6975	18917.9025	10147.6125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6320.487499999999	0.0	0.0	4495.827499999999	6707.3175	0.0	0.0	0.0	0.0	5891.219999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4726.967500000001	7463.0175	0.0	4688.5525	3556.1625	0.0	5125.55	7805.635	3886.0299999999997	4961.73	3217.4325	4167.3775000000005	0.0	8822.244999999999	8607.965	4965.5725	15746.9575	0.0	8545.327500000001	5528.467500000001	10747.755	0.0	0.0	0.0	2856.5724999999998	8036.3225	5883.5	0.0	0.0	0.0	9061.02	0.0	0.0	12262.9325	0.0
