	IL17.DTT.118	IL17.DTT.119	IL17.DTT.120	IL17.DTT.130	IL17.DTT.131	IL17.DTT.132	IL17.DTT.143	IL17.DTT.144	IL17.DTT.142	IL17.DTT.202	IL17.DTT.203	IL17.DTT.220	IL17.DTT.221	IL17.DTT.222	IL17.DTT.28	IL17.DTT.29	IL17.DTT.106	IL17.DTT.53	IL17.DTT.52	IL17.DTT.88	IL17.DTT.89	IL17.DTT.90	TKO.DTT.4	TKO.DTT.5	TKO.DTT.6	TKO.DTT.46	TKO.DTT.47	TKO.DTT.48	TKO.DTT.34	TKO.DTT.35	TKO.DTT.16	TKO.DTT.17	TKO.DTT.18	TKO.DTT.22	TKO.DTT.23	TKO.DTT.24	TKO.DTT.58	TKO.DTT.59	TKO.DTT.60	TKO.DTT.70	TKO.DTT.71	TKO.DTT.72	TKO.DTT.78	TKO.DTT.76	TKO.DTT.77	TKO.DTT.88	TKO.DTT.89	TKO.DTT.90	TKO.DTT.94	TKO.DTT.95	TKO.DTT.106	TKO.DTT.107	TKO.DTT.108	TKO.DTT.112	TKO.DTT.113	TKO.DTT.124	TKO.DTT.125	TKO.DTT.126	TKO.DTT.130	TKO.DTT.131	TKO.DTT.132	TKO.DTT.142	TKO.DTT.143	TKO.DTT.144	TKO.DTT.154	TKO.DTT.155	TKO.DTT.156
IL17.DTT.203	2.787752811801539	3.0287218623786374	3.2439021416494143	3.809212476633384	2.2957049375904184	2.6439849929147154	0.6632552479592883	1.0088217715633163	0.34832017407652505	0.7053635348134838	0.0	2.121513914538916	2.555836706225881	2.2069194913210333	0.4277586621268139	0.22141799993456968	1.7687842297994063	0.9662616663212628	1.7639772444178132	1.1175462582718583	2.1929817882834137	3.508780579542117	1.8552664543353923	1.6043799396228966	3.056781682188167	1.074267808906539	1.0497257765681633	2.3187490806890874	2.7621587781083488	1.9083711362827913	2.075410243660895	2.4009124830474895	3.0676113623481824	2.4811578401524215	2.546524053880408	2.814189321809539	2.266802120829004	2.4851025960123105	2.940239184888302	0.43754265186522184	0.4536409322308877	1.2881696443799122	1.6704904788902148	0.9436625407754813	1.1591021773163428	1.9963943331076754	0.6738939920325604	0.849271015160444	1.7998994028844013	2.669982859039774	1.293756742559048	0.6631021931971807	2.2493435012923784	0.6973725244131452	1.5808797792153004	0.5701221028731083	1.5607898111837306	1.5770004985137998	2.158556847174982	1.2570715056085224	2.4924261474521456	3.360220083193524	3.2384184046464486	2.5364079593446065	2.4526528827911958	1.895037943706466	2.9474488710169524
IL17.DTT.220	0.9506466798605583	1.5533970127902959	1.9107240456938162	4.329362411262807	1.043826795585999	1.5799173996433988	2.5114277730046575	2.5255596609862043	1.92351548126081	2.286160451449437	2.121513914538916	0.0	0.5335684822768518	0.7768212052948842	2.223960243965348	2.1067608251586765	0.5559647926052546	1.8747954956053021	0.845143608637474	1.0692236566532765	1.9319960475262101	3.646132055686885	0.995844215137612	0.6120616942418274	2.8291754060663377	2.321544345141951	2.1230126554792794	2.8322920176193676	3.9474215102769854	2.8970463755177507	0.9658318255736665	2.1214591282800757	2.7409214284064203	0.7267599662468174	1.005654688469268	1.6258064829633678	1.1269132954807495	1.188895532416781	1.9396027444319328	1.924274916438254	2.1497694643379304	2.44077680392579	1.3178700121555773	1.355355778303136	1.070698239845436	3.2365296414280382	1.7019779412001592	1.5512605000134672	0.582820600968789	1.2934971465623493	2.6256598529425377	2.2493783404061225	2.9915012895800834	1.5783769867715618	1.5990827864393333	1.8537630369447842	1.768768038886255	1.8498845173280418	2.543699208531921	1.1512381181375015	2.1799011374455017	1.9100656877845932	1.9835872445333544	2.3814522152811533	1.4260672717860046	0.45597746989823884	2.366237329381045
IL17.DTT.221	0.5738275483445117	1.2898950904959774	1.6040339876882217	4.477827290920456	1.0043325101925926	1.5103034446598527	2.90918783022673	2.893095285560277	2.3804026335638686	2.7318438332095023	2.555836706225881	0.5335684822768518	0.0	0.8568187537366615	2.6686995264870417	2.55043300793032	0.8380366125942383	2.189096642165748	1.1906851337414515	1.541414723630833	2.052887950452482	3.741768790844777	1.3151340324569372	0.9825974890141626	2.8692629654229656	2.7607914080403573	2.550292067583085	3.049375155738602	4.288744161004255	3.2550092913362447	1.2210892144891612	2.3016390644475737	2.8019268398893153	0.6822746645953501	0.92846273256739	1.523025930028761	1.2898634858638451	1.1788519393545673	1.8661242633433381	2.3802731834982906	2.6073590523300467	2.821319233717496	1.5741802606809356	1.8250599173836188	1.5078517288879303	3.6214333781472474	2.176242301646806	1.9538065523587433	0.962995356291413	0.957580362677413	3.0375128188250913	2.6720099565465105	3.279802683830291	2.0494419389461633	1.8913846740831308	2.301499142501582	2.113525746771872	2.170782735452652	2.833805855157196	1.5150852591959656	2.267296304449823	1.6300079919946573	1.7501576690139187	2.4975443654884404	1.3066370060166856	0.7253187585371559	2.3131399864021995
IL17.DTT.222	0.7154953934551447	0.9420499463871039	1.3181172891716344	3.642006414080762	0.3550176053287166	0.8139848457651544	2.396487475862544	2.2800466890512867	2.1211921809571965	2.186212448901341	2.2069194913210333	0.7768212052948842	0.8568187537366615	0.0	2.4420800764326427	2.137264618706209	0.9992748327834362	1.6378848319640507	1.5011983672913118	1.179933384164025	1.2357459654451466	2.9158523471927915	0.5886350997538964	1.0368537430095992	2.072833698680578	2.1311760469418646	1.9103225260275802	2.2228032782782527	3.489820819445045	2.477595876241499	0.4773924669688475	1.4461729666701943	1.9868013691164828	1.4074330642619683	0.3502506006214384	0.8749024960610318	0.49350346591318345	0.432898852079588	1.1717023944145277	2.1604430931168714	2.384566934725125	2.1202123912036823	0.8050239181722642	1.3772106219123306	1.0737484247609521	2.870948143646197	1.7293967499003295	1.4287404287262102	1.237647679323775	1.1385726705569037	2.361589857172902	2.121226081077151	2.456091219349241	1.628283869340942	2.1406133415966657	2.1362503106758046	1.344726245191116	1.3895277513434598	1.999123154600174	0.9678114875662864	1.444903534454321	1.2886708584075173	1.2996158702303509	1.6620738970979632	0.7954243565588405	0.9954261686662924	1.6039575492497666
IL17.DTT.28	2.974017624980163	3.295365420197473	3.522353265663772	4.232900705003273	2.557969313202238	2.9592622049313078	1.0361668095467633	1.4184885644623968	0.3366858884979039	1.0670865758428558	0.4277586621268139	2.223960243965348	2.6686995264870417	2.4420800764326427	0.0	0.6125786648598212	1.8535732630756934	1.3571529584457733	1.7156728325636954	1.3067038881616657	2.5762029341737454	3.934400489422537	2.1210524258688497	1.689354416121245	3.464942975999213	1.4308573087072587	1.4252789190750332	2.7451937277251552	3.126666244539871	2.2995237899294327	2.331908091455737	2.782231160281787	3.4689737982569997	2.4832768744387375	2.7903999246290683	3.1222334833590817	2.5425491512298812	2.76289825990608	3.2771089297982328	0.3081743289063094	0.1304809748748383	1.6953777237195242	2.0033626424208264	1.188770281927949	1.3909208816449292	2.3561181942069265	0.9468867242848521	1.1964367100336901	1.812697917749519	2.845538702577617	1.6670614825775605	1.066927271729198	2.6636953604290086	0.9526748735744937	1.3930575927070799	0.39173016104283576	1.9317985792568866	1.9647568230128512	2.559406397031411	1.5437880061056029	2.8829045627971652	3.642569425434659	3.543157442922444	2.9396623570626867	2.739000089230032	1.968082224484637	3.3218860447728367
IL17.DTT.29	2.752452688422973	2.958685499126617	3.184621831004585	3.636355572252759	2.2313970744985663	2.546039451306802	0.5654858498457279	0.8632979607922522	0.46724438981619903	0.4903440390403565	0.22141799993456968	2.1067608251586765	2.55043300793032	2.137264618706209	0.6125786648598212	0.0	1.7973929787677372	0.8892617946033501	1.8306429937463309	1.0611564918589511	2.0606449774990363	3.3377798089053337	1.7431472697533745	1.6289555828820548	2.9066474909316313	0.8535171908681517	0.8328269065939671	2.145446436754612	2.573284283352218	1.700303026029028	1.966932424388884	2.228803446703505	2.904722638156362	2.525009142833279	2.469798148865151	2.713325377254291	2.152324594832924	2.3906573450595916	2.8224014957257793	0.5738684792604688	0.6091374841522027	1.0859799270100714	1.5556378808524887	0.8406870744524709	1.0922734480284886	1.796142746356401	0.5316538398077643	0.7365178174821435	1.8384041689725463	2.681211422415792	1.0858838220511677	0.46338590760440584	2.0530478513519674	0.5892470428213039	1.7330627402984122	0.7164433830375339	1.3811618644939425	1.4005207432064817	1.955321748947133	1.1781247729485258	2.349601705013344	3.279927805563856	3.153958604953701	2.3802160765978857	2.3965472195012225	1.9213932144340184	2.831684896817
IL17.DTT.106	1.223501573845997	1.7603152218923532	2.026330429701364	4.29156243796404	1.1412026876391008	1.7176243521010004	2.1879714452860575	2.2510491301083184	1.5850830115535974	2.063326216380814	1.7687842297994063	0.5559647926052546	0.8380366125942383	0.9992748327834362	1.8535732630756934	1.7973929787677372	0.0	1.5574043864987164	0.5804640517205717	0.9061505350986149	1.9174581685062133	3.6640454652366694	1.1638681633517192	0.1873719938275335	2.8668601336068105	2.1798251391005983	1.9859083500562489	2.7568064553901563	3.8519780908887853	2.816333824283196	1.2222355706822996	2.229435336697082	2.8383597382746206	0.79885552016439	1.2938492832128414	1.820918493156795	1.3940900289110938	1.423675030585077	2.115856349570982	1.577638359251192	1.801987293091093	2.2811815254191306	1.2807286104069762	1.1989599936718476	0.9003706907177803	3.1288928173622668	1.503995348796819	1.3115197220056654	0.38149556929248457	1.197476196353927	2.4696174066703698	1.9956370514362574	2.9300745817068634	1.3661295038221652	1.1651498656693686	1.490022069730075	1.7540555649227534	1.805627120295169	2.56183814851524	0.972741059815275	2.211342676853576	2.1360879253009535	2.1460273439802253	2.40837817358774	1.4136965809024284	0.14624964267346555	2.4035153793257136
IL17.DTT.53	2.2319559059383987	2.2848022347932484	2.4342421794444107	3.0898723033344475	1.6059267626696758	1.8387311161694744	0.8580147931664649	0.7642422411348015	1.149959353348722	0.9460122315225079	0.9662616663212628	1.8747954956053021	2.189096642165748	1.6378848319640507	1.3571529584457733	0.8892617946033501	1.5574043864987164	0.0	1.8630962002030587	1.0337899365990304	1.3054364623318166	2.6873471765208476	1.3677861595347414	1.447621804324599	2.1569670391527436	1.0754219725133205	0.9128346977128514	1.5593509345167478	2.4689168532856147	1.546281393973289	1.569644602129018	1.6560119746751862	2.2150543166928522	2.356101038027748	1.927592016428928	2.0306268675329595	1.682126487641831	1.8059418115091905	2.1107128086023734	1.2381344805059902	1.3728396843962432	0.9553841665944802	0.957322308657654	0.9163777923522483	0.9203870356616376	1.8037340582573949	0.9146659577524779	0.5149674255543927	1.7756788599781892	2.069964186957702	1.1867523433517666	0.768579887952271	1.6767204831071936	0.885638636501861	1.932382484720185	1.3021871479463296	0.997579982704143	0.9306894075432803	1.5662887191007497	0.7664617414737918	1.6090395764748553	2.579322183669929	2.407299800428935	1.6713406684831098	1.651970879497372	1.693753799928812	2.0178296315559914
IL17.DTT.52	1.693453492679141	2.2975364276608676	2.583825770053016	4.741408619297233	1.6979354639915443	2.2679869004847015	2.312227469118222	2.466670060860889	1.4925281826512526	2.16402824068119	1.7639772444178132	0.845143608637474	1.1906851337414515	1.5011983672913118	1.7156728325636954	1.8306429937463309	0.5804640517205717	1.8630962002030587	0.0	1.0648824223956408	2.4244604567557224	4.1520490321649	1.5526487120689485	0.5403811869578453	3.390187078664474	2.3296933437133927	2.1705584975283836	3.1776745815018503	4.121536382881335	3.088442877964057	1.627101272051383	2.6763480075163395	3.3436701518387184	0.7893087423935555	1.7915641584441213	2.3598437652609237	1.8345420941015476	1.9339789062235757	2.654951796669414	1.4483598057007225	1.6484156069799374	2.5252208082412713	1.7347632964723383	1.3344795888972971	1.1505331006148511	3.3509395499473915	1.569739387789755	1.545427244308268	0.2691833579574672	1.7036693084401981	2.6559961165399093	2.1323098440169757	3.2821272701776976	1.4399216378456974	0.7874636975766498	1.3267921670443301	2.0909869640030774	2.166087284921667	2.9205283152250594	1.3345523530309318	2.723918645335934	2.669788579338058	2.70314654557051	2.9025881170952	1.9928934668230787	0.5648237146067735	2.9635856121261255
IL17.DTT.88	1.773351393913784	2.09297941180021	2.4001123201574686	3.774230589713803	1.3712013504113936	1.7929467625036655	1.4840787191965092	1.5391790416297984	0.9735021482653482	1.224290951974882	1.1175462582718583	1.0692236566532765	1.541414723630833	1.179933384164025	1.3067038881616657	1.0611564918589511	0.9061505350986149	1.0337899365990304	1.0648824223956408	0.0	1.634143811232908	3.2483123675523062	0.8490546268180263	0.734466890782348	2.595291328209258	1.3078169496568928	1.1288887588029288	2.201879669031111	3.0682356744810666	2.028294985798451	1.0426926643823233	1.795504226891043	2.53126430920956	1.6022021662890777	1.5235677381201598	1.921904847065543	1.2678851532283693	1.5115003362753459	2.117858571373114	1.0140002619087336	1.2319643735421848	1.4903350483756355	0.9162221064693772	0.3003810195830642	0.17619913466048864	2.3021347679607533	0.6361803204112523	0.5714470303420868	0.9509185388232232	1.8848829102879523	1.630094695169845	1.2006406057711778	2.2430673546985136	0.5110546484688776	1.435147946205798	1.010825946601832	1.069302593149739	1.1541239641202528	1.8929308476890059	0.4621302580042461	1.9346391952103115	2.437867483006428	2.3849414336596535	2.054582296654418	1.6691243056750318	0.998205220170945	2.3404714994881433
IL17.DTT.89	1.7678046701497732	1.4251217290470628	1.5513955051833532	2.4317377765365626	1.0752780827712953	0.8359258761682901	2.015362515520783	1.704156656354997	2.298321814302798	1.906645009444798	2.1929817882834137	1.9319960475262101	2.052887950452482	1.2357459654451466	2.5762029341737454	2.0606449774990363	1.9174581685062133	1.3054364623318166	2.4244604567557224	1.634143811232908	0.0	1.749358757058991	1.1210968497831333	1.8903722406808163	0.978639676197119	1.7499574938705986	1.5550933221596288	1.0609093516025458	2.5083903675822254	1.649706139218802	1.166624353382805	0.6308006645623854	0.9918309888836787	2.5545368169952347	1.2951409454784646	1.000734675706077	1.0619596014056714	1.0439323377536123	0.916231198047209	2.383161147954584	2.5564056136144644	1.4856096938918064	0.7295141520320835	1.6136282639393342	1.466287222097874	2.0738383821602753	1.8065743028019956	1.4002258482781533	2.2094884672631627	1.8539603092137855	1.7848538284783977	1.7994499856117185	1.4301958419104024	1.7731354031085647	2.8304797383911957	2.4301529066646905	0.927979465771712	0.8269060402126805	1.115991297766035	1.2024350792388177	0.3293931648585209	1.5824555114434786	1.3606444314450095	0.5056453517753713	1.0141474415334653	1.9925515187614233	0.7990154388807437
