feature,coef,annotation
K07404,-0.8805884432,Pentose phosphate pathway
K00616,-0.7867570529,Pentose phosphate pathway
K01621,-1.077083417,Pentose phosphate pathway
K00036,-0.8018827847,Pentose phosphate pathway
K00033,-0.8021009834,Pentose phosphate pathway
K01057,-1.408392751,Pentose phosphate pathway
K00768,-1.159177948,Porphyrin and chlorophyll metabolism
K13542,-1.832497457,Porphyrin and chlorophyll metabolism
K02233,-1.083068811,Porphyrin and chlorophyll metabolism
K01749,-1.034364996,Porphyrin and chlorophyll metabolism
K02231,-1.063118699,Porphyrin and chlorophyll metabolism
K02495,-0.9900804778,Porphyrin and chlorophyll metabolism
K01885,-1.050647472,Porphyrin and chlorophyll metabolism
K01698,-1.016683379,Porphyrin and chlorophyll metabolism
K02492,-1.01706244,Porphyrin and chlorophyll metabolism
K01845,-1.005716918,Porphyrin and chlorophyll metabolism
K01599,-0.9823757304,Porphyrin and chlorophyll metabolism
K02226,-0.9635641236,Porphyrin and chlorophyll metabolism
K02496,1.830261246,Porphyrin and chlorophyll metabolism
K03394,-1.674537837,Porphyrin and chlorophyll metabolism
K00595,-1.556853531,Porphyrin and chlorophyll metabolism
K09882,-1.628712862,Porphyrin and chlorophyll metabolism
K02224,-1.647425728,Porphyrin and chlorophyll metabolism
K02190,-1.566757689,Porphyrin and chlorophyll metabolism
K05936,-1.644295997,Porphyrin and chlorophyll metabolism
K06042,-1.592331331,Porphyrin and chlorophyll metabolism
K02227,-1.596077063,Porphyrin and chlorophyll metabolism
K05895,-1.605701587,Porphyrin and chlorophyll metabolism
K05934,-1.61257446,Porphyrin and chlorophyll metabolism
K02304,-1.596566955,Porphyrin and chlorophyll metabolism
K02189,-1.565154464,Porphyrin and chlorophyll metabolism
K02303,-1.830276876,Porphyrin and chlorophyll metabolism
K02188,-1.565774911,Porphyrin and chlorophyll metabolism
K02191,-1.288882741,Porphyrin and chlorophyll metabolism
K03399,-1.288882741,Porphyrin and chlorophyll metabolism
K04720,-1.583142828,Porphyrin and chlorophyll metabolism
K00228,2.082428253,Porphyrin and chlorophyll metabolism
K02232,-1.607876649,Porphyrin and chlorophyll metabolism
K00230,1.201228147,Porphyrin and chlorophyll metabolism
K03594,-0.6686244555,Porphyrin and chlorophyll metabolism
K00798,-1.386978613,Porphyrin and chlorophyll metabolism
K04032,1.30034573,Porphyrin and chlorophyll metabolism
K01772,-0.6386862175,Porphyrin and chlorophyll metabolism
K01486,-1.247248976,Purine metabolism
K00962,-1.096399442,Purine metabolism
K01768,-1.950350147,Purine metabolism
K00527,-1.217007738,Purine metabolism
K00764,-1.137856734,Purine metabolism
K00602,-1.072199872,Purine metabolism
K03040,-1.122146603,Purine metabolism
K01951,-1.109091149,Purine metabolism
K01933,-1.062748201,Purine metabolism
K01588,-1.045437959,Purine metabolism
K01923,-1.045238906,Purine metabolism
K01945,-1.045437959,Purine metabolism
K11175,-1.042398994,Purine metabolism
K02428,-1.079035686,Purine metabolism
K00760,-1.123520731,Purine metabolism
K00856,-1.830354539,Purine metabolism
K00939,-1.072956314,Purine metabolism
K01756,-1.072974052,Purine metabolism
K02338,-1.073357995,Purine metabolism
K02340,-1.073262028,Purine metabolism
K02343,-1.074599688,Purine metabolism
K03043,-1.072531226,Purine metabolism
K03046,-1.072722738,Purine metabolism
K02337,-1.073449628,Purine metabolism
K02335,-1.072226913,Purine metabolism
K02341,-1.070930485,Purine metabolism
K01939,-1.072342158,Purine metabolism
K00088,-1.065317984,Purine metabolism
K01515,-1.103291976,Purine metabolism
K00951,-1.057605286,Purine metabolism
K00958,-1.802848291,Purine metabolism
K00759,-1.044868496,Purine metabolism
K03763,-1.331111954,Purine metabolism
K07816,-1.31140337,Purine metabolism
K02342,-1.029042993,Purine metabolism
K03060,-1.021948511,Purine metabolism
K00942,-1.058525334,Purine metabolism
K03784,-0.9886175487,Purine metabolism
K03816,-1.313393881,Purine metabolism
K03048,-1.202394273,Purine metabolism
K01952,-0.9815261442,Purine metabolism
K00926,-0.8814394836,Purine metabolism
K01524,-0.9212958448,Purine metabolism
K03787,-0.7309096947,Purine metabolism
K00525,-0.8647430967,Purine metabolism
K03783,-1.604405896,Purine metabolism
K00769,1.506124636,Purine metabolism
K01525,1.19293178,Purine metabolism
K01488,-0.887201897,Purine metabolism
K01129,-0.7936367456,Purine metabolism
K01239,-1.055750311,Purine metabolism
K01081,-1.466104416,Purine metabolism
K05873,-1.396954621,Purine metabolism
K00526,-0.817049291,Purine metabolism
K00940,-0.737652957,Purine metabolism
K00364,-0.8123502462,Purine metabolism
K01589,-0.8006582548,Purine metabolism
K10353,-1.351604324,Purine metabolism
K00860,-0.8235870066,Purine metabolism
K08289,-0.6024243125,Purine metabolism
K02339,0.9912966314,Purine metabolism
K00073,1.40623268,Purine metabolism
K01428,-0.7845377518,Purine metabolism
K01429,-0.7822388206,Purine metabolism
K01430,-0.7770036725,Purine metabolism
K00956,0.6670406011,Purine metabolism
K01466,-0.6164858997,Purine metabolism
K02083,-0.5932708241,Purine metabolism
K01487,-0.5605102222,Purine metabolism
K00757,-1.133730036,Pyrimidine metabolism
K00945,-1.157983742,Pyrimidine metabolism
K01955,-1.172261506,Pyrimidine metabolism
K00762,-1.123876483,Pyrimidine metabolism
K00609,-1.13409069,Pyrimidine metabolism
K01465,-1.103725372,Pyrimidine metabolism
K01956,-1.131051025,Pyrimidine metabolism
K01591,-1.098106516,Pyrimidine metabolism
K02823,-1.699889985,Pyrimidine metabolism
K01937,-1.072720028,Pyrimidine metabolism
K09903,-1.072981119,Pyrimidine metabolism
K01520,-1.070169462,Pyrimidine metabolism
K00761,-1.069253689,Pyrimidine metabolism
K00560,-1.044530264,Pyrimidine metabolism
K03465,-1.783933889,Pyrimidine metabolism
K00876,-1.005464422,Pyrimidine metabolism
K00943,-1.000772317,Pyrimidine metabolism
K00384,-1.087056494,Pyrimidine metabolism
K01493,-1.301406727,Pyrimidine metabolism
K02825,-1.182578699,Pyrimidine metabolism
K00758,2.082428253,Pyrimidine metabolism
K00857,-0.8740540558,Pyrimidine metabolism
K01489,-0.7801536564,Pyrimidine metabolism
K00226,-1.056483142,Pyrimidine metabolism
K08728,-0.983491838,Pyrimidine metabolism
K00756,-0.9768133801,Pyrimidine metabolism
K00610,-0.7075863361,Pyrimidine metabolism
K01464,-0.513127606,Pyrimidine metabolism
K02914,-1.177117901,Ribosome
K02954,-1.177232812,Ribosome
K02863,-1.072981119,Ribosome
K02864,-1.072981119,Ribosome
K02867,-1.072981119,Ribosome
K02871,-1.072981119,Ribosome
K02874,-1.072981119,Ribosome
K02876,-1.072981119,Ribosome
K02878,-1.072981119,Ribosome
K02879,-1.072981119,Ribosome
K02881,-1.072981119,Ribosome
K02884,-1.072981119,Ribosome
K02886,-1.072981119,Ribosome
K02887,-1.072981119,Ribosome
K02888,-1.072981119,Ribosome
K02890,-1.072981119,Ribosome
K02892,-1.072981119,Ribosome
K02895,-1.072981119,Ribosome
K02899,-1.072981119,Ribosome
K02902,-1.072503099,Ribosome
K02906,-1.072981119,Ribosome
K02909,-0.9965675494,Ribosome
K02926,-1.072981119,Ribosome
K02931,-1.072981119,Ribosome
K02933,-1.072981119,Ribosome
K02935,-1.072981119,Ribosome
K02939,-1.072981119,Ribosome
K02946,-1.072981119,Ribosome
K02948,-1.072981119,Ribosome
K02950,-1.072981119,Ribosome
K02952,-1.072981119,Ribosome
K02956,-1.072981119,Ribosome
K02959,-1.073240026,Ribosome
K02961,-1.072981119,Ribosome
K02963,-1.072981119,Ribosome
K02965,-1.072981119,Ribosome
K02967,-1.072981119,Ribosome
K02968,-1.072981119,Ribosome
K02982,-1.072981119,Ribosome
K02986,-1.072981119,Ribosome
K02988,-1.072981119,Ribosome
K02990,-1.073240026,Ribosome
K02992,-1.072981119,Ribosome
K02994,-1.072981119,Ribosome
K02996,-1.072981119,Ribosome
K02970,-1.070322076,Ribosome
K02904,-1.072109606,Ribosome
K02916,-1.071860158,Ribosome
K02945,-1.085393566,Ribosome
K02911,-1.060371646,Ribosome
K02907,-1.012810754,Ribosome
K02913,-1.040095318,Ribosome
K02919,-0.8771402023,Ribosome
K02897,-0.4318079092,Ribosome
K07590,-0.8318097877,Ribosome
K01649,-1.156905125,"Valine, leucine and isoleucine biosynthesis"
K01687,-1.150475487,"Valine, leucine and isoleucine biosynthesis"
K00053,-1.099050965,"Valine, leucine and isoleucine biosynthesis"
K00052,-1.095994341,"Valine, leucine and isoleucine biosynthesis"
K01653,-1.088721288,"Valine, leucine and isoleucine biosynthesis"
K01703,-1.055667097,"Valine, leucine and isoleucine biosynthesis"
K01704,-1.056011994,"Valine, leucine and isoleucine biosynthesis"
K01652,-0.9671642835,"Valine, leucine and isoleucine biosynthesis"
K00835,1.800681879,"Valine, leucine and isoleucine biosynthesis"
K09011,-1.027590523,"Valine, leucine and isoleucine biosynthesis"
