feature,coef,annotation
K01735,-0.9082269701,"Phenylalanine, tyrosine and tryptophan biosynthesis"
K00014,-0.9141541631,"Phenylalanine, tyrosine and tryptophan biosynthesis"
K13498,2.073747508,"Phenylalanine, tyrosine and tryptophan biosynthesis"
K01626,-0.6928171687,"Phenylalanine, tyrosine and tryptophan biosynthesis"
K06209,-1.640067306,"Phenylalanine, tyrosine and tryptophan biosynthesis"
K01609,-1.365741236,"Phenylalanine, tyrosine and tryptophan biosynthesis"
K11646,-1.494324939,"Phenylalanine, tyrosine and tryptophan biosynthesis"
K00766,-1.358304357,"Phenylalanine, tyrosine and tryptophan biosynthesis"
K03856,-1.606945111,"Phenylalanine, tyrosine and tryptophan biosynthesis"
K01657,-0.6735210136,"Phenylalanine, tyrosine and tryptophan biosynthesis"
K01658,-1.396261689,"Phenylalanine, tyrosine and tryptophan biosynthesis"
K00891,-0.7296790505,"Phenylalanine, tyrosine and tryptophan biosynthesis"
K04518,-1.237705463,"Phenylalanine, tyrosine and tryptophan biosynthesis"
K01713,-1.272222312,"Phenylalanine, tyrosine and tryptophan biosynthesis"
K03786,-1.501018709,"Phenylalanine, tyrosine and tryptophan biosynthesis"
K04516,-1.259986767,"Phenylalanine, tyrosine and tryptophan biosynthesis"
K01817,-0.8386964884,"Phenylalanine, tyrosine and tryptophan biosynthesis"
K13497,0.5824238876,"Phenylalanine, tyrosine and tryptophan biosynthesis"
K09018,2.561638029,Pyrimidine metabolism
K09019,2.375990979,Pyrimidine metabolism
K09020,2.561638029,Pyrimidine metabolism
K09021,2.561638029,Pyrimidine metabolism
K09023,2.561638029,Pyrimidine metabolism
K09024,2.561638029,Pyrimidine metabolism
K00757,-0.8713059667,Pyrimidine metabolism
K00945,-0.852742942,Pyrimidine metabolism
K01955,-0.892447671,Pyrimidine metabolism
K00762,-0.8347849017,Pyrimidine metabolism
K01591,-0.8004839474,Pyrimidine metabolism
K01465,-0.8014702898,Pyrimidine metabolism
K00609,-0.8222962657,Pyrimidine metabolism
K02823,-1.577850977,Pyrimidine metabolism
K03465,-1.631547618,Pyrimidine metabolism
K01956,-0.8130389736,Pyrimidine metabolism
K01937,-0.7684518369,Pyrimidine metabolism
K09903,-0.7687145315,Pyrimidine metabolism
K01520,-0.7656105444,Pyrimidine metabolism
K00761,-0.765939819,Pyrimidine metabolism
K00560,-0.7322266062,Pyrimidine metabolism
K00876,-0.7452076511,Pyrimidine metabolism
K00758,2.038462001,Pyrimidine metabolism
K01493,-1.103938759,Pyrimidine metabolism
K00384,-0.7747651497,Pyrimidine metabolism
K00943,-0.6479521748,Pyrimidine metabolism
K02825,-0.8691267227,Pyrimidine metabolism
K00857,-0.5549368431,Pyrimidine metabolism
K01489,-0.6897645825,Pyrimidine metabolism
K00610,-0.6105913218,Pyrimidine metabolism
K00226,-0.7388837308,Pyrimidine metabolism
K00756,-0.7222830747,Pyrimidine metabolism
K08728,-0.6085919122,Pyrimidine metabolism
K02914,-0.9728167858,Ribosome
K02954,-0.9630227153,Ribosome
K02863,-0.7687145315,Ribosome
K02864,-0.7687145315,Ribosome
K02867,-0.7687145315,Ribosome
K02871,-0.7687145315,Ribosome
K02874,-0.7687145315,Ribosome
K02876,-0.7687145315,Ribosome
K02878,-0.7687145315,Ribosome
K02879,-0.7687145315,Ribosome
K02881,-0.7687145315,Ribosome
K02884,-0.7687145315,Ribosome
K02886,-0.7687145315,Ribosome
K02887,-0.7687145315,Ribosome
K02888,-0.7687145315,Ribosome
K02890,-0.7687145315,Ribosome
K02892,-0.7687145315,Ribosome
K02895,-0.7687145315,Ribosome
K02899,-0.7687145315,Ribosome
K02902,-0.7681875589,Ribosome
K02906,-0.7687145315,Ribosome
K02926,-0.7687145315,Ribosome
K02931,-0.7687145315,Ribosome
K02933,-0.7687145315,Ribosome
K02935,-0.7687145315,Ribosome
K02939,-0.7687145315,Ribosome
K02946,-0.7687145315,Ribosome
K02948,-0.7687145315,Ribosome
K02950,-0.7687145315,Ribosome
K02952,-0.7687145315,Ribosome
K02956,-0.7687145315,Ribosome
K02959,-0.7689778558,Ribosome
K02961,-0.7687145315,Ribosome
K02963,-0.7687145315,Ribosome
K02965,-0.7687145315,Ribosome
K02967,-0.7687145315,Ribosome
K02968,-0.7687145315,Ribosome
K02970,-0.7671460619,Ribosome
K02982,-0.7687145315,Ribosome
K02986,-0.7687145315,Ribosome
K02988,-0.7687145315,Ribosome
K02990,-0.7689778558,Ribosome
K02992,-0.7687145315,Ribosome
K02994,-0.7687145315,Ribosome
K02996,-0.7687145315,Ribosome
K02904,-0.7670156058,Ribosome
K02916,-0.766805834,Ribosome
K02911,-0.7626526378,Ribosome
K02909,-0.675791826,Ribosome
K02945,-0.7729525504,Ribosome
K02913,-0.7304113902,Ribosome
K02907,-0.7067144916,Ribosome
K02919,-0.5574466,Ribosome
K02897,-0.5426047699,Ribosome
K02402,2.561638029,Two-component system
K02403,2.561638029,Two-component system
K03532,2.561638029,Two-component system
K05874,2.561638029,Two-component system
K05875,2.561638029,Two-component system
K05876,2.561638029,Two-component system
K05877,2.561638029,Two-component system
K06080,2.561638029,Two-component system
K07637,2.561638029,Two-component system
K07639,2.561638029,Two-component system
K07640,2.561638029,Two-component system
K07641,2.561638029,Two-component system
K07642,2.561638029,Two-component system
K07643,2.561638029,Two-component system
K07644,2.561638029,Two-component system
K07645,2.561638029,Two-component system
K07647,2.561638029,Two-component system
K07648,2.561638029,Two-component system
K07660,2.561638029,Two-component system
K07661,2.561638029,Two-component system
K07662,2.561638029,Two-component system
K07663,2.561638029,Two-component system
K07664,2.561638029,Two-component system
K07665,2.561638029,Two-component system
K07675,2.561638029,Two-component system
K07676,2.561638029,Two-component system
K07677,2.561638029,Two-component system
K07678,2.561638029,Two-component system
K07679,2.561638029,Two-component system
K07685,2.561638029,Two-component system
K07686,2.561638029,Two-component system
K07687,2.561638029,Two-component system
K07688,2.561638029,Two-component system
K07689,2.561638029,Two-component system
K07690,2.561638029,Two-component system
K07700,2.561638029,Two-component system
K07701,2.561638029,Two-component system
K07702,2.561638029,Two-component system
K07703,2.567088724,Two-component system
K07711,2.561638029,Two-component system
K07715,2.561638029,Two-component system
K07771,2.561638029,Two-component system
K07772,2.561638029,Two-component system
K07773,2.561638029,Two-component system
K07781,2.561638029,Two-component system
K07782,2.561638029,Two-component system
K07786,2.561638029,Two-component system
K07788,2.561638029,Two-component system
K07789,2.561638029,Two-component system
K07796,2.561638029,Two-component system
K07797,2.561638029,Two-component system
K07810,2.561638029,Two-component system
K07811,2.561638029,Two-component system
K08349,2.561638029,Two-component system
K08350,2.561638029,Two-component system
K09477,2.561638029,Two-component system
K08348,2.723969011,Two-component system
K03533,2.372958569,Two-component system
K07667,-0.8683255165,Two-component system
K07674,2.259895934,Two-component system
K01546,-0.8189404034,Two-component system
K01547,-0.8189717432,Two-component system
K01548,-0.8189717432,Two-component system
K07770,-1.897135165,Two-component system
K07646,-0.8792607526,Two-component system
K07650,-1.887955059,Two-component system
K10914,1.413146464,Two-component system
K07784,2.075610331,Two-component system
K02313,-0.7840672757,Two-component system
K04771,-0.8160637179,Two-component system
K02106,1.585977319,Two-component system
K02584,-1.540987795,Two-component system
K04751,-0.7263845954,Two-component system
K11690,-1.579726113,Two-component system
K03413,-0.9166152626,Two-component system
K13924,-1.457766266,Two-component system
K03415,-1.598873963,Two-component system
K07636,-0.7026810709,Two-component system
K02556,-0.828402084,Two-component system
K02667,-1.471434883,Two-component system
K03407,-0.7682365577,Two-component system
K07793,-1.478736028,Two-component system
K03406,-1.665644996,Two-component system
K07783,1.242598155,Two-component system
K07657,-0.6704624292,Two-component system
K03408,-0.7935593408,Two-component system
K07704,-1.238298715,Two-component system
K11712,-1.381495402,Two-component system
K07658,-0.9176745867,Two-component system
K13041,-1.409849567,Two-component system
K00575,-0.7090563082,Two-component system
K03092,-0.5142117839,Two-component system
K03412,-0.7010477779,Two-component system
K07699,-1.392475042,Two-component system
K07712,-0.6579406187,Two-component system
K07720,-1.262899086,Two-component system
K13040,-1.48948991,Two-component system
K07718,-1.292706834,Two-component system
K02406,-0.7653372987,Two-component system
K07706,-0.8236408279,Two-component system
K07719,-1.200479202,Two-component system
K00990,-0.6404617852,Two-component system
K07668,-0.7406595439,Two-component system
K07696,-0.9766163191,Two-component system
K07652,-0.7163253999,Two-component system
K07794,-1.314699569,Two-component system
K13927,-1.210114483,Two-component system
K07713,-0.5163959064,Two-component system
K07707,-0.6933048369,Two-component system
K07798,0.6846910134,Two-component system
K12292,-0.6039580373,Two-component system
K07777,-1.099263943,Two-component system
K07787,0.6038647099,Two-component system
K03563,-0.5564002441,Two-component system
K02405,-0.5444054434,Two-component system
K07714,-0.4738671387,Two-component system
K01644,-0.5220790989,Two-component system
K03776,0.6390362378,Two-component system
K01649,-0.957984521,"Valine, leucine and isoleucine biosynthesis"
K11258,2.561638029,"Valine, leucine and isoleucine biosynthesis"
K01704,-0.8962245331,"Valine, leucine and isoleucine biosynthesis"
K00053,-0.9052935886,"Valine, leucine and isoleucine biosynthesis"
K00052,-0.9046924576,"Valine, leucine and isoleucine biosynthesis"
K01703,-0.8964506095,"Valine, leucine and isoleucine biosynthesis"
K01687,-0.9082123824,"Valine, leucine and isoleucine biosynthesis"
K01653,-0.846656696,"Valine, leucine and isoleucine biosynthesis"
K01652,-0.6556070995,"Valine, leucine and isoleucine biosynthesis"
K00835,1.559206631,"Valine, leucine and isoleucine biosynthesis"
K09011,-1.371564992,"Valine, leucine and isoleucine biosynthesis"
