	TL1a_FP_65	TL1a_FP_64	TL1a_FP_209	TL1a_FP_77	TL1a_FP_245	TL1a_FP_76	TL1a_FP_102	TL1a_FP_173	TL1a_FP_174	TL1a_FP_144	TL1a_FP_142	TL1a_FP_172	TL1a_FP_66	TL1a_FP_143	TL1a_FP_100	TL1a_FP_246	TL1a_FP_78	TL1a_FP_210	TL1a_FP_208	TL1a_FP_101	TL1a_FP_244	TL1A_FP_641	TL1A_FP_689	TL1A_FP_640	TL1A_FP_688
TL1a_FP_142	2.8259230622222073	1.4812956002848807	2.099353007651478	1.3697194929799197	1.1464336877946606	1.0945285122417256	1.6322966151218854	0.9360842163929861	0.7904889617148046	2.218005022532493	0.0	1.299723745575088	2.2930817692177254	0.34495914929096744	0.9065812633709824	1.1626357446504425	2.632994873186307	1.7836593626509503	2.3683152638798424	2.4418683380366	2.0468465315448516	0.7426132266221387	1.0420371194254452	1.2660529274471872	0.8701989222991513
TL1a_FP_172	3.383941050037948	2.2147900300957426	1.882483246587789	2.351581551138644	0.6859710259266552	2.008567281437481	2.7459042477616378	0.7070204283270305	0.9310190342713928	3.0197213408356642	1.299723745575088	0.0	3.4497761148842416	1.5761594868693165	2.099699133096534	1.2193941819174319	3.3546277904888346	0.7063798056493312	1.9906454810745182	3.10963159777459	2.2865476266399813	1.4220008051334816	1.4895453550712017	1.8365545548292428	1.604381584999396
TL1a_FP_66	2.252721162191021	1.7229014180593925	3.570516626266498	1.4737416968309118	3.3046464268909763	1.7281961341006753	1.6362030649038524	3.226323324451759	3.0170994096635995	1.6341651887897084	2.2930817692177254	3.4497761148842416	0.0	1.98369237901655	1.5598521406067973	2.977298903877765	1.8375125579564773	4.011765686516951	3.709715278368882	2.8774221936501423	2.8704789200698553	2.124238771560484	2.2587844477891945	2.018818488415771	2.0783498488315146
TL1a_FP_143	2.5508678368047444	1.209464474352306	2.103467531878379	1.0424844343864526	1.368207668101307	0.797942247349625	1.5379343955922489	1.2486078330863748	1.040921702549215	1.9058129640508914	0.34495914929096744	1.5761594868693165	1.98369237901655	0.0	0.7480865502656125	1.222934302093882	2.3289247666487776	2.0619539770561546	2.3663504312257335	2.517314692616298	1.901444515495399	0.6188856793760206	0.9240980295841803	1.0647608274562825	0.6790399460778498
TL1a_FP_100	2.777977205361626	1.5269093605107389	2.832099117766259	1.3069632881183186	2.046152406121495	1.223771443100802	0.8151843780340693	1.8041846237477803	1.688767231947184	2.100951479869836	0.9065812633709824	2.099699133096534	1.5598521406067973	0.7480865502656125	0.0	1.9677539409375524	2.4855627284307706	2.659392956555655	3.0497866994990077	1.929755810994403	2.5184959018942683	1.1750719957292015	1.4812267864855708	1.5052599225178451	1.2796288792434718
TL1a_FP_246	2.6077692046099576	1.5368364076522067	0.9569530675743709	1.5881387289901439	0.6387612242938951	1.2794301349350314	2.7531331762184625	1.0631955748809114	0.7751361980703413	2.1839509421022925	1.1626357446504425	1.2193941819174319	2.977298903877765	1.222934302093882	1.9677539409375524	0.0	2.558384413878361	1.362254461656572	1.3271328588413032	3.586039706502532	1.242649228605941	1.0191475362703244	0.9601577457454255	1.2447296199525977	0.9420149793068264
TL1a_FP_78	0.4534669662870176	1.1800267298589788	2.6374441747348416	1.3313300555994858	3.094895316915991	1.556801048160728	3.052975073241389	3.3296197439260182	3.050394480144493	0.46731945235869815	2.632994873186307	3.3546277904888346	1.8375125579564773	2.3289247666487776	2.4855627284307706	2.558384413878361	0.0	3.798116024093677	2.5986746040709354	4.255918374678818	1.715414777721756	2.02205696117192	1.8694424895877322	1.525272503825101	1.852912431999512
TL1a_FP_210	3.803803393801058	2.699203000472092	1.814574818964871	2.8026062059258137	0.7761325864095643	2.462261221157503	3.301938472133565	0.9245428167896642	1.126685448412481	3.452550018809058	1.7836593626509503	0.7063798056493312	4.011765686516951	2.0619539770561546	2.659392956555655	1.362254461656572	3.798116024093677	0.0	1.9993252119564653	3.6493328981457824	2.4708670777872896	1.952805149693937	1.9778061882867488	2.329338494349026	2.061496487772952
TL1a_FP_208	2.4194273614887494	1.9962178358679663	0.6040620360861441	2.285099869443795	1.6723032937881175	2.055018852635522	3.8634611230081712	2.2186511108292795	2.039540608107926	2.415635943645129	2.3683152638798424	1.9906454810745182	3.709715278368882	2.3663504312257335	3.0497866994990077	1.3271328588413032	2.5986746040709354	1.9993252119564653	0.0	4.695724679486609	1.0350792684696237	1.889953246199077	1.6121512377334415	1.7448060132034324	1.799170701804061
TL1a_FP_101	4.539699784456762	3.3692084735009225	4.517285307365678	3.221380940143614	3.3667519662446654	3.130288314740486	1.3586331456611835	2.9034332040112703	3.0188988701524195	3.9375992270116402	2.4418683380366	3.10963159777459	2.8774221936501423	2.517314692616298	1.929755810994403	3.586039706502532	4.255918374678818	3.6493328981457824	4.695724679486609	0.0	4.370481434036954	2.8981400997240336	3.206427474010562	3.2915866206942797	3.0981131975116805
TL1a_FP_244	1.6387902239728098	1.2549388950732976	0.9393463966090155	1.4523435728107283	1.8453473695303406	1.3334415169730134	3.313431923662637	2.281650396928417	1.983776543273447	1.4777735707540973	2.0468465315448516	2.2865476266399813	2.8704789200698553	1.901444515495399	2.5184959018942683	1.242649228605941	1.715414777721756	2.4708670777872896	1.0350792684696237	4.370481434036954	0.0	1.493873994694723	1.223449569368539	1.183978014482933	1.2723993620784224
TL1A_FP_641	2.1522731126099783	0.8426380180189482	1.7549601289053751	0.957464447782297	1.265776232467311	0.6285785152646866	1.982864941405175	1.361754878106087	1.164864314110701	1.6543055808243818	0.7426132266221387	1.4220008051334816	2.124238771560484	0.6188856793760206	1.1750719957292015	1.0191475362703244	2.02205696117192	1.952805149693937	1.889953246199077	2.8981400997240336	1.493873994694723	0.0	0.3280154712671336	0.5436128616009298	0.2946067522081241
TL1A_FP_689	1.9420170124549583	0.7339984834151202	1.5369895663946052	0.9855297973546728	1.302779605058382	0.6700864160604154	2.2864317378355414	1.52048612686024	1.3103757726709044	1.5342143717110905	1.0420371194254452	1.4895453550712017	2.2587844477891945	0.9240980295841803	1.4812267864855708	0.9601577457454255	1.8694424895877322	1.9778061882867488	1.6121512377334415	3.206427474010562	1.223449569368539	0.3280154712671336	0.0	0.35372242352329364	0.34004573278958516
TL1A_FP_640	1.6169343065381685	0.39710769600248375	1.7055704768761373	0.7649183092662621	1.646947080457607	0.5357920895410556	2.285784985553507	1.8541328504411363	1.6273665005082958	1.2022172404001166	1.2660529274471872	1.8365545548292428	2.018818488415771	1.0647608274562825	1.5052599225178451	1.2447296199525977	1.525272503825101	2.329338494349026	1.7448060132034324	3.2915866206942797	1.183978014482933	0.5436128616009298	0.35372242352329364	0.0	0.4608025437179496
TL1A_FP_688	1.9952234583661186	0.6976283547346144	1.617549073051104	0.7592309312571509	1.3269697006560073	0.4148097805386851	2.0921132859271316	1.4796446083951635	1.2196239589078823	1.4594876430600898	0.8701989222991513	1.604381584999396	2.0783498488315146	0.6790399460778498	1.2796288792434718	0.9420149793068264	1.852912431999512	2.061496487772952	1.799170701804061	3.0981131975116805	1.2723993620784224	0.2946067522081241	0.34004573278958516	0.4608025437179496	0.0
