,Vil1.03B.DTT33,Vil1.05B.DTT57,Lyz2.07B.DTT281.S123,Vil1.010B.DTT117,Itg.10.DTT455.S49,Lyz2.02B.DTT221.S61,Itg.10.DTT456.S50,Lyz2.06B.DTT269.S111,Lyz2.03B.DTT232.S72,Vil1.09B.DTT105,Itg.20.DTT504.S99,Itg.20.DTT505.S100,Vil1.04B.DTT43,Itg.24.DTT529.S24,Vil1.07B.DTT79,Itg.18.DTT492.S87,Vil1.014B.DTT164,Lyz2.01B.DTT207.S47,Itg.26.DTT541.S37,Itg.02.DTT409.S1,Itg.22.DTT516.S11,Lyz2.04B.DTT243.S84,Itg.06.DTT433.S26,Itg.02.DTT407.S99,Lyz2.08B.DTT291.S133,Itg.24.DTT527.S22,Itg.26.DTT539.S35,Vil1.09B.DTT104,Vil1.02B.DTT21,Vil1.03B.DTT32,Itg.22.DTT517.S12,Vil1.02B.DTT20,Lyz2.04B.DTT244.S85,Vil1.06B.DTT67,Vil1.04B.DTT44,Itg.24.DTT528.S23,Itg.08.DTT444.S37,Itg.12.DTT467.S61,Itg.16.DTT480.S75,Lyz2.02B.DTT219.S59,Itg.12.DTT468.S62,Vil1.04B.DTT45,Lyz2.03B.DTT233.S73,Itg.18.DTT491.S86,Lyz2.07B.DTT280.S122,Itg.06.DTT431.S24,Vil1.07B.DTT81,Lyz2.05B.DTT255.S96,Lyz2.01B.DTT208.S48,Itg.02.DTT408.S100,Lyz2.07B.DTT279.S121,Vil1.013B.DTT152,Vil1.05B.DTT55,Itg.18.DTT493.S88,Vil1.013B.DTT153,Vil1.01B.DTT08,Lyz2.05B.DTT256.S97,Itg.04.DTT421.S13,Vil1.014B.DTT165,Lyz2.08B.DTT292.S134,Vil1.06B.DTT69,Vil1.08B.DTT92,Itg.10.DTT457.S51,Lyz2.06B.DTT267.S108,Itg.16.DTT479.S73,Lyz2.05B.DTT257.S98,Vil1.08B.DTT93,Itg.20.DTT503.S98,Itg.22.DTT515.S10,Vil1.013B.DTT151,Itg.16.DTT481.S76,Vil1.02B.DTT19,Itg.12.DTT469.S63,Itg.08.DTT443.S36,Lyz2.04B.DTT245.S86,Vil1.010B.DTT116,Itg.04.DTT420.S12,Lyz2.02B.DTT220.S60,Lyz2.08B.DTT293.S135,Vil1.07B.DTT80,Vil1.010B.DTT115,Vil1.08B.DTT91,Vil1.014B.DTT163,Vil1.05B.DTT56,Lyz2.01B.DTT209.S49,Vil1.09B.DTT103,Vil1.01B.DTT09,Lyz2.06B.DTT268.S109,Vil1.06B.DTT68,Lyz2.03B.DTT231.S71,Itg.06.DTT432.S25,Itg.08.DTT445.S38,Itg.26.DTT540.S36,Itg.04.DTT419.S11,LYZdtt351,LYZdtt364,SLCdtt050,SLCdtt110,SLCdtt075,SLCdtt019,SLCdtt002,LYZdtt328,SLCdtt021,SLCdtt111,SLCdtt074,LYZdtt304,LYZdtt317,LYZdtt305,LYZdtt329,SLCdtt092,SLCdtt020,SLCdtt128,LYZdtt341,SLCdtt051,LYZdtt340,LYZdtt363,LYZdtt365,LYZdtt315,SLCdtt069,SLCdtt129,SLCdtt109,LYZdtt352,LYZdtt353,LYZdtt316,SLCdtt093,SLCdtt001,LYZdtt303,SLCdtt068,LYZdtt339,SLCdtt003,LYZdtt327,SLCdtt067,SLCdtt163,SLCdtt164,SLCdtt145,SLCdtt146,SLCdtt165,SLCdtt147
204736c3bd4a4c1f840e9fc99a5155d2,63,0,55,140,63,53,54,59,29,58,64,86,38,100,0,127,37,31,170,128,29,16,57,87,22,42,32,47,50,230,37,15,16,0,44,45,43,38,114,67,58,83,31,38,30,14,0,7,43,37,28,214,0,60,232,8,50,72,37,36,0,0,29,52,20,46,3,27,22,59,94,5,54,9,18,72,29,70,44,0,0,0,63,0,45,0,31,36,0,19,94,62,72,35,27,107,131,26,0,0,115,299,85,80,0,141,78,90,306,108,86,52,298,141,214,141,262,59,107,27,37,61,157,152,302,9,171,32,19,117,28,25,279,50,82,32,30,115
bbf6f74f140636ff3f33ef2bc3d892a3,184,0,16,422,73,35,97,28,20,115,24,33,109,68,0,34,21,37,28,58,24,22,18,50,44,45,40,129,9,165,41,1,8,0,133,35,150,77,214,83,61,75,11,39,8,15,3,4,49,71,26,0,0,41,0,5,8,522,32,16,2,2,54,53,122,13,7,55,67,6,141,3,64,42,5,389,162,78,32,1,22,0,25,2,45,57,14,24,1,13,15,62,32,214,91,54,73,86,22,58,174,0,61,101,51,75,65,46,0,139,89,0,0,67,0,79,72,71,49,6,168,32,55,64,267,111,376,5,0,285,8,26,340,51,194,33,75,231
1e65ef9ba16ebcd3b8413c31e58cada1,100,0,139,115,223,272,233,149,356,76,438,224,128,340,0,437,99,340,266,166,133,296,158,103,74,199,114,104,58,200,140,58,197,0,218,249,417,209,307,871,255,125,57,158,72,46,8,75,736,119,165,0,0,201,0,52,342,274,78,80,4,48,47,369,134,312,41,182,52,9,241,12,226,31,78,134,111,635,105,3,0,4,95,16,384,11,33,254,10,258,342,191,279,148,565,940,692,275,128,63,874,1032,0,276,472,700,173,212,807,80,0,346,268,442,743,749,296,71,282,95,96,798,447,398,329,53,1359,235,73,516,156,83,673,1393,65,181,823,636
6f06d4c3412c12274598b1a4bc468d3a,1,1,1,1,1,1,1,120,1,1,1,3712,1,1,0,790,530,1,1,113,1,1,1,91,2,5,1,1,1,1,1,1,1,0,1,1,1,1,24,61,1,1,1,1,1,1,1,1,1,1,5,0,1,3,1,2,1,1,2,9,1,1,11,1,163685,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,75,1,4,1,2,1,1,531,2,1206,1,1,1,543,0,0,0,1,0,45,0,0,1,100193,33658,14,995,1,0,0,38343,0,567,5,1726759,1,1,0,0,1,83837,1,0,0,173745,0,6,0,1,1,8373,0,8734,0,0,0
c8433912bf1d2d7d9dd177739211ae41,48,0,15,197,232,133,232,137,75,26,253,175,22,293,0,52,134,138,91,24,52,69,55,23,78,118,42,70,67,92,89,72,62,0,59,290,988,201,124,139,271,47,30,79,11,42,0,107,48,21,92,0,0,44,0,57,259,169,88,77,1,8,56,637,26,136,7,511,46,1,138,25,199,29,40,203,108,164,64,1,1,1,70,2,112,2,52,536,1,17,267,145,69,52,761,1064,33,16,79,91,21,2206,9,25,418,385,455,153,1520,40,17,12,1143,22,1055,650,751,243,43,11,12,1748,439,1553,25,6,2987,8,73,16,893,3,23,18,6,5,37,39
8a8c39a3e855256f236f71f39bf300aa,73,0,0,0,53,68,101,0,39,0,0,0,5,0,0,11,0,67,12,0,28,52,0,0,0,39,0,0,32,134,19,19,7,0,0,0,151,71,10,126,92,0,0,31,0,0,0,10,72,0,5,0,0,0,0,22,66,0,0,0,0,0,58,0,25,44,0,6,21,0,0,4,81,0,0,0,0,84,0,0,0,0,0,0,86,0,21,0,0,28,0,54,12,0,28,118,37,0,0,0,4,281,0,4,0,0,0,2,263,33,0,23,11,20,26,144,23,0,7,3,3,53,26,0,58,0,76,2,21,0,36,3,138,34,0,0,19,0
a172874a13d3e6df1391f0797d95d6bc,44,0,52,31,42,35,43,34,51,22,17,26,18,112,0,59,43,21,124,32,17,34,49,20,12,33,37,57,14,88,19,8,13,0,41,86,172,36,44,70,43,29,17,40,37,33,5,21,32,16,41,0,0,65,0,5,23,51,33,13,10,5,16,60,24,17,8,54,22,2,30,7,31,5,9,38,15,82,15,3,5,0,10,4,29,8,8,42,0,20,59,55,94,15,65,284,0,19,0,0,206,43,9,64,0,182,73,72,49,26,25,60,124,0,112,201,89,65,107,25,34,56,35,133,106,19,314,55,16,101,52,22,39,321,15,28,170,97
762fd96b2d1336974fba68fedd33fefa,61,0,135,441,73,87,21,25,109,141,34,50,67,130,0,16,34,54,114,114,8,196,77,155,25,33,88,134,27,66,39,14,40,0,68,50,145,209,95,202,96,77,46,86,51,86,0,48,12,59,201,1233,0,50,1847,13,24,140,141,20,13,5,25,70,124,51,20,121,156,2864,97,35,79,187,43,381,48,57,16,0,68,0,446,0,29,145,31,31,0,63,58,67,42,123,145,0,134,193,0,197,202,57,212,72,0,606,85,114,152,31,215,114,96,288,45,33,19,357,269,99,234,117,38,89,146,88,3006,101,24,221,172,197,1034,13,53,80,65,1149
76d6be90e19a660c9a84b35fa31d801c,140,1,243,302,193,146,53,147,304,153,63,117,104,214,2,64,153,220,152,242,56,354,284,152,102,127,158,139,59,102,227,69,62,4,188,124,261,363,241,348,199,116,107,204,90,229,13,133,64,190,531,3513,4,185,9642,31,68,343,496,67,35,18,51,578,288,124,26,358,1049,7040,197,96,113,796,80,257,78,87,87,0,68,15,764,3,85,207,73,157,4,69,174,129,54,451,1911,204,156,151,62,76,177,671,141,127,284,1280,945,1452,1291,157,172,113,1029,140,282,678,414,8531,338,245,234,2227,598,1427,217,212,8624,194,236,185,1477,212,7224,281,4358,58,756,743
7186c67c129c329bce7d6c988267b231,9,0,25,27,64,17,26,13,36,10,39,28,26,27,0,74,39,28,34,19,20,12,27,42,6,44,35,25,8,32,21,6,34,0,23,50,37,16,81,40,36,18,20,43,8,12,4,11,18,20,24,0,0,48,0,5,42,52,23,23,7,11,16,51,18,33,10,19,14,3,25,5,19,6,12,33,25,47,20,3,0,0,24,0,10,3,6,31,0,19,47,27,42,48,43,175,54,24,5,5,89,148,22,29,73,120,26,14,72,29,44,41,55,22,103,139,184,59,27,10,22,21,95,42,64,5,51,19,41,10,26,10,75,93,114,30,52,72
17bccd87573679acdd1eda74fc49bde7,13,8,84,67,92,96,70,138,55,42,118,196,25,190,0,128,141,88,242,112,59,85,115,55,79,107,38,23,67,28,148,17,35,0,36,115,131,114,171,234,157,96,54,58,43,3,20,39,162,31,121,0,0,199,0,13,233,136,140,73,27,19,46,103,64,196,19,72,45,3,164,7,147,20,29,21,26,53,151,0,0,0,28,11,169,0,26,78,8,59,75,152,62,44,239,492,59,63,152,11,141,106,109,357,139,411,731,166,103,39,65,69,706,94,452,364,306,109,84,104,73,294,191,284,96,6,371,1,0,208,28,18,72,62,276,75,46,226
8f2b821cd45696bb55b164853a1917c3,7,0,0,19,4,2,4,0,0,3,0,2,4,8,0,0,2,4,7,0,0,0,5,0,0,0,2,7,0,7,7,0,0,0,9,0,11,8,9,6,9,10,0,4,0,5,0,0,2,0,0,0,0,0,0,0,0,11,8,0,0,0,6,0,9,2,0,3,12,0,9,3,7,0,2,19,4,4,3,0,2,0,0,0,6,0,0,0,0,3,3,5,2,2,0,0,8,7,0,0,13,0,5,9,0,0,10,0,0,0,0,7,0,12,0,14,0,0,12,8,15,0,0,9,0,0,0,0,0,28,0,8,20,9,5,1,31,8
2e11ee45d4ccab0775222da825d3bd42,69,18,134,100,537,48,793,183,417,51,695,579,238,663,0,874,222,39,1700,684,311,358,251,384,213,615,238,162,121,325,201,92,387,0,388,740,782,344,668,57,624,381,458,457,95,189,8,88,223,532,188,0,0,452,0,99,430,546,93,380,12,70,182,297,149,433,40,330,79,11,364,30,384,106,119,124,618,64,455,19,0,0,99,70,88,14,116,271,8,80,785,244,824,280,555,3074,1161,650,731,43,2337,3602,227,573,2260,980,157,62,925,1203,558,317,524,477,1182,1848,1731,217,957,41,77,766,791,478,1554,30,319,259,103,718,67,143,107,340,614,450,92,526
b92f84c206887ecd667f142dd3606ac3,25,0,50,94,80,26,22,36,31,31,33,45,39,94,0,29,29,49,114,52,17,76,66,24,26,43,68,19,8,40,50,15,12,0,69,38,159,137,91,76,59,48,7,75,12,66,6,37,10,21,36,0,0,81,0,12,16,136,53,18,12,10,35,37,88,38,11,133,110,2,108,18,59,20,18,83,40,22,25,0,13,0,39,0,31,28,40,19,0,41,60,74,35,37,242,27,27,24,25,15,71,202,14,7,43,116,55,52,357,12,19,28,226,118,57,110,88,74,34,77,53,307,164,63,54,40,393,19,22,113,586,39,585,14,33,25,77,299
a5641950b2a3a47827849d91242f0ead,36,4,204,146,296,280,378,346,431,65,193,175,68,572,0,370,143,308,490,218,305,275,207,144,161,444,116,86,71,471,411,54,193,0,115,454,464,239,319,397,382,104,134,180,151,77,21,100,1004,191,240,0,0,296,0,83,555,493,105,134,49,122,130,635,94,482,79,86,104,12,229,15,334,82,70,96,147,780,211,15,0,0,144,41,492,0,73,556,33,182,320,193,406,152,533,3746,1437,203,57,44,463,922,98,325,319,920,195,183,749,317,240,454,472,853,1392,892,2052,410,2408,120,63,922,684,459,910,32,3260,347,109,238,86,81,296,754,438,69,431,420
7f2a284a722c1b4a8d548cf5635d9d6e,29,0,162,113,198,152,356,140,221,38,152,122,69,494,0,113,186,141,325,145,144,197,46,110,86,207,78,57,118,282,198,71,183,0,100,386,133,172,98,349,301,68,40,80,71,19,6,127,443,92,96,0,0,63,0,68,858,194,125,79,2,39,155,307,51,628,40,69,70,5,82,12,301,53,58,120,77,416,98,0,3,0,73,33,348,0,57,181,1,126,72,92,339,90,423,1476,308,124,40,21,222,1099,67,151,240,442,120,197,898,255,208,355,551,344,1447,1325,707,224,457,38,51,617,541,259,204,16,1522,258,228,148,118,50,117,465,369,38,423,209
37e0f2e7c7ab2a2f738b92a61085aec0,25,0,17,75,100,74,101,14,193,11,200,154,79,124,0,160,43,114,153,150,74,120,82,154,49,135,100,24,28,101,120,22,235,0,81,82,166,176,114,206,228,52,101,112,13,30,0,57,179,114,35,0,0,211,0,41,404,67,58,25,7,93,36,91,43,372,75,98,37,2,94,13,148,16,66,33,35,108,29,2,0,4,19,10,91,0,44,39,12,60,114,52,124,38,1018,713,125,60,53,2,88,532,4,34,433,75,86,28,364,18,57,42,112,114,355,519,102,329,129,5,58,905,931,198,43,3,919,199,14,69,15,48,135,130,294,58,153,316
6f0b4058c92e83c77533a218739a0e38,11,18,0,13,0,0,0,16,0,31,0,0,12,0,0,0,13,45,0,47,0,34,0,115,0,0,15,17,0,0,0,0,0,30,19,0,0,0,26,0,0,30,0,0,10,0,0,68,0,77,381,14,0,0,16,0,0,0,49,17,16,0,0,0,37,0,0,0,0,110,0,0,11,485,0,24,0,0,17,0,38,0,380,0,0,42,11,0,0,33,0,0,9,318,64,202,0,0,0,0,2,160,0,0,0,136,85,650,194,1,0,0,119,0,78,135,103,520,0,0,3,89,51,106,0,0,269,0,152,4,90,5,113,6,0,1,1,1
87ab9c664033e00f6b64f2afc71a6d90,6,0,11,16,18,14,11,3,19,5,3,8,11,17,0,7,14,10,39,19,15,10,22,8,0,15,7,5,3,16,17,4,8,0,22,19,35,14,13,30,15,22,9,8,11,6,0,3,17,9,18,0,0,12,0,6,20,27,13,9,0,0,4,20,6,9,0,9,6,0,17,2,16,0,0,18,10,27,6,0,0,0,0,3,20,0,4,6,3,0,14,11,18,3,40,53,25,15,5,5,4,65,5,15,23,7,3,11,75,12,32,35,19,16,44,49,22,0,16,8,19,46,46,29,14,0,271,5,0,14,0,0,18,8,43,15,10,36
3e514d4fe509d063c262ab3e3b224da1,3,4,11,12,15,39,32,30,58,0,12,10,3,41,0,39,7,48,14,35,32,26,9,21,9,41,9,0,29,20,36,19,24,0,4,33,0,12,12,38,13,11,18,28,12,5,0,11,168,10,11,0,0,58,0,9,22,31,6,7,11,6,9,33,7,22,6,12,11,0,13,6,18,8,14,9,8,86,17,0,0,0,5,9,110,0,15,32,3,29,9,7,33,12,27,393,24,22,19,0,111,102,12,70,31,126,31,22,66,10,23,73,22,24,63,419,487,14,65,16,5,49,59,46,37,7,384,12,0,33,26,7,0,42,0,17,67,12
772ad2feb9f19ddeace71e8e2e707858,325,15,157,770,1315,7790,898,207,5944,207,3596,1720,757,3088,0,4592,1336,9395,1635,608,1451,4078,155,759,172,2147,516,658,242,2793,1517,207,1142,0,2058,2029,3693,1466,2112,8354,2707,495,306,2336,375,122,47,325,16877,560,278,0,4,2705,1,331,2169,656,552,292,103,457,232,1134,401,1262,224,1829,521,23,1356,44,1401,324,258,1083,472,11574,317,66,11,6,425,136,12248,41,301,795,189,2891,1251,1087,3151,737,3597,46328,805,1601,985,74,1224,39376,339,413,10203,7872,1324,1152,24445,1330,1013,648,3608,532,9619,17850,7487,2542,580,93,491,4114,2154,10453,665,95,9952,839,1459,384,846,297,1993,12027,1981,2233,950,2208
178d4eb06bd14fca2d3c300f9f05e384,76,17,416,400,416,369,259,503,488,162,213,196,110,652,0,421,292,626,705,641,249,414,416,328,187,286,336,156,289,169,322,106,278,0,235,385,1005,800,580,739,488,324,157,359,131,234,15,28,390,300,289,0,0,507,0,63,17,884,893,294,0,53,229,814,186,133,83,223,300,20,603,76,362,87,174,413,196,446,281,15,18,9,103,42,481,35,128,469,0,243,468,485,431,237,655,436,361,677,9,77,786,319,332,737,47,186,467,318,449,356,376,772,1196,249,335,588,700,207,107,436,524,511,449,579,1014,64,92,5,70,880,255,35,615,4838,117,25,7987,350
5b74065cc4963be8f6447b2c9ffcbc87,0,0,0,490,27,0,0,0,0,255,0,0,0,0,0,505,237,0,0,0,0,0,0,0,18,20,0,306,0,0,0,0,0,0,0,0,0,0,1017,0,0,0,0,155,0,0,0,0,0,0,0,0,0,538,0,0,0,0,231,0,0,115,0,0,177,0,158,32,0,38,634,0,0,24,0,472,0,0,0,0,20,14,93,0,0,51,0,0,0,0,0,17,0,0,3,0,163,105,193,30,213,0,12,71,670,0,3,0,0,403,70,38,0,78,0,0,0,0,321,2,26,0,0,0,653,35,120,271,0,177,0,20,0,0,37,118,1,250
eee9bab26577ab7978a3c7bb4a082922,0,0,0,6,46,0,18,0,0,9,0,0,0,6,0,42,73,0,0,0,0,0,41,14,0,11,0,12,0,0,3,0,0,4,0,0,9,63,96,0,18,0,0,200,0,40,8,4,0,0,27,0,0,82,0,0,0,20,151,0,8,0,8,0,238,0,0,19,17,63,92,0,14,97,0,8,5,0,0,22,11,0,430,0,0,8,0,0,0,0,24,8,0,34,0,0,27,10,0,24,112,0,25,11,0,39,0,0,0,0,33,16,0,14,0,0,0,0,17,28,119,0,0,0,0,46,0,0,0,151,0,45,4,1,332,2,8,74
5167710b7280856d9e512a4f58068687,0,0,0,0,30,30,28,5,48,8,26,14,10,35,0,37,0,8,25,33,44,62,8,29,0,61,4,27,19,14,41,16,67,0,20,35,40,35,22,64,61,16,20,17,0,0,0,0,43,31,10,0,0,35,0,11,0,22,0,4,3,14,10,21,12,7,9,13,10,0,12,2,48,4,20,0,10,49,12,2,0,0,0,6,16,2,11,16,4,21,3,13,33,7,39,218,7,55,30,0,119,3,46,74,90,14,6,6,0,10,127,59,28,7,289,126,48,5,53,8,41,50,36,17,19,4,145,25,0,58,5,0,0,94,0,35,58,53
07a0081d4bc5233563d0269fc2c734d0,0,0,9,11,14,14,30,4,28,0,39,44,12,25,0,40,18,17,10,18,7,38,10,22,4,13,9,0,3,3,14,4,17,0,11,15,10,21,42,40,17,13,6,31,6,0,0,8,43,15,6,0,0,30,0,6,21,20,22,8,0,5,15,14,17,21,6,16,4,0,53,0,18,0,5,15,6,47,0,0,0,0,16,0,18,0,3,8,0,3,16,7,18,13,9,201,49,12,12,0,15,166,0,44,71,21,11,4,74,10,5,13,36,38,63,117,204,3,27,6,16,13,10,11,4,6,10,3,57,11,11,5,12,13,70,2,5,20
5adc2daa2981bc07e21b14d53496ff67,0,0,3,0,170,4,4,3,3,0,0,6,0,0,0,5,0,9,0,5,4,7,9,4,1,9,4,0,4,3,3,3,3,0,0,7,0,6,6,4,3,0,53,11,0,6,0,0,8,7,14,0,4,6,0,0,4,7,0,0,0,0,0,4,12,10,0,4,6,4,4,2628,4,30,0,0,5,5,3,0,4,0,0,0,4,0,3,0,0,14,5,3,5,6,1,8,2,10,2,31,9,21,1,2,48,1569,1,1,28,21,22,2,5,3,4,1,1,3794,32,1,51,1,1,1,13,90,115,15,1492,3,1,23,0,0,1296,0,0,0
f6fdab15a19dca0441b10f8c0969cb4d,0,0,2,0,4,0,2,8,3,0,1,1,0,5,0,11,0,2,1,1,3,5,0,0,0,5,0,0,0,1,2,0,0,0,2,4,10,2,5,1,1,3,1,3,2,0,0,3,8,0,1,0,0,1,0,0,7,0,0,1,0,0,1,7,2,6,0,0,0,0,1,0,0,3,0,0,1,3,3,0,0,0,3,0,1,0,0,5,0,1,1,0,2,2,0,27,0,0,0,0,50,23,0,10,0,0,0,0,4,0,6,0,6,0,30,6,27,0,39,0,0,4,0,4,0,0,1,0,0,6,8,0,0,0,0,0,0,0
720832273d925b4115ed01c6d3df48eb,0,0,0,3,19,3,11,3,4,0,20,17,0,0,0,7,0,0,0,0,6,5,3,0,0,15,3,3,3,5,8,0,0,0,0,0,35,7,13,11,16,0,0,4,4,0,0,0,8,11,7,0,0,3,0,0,0,5,0,4,0,0,3,3,0,0,0,5,3,0,3,0,15,0,0,8,0,12,4,0,0,0,0,0,0,0,0,7,0,38,8,10,0,0,7,23,32,6,0,3,8,0,12,8,0,0,6,0,0,7,20,5,0,12,14,11,25,0,20,0,0,4,6,7,21,0,58,8,0,4,0,0,0,1,1,2,1,8
96c7cedbae877361d087a8b39206d408,0,0,0,0,0,0,0,0,0,8,0,0,12,0,0,0,0,0,0,10,0,0,0,31,0,0,0,9,0,0,0,0,0,26,20,0,0,0,0,0,0,14,0,0,0,0,0,15,0,11,68,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,0,18,0,0,0,103,0,0,0,0,0,0,0,0,60,0,0,0,0,0,11,34,0,0,0,30,5,35,0,0,0,0,0,25,0,0,0,43,20,178,30,0,0,0,16,0,8,10,11,421,1,0,1,14,9,14,1,0,96,0,30,1,8,1,0,1,60,0,1,1
b472d29ebb2e4b918cf5f7e0d7b46ce9,0,0,3,4,2,2,2,2,0,3,0,2,0,10,0,3,3,0,6,2,0,14,2,2,0,3,0,3,0,3,3,0,0,0,0,5,2,11,2,3,3,0,0,6,0,2,0,4,0,3,3,0,0,4,0,0,4,2,4,0,0,0,0,4,6,5,0,3,8,0,2,0,5,0,0,2,0,4,3,0,0,0,0,0,3,0,0,0,0,0,4,3,3,0,15,9,0,0,0,0,7,7,0,0,0,0,0,8,8,0,0,0,37,0,7,7,20,0,0,0,12,10,6,0,0,0,0,0,0,5,13,0,0,1,10,2,2,3
