#OTU ID,LYZdtt304,Itg.18.DTT492.S87,Lyz2.04B.FP244.S41,Vil1.07B.DTT80,LYZFP328,LYZdtt316,LYZFP316,Vil1.02B.FP20,Itg.02.FP408.S8,Itg.08.DTT444.S37,LYZFP304,Itg.02.DTT408.S100,Vil1.04B.DTT44,Lyz2.03B.DTT232.S72,Lyz2.05B.FP256.S53,Itg.10.DTT456.S50,LYZFP352,Vil1.05B.FP56,Itg.12.FP468.S70,LYZFP340,Vil1.09B.FP107,Lyz2.08B.FP292.S90,Vil1.08B.DTT92,SLCdtt020,Lyz2.03B.FP232.S80,SLCdtt146,Vil1.04B.FP44,Lyz2.01B.DTT208.S48,Itg.16.FP480.S83,Itg.26.FP540.S44,Vil1.01B.DTT08,Itg.04.DTT420.S12,Lyz2.01B.FP208.S56,SLCdtt164,Itg.18.FP492.S95,Itg.24.FP528.S31,Itg.26.DTT540.S36,Vil1.013B.DTT152,SLCdtt050,Lyz2.06B.DTT268.S109,Itg.10.FP456.S58,Vil1.13B.FP155,Vil1.05B.DTT56,Itg.20.DTT504.S99,SLCdtt110,SLCdtt128,Vil1.01B.FP08,SLCdtt002,Lyz2.06B.FP268.S65,Vil1.010B.DTT116,Itg.22.DTT516.S11,SLCFP146,SLCFP020,Vil1.02B.DTT20,SLCFP050,Vil1.06B.FP68,SLCFP164,Vil1.09B.DTT104,Vil1.03B.FP32,Itg.12.DTT468.S62,Lyz2.08B.DTT292.S134,SLCFP110,Lyz2.04B.DTT244.S85,Lyz2.07B.DTT280.S122,SLCdtt068,SLCdtt074,Itg.04.FP420.S20,Vil1.14B.FP167,Vil1.06B.DTT68,SLCFP128,Itg.16.DTT480.S75,Itg.06.DTT432.S25,SLCdtt092,SLCFP002,Vil1.014B.DTT164,Itg.06.FP432.S33,Vil1.10B.FP119,Itg.22.FP516.S19,Lyz2.07B.FP280.S78,Itg.08.FP444.S45,Vil1.03B.DTT32,SLCFP074,LYZdtt352,Vil1.07B.FP80,SLCFP068,Lyz2.02B.DTT220.S60,LYZdtt364,Lyz2.02B.FP220.S68,Itg.20.FP504.S7,LYZdtt328,SLCFP092,Vil1.08B.FP95,Itg.24.DTT528.S23,Lyz2.05B.DTT256.S97,LYZdtt340,taxonomy
MF0005,23421.59,5370.89,7395.25,6462.58,18007.61,100656.66,39661.42,13298.54,11375.43,10556.39,37106,5873.21,4616.17,11955,3888.57,7941.58,8531.66,6553.36,11703.32,20176.41,65894.75,11127.92,8333.67,1922.5,42535.92,3421.5,10668.86,1459.25,21601.89,11910.64,2383,7455.5,10368.75,7709.33,27579.5,13804.79,2742.07,5476.89,2583.5,1314.67,12156.21,39695.46,11263.25,4138.33,2866,3591.5,10056.25,6179.33,7685.64,8039.67,1880.82,15606.25,9090.75,2197.75,4851,6701.75,15824.93,6883.91,12447.21,7024.93,5491.17,2082.5,2732.91,2677.59,1915.75,12960.83,12230.58,36984.89,10302.16,8341.08,10696.75,17521.5,8236.5,4795.5,5590.79,26619.58,43381,17273.46,5991.5,11755.79,3503.5,10911.08,88415.84,36989.06,5196.17,6326.42,3222.96,29843.42,13281.25,12093.57,13938.71,113182.5,3459.18,5222.96,9544.92,
MF0049,163579.145,36527.895,17806.085,9721.16,48162.225,102483.86,67799.725,25050.255,15074.445,33522.535,73467.82,16770.445,15585.475,32080.405,9452.32,21632.82,37771.725,41150.79,27612.56,43854.77,80681.765,15751.765,16148.135,15496.94,32620.375,14552.935,24009.47,48785.385,43928.13,26106.52,6345.47,15294.62,55624.07,82704.32,41270.375,27221.275,22046.59,11506.36,27287.93,19624.465,19745.395,6969.785,18400.855,25543.28,26066.015,29633.56,19368.58,35426.56,23808.88,23151.46,16576.205,28518.92,18158.485,6383.405,11158.81,35051.765,17958.13,18523.83,34858.39,29684.61,14945.06,9127.77,20427.17,10069.685,12247.625,68761.88,14086.61,7012.21,16447.805,12422.815,55617.86,32371.16,32535.13,12397.61,21284.585,25071.865,68757.8,36923.7,11147.555,17872.43,23869.585,14595.085,87756.42,25241.83,7724.085,36240.335,130770.81,45313.775,33624.38,115591.24,21534.04,81852.57,24159.87,37361.92,79534.64,
MF0006,154634.85,60500.85,40255.27,4519.22,100395.8,224076.59,204992.66,73814.88,35014.61,72665.13,149785.89,35064.34,33875.98,65652.52,17988.94,38388.93,80199.91,79051.68,61777.21,79426.8,94833.13,33175.46,11646.13,22751.77,90417.18,31052.26,63402.9,79200.05,95426.39,65014.39,13468.84,27308.13,109297.46,127510.92,84006.18,58388.28,40045.85,28059.15,57908.58,30237.65,52003.19,63043.87,9292.4,57714.5,41464.6,62827.14,61526.7,74309.57,41179.59,32306.92,32002.84,89877.8,34437.47,17088.26,40491.82,72343.79,63188,19222.55,74426.33,61183.05,27888.5,17401.12,36568.71,23410.92,25919.69,112568.56,28617.86,70426.4,7954.77,49358.43,94652.29,71346.48,50819.56,35341.46,34072.37,69109.17,114524.11,87426.4,26833.87,51403.59,46990.5,41685.15,171290.35,75634.83,33102.35,64388.2,190470.81,105590.79,104921.7,196502.18,62862.98,173658.41,41433.81,58904.06,109575.07,
MF0047,126902.71,26551.335,12134.64,3567.99,40027.845,45587.915,52583.64,23888.845,11573.59,28751.495,46244.725,11716.42,12950.6,20902.03,7658.21,13649.855,28548.585,33557.55,23328,32070.045,39971.455,9855.525,7141.095,11391.26,14894.57,10736.595,22061.18,29511.9,36997.315,23447.54,4201.285,9560.495,36048.435,71270.315,33677.06,19967.07,15965.505,8444.785,19758.165,14912.86,13644.52,3301.55,6958.815,18018.36,19364.92,22437.2,19725.395,23785.195,17840.12,14387.57,12102.235,22835.75,14951.835,4818.12,11566.07,30454.12,19315.215,10018.095,28362.56,22636.42,10687.345,7340.39,13337.995,7250.77,9489.78,47354.245,7065.68,4189.71,5924.265,12618.315,39452.445,21004.4,19196.5,10052.925,15556.155,17487.46,33663.105,29285.965,8253.5,17607.39,17248.75,11494.13,36277.78,29499.825,6702.375,20478.51,82854.48,26954.74,27465.345,79790.445,12649.6,19233.125,16823.79,25219.485,53221.875,
MF0004,25557.22,6658.08,2965.2,3177.5,13734.62,17427.59,21227.82,8408.43,2709.31,9902.03,14890.52,3002.62,3650.17,7689.61,1733.84,3426.76,9347.88,7561.82,8076.19,9737.02,2896.92,3679.43,4558.58,3026.15,6324.13,4566.4,7040.97,11098.2,11857.48,7118.48,1338.19,2818.03,15450.57,16840.26,9867.7,5165.33,4444.14,6479.07,6634.3,4101.98,4220.17,784.62,5716.33,6569.28,5174.15,9041.95,8143.3,8474.1,5204.68,5460.44,4146.04,10343,0,1878.1,5390.1,6961.41,7415.21,3398.42,7299.92,8294.81,2320.15,1919.4,2822.4,3017.83,2878.3,15147.4,2240.73,571.28,5146.86,6663,14745.22,7107.82,3367.03,3959.55,4214.13,7111.71,1921.92,11298.12,3032.68,6957.33,4143,0,9450.94,9306.51,2956.75,9600.68,30553.83,11732.13,11930.71,26860.04,4300.62,7184.53,3290.96,5605.97,13123.38,
MF0048,200804.11,43162.51,37723.08,10231.9,48601.65,289503.08,172120.37,44656.35,24423.7,47164.37,143453.26,27392.22,23037.11,54441.7,11606.41,37962.37,46211.21,52107.44,38517.73,63969.49,102822.57,36100.12,17252.69,19324.2,108738.34,19200.12,37170.22,47517.35,55379.9,41299.76,10279.38,30173.21,63736.05,135658.12,47043.25,45870.14,28265.87,18589.69,34078.78,26554.32,41862.03,18571.23,19687.13,34867.61,33927.86,40969.2,37746.99,53425.79,33347.73,29304.78,23070.85,49090.92,20213.22,11065.39,16602.21,49043.83,36110.89,22285.69,51390.2,40225.7,29351.37,11136.71,29436.93,16550.29,17143.34,87896.76,33874.3,37161.39,17094.09,28676.38,75125.59,64838.23,52986.39,20435.3,31116.51,65640.38,122868.21,59003.06,20068.32,29161.11,30630.34,32591.51,217306.45,35785.97,15632.08,40535.67,101979.96,90627.93,64604.73,108775.01,52584.08,249918.89,33856.71,39197.42,111473.45,
MF0001,25601.21,6182.5,3164.55,115.83,9735.99,8258.85,15604.36,9092.89,2272.08,6741.37,10350.84,2747.97,2858.84,5238.11,2374.36,2139.29,5325.11,6233.71,6377.42,6965.75,5391.69,2518.73,472.5,2152.52,6337.2,3560.02,6616.64,7919.8,10536.08,5858.42,3337.84,1696.53,10850.52,12378.5,7267.47,4459,3249.14,5101.68,6658.7,2519,4097.01,1291.97,602,4106.11,3755.68,7474,9967.95,14718.4,3223.96,2613.26,2313.07,9305.83,4437.3,2432.4,5619.98,7701.81,8283.84,1033.85,10380.42,5139.74,5171.27,1669.27,3187.01,2866.25,3081.87,6617.5,1858.26,2161.78,864.94,6558.5,8238.05,6506.77,8890.36,4216.7,1873.45,6888.84,2304.1,6710.72,2997.88,5868.67,8985.16,4058.75,6686.51,14721.38,3229.92,5057.9,9259.5,10400.85,10141.76,15317.83,4328.47,9905.96,3927.5,13679.95,5928,
MF0045,41386.325,10137.66,4287.495,4539.625,11179.995,16147.835,17591.79,8205.915,2694,7934.66,15093.25,3875.415,4021.495,7653.17,1923.09,5139.665,8441.56,10636.255,6138.67,9273.63,12258.125,2957.34,5761.25,4236.165,6184.01,4007.25,7646.365,13902.75,11475.99,7089.43,1450.415,3381.83,12721.91,28142.415,8377.62,5016.51,6159.075,5997.065,7937.075,5825.665,4308.85,2114.52,8060.375,7596.41,8060.165,9266.67,8057.125,10093.165,5182.745,5316.91,4938.25,7000.085,4506.635,1461.585,4337.095,8872.83,7683.995,4090.33,8390.125,7516.585,4246.415,2553.835,5877.08,2546.165,3605.755,20062.495,2078.07,856.5,7388.125,5149.665,14030.08,6968.83,8173.25,3405.58,5527.58,7035.51,9088.5,8558.25,2602.59,6118.48,6220.42,3926.615,10807.745,10288.135,3185.97,9111.415,36187.75,10009.31,8355.75,30337.58,4321.005,5721.5,6450.83,9081.745,23691.335,
MF0089,14787.5,5456.775,1707.615,1589.115,6635.715,7159.08,7545.61,2769.5,1320.045,5341.41,8721.92,1784.33,2239.16,3338.09,1198.83,4424.785,5884.135,6630.35,4352.17,8269.74,12755.475,1973.055,2521.41,3446.625,1470.285,2392.42,3659.635,9115.625,7440.83,4241.68,923.455,1968.66,7972.57,12139.705,7437.16,2999.135,3555.4,2028.5,5812.525,3472,3131.955,31.625,3024.715,2716.4,3855.785,3693.09,2360.125,6816.83,3265.57,3484.115,2631.455,3242.125,3447.475,740.545,1353.33,6426.955,1386.535,2873.115,5286,4797.375,3177.5,1286.34,2590.57,1133.25,2394.305,8999.945,1482.195,373.875,2697.705,1008.025,9464.115,3397.535,4439.58,1950.035,3946.33,2467.115,9587.83,5003.375,1578.24,2904.205,3746.25,979.715,8949.535,3682.545,519.75,4978.75,20337.67,5625.33,3598.5,17021.875,3948.51,1871.705,3666.945,5298.32,19231.965,
MF0002,127830.64,37718.79,30190.08,4019.07,36268.54,241486.77,115659.49,33025.9,15199.85,35273.64,117198.65,20185.26,18983.73,48912.6,6564.92,32692.11,35568.76,36332.49,30306.33,47553.22,87574.96,29094.41,9095.73,12982.86,101915.63,17993.7,30180.35,52149.85,38107.01,27462.53,9272.81,23094.82,61738.34,87222.86,41791.08,30460.18,23405.8,10687.05,28043.45,18141.01,38251.23,52753.6,8349.09,32516.39,26215.61,28856.53,28499.57,43801.46,20144.68,15136.54,17571.95,50601.34,12823.3,9519.39,12186.8,34132.48,16792.71,11309.42,32594.58,33791.94,24243.28,8217.54,24452.02,12187.16,12461.67,85199.93,28981.43,39871.5,7309.25,21803.8,55214.65,52552.77,42538.5,18894.22,20446.97,54920.37,82132.6,44087.6,14828.68,22297.73,25414.68,30084.18,201779.71,22967.95,11081.16,43272.71,120080,80745.12,55436.3,113817.52,44482.12,241476.35,25528.62,31248.38,84364.74,
MF0046,10277,3732.59,10664.85,6139.66,11033.09,39739.31,52249.88,12848.28,5388.05,11882.71,15085.29,3443.27,3178.51,8838.61,2223.33,4261.22,8668.72,6304.78,9986.95,8076.86,6655.49,2313.8,7891.17,1585.96,21522.07,2088.29,7800.98,2343.1,10954.38,12494.56,668.04,1914.03,7666.62,6771.14,12632.44,10981.17,3493.64,5087.33,2738.73,1854.47,13863.85,3126.19,10847,3132.94,2885.28,2193.02,6827.4,3912.13,4147.72,8010.13,1835.5,12021.66,5509.27,2142.3,4452.54,6137.01,14263.24,5535.31,9170.25,6685.37,1575.04,1627.04,3569.77,1296.09,1910.74,4434.86,2479.19,28160.28,9900.1,4824.33,5636.05,4700.87,2557.36,4906.23,4220.15,7260.57,39862.4,11408.02,2304.98,11682.01,2834.82,4297.08,10072.3,8756.82,5171.59,2649.47,8748.92,8528.42,13967.66,13459.85,13830.77,4013.26,3452.23,3128.48,8021.32,
MF0043,5041.625,104,0,11.5,0,0,0,0,0,143.5,0,0,0,0,0,152.5,0,0,212.5,0,1392.5,0,0,32.5,0,21,92,0,272.5,0,0,127.5,0,493.5,156,0,0,0,215.5,0,161,164.875,0,0,85.5,159,0,140.5,0,17,0,88,63,0,136.5,162.5,199.5,34.5,63,142,0,0,0,0,0,0,85,462.25,0,129.5,124.5,524,0,53.5,100.5,145.5,229.5,148,0,75,0,0,0,2799,30.5,0,0,0,96.5,0,0,214,0,0,0,
MF0087,122749,15052.15,8432.49,3012,19309.09,19937.58,20860.86,8710,7251.92,13999.16,25469.17,5680.08,6869.16,8759.34,2861.58,9703.91,14746.51,17293.1,13165.17,17129.99,31575.6,3760.93,3827.5,6446.75,3659.91,7336.92,12286.26,27959.5,17758.08,10986.68,2096.83,3785.16,22246.57,25083.33,27219.16,8732.26,8618.15,3307.5,10313.4,6806.5,12135.08,38425.25,5357.5,8208.65,9561.41,7934.34,5306,11865.33,7155.57,5150.99,6543.08,15540.75,7232.1,1958.92,3796.08,11788.58,5293.91,3485.74,11100.5,12776.75,6043,3558.34,6867.57,1915.25,6207.345,29397.32,3540.07,32377.25,4922.75,3170.9,20700.24,6362.16,12253.915,6273.16,8272.83,5029.24,27032.33,18552.75,2742.49,9540.08,8132,4238.59,20089.41,6929.42,2253,13465.25,63047.67,11830.58,12347.25,52535,18150.26,4871.58,7898.82,13358.57,40789.09,
MF0044,163773.88,42438.55,27443.23,7067.4,58838.99,160552.24,109841.86,44254.18,23371.28,47669.26,101220.4,23196.53,22008.97,45387.74,11125.58,30323.4,46111.48,50943.89,40980.95,51569.33,79657.86,24824.13,13532.73,16705.32,71415.08,19687.32,39734.16,56852.25,56359.39,42704.7,8316.5,20870.1,67381.11,104336.98,54817.05,41186.78,28133.64,16270.63,35979.91,24533.81,38533.59,51170.96,13645,34197.15,31032.08,35919.82,33975,44256.52,30236.4,24436.75,20578.52,57074.72,21848.39,10121.69,19912.94,46084.07,33752.24,18089.98,47135.58,39505.48,19300.23,11996.01,23738.63,13722,16130.64,88264.31,23672.04,40595.53,11903.85,24826.71,61008.66,48325.04,37398.35,22065.78,25682.53,46526.76,75224.59,56361.17,15961.66,31926.35,28360.84,27578.99,136699.08,38488.52,16223.43,42060.56,143830.15,69771.52,58630.11,135231.86,41857.49,135545.95,30529.24,38270.78,87381.29,
MF0088,41227.45,6700.37,2747.23,124.83,11034.26,12881.08,14668,3776,2136.42,6285.98,14928.93,2409.81,3260.63,5374.68,1588.84,3516.46,11519.02,9962.61,4899.55,7824.59,1143.88,1899.09,1363.71,2228.62,2260.86,3102.87,4984.28,14654.6,6032.99,5331.33,1226.97,1453.14,14983.41,5527.88,5380.27,4132.71,4618.07,4744.94,5176.4,3665.66,2789.05,321.81,533.46,4593.97,3304.53,4215.85,3108.15,4038.8,3905.17,1955.39,3034.1,4144.58,1731.35,992.8,2119.08,6722.33,1710.56,1050.04,5259.96,5393.11,1285.62,1984.87,4303.86,1170.96,2336.07,17035.03,1377.82,180.89,329.26,1502.05,5599.44,4326.41,2917.47,1731.15,1930.11,1761.06,936.79,6745.56,1174.84,2714.63,4324.66,3105.25,13918.9,2293.3,836.67,7768.08,39221.46,8560.74,5533.25,30547.86,2539.81,1882.47,3986.64,8297.94,23290.86,
MF0052,1379.75,16.75,0,3012,82.5,178.75,116,1.5,0,13,101,85.25,35.5,23.5,0.75,0,27.75,4.75,0,40,1.5,1,3827.5,0,2,0.25,0,0,1.75,1.5,7.25,0,1.25,0.25,0,0,6.5,873.5,0,3,0,18,5357.5,9.5,6.5,0,10.75,66,1.25,2219.75,0,15.5,0,31.5,13.25,2,2.5,2216,3,0,52.5,0,3.75,46.75,0,31.25,0,54,4912.75,0,57.5,5.25,0,12.75,698.5,0,3,0,0,0,31.5,0,87.5,1.5,0,5.75,230,1.25,1.75,180.25,16.25,7.5,10.25,5.75,102,
MF0096,57028.41875,2843,3285.35,3159.60125,13692.02,8928.34125,20339.30625,9505.88875,3148.365,8263.83375,12527.9825,2357.5825,3655.8125,4663.53,1912.03875,2279.045,11121.3075,8258.27625,6261.51,9761.1125,5173.2925,2772.67875,4072.26625,1392.5725,7923.275,1861.2225,7976.62125,1425.35,11056.1925,7735.84625,872.58375,1873.72375,9514.43875,4362.655,9444.935,5290.25,1895.945,4676.41625,2806.27625,1146.26,6142.63,12235.0625,5489.3675,2137.0125,1647.7425,2274.66125,6504.15125,2562.5475,3110.57625,5178.2325,1217.9725,8900.665,5064.1925,1445.7875,4632.89125,8576.54875,8401.0325,3500.11625,8435.9825,4453.955,1360.425,1357.92375,1311.57125,1429.82125,1609.13625,3166.345,2098.05625,9140.20875,5006.825,4580.7925,5936.5875,5605.5325,1176.43875,3243.835,3319.19875,5820.95875,4756.2525,7169.185,2958.685,7223.915,2747.14,4254.35625,11251.47375,9953.505,3300.9925,2228.1475,5690.9375,10742.56625,9108.62875,11754.52,4882.2475,4586.41125,1887.58125,1973.0025,3754.525,
MF0097,25316,2227,729,69,1756.5,3017,1804.5,1140.5,630.5,1751,2263,883.5,1233.5,1555,487,1392.5,912,3094.5,1572,918.5,806.5,1016,406,1731,908,289.5,1136,1472,1714,1348,455.5,458,2045,4380,2193.5,1214.5,1489.5,2001.5,3067,1932,880.5,371,190,1549.5,949,2672.5,1345.5,1055.5,1898,1184,994.5,831.5,1444.5,246.5,1240,2223,1867.5,1140.5,1151,1954,944.5,297,1196.5,1154,812.5,3685,288.5,414.5,98,568,2515.5,1753,1076,387,1717.5,649,2423,1932,580.5,650.5,1130,491,1827.5,1085,175,1181.5,5287,1197.5,1677.5,6004,1271.5,2849,1312.5,2378.5,3038.5,
MF0050,88157.85,17745.845,12458.695,3388.12,18990.84,78413.28,47861.05,17986.38,13224.625,17544.9,42072.905,11490.695,8792.385,17144.155,5390.625,13799.97,14294.64,20062.615,17045.32,18803.54,46641.945,10208.095,5976.35,7288.06,32369.45,7263.31,14296.065,17208.325,20180.285,18119.56,3137.1,9273.65,19435.69,48335.345,22148.73,21356.325,11042.96,7105.595,12849.015,10143.745,18412.695,25347.99,6549.105,12609.345,14286.44,13839.105,10690.47,18484.28,14987.12,11966.48,8273.875,23396.275,8871.385,4104.86,6295.655,18086.875,16708.005,9857.765,20956.85,15647.14,8710.395,5114.57,10026.135,5375.605,6696.615,33575.185,10419.53,28353.195,5770.295,8835.115,27038.565,19472.485,18103.02,8981.945,12929.55,17900.935,51442.605,25321.93,6093.415,11602.785,12264,9212.41,59893.555,14245.11,6081.05,12618.07,40100.43,25628.46,21570.19,42400.05,21318.585,65969.07,13856.925,16879.59,34520.965,
MF0094,35950,5581,1369.25,66.25,7328.75,4930.25,4834.25,4791,4595.25,6714.5,6847.75,2453.25,3073.5,1985,1241.25,3374.25,5065.75,4779.25,7972.5,10789.75,30247.75,1114.25,376,1730.25,1293.25,2592.25,6744.75,4625.25,12183.75,5621,538.5,941.5,5635.25,3795.5,22058,4667.75,2412,6282.75,3369.75,1625,9183.25,38532.5,173.25,1830,1656.75,2651.5,2477.75,4376,2503.25,2086.5,1770.75,10523.75,5004.25,802.75,1463.75,4269.75,3673.75,1414.25,4489.5,4966.75,803.5,854,1848.75,779.75,1446.25,3670,1539.25,32289.25,82,2002.75,5739.75,2348,3925.5,3956,3003.5,3299.25,26181,10203.75,1899.5,6842.75,2249.5,749.75,7160,5386.25,1426.5,3313.25,10021.75,3947.25,4835.75,8045.25,13506.25,4434.25,2336,3844.25,11569,
MF0051,41681.9,4525.665,5645.9,3144,8868.74,50290.865,20018,7477.96,5088.9,5921.785,19013.9,3859.75,3562.3725,7341.31,1330.63,5644.2,8435.84,7504.71,6970.875,6716.7725,19373.625,5532.5,4332.335,2055.6475,26033.4,2578.25,6676.96,4097.95,8154.12,6344.475,1209.35,3823,8165.455,8868.2975,12902.35,7239.175,2918.8,4698,3603.365,2252.415,13132.3,42420.5,5704.835,3389.2025,2347.315,3362.4625,5684.6675,5574.775,3162.915,4954.7725,1932.765,16078.275,3044.01,1762.5,3003.6575,7038.79,5644.79,3816.1025,6230.645,4959.125,2860.835,1146.52,2319.83,1590.585,1790.685,8734.3775,6424.5,33182.875,5198.165,5173.375,5956.735,8597.95,6284.2,5061.625,3741.585,12128.2,21473.125,11230.525,2479.5,6261.1,3161.91,5884.575,43050.365,6961.04,3334.61,4224.2225,11897.69,15004.7,10165.45,15091.14,17036.55,55714.375,2978.8425,3907.135,11261.685,
MF0095,16698.83333,2739.99,3038.35,162.83,12432.56,11249.58,20783.08,8428.33,3090.95,7811.73,13603.51,2629.06,4538.76,4509.68,2263.09,2214.92,11894.35,10311.91,6932.05,8394.92,3264.46,2784.51,871.71,1736.935,6345.61,2044.805,9102.45,1316.2,12225.74,7537.08,1100.19,1784.89,10019.91,6115.94,9155.27,4987.21,2390.64,5802.91,3731.095,1524.32,4338.3,4109.095,340.54,2305.44,1982.675,2580.53,8444.15,3055.695,3867.75,2749.89,1306.2,7815.745,5621.905,1362.3,6052.69,9558.08,9766.22,1327.62,8370.54,5526.22,1452.87,1829.555,1529.97,1236.13,2239.605,4245.31,1912.57,877.14,331.34,6814.995,7354.86,5125.16,450.78,3166.47,3112.19,6838.31,2926.42,7139.81,2458.34,6140.88,3184.82,5736.12,13906.81,10457.22,5606.38,2563.77,6461.92,9371.11,9703.73,15687.13,2975.715,3859.78,2479.14,2394.63,3349.72,
MF0092,100701,34056.82,50026.74,3574.33,32865.42,340089.08,227206.27,53517.18,37861.25,48306.82,125503.75,27828.58,19475.99,55199.18,9872.41,37677.58,28908.1,29612.6,50556.34,44513.91,128239.93,28294.93,7834.96,11927.08,143883.74,18377.25,36869.43,32159.75,43301.08,52214.84,7294.83,22686.16,46722.57,85849.33,81131.49,59727.59,23396.15,8493.75,19328.9,15666.83,80229.24,132281,7193.79,27338.32,25979.08,23341.34,25535.59,40273.33,26638.24,17908.32,16735.25,77092.42,17998.6,11739.92,12051.75,26459.92,52921.08,10927.41,42028.66,39689.42,17327.17,8350.67,24148.41,10808.58,11378.76,60821.49,31298.24,200082.75,6093.84,24513.9,50083.07,48855.16,47517,27365.16,24112.16,58297.91,236989.5,77380.75,14507.49,45614.24,21305.34,29083.09,193652.65,27408.25,17486.83,31543.08,93149.11,75673.41,72734.75,78982.41,103216.76,244057.25,25613.66,28117.24,62788.17,
MF0093,2030.375,298.375,0,0,121.75,8007.375,8955.5,785.25,0,664.5,1510,419.125,148.25,662.25,204.375,0,54.875,183.875,0,30.5,984.75,8.5,0,0,1873.5,33.125,0,0,142.875,838.25,0,0,36.625,857.125,0,0,208.25,0,0,41.5,0,134,2685.75,254.75,104.25,0,12.375,137,207.625,1317.375,0,178.25,0,125.75,147.625,0,1795.75,1124,567,0,60.25,0,343.875,48.875,0,73.625,0,6659,0,0,148.75,64.125,0,173.875,594.25,0,8795,0,0,0,175.75,0,89.25,0,0,18.875,135.5,63.625,1380.375,143.625,2684.125,457.75,226.625,255.375,61,
MF0090,51787.61,14184.75,20963.1,3413.5,15078.64,167872.82,90217.74,24346.67,15094.8,16863,80943.34,11791.75,10543.46,30046.68,4043.75,17996.63,15867.52,12257.24,18071,30356.59,58267.29,24100.51,5392.75,3925,57708.22,6434.25,19276.78,10629.8,23421.49,19289.7,6267.97,15793.89,26672.91,46387.65,22536.2,24744.6,9097.7,6801.94,7181.4,8124.75,26913.6,46036,6468.5,11516.64,11127.6,9827.6,25516.65,16917.63,13748.25,10306.75,6327.4,28852.3,7381.77,6055.8,5940.38,14429.58,18706.7,8761,20626.04,15110.78,12196.95,3834.6,8260.45,5850.46,4669.4,31855.6,22009.69,51622.5,5714.25,17748.33,22309.03,37409.66,19537.56,9864.75,11481.75,41029.89,65865.75,27997.8,11368.34,14781.04,10574,23043.5,146133.7,22277.55,10473.34,14786.84,23588.65,64406.44,34752.23,30486.85,31029.85,144729.43,12580.55,10497.75,23795.44,
MF0016,23616.75,5663.25,1265.1,3052.5,3436.89,3981.75,4256.24,1970.92,623.03,2413,4920.09,1663.06,1319,2299.5,501.25,1466.5,4554.77,3335.08,2294.5,2452.59,576.79,1112.17,4100,1035.67,1468.19,1450.75,1616.17,3481.5,2687.49,2161.74,852.75,1102.5,5351.66,3384.71,1542.5,1396.29,1940,4376.94,4971.83,2287.74,1209.71,2508.98,5547.33,5175.5,2652.17,5534.67,1740.15,7101.83,2039.42,3662.22,1901.27,5763.5,1127.27,948.5,2607.38,5587.5,1787.9,2987.29,2430.04,3055.5,1068,711,2030.25,2578.21,1627.5,3116.75,618.99,697.14,5114.08,2234.83,7075.67,5017.16,3504.17,2647.58,1865.83,941.73,1118.63,2961.81,1484.34,758,3086,670.33,5076.14,1462.8,2366.5,4340.75,7475.79,4196.19,5653.25,9348.85,1766.06,6073.17,3850.75,3484.75,3368.69,
MF0017,92443.3,26803.19,23663.34,3711.74,38849.23,153323.75,98873.85,33360.42,20222.2,33568.55,78690.26,17629.39,14765.37,33321.77,8087.75,22503.54,31490.03,30294.09,30561.14,39075.08,77547.14,18863.44,7313.45,10300.62,66277.85,13727.12,26971.29,30317.85,40096.82,31461.17,5710.05,15963.55,41494.23,67289.98,44329.76,33633.05,17541.22,9440.69,18491.63,14417.74,34622.54,48752.23,7232.46,21167.54,21104.03,20989.11,23063.15,29662.96,21433.24,16208.21,13165.85,42848,15097.62,7323.72,11431.71,26894.66,27212.06,11980.78,32703.29,27380.78,15136.45,7585.04,16762.27,8504.96,9818.33,56870.27,18886.81,53011.14,6286.09,17493.48,43242.02,34524.57,28613.89,15542.89,18051.1,37783.72,87422.71,43530.81,11464.83,25050.12,18241.5,20580.42,117434.8,26814.97,11710.75,25263.59,77097.21,51725.27,42060.73,79411.85,37958.57,127037.39,19426.8,25247.43,58854.17,
MF0014,46559.215,9288.63,12020.265,3386.165,9783.215,126164.97,66660.48,10907.24,5220.73,10409.815,50796.995,6776.12,6122.31,17830.51,2035.385,11498.16,13876.05,10865.405,8550.98,16188.535,30106.325,13036.615,5417.89,3359.495,48346.455,4299.7,9901.89,11668.685,12351.75,8622.965,3233.685,9469.4,21368.3,18177.37,9808.845,11319.355,6092.945,4981.12,6941.475,4657.5,14203.77,7642.455,6302.315,10221.94,5974.365,7333.145,10731.985,12323.465,6117.35,6747.47,4628.82,12596.295,3494.065,3163.47,3804.215,10083.2,8508.6,4906.32,10810.145,10180.105,8758.865,1909.2,7213.86,4216.975,2986.735,25159.82,13432.26,16137.445,5639.63,9041.285,18151.13,21804.72,12801.655,5215.775,6338.375,25062.34,42077.155,14345.915,5885.02,7034.975,6515.585,12666.21,94085.095,8640.745,4682.335,13606.32,31353.935,35741.37,21617.85,30300.565,19499.375,114274.87,7418.055,8066.25,21530.13,
