#OTU ID,Lyz2.04B.FP244.S41,LYZFP329,LYZFP328,LYZFP327,Lyz2.05B.FP255.S52,Itg.02.FP407.S7,LYZFP317,LYZFP316,LYZFP315,Vil1.02B.FP20,Vil1.02B.FP21,Lyz2.06B.FP267.S64,Itg.02.FP408.S8,LYZFP305,LYZFP304,Vil1.07B.FP79,Itg.20.FP505.S8,LYZFP303,Itg.16.FP481.S84,Itg.26.FP541.S45,Lyz2.05B.FP256.S53,Itg.12.FP467.S69,Itg.18.FP491.S94,LYZFP353,LYZFP352,LYZFP351,Vil1.05B.FP56,Vil1.05B.FP57,Vil1.05B.FP55,Itg.12.FP468.S70,Itg.02.FP409.S9,Lyz2.07B.FP279.S77,LYZFP341,LYZFP340,LYZFP339,Vil1.09B.FP107,Vil1.09B.FP106,Vil1.09B.FP108,Lyz2.08B.FP292.S90,Itg.26.FP539.S43,Lyz2.03B.FP232.S80,Lyz2.05B.FP257.S54,Lyz2.04B.FP243.S92,Itg.04.FP421.S21,Vil1.04B.FP44,Vil1.04B.FP45,Vil1.04B.FP43,Itg.16.FP480.S83,Itg.26.FP540.S44,Lyz2.01B.FP208.S56,Itg.18.FP492.S95,Itg.24.FP528.S31,Lyz2.02B.FP219.S67,Lyz2.08B.FP291.S89,Itg.12.FP469.S71,Lyz2.06B.FP269.S67,Itg.10.FP457.S59,Itg.10.FP456.S58,Vil1.13B.FP154,Vil1.13B.FP155,Vil1.13B.FP156,Lyz2.08B.FP293.S91,Lyz2.03B.FP233.S81,Vil1.02B.FP19,Lyz2.01B.FP209.S57,Vil1.01B.FP08,Vil1.01B.FP07,Vil1.01B.FP09,Itg.24.FP527.S30,Lyz2.06B.FP268.S65,SLCFP147,Itg.10.FP455.S57,SLCFP146,SLCFP145,SLCFP021,SLCFP020,Itg.18.FP493.S96,SLCFP049,SLCFP051,SLCFP050,Vil1.06B.FP67,Vil1.06B.FP69,Vil1.06B.FP68,SLCFP165,SLCFP164,SLCFP163,Vil1.03B.FP32,Vil1.03B.FP33,Vil1.03B.FP31,SLCFP109,SLCFP111,SLCFP110,Itg.06.FP433.S34,Itg.04.FP420.S20,Vil1.14B.FP167,Vil1.14B.FP166,Vil1.14B.FP168,Lyz2.01B.FP207.S55,SLCFP129,SLCFP128,SLCFP127,Itg.24.FP529.S32,Lyz2.07B.FP281.S79,Itg.08.FP443.S44,Itg.22.FP515.S18,SLCFP003,SLCFP002,SLCFP001,Lyz2.03B.FP231.S79,Vil1.10B.FP118,Itg.06.FP432.S33,Vil1.10B.FP119,Itg.22.FP516.S19,Vil1.10B.FP120,Lyz2.07B.FP280.S78,Itg.08.FP444.S45,SLCFP019a,Itg.16.FP479.S81,Lyz2.02B.FP221.S69,SLCFP075,SLCFP074,Itg.04.FP419.S19,SLCFP073,Itg.20.FP503.S6,Vil1.07B.FP81,Vil1.07B.FP80,Itg.22.FP517.S20,SLCFP069,SLCFP068,SLCFP067,Lyz2.04B.FP245.S42,Lyz2.02B.FP220.S68,Itg.20.FP504.S7,SLCFP093,SLCFP092,SLCFP091,Vil1.08B.FP96,Itg.06.FP431.S32,Vil1.08B.FP95,Itg.08.FP445.S46,Vil1.08B.FP94,taxonomy
MF0070,15464.15,15814.99,11147.93,44801.32,7554.41,7231.58,154679.2,69654.75,87511.18,19695.09,17803.3,9968.45,9485.25,303989.28,46761.48,16396.82,20991.98,207680.89,14593.45,15779.54,2395.34,19665.96,20005.97,5869,10754.27,17874.97,7332.14,9396.11,17882.16,15388.3,7786.37,3950.98,17593.14,18147.34,31400.9,39197.38,34010.36,34519.46,12988.84,14609.75,60300.41,3368.01,63801.33,11928.15,15632.34,12595.9,19905.15,18672.74,15735.03,15888.56,24426.47,17075.06,13052.28,21472.39,19830.33,4587.19,23383.02,25955.9,179063.89,46584.06,36687.54,12068.39,56574.5,33786.03,9317.59,15281.44,26328.55,20627.67,7309.41,6731.17,9666.35,60505.99,27218.88,29398.62,5186.15,6305.25,13730.71,8015.72,4636.73,5720.23,14262.34,7969.52,8631.92,11231.67,16222.01,16679.28,13863.12,18397.05,17150.72,7901.97,4589.75,2060.97,21452.14,14625.07,49405.39,75463.41,38541.96,13495.46,4814.88,12509.75,12204.8,12379.95,4667.37,23978.92,17082.78,10464.9,9507.4,14159.2,63195.38,44473.59,30088.71,54223.29,21821.36,25232.29,6485.34,16051.58,5534.27,16144.33,31856.21,6553.61,15066.9,7470.29,23526.05,30908.64,12146.06,17776.05,14816.67,4677.28,7478.02,7861.97,10584.01,36457.26,25861.38,19175.92,31013.91,17586,49226.72,14561.3,115399.5,14918.55,58213.36,
MF0071,21654.62,79108.105,45486.89,84395.575,20820.855,12015.665,96604.49,84574.695,86556.935,30505.425,40561.805,28626.325,18338.75,172653.785,72390.27,23830.83,41845.47,134007.805,40035.94,29312.37,8984.625,31750.46,33390.03,30126.415,35117.115,53300,38884.52,48825.32,45226.855,30980.64,22687.355,7670.015,43110.26,38707.79,53794.85,73621.955,63540.23,71580.285,16454.245,19695.805,51999.035,18220.08,58258.1,22125.65,26300.125,31701.655,31141.65,41985.07,31227.12,52117.005,45227.615,30990.65,37133.45,18316.285,38432.115,20664.57,36246.615,36694.115,98108.43,27207.565,22718.37,22060.23,57367.375,42844.315,36405.34,21891.77,27347.955,36151.43,20242.07,23835.95,22929.38,70164.985,43106.565,30921.875,15155.275,16401.935,30204.79,19007.39,21486.86,13167.77,29206.26,47883.59,34985.83,24356.505,26058.425,23741.865,34519.205,50352.58,28975.89,15925.815,15738.33,8797.39,28926.54,16895.195,31660.655,61313.865,28100.6,26198.2,9435.04,15894.815,10858.32,33340.61,17372.315,31491.42,20570.21,21986.9,15158.85,19732.655,48238.955,73901.535,33423.495,87157.57,42302.36,41481.56,11128.83,23797.705,14929.435,24212.955,40730.745,10283.27,17602.91,22298.45,19274.895,36017.76,35156.55,25422.135,38378.33,8651.955,9807.01,10704.65,16485.795,47417.545,39718.255,25914.18,40323.91,24115.155,90037.205,18208.45,89771.2,28421.75,76757.14,
MF0038,26174.14,80142.23,44844.93,51000.09,15599.18,9433.62,30836.28,108344.6,96228.73,37707.94,48443.64,30845.2,18934.02,25303.61,92113.31,20879.53,50651.97,57648.16,40879.19,35254.87,9630.25,38153.21,28423.67,31222.58,37769.78,57332.04,40453.56,50789.03,49103.98,36419.64,25881.19,8612.39,48330.8,45011.83,45522.4,10300.4,5763.11,8198.41,20349.32,15722.91,24422.47,19267.33,29290.84,24878.9,31975.96,35754.24,37445.65,44972.82,37137.87,51683.63,41879.52,33611.82,37829.45,12603,45559.49,21474.03,43473.77,24737.74,6618.1,4597.44,4490.85,26145.73,36091.34,28536.82,34695.84,26687.77,25669.51,43932.43,22247.32,25682.74,26232.17,27424.78,49186.28,20876.99,15676.4,16661.22,33334.79,19120.14,21248.32,14041.31,31825.51,45424.59,35502.83,24864.9,21766.8,25125.11,39865.62,57432.37,23196.88,17861.73,16053.58,8958.14,35505.13,13356.03,2072,2241.27,3907.62,28594.2,11315.04,20478.98,8174.2,37030.36,18988.44,20461.93,12195.04,25540.15,18498.89,21700.73,20232.95,12684.37,21634.68,15218,50968.61,14912.01,12880.45,24704.94,15009.3,17314.37,48897.94,11979.02,21566.82,21815.7,15120.33,40497.63,36232.05,25608.09,43917.58,10909.62,10231.27,9709.89,20726.92,59520.52,50285.13,21722.39,26105.75,20336.78,112595.04,20737.59,34165.25,32715.79,46463.92,
MF0039,408,111,63,40,25,94.5,107,1100,742,81.5,246.5,227,182.5,237,1036,133,516,716.5,232,216.5,19,153,165.5,88,72,124.5,162,213,121,250.5,254,7,1861,728.5,502.5,49,47,19,43.5,79.5,25,63,141.5,193.5,121.5,216.5,256,229.5,217.5,475,244,147.5,1307,52.5,404,129,511,204,3,3,3,81,76,79,524,110.5,129.5,394,186.5,127,685,88,854,396.5,115,161,376,120,156,74,175,361,284.5,83.5,34.5,57,324.5,1371.5,164,62,68,16,232,91.5,3,5,3,206,41,39,18,251,33,55,69.5,429,355,285,33.5,144,69,199,363,151,22,78,117,163,343.5,348,150,322,238,203,338,95,778.5,36,29,31,396,207.5,302.5,195.5,236.5,343,59.5,149,19,288,51,
MF0036,4776.766667,16656.44667,9680.081667,22814.73667,6030.736667,2150.913333,29348.855,19512.895,20877.27667,6248.285,8406.648333,6265.266667,4471.383333,20314.92,16806.595,7200.663333,10389.76,15054.03,11857.39,5927.601667,1984.876667,7108.486667,8257.733333,5938.493333,7919.036667,12470.985,8834.711667,10833.71833,10813.46167,7020.01,5071.246667,1850.381667,12105.36667,11382.11167,17444.81667,20631.20833,18160.96333,20449.905,4220.27,3500.605,10244.935,4028.14,10456.41667,6938.483333,6317.403333,7095.146667,8420.36,11224.945,6663.431667,10618.705,13773.65,8188.32,8239.17,2960.5,7617.801667,4580.611667,7977.458333,6744.6,5165.181667,2055.28,1414.278333,5843.186667,10905.42167,8013.605,7169.123333,5286.66,5255.67,9168.66,4170.505,5298.346667,4216.32,16336.79,6709.473333,5379.075,4281.333333,6289.95,8173.74,3592.733333,4299.61,2792.133333,7739.708333,10993.91167,8991.27,4265.596667,5097.383333,5506.395,8710.296667,13200.81667,7734.113333,4451.266667,2908.971667,2122.01,7519.623333,5619.823333,3698.023333,6643.116667,3622.943333,6104.82,2587.893333,5181.4,2596.76,7618.016667,3701.171667,5765.375,5400.893333,4652.75,3275.498333,4191.943333,8094.02,19303.39333,8267.41,19491.56667,8913.086667,11027.99667,3400.913333,5083.07,6269.42,7316.433333,9728.42,2538.136667,5353.11,5576.63,4106.34,11371.11333,8490.183333,7189.063333,8253.23,2418.77,3511.14,4116.92,3222.701667,11991.69667,8156.555,5025.108333,7456.553333,5172.426667,17861.15667,5533.4,8072.415,5928.465,16304.25,
MF0037,27,0,0,45,78.5,29.5,2760.5,185.5,173.5,113.5,141.5,89,39.5,211.5,105,84.5,92,158.5,101.5,56,45,119,122,93,135,242.5,153.5,188,186,123.5,53,26.5,178,126,184,120,61,78,48.5,31.5,26,56.5,24.5,254,286.5,318,509,153.5,52.5,66,140,50,57.5,53.5,172,67,107.5,75,5148.681667,2046.28,7,84.5,80,89,54,71.5,93,112.5,38,52.5,50.5,95.5,46.5,407.5,147,182,118,90,157,123,95,103,82.5,161,118,132,416.5,825,420.5,148,109.5,58.5,96.5,169.5,2,9.5,20.5,34,30.5,78,44,59.5,60,148,60,159,214,208.5,45.5,179,98.5,471.5,141.5,75,29,110,129.5,108,44.5,12,21,286,12.5,89.5,117,70.5,118.5,0,35,57,33,64.5,120.5,850,334,800,3819.5,61,442.5,181,186,
MF0034,2649.85,26511.09,16914.48,47845.87,12113.66,6841.58,15257.35,18118.25,19432.73,11122.59,13504.4,10869.45,8332.45,7364.48,12258.93,10579.82,9281.18,11618.04,13967.75,10653.74,3866.59,10477.86,8775.77,6029.75,9294.77,17228.47,12276.59,15738.66,21076.91,8163.8,9789.07,3258.23,8575.24,8329.34,13749.85,15643.88,25943.11,28369.21,3169.84,8216,6090.11,7441.01,9012.08,5209.15,7639.37,8740.3,10463.75,15369.74,10946.83,9787.91,10417.27,12586.96,8038.28,3316.39,9914.18,5881.69,8455.67,5879.3,1028.14,829.81,1164.29,5033.64,8747.65,16331.78,6646.19,7668.49,11075.3,10207.97,8123.31,8320.42,6847.8,11814.04,8948.08,6173.87,6341,6277.85,9320.01,7439.82,4269.38,4024.38,12665.94,20443.32,13772.42,12433.52,13607.81,9660.98,12965.12,19582.8,15225.12,7512.77,5768.45,2629.87,6517.14,3575.07,2954.89,10926.66,4270.71,6239.76,2155.28,5015.75,2527.6,12726.25,3863.87,8424.22,6889.88,5687.5,3723.15,5105.95,6526.23,12761.56,7985.31,16479.29,11390.06,15149.79,3046.84,6684.38,5134.87,7537.88,8298.76,1746.41,3746.5,7214.89,3617.65,9000.24,14856.46,10932.55,9175.97,2266.88,3241.42,2835.17,2494.51,10992.11,9580.23,4163.02,4134.56,4944.48,18001,5569.8,8519.97,7510,9514.36,
MF0078,11307.84,28754.33,20761.48,46659.3,6262.15,3312.25,72306.1,56080.68,57756.98,11904.43,12841.07,10406.7,4621.78,273428.57,56172.51,14952.67,17127,199510.12,19327.83,9162.74,2733.83,12459.69,15394.92,15312.59,20178.37,29882.12,14143.17,17348,17188.56,10838.31,5468.22,3508.39,27898.57,29195.67,45764.34,53438.89,40680.87,44141.13,14577.52,6208.09,45703.93,5632.08,38650.49,14554.15,11422.95,10985.23,14639.26,21999.07,10987.08,27628.73,19539.09,12308.38,18116.87,21127.89,13578.75,8455.03,14452.51,13252.45,22431.89,7431.31,3755.63,14482.65,42634.72,18050.36,18601.44,13038.9,19903.21,20730.07,6522.55,8532.83,5595.54,33862.7,11534.92,16599.94,6061,7610.7,11550.01,4890.82,5995.47,3824.8,13542.28,12936.14,11381.91,4936.77,5704.81,7968.32,13200.71,17572.54,12484.96,4363.03,3972.53,2806.87,23688.47,13917.73,3961.89,10730.33,3998.03,16571.34,4456.36,9265.9,9807.86,10999.74,7403.11,11163.98,7542.72,5459.75,4624.31,6362.53,49753.91,54147.48,27945.14,43690.46,16631.06,20049.53,7509.83,9818.03,8173.45,17384.62,33496.51,6896.41,14075.59,9808.55,21427.24,20784.66,15314.95,15997.88,14196.72,2859.31,4069.33,4971.99,7803.59,37690.6,18255.73,8500.35,15618.32,7506.4,49958.82,14042.36,113379.64,11225.16,65745.11,
MF0035,2545.85,21382.59,12145.56,27426.45,4013.66,2291.08,12220.25,17191.58,19013.56,7937.75,8714.57,5560.45,2587.95,5936.25,10247.51,10677.49,8461,11305.62,9280.75,6327.74,1899.75,7618.86,8072.77,6058.33,9467.6,17483.8,8220.92,11714.58,15270.24,5589.3,2675.24,2938.98,8644.07,8735.67,13993.43,3408.21,2726.19,4741.79,2820.75,5281.75,5879.11,3031.25,9153.83,5139.75,7126.87,7579.14,10356.42,11728.49,6943.83,8953.66,8750.77,4887.96,6541.28,3240.39,6985,3366.86,6088.92,3893.3,5632.39,2898.73,1740.21,4324.5,8568.4,10242.2,6044.19,7974.57,11616.22,10177.97,3341.31,3551,4535,8669.62,5888.08,6393.12,4769.75,4474.52,7657.25,6944.32,4065.8,4308.96,9561.94,12184.42,9157.75,5135.35,7051.98,8306.31,7660.12,9356.21,8493.62,4026.6,2514.75,1316.37,5592.25,2133.25,965.89,1425.33,1183.71,5988.76,1917.25,4752.08,2446.6,5345.25,3346.87,7485.22,4345.88,3312,2446.23,4769.53,6577.98,3309.81,6817.81,4559.46,6217.56,6818.62,2672.34,5861.88,3899.7,5892.63,6865.01,1674.75,3795.83,6274.75,4159.48,8158.24,12546.96,10480.22,5428.97,1791.71,3748.92,4544.84,2273.51,9424.86,8912,3693.25,3510.75,3744.75,11139.59,4339.8,5431,6292.5,5619.5,
MF0079,337,4157,2682,910,572,216,8733,1781,1692,1464,2733,1297,705,5721,1523,1019,2421,1238,2699,1954,669,764,1334,786,556,856,3132,5048,1722,1672,1098,116,1990,959,846,880,902,825,646,253,407,1773,307,531,1222,1942,1433,2028,1214,2140,3579,970,1046,178,3294,670,1296,757,38,56,55,997,2978,948,2001,1463,1036,3551,866,1021,1539,461,1067,282,2504,1162,3839,463,565,235,936,4483,2407,1935,780,1944,1760,3643,841,122,385,146,961,243,291,557,203,407,234,203,99,1550,648,511,248,535,246,141,333,2650,533,4395,1801,463,353,619,584,419,1059,316,146,593,138,711,5100,1354,2269,420,129,94,408,946,2221,750,620,615,7877,368,4544,2044,5458,
MF0032,0,141,82.5,167,0,1,80.5,116,111.75,1.5,3.75,1,0,101.25,101,3,0,102.75,0,1.5,0.75,0,1.5,30.75,27.75,94.75,4.75,6.25,8,0,0,0.75,55,40,84.75,1.5,0,3.5,1,1.25,2,0,2.25,0,0,2.5,0,1.75,1.5,1.25,0,0,0,2.5,1.75,1,1.25,0,21,18,11.25,2.25,1.75,4,1.5,10.75,2.25,2.25,1,1.25,382.75,0,15.5,1.75,4.75,0,0,37,13.25,13.25,3,2,2,3,2.5,1.5,3,4.25,3.5,0,7.5,0,1.5,0,54,11,39.25,0,0,0,0,0,1,1.5,0,0,12.75,36.75,2.25,3.5,0,3,0,2.5,0,0,0,1.25,1.25,0,0,0,0,0,3,1.5,0,0,0,0,1.5,1.25,1.75,19,16.25,0,18.75,0,7.5,1.25,2.5,
MF0076,6966.5,2991.625,1972.585,11157.08,2148.165,2698,74805.125,29402.67,36734.5,6618.71,5777.25,2893,3901,150585.125,21332.335,2772.58,8302,100311.665,3575.5,5810.125,644.46,6664.625,6476.25,2406.455,3859.54,5035.42,2314.13,2621.83,3563.335,5654.625,3147,862.625,7470.625,6771.79,10794.71,17194.875,15351.625,14216.875,5682.5,5007.75,27584,1135,27900.75,4864.375,4850.71,3213.04,5838.29,4355,5499.125,5864.625,8742.25,6764.625,5246.54,9534.75,7811,1524.665,9607.375,11488.5,88864.75,22791,17830.875,4924.79,25386.25,12360,3550.625,4435.71,8029.375,7182.83,2482.625,2119.75,3878.75,26647.875,11589.625,12460.46,963.625,1318.625,4268,776.5,662.75,1019.75,3550.165,2454.25,2460.585,3482.5,4794.5,4809.375,4326.54,6924.875,5162.04,2008.125,1266,409,9340.54,6256.415,23946.125,36850,18609,4710.83,1772.125,4072.125,4878.125,4446.75,1515.165,8440.625,6530,3706.75,3609.375,4846.625,28719.25,21430.625,11914.5,26426.375,8712.875,9189.875,2391.75,5376.5,1007,5141.125,13565.295,2758.875,5804.625,2474,9889.625,11883.375,2239.625,1883.335,5942,1732.5,2605.5,2901,4688.5,15142.21,9909.25,7646.25,13624.75,6547.75,24656.75,5550,56753.125,5362.25,29289.125,
MF0033,0,38643.19,23072.98,58078.76,12597.115,8322.835,119700.355,71898.465,79942.52,21525.92,24939.605,16360.1,11905.65,292732.205,62070.97,16404.58,27975.885,208497.405,22678.945,18176.21,4971.375,20851.03,20176.245,16487.205,21158.555,31629.81,20414.93,25552.325,26288.325,18785.445,0,4781.195,28914.89,27510.455,41570.76,52783.86,48961.805,51103.56,15694.055,12919.375,55281.975,9846.415,53310.54,16370.825,18640.775,19066.545,22799.565,25293.91,19210.66,29128.015,25971.83,21383.25,21567.85,22408.445,23440.695,11105.1,24663.56,23010.87,104789.445,29312.075,21978.525,16770.365,53526.005,31783.225,19117.495,17151.57,25487.82,27224.44,11635.335,13469.535,13364.65,51084.63,26957.925,26611.27,8152.775,9188.67,17195.245,9114.52,9713.795,7089.87,18667.455,23431.23,18672.75,13758.825,16182.565,15445.705,22097.515,31506.435,21506.245,9225.005,8045.94,4449.12,26711.65,15952.655,27885.195,48074.46,23307.475,17881.2,6308.445,12802.78,11632.255,19476.53,9390.97,19397.355,14519.93,12560.275,9724.735,12361.095,58197.605,56252.7,31269.51,57410.565,27207.58,28006.885,8620.915,15122.76,8349.04,18508.72,37247.75,8148.485,15927.65,12453.55,23235.35,29951.145,19581.45,16479.07,22231.14,6120.175,8483.975,9924.8,11973.46,42810.785,29339.765,15799.205,25898.135,14463.09,69017.755,16584.6,119731.155,17458.46,70030.1,
MF0077,326.0833333,3077.666667,1818.833333,1200.25,629.9166667,227.5,4675.833333,1969.083333,1861.5,1319.14,1971,880.9166667,508.8333333,3219.333333,2227.833333,1113.276667,1549.166667,1205.916667,1750.333333,1233.25,487.6666667,667.0833333,1028,625.25,557.1666667,869.5,2658.556667,3480.083333,1752.306667,1131.583333,753.3333333,209.3333333,1426.833333,875.8333333,1041.833333,989.4166667,634,1115.75,455.5,275.8333333,507.3333333,1078.666667,538.6666667,915.25,1387.473333,1755.86,1615.86,1542.416667,947.25,1614,2278.5,756.0833333,1289.75,240.5,1980.666667,770.0833333,933.25,608.5,807.4166667,575,1316.916667,686.25,1813.333333,1077.166667,1318.083333,1246.14,1275.25,2547.416667,610.5833333,686.6666667,1735,602.4166667,1159.75,590.8066667,1553.083333,968.4166667,2357.666667,607.1666667,625,400.3333333,1023.333333,3532.89,2231.223333,1564.166667,1118.833333,1834.75,1831.026667,3409.056667,1304.75,349.4166667,440.5,191.3333333,892.0833333,256.1666667,382.0833333,347.25,376,380.6666667,346.25,464.25,209.5833333,1077,645.9166667,441.75,258.1666667,734.8333333,471.9166667,494.5833333,434,1489,550,2440.666667,1274.083333,871.25,371.8333333,511.5,548.3333333,545.0833333,824,194.25,118.9166667,1028.5,124.0833333,558.0833333,3171.916667,1168.833333,1494.333333,297.3333333,184.6666667,171.8333333,352.0833333,895.3333333,1418.333333,687.6666667,836.1666667,751.1666667,4484.25,341.3333333,2719.25,1275,3236.25,
MF0029,2800.1,15069.34,7942.73,13571.37,5760.16,2007.33,10746.85,14085.5,16436.48,9801.75,10296.65,4941.2,2477.7,5887.48,10574.18,11687.16,4963.68,9563.29,7266.75,4537.24,2584.09,5119.61,6059.27,5427.75,7502.52,12749.22,11437.25,15803.91,16882.07,5500.8,2922.07,3051.48,7138.24,7238.84,10602.85,9762.13,3306.61,9359.46,2446.09,2899.75,5632.36,3594.26,7191.08,2360.4,12098.53,12078.39,14784.09,9474.49,5271.08,8984.16,8127.27,4393.96,6813.03,2567.89,6333.93,2317.44,5022.42,3646.55,8481.39,8125.06,18998.54,3587.39,7325.15,10221.53,6901.69,8186.9,12311.55,13159.22,2701.81,3331.42,5727.05,5372.29,7029.83,6963.78,5091.25,6339.6,7084.26,5947.07,6214.38,4592.38,8302.94,12496.23,9975.33,10384.27,12158.56,14424.73,13432.21,21531.21,13980.37,5964.77,3698.2,2003.87,3865.89,1701.82,2002.64,1512.16,2150.96,4650.26,3457.53,6426,3130.6,4580.5,3300.12,3698.97,2453.88,5727,4469.65,6487.95,5169.98,2805.31,4753.56,3652.29,6524.81,10310.29,3100.84,3801.63,4558.87,5905.13,5567.26,850.16,1107,3642.14,1764.4,3583.49,11353.46,13247.8,5991.97,1506.63,2159.17,2559.67,2602.76,8196.36,4874.98,3151.77,4854.06,4709.23,10543.17,3077.8,5317.72,4322.25,5054.86,
MF0041,4545.003333,16656.44667,9680.081667,22727.415,5358.193333,3598.493333,5505.54,16020.87,12809.5,8386.865,10993.56333,7559.016667,5514.441667,4227.165,16806.595,6939.34,10555.13,7689.32,9734.92,8308.686667,2356.256667,8742.993333,8257.733333,5938.493333,7919.036667,12470.985,8834.711667,10833.71833,10971.34667,8647.005,6599.948333,1472.74,12105.36667,11382.11167,17444.81667,20631.20833,19262.19167,23933.58,3491.02,4992.855,10959.44,5033.82,11286.16667,5624.125,6196.001667,7095.146667,7824.34,11224.945,8933.511667,10618.705,10263.32,8460.29,7895.448333,2466.5,10904.83,5603.776667,10130.205,9439.84,7950.306667,3569.365,2813.903333,5843.186667,11702.59167,10324.94,7169.123333,4596.25,4305.59,9168.66,5257.425,6322.851667,5717.575,16847.1,11773.13833,7995.91,4521.125,5380.06,6725.038333,3938.795,5252.235,3208.758333,7600.585,11749.03,8991.27,5782.761667,6631.218333,5519.79,9747.461667,14990.73667,8426.778333,4732.183333,4276.245,2361.505,5666.57,3000.065,5583.898333,11372.40667,5625.493333,5297.605,2126.995,3032.365,1439.38,8868.298333,3832.511667,8011.12,5277.196667,6251.75,4786.418333,6321.028333,8554.965,19303.39333,4668.57,20987.11167,9921.043333,12233.275,2710.985,5947.285,4694.06,7316.433333,8286.6,2206.433333,3140.96,5959.065,2403.335,7384.165,8490.183333,6731.67,8888.115,2472.305,2882.07,3084.79,3978.621667,10195.66,10148.68,5025.108333,7456.553333,5076.878333,20310.33167,3164.87,6491.875,7568.2,11885.21,
MF0085,5426.25,2129.8125,2167.815,16175.62,1905.4975,1475.7525,52213.5625,28974.4425,33039.375,4911.935,4436.1875,2641.5,1505.7525,202257.06,27298.8775,3868.87,7961.7525,141739.7475,3636.745,1961.56,520.7525,3653.815,2627.1275,2514.37,4611.6225,6041.505,1714.5075,1967.0575,3591.6275,2286.06,1303.5,1145.5,8869.5,8857.3725,15267.1275,19361.94,17318.435,14803.9975,8148,2320.995,31650.5025,1017.5,25667.505,6228.8125,4234.9425,2788.43,5593.555,4463.125,2215.5675,7169.75,2341.3775,4581.565,6168.56,13957.75,2779.38,1471.2475,5777.5575,6696.255,16167.0625,5151.5,2477.56,6544.7475,28591.755,10373.5625,4229.5625,6456.315,11671.0675,9781.12,1360.815,2025.9975,1684,20436.25,5290.81,11414.9425,412.6875,656.0625,1312.9975,510.5025,298.9975,626.4975,4709.7475,2465.25,2652.5025,1155.7525,1868.7475,2143.435,4360.06,6214.125,5805.435,500.565,200.5,117.2525,13176.06,8750.4975,1696.5625,4851.25,1880.6275,6443.495,1901.31,4784.8125,6325.3125,2744.3775,1975.7475,3864.31,3866.505,1580.125,1589.0625,1904.6875,35275.5,24629.8775,17166.9975,17377.185,4650.1875,6038.185,3364,2461.005,588.0025,6053.19,19324.755,3403.4325,7899.5625,2625,13938.5625,12793.435,2736.5625,2521.5025,2913.495,1488.9975,2364.7525,2862.2525,3309.2475,21388.6275,9502.75,3527.3775,7860,2489.1225,29136.6875,7882.755,81470.2475,2211,40611.0625,
MF0086,34852.515,69914.23,45427.89,121840.95,26067.23,16574.795,271525.49,148505.185,169899.72,44232.925,50698.805,32230.45,23705.875,598635.365,121396.395,32121.33,57128.47,419160.09,45776.315,37725.37,9803,43344.085,43756.04,29912.04,38902.24,58771.625,37337.895,46105.945,50063.73,38628.64,26005.355,9255.14,56688.885,56043.165,88738.1,115332.6,104043.49,112240.125,30488.73,27449.625,115555.525,19203.58,115756.33,31416.025,35296,35915.405,42561.9,51462.82,39120.87,54704.88,55998.96,43761.775,41437.2,44170.39,48869.865,21566.82,50608.02,48949.015,202797.14,54594.77,40897.045,31873.23,111531.91,66086.695,35577.215,33177.395,49697.01,52314.055,23164.945,26282.325,25875.13,109276.19,56621.175,52962.49,16374.15,19290.56,34618.665,17858.265,18742.985,13199.395,35793.26,42752.215,34282.705,27244.005,32784.05,31730.74,42005.205,58626.33,41639.265,18021.44,15439.83,8356.39,52844.925,31202.935,61804.765,102526.665,51508.2,34326.075,12540.79,25062.94,22934.185,38603.985,19121.44,42609.76,30269.46,25634.275,19916.35,24948.195,120269.06,123076.4,62660.995,131745.125,54901.735,62170.4,17282.33,32511.445,18201.56,38444.115,73007.05,16161.395,31865.03,23277.575,46474.805,61472.14,37538.8,30665.01,44531.705,11885.705,15126.85,16339.295,25484.92,83114.92,59915.63,31393.88,52857.17,28558.33,137021.83,33026.075,240868.43,36026.125,143595.32,
MF0083,358.5,1245,600.67,648.66,111.83,44.42,276.5,1924.84,1620.5,203.91,399.25,562,123.67,372.83,1208.67,78.33,613.67,793.83,351.66,276.08,71.17,215.67,119.17,451.16,557.33,807.09,249.34,309.66,360,233.83,191,69,1552.5,812.58,799.92,132.17,55.83,25.83,259.75,40.16,34.67,175,231.09,917.5,623.92,770.41,1280.16,447,168.84,295,179.67,211.17,182.33,210.75,298.34,374.83,777.16,365.34,7,5,12.33,442.83,378.34,187,161,180.25,164.59,482.16,120.17,406.33,382.75,341.5,153.33,64.17,330,406,146.33,203.67,182.33,126.33,244.33,456.33,333,221.17,106.83,124.33,964.75,2422.08,1124.33,435.67,341.5,130.67,218.33,625.58,3,11,32.96,144.66,78.33,58.5,17,223.67,174.83,379.33,109.59,584,413,651,36.5,191.67,91.33,184.33,414,218.33,73,261.34,330.67,329.67,224.34,186.66,110,1024,82,276.83,257,68.67,624.91,111.83,90.67,128.17,366.83,301.67,464.75,1538.92,1121.75,1479.33,1011.5,145.34,111.33,531,253.5,
