	TL1a_FP_88	TL1a_DTT_76_Repeat	TL1a_FP_64	TL1a_DTT_172_Re_extracted	TL1a_DTT_268_Repeat	TL1a_FP_76	TL1a_FP_130	TL1a_FP_142	TL1a_DTT_130_Repeat	TL1a_FP_172	TL1a_DTT_196_Repeat	TL1a_FP_100	TL1a_FP_196	TL1a_DTT_88_Repeat	TL1a_FP_160	TL1a_FP_286	TL1a_FP_208	TL1a_DTT_244_Repeat	TL1a_FP_244	TL1a_FP_232	TL1a_DTT_142_Repeat	TL1a_FP_268	TL1a_DTT_160	TL1a_DTT_64	TL1a_DTT_286	TL1a_DTT_232	TL1a_DTT_208	TL1A_FP_640	TL1A_DTT_640	TL1A_FP_688	TL1A_DTT_628
TL1a_DTT_196_Repeat	1.445685488781062	2.4090219297467614	2.590817163501192	1.8415048530570768	0.6553677265945929	2.6660834539883345	2.8249375095925555	3.0067818672889985	1.4543143225760744	1.574572240098149	0.0	2.3503716359692275	1.8385533037761457	1.3487342865367733	3.1519554767060463	0.6399432464016961	2.3631028140610395	2.234318950989291	2.7990921662824113	0.4312324959047839	0.8562463276138297	2.935922746507663	3.0082350957285606	4.336902625749124	1.0208678111205318	1.8941200514024399	2.00455510986669	2.2905377687543202	1.8264089179846004	1.957021179479974	1.2668145668165196
TL1a_FP_100	1.7472511323277018	1.5927451487211126	0.9659618236885775	0.5373726183595725	1.8589394084465813	0.818301193841664	1.0156934301397074	1.1591317707480782	0.8965690593529003	1.4695119461851465	2.3503716359692275	0.0	2.144514581699841	1.3250587540847767	1.7984734028277938	2.066036233213832	0.8447605842156176	1.1586271056570276	1.3271777208699442	2.339357474791767	1.7875251660151228	1.4320506157169324	1.6850784780049608	2.8537372980098463	2.3725337718613844	3.5927618132646923	1.8662695016704403	1.4886590493476788	1.331769063575801	1.2286588806015133	1.2414991513270677
TL1a_FP_196	0.5253464584701684	3.095890779059815	2.8401816670758135	1.825221534798515	2.0045833409257243	2.820897547436075	3.050134489634686	1.9841146781416894	1.6629285021340952	0.7099058739568151	1.8385533037761457	2.144514581699841	0.0	1.424085605594863	1.700461386973436	1.2083963806121025	2.5043347336273074	2.815305942251326	3.260725989152773	2.077280154994522	1.678265646791913	1.685160657753227	1.589189154083712	4.317590226284189	0.9488914014501374	3.729608267470931	3.150892139026168	2.9444065799997117	2.6904448618850294	2.705733700105394	2.034613060715498
TL1a_DTT_88_Repeat	0.9680513391708635	1.7001642301427273	1.6126784189441465	0.9998977779732442	1.1513086349211252	1.677988792371474	1.8936067529196958	1.818161282974104	0.6908401495975821	0.8346938311012692	1.3487342865367733	1.3250587540847767	1.424085605594863	0.0	2.1506932886005528	0.9851167066168917	1.2711000757991175	1.5037885530207535	2.008306382847065	1.294001685895912	0.605476001419248	1.9274958145976624	1.930448595869752	3.1957236398427216	1.2666874746189305	2.897187496248135	1.9476071474095213	1.5482110893847525	1.5053502720104537	1.426095112186807	1.0022887640612044
TL1a_FP_160	1.7811687853671168	3.246765362815835	2.639319986854423	1.9106129567377323	2.981311301103364	2.5107784319427147	2.7118508465767093	0.8323376048337279	2.0999288984203996	1.5911846324568506	3.1519554767060463	1.7984734028277938	1.700461386973436	2.1506932886005528	0.0	2.5793623579859983	2.395158983430517	2.897559851913741	3.0753155738724884	3.300346348637865	2.706445091742337	0.39197969217479545	0.32753218766248876	3.8243037925535712	2.5431525079146264	4.8791047450152085	3.560632481350637	3.1203065157255594	3.01212875789258	2.946533282285637	2.608149209323893
TL1a_FP_286	0.8262411077179289	2.4509286740570753	2.4715932550667827	1.5805886541255643	0.9320939314435258	2.5202217199259174	2.7152667618796755	2.5149966559271335	1.2141807528547417	0.9919149422707323	0.6399432464016961	2.066036233213832	1.2083963806121025	0.9851167066168917	2.5793623579859983	0.0	2.182555308028803	2.2315190167971357	2.779189095745959	0.8859531983163351	0.7481589303421452	2.4026831203951473	2.4298503175237958	4.1593388596917436	0.49318412187410815	2.524977854088057	2.2673196777891396	2.311158838740211	1.94179441926248	2.016620118431067	1.277988489381872
TL1a_FP_208	2.073517700793173	0.8728373524476716	0.3885135565398213	1.0468644889428778	1.8676748730729653	0.5017698098763068	0.7040819998190557	1.6725981918217212	1.1413284691115357	1.8250152701665852	2.3631028140610395	0.8447605842156176	2.5043347336273074	1.2711000757991175	2.395158983430517	2.182555308028803	0.0	0.6607780310628819	0.8826527359808023	2.199717843295512	1.6338605886001125	2.0861634254963124	2.1921511806824805	2.204088257689683	2.5248341019898737	3.358941664799488	1.636150882183998	0.7671187892035103	1.2014565874059457	0.9179871339498323	1.3282219952680292
TL1a_DTT_244_Repeat	2.3238643617206103	0.5166550360890741	0.5296297157956907	1.1874388320889413	1.6468142178820588	0.6718423148552979	0.7117963177120212	2.218790136386122	1.2178630207151058	2.1157216273719515	2.234318950989291	1.1586271056570276	2.815305942251326	1.5037885530207535	2.897559851913741	2.2315190167971357	0.6607780310628819	0.0	0.5745566357477134	2.036204658078135	1.6508832300500276	2.555264202952182	2.7277301603107844	2.514052395904528	2.6569332798424155	2.892829819817528	1.011119334173209	0.458439032288446	0.6834057427381729	0.3641180292060621	1.1228198008387105
TL1a_FP_244	2.7902934755445403	0.753363386808628	0.5117376879566813	1.5406379229676084	2.1952910412513127	0.5732182744514308	0.40635563366825134	2.3225110052568625	1.6843402478915388	2.5546447052240358	2.7990921662824113	1.3271777208699442	3.260725989152773	2.008306382847065	3.0753155738724884	2.779189095745959	0.8826527359808023	0.5745566357477134	0.0	2.6078851922343795	2.215800255467678	2.725378716547193	2.9250591373702455	2.271292687829806	3.1933493068047567	3.3429518001873144	1.326051295306416	0.7964457734402473	1.11053534265695	0.8656667981760334	1.6329645145180525
TL1a_FP_232	1.6569011120098527	2.130532636407181	2.4185038666249135	1.8724867896542388	0.6574670814179155	2.528577805809437	2.675533281661528	3.059875642135422	1.4740493692296095	1.7384831061838406	0.4312324959047839	2.339357474791767	2.077280154994522	1.294001685895912	3.300346348637865	0.8859531983163351	2.199717843295512	2.036204658078135	2.6078851922343795	0.0	0.7044103193197812	3.072588532495445	3.1249900827866597	4.06325477799833	1.2768094782271855	1.7176443456528405	1.8174032659065655	2.0202181577678364	1.6904809230512687	1.7777681502131781	1.2404480195602892
TL1a_DTT_142_Repeat	1.2216028059948547	1.773631650573289	1.919151577972466	1.378057126856689	0.776720809999269	2.022806194938937	2.204684765901767	2.4136999339638883	0.9825000543190636	1.2189675104832156	0.8562463276138297	1.7875251660151228	1.678265646791913	0.605476001419248	2.706445091742337	0.7481589303421452	1.6338605886001125	1.6508832300500276	2.215800255467678	0.7044103193197812	0.0	2.4843543999955173	2.501417581290206	3.514122190937053	1.1340910365480172	2.341622178825955	1.7987219725582873	1.636153913750475	1.491490690567873	1.4786883874571646	0.9809301395377062
TL1a_FP_268	1.6510631423847164	2.930539155747202	2.308560651606019	1.5585359560542904	2.702394041649568	2.168277674719668	2.3650064249103226	0.6041504394081837	1.785917900283258	1.4239299492059878	2.935922746507663	1.4320506157169324	1.685160657753227	1.9274958145976624	0.39197969217479545	2.4026831203951473	2.0861634254963124	2.555264202952182	2.725378716547193	3.072588532495445	2.4843543999955173	0.0	0.4798601039569834	3.6466995226126127	2.437944648517252	4.598119236987253	3.2028236683907796	2.8075282651745943	2.655216236233615	2.5978110516568775	2.2829968847809083
TL1a_DTT_160	1.646770406054059	3.042055100293839	2.4638807585879294	1.8003627261629538	2.8451555879360795	2.3579496588241553	2.5694605412815408	0.7039066063707307	1.9592920563193916	1.4426902380075313	3.0082350957285606	1.6850784780049608	1.589189154083712	1.930448595869752	0.32753218766248876	2.4298503175237958	2.1921511806824805	2.7277301603107844	2.9250591373702455	3.1249900827866597	2.501417581290206	0.4798601039569834	0.0	3.5807343620873273	2.3959546027904115	4.732711066397559	3.432131309575269	2.9127832137585337	2.8840693678840714	2.79273124616931	2.48113604246329
TL1a_DTT_64	4.010573067300616	2.2404237980135937	2.1501720522573584	3.2175318511235522	3.927383200839599	2.255734773429885	2.2263952637312503	3.0526699229770484	3.316927487618534	3.7681793188018755	4.336902625749124	2.8537372980098463	4.317590226284189	3.1957236398427216	3.8243037925535712	4.1593388596917436	2.204088257689683	2.514052395904528	2.271292687829806	4.06325477799833	3.514122190937053	3.6466995226126127	3.5807343620873273	0.0	4.410408325000152	4.998608245738907	3.4025041844392026	2.279445767540522	3.1958463065194582	2.8679549951045087	3.486606368367351
TL1a_DTT_286	0.7898626989038368	2.8634725736947955	2.844487558442504	1.9229111077641474	1.422343476059561	2.886284726408772	3.0957662710166347	2.6141582633713147	1.5935931936500851	1.0497444938249803	1.0208678111205318	2.3725337718613844	0.9488914014501374	1.2666874746189305	2.5431525079146264	0.49318412187410815	2.5248341019898737	2.6569332798424155	3.1933493068047567	1.2768094782271855	1.1340910365480172	2.437944648517252	2.3959546027904115	4.410408325000152	0.0	2.8886730938805365	2.7569923935615073	2.7187510200878755	2.4146197187604606	2.470290337205517	1.7433483020701963
TL1a_DTT_232	3.3041019046710036	2.8804365845394235	3.4096416356023287	3.1665534928941663	1.8987381340386527	3.537602804233725	3.583231234900166	4.555403864620714	2.8499831684389627	3.3738850339912947	1.8941200514024399	3.5927618132646923	3.729608267470931	2.897187496248135	4.8791047450152085	2.524977854088057	3.358941664799488	2.892829819817528	3.3429518001873144	1.7176443456528405	2.341622178825955	4.598119236987253	4.732711066397559	4.998608245738907	2.8886730938805365	0.0	2.1050542183200998	2.8535733422929193	2.4142726604452536	2.5899275965464064	2.3834592203187532
TL1a_DTT_208	2.625670771457333	1.1937401069733418	1.5205952344234497	1.6540998917902976	1.3888439039193152	1.601311377430609	1.5833590010519336	3.006055155825638	1.5642129251115533	2.5018010476891694	2.00455510986669	1.8662695016704403	3.150892139026168	1.9476071474095213	3.560632481350637	2.2673196777891396	1.636150882183998	1.011119334173209	1.326051295306416	1.8174032659065655	1.7987219725582873	3.2028236683907796	3.432131309575269	3.4025041844392026	2.7569923935615073	2.1050542183200998	0.0	1.1948195140557303	0.5494162721366421	0.7246812679025348	1.1231688404288007
TL1A_FP_640	2.4656307753199944	0.15258105325439544	0.7241025633659526	1.5106471566200503	1.7701998300812287	0.9489744006583961	0.9851936614750608	2.4316626366504153	1.4608359950261942	2.274636173706909	2.2905377687543202	1.4886590493476788	2.9444065799997117	1.5482110893847525	3.1203065157255594	2.311158838740211	0.7671187892035103	0.458439032288446	0.7964457734402473	2.0202181577678364	1.636153913750475	2.8075282651745943	2.9127832137585337	2.279445767540522	2.7187510200878755	2.8535733422929193	1.1948195140557303	0.0	0.9997991253426097	0.6813653613547196	1.3700114312936504
TL1A_DTT_640	2.169681186184997	1.0568078355023194	1.14854311415439	1.1090828870247624	1.1789499972297153	1.1979466387441267	1.242383788523528	2.4632770042859375	1.0527489519817852	2.0147855283290848	1.8264089179846004	1.331769063575801	2.6904448618850294	1.5053502720104537	3.01212875789258	1.94179441926248	1.2014565874059457	0.6834057427381729	1.11053534265695	1.6904809230512687	1.491490690567873	2.655216236233615	2.8840693678840714	3.1958463065194582	2.4146197187604606	2.4142726604452536	0.5494162721366421	0.9997991253426097	0.0	0.3322098013800042	0.69532293130847
TL1A_FP_688	2.1936482859360797	0.7477186336887032	0.8601756418367819	1.1033294715676625	1.340244397098682	0.9534946202245709	1.005283383708879	2.338037661769663	1.0670497273379171	2.014744869219843	1.957021179479974	1.2286588806015133	2.705733700105394	1.426095112186807	2.946533282285637	2.016620118431067	0.9179871339498323	0.3641180292060621	0.8656667981760334	1.7777681502131781	1.4786883874571646	2.5978110516568775	2.79273124616931	2.8679549951045087	2.470290337205517	2.5899275965464064	0.7246812679025348	0.6813653613547196	0.3322098013800042	0.0	0.8368816416654169
TL1A_DTT_628	1.5108599168885908	1.4845516786656965	1.4620298392413396	0.783549942270507	0.6597875460717463	1.4890613663318562	1.6277332813372936	2.209797652397664	0.5264311640507918	1.3948732954265186	1.2668145668165196	1.2414991513270677	2.034613060715498	1.0022887640612044	2.608149209323893	1.277988489381872	1.3282219952680292	1.1228198008387105	1.6329645145180525	1.2404480195602892	0.9809301395377062	2.2829968847809083	2.48113604246329	3.486606368367351	1.7433483020701963	2.3834592203187532	1.1231688404288007	1.3700114312936504	0.69532293130847	0.8368816416654169	0.0
