feature	k__Bacteria.p__Bacteroidota	k__Bacteria.p__Firmicutes	k__Bacteria.p__Actinobacteriota	k__Bacteria.p__Verrucomicrobiota	k__Bacteria.p__Proteobacteria	k__Bacteria.p__Desulfobacterota	k__Bacteria.p__Cyanobacteria	k__Bacteria.p__Deferribacterota
Mouse6A.FP34	4.42695596562203	2.82273116175646	-1.6713934449392	-3.26062865005578	2.35030727423407	0.130518395752875	-2.00786568156041	-2.79062502081004
Mouse6A.FP36	4.46035389387775	2.62853816019571	0.211321501555587	-3.95645052922133	1.74971006783984	0.0739902310212898	-1.2110127960475	-3.95645052922133
Mouse2A.FP09	3.36388542474229	3.03264131346973	0.427572767721641	-4.35341639757284	0.873524306132971	0.556784499201647	-3.45959852155074	-0.441393392144692
Mouse5A.FP25	5.24655377803458	2.58844201696232	1.55780403401876	-3.29812487031651	1.72025811057057	-2.1995125816484	-5.08988433954457	-0.525536148076733
Mouse5A.FP30	4.36573008088173	2.67934806770672	0.542326510002712	-4.1633352145317	2.01549765679855	-0.82097833289248	-1.39971516227468	-3.21887360569085
Mouse7A.FP39	3.9532951884438	3.79662204156881	-0.731200664989133	-3.82224311834745	1.46476048830031	0.639345339162618	-5.90168466002729	0.601105385888338
Mouse4A.FP24	4.10914587359156	5.19782260402466	0.294497032188591	-4.28021394631479	1.30703471208546	0.75348662071246	-2.4084117694132	-4.97336112687474
Mouse3A.FP14	4.80704054739544	3.51160949239396	0.126634946238687	-4.15695161562194	0.525179611502278	-0.254978946047297	-3.05833932695383	-1.50019470890728
Mouse4A.FP21	3.96723411563904	3.75140260660379	-0.793907751245504	-4.85435076179192	0.283406539743672	0.0284511607944477	-3.24491284935782	0.862676939614299
Mouse2A.FP08	3.72090449485219	2.82038233319596	0.0889575517360009	-3.91977325776311	0.909155674883111	-0.420937406537037	-1.64844070827317	-1.55024868209395
Mouse7A.FP37	4.50089530608618	2.94863875717277	0.810963774021441	-3.29092799383604	1.4004198883931	-1.51443599673878	-3.38623817364037	-1.46931556145831
Mouse6A.FP33	4.16023181425435	3.15182768696531	-1.39958675571796	-4.28065612095181	1.05286750133085	1.17892939319235	-3.6745203173815	-0.189093201691587
Mouse4A.FP19	3.81144425886004	3.64928064260958	-0.552620465809006	-5.00308426203612	0.420396247465927	-0.15627594209765	-4.30993708147617	2.1407966024834
Mouse5A.FP27	4.03568179494977	4.17040769299206	0.699339798380039	-3.29987975207826	1.81009798535026	-1.66846293292539	-3.19451923642044	-2.55266535024804
Mouse10A.FP110	5.67193771752152	4.53388038573132	-4.49529775717076	-4.49529775717076	1.21181250757812	-0.75762813888739	-0.352163030779226	-1.31724392682281
Mouse10A.FP109	5.17810192405457	3.07881799070056	-3.10385706061862	-4.35662002911399	0.818116275662693	-2.37561856024741	-1.06078316310966	1.82184262267185
Mouse10A.FP111	5.08087771983093	4.2408520957621	-1.77280036632125	-5.43636201245089	0.418709909751534	-0.0703859974290418	-2.03516463078874	-0.425726718354637
Mouse9A.FP97	4.35997493831125	3.1638131481179	-0.934624588126156	-4.2825774552695	-0.28132331611341	-0.128916315890979	-2.27510941321475	0.378763002185647
Mouse9A.FP98	4.67164335292288	3.34257278541773	-0.418997872197625	-4.55815645020952	0.324645472376852	-0.523915812057124	-1.99320709274798	-0.844584383505211
Mouse8A.FP87	3.29161973684209	2.96941824293969	-0.853662526077581	-0.0576409877682508	-0.251433379064225	-0.0678764916622776	-4.54933702332435	-0.481087571885097
Mouse8A.FP85	2.875549662962	3.07308191612738	-2.03325269528263	0.443208606804672	-0.476557703003343	-0.617577689769518	-4.52737600017555	1.26292390233699
Mouse10A.FP113	4.35120688272731	3.99624202299943	0.463642690254752	-5.08387576192678	0.752103882340803	1.64187790907232	-0.121031131666876	-6.00016649380094
Mouse9A.FP102	3.13348140739384	0.757281240316314	-0.35352012765427	-0.379926010836199	0.76047317918767	1.30166172938619	0.516012099920591	-5.73546351771413
Mouse9A.FP101	3.96255170501954	0.885830880627996	0.603420806967394	0.218770073754501	0.894681554358609	1.14066306117733	-2.82294731304131	-4.88297076886405
Mouse10A.FP112	4.19372273629535	4.08974363172708	-0.827662648768676	-6.40361175191499	1.43354789808668	0.536610717204647	-2.96962454742985	-0.0527260352002523
Mouse8A.FP90	4.71197226701892	3.19254958862512	2.94931927874417	-2.4592375909127	3.34123152625655	-2.20389089910386	-4.16398568315113	-5.36795848747706
Mouse10A.FP114	3.46097018270798	3.04406127062628	-2.17075718263645	-3.84713457774565	1.51397700105583	-0.626721473558568	0.655662080083887	-2.03005730053331
Mouse8A.FP86	3.88918645932469	3.45463963228013	-2.05869310313157	-1.23201452994711	0.409204632355101	-0.651779454808947	-4.18692480898084	0.376381172908551
Mouse9A.FP99	3.33101845018203	3.52526828363867	-1.26298552411344	-0.695737824835624	-1.21976892261366	-0.624957642774576	-2.9614442874443	-0.0913925320390964
Mouse8A.FP89	4.45916638187317	2.83080937285259	1.29075538580066	-4.17941223767403	3.29683361726849	-0.745425033188887	-5.38338504199997	-1.56934244493203
Mouse9A.FP100	5.02356469997951	0.935824709227418	0.683161663075218	-4.13307949299281	2.16163284967104	2.38311358305015	-2.56446357507897	-4.48975443693155
Mouse8A.FP88	4.14682303537764	2.46908697504093	1.53989637991526	-3.34014692023203	2.89069237311875	-1.11306937974613	-2.24153463156392	-4.35174783191051
