	TL1a_DTT_173_Repeat	TL1a_DTT_76_Repeat	TL1a_DTT_172_Re_extracted	TL1a_DTT_268_Repeat	TL1a_DTT_269_Repeat	TL1a_DTT_245_Repeat	TL1a_DTT_130_Repeat	TL1a_DTT_196_Repeat	TL1a_DTT_90_Repeat	TL1a_DTT_198_Repeat	TL1a_DTT_88_Repeat	TL1a_DTT_89_Re_extracted	TL1a_DTT_244_Repeat	TL1a_DTT_197_Repeat	TL1a_DTT_270_Repeat	TL1a_DTT_142_Repeat	TL1a_DTT_78	TL1a_DTT_209	TL1a_DTT_160	TL1a_DTT_234	TL1a_DTT_210	TL1a_DTT_64	TL1a_DTT_287	TL1a_DTT_233	TL1a_DTT_65	TL1a_DTT_286	TL1a_DTT_246	TL1a_DTT_66	TL1a_DTT_232	TL1a_DTT_77	TL1a_DTT_208	TL1A_DTT_642	TL1A_DTT_629	TL1A_DTT_640	TL1A_DTT_630	TL1A_DTT_641	TL1A_DTT_689	TL1A_DTT_628
TL1a_DTT_88_Repeat	1.6213426373810362	2.2227660554994864	1.643623758702771	2.6165629513919226	2.343364611900255	1.6624366213008408	1.3360640046889094	2.7833349522048647	0.16017558554180242	1.5955977105043695	0.0	1.2688988180366225	1.7804550495382057	0.8903353470519384	2.2319594362961293	1.1705180713986525	2.079602156355728	2.9156571083986664	1.4867558609841676	1.2588859449803997	2.6531577655722165	3.5527697204951436	0.4080336294556902	1.3428821863804241	2.6213596774874586	1.2744820313367549	1.3953115024558629	2.6188436190626874	2.678251694723392	2.3737858500943516	2.35707222996298	1.2969851749026662	2.765895015516252	1.3831762337208766	1.2941385062250106	1.344384581369592	1.283606618137613	0.8106968965520184
TL1a_DTT_89_Re_extracted	1.0827345329682416	1.5457975238704147	0.3834732111179192	1.9279209894608824	1.7731853645679816	1.0153524794843605	1.0123549561603622	2.2006274140632804	1.269957576141173	1.5492528243841512	1.2688988180366225	0.0	0.9681161627172721	1.0879113868063255	1.9900542926937261	1.1796885902284246	1.612784296163704	2.407616873491268	0.7749182899255207	0.9179951936000851	2.1577423031768403	3.2737288742788913	1.2864552083728216	1.6085467709271035	2.5808314283215843	1.7692381455810595	0.6754137637203027	2.250394647695029	1.9633230552876113	2.212808983495431	1.2328707839603925	1.3326846130813683	3.312471919084788	1.3617450396324775	1.2185025956099629	1.419353702652445	1.3086297707848469	0.7034479918749359
TL1a_DTT_244_Repeat	0.47484218861705424	0.7007210963821924	1.0275729800471352	1.970541776648327	1.4709598262013233	0.2649895816860494	1.5480756880220667	2.289036386927105	1.7118167292764084	1.6826927264830311	1.7804550495382057	0.9681161627172721	0.0	1.7127507459815956	2.2882419612085143	1.6596980089726197	0.7254271824631461	1.498218259696804	1.2783111034002852	1.8016054078741404	1.2106523378108935	2.363782260538708	1.8858747338605522	2.2925128105997756	1.781127455681001	2.5245995321179473	0.8944239088963659	1.340946479567061	2.1901401048653817	1.388744924665289	0.9881626341932839	1.9499423148599946	3.2060481127944587	1.8907861485075306	1.6325444285100617	1.9009194800439069	1.4251527751854856	1.4927538024851863
TL1a_DTT_197_Repeat	1.4901810183204904	2.0237475583920936	1.393083355198268	1.835177776002306	1.765319280181489	1.5842059109631546	0.515358415295138	1.9623188479183316	1.0030850028132214	0.9495137219338826	0.8903353470519384	1.0879113868063255	1.7127507459815956	0.0	1.3802755045133421	0.3523219718095591	2.063962293593461	2.7929937616770633	0.8099352854612304	0.6811748560804096	2.6378309024413147	3.554000352941532	0.563056124059164	0.6207110893046878	2.9144395979921796	0.8306629119422582	1.5984536497572583	2.627803962352132	1.8428311684753809	2.6154479924216485	1.911842178401279	1.8043150993316552	3.6061725055217635	1.9119006302864765	1.827470488744308	1.9308438456131622	1.878680689212348	1.044102676124188
TL1a_DTT_270_Repeat	1.9891479113416592	2.2159638001997095	2.1042790320671587	0.924942079368402	1.2905656945704398	2.1452188150329476	1.0338497315311166	0.8076613327250725	2.324276206525035	0.8773776371136526	2.2319594362961293	1.9900542926937261	2.2882419612085143	1.3802755045133421	0.0	1.069499672063061	2.46540190005511	2.832895788201447	1.223767490716935	1.5884301287481373	2.891841991872293	3.6030752343214902	1.8974634301358628	1.2471915899473947	3.466117474975714	1.6684886497792166	2.6063926898286796	2.8806146462377065	0.9173838720900322	3.1756062938174994	1.9596697009677746	3.0949360735561315	4.841240302241144	3.18764670362371	3.075683139979182	3.223942497286482	3.0788567867061163	2.308766514348338
TL1a_DTT_142_Repeat	1.3817483429434696	1.8569262210999846	1.44618622712376	1.5247236103138144	1.4552028017807666	1.5087437255226313	0.32252602356377597	1.6407898909722989	1.2614240979093	0.6204131493548657	1.1705180713986525	1.1796885902284246	1.6596980089726197	0.3523219718095591	1.069499672063061	0.0	1.9478847488287145	2.602028790774817	0.6776412806809508	0.8571040895754757	2.4973325851247457	3.3727071366995824	0.8673010393025464	0.6987318796707516	2.8570127782516264	1.0368159645738553	1.728288929167556	2.4826060664993737	1.5703771158631499	2.556447082417287	1.7597508810725113	2.093829315430051	3.816975851039078	2.1858145347071782	2.072684620842324	2.2053599618137683	2.0766733313458126	1.3130567789865644
TL1a_DTT_78	0.5981232859299807	0.45972225206126727	1.73112536024325	2.152886064864231	1.4255735616157674	0.5987409184718495	1.9213955749506555	2.438002706151062	1.99114712109301	1.7577651037820048	2.079602156355728	1.612784296163704	0.7254271824631461	2.063962293593461	2.46540190005511	1.9478847488287145	0.0	0.8858811784163962	1.7372809841644758	2.3375741499440954	0.587979594592064	1.6661027746465051	2.1972928797889013	2.6332514135536647	1.1938451733706519	2.888660520755762	1.5082424666380299	0.6377855863879277	2.478221128525297	0.826233465220016	1.434832045498531	2.4932348385375294	3.221099348561293	2.422586527422016	2.1375090641156285	2.398853511175193	1.794637451480794	2.0407048409103554
TL1a_DTT_209	1.3821709438947478	0.879324206734988	2.460127072966719	2.3563326463158463	1.5853857797064168	1.4169158549598804	2.565537779459013	2.609344022877638	2.835091565732993	2.2455070687645775	2.9156571083986664	2.407616873491268	1.498218259696804	2.7929937616770633	2.832895788201447	2.602028790774817	0.8858811784163962	0.0	2.379121175359328	3.0784536854124527	0.4483367479004733	0.9772042956196262	2.991423548801797	3.300123251539566	1.3469959791864792	3.6082460242164793	2.351337043028069	0.4715847348163645	2.7533529640085117	1.1535559457519085	1.822119252659005	3.3701595635779835	3.877241085482328	3.294209532500271	3.0079366654730872	3.272843723553174	2.6554374355901964	2.9028712724879835
TL1a_DTT_160	1.1541022349980374	1.539800859752857	0.8971401790964643	1.2398459881173198	1.2524343036093846	1.216102900580061	0.38734006239166463	1.4688261770066084	1.5415590846546017	0.9581800133031507	1.4867558609841676	0.7749182899255207	1.2783111034002852	0.8099352854612304	1.223767490716935	0.6776412806809508	1.7372809841644758	2.379121175359328	0.0	0.778265964321811	2.262826407142887	3.2650405185973077	1.298435261626704	1.1818623450938126	2.8159265084460867	1.5026366936721234	1.4140936705238545	2.3208684358518554	1.2641902975831902	2.4616607963287707	1.144016624193327	2.0002202212942537	3.907891787432046	2.0657059129784052	1.9392214044374259	2.1155698512142127	1.9822401522533275	1.240810384588131
TL1a_DTT_234	1.7435394804975355	2.2269997061262936	1.0827429292385014	1.8772251037937036	2.010533703679239	1.7691577664236615	0.7090568304457346	2.033019025121198	1.3660170470782937	1.4387048281883472	1.2588859449803997	0.9179951936000851	1.8016054078741404	0.6811748560804096	1.5884301287481373	0.8571040895754757	2.3375741499440954	3.0784536854124527	0.778265964321811	0.0	2.902314241000219	3.9311685947592427	1.0199141712108677	0.8622202432047589	3.296093064749549	0.9942939552807357	1.5183874384274108	2.9522248161956393	1.7580747597737558	2.9556720875551328	1.791474125206243	1.632512183560703	3.8311303349732553	1.7605407876492098	1.7436736558597536	1.827853585004224	1.9503342956160583	0.9317593388744274
TL1a_DTT_210	1.1675588018849492	0.7580040217169274	2.223807112989929	2.4685360139555326	1.709807972178465	1.1537965970986352	2.4626089271661713	2.7479758694082936	2.557600584020674	2.2333929387042053	2.6531577655722165	2.1577423031768403	1.2106523378108935	2.6378309024413147	2.891841991872293	2.4973325851247457	0.587979594592064	0.4483367479004733	2.262826407142887	2.902314241000219	0.0	1.1748329633824133	2.778521958269881	3.19116553323439	1.0604503409893367	3.4625173525450257	2.003004047154099	0.27197018942096357	2.831777096479007	0.7899019072060374	1.7441072716554378	3.0095284981680495	3.464891570272633	2.919632875327319	2.628022176580367	2.8925763685076187	2.257601474944527	2.6094586847694496
TL1a_DTT_64	2.2126091918823616	1.815656766515425	3.3705400814045468	3.215974983552946	2.4154471547124814	2.25927496369284	3.396981845499325	3.4236527080265207	3.4541989981940193	2.9652076085873396	3.5527697204951436	3.2737288742788913	2.363782260538708	3.554000352941532	3.6030752343214902	3.3727071366995824	1.6661027746465051	0.9772042956196262	3.2650405185973077	3.9311685947592427	1.1748329633824133	0.0	3.6678980090249076	4.055502783338018	1.3246695978765601	4.339493765422067	3.1341138291623283	1.03234359050244	3.6359389253231114	1.4197844264610897	2.7986819646183414	4.077655285342908	4.027677712690076	3.9860622048486327	3.6886919818306563	3.9384940120991145	3.262735488342383	3.674769702702748
TL1a_DTT_287	1.681373799713814	2.2696069663733707	1.6458399570130102	2.3756911804324226	2.1985004883570283	1.754065603062935	1.0652909725668935	2.5072740531507827	0.5566183093318311	1.3541564074424999	0.4080336294556902	1.2864552083728216	1.8858747338605522	0.563056124059164	1.8974634301358628	0.8673010393025464	2.1972928797889013	2.991423548801797	1.298435261626704	1.0199141712108677	2.778521958269881	3.6678980090249076	0.0	0.9401187006927405	2.852269414022363	0.8936574790021764	1.5944544981743194	2.7442463999252307	2.4040548921446607	2.5916222094889965	2.306765067670315	1.5487831548159032	3.1707340284290697	1.6615673912725166	1.5964788524012938	1.6489169157848576	1.634257947651127	0.930836097943813
TL1a_DTT_233	2.0598542523828605	2.548331896431869	1.849253789273425	1.9335828754209359	2.071161455601083	2.167180474502181	0.8262081332026268	1.9617925908157456	1.48706161547798	1.1869691259795605	1.3428821863804241	1.6085467709271035	2.2925128105997756	0.6207110893046878	1.2471915899473947	0.6987318796707516	2.6332514135536647	3.300123251539566	1.1818623450938126	0.8622202432047589	3.19116553323439	4.055502783338018	0.9401187006927405	0.0	3.491911008066352	0.4289352047343002	2.170101081256561	3.1735074712076465	1.839365989882599	3.204503604669268	2.3224015982789226	2.2239967841849215	4.108760629862403	2.3635278560140955	2.3342132523519705	2.3936899862289027	2.447128230432817	1.520916348590005
TL1a_DTT_65	1.6822615486291845	1.6177112754227954	2.7583259024296862	3.274670644829692	2.48055311609375	1.6777503254290145	2.922452357295551	3.524581908388604	2.48909265386244	2.653625729274942	2.6213596774874586	2.5808314283215843	1.781127455681001	2.9144395979921796	3.466117474975714	2.8570127782516264	1.1938451733706519	1.3469959791864792	2.8159265084460867	3.296093064749549	1.0604503409893367	1.3246695978765601	2.852269414022363	3.491911008066352	0.0	3.670334489426662	2.2588288906369347	0.9060320259544667	3.6234556147563204	0.3946428349996871	2.6122613706786915	3.0261581018360815	2.7108864130424246	2.9161817117156352	2.6210249208338663	2.84106418702923	2.141204431711397	2.7832359903931376
TL1a_DTT_286	2.320110722733111	2.8505632849445774	2.029059159342774	2.3545752089217253	2.4676767099321304	2.409469730802432	1.1772412417405593	2.387198523582683	1.433027842360332	1.5581958082452683	1.2744820313367549	1.7692381455810595	2.5245995321179473	0.8306629119422582	1.6684886497792166	1.0368159645738553	2.888660520755762	3.6082460242164793	1.5026366936721234	0.9942939552807357	3.4625173525450257	4.339493765422067	0.8936574790021764	0.4289352047343002	3.670334489426662	0.0	2.2623481890931574	3.4402677400590074	2.244622697568686	3.395711500615884	2.6418952081958507	2.107468190076482	3.992840950841463	2.2660155186235182	2.280724477747043	2.2914200905336095	2.437616620152894	1.5059631767050061
TL1a_DTT_246	1.1684287089196466	1.5903740860999105	0.8015433666135924	2.4890693743477645	2.175417833578126	1.0134750193262072	1.6293860959105824	2.784857140637253	1.3238546690129422	2.0349565302504504	1.3953115024558629	0.6754137637203027	0.8944239088963659	1.5984536497572583	2.6063926898286796	1.728288929167556	1.5082424666380299	2.351337043028069	1.4140936705238545	1.5183874384274108	2.003004047154099	3.1341138291623283	1.5944544981743194	2.170101081256561	2.2588288906369347	2.2623481890931574	0.0	2.1090297513053486	2.578811344871239	1.9054399431779645	1.5394734583068161	1.0812939135355812	2.762754792443823	1.0123115868924413	0.7776232898932128	1.0415146707353515	0.7652992346558821	0.8481806761234767
TL1a_DTT_66	1.2110046231775269	0.8776020905608185	2.3561961747380646	2.52386768678086	1.7274430840019723	1.2355366137703512	2.4819284438090183	2.7826873201284603	2.5215171105123435	2.184358413020115	2.6188436190626874	2.250394647695029	1.340946479567061	2.627803962352132	2.8806146462377065	2.4826060664993737	0.6377855863879277	0.4715847348163645	2.3208684358518554	2.9522248161956393	0.27197018942096357	1.03234359050244	2.7442463999252307	3.1735074712076465	0.9060320259544667	3.4402677400590074	2.1090297513053486	0.0	2.9006232002479506	0.6892667808747659	1.9167423521327795	3.073914631768806	3.4184563196500957	2.9893293251621698	2.695456850262225	2.952345889050546	2.301413979361035	2.6587682864250155
TL1a_DTT_232	2.0440397906040344	2.106278891970138	1.9045483290041656	0.44059162272528546	1.2447646031847275	2.1382713578024486	1.3459554471450146	0.4772548101202714	2.750563320724542	1.461391363510088	2.678251694723392	1.9633230552876113	2.1901401048653817	1.8428311684753809	0.9173838720900322	1.5703771158631499	2.478221128525297	2.7533529640085117	1.2641902975831902	1.7580747597737558	2.831777096479007	3.6359389253231114	2.4040548921446607	1.839365989882599	3.6234556147563204	2.244622697568686	2.578811344871239	2.9006232002479506	0.0	3.285895607078692	1.4906244316751045	3.2163516412318436	5.136334365887167	3.287122017377741	3.1736519438039434	3.351369409016059	3.217172392078359	2.4781053450295776
TL1a_DTT_77	1.3181257816809562	1.2627710315264749	2.374597210709507	2.9516549370208307	2.1822923392280305	1.2962788719285512	2.5947628557009823	3.217515385308581	2.2468963050522732	2.3812932558375577	2.3737858500943516	2.212808983495431	1.388744924665289	2.6154479924216485	3.1756062938174994	2.556447082417287	0.826233465220016	1.1535559457519085	2.4616607963287707	2.9556720875551328	0.7899019072060374	1.4197844264610897	2.5916222094889965	3.204503604669268	0.3946428349996871	3.395711500615884	1.9054399431779645	0.6892667808747659	3.285895607078692	0.0	2.229256679568477	2.7390790560924807	2.7426373621843116	2.6329172305531268	2.3343610186949793	2.5704353480332176	1.8769043900937483	2.4626023887419852
TL1a_DTT_208	1.143768415458304	1.0560337074362591	1.0451266202875262	1.3346330487473785	1.1982560502572384	1.091885679798484	1.5104364114478797	1.6809236361970024	2.347955144968659	1.7395457860148522	2.35707222996298	1.2328707839603925	0.9881626341932839	1.911842178401279	1.9596697009677746	1.7597508810725113	1.434832045498531	1.822119252659005	1.144016624193327	1.791474125206243	1.7441072716554378	2.7986819646183414	2.306765067670315	2.3224015982789226	2.6122613706786915	2.6418952081958507	1.5394734583068161	1.9167423521327795	1.4906244316751045	2.229256679568477	0.0	2.4952418874221176	4.1590069693496545	2.4810635904211007	2.2957337227369723	2.5386016092025745	2.2551054534273858	1.9354610354207948
TL1A_DTT_642	2.1110148518361824	2.622622354709237	1.5048072542868842	3.227090819093465	3.040875707178097	2.009809864232543	2.066218792237745	3.4684217977421965	1.2612446605230196	2.5894384566807602	1.2969851749026662	1.3326846130813683	1.9499423148599946	1.8043150993316552	3.0949360735561315	2.093829315430051	2.4932348385375294	3.3701595635779835	2.0002202212942537	1.632512183560703	3.0095284981680495	4.077655285342908	1.5487831548159032	2.2239967841849215	3.0261581018360815	2.107468190076482	1.0812939135355812	3.073914631768806	3.2163516412318436	2.7390790560924807	2.4952418874221176	0.0	2.5102406718232357	0.19446585410397302	0.4368433984978631	0.27970095409768625	0.9111702662558913	0.7890688063288421
TL1A_DTT_629	3.2731293656250604	3.628773372692697	3.5493195076357518	4.966076615861399	4.403780995132647	3.1920804471207718	3.9291331844383985	5.214604790342837	2.624990794166419	4.036184389663998	2.765895015516252	3.312471919084788	3.2060481127944587	3.6061725055217635	4.841240302241144	3.816975851039078	3.221099348561293	3.877241085482328	3.907891787432046	3.8311303349732553	3.464891570272633	4.027677712690076	3.1707340284290697	4.108760629862403	2.7108864130424246	3.992840950841463	2.762754792443823	3.4184563196500957	5.136334365887167	2.7426373621843116	4.1590069693496545	2.5102406718232357	0.0	2.385959663740188	2.29281809062772	2.252758740524872	2.018946771022446	2.933336210451025
TL1A_DTT_640	2.078404045401077	2.5699838980660368	1.52076536875811	3.278848462068392	3.0560676982431723	1.9631236176131788	2.154395121797273	3.532478982501095	1.327218849015654	2.6525449456808827	1.3831762337208766	1.3617450396324775	1.8907861485075306	1.9119006302864765	3.18764670362371	2.1858145347071782	2.422586527422016	3.294209532500271	2.0657059129784052	1.7605407876492098	2.919632875327319	3.9860622048486327	1.6615673912725166	2.3635278560140955	2.9161817117156352	2.2660155186235182	1.0123115868924413	2.9893293251621698	3.287122017377741	2.6329172305531268	2.4810635904211007	0.19446585410397302	2.385959663740188	0.0	0.29943574685113405	0.14202466179845777	0.7832957057848455	0.8845907069723157
TL1A_DTT_630	1.8218690031789084	2.3048222610940337	1.3996408243970935	3.1291221767297985	2.846864640470424	1.7011140036604686	2.0454609746239627	3.3933235874508676	1.2137138573525204	2.490111594517364	1.2941385062250106	1.2185025956099629	1.6325444285100617	1.827470488744308	3.075683139979182	2.072684620842324	2.1375090641156285	3.0079366654730872	1.9392214044374259	1.7436736558597536	2.628022176580367	3.6886919818306563	1.5964788524012938	2.3342132523519705	2.6210249208338663	2.280724477747043	0.7776232898932128	2.695456850262225	3.1736519438039434	2.3343610186949793	2.2957337227369723	0.4368433984978631	2.29281809062772	0.29943574685113405	0.0	0.2741930094861361	0.5017292856912617	0.8299188559627726
TL1A_DTT_641	2.0726764265721784	2.570116825260104	1.601265822430349	3.3287340622439316	3.0755621176066845	1.96147623038288	2.192137290400663	3.5810572147032556	1.2764126320037825	2.6582430742946626	1.344384581369592	1.419353702652445	1.9009194800439069	1.9308438456131622	3.223942497286482	2.2053599618137683	2.398853511175193	3.272843723553174	2.1155698512142127	1.827853585004224	2.8925763685076187	3.9384940120991145	1.6489169157848576	2.3936899862289027	2.84106418702923	2.2914200905336095	1.0415146707353515	2.952345889050546	3.351369409016059	2.5704353480332176	2.5386016092025745	0.27970095409768625	2.252758740524872	0.14202466179845777	0.2741930094861361	0.0	0.7011162141192755	0.926702160503984
TL1A_DTT_689	1.578242179544506	2.0411185231395734	1.5321922383512725	3.1041082295245874	2.694658769548579	1.4609404286984908	2.086016812724697	3.375343678032853	1.1566618255111472	2.3892769227272312	1.283606618137613	1.3086297707848469	1.4251527751854856	1.878680689212348	3.0788567867061163	2.0766733313458126	1.794637451480794	2.6554374355901964	1.9822401522533275	1.9503342956160583	2.257601474944527	3.262735488342383	1.634257947651127	2.447128230432817	2.141204431711397	2.437616620152894	0.7652992346558821	2.301413979361035	3.217172392078359	1.8769043900937483	2.2551054534273858	0.9111702662558913	2.018946771022446	0.7832957057848455	0.5017292856912617	0.7011162141192755	0.0	1.0551045385322348
TL1A_DTT_628	1.5418114984719937	2.0954309523904304	0.9975309115785018	2.478857652630035	2.3220011123136475	1.4945094296798713	1.278852938755299	2.7037089297567105	0.8251665772178648	1.8191599946012202	0.8106968965520184	0.7034479918749359	1.4927538024851863	1.044102676124188	2.308766514348338	1.3130567789865644	2.0407048409103554	2.9028712724879835	1.240810384588131	0.9317593388744274	2.6094586847694496	3.674769702702748	0.930836097943813	1.520916348590005	2.7832359903931376	1.5059631767050061	0.8481806761234767	2.6587682864250155	2.4781053450295776	2.4626023887419852	1.9354610354207948	0.7890688063288421	2.933336210451025	0.8845907069723157	0.8299188559627726	0.926702160503984	1.0551045385322348	0.0
