feature	k__Bacteria.p__Bacteroidota	k__Bacteria.p__Firmicutes	k__Bacteria.p__Actinobacteriota	k__Bacteria.p__Verrucomicrobiota	k__Bacteria.p__Proteobacteria	k__Bacteria.p__Desulfobacterota	k__Bacteria.p__Cyanobacteria	k__Bacteria.p__Deferribacterota
Mouse4A.DTT20	3.80756137026578	3.36467446545868	-3.27850744411277	-3.09618588731882	-0.982611339269521	-1.23296745410862	-1.75245114061772	3.17048742970298
Mouse6A.DTT32	3.64341978990995	3.30013166417039	-2.94063139172866	-2.8716385202417	-0.712154270888332	-0.12223313345758	-1.49371240879233	1.19681827102827
Mouse6A.DTT33	3.26831590646141	2.7099062781265	-3.03854958841789	-2.92732395330766	-1.15773834157393	0.151684660486928	-2.07627374330191	3.06997878152656
Mouse6A.DTT36	4.74746214256963	2.99292012549551	-0.620324993225799	-2.54070184027595	2.82307274292673	-0.343477262939728	-5.37391518433216	-1.68503573021823
Mouse4A.DTT23	4.39041047127721	4.82760162482134	-1.59529427674614	-2.80831691659199	1.64919660921957	-0.787371581593764	-4.10759990072225	-1.56862602966398
Mouse7A.DTT37	4.30116912760069	2.6836425247628	-1.16568006246271	-2.24130283290612	1.10059480647475	-2.33661301271044	-2.19685107033528	-0.144959480423679
Mouse7A.DTT40	4.21530030694297	2.95835119247156	-1.33371855498293	-2.84517605905683	2.08785798901588	-0.640571374422986	-4.16693189903915	-0.27511160092852
Mouse9A.DTT98	3.35718941874046	4.00156322774964	-2.34963806056998	-1.74543836602653	-0.729618038805347	-0.103961099847818	-2.3182218643366	-0.111875216903808
Mouse10A.DTT109	2.97209441474478	2.16130103127169	-1.80993856999351	-0.323321487245752	-0.134393016376056	-2.19796861627957	-3.31905376079974	2.65128000467817
Mouse9A.DTT100	4.60235034502687	1.34008030266162	-0.796496809029992	1.91898187281283	1.94794453220766	0.0629450586120109	-6.51352451043621	-2.56228079185479
Mouse9A.DTT101	4.3876634813687	1.60290508363234	-0.513384561445475	1.85577310158554	0.625936400874731	0.301002060411444	-5.28124032971066	-2.97865523671662
Mouse10A.DTT110	4.57458740788475	2.79718917754034	-3.81837387351213	-3.25875808557671	0.487378983805759	-1.60735597404357	-1.30269556505738	2.12802792895894
Mouse9A.DTT99	3.04163749809761	3.14067931141346	-1.72190667533603	-2.66255585104222	-1.06691126074046	-0.868515879115443	-2.96403124562634	3.10160410234943
Mouse9A.DTT97	2.94130168528845	2.69154328400735	-2.43329566264046	-1.32492719902698	-1.0372451265752	-1.18897156279095	-3.1070247573433	3.45861933908109
Mouse8A.DTT90	4.73034345644018	2.757528734247	-0.116127025657233	-1.73095578672621	3.55005044078411	-2.42410296728616	-4.93640859126227	-1.83032826053941
Mouse10A.DTT111	4.73473098746544	3.35732430362428	-2.8333325739754	-5.72370433187157	0.443812159016774	-0.699823811025291	-1.18040954960156	1.90140281636733
Mouse10A.DTT113	5.18197900878823	3.96862285259955	-0.481461256864573	-2.65458828262173	2.55918220004475	-1.03096573519567	-5.29364561223699	-2.24912317451357
Mouse9A.DTT102	4.74207878993542	1.87244507394868	-0.668144662316128	1.92811012806437	0.326554438559749	0.676803824065467	-5.85553046815688	-3.02231712410067
Mouse10A.DTT112	4.2991624401972	3.28221375783672	-2.08890864908462	-2.91558722226909	2.40463140823205	-0.55293788853239	-3.56221438719414	-0.866359459185747
Mouse10A.DTT114	3.26201618516506	2.90449875292846	-1.04607389975149	-1.16095417574991	0.487704449837472	-1.80324293907636	-2.8854614179688	0.241513044615582
Mouse8A.DTT85	3.89256775444853	3.02452429543002	-1.81697048171	-1.19980920812797	0.111364522523811	-0.127865166542023	-3.45110100673447	-0.432710709287892
Mouse8A.DTT86	4.21445193663255	3.52328899950158	-1.96860707836504	-1.30417000368753	0.771624117535262	-0.3076872100958	-5.24575181135722	0.316851049836201
Mouse8A.DTT88	4.31409484628056	2.49038445004332	0.0592071494407538	-2.55818868339333	3.06618976847561	-1.00004406534678	-5.55392095694732	-0.817722508552821
Mouse8A.DTT89	4.93983370891946	1.93298399829911	0.0257722498464383	-2.83642863108303	3.69364692579888	-1.19743191640739	-3.12411070353481	-3.43426563183865
Mouse8A.DTT87	2.82179703775513	3.04501834654381	-2.70336434201796	-1.86305951712173	-0.519782541085532	-0.386251148461009	-4.62517693949422	4.23081910388152
