#OTU ID,Itg.18.DTT496.S91,Lyz2.05B.DTT260.S101,Vil1.06B.DTT70,Vil1.03B.DTT35,Vil1.01B.DTT11,Itg.24.DTT530.S25,Vil1.06B.DTT72,Itg.24.DTT531.S26,Itg.04.DTT423.S15,Lyz2.06B.DTT272.S114,Lyz2.04B.DTT246.S87,Itg.20.DTT508.S3,Lyz2.06B.DTT270.S112,Itg.16.DTT482.S77,Lyz2.03B.DTT236.S76,Vil1.04B.DTT46,Lyz2.02B.DTT224.S64,Vil1.02B.DTT24,Vil1.02B.DTT23,Lyz2.06B.DTT271.S113,Lyz2.07B.DTT284.S126,Vil1.09B.DTT106,Lyz2.02B.DTT223.S63,Itg.22.DTT519.S14,Lyz2.04B.DTT247.S88,Itg.06.DTT434.S27,Itg.22.DTT518.S13,Itg.02.DTT412.S4,Vil1.03B.DTT34,Itg.26.DTT543.S39,Itg.04.DTT424.S16,Lyz2.01B.DTT210.S50,Vil1.08B.DTT96,Vil1.010B.DTT119,Vil1.05B.DTT58,Vil1.05B.DTT59,Vil1.010B.DTT120,Itg.12.DTT470.S64,Itg.02.DTT410.S2,Vil1.05B.DTT60,Itg.08.DTT446.S39,Vil1.08B.DTT95,Vil1.01B.DTT10,Itg.26.DTT542.S38,Itg.18.DTT495.S90,Lyz2.04B.DTT248.S89,Vil1.010B.DTT118,Itg.20.DTT507.S2,Itg.12.DTT471.S65,Lyz2.03B.DTT235.S75,Lyz2.05B.DTT258.S99,Itg.10.DTT459.S53,Itg.08.DTT447.S40,Vil1.09B.DTT107,Vil1.01B.DTT12,Vil1.013B.DTT156,Vil1.07B.DTT84,Vil1.014B.DTT167,Itg.26.DTT544.S40,Itg.04.DTT422.S14,Lyz2.08B.DTT295.S137,Itg.06.DTT435.S28,Vil1.06B.DTT71,Itg.16.DTT484.S79,Vil1.04B.DTT48,Lyz2.07B.DTT282.S124,Itg.06.DTT436.S29,Lyz2.08B.DTT296.S139,Itg.22.DTT520.S15,Vil1.07B.DTT83,Lyz2.02B.DTT222.S62,Lyz2.01B.DTT211.S51,Lyz2.01B.DTT212.S52,Vil1.02B.DTT22,Lyz2.07B.DTT283.S125,Itg.10.DTT458.S52,Vil1.08B.DTT94,Itg.02.DTT411.S3,Vil1.014B.DTT168,Vil1.09B.DTT108,Lyz2.05B.DTT259.S100,Itg.20.DTT506.S1,Lyz2.03B.DTT234.S74,Vil1.07B.DTT82,Vil1.013B.DTT154,Vil1.04B.DTT47,Itg.18.DTT494.S89,Lyz2.08B.DTT294.S136,Vil1.013B.DTT155,LYZdtt342,LYZdtt308,SLCdtt022,LYZdtt366,SLCdtt070,SLCdtt005,LYZdtt354,LYZdtt330,SLCdtt114,LYZdtt356,LYZdtt368,SLCdtt095,LYZdtt367,SLCdtt024,LYZdtt319,LYZdtt306,SLCdtt113,SLCdtt004,SLCdtt112,LYZdtt355,LYZdtt343,SLCdtt076,LYZdtt344,SLCdtt096,LYZdtt318,LYZdtt332,LYZdtt320,SLCdtt078,SLCdtt052,SLCdtt054,SLCdtt006,SLCdtt077,SLCdtt132,SLCdtt130,LYZdtt307,LYZdtt331,SLCdtt053,SLCdtt150,SLCdtt167,SLCdtt149,SLCdtt148,SLCdtt168,SLCdtt166
759abfc82a4b189214d7e148d4aef180,59,109,0,28,81,24,0,0,81,27,70,121,89,74,86,117,141,83,229,54,162,33,292,70,81,156,58,177,65,55,30,85,0,15,0,0,0,232,493,0,29,0,78,91,69,50,29,42,49,303,571,25,84,14,25,7,0,40,117,41,64,81,0,135,104,484,20,206,81,0,529,330,42,193,39,70,0,85,120,6,423,44,565,0,0,112,56,43,0,76,191,152,889,16,11,14,237,97,198,786,6,809,68,32,53,42,8,3,333,52,108,212,0,118,88,320,115,356,328,18,67,297,41,292,561,1176,449,1266,218,491,464,304
04af8257d41718f9636b8bbc789b0fcf,16,0,0,17,11,29,0,7,36,16,9,71,26,42,5,42,0,83,94,8,33,34,3,21,61,0,116,9,156,21,4,13,0,8,0,0,4,16,12,0,3,0,24,17,33,36,16,89,11,7,4,10,15,10,9,13,0,55,5,24,13,16,0,182,72,34,8,1,103,0,8,11,7,16,9,7,0,6,225,0,1,62,10,0,3,8,23,7,0,27,213,70,26,12,25,0,14,19,5,78,0,109,4,45,9,0,0,0,0,20,10,55,0,406,6,77,6,13,7,38,0,25,5,202,0,23,11,0,19,485,67,0
0247032b5537cfe290e9fe3067f9257e,190,126,0,47,162,125,0,58,206,167,30,1241,320,248,56,109,159,69,135,364,116,50,238,268,34,167,333,1183,155,537,127,150,0,29,0,0,0,941,1840,0,344,0,97,357,216,87,33,277,410,119,372,207,671,37,68,39,0,61,823,227,106,177,0,702,90,120,44,798,461,0,358,372,185,157,35,379,0,300,269,13,156,161,111,0,12,53,198,46,0,390,535,380,1277,31,35,74,0,552,1397,2215,0,1492,145,90,111,193,30,28,1326,226,177,1875,0,417,147,610,311,129,99,102,142,962,56,416,102,311,1064,726,2180,1929,169,378
298c6e520261d927af2fb9e7c1e4cebc,119,268,0,25,230,55,0,15,179,107,64,242,345,143,53,134,95,128,280,327,455,49,220,109,81,441,107,86,72,77,53,94,0,0,0,0,0,262,216,0,54,1,78,115,117,86,0,90,113,109,996,79,156,17,85,456,0,65,114,119,151,261,0,217,69,873,59,421,116,0,302,27,50,277,60,124,0,51,190,7,1007,73,142,0,417,70,134,68,455,124,417,161,2175,10,23,28,395,93,273,1571,0,2540,16,96,110,71,19,11,331,84,512,224,0,239,118,679,244,44,45,43,243,98,27,484,568,151,687,159,1573,664,1700,1116
653c972b92d846f3b6b199c4f5257025,227,0,0,2,6,5,0,2,94,18,51,171,41,54,58,13,102,6,38,115,106,7,21,3,176,103,6,107,13,39,21,8,0,5,0,0,0,63,102,0,27,0,37,11,242,44,19,136,47,9,0,19,99,1,9,2,0,0,56,6,10,128,0,49,0,170,25,54,4,0,10,0,13,34,11,11,0,31,11,0,2,87,97,0,0,2,283,50,0,14,144,84,41,2,3,1,9,41,94,596,1,231,2,6,2,50,3,1,4,1,2,18,9,44,43,10,0,11,8,5,1,6,1,242,21,11,0,100,0,252,213,58
e78a270ccd8d01d326e840cd85e1c1e2,50,59,0,16,103,21,0,6,61,23,36,213,69,112,44,164,53,46,85,49,120,38,79,70,33,183,61,157,73,95,34,56,0,23,0,0,0,257,277,0,77,0,80,94,66,15,31,64,94,62,445,50,165,23,56,11,0,14,124,50,49,83,0,284,103,245,17,242,85,0,122,160,57,91,14,107,0,64,74,8,250,74,81,6,0,84,60,28,0,119,119,120,341,16,14,26,172,156,347,507,0,438,50,14,31,74,14,6,312,129,104,276,0,71,110,139,119,123,86,23,85,119,14,125,363,274,442,254,1458,767,228,398
b3703a2157a018a94473b0861589dde0,340,62,0,73,692,225,0,109,584,247,194,192,604,745,612,291,954,342,826,511,651,127,1116,178,417,1295,145,1897,160,595,332,545,20,123,0,0,20,999,1605,0,470,0,354,954,360,339,123,77,669,770,46,296,1023,59,323,39,15,93,1938,441,437,1031,0,2603,205,1295,232,3019,298,11,1862,263,724,625,137,463,0,481,327,74,0,80,654,16,18,97,308,276,0,207,711,1365,1599,23,211,50,472,982,2017,3891,6,3252,305,183,90,397,39,18,110,68,378,670,8,420,481,758,1316,1181,791,417,941,1622,142,1116,773,1138,6181,1281,5060,1851,281,486
fc7e77e237e910e3f38dbb8e3c69c5bd,12,21,0,7,0,4,0,0,10,4,10,78,11,2,0,126,13,16,10,1,146,19,2,4,11,7,3,2,107,8,16,0,0,0,0,0,0,3,0,0,0,0,6,25,17,0,4,46,2,0,18,0,3,3,0,0,0,8,18,15,7,24,0,22,33,258,9,18,3,0,6,0,9,2,19,0,0,0,14,2,8,17,1,0,0,7,17,15,0,1,36,45,11,25,5,0,24,0,0,19,6,16,0,5,18,0,0,0,0,0,0,12,0,0,5,0,22,38,6,10,13,5,0,64,0,31,33,7,5,875,5,7
a589fa026973c67d0f1c7b741d85b90c,1,0,1,10,3,5,0,1,155,1,2,1106,2,46,13,584,25,19,28,0,542,7,1,2,34,283,7,44,194,1,150,6,0,1,0,0,0,7,29,0,8,0,5,1,5,17,1,253,37,13,0,3,58,1,2,1,0,2,2,218,56,402,0,189,783,395,98,107,19,1,1,0,1,12,10,1,1,5,28,1,0,44,20,1,1,128,3,77,0,0,0,0,0,41,0,0,138,745,0,0,0,0,0,0,0,437,0,63,0,104,0,0,73,0,0,0,54,230,117,0,0,566,123,0,0,209,5,39,915,1035,0,14
ad23727bc3e6dc84a4c52399fe4f0d39,3142,1683,0,126,1106,483,0,115,1456,922,1624,5227,1601,4250,4721,937,6328,754,933,2344,5826,241,9245,1268,798,3328,1893,5690,319,1367,548,2151,0,75,0,0,0,9674,8757,0,2222,0,414,1980,2894,2179,166,771,4204,8848,4152,1809,6350,25,651,31,0,283,3781,1602,733,6573,0,13928,2090,15602,1060,6057,2368,0,11716,1643,3056,1078,1097,3225,0,1552,1047,72,2085,813,6092,25,13,853,2439,658,0,938,2211,7677,10895,498,511,213,210,5496,3976,19761,28,19074,3993,184,931,2221,138,331,593,545,2253,3833,51,512,251,3432,6463,21386,6903,1412,4349,14658,1139,2334,229,13803,2597,19775,4566,8859,4963,14056
a87086e2ee322da102d8a52c4de21683,0,68,0,0,45,0,0,7,0,0,46,0,0,22,30,0,12,0,0,0,0,0,0,0,131,0,0,0,0,10,1,84,0,0,0,0,0,0,0,0,0,7,26,0,0,39,1,0,0,35,86,0,0,0,22,9,0,0,1,0,21,0,0,78,5,0,0,63,0,0,0,10,34,0,11,0,0,0,0,0,40,0,65,0,0,8,0,1,0,3,101,0,1,4,2,0,0,0,0,0,0,0,0,7,3,0,0,0,1,0,27,22,2,15,6,11,54,0,0,3,28,212,40,180,5,0,28,0,107,42,0,0
f80a7e9c950f857ec31ac4d0cc9c6a03,35,21,0,6,60,17,0,7,34,14,5,82,27,30,8,64,36,10,63,26,53,13,53,25,14,59,30,59,27,25,20,25,0,0,0,0,0,85,91,0,21,0,20,51,14,6,8,28,41,17,76,26,64,7,22,0,0,4,50,26,10,58,0,105,33,83,11,91,46,0,78,0,23,38,5,32,0,23,31,0,56,16,18,0,0,20,29,12,0,15,59,58,113,7,14,0,26,82,114,288,0,223,24,14,9,33,5,0,48,20,44,58,0,45,15,74,42,73,41,15,34,85,5,40,44,108,238,97,380,94,44,80
73e42306e185be6f0c6060d4ed924469,74,132,0,14,106,60,0,9,67,42,66,168,167,68,17,232,86,52,67,126,243,12,155,87,60,528,172,343,30,223,58,30,0,3,0,0,2,467,749,0,154,0,85,304,113,29,8,41,156,59,729,91,210,6,45,0,0,23,342,126,82,227,0,60,93,72,60,597,175,0,251,0,31,136,13,137,0,129,61,3,390,24,91,2,0,94,109,78,0,115,294,20,3224,0,0,22,643,25,449,4676,0,2251,0,24,169,14,0,0,610,109,132,182,0,180,212,258,51,79,42,19,46,34,11,182,797,127,109,152,293,234,503,366
3bffd5a2b1cf48b46d1e51628c3551fc,16,23,0,2,18,10,0,5,7,3,9,72,9,0,0,29,6,14,21,24,72,6,11,10,6,47,11,23,16,11,9,8,0,5,0,0,0,22,34,0,5,0,14,11,12,8,12,14,6,6,73,8,32,3,12,0,0,3,19,15,7,22,0,12,22,15,12,18,24,0,10,34,4,35,4,9,0,19,15,0,52,12,14,0,0,10,28,10,0,35,25,31,152,0,0,0,15,11,18,184,0,115,13,11,13,0,0,0,42,45,23,48,0,14,18,16,9,19,12,0,0,54,15,27,11,128,89,60,101,8,180,40
9b5ce504ace88223f14f8b0848d1b054,13637,136,0,51,227,2032,0,9668,19689,662,54,3399,2039,531,84,2300,42,732,1786,1961,229,270,66,13548,65,408,3099,14046,0,2481,12753,104,0,749,0,0,119,8089,30687,0,2001,0,105,5782,7479,336,214,2185,4526,86,50,10078,6061,463,303,17185,0,4863,6689,7411,16,1591,0,2933,1713,147,225,100,7993,0,168,522,208,1124,121,10915,0,14710,3962,188,77,1006,54,0,9325,1374,6300,30,16786,101,521,1083,217,1321,5749,144,43,3906,127,110,10080,111,290,30,530,5399,4381,493,177,85,1045,64,32244,58,67,167,510,7836,4202,7564,526,2368,684,573,68,10820,22217,1754,28909,32,4472,18578
6d5171bbc6ef97262119e6d152d82164,78,28,91,186,3669,8667,0,2146,575,35,14319,750,1152,14332,70,6241,71,523,1650,171,211,0,63,1215,3274,379,20820,60,384,692,74,18250,0,0,313,32,0,908,264,0,11887,0,6224,10479,270,330,0,4060,140,70,474,1994,2120,0,941,0,0,0,122,178,65,379,0,259,40,518,48,35,465,0,528,1757,439,6150,139,19960,0,57,0,0,85,55121,322,0,0,5858,2660,48,0,16978,44,46,28262,2628,16,108791,64581,3,25,579,2,1707,0,669,90849,22,948,3978,16722,68444,1,386,3,32,1117,388148,4,853,16,10,4,196,2296,2597,3840,2132,1,1,1,1,1,39
235c319ab46f87d377a28a34ba10bfa1,85,161,0,46,190,41,0,21,168,22,64,117,93,173,30,462,46,86,256,40,96,97,150,102,138,313,70,200,230,62,66,56,0,46,0,0,5,258,440,0,114,0,147,135,136,115,71,46,62,98,548,67,126,49,154,542,0,51,133,119,32,138,0,208,142,398,41,146,88,0,203,3,47,330,45,130,0,105,137,14,295,33,132,0,522,185,129,30,875,79,138,190,234,30,118,26,221,362,74,187,35,212,39,44,94,219,99,15,73,99,8,82,21,191,91,288,0,140,149,153,8,281,77,187,357,618,345,280,1053,190,355,1323
89c209abd89a5232343a4c87c93cb4ea,17,50,0,151,427,73,9,262,4019,11,12,133,71,9,40,0,18,15,15,36,29,29,9,164,16,160,6,57,0,60,1146,0,0,22,7,0,5,63,30,7,25,0,9,176,7,54,35,36,36,12,16,104,99,16,464,159,0,301,608,70,23,279,0,180,6,22,91,228,82,0,16,0,8,0,0,48,0,26,252,91,14,9,18,0,6,0,0,3,31,1159,630,255,71,0,31,1774,55,17,80,415,0,215,20,241,33,5,7,6,1482,124,12,1327,16,622,1013,528,7,11,0,60,12,32,6,401,893,0,6581,106,596,3,203,1141
f745d265f36ea7eac26d97280e690796,1468,118,0,1279,404,22,0,0,322,1,43,230,0,7,90,7,118,10,0,0,0,84,25,16,89,35,0,11,27,59,77,16,0,19,0,0,0,401,0,0,14,0,30,58,510,29,48,78,85,17,0,372,29,56,614,14,0,0,103,12,19,27,0,199,8,0,16,63,25,0,0,630,69,0,12,115,0,12,26,39,45,17,38,0,0,0,24,0,0,9,6,51,5,2,3065,11,11,4,1,11,0,10,7,9,6,0,52,0,10,12,1185,21,6,5,10,11,743,5,0,7733,469,5,0,13,28,0,2901,2,1,26,45,71
20fe5c9f456999fe121cb1c16bf41e77,19,16,0,10,1,31,0,3,12,4,18,7,3,3,2,28,26,4,16,8,6,6,1,1,97,1,3,11,15,7,46,1,0,1,0,0,1,1,2,0,1,1,1,2,25,5,13,6,0,2,3,1,25,2,1,0,0,4,2,45,0,15,0,3,44,15,3,0,24,0,2,0,1,0,2,1,0,1,11,1,5,4,35,0,0,10,21,3,0,0,51,18,7,0,0,0,0,6,0,69,0,67,0,9,0,0,0,0,0,0,2,10,0,164,0,2,0,3,0,0,0,0,0,32,5,0,0,42,0,0,110,37
48082d1ff66a9207ede6bf05e9846d6e,236,274,0,65,280,134,0,66,352,126,149,1124,363,375,233,198,394,313,532,347,510,145,1398,134,201,750,220,827,240,500,215,463,12,37,0,0,0,806,1567,0,363,14,138,328,269,195,32,245,292,359,1015,161,485,103,164,37,10,71,873,352,110,493,0,834,411,1146,125,1006,263,0,1703,416,348,723,91,229,0,289,243,57,565,213,298,0,14,230,270,98,0,282,499,598,1838,26,42,21,593,855,1052,2326,13,1434,118,43,96,221,15,32,619,223,405,1275,17,399,555,481,250,766,546,99,151,1387,74,366,2270,1546,2544,1508,1813,1872,464,1113
695a1bb7c03f0f0b00d69b55fe30c4c3,57,51,0,0,11,43,0,14,67,39,57,36,72,7,36,21,65,22,21,125,185,8,34,21,102,33,66,44,9,42,35,135,0,0,0,0,0,48,52,0,16,0,22,71,53,25,0,24,26,40,55,24,87,0,7,11,0,20,40,77,19,58,0,9,14,174,10,32,99,0,29,0,44,14,25,28,0,8,77,5,27,18,110,0,0,10,50,43,0,44,187,29,97,9,8,9,48,44,64,376,0,380,10,21,32,32,0,0,15,17,83,106,0,104,86,48,50,11,9,14,30,11,6,371,43,26,6,30,7,337,179,10
44166d043ae4422d941e1e4c779151f8,45,77,0,12,79,16,0,10,74,47,54,145,102,179,69,59,237,28,115,151,222,12,239,29,12,167,40,149,35,38,13,55,0,0,0,0,0,765,265,0,56,0,40,133,40,31,27,50,236,328,208,86,356,0,17,0,0,14,138,37,109,110,0,462,94,325,13,264,58,0,397,28,38,46,22,168,0,61,78,0,196,41,332,0,0,17,52,55,0,39,136,284,628,22,127,34,33,374,317,800,4,960,181,23,58,291,49,18,79,30,142,194,0,63,16,139,293,265,365,202,441,456,62,267,30,663,706,217,2162,1379,76,509
2a9df0f05ef552235191fe0edbbc742e,11,0,0,1,0,7,0,0,11,8,24,8,13,9,1,2,2,7,23,0,5,2,1,1,45,4,28,1,35,17,2,6,0,1,0,0,0,0,0,0,2,0,1,17,14,18,4,30,0,0,1,2,6,1,1,1,0,7,1,18,0,1,0,31,9,17,1,6,23,0,1,0,1,1,17,1,0,1,59,0,2,6,13,0,0,1,8,6,0,0,63,68,0,1,8,0,0,15,0,0,0,0,0,26,20,10,0,0,0,0,0,0,14,88,0,36,0,0,0,1,0,11,0,43,0,17,0,2,1,106,90,5
b3111baca54677926264de26b4a9bf7a,0,49,0,4,5,0,0,2,4,4,4,0,0,0,14,0,8,2,2,0,0,0,4,2,0,3,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,4,0,3,5,0,3,0,0,3,0,9,9,2,2,0,0,0,0,6,0,5,0,0,10,0,6,3,3,0,0,0,49,0,0,0,8,0,0,0,0,0,0,2,56,7,2,6,4,0,2,4,0,10,0,47,0,0,0,0,5,0,0,1,0,48,0,16,11,3,4,0,0,23,2,0,0,46,6,0,9,0,5,420,22,7
