#OTU ID,SLCFP072,SLCFP021,SLCFP069,LYZFP308,SLCFP111,LYZFP307,LYZFP331,SLCFP131,SLCFP078,SLCFP070,LYZFP304,SLCFP067,SLCFP023,SLCFP051,LYZFP328,LYZFP317,SLCFP022,LYZFP355,LYZFP319,SLCFP005,SLCFP024,SLCFP093,SLCFP053,LYZFP320,SLCFP091,LYZFP327,SLCFP095,SLCFP077,LYZFP356,LYZFP354,SLCFP112,SLCFP073,SLCFP128,SLCFP092,LYZFP332,SLCFP002,LYZFP306,SLCFP113,SLCFP071,SLCFP004,SLCFP019a,LYZFP316,SLCFP075,SLCFP049,LYZFP339,SLCFP094,LYZFP315,SLCFP050,LYZFP352,LYZFP305,SLCFP052,SLCFP076,LYZFP330,SLCFP127,LYZFP340,SLCFP129,LYZFP351,SLCFP074,SLCFP054,LYZFP303,SLCFP003,SLCFP068,SLCFP114,SLCFP006,LYZFP343,SLCFP132,LYZFP344,LYZFP342,SLCFP096,SLCFP001,SLCFP110,LYZFP353,SLCFP109,SLCFP020,LYZFP318,LYZFP329,LYZFP341
759abfc82a4b189214d7e148d4aef180,495,212,83,1563,36,864,183,1196,197,454,540,151,142,326,820,530,42,226,224,32,118,57,1172,32,107,1758,2,39,624,58,86,221,692,95,6,55,1195,47,768,12,267,1197,119,783,543,20,1839,537,338,218,1477,21,978,299,365,144,887,281,1313,546,93,227,51,40,125,706,179,37,0,88,26,138,137,290,460,1175,294
04af8257d41718f9636b8bbc789b0fcf,0,7,0,0,4,721,0,83,1,0,125,0,12,253,50,281,4,2,536,0,3,10,39,97,16,66,0,0,79,6,26,10,176,23,0,24,833,23,0,1,32,420,4,240,92,14,171,119,139,124,13,5,35,44,93,157,288,6,38,106,22,0,16,4,19,52,20,3,0,34,22,82,19,24,20,101,74
0247032b5537cfe290e9fe3067f9257e,195,150,59,982,85,516,2,344,246,237,296,124,96,54,13,357,28,628,196,76,248,10,70,27,17,22,0,23,1370,332,77,185,253,15,2,116,589,69,439,9,178,788,63,72,1131,6,870,49,376,106,45,13,4,125,484,70,922,163,97,317,150,129,77,77,227,247,610,30,0,293,23,207,159,171,1135,10,448
298c6e520261d927af2fb9e7c1e4cebc,109,68,29,1363,33,1435,96,101,1010,29,646,69,48,25,881,1323,14,211,488,24,61,40,45,56,52,2550,0,360,562,120,49,527,122,38,10,80,1232,35,145,9,110,1545,287,68,288,5,1866,37,154,56,21,101,2410,65,174,27,390,662,35,731,122,76,51,39,99,97,141,19,0,177,20,80,77,132,110,1392,182
653c972b92d846f3b6b199c4f5257025,7,42,1,181,40,661,22,0,2,5,82,2,28,248,418,125,9,3,206,5,32,187,319,66,108,234,7,6,406,159,242,3,16,108,4,96,652,78,12,19,70,273,2,177,121,121,254,82,546,301,206,6,346,0,113,5,926,8,129,106,113,0,33,8,10,0,20,1,0,82,80,729,43,57,364,912,182
e78a270ccd8d01d326e840cd85e1c1e2,126,66,51,363,37,266,59,158,349,106,187,94,73,67,588,245,17,618,151,46,96,45,124,18,77,1502,0,67,1151,165,62,279,75,38,2,35,328,41,237,5,93,431,101,107,1032,2,461,59,319,81,71,25,1150,37,564,16,898,228,97,238,64,86,46,36,131,92,255,55,0,67,17,182,82,131,392,1016,501
b3703a2157a018a94473b0861589dde0,460,720,239,1770,323,758,86,714,838,510,532,353,346,945,1522,694,126,92,937,425,911,60,874,90,111,3928,7,216,2206,1070,217,685,894,65,52,720,1437,228,392,65,799,1599,272,1503,1301,27,1831,945,846,235,807,46,1397,434,577,414,1861,636,1216,718,887,388,185,540,157,758,595,29,3,1323,139,434,493,938,1150,1717,609
fc7e77e237e910e3f38dbb8e3c69c5bd,112,5,155,17,14,136,1,68,7,258,29,63,2,1763,30,5,0,0,2,2,0,8,225,0,12,33,0,7,0,5,23,9,118,6,0,14,186,14,39,0,3,4,10,1517,2,2,8,637,0,78,203,5,40,45,3,92,0,13,115,51,25,75,4,0,6,14,0,0,0,10,10,0,10,3,3,92,6
a589fa026973c67d0f1c7b741d85b90c,45,0,29,61,330,0,0,465,0,51,0,10,0,397,0,0,0,0,0,7,0,108,409,0,48,0,4,0,0,0,938,0,212,46,0,0,0,434,77,3,0,0,0,231,0,7,0,96,0,0,229,3,0,53,0,283,0,0,205,0,2,6,244,6,0,393,0,0,0,2,110,0,96,0,0,0,0
ad23727bc3e6dc84a4c52399fe4f0d39,8408,12642,2691,21339,3250,5353,144,10483,12051,4139,5465,3905,3519,4783,2401,4792,502,1384,1911,958,7484,3063,5381,476,6176,7160,31,2727,10545,4644,2218,6692,13895,4718,124,3386,5929,1686,4775,87,11154,15057,2203,32043,20396,339,15450,13994,2424,4467,5575,690,2848,7551,9124,3623,3713,10003,12661,9499,5789,8329,1757,1690,890,13846,3505,181,32,6506,2300,495,6783,10094,6969,4328,9050
a87086e2ee322da102d8a52c4de21683,19,0,11,98,0,391,0,206,87,23,186,4,0,0,0,76,0,0,131,2,0,108,0,27,79,2,4,44,0,0,0,38,80,63,3,29,470,0,20,5,0,127,74,0,20,17,96,0,0,144,0,23,0,30,26,112,0,33,0,51,65,4,0,3,10,158,13,5,0,8,0,0,0,0,60,0,55
f80a7e9c950f857ec31ac4d0cc9c6a03,26,41,17,177,13,72,13,61,52,17,63,16,22,24,96,99,6,30,97,9,30,12,49,17,21,251,0,17,179,89,23,45,56,11,0,17,98,14,41,0,31,122,13,49,154,5,141,39,75,36,33,7,181,37,67,21,137,49,48,71,23,12,11,12,26,68,31,6,0,48,9,30,24,52,54,135,66
1132afa2742c481275f8f8fb150bb495,0,0,0,268,0,144,0,0,0,0,118,0,0,0,288,113,0,49,49,0,0,0,0,2,0,675,0,0,496,161,0,0,0,0,2,0,145,0,0,0,0,228,0,0,309,0,196,0,205,7,0,0,244,0,172,0,481,0,0,94,0,0,0,0,22,0,20,4,0,0,0,118,0,0,244,513,158
73e42306e185be6f0c6060d4ed924469,26,11,10,1413,6,439,141,15,109,16,371,16,5,35,705,269,0,349,89,2,11,7,13,16,3,2132,0,5,572,96,3,123,23,2,16,13,387,2,32,0,7,741,56,46,262,2,833,31,225,93,13,5,1534,7,131,5,474,112,23,443,18,18,8,0,37,17,111,26,0,7,8,94,14,11,382,1215,134
3bffd5a2b1cf48b46d1e51628c3551fc,4,16,0,28,7,102,0,87,23,2,23,2,16,29,0,100,10,98,160,2,11,2,107,54,7,5,0,6,153,26,35,3,19,6,0,3,206,4,5,0,16,39,5,12,94,0,38,20,43,75,47,18,0,9,51,9,93,6,54,39,2,2,17,0,124,23,92,98,0,3,2,37,8,23,42,0,67
1f618c445eefc9202dfe8367f6def69c,0,0,0,80,0,1172,0,0,29,0,229,0,0,0,0,106,0,11,272,0,0,0,0,43,0,0,0,5,229,69,0,12,0,0,2,0,1382,0,0,0,0,107,17,0,28,0,79,0,140,409,0,3,0,0,45,0,283,12,0,178,0,0,0,0,6,0,14,8,0,0,0,241,0,0,166,0,63
81cb4a955b37173c7b6d7ad733339b98,0,0,0,702,0,532,45,0,0,0,252,0,0,0,388,493,0,125,152,0,0,0,0,29,0,815,0,0,395,102,0,0,0,0,0,0,399,0,0,0,0,639,0,0,152,0,871,0,130,12,0,0,1081,0,96,0,337,0,0,307,0,0,0,0,31,0,78,18,0,0,0,75,0,0,60,527,65
42b46836ac69454399a12b35c0a2a923,0,0,0,2195,0,166,4,0,0,0,157,0,0,0,4,218,0,530,91,0,0,0,0,13,0,2,0,0,1696,648,0,0,0,0,0,0,183,0,0,0,0,301,0,0,1301,0,358,0,505,26,0,0,4,0,610,0,1308,0,0,193,0,0,0,0,131,0,496,41,0,0,0,308,0,0,754,5,588
9b5ce504ace88223f14f8b0848d1b054,2086,146,456,336,529,123,18,5613,1052,4602,181,525,615,290,22,54,601,9,41,20216,499,4620,7579,10,4302,57,33002,624,89,32,1560,105,633,6797,27,1544,69,674,7078,9893,119,158,55,249,21,12124,218,424,16,133,9873,752,32,518,16,334,40,80,2164,51,1526,557,657,11130,21,2612,43,8,22030,2138,115,12,735,189,66,30,11
6d5171bbc6ef97262119e6d152d82164,10,5,6,190,12,119,119,412,2,92,217,15,2,9,103,131,4,171,134,63,52,6,91,1840,9,223,8,11,113,61581,21,6,19,8,85,18,229,3,134,26,7,201,2,7,621,2,265,10,281,7935,75,15,2001,20,120,8,282,6,15,354,4,11,3,4,548,26,134,392,2,19,7,157,21,6,111,167,107
235c319ab46f87d377a28a34ba10bfa1,53,51,26,141,112,178,34,522,11,15,98,38,76,118,84,274,7,72,130,302,82,14,111,66,24,189,3,0,82,11,85,2,182,23,0,154,210,45,108,2,54,287,0,117,107,15,494,110,35,64,57,3,224,90,63,106,66,0,217,160,218,43,121,228,30,205,75,6,0,215,52,35,153,74,40,141,59
89c209abd89a5232343a4c87c93cb4ea,12,2,0,47,0,610,1761,27,4,4,60,3,76,0,28,2532,98,53,1302,73,40,0,0,224,2,64,6,2,66,821,11,0,2,0,529,9,423,7,6,20,2,71,0,0,10,0,111,0,10,238,11,25,193,4,4,0,26,0,0,217,6,4,0,80,3855,6,925,93,0,14,0,7,0,4,32,24,3
f745d265f36ea7eac26d97280e690796,0,96,0,12,0,9,7,7,169,0,4,0,177,0,7,29,100,4,11,113,66,2,5,0,6,16,0,465,7,15,0,216,4,0,10,43,10,0,0,95,185,9,96,0,4,0,8,0,124,14,3,1772,12,2,3,3,9,166,4,10,44,0,0,161,11,0,7,5,0,113,0,4,2,168,11,7,5
365469f13a0b4c3e41bd306a326c4ebf,0,0,0,119,0,336,37,0,0,0,127,0,0,0,281,370,0,0,129,0,0,0,0,13,0,685,0,0,0,0,0,0,0,0,2,0,298,0,0,0,0,401,0,0,89,0,495,0,0,6,0,0,569,0,29,0,0,0,0,152,0,0,0,0,19,0,69,1,0,0,0,0,0,0,10,387,42
20fe5c9f456999fe121cb1c16bf41e77,5,9,4,68,9,56,0,4,0,6,66,4,0,40,0,26,4,0,26,2,0,53,6,5,77,0,6,0,15,2,10,3,16,68,0,2,66,0,8,0,5,96,3,36,43,10,79,28,19,28,4,0,0,13,32,19,43,3,8,39,2,10,4,2,20,5,11,7,0,4,0,16,15,8,58,0,37
48082d1ff66a9207ede6bf05e9846d6e,170,207,57,1973,202,847,275,762,566,116,500,121,97,407,839,641,16,1078,302,102,265,109,319,22,221,2018,8,67,2157,312,102,552,538,119,113,299,874,157,233,6,231,1543,175,618,1761,20,1950,392,512,71,172,12,1224,345,831,217,1343,443,526,624,380,133,117,126,282,661,1106,63,0,496,92,324,359,317,866,993,667
695a1bb7c03f0f0b00d69b55fe30c4c3,11,13,39,288,137,813,4,3,30,34,519,29,4,289,152,145,0,0,106,0,9,3,90,19,0,91,0,5,126,14,65,56,6,2,0,24,1053,46,49,0,23,452,46,203,106,18,307,144,132,240,24,6,87,4,139,5,247,70,39,186,57,18,32,0,2,3,23,2,0,28,45,177,63,29,197,641,256
44166d043ae4422d941e1e4c779151f8,1249,433,239,1188,91,624,15,1673,923,823,404,221,287,180,318,334,59,124,139,136,341,188,639,52,293,465,0,498,1042,534,332,447,1328,309,5,241,1083,252,980,137,586,654,272,1134,636,11,973,519,407,379,698,143,385,495,429,214,917,744,514,437,430,646,224,196,142,1495,168,30,0,335,66,142,384,697,1213,475,317
2a9df0f05ef552235191fe0edbbc742e,0,6,0,0,12,110,0,10,0,0,19,0,7,44,0,47,2,0,89,0,0,8,7,18,13,0,0,0,0,0,10,0,41,31,0,7,120,16,0,0,15,50,0,35,0,11,38,18,0,13,1,0,0,15,0,27,0,0,6,19,4,0,19,0,0,11,0,0,0,18,12,0,19,4,0,0,0
77543b8632e9dc04daf26b36c3365caf,0,0,0,29,0,61,0,0,0,0,26,0,0,0,0,62,0,229,33,0,0,0,0,4,0,0,0,0,482,62,0,0,0,0,0,0,68,0,0,0,0,114,0,0,71,0,163,0,198,6,0,0,0,0,36,0,496,0,0,49,0,0,0,0,9,0,41,4,0,0,0,92,0,0,8,0,27
b3111baca54677926264de26b4a9bf7a,56,31,97,244,145,17,11,0,0,89,111,33,0,0,333,9,2,0,27,2,0,0,3,6,0,59,2,0,2,2,51,3,0,0,5,215,138,12,17,7,37,208,8,0,177,0,214,0,30,25,0,0,18,0,187,0,30,8,3,118,267,38,27,5,29,0,102,9,0,105,84,34,38,31,452,804,527
21f3474eb0a2647e96181ab06ed9b764,38,13,3,254,6,119,10,124,66,10,49,8,12,14,108,86,3,60,31,6,12,6,6,5,21,239,0,5,199,25,20,41,72,11,0,7,157,13,62,0,30,102,0,21,148,0,179,7,79,16,4,0,71,23,82,14,191,40,20,52,11,24,18,3,20,84,68,6,0,23,3,44,38,37,126,156,76
9bc2935704d00be01387e4b91d0ec358,0,15,0,2,2,12,0,8,0,0,12,0,0,5,4,3,0,0,16,0,0,2,7,4,0,0,0,0,3,2,7,0,2,3,2,0,28,3,0,0,5,7,0,7,0,0,6,2,2,11,5,0,16,0,6,0,8,2,7,2,2,0,2,0,5,0,7,0,0,0,0,6,0,2,0,21,12
87c1f25ee57f851893eda4c10a460604,2,6,9,328,328,62,6,0,11,5,1135,14,3,1,0,6,10,1,4,4,6,7,2,3,22,2,7,11,30,6,16,28,29,334,3,25,166,5,7,4,73,146,58,0,2,283,172,0,606,61,2,15,3,15,0,17,512,84,0,686,28,17,5,10,2,7,14,0,0,93,326,613,125,19,3,6,0
c003202be6a53b07fbb26ecd2161fe2c,979,585,224,218,848,156,86,48,2560,2405,163,375,1563,32,89,224,2900,42,184,17671,1884,35,66,90,31,216,97,2381,114,173,2684,461,24,56,185,1549,173,1124,2835,7290,487,302,279,24,93,36,379,19,33,283,54,7985,137,18,67,13,71,502,36,224,1571,375,978,11767,169,25,902,45,33,2142,284,24,1361,744,72,109,75
0482796fd598782051bc3cca58cbc148,0,0,0,227,0,50,7,0,0,0,1472,0,0,0,804,146,0,3,112,0,0,0,0,17,0,107,0,2,2,6,0,14,0,0,11,0,104,0,0,3,0,1995,9,0,238,0,1011,0,441,41,0,0,16,0,326,0,570,9,0,868,0,0,0,0,49,0,115,5,0,0,0,917,0,4,279,2091,1419
ae7aa9c977dea18de5954b3f29c80278,0,0,68,197,144,12,0,0,0,0,391,15,0,0,0,29,0,2,13,0,0,0,0,4,0,0,0,0,0,4,21,21,0,0,0,6,16,0,4,0,0,440,32,0,0,0,319,0,96,11,0,0,0,0,3,0,137,50,0,98,11,26,6,0,2,0,0,0,0,9,79,145,72,0,0,0,0
b89a1572461237b1a6ff63b2aeb24e60,32,89,38,0,95,0,0,0,4,37,0,12,40,539,0,0,17,0,0,9,51,0,443,0,0,0,0,3,0,9,58,5,0,0,3,32,0,53,50,4,68,0,5,367,0,11,0,171,0,0,141,2,0,0,0,0,0,3,272,0,66,16,32,4,0,0,0,0,0,17,30,0,31,84,0,0,0
397aa1ad0378774f826b9825c958427e,2688,397,493,5705,377,17591,508,1699,1752,4117,3997,666,1310,353,160,86891,2006,338,100524,7963,1751,3269,5266,32825,2927,629,18535,950,353,1504,1140,152,431,6387,431,482,30396,496,4890,2378,392,21168,127,322,84,3235,32731,439,63,38666,6605,1166,504,283,49,172,97,177,1912,14121,492,726,576,6573,1139,1678,1189,102,9791,814,133,35,448,497,95,146,45
b6144a234aae608359997e958e33f0bf,0,0,0,9,0,36,0,0,0,0,13,0,0,2,0,7,0,0,7,0,0,0,0,3,0,4,0,0,8,2,0,0,0,1,0,0,52,0,0,0,0,8,0,2,0,0,4,3,3,8,0,0,0,0,0,0,11,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,1,0
8740da173c36129ee4420445a26a155e,0,0,0,27,0,65,2,0,0,0,13,0,0,0,57,26,0,0,55,0,0,0,0,15,0,40,0,2,5,0,0,13,0,0,0,0,96,0,0,0,0,43,11,0,38,0,31,0,0,38,0,3,22,0,38,0,0,11,0,9,0,0,0,0,12,0,7,7,0,0,0,1,0,0,8,124,86
260de1f630bcc00f50151bc49b04a756,0,0,0,38,0,67,0,0,0,0,38,0,0,0,0,79,0,226,43,0,0,0,0,10,0,0,0,0,547,78,0,0,0,0,0,0,72,0,0,0,0,128,0,0,65,0,185,0,228,8,0,0,0,0,51,0,487,0,0,36,0,0,0,0,6,0,5,3,0,0,0,112,0,0,16,0,38
564a2d40353ba6af46b47a2d367a3d56,0,0,2,732,233,8,2,11,5,0,1265,12,0,0,6,69,0,5,37,0,0,0,2,22,10,7,0,2,7,13,18,249,115,37,8,155,38,3,0,0,2,1823,313,0,382,18,1253,3,473,53,2,7,4,46,530,129,580,331,0,673,259,10,9,3,16,8,31,4,0,208,122,537,97,0,645,5,608
55b5e18dcec6eaff69b53b2c4cbb0a16,232,315,141,992,136,270,24,144,251,324,381,327,55,247,3719,93,27,19,144,32,241,151,114,12,291,13517,2,24,292,139,132,443,444,180,12,135,373,121,229,4,393,505,84,323,1102,31,715,277,90,54,60,5,3202,289,659,151,229,338,126,494,128,281,102,39,95,252,226,32,0,711,123,46,432,273,599,3716,445
e8ed0e081283c5963ce9860944f651c6,0,13,11,92,86,10,0,8,2,2,69,14,0,288,279,0,0,0,0,0,2,47,24,0,23,38,0,0,2,7,18,59,121,60,3,33,8,4,0,0,20,24,51,15,123,16,9,170,89,6,12,3,11,24,194,44,166,137,2,28,35,29,0,2,5,4,8,0,0,23,112,96,87,19,281,628,304
65553cd263bb61cf36d1a75d750952f3,55,48,28,349,29,194,36,82,36,13,154,40,39,34,342,228,4,276,134,6,53,34,25,10,54,1224,3,7,587,104,21,58,57,35,3,8,259,25,111,2,73,493,15,68,711,3,551,52,234,8,21,2,835,56,482,24,656,49,56,233,39,33,30,8,107,54,294,35,2,89,19,141,97,48,147,659,439
49d5e983bbc870059084d932fb344b75,44,31,14,151,20,62,13,71,37,44,62,49,21,48,256,65,6,63,19,2,30,62,30,0,81,735,0,0,272,45,16,45,75,49,2,11,61,24,53,0,51,71,10,69,153,4,118,47,143,2,30,2,255,58,89,18,341,27,85,54,8,46,29,6,24,81,81,8,0,67,18,69,76,29,133,182,59
00cdc20e812b9db87813e2c361289b4a,0,0,0,16,0,24,0,0,0,0,19,0,0,0,0,16,0,26,4,0,0,0,0,0,0,0,0,0,73,13,0,0,0,0,0,0,19,0,0,0,0,47,0,0,91,0,36,0,34,2,0,0,0,0,47,0,87,0,0,13,0,0,0,0,17,0,4,0,0,0,0,19,0,0,46,0,39
799fcd30c710ffaccf04ca2879108efa,0,0,0,30,0,40,51,0,0,0,36,0,0,0,1926,14,0,7,14,0,0,36,0,5,73,443,0,0,123,12,0,0,0,72,56,0,111,0,0,0,0,235,0,0,185,10,227,0,567,7,0,0,214,0,268,0,676,0,0,14,0,0,0,0,28,0,52,4,0,0,0,617,0,0,722,2733,404
2580cbc77481600b1be7553a25c35a83,0,6,5,200,242,23,5,3,10,3,655,8,5,0,0,3,3,4,0,0,4,5,3,0,7,2,4,2,13,6,9,12,20,185,0,24,88,4,4,0,37,77,25,0,0,145,71,0,341,34,3,7,3,7,0,12,301,43,0,379,17,10,0,0,0,3,2,0,0,46,200,402,82,13,0,0,0
cf269c28b9f9a2f2ed7073a8d51a2a24,29,22,10,0,42,0,0,16,0,33,0,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,10,0,0,58,0,40,30,0,27,0,0,2,0,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,87,5,37,2,0,2,0,0,0,64,36,0,51,28,0,0,0
332d720adc8e107df05b716fd88b601c,73,122,27,60,57,49,12,485,36,0,34,86,183,70,95,81,17,28,17,65,325,76,14,9,184,231,21,0,33,5,16,27,182,213,12,83,40,4,126,0,147,112,3,90,361,60,154,69,28,0,4,0,294,68,200,84,72,16,89,78,65,59,113,88,20,189,246,13,12,74,41,16,135,245,54,141,150
b3ef12a80d40902556c2fd4de5924438,2,3,2,3,2,59,35,4,5,7,4,3,0,5,17,31,0,4,24,4,0,0,6,7,2,11,0,6,14,10,5,2,2,0,0,0,128,0,2,0,2,11,3,2,4,0,13,0,3,61,6,10,42,0,2,0,26,5,3,12,0,0,3,0,3,6,5,4,0,0,0,2,0,3,20,18,5
a0f4041ccc6a3b1f6512919ebe00613d,48,17,19,3290,16,1068,21,56,775,24,1812,49,7,152,1879,1034,3,29,823,36,24,0,79,52,0,6372,0,90,498,215,10,787,100,0,6,81,1114,5,27,3,35,2343,118,164,794,2,6021,125,152,84,55,16,1295,92,500,27,370,427,134,2605,73,24,15,53,135,80,390,27,0,303,7,79,52,24,497,1877,310
048a59d179f89089b6e3a2d50f389e94,12,23,7,226,16,58,2,11,37,4,72,17,4,56,77,63,2,8,19,0,9,32,30,7,40,234,0,4,97,35,9,37,52,28,0,3,64,7,11,0,16,67,9,82,80,2,97,63,53,8,15,0,52,37,57,12,100,45,13,66,6,19,0,2,13,20,6,0,0,22,5,29,30,23,101,92,42
cac9c7f0358b22e77dccb632c98fc70d,0,2,4,0,25,0,0,7,0,0,0,3,0,13,0,0,0,0,0,0,0,23,4,0,0,0,2,0,0,0,0,0,43,23,0,135,0,0,0,0,7,0,0,0,0,3,0,12,0,0,4,0,0,9,0,43,0,0,0,0,114,2,0,2,0,2,0,0,0,109,24,0,19,0,0,0,0
a2afdab2db82e62d5de07d2f29111f10,19,18,6,102,11,25,0,17,30,41,53,23,5,39,73,21,3,31,10,0,36,45,12,3,82,274,0,6,122,37,16,57,17,31,0,17,29,17,25,0,24,44,15,34,137,5,89,25,50,6,10,0,46,24,66,7,118,30,14,45,9,21,7,2,17,17,23,2,0,66,9,29,58,8,180,51,33
be7fa93e72946b09913f7776a2f1c857,318,587,210,0,198,0,2,1403,29,109,0,450,283,934,7,0,54,0,0,104,573,239,420,0,500,21,11,0,0,0,82,4,1723,219,0,369,0,69,554,18,661,0,0,1467,0,20,0,1136,0,1,382,2,4,1161,0,543,0,3,1231,0,615,387,177,142,0,1438,1,0,3,1037,121,0,555,785,0,2,0
28a3e65876d54235d7abd36bdb5d123f,0,0,0,12,0,4,0,0,0,0,6,0,0,0,54,3,0,0,8,0,0,0,0,0,0,10,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,293,0,0,8,0,258,0,95,5,0,0,2,0,5,0,81,0,0,2,0,0,0,0,2,0,0,0,0,0,0,129,0,0,223,109,12
b66b0ebe9c94cc5c0ee68a7c8cb966af,0,3,0,4,3,14,0,0,0,0,8,0,0,0,12,8,0,0,12,3,4,0,0,0,0,5,0,4,2,2,0,5,2,0,0,2,24,2,0,0,5,10,2,0,5,0,7,0,2,11,0,0,15,0,5,2,10,2,0,6,5,0,0,2,7,2,0,3,0,3,3,5,0,3,4,34,17
