#OTU ID,SLCdtt163,SLCdtt164,SLCdtt145,SLCdtt150,SLCdtt167,SLCdtt149,SLCdtt146,SLCdtt148,SLCdtt168,SLCdtt165,SLCdtt166,SLCdtt147
41f66b472afd9dbcf57ee6d7f5977368,11,43,2,0,0,0,5,20,0,12,0,15
691f2dbdac94ad2f7e2486ab73a772af,209,115,242,86,6,16,53,239,22,275,14,232
6b6fdd24cb014d583c7c025741c8ecf3,0,112,0,6,44,0,0,0,0,10,0,0
e8ee8f76c4f835d4f1292a789afc3f95,0,0,12,4,0,6,4,2,0,0,0,0
fc9ef66f439c06896d69d1092d8315fe,74,0,81,11,0,5,7,16,0,0,0,32
2ce5f984c303607afe63f839e492f57b,0,32,1232,94,0,133,3633,3202,0,0,23,2662
a30dd65fa0f17c9ffe88b70cc66d024b,0,4,25,0,0,9,3,9,0,5,2,9
4c8288bfbd76958c0c094d87b97650f8,179,36,76,89,30,54,11,37,22,24,34,31
fbbeae3dceada6928b2cdc472f5d9901,4201,224,7796,2371,1825,6718,738,4891,854,422,370,3444
99e3ef8d6af1702f3a43e8f3e4976956,0,7,0,0,3,0,0,0,0,5,0,0
7c0c72cc86a5548fac1f1c96853e29fe,0,25,17,3,4,2,3,59,9,63,2,49
84a1034f71767fa92491aebf1bdf7fdc,84,125,173,52,4,36,171,264,9,42,6,254
832fb872172e67da702355444f34bc1c,0,3,2,4,2,1,2,0,1,4,0,1
1355705d5f5537fdd6063e8aef08650d,0,0,3,0,0,5,0,2,0,0,2,0
3dc32de6cc2afb83c56da803d4ae8054,67,55,93,5,0,18,23,209,9,40,3,178
0f6a34be1a611d55dd58a93322b7caff,5,0,63,35,0,13,25,171,5,0,1,164
818cea4720b8bc475ccdf73579b06278,155,223,0,0,5,0,0,0,15,210,7,0
9558d82710beac18e454f983c9db7cca,119,94,127,15,23,22,43,268,31,122,1,170
f9130f059b9380b9961aef118b3a529e,44,73,31,7,0,9,12,59,29,82,2,33
e895ba3e92642f6c374d12d4ba87bf0a,55,87,40,45,191,105,22,124,176,202,304,112
f0deb5bac19f248fce27d93d918d3464,30,18,3,0,7,2,3,15,9,29,0,9
ad4e760fa406db6470c29766422a47d2,0,0,0,0,10,0,0,4,10,0,0,0
292a57429f3bed0adc53c07dc4c62c9f,85,212,61,14,16,11,52,120,23,53,5,118
e6b0f68e8f6db48ea780944a44ac99a1,96,90,107,14,13,19,38,226,34,110,0,180
b8d0d192e1821980a4d2d8292dcd4c42,0,29,185,9,0,20,6,95,11,18,0,76
977eb5e61f5d9a0c3618c4f129859cd3,178,4817,394,159,34,193,688,281,96,783,60,235
eae0745a628ea0feffa5b1fb2d536f6b,0,36,0,13,0,5,18,86,3,58,5,74
8064a19ea488e28609ef25daab20653e,23,11,0,2,4,16,5,26,15,12,11,12
1b20077c579ec346099b958af37ff02d,455,1181,654,95,75,78,170,464,332,752,38,369
49e9cee41713f4c00f8b171ecaff09b5,66,52,144,7,0,0,40,141,0,48,0,108
f5bf4e20e8a4c371b702c2cf491f56e8,0,0,27,3,0,19,241,256,0,0,0,249
7737dd181fb4d08851b4c49b7bb5c5ef,0,0,8,0,0,0,29,132,0,0,0,120
435716953baae002e22a8d28e14c0aec,7,93,2,0,0,6,10,28,10,35,1,21
1ab3b71e73441e341b02e15407e5b9e5,32,133,31,0,0,4,6,47,0,106,0,26
8f07f09a7a5b69d79afd30ba3be7ae26,2,78,88,39,10,48,95,67,10,11,0,68
090dac4c317bdb16f9ab434da4e8a35f,0,0,6,0,12,0,0,0,0,0,0,9
b221a65a4ab995abd7110ddcd600e1fb,141,48,99,169,39,289,57,416,42,139,46,330
a0d2e10ea5e00a9cb906c319ef542843,62,11,25,11,8,12,34,146,18,1,0,122
18285598fe8215895e323b758326f2e2,5,64,24,7,0,2,9,46,6,43,0,39
89da5f45526bc14a8a2dfb25616269b2,2,30,77,0,0,7,7,38,3,16,0,32
9e39af3708ad41aca6e8d5ab47b4efa2,96,129,75,3,25,16,18,161,22,122,4,120
50b0b4cd015999c8222bb021637c8873,54,0,43,7,12,4,0,0,0,0,0,0
94adac1e5690b5aef26d6014e471f458,45,0,0,0,7,0,0,0,2,0,0,0
97e775c94445b62cef898d8ab38f8cb7,0,0,0,0,51,0,1,0,10,0,0,0
9c6efccec7649fddce7cb4c0b868559f,267,38,22,34,81,42,19,57,32,41,41,58
5880c5d1b7cc98fab46a044a247525a2,335,358,44,7,1,5,7,31,72,272,22,32
0c1914abfb8acde52c282afa8e27a1fd,0,1,0,6,6,7,3,16,4,2,0,15
dc42750a29cb8d6956790e407a4ceff4,11,2,0,0,0,7,0,0,0,0,0,17
00e1ab8ab959fa51a66dabae588ff48c,0,0,20,0,0,0,0,6,2,2,0,7
fda05925f9cfe9acbd1ec63617c7352a,0,0,2,1,12,0,0,1,3,0,0,0
31e830c9791dc12ef188f104791faf17,32,110,0,0,64,0,0,0,29,40,30,0
9ff8565480eb4d1ae1feec02a0dfce35,20589,9266,11787,12094,3651,3993,3082,18314,7718,21844,5196,14988
b102928f03449973e2bd7c11a39817ba,49,17,25,7,1,3,9,54,6,21,0,28
5756e2e2f97499253c4280eeb7413ca6,19,13,0,0,0,0,0,0,0,6,0,0
eca7ea65dbc52bdbc9ade7f98e109a1e,376,22,9,147,36,25,15,143,49,58,9,145
028e2c1b650e2e2b5847154a153e0166,0,0,20,9,5,25,0,0,10,0,0,0
cfb5eb8b6cd871de2ff7085767ca3152,6,29,13,0,0,0,0,7,5,30,0,1
483176e085c4e4eeee22409a02f2c0ef,0,121,0,4,0,0,3,21,7,76,2,21
be50260bd56c9b191a9e0845fc908179,46,140,145,25,2,6,36,147,27,117,8,117
51ec7483c391cbb0f2395c2ada436d87,0,2,0,0,0,2,0,4,0,6,2,3
cc0efa1a2c7dca25dd6dc2dc55fe6697,0,14,0,0,4,0,16,40,3,15,2,36
ce307313b49ebeda07b988fcdc57b97e,28,63,0,0,0,0,0,3,0,19,2,0
ce374e4ecf9d37933b614c569ea2250e,0,21,40,40,0,29,51,332,0,12,0,236
80571fa88208f15e75174fe7ba3d6839,0,5,24,0,0,0,0,11,0,11,0,12
5a0cdfc9bc68e40f3ad82a56205b85b7,57,47,26,0,0,5,10,26,35,77,6,26
8b317947d610fc3e351d94e2466ab1ab,0,11,0,4,6,0,2,23,5,16,0,15
9dcb1f589151a8b84cb5fc7c490e22d8,12,48,30,0,0,4,8,85,14,32,0,67
1d0dd3c34a24787cf361282683c24774,0,0,0,0,0,10,0,6,0,0,43,0
8fde870b4c3464dbd28fb743c07f36f1,0,0,0,3,7,0,2,11,0,0,0,11
e3bd74e4f8e965abfb6ca86d51d2b55b,234,898,0,0,14,2,0,0,7,471,11,0
3311c81da0640c29e6d9ed4f0529d3d5,0,2,37,2,0,20,17,90,0,0,0,88
f33aa1513c4933703b7070ec1e43c191,162,95,62,20,11,7,33,76,24,126,8,82
4aa01b032f6f21994f27fd7c9ef08933,0,0,47,0,0,0,7,15,0,0,0,12
cb48af0355580e3a4cfe6d22f05b6b14,10,0,6,4,0,5,0,0,0,0,0,0
519f2ac102ab65678b0dcd72cb9f586a,290,59,75,65,77,181,20,171,37,91,53,103
b08002696e45f7e121334d154e2f5d4a,0,18,8,9,0,0,0,12,5,19,1,7
204736c3bd4a4c1f840e9fc99a5155d2,141,55,53,17,5,17,28,152,13,49,10,95
1941bdf9450a85f4069a80e526137af7,23,4,51,0,0,7,0,2,1,3,4,0
5e7454ae5bc6cea5edbfbe42b2d24477,110,124,295,29,8,46,104,82,30,58,8,60
efe64b2cd066392c8b5379c583817500,984,73,165,29,84,36,101,445,60,98,16,367
a6cf9ae0a74b21a2aa7439335c575123,140,73,205,12,4,2,11,56,27,32,0,41
e48fb994a13cc5f14b93bd94b4dd8725,16,0,125,8,0,8,25,74,0,0,0,57
a355ffad67ad78b1bdbd4ad765a6f5cf,0,4,0,0,0,0,0,0,4,4,3,0
dcd0c235615b718f89bb8cc76b5a627f,2115,205,32,81,12,26,67,319,57,276,17,310
bbf6f74f140636ff3f33ef2bc3d892a3,227,159,166,61,7,53,60,266,76,296,18,273
1e65ef9ba16ebcd3b8413c31e58cada1,232,414,44,16,11,10,23,109,75,289,14,90
6f06d4c3412c12274598b1a4bc468d3a,27,0,59,0,0,0,0,0,4,0,0,0
c8433912bf1d2d7d9dd177739211ae41,2,0,0,0,0,0,0,2,29,2,0,2
1215303fb541fab34f6257176ded8fc4,0,0,0,3,194,0,0,0,154,0,0,0
7a2d1519cdfecd43e9baffc8f322299a,414,38,14,4,4,4,16,71,15,96,11,45
8a8c39a3e855256f236f71f39bf300aa,336,131,0,35,5,0,0,2,54,96,3,0
a172874a13d3e6df1391f0797d95d6bc,115,515,69,18,5,40,73,262,79,343,26,229
10d8f09d85fad48b134dbba261adf29c,0,46,0,0,0,0,0,0,3,7,2,0
762fd96b2d1336974fba68fedd33fefa,679,91,208,214,50,75,159,1411,30,236,11,1143
0d193515752095f48f18055431a650f0,122,38,103,7,29,10,19,145,10,56,0,124
76d6be90e19a660c9a84b35fa31d801c,38,4,145,2,20,8,0,3,14,0,4,4
861fb4882b4c65b68e5998bb89ad59e8,1056,46,84,34,8,8,39,323,32,127,6,310
64864a4b76fc5cccc00f4e44f8dbcff4,130,151,137,31,15,21,62,325,44,257,10,203
49ca472812887fdafb9786d9995aa406,29,45,38,7,26,19,16,180,23,86,0,128
d4582580d27b0dcaff88f316edc6795c,235,282,260,206,33,94,291,910,53,377,15,780
c0fa6fc4716f50a194d3a3bc520ba870,125,59,42,110,45,180,20,54,80,69,60,43
184d1c27d9866996ffbca04cfad3ded3,36,184,0,0,19,0,0,0,17,185,1,0
869038dbbe0844710dfe8cda1f4c41fd,134,152,407,24,0,24,91,702,25,191,8,542
79d4cbe747374bb267d78e572c82d82c,690,4817,338,11,46,6,306,106,25,469,38,84
2a065d9ee9756b7b08d04e4d8f2ac204,82,97,37,8,10,16,28,139,34,152,6,138
3c4d4ee2a76611c10e6d968cbb139b0d,0,0,0,0,0,3,3,11,0,0,0,9
f0711e2c91ed3101e810bfdad130849f,70,7,3,4,0,1,3,26,4,13,0,20
0da7333e379b780a39d305d935692a95,0,0,113,0,0,3,0,0,0,25,0,0
2da7ea845bb72e8eb58d649348bf057a,186,116,284,16,25,44,24,234,67,144,11,166
7186c67c129c329bce7d6c988267b231,110,138,157,21,16,20,44,114,7,83,4,108
8f139f903db65b737165fab17b843584,33,51,134,29,0,41,119,438,18,70,3,359
5fc2d4103e27f399113f1fc7c954ef66,631,253,130,70,46,16,50,518,85,738,8,431
01ac8dc658ac5b92afc9837f747e74dd,136,21,22,2,0,5,6,65,7,33,0,74
46864a6aa122ecb439eb59a3c0542ee6,27,37,10,3,0,10,7,95,10,48,2,52
48fe77b828ac410d9e0effc44fbeb57e,374,419,194,25,31,30,20,117,99,247,16,114
77eb2f8589e0e143883648e11bde2a31,4,0,98,6,7,14,159,177,6,0,0,125
e16b103da2aa64c71cfe99afc4405912,10,0,65,9,4,7,38,119,8,0,0,94
4938367aefb076da9af1836d7df30ae0,47,29,273,6,23,19,45,173,22,83,7,120
0789b8bf342cad7160cfe6e2e074f034,106,45,11,0,3,7,18,59,7,49,0,47
17bccd87573679acdd1eda74fc49bde7,58,86,90,2,4,4,32,141,22,67,4,104
d33d037914391243a664e78b0865819d,494,68,131,85,26,21,68,602,55,147,5,471
ccd31353e129fad1e0c6c09602372b4f,56,44,95,12,7,18,22,122,18,136,7,71
598a513a3552c092cd8b71a429c45ab1,1118,4,68,342,26,7,0,0,37,0,13,0
e4ae4cec17a77f39596e9265b12960a9,32,16,0,0,0,0,0,0,6,40,8,0
f75f1091527cd2a1a4c96eba1f735466,5,187,0,0,0,0,26,245,0,93,0,193
8f2b821cd45696bb55b164853a1917c3,97,61,36,3,31,8,9,78,11,153,8,66
d5971448f3dce06f45cfd35f968de816,14,29,13,5,0,2,14,40,5,26,0,21
59cb2b356649752e276dd7f74cee4321,87,0,0,0,0,0,0,0,0,4,5,0
2e11ee45d4ccab0775222da825d3bd42,11,225,232,58,6,29,139,207,25,111,4,158
c3bdd500bfba25ea4c753e8d815ef903,10,7,9,0,0,0,10,22,18,5,0,10
7dbd92a6ef1fb4362d5a0db983b58142,0,0,0,1,0,0,4,9,0,0,0,5
df4ca25fd346713ef43d2c727b2ef78e,492,581,556,3,9,5,183,1048,11,548,2,887
b92f84c206887ecd667f142dd3606ac3,289,148,196,91,41,40,120,1217,76,482,17,1011
594b20915c3abfcb209ccf738fb7122b,75,35,0,0,50,0,0,2,31,35,4,0
4a82bd4ce156dbdc137b21a1d7e75f93,310,31,0,4,0,0,8,56,8,75,2,44
a5641950b2a3a47827849d91242f0ead,71,109,144,4,0,7,35,194,32,109,7,130
0e1ed618e78c277a6e33fd639749410c,18,35,4,0,0,0,6,15,4,38,0,19
55fa67427af49d0e149b71f3e492fc2f,21,35,0,11,0,0,7,11,0,40,0,8
37e0f2e7c7ab2a2f738b92a61085aec0,143,144,143,12,0,4,51,306,0,164,0,203
05b3c5e6170d8f2a2028b41de2e4fbfa,34,32,35,0,22,0,10,55,7,56,0,37
faf82edd7b4917abc7158d7152136723,12,21,4,0,0,0,4,3,4,23,4,4
b5c61551098444f976845a271dd33f4f,33,51,0,0,0,0,8,25,5,9,3,23
1c49d51b2fb93e140ae5b7244034d346,318,193,188,84,61,25,60,221,22,219,22,166
a8bb13e9e2b548216ed9a9619c1767a0,88,64,119,14,9,9,23,98,0,15,0,106
bf5b6d2bedc4f3f44c7d707821b0f12b,4,29,15,6,7,0,16,54,5,26,0,28
99417dd633fa8ea2fc2d6f5bfe6b3582,0,209,95,0,0,4,37,141,0,62,0,120
ca36cc60802278a626b2d36b8da83ae6,0,35,29,4,0,11,14,39,2,34,0,35
0dc69705aa39eb92e3dc26eed8d677c6,0,27,32,15,0,4,12,31,0,22,0,24
2f7c13322a20964e09b36ed3971078af,29,7,17,0,0,0,5,21,0,9,0,23
0d1b4cdc41a51d019759c85b5795aad3,41,0,27,1,0,0,19,45,1,30,0,60
eed1fc5eb0bce8bd66c17ebdae90fd3d,97,581,0,22,10,4,10,8,8,163,5,0
6f0b4058c92e83c77533a218739a0e38,66,19,0,28,54,10,4,15,40,14,11,12
95567a20354fa3a584ecf4f0ab229ef6,89,58,114,12,0,8,25,29,22,82,4,22
87ab9c664033e00f6b64f2afc71a6d90,32,10,46,20,0,9,15,51,0,11,0,37
c739108a8fb66e778057d21c15128eaf,0,3,32,12,0,7,11,30,4,8,0,31
7fd2dbaa8c8b59e687ce1cf9edb857dc,153,43,87,153,21,437,65,608,20,169,57,464
3fe14ce999e55699a86d72419a790dfe,0,3,18,0,0,0,0,3,0,0,0,4
fe74cb6ed6d5951071824943319e1724,19,96,80,10,4,4,209,462,0,26,7,321
d9906b96d62c7bddd86a716ff2c636c3,0,0,7,0,0,6,3,12,0,0,0,12
fd127481a7a3b20d6d476f8d15c8b746,114,60,127,0,0,0,36,199,2,55,0,152
d094187a25af8eacc92b8d88ae38c4a7,0,5,4,0,0,0,0,7,0,0,0,5
3e514d4fe509d063c262ab3e3b224da1,0,2,0,6,0,0,4,1,0,0,0,4
3d54a53e5412fd82769620a4792a9b31,38,21,5,0,0,0,8,21,11,14,0,11
0f7e30a9c413799c28abaf3bf8186888,1747,11266,664,17,36,31,672,244,32,1002,83,190
fd7e1ff108a3eaf3f64eaaa5faf590af,49,37,110,2,0,6,22,102,11,73,0,81
40b3ea35e2f5ce567e639342f33d8e2a,0,2,26,0,0,0,0,4,0,0,0,2
dae1fbaad10a121a9e71c35d8c230bc2,0,0,0,0,0,0,0,16,0,4,0,10
dbec9c5165f7fd71fcfcee0766f056e9,54,0,39,3,0,0,8,17,0,0,0,10
3a863e8d613146295f1169d6d3e462e8,67,12,64,6,0,6,1,25,14,17,20,18
078bfc045d02b9ec7a37cbfe330c6063,726,1418,0,0,1706,0,0,0,1175,1702,1068,0
80f2643f29f72653e1dcb14d6a129d8b,840,2027,2460,851,52,711,2874,2522,138,752,75,2237
772ad2feb9f19ddeace71e8e2e707858,85,0,97,9,285,0,0,0,571,0,0,0
178d4eb06bd14fca2d3c300f9f05e384,246,1010,79,82,75,25,59,442,153,1541,53,359
c50f108c7f26f34cb8226f54985908be,897,1475,1026,375,215,445,434,1652,438,966,105,1372
5b74065cc4963be8f6447b2c9ffcbc87,0,0,29,3,29,16,60,127,0,5,5,129
eee9bab26577ab7978a3c7bb4a082922,874,270,2361,3808,724,5476,156,1074,548,506,690,796
db1ea7350f45b6b1c577ee65fae969c4,202,344,258,51,9,42,118,444,29,288,15,520
b818498a79e2d7a40cdaf0d29b43c7c0,103,192,56,108,16,4,7,24,41,79,6,25
ba78f5950dfc8ca2138232ac1893ca13,287,668,0,0,0,4,0,0,70,605,24,0
bf0c4ab9e25d5cb0066ba56a34272e6a,161,702,76,25,16,43,59,209,70,491,7,227
53cbcf217d083ac12d3827598de4e750,196,57,79,13,14,13,25,104,50,75,7,79
0c5a72804d13bb1ad0f488d9565364aa,17,112,244,5,0,0,42,104,0,83,6,93
7af0894d365728994d20f8f22143f8e3,48,12,0,0,0,0,8,24,2,26,2,23
10fe28dfed336a54e53861839b30278a,0,0,115,3,0,7,210,282,0,0,2,218
5167710b7280856d9e512a4f58068687,0,21,0,0,0,0,8,14,0,13,0,12
58fde6dae459af7ec3ed3eea10b1c0cb,0,0,0,7,0,0,7,21,0,0,0,21
07a0081d4bc5233563d0269fc2c734d0,10,12,43,5,0,0,2,14,6,5,0,16
3ceb74c21dfbf2d306d22d03dda4b5fe,30,0,390,33,19,27,121,271,0,0,0,233
f7040b791e2687141adc7be4ad81afd4,0,2,15,4,0,0,9,30,3,4,0,30
ea6907258313a99760f5785c8c64b8c4,84,126,69,10,15,5,27,88,10,129,0,84
d5bac6e328e0b91ff267e366898fb100,10,8,0,0,2,0,0,0,0,1,2,0
32e49333696db544fb61eaf8a3921162,8,4,13,0,0,4,7,21,0,14,0,12
69d9bd0fff4fa0bfc373eca44023973d,0,0,7,3,0,0,0,0,0,0,0,2
07f9cf5cd15f1e6c3b5f4c0b6b8addc4,101,28,38,0,8,2,4,39,4,65,2,27
3eeb6fa3850d5ab2864e37931dc1781b,0,12,17,5,11,15,6,58,6,50,17,37
c4bb856f00469484de24c5d7e0a221b6,35,23,157,18,21,14,20,102,21,19,2,82
26301b9eb98d7515f25102a00a078720,23,0,27,0,0,0,0,4,0,0,0,2
5adc2daa2981bc07e21b14d53496ff67,0,0,43,11,27,0,0,0,3,0,0,0
7c1aa4cebecf5121ff208d31b341894b,0,11,27,4,0,2,10,35,0,5,0,33
760550a12e577044cd1f0241dace691d,0,0,9,5,0,3,0,0,2,5,0,4
720832273d925b4115ed01c6d3df48eb,0,5,2,8,0,3,10,40,0,10,0,40
11ab3d6c997cf5a0e54d39f7f66b0cd7,0,2,0,0,0,0,0,3,0,0,0,4
72cb656da17f65d184d9186ee5260f53,0,0,158,76,26,134,79,221,19,0,0,189
672f609119344a6b7dbf954d60b3950e,15,36,7,37,80,102,12,108,45,111,47,77
c2c7ac3e8c2acf2ceb1fbd66e9ff20d0,132,330,0,7,17,0,5,21,14,293,5,14
4fdd9f8b9aac094acd93155a17435a7f,0,21,0,0,0,0,4,4,3,31,2,5
b7e800ed490ab8e535a11f2bd8f6cacc,791,5949,728,621,108,615,5767,2782,43,2459,40,2428
62587ccd799d2de60a42127273c72d18,0,3,0,0,0,0,0,5,1,0,4,4
aee99201e39cd80eb7ba25cdb32cdda4,23,11,0,0,0,0,0,0,4,10,0,0
8a08e31995384f38ebb2f85a9c755462,0,27,107,52,2,22,61,468,32,175,10,353
8ab2d63ab937834abc3dc024afaa8368,27,22,92,0,0,0,0,47,0,43,0,33
78b75c16defa331498f30bd043ab6272,2526,779,2229,10026,3188,9099,1746,6068,1139,827,1437,4989
97c8e72a012bb68cabfd5774c84f4a5f,0,3,0,3,0,3,0,0,0,0,0,0
6c10f09e23d7db98ef7055196830be0f,1181,730,434,1998,4462,1139,325,1242,840,1079,2363,1125
3df9c9d94f7444cf6271a4c61882ed75,512,185,581,2244,220,4059,207,1251,160,269,185,1067
6bf0279c0db7498fc2f38f1e20694ead,1338,841,273,1118,5987,1288,160,645,1796,1210,3982,527
f078ab94d6e34e3e90666ad9a4c83721,0,0,45,12,35,122,30,107,0,0,0,110
1601b63ea158342776c4cd442b1fe96c,4,0,212,8,56,28,0,0,29,3,5,2
717b8a70a7d3863e6c253f4a02855117,375,388,97,976,377,1480,133,660,617,919,679,566
bf4a9faf7765b386d8cbde37ecaab952,349,50,181,348,165,393,85,346,85,332,370,333
f5dac8ad7249ec9eef49ae66ee4b0911,0,21,0,460,26,617,31,141,16,20,23,56
b1ee74524037c241fb97944c3ca73cf8,328,114,31,144,448,323,11,98,185,168,207,105
664ad5dc4925894383623f26b86dc68c,1375,1003,2668,6699,1214,6638,407,1716,1752,3739,1661,1336
