Description,PC1,PC2,PC3
Lyz2.08B.DTT292.S134,-0.05537777004,-0.4886916346,0.04345463269
Itg.22.FP516.S19,0.1631876057,0.4975793545,-0.142841906
Vil1.08B.DTT92,-0.3795953126,-0.7694289318,0.04601860983
Itg.04.FP420.S20,-0.5144386608,0.5136814555,-0.03373875524
Itg.10.FP456.S58,-0.2990624909,0.5454792892,-0.1668074073
Itg.18.FP492.S95,-0.3356962755,1.300533579,-0.1723889958
Itg.12.FP468.S70,0.001057947355,0.5540527375,-0.1184750693
Lyz2.06B.FP268.S65,0.3714696409,-0.2208512732,-0.02136081722
Vil1.13B.FP155,-1.666328809,-0.3086902067,0.820976205
Itg.08.FP444.S45,-0.7158617903,1.195802478,-0.1399008688
Vil1.010B.DTT116,-1.105426549,-0.3616654735,-0.0881517124
Lyz2.03B.FP232.S80,-0.6778644075,1.116797,-0.2131868848
Itg.04.DTT420.S12,-0.1182954624,-0.4827351149,-0.05162028656
Lyz2.02B.DTT220.S60,0.91180792,-0.8504507319,0.02180244501
Itg.06.FP432.S33,-0.719763809,1.233015126,-0.2024833184
Vil1.07B.DTT80,-0.9035855378,-0.06851765398,0.4399694172
Lyz2.07B.FP280.S78,-0.7627149172,0.5862353174,0.05924037911
Vil1.05B.DTT56,-0.8866584619,-0.5281835074,0.3580084783
Itg.16.FP480.S83,-0.7040889547,1.578860586,-0.1007397596
Vil1.07B.FP80,-1.041865002,2.199667047,0.04615230092
Vil1.05B.FP56,0.7596277974,1.177036914,0.1357920165
Lyz2.06B.DTT268.S109,0.7445668105,-1.412003892,0.06622470653
Vil1.06B.DTT68,-1.083266517,-0.6668290182,0.3952358501
Vil1.02B.FP20,-0.5384339916,1.078357834,-0.2595865755
Itg.06.DTT432.S25,0.3027902236,-0.2169816888,-0.1631485822
Itg.26.DTT540.S36,0.6477598955,-0.9103965809,-0.1270139551
LYZdtt364,2.508131048,-1.383146164,0.2014680252
SLCdtt050,0.1852774595,-1.6069191,-0.007979230752
SLCdtt110,-0.2404285693,-1.808536445,-0.07340812053
LYZFP304,2.076996021,1.781104074,0.1571503749
SLCdtt002,0.005284586023,-1.822046772,-0.1406611689
LYZFP328,1.376607951,1.545083258,0.1997575833
LYZdtt328,2.17054827,0.4553118961,0.2655375315
SLCdtt074,1.367115851,-0.6555651367,0.04607802379
LYZdtt304,1.520319173,-0.1991873165,0.05348890603
SLCFP128,-0.7757085011,0.8610140062,0.07561246092
SLCFP092,-1.008335524,-0.6084683599,-0.02123213276
SLCFP002,-0.5687417151,-0.296587315,-0.07356657991
SLCdtt092,-0.4068784296,-2.252585402,0.05154199614
LYZFP316,1.705680366,1.905665672,0.1024143482
SLCdtt020,-0.1968672649,-1.655419619,0.07196908494
SLCdtt128,0.7016371611,-1.289415241,0.02282080601
SLCFP050,-0.9941099092,0.1852883029,0.08870193114
LYZFP352,1.467416507,1.441051332,0.2344927871
LYZdtt340,2.696825996,-0.744669472,0.2125395863
LYZFP340,1.45845216,1.697127484,0.1568562915
SLCFP074,0.3569969819,0.9326162103,0.09749699582
SLCFP068,-1.5011736,0.3699037699,0.1347344715
LYZdtt352,1.547251428,0.7448055425,-0.04219348699
LYZdtt316,1.480058547,0.2933642439,-0.1933566977
SLCFP110,-0.166451112,-0.7511543081,0.1180945325
SLCdtt068,-0.2078006599,-1.325996029,0.04350173981
SLCFP020,-1.176298033,0.2045429073,0.02039324444
SLCdtt164,0.7721677271,-1.143259615,-0.2623581403
SLCFP164,-0.5171798559,1.530918443,-0.01922561743
SLCdtt146,0.06753027579,-0.79365139,-0.1485989731
SLCFP146,-0.1794974375,0.3805528077,-0.1270712374
