	TL1a_DTT_173_Repeat	TL1a_DTT_76_Repeat	TL1a_DTT_172_Re_extracted	TL1a_DTT_169_Re_extracted	TL1a_DTT_245_Repeat	TL1a_DTT_244_Repeat	TL1a_DTT_142_Repeat	TL1a_DTT_78	TL1a_DTT_139	TL1a_DTT_171	TL1a_DTT_209	TL1a_DTT_74	TL1a_DTT_141	TL1a_DTT_210	TL1a_DTT_241	TL1a_DTT_243	TL1a_DTT_205	TL1a_DTT_206	TL1a_DTT_64	TL1a_DTT_62	TL1a_DTT_65	TL1a_DTT_242	TL1a_DTT_73	TL1a_DTT_63	TL1a_DTT_207	TL1a_DTT_75	TL1a_DTT_246	TL1a_DTT_97	TL1a_DTT_66	TL1a_DTT_140	TL1a_DTT_99	TL1a_DTT_77	TL1a_DTT_98	TL1a_DTT_170	TL1a_DTT_208	TL1A_DTT_642	TL1A_DTT_640	TL1A_DTT_638	TL1A_DTT_641	TL1A_DTT_639	TL1A_DTT_687	TL1A_DTT_689
TL1a_DTT_209	1.5985563922259052	1.2571184423620645	2.701602298951471	3.5221563517876207	1.587157342328472	1.458801241032038	1.7112183675092885	1.6165286728336807	1.9457350092907453	1.9753691087435798	0.0	1.924293764343809	2.1630292904237938	0.7439224261208456	0.8991373677412855	0.5687526880227604	1.9877897763060164	0.523305516975197	1.4931903214647566	2.160010063458687	1.5517860494135278	0.786961943338176	2.1619979080919145	2.278690116169084	1.332195962992912	2.1269176211435696	2.0064267987809834	1.9322339556360792	1.26675547737314	1.8221668966593882	1.725558368037148	1.7990795301170925	2.056526083053838	1.8820457467153267	1.866376543259359	2.939643574830502	2.8390705366934275	2.580043383882994	2.677541721843676	2.4878437682304013	2.712021744599469	2.2784378803460914
TL1a_DTT_74	1.3526476590610836	0.9949227481817754	2.8747315963548323	3.238286774544523	2.219896741377922	2.6432158135256523	2.312772273436339	0.7232056666871445	0.2885261260125244	0.28154233906007153	1.924293764343809	0.0	0.42761029739234374	2.6146193263276554	1.9223248604829117	1.5093231989535647	3.7331408413731277	1.5884049610181004	1.9139114738921026	0.6383799183213089	0.5980792031715778	1.7670257334298183	0.4867523592022393	0.5610780561039581	3.1729634295858666	0.4151019793137166	2.5238895506585863	0.5995634660061481	0.7970082146367824	0.5506744760539146	0.7426275386361525	0.5133458135986735	0.3542063037138141	1.2190599328332232	2.595765935808953	2.3123488957153735	2.2023336577660046	1.4423111395428065	1.9585978524938015	0.8310642890246855	1.545745064249201	1.5420269663939359
TL1a_DTT_141	1.692408480186351	1.302579431224373	3.2765317944450114	3.562559629583559	2.596425147484987	3.0111552861851485	2.610502270553736	0.9970589517193963	0.2234548862689375	0.5933013256809778	2.1630292904237938	0.42761029739234374	0.0	2.801363176312923	2.2802359340139495	1.809811992550283	3.873483011530494	1.9007459630431842	1.842868694469215	0.26949933134783866	0.6739809550164008	2.1239363631920805	0.2246613323059452	0.19883138998715705	3.447093116754437	0.5594303862765294	2.928463797884329	0.370187875672048	1.0145260221782066	0.4225308866474551	1.168951416474623	0.5065070000205971	0.28935996063659297	1.6368884009319205	2.9948431597254954	2.661691698032888	2.558324881996401	1.6800161981482724	2.3171532960387804	0.6029816435659008	1.786328811749145	1.9021385100222123
TL1a_DTT_210	2.2717765978284583	1.9557805718107155	3.2254191594861368	4.076169931514259	2.100455766884665	1.7761687703803937	2.1344608355794836	2.3062723030722605	2.5949139637451974	2.6796085829259644	0.7439224261208456	2.6146193263276554	2.801363176312923	0.0	1.4805909707304576	1.285514688525828	1.3293881759708042	1.249891913121221	1.6423182922276884	2.755483737653848	2.180351239912995	1.4336933882902971	2.7978859661122177	2.9086024284473466	1.0020107109750962	2.8159806566348635	2.5052545973101075	2.525843346005424	1.9332042791251252	2.4280191936335913	2.468743209703107	2.4301693246998006	2.7131636015622704	2.6138313506437743	2.313225214962869	3.605152589061418	3.512187027604933	3.2746573456940458	3.369132262244032	3.1160206751860056	3.412347445831793	2.98162921094561
TL1a_DTT_241	1.095732930878126	1.0898764082864125	1.805737838948483	2.7102549283417274	0.73722615029706	0.7576985192321706	1.1638977984752263	1.4803852172528231	2.062796014596469	1.873756398016553	0.8991373677412855	1.9223248604829117	2.2802359340139495	1.4805909707304576	0.0	0.7744170742157866	2.686687057120509	0.5959946227803214	2.2738406180157322	2.3809432162525663	1.7397920748276547	0.31668562502299136	2.25611071654009	2.385415717724174	1.5960311615889948	2.039712257123242	1.111078238165443	2.1632223837040554	1.3681509678525332	2.0385947051494835	1.408819997803675	1.925948644056957	2.1060200722691818	1.3177190161682801	0.9938640281337325	2.166868077327336	2.0736969486802814	2.1097551734023057	1.951215477475674	2.5215839183519893	2.2101919876947402	1.6379605725200335
TL1a_DTT_243	1.332552381395321	0.9774524316828751	2.4620675582480014	3.296119208359837	1.4649121497913846	1.4904812931107971	1.7495653479583058	1.3073907403493483	1.587453640525876	1.5714700600625853	0.5687526880227604	1.5093231989535647	1.809811992550283	1.285514688525828	0.7744170742157866	0.0	2.420839727182354	0.1932412568918821	1.6227699743051787	1.8454368749120804	1.2875775556542617	0.5122877483008331	1.8387674403131213	1.9493984245109266	1.6661849391732533	1.7537590758173995	1.8154103721433492	1.6571858592218551	1.0113345562074934	1.5446559927468044	1.2297644360976807	1.519493262430125	1.714292789185944	1.4094606763680093	1.7312784295477242	2.5763528757544183	2.464334465248224	2.2334130227213174	2.281587751010816	2.189067054007781	2.349335210048267	1.8941644786304876
TL1a_DTT_205	3.5744652635096954	3.22964734781086	4.359555992751873	5.324393490013019	3.3139709052468884	2.8411424071104583	3.416860655430409	3.558088144056182	3.6829687139652543	3.854066266327479	1.9877897763060164	3.7331408413731277	3.873483011530494	1.3293881759708042	2.686687057120509	2.420839727182354	0.0	2.4388914090338205	2.3469147691856587	3.772955837977123	3.326447444578829	2.5944090990358704	3.9115202628462056	3.999567069213319	1.39196797031922	3.998655141365458	3.6308732296068205	3.5933283080628176	3.149943520549076	3.5174927816722867	3.6418490685909894	3.5804866902299546	3.8494839712717606	3.810972710653315	3.408283445122924	4.849866420732998	4.75244660812261	4.565982070310325	4.609999945798345	4.264512133887673	4.699554352562742	4.245295411596439
TL1a_DTT_206	1.232056892182391	0.9332564754036619	2.3244457965758096	3.1602445989752033	1.2924661135677773	1.316617986329178	1.570784866409633	1.2982917115612	1.6772912820497463	1.6186510107668117	0.523305516975197	1.5884049610181004	1.9007459630431842	1.249891913121221	0.5959946227803214	0.1932412568918821	2.4388914090338205	0.0	1.7296738208803764	1.9513224945275993	1.350440575213109	0.3725881314979839	1.909897117100858	2.028323335968631	1.607938307971304	1.7948301744287987	1.6648537578626177	1.7458332146240652	1.0333960989853979	1.6279721601438124	1.2562006838647735	1.5758491698312127	1.7789230155397326	1.3803080849462117	1.5723765023196916	2.4865864460861236	2.3790165992305865	2.184213101741746	2.207981615560573	2.237516941717405	2.3012274317426646	1.824671132693091
TL1a_DTT_64	2.4228814245635606	1.8725688890644034	3.9657962140839587	4.556256969622143	2.8924919516030907	2.927231690437788	2.8158854410886254	1.9603632762563727	1.7243844284793002	2.085020677591928	1.4931903214647566	1.9139114738921026	1.842868694469215	1.6423182922276884	2.2738406180157322	1.6227699743051787	2.3469147691856587	1.7296738208803764	0.0	1.6588802582010345	1.4423708953013397	2.101768222429271	1.8755482752742272	1.9262635027274926	2.5320029547016323	2.1503040699011953	3.3470721890462576	1.5094596244521148	1.5274441483984498	1.4856737008595493	2.266116105608092	1.6335751083553356	1.889734563124037	2.671804121286851	3.2622864002971377	3.850653793396009	3.7442854633505016	3.0650402449366636	3.531234757632742	2.1942756760440267	3.2145808887261493	3.061966706533681
TL1a_DTT_62	1.8767855692641078	1.43508065084768	3.489584745904777	3.8058533259011678	2.7526157440242973	3.1249724732784645	2.750896638992886	1.1697747486928973	0.37000690593431346	0.8369457410743726	2.160010063458687	0.6383799183213089	0.26949933134783866	2.755483737653848	2.3809432162525663	1.8454368749120804	3.772955837977123	1.9513224945275993	1.6588802582010345	0.0	0.7140504333782467	2.2094970600883697	0.4067430219583342	0.35701769066843025	3.4435702068022684	0.8129152982087412	3.10490713025029	0.30186261351758076	1.0919983581003465	0.40753076579071484	1.3705163919851941	0.5996889755620977	0.5096462978497307	1.8535335728814935	3.1535288115850526	2.9164154875790738	2.8118526298878583	1.934416245484292	2.570629644195061	0.7531454003544809	2.0461839884352946	2.1465962208851885
TL1a_DTT_65	1.2814110568381225	0.7740731430678237	2.9647137256898612	3.3520866609596043	2.1120406487194967	2.469588790459766	2.068350884230857	0.6123293013341892	0.4901660943755	0.6715726628495404	1.5517860494135278	0.5980792031715778	0.6739809550164008	2.180351239912995	1.7397920748276547	1.2875775556542617	3.326447444578829	1.350440575213109	1.4423708953013397	0.7140504333782467	0.0	1.6114280409623662	0.6212982601682103	0.7432814023603357	2.870531126463829	0.7290508150307851	2.5183166209675627	0.4408597955315364	0.3904480879581216	0.31582877606305476	1.0290257819966788	0.25702142259727195	0.5447160530106191	1.4646050663100927	2.542974354977265	2.5546954632469765	2.4514262998227383	1.6556870749280794	2.2244746311839454	0.9535620081234581	1.797820015554521	1.7526175788395175
TL1a_DTT_242	1.1859067150227551	1.0593001259605979	1.9992121719843572	2.9199879897459486	1.0116902433887922	1.0137903681474607	1.4459226387701511	1.433734229490808	1.903250778940382	1.7599470812029265	0.786961943338176	1.7670257334298183	2.1239363631920805	1.4336933882902971	0.31668562502299136	0.5122877483008331	2.5944090990358704	0.3725881314979839	2.101768222429271	2.2094970600883697	1.6114280409623662	0.0	2.1281598611603916	2.2490146436635565	1.574096122282456	1.9430278751202184	1.3239693294652706	2.0132965586033182	1.2707073714889077	1.8927113468346477	1.2833290561594548	1.8117456429423773	1.9818223234315866	1.2701458946014945	1.2243489241889498	2.276616178797229	2.172213965970982	2.1552521961328353	2.024279674709352	2.4322007298321546	2.2550983808304608	1.6962530177889514
TL1a_DTT_73	1.5913420753776815	1.2247053297160682	3.2167599941105047	3.445044282414019	2.5307503918315626	2.972038324666927	2.4882495501980486	0.8859633029588709	0.31378146424190223	0.549070421800655	2.1619979080919145	0.4867523592022393	0.2246613323059452	2.7978859661122177	2.25611071654009	1.8387674403131213	3.9115202628462056	1.909897117100858	1.8755482752742272	0.4067430219583342	0.6212982601682103	2.1281598611603916	0.0	0.14320257367063474	3.466949520898624	0.4518154100340874	2.8816941488408143	0.3694483987196745	0.9510666782774077	0.4034123551608077	1.1823807996373217	0.39258045592784335	0.16978854970753615	1.6237161814689083	2.9521786981758593	2.5853940327323004	2.4878724101680536	1.5498718472360524	2.2526026151251513	0.4223050505436123	1.6665363004041946	1.8251273824528005
TL1a_DTT_63	1.7258000739797879	1.3636791866670743	3.3325791867201464	3.5491965859639505	2.6648814733571378	3.104903655095076	2.6301706982923756	1.0250252208590755	0.3790325329899031	0.6477350102389663	2.278690116169084	0.5610780561039581	0.19883138998715705	2.9086024284473466	2.385415717724174	1.9493984245109266	3.999567069213319	2.028323335968631	1.9262635027274926	0.35701769066843025	0.7432814023603357	2.2490146436635565	0.14320257367063474	0.0	3.5796195866976626	0.5451305952417896	3.0069347930871104	0.42342284571826466	1.0854472134245419	0.4897538582684328	1.2783228610111368	0.5264525585168286	0.2949488313433291	1.7231823152497328	3.0802758155313956	2.6756140528435175	2.5782873558893673	1.634980263333731	2.341768633509368	0.41657692572699917	1.743626935084417	1.9268608300501142
TL1a_DTT_207	2.6545267995741524	2.483109626008327	3.054742652331382	4.115171650596107	2.1240617838318205	1.547509769392062	2.4082142607527697	2.873485640014383	3.2271759605058827	3.224100407407374	1.332195962992912	3.1729634295858666	3.447093116754437	1.0020107109750962	1.5960311615889948	1.6661849391732533	1.39196797031922	1.607938307971304	2.5320029547016323	3.4435702068022684	2.870531126463829	1.574096122282456	3.466949520898624	3.5796195866976626	0.0	3.3965640102695573	2.3410810203786867	3.2403928024014887	2.5752086075762817	3.1330557107324895	2.826176408710556	3.1168594203713593	3.352986855189622	2.8357619839065995	2.101790987622225	3.7038134256120174	3.61532941233532	3.6864412871407883	3.5117342376505527	3.802839918192511	3.7952995422745475	3.2285020588932123
TL1a_DTT_75	1.252096271935371	1.011461078216616	2.807411640017119	3.011890697917721	2.2146933281511405	2.7172160460898795	2.213121807934549	0.6290656508071435	0.5291686623371464	0.216525865589754	2.1269176211435696	0.4151019793137166	0.5594303862765294	2.8159806566348635	2.039712257123242	1.7537590758173995	3.998655141365458	1.7948301744287987	2.1503040699011953	0.8129152982087412	0.7290508150307851	1.9430278751202184	0.4518154100340874	0.5451305952417896	3.3965640102695573	0.0	2.5273822186998247	0.7359768653312461	0.8912661771874079	0.6974423289264982	0.8586218001121461	0.5359593220902389	0.3190688508515733	1.2371172351591289	2.6247303376262505	2.134795619414539	2.0378810901697584	1.1232608237369741	1.8032598553218284	0.572317573982229	1.235727575735486	1.383406073979481
TL1a_DTT_246	1.3840000456948576	1.7676675486089135	0.7300495632356336	1.844936250128277	0.5448951155267748	0.8541311062132976	1.2343924178708752	2.044555093913424	2.7420444727092215	2.3849847341869244	2.0064267987809834	2.5238895506585863	2.928463797884329	2.5052545973101075	1.111078238165443	1.8154103721433492	3.6308732296068205	1.6648537578626177	3.3470721890462576	3.10490713025029	2.5183166209675627	1.3239693294652706	2.8816941488408143	3.0069347930871104	2.3410810203786867	2.5273822186998247	0.0	2.9154326618601436	2.1608659548089197	2.7952122079323782	1.831649131384281	2.624826650216161	2.7144102363843814	1.4338371749279588	0.26286721050823747	1.5288883973112595	1.4766451600026298	2.078861181618215	1.485034507728756	3.0484799670362954	2.1103346140469195	1.452199417362208
TL1a_DTT_97	1.6594990883994118	1.193879631705867	3.324408592023657	3.6470928259275563	2.5317943301272074	2.900294425106921	2.48656015116455	0.9483092001609531	0.3229739364102895	0.7519218962545602	1.9322339556360792	0.5995634660061481	0.370187875672048	2.525843346005424	2.1632223837040554	1.6571858592218551	3.5933283080628176	1.7458332146240652	1.5094596244521148	0.30186261351758076	0.4408597955315364	2.0132965586033182	0.3694483987196745	0.42342284571826466	3.2403928024014887	0.7359768653312461	2.9154326618601436	0.0	0.8301700577556832	0.12633726127906283	1.2729952937431097	0.3444987837565188	0.4233015001951503	1.7434400402445536	2.953651810200866	2.8061947331467523	2.7037158101840006	1.8217230765677195	2.4682159605319143	0.7369822682072281	1.9503138930936454	2.0181664088149907
TL1a_DTT_66	0.9660093169315827	0.41537745520490027	2.6407757039885964	3.092671485599258	1.7348802009954052	2.086512252556967	1.7036661522907026	0.45178923237853696	0.8116649991896242	0.7875892748043706	1.26675547737314	0.7970082146367824	1.0145260221782066	1.9332042791251252	1.3681509678525332	1.0113345562074934	3.149943520549076	1.0333960989853979	1.5274441483984498	1.0919983581003465	0.3904480879581216	1.2707073714889077	0.9510666782774077	1.0854472134245419	2.5752086075762817	0.8912661771874079	2.1608659548089197	0.8301700577556832	0.0	0.704326297460731	0.9017846041060147	0.5777792348073517	0.8324320186412114	1.2573018763828219	2.1732716987035565	2.343631921123232	2.2411154310723447	1.5652621936511926	2.0274676507648763	1.2340974735899441	1.7124005241987896	1.5481895524533498
TL1a_DTT_140	1.5446682932566618	1.069994275164975	3.213017848583095	3.554781700601379	2.4078285958569032	2.774517453978019	2.367331921586513	0.8390000061322723	0.30688005754645853	0.6908990745172298	1.8221668966593882	0.5506744760539146	0.4225308866474551	2.4280191936335913	2.0385947051494835	1.5446559927468044	3.5174927816722867	1.6279721601438124	1.4856737008595493	0.40753076579071484	0.31582877606305476	1.8927113468346477	0.4034123551608077	0.4897538582684328	3.1330557107324895	0.6974423289264982	2.7952122079323782	0.12633726127906283	0.704326297460731	0.0	1.1804378532453021	0.25212350463098177	0.40674530255740515	1.6464444818740536	2.8307197312352033	2.7213065402871948	2.6181388234479837	1.75872363196711	2.3839984270799515	0.7782430431236679	1.8909016887930694	1.9278648481142728
TL1a_DTT_99	0.9022494762594293	0.7738491792208667	2.1714742176894197	2.687561462024548	1.6097126371039774	2.062881625365572	1.8825591623209705	0.7188502167471881	1.0083242975632876	0.6615804413857478	1.725558368037148	0.7426275386361525	1.168951416474623	2.468743209703107	1.408819997803675	1.2297644360976807	3.6418490685909894	1.2562006838647735	2.266116105608092	1.3705163919851941	1.0290257819966788	1.2833290561594548	1.1823807996373217	1.2783228610111368	2.826176408710556	0.8586218001121461	1.831649131384281	1.2729952937431097	0.9017846041060147	1.1804378532453021	0.0	1.0582272742433876	1.01737911684014	0.4983602333448836	1.9239869394527653	1.7355153038508537	1.614461530722165	1.2167069683518144	1.3765111145205424	1.4282882714447518	1.2954424259363782	0.9843277029052934
TL1a_DTT_77	1.3306005975621493	0.894378634062234	3.0189306125150615	3.3185089451815983	2.23361544484776	2.642499351499064	2.1653717236374677	0.6153262233367733	0.3785954414368262	0.5464198718576061	1.7990795301170925	0.5133458135986735	0.5065070000205971	2.4301693246998006	1.925948644056957	1.519493262430125	3.5804866902299546	1.5758491698312127	1.6335751083553356	0.5996889755620977	0.25702142259727195	1.8117456429423773	0.39258045592784335	0.5264525585168286	3.1168594203713593	0.5359593220902389	2.624826650216161	0.3444987837565188	0.5777792348073517	0.25212350463098177	1.0582272742433876	0.0	0.32540380214949827	1.491095723898306	2.6717390602278055	2.5100756002929994	2.4109505369755277	1.5300891973759363	2.1818292715538186	0.6971333193341435	1.6689064623179302	1.7183384618186668
TL1a_DTT_98	1.4347523364047887	1.0775657293005634	3.0504191498590125	3.3035384181539236	2.3701997473874705	2.8179566662255966	2.3503337760526066	0.7359854468939677	0.2665167033001956	0.3865182076445802	2.056526083053838	0.3542063037138141	0.28935996063659297	2.7131636015622704	2.1060200722691818	1.714292789185944	3.8494839712717606	1.7789230155397326	1.889734563124037	0.5096462978497307	0.5447160530106191	1.9818223234315866	0.16978854970753615	0.2949488313433291	3.352986855189622	0.3190688508515733	2.7144102363843814	0.4233015001951503	0.8324320186412114	0.40674530255740515	1.01737911684014	0.32540380214949827	0.0	1.4562386074832023	2.7870854726739562	2.437093193806992	2.337453394318128	1.4311436106410127	2.1012436622584207	0.5073942433753313	1.5497367593689082	1.6689348037644944
TL1a_DTT_170	0.7994450203580391	0.9764889696180121	1.693606404924113	2.2550801155881217	1.3147308263975868	1.834770858843999	1.6949863384806614	1.0094750853006043	1.4878898556328595	1.0785795860819583	1.8820457467153267	1.2190599328332232	1.6368884009319205	2.6138313506437743	1.3177190161682801	1.4094606763680093	3.810972710653315	1.3803080849462117	2.671804121286851	1.8535335728814935	1.4646050663100927	1.2701458946014945	1.6237161814689083	1.7231823152497328	2.8357619839065995	1.2371172351591289	1.4338371749279588	1.7434400402445536	1.2573018763828219	1.6464444818740536	0.4983602333448836	1.491095723898306	1.4562386074832023	0.0	1.5708291657940272	1.297258414820411	1.172708043759255	1.1182790367014899	0.9501717760959885	1.8015054999652405	1.160118134060771	0.625753975340514
