	Mouse5A.FP28	Mouse3A.FP16	Mouse5A.FP26	Mouse7A.FP40	Mouse1A.FP05	Mouse6A.FP32	Mouse3A.FP17	Mouse7A.FP38	Mouse1A.FP02	Mouse2A.FP11	Mouse3A.FP18	Mouse6A.FP31	Mouse4A.FP22	Mouse1A.FP03	Mouse4A.FP23	Mouse1A.FP01	Mouse6A.FP35	Mouse2A.FP07	Mouse3A.FP13	Mouse1A.FP06	Mouse1A.FP04	Mouse2A.FP12	Mouse2A.FP10	Mouse7A.FP42	Mouse7A.FP41	Mouse3A.FP15	Mouse4A.FP20	Mouse5A.FP29	Mouse6A.FP34	Mouse6A.FP36	Mouse2A.FP09	Mouse5A.FP25	Mouse5A.FP30	Mouse7A.FP39	Mouse4A.FP24	Mouse3A.FP14	Mouse4A.FP21	Mouse2A.FP08	Mouse7A.FP37	Mouse6A.FP33	Mouse4A.FP19	Mouse5A.FP27	Mouse10A.FP110	Mouse10A.FP109	Mouse10A.FP111	Mouse9A.FP97	Mouse9A.FP98	Mouse8A.FP87	Mouse8A.FP85	Mouse10A.FP113	Mouse9A.FP102	Mouse9A.FP101	Mouse10A.FP112	Mouse8A.FP90	Mouse10A.FP114	Mouse8A.FP86	Mouse9A.FP99	Mouse8A.FP89	Mouse9A.FP100	Mouse8A.FP88
Mouse1A.FP03	1.8430024932155615	1.2979053135374976	0.9037362943826306	0.9224147721356833	1.3001147787113536	0.8572554415428356	0.8947049507986293	0.7938877870030021	0.8437813784571387	1.844656948920581	0.6282577229436331	0.8275353295780347	1.349979743587107	0.0	1.42264582090626	0.9065781291418229	1.4134933850315463	0.6255406449474554	0.6187970365319568	1.488911698155645	1.4267504466937844	1.6303769516708717	1.6490614642496404	1.6486016770544782	1.6177385122031898	0.5832200533899957	1.0184656116094082	0.977368753382856	1.4954128067311758	1.6675935091699492	0.7282990847197359	0.828115050109779	1.7695080289888385	0.8270261975936076	1.3833712692640079	0.6149310653546965	1.0643262285714412	0.7088678570840142	0.6990283584094322	0.8533413689963235	0.92569602251793	1.397495950913471	0.5902989657271188	0.7317238876441932	0.7400722190764454	2.1725914249934872	1.8037451227799042	2.0161934495696627	1.9747987528859237	2.4836157427494965	3.003431210125663	3.151711079399457	0.6204996498332059	2.63567066347709	2.0041092317417775	2.0797659926555805	2.3765105168369196	1.9817727270817576	2.9292117192801723	2.205931785106908
Mouse4A.FP23	0.5409092473854278	0.7684909257695228	1.4081719415720535	1.1908676605157444	0.9980106814485353	1.8059377817529092	1.154078608383507	1.711707055603058	2.134769717195802	1.031574956496473	0.9995557703077428	1.8616770318164604	0.41719874164717424	1.42264582090626	0.0	2.1915396390078787	1.195434950778352	1.8197057561618877	1.7336520394095347	0.5233981266736829	0.8200984942743827	1.0367318537642434	0.9263617750239118	0.9147885112672888	0.7216201388195974	1.7370429594894956	2.012681560817504	1.3081415827070089	0.9543672607176266	0.8551028076758478	2.1318148317366563	0.9669381235145462	1.057072846287044	1.8764281155443157	0.25928401066674955	1.6817176528095916	2.0827444035658096	1.9989552333271683	1.281723254087567	1.8815341796179956	2.101514102842892	0.25414756869821636	1.7943237621749097	1.9373416545369735	2.026582514134155	3.4462435328675576	3.0923615112922413	3.355638361518371	3.342480171728556	2.3337572637233794	3.64115473267911	3.7308192725411664	1.6869891149503713	2.850168876318604	2.3160961633235146	3.4272299848118575	3.7048864228467586	2.99263220147111	3.2484691793720777	2.5037610301134383
Mouse1A.FP01	2.643502975494058	2.142089006706601	1.1324966124596514	1.717299970869174	2.1920300030060056	0.6824239646607039	1.7821373065781554	0.7874209332230155	0.28166382016439245	2.7347456779716333	1.515138749142607	0.6264153990737283	1.9887946928245666	0.9065781291418229	2.1915396390078787	0.0	2.29433814954022	0.7436628765062118	0.7196511484840322	2.3395617092509484	2.313313487835158	2.5251912831595753	2.53885738123636	2.538388644325744	2.4760403270662272	0.7230006787271027	0.5647085637813221	1.2933240325363191	2.3964632636959373	2.563040730570818	0.47858629301892275	1.5190509094041715	2.6596419495560157	0.5648491882721921	2.1331119605070343	0.7765012033919693	0.5100840203575246	0.4988399871028729	1.277345575804301	0.5553970074093572	0.32051663841189804	2.2017819287984826	0.9768636677880895	1.0189251756714364	0.6583683181075273	2.1158050023836523	1.7810548960584314	1.837122056203058	1.6792568281106295	3.318402745829388	3.487610162834651	3.663540103550964	0.9780326911407886	3.357299341539806	2.7396083587139297	1.8687963137836543	2.166322475550038	2.2941802356649728	3.5897860685985474	2.929210680115011
Mouse6A.FP35	1.1761789023857365	0.5635165784205327	1.7760146148792817	0.6898720926910515	0.204373558382817	2.040692477225076	0.5380360644892381	1.8953169192907722	2.157759815751706	0.6255398540033205	0.8166506751539817	2.0213068009703217	1.4920561297080333	1.4134933850315463	1.195434950778352	2.29433814954022	0.0	1.7196370046837821	1.7529913058846462	0.7544565470830457	0.40630575625941795	0.36578316100328734	0.48061533845506577	0.4911228445706698	0.6792148728814291	1.7174737391092054	2.2858517777945946	1.697263893855674	0.34779971766550266	0.6011988522369718	1.990260512734909	1.106270439550673	0.508430850001215	2.0627622617976793	1.1562411499071101	1.7117764836080187	2.3708074766486904	1.9424767322647642	1.270460135701265	2.1045906584715994	2.2492153886136985	0.9909798093272356	1.4774881312990853	1.5565772720068416	1.8673091856631214	2.7787550691715666	2.4624767697936307	2.80746783358249	2.920536209194508	1.289932192521272	2.640554464387582	2.693395564501612	1.504053977384062	1.7641154023515566	1.201122309327377	2.892318376167086	3.1436613602223438	2.082560028005336	2.1623787333386812	1.4134596314525805
Mouse2A.FP07	2.1720461111851126	1.5655110717975997	0.7705573463183584	1.0721263515360109	1.6421204804394696	0.548439680354718	1.2729408399099127	0.45538038279263643	0.5035954832903015	2.1894770504390113	1.0189842418294748	0.44625734833984815	1.6824488825440949	0.6255406449474554	1.8197057561618877	0.7436628765062118	1.7196370046837821	0.0	0.18080704423077315	1.8346258170469383	1.774053835478434	1.976229109499573	1.9961834981741196	1.9981949253426032	1.9320013131474505	0.12620905768698937	0.7291773320979175	0.8745044225381903	1.8766875495708133	2.0639599467006553	0.5263761929978695	0.9502238231149046	2.1024125378218725	0.49474029198275055	1.7011141913094507	0.2160594202163079	0.8114629316332724	0.26715354686140114	0.6408598160199415	0.5605345824201783	0.6120401828507663	1.7523107032891074	0.3570805981931223	0.42709074928403834	0.22791984853299052	2.146581204774417	1.7766731680130416	1.9707006425978706	1.9484389861760738	2.802641481818573	3.2318763383319213	3.372286433997261	0.24569524399209414	2.9185281282664928	2.2651893374188314	2.027315679079189	2.343300943214068	2.022423923407831	3.1864748956528093	2.48597252357498
Mouse3A.FP13	2.102772660512201	1.5440417510860298	0.6060051181100827	1.1000425210269917	1.6571224993977942	0.3852016771600007	1.3100018137296365	0.28295260912918235	0.5043419356480513	2.1829283437338707	1.0164007474394747	0.3024954101902978	1.5625626853351473	0.6187970365319568	1.7336520394095347	0.7196511484840322	1.7529913058846462	0.18080704423077315	0.0	1.7915794669194565	1.7657638417978336	1.9831587623054692	1.9902262033204667	1.9911090223850345	1.901996119853437	0.06693822777120129	0.5970517149968669	0.7250405166053346	1.8813887543136125	2.0504357605392056	0.6202217363345488	0.8848203254268863	2.1031872792548993	0.3545443808924371	1.6131361231595132	0.06452176713637532	0.6903552501008169	0.32318779284725674	0.5932833103798527	0.4176652376904152	0.5394605550015396	1.6825837398399266	0.5079510043960943	0.5989788493681685	0.37163804864771716	2.3048439943588486	1.934902132826867	2.1170063981413247	2.0739591004444207	2.883506002139676	3.3768241855242955	3.5175685038176403	0.3332003457580193	3.033834611615288	2.378316204764231	2.171323946195028	2.4866756228142783	2.189861748732804	3.3142681753109686	2.6005986025515875
Mouse1A.FP06	0.4510926101581634	0.36890650193305086	1.5656466356797283	0.9360979478896383	0.5879089817177667	1.9557364379043696	0.9168509684002997	1.826974474335714	2.234310358867601	0.5518311397934919	0.9067299877179098	1.983587259453754	0.8713530270266522	1.488911698155645	0.5233981266736829	2.3395617092509484	0.7544565470830457	1.8346258170469383	1.7915794669194565	0.0	0.3528388214785911	0.5535089666136889	0.4331370116180241	0.42340094796501426	0.20648307692674894	1.7814466390631443	2.196099367522	1.4510235048342728	0.5212091392089152	0.434376813491822	2.175150181901458	0.9468904483311625	0.5589843196069032	2.01592279781734	0.488347332978887	1.7375098897132422	2.281369573197321	2.053279732227432	1.253354904685958	2.038785442743595	2.2467539332823985	0.29822643204161026	1.7252291542763085	1.8471953942570631	2.03448117429233	3.3188441485409315	2.974779823908667	3.28010910565957	3.3240568030592805	1.8950157260198637	3.3363569389703316	3.401047708017631	1.6480680190214567	2.4562786539362613	1.9314526259081473	3.3586772091981074	3.630678732338326	2.741631367583728	2.8650686270063064	2.1261984192363435
Mouse1A.FP04	0.7772892626313621	0.3205733445970578	1.6573830066941388	0.7761659634771764	0.2568379479141016	1.9919098455280928	0.679515492139516	1.8539574709524402	2.195315628312213	0.42210178339558946	0.8037028664450246	1.9978332309443538	1.1525650913544974	1.4267504466937844	0.8200984942743827	2.313313487835158	0.40630575625941795	1.774053835478434	1.7657638417978336	0.3528388214785911	0.0	0.2625839783429537	0.22680806580742474	0.22658298007946778	0.3087416671226072	1.7431139359592667	2.23693694602493	1.5591968274961132	0.21056603941428198	0.31717516408026214	2.08266843022988	0.9884740813976745	0.3559447649688872	2.0340969229411416	0.7935896651478495	1.7169483133406702	2.3220326807269545	1.9968772658842828	1.2404490164939947	2.0659068934721327	2.245530463443455	0.6101587498285277	1.6003442447773095	1.7066942768249822	1.952906022481957	3.0685009845682347	2.7365271365700012	3.060335512045514	3.134393772543877	1.5764011945785634	2.999786727151669	3.0589899643147254	1.5710705994101282	2.1136876633804733	1.5811931970620932	3.1420723174095984	3.40430932814791	2.4372552919577157	2.5205283998129437	1.7790419466092044
Mouse2A.FP12	0.9049240014215594	0.5499047073503565	1.9078285359743072	0.9443015783599599	0.34563560541560967	2.229251039887193	0.8041230340831013	2.088462935619476	2.404146671594259	0.2663480123734704	1.0104307831229453	2.2280384387976997	1.3955200074447365	1.6303769516708717	1.0367318537642434	2.5251912831595753	0.36578316100328734	1.976229109499573	1.9831587623054692	0.5535089666136889	0.2625839783429537	0.0	0.14494220467523053	0.1562565843394792	0.4346179834993461	1.9558289106173545	2.4748580661961013	1.810426699767349	0.16922736192929902	0.27502955129302575	2.265807227562114	1.2319243956644543	0.1626719131961412	2.26584607835464	1.0301287516073772	1.9365983827383861	2.559531063407539	2.1995538976529354	1.4644191684039167	2.3004972156642545	2.469329926224219	0.83739217698311	1.7716011447095397	1.86555722095382	2.1431929574892807	3.1176038666198207	2.801713876863175	3.1391982132518943	3.2359095552644357	1.3456897135613712	2.8826489491296186	2.925334647378251	1.7663475723155417	1.931467594974581	1.4452883064938247	3.223161332023892	3.472827789695271	2.426426067712923	2.346241977266925	1.6285584881911817
Mouse2A.FP10	0.7610902517202592	0.5013777776785606	1.8707931677311909	0.9766461449600984	0.4123683690072478	2.2157508727110593	0.8691436312827927	2.0767138613096363	2.4209497742108668	0.1965165518949303	1.0271669329182214	2.222517486748999	1.293129474302002	1.6490614642496404	0.9263617750239118	2.53885738123636	0.48061533845506577	1.9961834981741196	1.9902262033204667	0.4331370116180241	0.22680806580742474	0.14494220467523053	0.0	0.014079008324274268	0.30353691959815104	1.9673753309281226	2.4617318998779916	1.7660231669063144	0.22839633018573766	0.19303874495666354	2.302589886648232	1.201632040874878	0.1432869107355162	2.259522809070685	0.9193628985814618	1.9410556786719133	2.5473134469710113	2.2208647868639537	1.4577678308161357	2.29129236431626	2.472235021318926	0.7251311809645671	1.814056292335373	1.9151222598748976	2.1731460163620997	3.2234517076827234	2.901263261325862	3.2328407132755133	3.318156633834524	1.4734493880263944	3.0231771311001365	3.0676138569010694	1.7892228479959003	2.072267534976137	1.5896640751629916	3.315850913346436	3.5704401983250564	2.5515939192938615	2.4879443939353103	1.7721085938076706
