#OTU ID,SLCFP072,LYZdtt342,SLCFP021,LYZdtt351,SLCFP069,LYZFP308,SLCFP111,LYZFP307,LYZdtt364,SLCdtt050,LYZdtt308,LYZFP331,SLCFP131,SLCFP078,SLCdtt110,SLCdtt075,SLCFP070,LYZFP304,SLCdtt022,LYZdtt366,SLCFP067,SLCdtt019,SLCdtt070,SLCFP023,SLCdtt005,SLCFP051,SLCdtt002,LYZdtt354,LYZFP328,LYZFP317,SLCFP022,LYZdtt328,LYZFP355,LYZdtt330,LYZFP319,SLCFP005,SLCFP024,SLCFP093,SLCdtt021,SLCFP053,SLCdtt114,LYZFP320,SLCdtt111,SLCFP091,LYZFP327,SLCFP095,LYZdtt356,LYZdtt368,SLCdtt095,SLCdtt074,SLCFP077,LYZdtt367,LYZdtt304,LYZFP356,SLCdtt024,LYZFP354,LYZdtt317,SLCFP112,SLCFP073,SLCFP128,LYZdtt305,LYZdtt319,SLCFP092,LYZFP332,SLCFP002,LYZFP306,LYZdtt329,SLCFP113,LYZdtt306,SLCFP071,SLCFP004,SLCdtt113,SLCdtt004,SLCFP019a,SLCdtt092,SLCdtt112,LYZFP316,SLCFP075,SLCdtt020,SLCFP049,LYZdtt355,LYZFP339,SLCFP094,LYZdtt343,LYZFP315,SLCdtt128,SLCdtt076,LYZdtt341,LYZdtt344,SLCFP050,LYZFP352,SLCdtt051,LYZFP305,SLCFP052,LYZdtt340,SLCFP076,SLCdtt096,LYZFP330,LYZdtt318,SLCFP127,LYZFP340,LYZdtt332,SLCFP129,LYZdtt363,LYZdtt365,LYZdtt320,LYZdtt315,LYZFP351,SLCFP074,SLCdtt078,SLCFP054,SLCdtt052,LYZFP303,SLCFP003,SLCFP068,SLCdtt069,SLCdtt129,SLCFP114,SLCdtt109,LYZdtt352,SLCFP006,SLCdtt054,LYZdtt353,LYZFP343,LYZdtt316,SLCdtt006,SLCdtt093,SLCdtt077,SLCdtt132,SLCFP132,SLCdtt001,LYZFP344,LYZFP342,LYZdtt303,SLCdtt130,SLCFP096,SLCFP001,SLCFP110,SLCdtt068,LYZFP353,LYZdtt307,SLCFP109,LYZdtt331,LYZdtt339,SLCdtt003,SLCdtt053,LYZdtt327,SLCFP020,LYZFP318,SLCdtt067,LYZFP329,LYZFP341
7cd17d18c05e35c6001cc253ac15c517,398,281,120,661,102,2892,126,2772,127,160,954,246,1183,574,84,43,334,1133,264,3154,216,35,28,107,23,385,107,22,2518,2743,25,2251,1165,1318,867,87,159,110,40,971,354,129,48,267,7249,15,476,4744,23,152,130,3557,472,1983,26,356,1013,224,272,475,767,99,130,6,228,3189,5663,190,181,522,10,145,22,201,41,8,2750,75,38,705,494,1675,48,161,3457,105,97,959,548,474,521,189,511,388,146,24,3,3177,697,285,812,357,136,1408,984,974,546,1269,198,70,937,592,2019,189,205,181,210,298,161,669,90,318,157,233,1021,41,108,64,430,708,40,597,98,2104,80,4,468,95,111,264,1102,297,1553,105,204,1307,5533,181,1026,200,2471,604
759abfc82a4b189214d7e148d4aef180,495,75,212,265,83,1563,36,864,14,116,208,183,1196,197,13,31,454,540,168,1034,151,43,16,142,10,326,35,10,820,530,42,325,226,243,224,32,118,57,36,1172,107,32,4,107,1758,2,204,917,5,148,39,949,175,624,75,58,163,86,221,692,213,31,95,6,55,1195,676,47,45,768,12,44,7,267,7,2,1197,119,33,783,365,543,20,44,1839,70,113,171,230,537,338,137,218,1477,30,21,0,978,116,299,365,91,144,219,114,319,142,887,281,121,1313,407,546,93,227,116,109,51,65,206,40,392,59,125,213,15,18,67,338,706,14,179,37,1428,45,0,88,26,56,138,315,137,663,35,64,1424,1093,290,460,108,1175,294
04af8257d41718f9636b8bbc789b0fcf,0,15,7,163,0,0,4,721,134,219,136,0,83,1,66,4,0,125,44,14,0,10,7,12,15,253,105,0,50,281,4,93,2,7,536,0,3,10,35,39,11,97,51,16,66,0,2,46,0,25,0,67,86,79,2,6,217,26,10,176,107,28,23,0,24,833,103,23,4,0,1,0,0,32,14,0,420,4,33,240,0,92,14,10,171,500,5,377,32,119,139,147,124,13,94,5,0,35,262,44,93,3,157,180,170,42,7,288,6,3,38,7,106,22,0,19,280,16,16,115,4,4,98,19,298,22,85,0,14,52,2,20,3,18,3,0,34,22,0,82,126,19,0,17,38,13,89,24,20,11,101,74
0247032b5537cfe290e9fe3067f9257e,195,197,150,468,59,982,85,516,26,9,277,2,344,246,35,24,237,296,203,695,124,32,14,96,15,54,43,25,13,357,28,8,628,0,196,76,248,10,36,70,307,27,20,17,22,0,741,1247,0,85,23,840,172,1370,75,332,275,77,185,253,210,43,15,2,116,589,14,69,41,439,9,105,14,178,4,13,788,63,32,72,730,1131,6,96,870,45,84,498,1058,49,376,17,106,45,73,13,0,4,202,125,484,67,70,357,222,269,43,922,163,154,97,59,317,150,129,87,77,77,76,363,77,48,125,227,267,44,9,66,532,247,24,610,30,1211,28,0,293,23,51,207,205,159,47,61,91,160,40,171,1135,59,10,448
298c6e520261d927af2fb9e7c1e4cebc,109,65,68,233,29,1363,33,1435,59,10,278,96,101,1010,16,117,29,646,101,1708,69,19,4,48,10,25,75,7,881,1323,14,552,211,227,488,24,61,40,17,45,55,56,15,52,2550,0,147,1197,0,444,360,2058,427,562,7,120,507,49,527,122,387,58,38,10,80,1232,1318,35,43,145,9,44,10,110,7,5,1545,287,12,68,199,288,5,31,1866,19,364,183,130,37,154,9,56,21,29,101,0,2410,131,65,174,64,27,634,499,371,166,390,662,151,35,19,731,122,76,58,31,51,55,127,39,24,51,99,567,18,24,152,51,97,31,141,19,1869,15,0,177,20,18,80,308,77,419,4,129,88,2048,132,110,31,1392,182
653c972b92d846f3b6b199c4f5257025,7,43,42,790,1,181,40,661,1141,356,204,22,0,2,259,20,5,82,130,101,2,15,6,28,8,248,224,8,418,125,9,1920,3,40,206,5,32,187,29,319,63,66,363,108,234,7,175,684,2,42,6,329,336,406,5,159,268,242,3,16,103,17,108,4,96,652,1108,78,14,12,19,71,8,70,296,3,273,2,77,177,17,121,121,4,254,55,9,353,45,82,546,148,301,206,766,6,25,346,111,0,113,78,5,898,2882,46,120,926,8,0,129,33,106,113,0,92,12,33,36,1345,8,17,1170,10,385,15,816,4,18,0,18,20,1,549,1,0,82,80,19,729,366,43,48,44,115,32,137,57,364,31,912,182
e78a270ccd8d01d326e840cd85e1c1e2,126,82,66,309,51,363,37,266,4,13,83,59,158,349,7,27,106,187,90,258,94,9,10,73,8,67,16,10,588,245,17,300,618,111,151,46,96,45,6,124,125,18,9,77,1502,0,255,405,0,74,67,353,82,1151,37,165,40,62,279,75,57,8,38,2,35,328,677,41,13,237,5,58,9,93,0,3,431,101,6,107,237,1032,2,77,461,12,72,245,211,59,319,26,81,71,42,25,0,1150,41,37,564,78,16,129,37,76,51,898,228,84,97,88,238,64,86,41,25,46,19,184,36,66,53,131,83,12,6,58,85,92,6,255,55,324,9,0,67,17,23,182,82,82,301,24,19,219,777,131,392,39,1016,501
b3703a2157a018a94473b0861589dde0,460,263,720,1380,239,1770,323,758,90,223,866,86,714,838,150,231,510,532,1589,1902,353,174,29,346,256,945,541,73,1522,694,126,1232,92,597,937,425,911,60,189,874,1151,90,171,111,3928,7,2426,4545,8,492,216,3772,411,2206,365,1070,817,217,685,894,485,224,65,52,720,1437,2800,228,125,392,65,467,48,799,14,23,1599,272,139,1503,146,1301,27,95,1831,189,463,1178,822,945,846,420,235,807,159,46,11,1397,528,434,577,590,414,1045,1650,984,338,1861,636,1564,1216,1392,718,887,388,473,466,185,327,824,540,927,484,157,828,515,77,1117,1910,758,179,595,29,1159,169,3,1323,139,192,434,1345,493,917,86,1088,1340,3587,938,1150,316,1717,609
fc7e77e237e910e3f38dbb8e3c69c5bd,112,1,5,3,155,17,14,136,3,1676,37,1,68,7,23,11,258,29,47,3,63,10,33,2,2,1763,26,0,30,5,0,93,0,8,2,2,0,8,2,225,0,0,50,12,33,0,0,11,3,98,7,8,42,0,0,5,4,23,9,118,21,2,6,0,14,186,79,14,4,39,0,0,0,3,6,0,4,10,10,1517,0,2,2,0,8,402,0,14,6,637,0,1774,78,203,21,5,0,40,0,45,3,2,92,2,2,0,0,0,13,18,115,30,51,25,75,1354,76,4,9,0,0,4,0,6,0,5,29,7,2,14,6,0,0,283,0,0,10,10,191,0,59,10,0,2,10,28,31,3,3,90,92,6
a589fa026973c67d0f1c7b741d85b90c,45,0,0,0,29,61,330,0,0,432,0,0,465,0,308,0,51,0,0,0,10,0,5,0,0,397,0,0,0,0,0,0,0,4,0,7,0,108,0,409,519,0,424,48,0,4,0,0,0,0,0,0,0,0,0,0,0,938,0,212,0,0,46,0,0,0,0,434,0,77,3,285,0,0,114,14,0,0,0,231,0,0,7,2,0,548,0,0,0,96,0,147,0,229,0,3,4,0,0,53,0,0,283,0,0,0,32,0,0,2,205,35,0,2,6,33,187,244,133,0,6,25,0,0,0,0,197,0,221,393,1,0,0,240,47,0,2,110,40,0,0,96,0,0,5,32,0,0,0,47,0,0
ad23727bc3e6dc84a4c52399fe4f0d39,8408,2287,12642,4311,2691,21339,3250,5353,634,10423,5519,144,10483,12051,2182,1603,4139,5465,20169,28275,3905,3823,1260,3519,1272,4783,1882,464,2401,4792,502,1303,1384,467,1911,958,7484,3063,3089,5381,14368,476,1294,6176,7160,31,9892,51749,61,5303,2727,50421,2473,10545,10457,4644,6542,2218,6692,13895,4125,440,4718,124,3386,5929,5830,1686,2174,4775,87,5806,334,11154,330,830,15057,2203,2228,32043,1414,20396,339,1260,15450,5290,5695,10537,9693,13994,2424,18384,4467,5575,972,690,109,2848,1197,7551,9124,581,3623,15333,6294,8242,1604,3713,10003,16684,12661,56753,9499,5789,8329,4012,12589,1757,4076,3356,1690,18196,409,890,5525,3488,3200,11246,38558,13846,732,3505,181,8447,2954,32,6506,2300,3735,495,5830,6783,541,485,1640,36532,4192,10094,6969,4042,4328,9050
a87086e2ee322da102d8a52c4de21683,19,6,0,0,11,98,0,391,6,0,113,0,206,87,0,79,23,186,0,3,4,0,6,0,4,0,81,0,0,76,0,0,0,0,131,2,0,108,0,0,0,27,0,79,2,4,0,0,0,378,44,0,153,0,0,0,83,0,38,80,69,12,63,3,29,470,0,0,8,20,5,0,0,0,150,0,127,74,0,0,3,20,17,0,96,253,39,77,34,0,0,0,144,0,79,23,4,0,30,30,26,11,112,0,2,29,23,0,33,67,0,0,51,65,4,43,75,0,21,0,3,0,0,10,113,7,165,41,205,158,3,13,5,175,39,0,8,0,14,0,206,0,9,3,41,0,2,0,60,1,0,55
f80a7e9c950f857ec31ac4d0cc9c6a03,26,8,41,37,17,177,13,72,2,14,36,13,61,52,4,7,17,63,37,71,16,9,4,22,8,24,12,0,96,99,6,44,30,14,97,9,30,12,6,49,54,17,4,21,251,0,70,189,0,21,17,146,15,179,15,89,40,23,45,56,17,8,11,0,17,98,128,14,4,41,0,21,3,31,2,0,122,13,3,49,28,154,5,10,141,8,27,71,35,39,75,14,36,33,5,7,0,181,26,37,67,8,21,47,25,41,3,137,49,25,48,46,71,23,12,10,7,11,17,43,12,26,15,26,34,8,6,20,54,68,3,31,6,132,3,0,48,9,5,30,23,24,27,4,25,70,139,52,54,19,135,66
1132afa2742c481275f8f8fb150bb495,0,19,0,192,0,268,0,144,11,0,79,0,0,0,0,0,0,118,2,169,0,0,0,0,0,0,0,10,288,113,0,146,49,34,49,0,0,0,0,0,0,2,0,0,675,0,200,548,0,0,0,208,40,496,0,161,29,0,0,0,16,4,0,2,0,145,394,0,3,0,0,0,0,0,0,0,228,0,0,0,34,309,0,9,196,0,0,85,29,0,205,0,7,0,10,0,0,244,28,0,172,9,0,126,78,19,0,481,0,0,0,0,94,0,0,0,0,0,0,145,0,0,49,22,28,0,0,0,0,0,0,20,4,265,0,0,0,0,0,118,60,0,27,14,0,0,382,0,244,0,513,158
73e42306e185be6f0c6060d4ed924469,26,38,11,185,10,1413,6,439,68,3,132,141,15,109,0,20,16,371,4,2267,16,10,0,5,0,35,5,2,705,269,0,393,349,299,89,2,11,7,0,13,6,16,0,3,2132,0,185,3392,0,66,5,1624,143,572,0,96,145,3,123,23,138,7,2,16,13,387,1079,2,41,32,0,4,0,7,0,0,741,56,2,46,346,262,2,27,833,2,50,115,66,31,225,13,93,13,17,5,0,1534,59,7,131,91,5,999,621,60,137,474,112,12,23,25,443,18,18,15,8,8,3,143,0,14,29,37,186,3,0,13,7,17,0,111,26,510,3,0,7,8,4,94,70,14,543,21,4,55,1091,11,382,21,1215,134
3bffd5a2b1cf48b46d1e51628c3551fc,4,15,16,43,0,28,7,102,73,16,9,0,87,23,8,0,2,23,16,94,2,2,0,16,0,29,0,0,0,100,10,0,98,3,160,2,11,2,5,107,4,54,4,7,5,0,4,119,0,13,6,68,6,153,6,26,13,35,3,19,6,4,6,0,3,206,4,4,2,5,0,0,0,16,3,0,39,5,23,12,16,94,0,13,38,12,9,55,22,20,43,16,75,47,37,18,0,0,3,9,51,6,9,58,35,2,17,93,6,2,54,7,39,2,2,0,0,17,0,21,0,5,21,124,28,0,2,0,29,23,2,92,98,41,9,0,3,2,0,37,8,8,3,10,0,86,6,23,42,0,0,67
1f618c445eefc9202dfe8367f6def69c,0,20,0,211,0,80,0,1172,1394,0,274,0,0,29,0,7,0,229,0,137,0,0,0,0,0,0,0,3,0,106,0,0,11,0,272,0,0,0,0,0,0,43,0,0,0,0,83,808,0,126,5,743,661,229,0,69,111,0,12,0,148,11,0,2,0,1382,0,0,29,0,0,0,0,0,0,0,107,17,0,0,3,28,0,2,79,0,19,32,15,0,140,0,409,0,331,3,0,0,35,0,45,28,0,554,769,9,118,283,12,25,0,0,178,0,0,0,0,0,0,159,0,0,134,6,249,0,0,17,0,0,0,14,8,278,0,0,0,0,0,241,502,0,12,0,0,0,7,0,166,0,0,63
81cb4a955b37173c7b6d7ad733339b98,0,31,0,153,0,702,0,532,17,0,123,45,0,0,0,0,0,252,0,926,0,0,0,0,0,0,0,5,388,493,0,182,125,94,152,0,0,0,0,0,0,29,0,0,815,0,93,644,0,0,0,1068,119,395,0,102,251,0,0,0,91,24,0,0,0,399,607,0,15,0,0,0,0,0,0,0,639,0,0,0,144,152,0,15,871,0,0,125,57,0,130,0,12,0,7,0,0,1081,99,0,96,20,0,293,301,186,57,337,0,0,0,0,307,0,0,0,0,0,0,109,0,0,48,31,195,0,0,0,0,0,0,78,18,506,0,0,0,0,0,75,112,0,180,16,0,0,735,0,60,0,527,65
42b46836ac69454399a12b35c0a2a923,0,145,0,804,0,2195,0,166,12,0,190,4,0,0,0,0,0,157,0,119,0,0,0,0,0,0,0,17,4,218,0,6,530,2,91,0,0,0,0,0,0,13,0,0,2,0,826,390,0,0,0,174,80,1696,0,648,110,0,0,0,78,20,0,0,0,183,6,0,11,0,0,0,0,0,0,0,301,0,0,0,401,1301,0,83,358,0,0,701,392,0,505,0,26,0,113,0,0,4,124,0,610,80,0,100,98,80,338,1308,0,3,0,0,193,0,0,0,0,0,0,646,0,0,207,131,134,0,0,0,0,0,0,496,41,1204,0,0,0,0,0,308,118,0,23,108,7,0,14,0,754,9,5,588
9b5ce504ace88223f14f8b0848d1b054,2086,32,146,45,456,336,529,123,46,155,210,18,5613,1052,398,36,4602,181,514,73,525,105,721,615,3264,290,551,40,22,54,601,39,9,11,41,20216,499,4620,40,7579,2177,10,512,4302,57,33002,38,34,5919,117,624,34,75,89,128,32,31,1560,105,633,52,9,6797,27,1544,69,48,674,182,7078,9893,3127,2615,119,1241,249,158,55,41,249,56,21,12124,22,218,147,470,19,19,424,16,93,133,9873,18,752,19663,32,16,518,16,21,334,26,71,46,32,40,80,208,2164,4382,51,1526,557,218,597,657,1449,98,11130,2399,62,21,36,4193,1107,208,1182,2612,249,43,8,873,356,22030,2138,115,165,12,211,735,21,45,1130,6087,35,189,66,776,30,11
6d5171bbc6ef97262119e6d152d82164,10,69117,5,443,6,190,12,119,166,6,177,119,412,2,9,2,92,217,185,115072,15,12,10694,2,62,9,10,442708,103,131,4,202,171,263023,134,63,52,6,4,91,9,1840,485,9,223,8,99,2353,7,9,11,6941,118,113,0,61581,6291,21,6,19,7153,2719,8,85,18,229,331,3,369583,134,26,86,3853,7,6,16197,201,2,0,7,68125,621,2,278919,265,8,3,13026,1566,10,281,9,7935,75,108,15,10,2001,125,20,120,4545,8,156,626,388148,542,282,6,12,15,3459,354,4,11,245,64,3,80,169,4,61,4505,548,209,39,48,12,795,26,6,134,392,524,9342,2,19,7,6,157,10566,21,15635,277,13,8674,179,6,111,84,167,107
235c319ab46f87d377a28a34ba10bfa1,53,34,51,90,26,141,112,178,39,46,68,34,522,11,81,2,15,98,110,118,38,49,15,76,69,118,290,6,84,274,7,132,72,101,130,302,82,14,22,111,239,66,77,24,189,3,27,92,16,0,0,112,108,82,19,11,184,85,2,182,75,21,23,0,154,210,178,45,32,108,2,146,62,54,16,7,287,0,33,117,29,107,15,36,494,96,2,142,35,110,35,43,64,57,46,3,7,224,90,90,63,43,106,64,65,119,17,66,0,0,217,72,160,218,43,42,170,121,121,115,228,91,38,30,224,79,24,2,165,205,60,75,6,256,47,0,215,52,23,35,91,153,224,50,239,409,272,74,40,19,141,59
89c209abd89a5232343a4c87c93cb4ea,12,1050,2,170,0,47,0,610,8,0,533,1761,27,4,3,0,4,60,223,53,3,0,0,76,22,0,13,1557,28,2532,98,24,53,38,1302,73,40,0,3,0,11,224,0,2,64,6,53,333,0,6,2,168,47,66,14,821,54,11,0,2,49,205,0,529,9,423,40,7,21,6,20,3,5,2,0,4,71,0,2,0,1298,10,0,85,111,0,8,21,1160,0,10,0,238,11,0,25,10,193,539,4,4,887,0,16,19,390,29,26,0,4,0,7,217,6,4,0,5,0,4,92,80,0,150,3855,82,42,2,7,21,6,11,925,93,48,4,0,14,0,0,7,322,0,790,15,23,0,76,4,32,0,24,3
