Module	TL1A_FP_630	TL1a_DTT_266	TL1a_DTT_267	TL1a_FP_131	TL1a_FP_130	TL1a_FP_132	TL1A_DTT_626	TL1A_DTT_627	TL1A_DTT_628	TL1A_DTT_629	TL1a_FP_128	TL1a_FP_127	TL1a_FP_129	TL1a_DTT_158	TL1a_DTT_159	TL1a_DTT_89_Re_extracted	TL1a_DTT_85	TL1a_DTT_86	TL1a_DTT_87	TL1a_DTT_286	TL1a_DTT_287	TL1a_DTT_284	TL1a_DTT_285	TL1a_DTT_283	TL1a_DTT_268_Repeat	TL1a_DTT_160	TL1a_DTT_270_Repeat	TL1a_FP_157	TL1a_FP_159	TL1a_FP_158	TL1a_DTT_90_Repeat	TL1a_FP_270	TL1a_DTT_198_Repeat	TL1a_FP_265	TL1a_FP_267	TL1a_FP_266	TL1a_FP_269	TL1a_FP_268	TL1A_DTT_673	TL1A_DTT_674	TL1A_DTT_675	TL1a_FP_86	TL1A_FP_673	TL1A_FP_674	TL1a_DTT_229	TL1a_FP_87	TL1a_FP_88	TL1A_FP_675	TL1a_FP_89	TL1a_FP_85	TL1A_FP_677	TL1A_FP_678	TL1a_DTT_88_Repeat	TL1a_DTT_231	TL1a_DTT_232	TL1a_DTT_230	TL1a_DTT_194	TL1a_DTT_195	TL1a_DTT_193	TL1a_DTT_233	TL1a_DTT_234	TL1a_FP_285	TL1a_FP_90	TL1a_FP_284	TL1a_FP_287	TL1a_FP_286	TL1a_FP_288	TL1a_DTT_157_Repeat	TL1a_FP_160	TL1a_FP_162	TL1a_FP_283	TL1a_FP_161	TL1a_DTT_129	TL1a_DTT_128	TL1a_FP_230	TL1a_FP_197	TL1a_FP_196	TL1a_FP_232	TL1a_FP_198	TL1a_FP_231	TL1a_FP_234	TL1a_FP_233	TL1a_DTT_197_Repeat	TL1a_FP_193	TL1a_DTT_196_Repeat	TL1a_FP_195	TL1a_FP_194	TL1a_FP_229	TL1A_FP_626	TL1A_FP_627	TL1A_FP_625	TL1a_DTT_130_Repeat	TL1a_DTT_265	TL1A_DTT_630	TL1a_DTT_127_Repeat	TL1a_DTT_269_Repeat
MF0067	13238.16	52123.33	138058.92	20340.64	63825.46	66133.07	10623.18	14543.58	10049.23	34632.18	101833.55	74914.84	51637.85	18378.42	41219.25	25166.27	72260.76	63147.66	100270.08	26245.0	10995.43	109616.82	63585.28	61625.93	23112.66	30617.69	64048.22	77272.9	20933.04	29604.83	11010.77	82881.37	29311.97	37682.3	53506.66	53584.9	55134.73	64917.1	10989.21	10241.39	11053.43	90928.4	12882.1	11638.48	62781.51	91209.99	84369.32	15247.26	150756.27	67795.93	12824.52	8216.72	9409.28	115204.65	83703.32	32950.48	48563.06	97622.76	62548.52	34829.96	20031.65	62282.97	39947.91	38121.03	53293.86	67469.4	69477.79	33871.01	61368.6	170644.9	69429.86	80131.54	53843.35	49104.41	67637.06	62581.56	41462.73	64601.19	305851.52	57537.62	31852.35	35688.98	5052.03	31988.62	17572.88	43308.31	35783.36	24146.76	12510.29	12128.83	7426.02	16973.98	21080.58	18026.18	61350.45	9297.88
MF0068	8181.82	31519.02	100946.35	19013.89	55784.26	60652.9	6951.69	11402.77	7281.4	29438.86	59683.05	56919.92	36175.51	10702.6	32778.75	20381.28	44435.49	45596.31	67675.35	20591.82	7591.21	97835.82	45981.96	43016.69	21517.67	24922.78	47361.2	74009.24	18257.54	27156.66	8661.29	83048.0	19390.34	36624.14	46240.65	49219.74	63813.91	69369.75	7363.64	6767.47	7016.76	60238.29	8880.27	7447.4	49763.58	67220.0	56343.59	9835.6	133223.95	45509.93	11452.85	7158.97	7609.83	76613.77	82956.57	22767.28	36686.38	82106.44	38920.94	26890.29	15593.15	45539.9	43321.41	36430.55	48273.53	63136.65	60482.13	25135.34	57663.85	151537.24	52783.52	72859.38	32739.47	29092.14	45044.23	51930.7	37004.24	63967.53	289424.2	45960.79	33623.01	40289.46	4021.2	31635.29	16909.88	35326.47	34931.86	21557.6	8291.71	9200.33	6167.02	14511.98	15776.57	14419.18	37042.04	8099.06
MF0101	2737.8	10251.6	16241.0	466.4	36709.2	21860.0	714.0	608.4	2502.6	21869.0	19144.0	25461.0	11518.0	2147.0	10919.0	11042.0	11776.0	7232.0	13864.0	2345.0	681.0	6648.0	17266.0	11611.0	3233.0	7388.0	6962.0	39600.0	3561.0	11437.0	958.2	67477.0	1916.0	26750.0	24805.0	28941.0	24870.0	32735.0	3802.0	627.0	737.0	19471.0	1816.0	1658.0	33328.8	10364.0	14641.0	1552.0	86678.0	11506.0	3950.0	6449.2	1170.0	11031.0	187.0	1388.0	11364.0	5747.0	15285.0	1522.0	499.0	14446.0	15048.0	22157.0	22210.0	9544.0	9931.0	6832.0	24577.0	107061.8	16854.0	50915.4	4997.0	4991.0	5040.0	31003.0	12221.0	1255.0	29463.0	6761.0	2916.0	9634.0	204.0	19836.0	175.0	18593.0	21392.0	5696.0	2567.0	682.0	1387.0	614.0	2172.0	8765.8	9543.0	326.0
MF0024	0.0	0.0	52526.56	4093.125	24.0	54281.525	3584.05	5746.355	4908.575	0.0	0.0	0.0	0.0	5441.435	24357.535	405.0	24870.485	22282.69	33061.14	10688.645	0.0	48055.295	30074.735	25724.96	984.0	19004.645	550.0	68691.46	16033.49	24543.415	406.0	69508.1	216.0	31936.675	34643.535	37447.26	28500.775	36898.325	25.0	0.0	3631.85	38306.525	5878.445	0.0	26.0	33146.635	32934.975	0.0	52.0	31069.515	6014.925	4391.01	860.0	0.0	7494.41	0.0	11.0	0.0	0.0	12463.6	9390.2	26114.12	19982.02	33277.945	0.0	21188.785	95.0	69.0	27923.25	0.0	31855.215	0.0	16591.0	15039.605	0.0	36491.375	0.0	0.0	1113.0	0.0	24689.44	15966.205	47.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	343.0	78.0	8.0	173.0	0.0
MF0021	5172.23	18878.27	58623.204999999994	1463.525	49118.305	43498.99	2894.1000000000004	6282.73	4035.99	27225.525	52487.915	43801.07	29547.945	6505.205	22494.57	15207.11	27406.14	28215.46	57362.119999999995	10612.145	2966.99	51895.75	18843.165	17225.37	3826.165	15997.575	18769.515	49669.26	15262.025000000001	17683.75	4852.66	70867.465	10103.625	25697.79	26333.17	22532.275	19944.955	33167.125	5735.455	2931.71	2687.0950000000003	34694.845	3538.1099999999997	3270.8199999999997	44014.595	46381.42999999999	31873.61	4740.015	121861.64	23874.765	6761.76	5028.55	4295.545	56781.05	1380.75	17757.165	21784.545	44198.28999999999	25951.4	7374.585	4100.5	17116.5	19061.715	7278.16	27056.915	16769.085	16578.62	16358.75	23164.5	136995.91999999998	25699.75	63358.47	25653.174999999996	23401.79	26437.665	37953.479999999996	15186.635	2783.165	149398.555	25035.915	3348.875	8879.795	859.12	17780.415	1314.68	22004.75	19990.46	12774.165	4779.3	4058.99	2481.765	4256.665	9078.57	12331.51	28755.775	1842.58
MF0065	5895.9	23853.309999999998	70532.07	13845.0	47467.33	51966.235	4161.27	6764.3099999999995	5320.115	25063.019999999997	51279.604999999996	48592.869999999995	30674.855	8002.945	26680.245	17541.485	29628.815	27700.305	45009.15000000001	13156.4	4525.06	71847.325	30111.979999999996	27446.199999999997	9439.415	19823.265	26097.274999999998	62711.415	16584.365	22322.5	5125.6849999999995	72875.86499999999	11751.689999999999	31277.42	36469.415	36018.965	31545.725	41105.490000000005	5933.795	4073.255	4207.01	39547.11	5960.735000000001	5029.195	44201.675	41722.130000000005	37398.31	6853.35	114946.875	31688.35	6843.18	5397.175	4760.605	48046.735	77856.41	15307.555	26293.379999999997	46755.57000000001	29381.879999999997	13582.56	8249.575	29908.45	23343.230000000003	21792.27	37106.93	44037.46	37097.415	19619.375	42679.925	131970.245	38248.675	61586.71000000001	24671.445	22051.965	35112.78	43830.345	20726.815	60525.485	263574.42	37271.479999999996	15743.985	22569.25	2031.6	24282.980000000003	8515.939999999999	27371.9	26512.785	17538.38	5990.675	5701.16	4218.725	7241.99	11301.07	12024.385	30070.864999999998	5036.360000000001
MF0022	6241.98	19658.1	70182.12	4129.19	46724.39	42921.49	4895.02	6665.48	5175.57	26896.86	39430.75	43987.99	24263.03	4895.2	20564.82	15022.11	25306.72	29151.71	33887.62	10650.23	3514.82	51668.25	18559.16	18952.53	7810.08	15892.82	25802.43	50128.51	14544.11	17097.0	5380.66	71258.05	12702.71	26545.29	25970.42	22811.44	25632.12	33149.71	5962.37	4143.21	5023.09	29497.18	6303.94	4959.4	41878.01	43386.01	28742.86	5606.6	118346.06	23995.93	5942.01	4506.3	4668.63	64571.3	7737.5	11295.58	22691.88	56952.62	28017.15	14284.42	10636.25	15193.83	17737.55	13252.99	31341.83	14772.75	26623.87	12940.92	21687.25	133073.92	25801.42	60877.47	14983.34	14174.12	28859.33	41855.23	18738.38	2617.08	49250.74	27110.83	23689.21	15639.13	2692.37	25337.83	11021.68	24924.67	26266.96	16194.33	5402.88	6363.49	3708.68	6646.0	7390.9	11856.51	21574.19	3330.82
MF0066	3809.98	11516.32	40274.759999999995	9684.845000000001	38331.229999999996	42320.69	2676.51	3968.405	3806.91	19566.86	28678.38	40258.25	20775.26	3861.635	18405.62	13362.28	15775.995	17772.989999999998	22110.175000000003	11885.145	3115.79	30958.2	14681.07	15544.71	9361.455	14833.73	24133.35	49362.21000000001	14076.240000000002	16754.0	3361.73	69815.14	8373.42	26517.09	24897.12	23522.510000000002	29751.54	35822.46	4190.01	2825.17	3026.1	16742.355	4655.78	3371.24	33817.46000000001	24127.04	16239.130000000001	3455.43	90725.34	17047.1	4721.84	3830.05	3335.415	57277.16	41534.0	11481.33	21290.54	63411.16	21378.95	16383.92	9914.45	11989.369999999999	18969.04	12757.029999999999	32152.2	24164.875	30115.85	11367.58	25415.8	111658.09	20968.38	52769.3	12840.735	11029.695	20913.4	36458.29	20317.38	58588.33	154237.435	24275.0	24772.875	16898.71	2662.87	25524.33	11282.68	24823.63	26527.46	15339.6	4043.72	5358.17	3360.35	7301.0	5400.785	9044.01	16898.16	4211.4
MF0018	5617.9	15565.29	31024.19	18272.14	52090.59	56326.06	3425.76	2935.65	5193.24	27116.86	37728.55	47044.33	25969.84	6161.44	25648.25	17303.44	30350.16	20038.64	37998.02	17978.48	4673.54	15742.49	33461.3	29723.96	16808.42	20353.71	25971.45	70514.41	16492.54	25151.33	3261.29	73759.25	9507.34	34757.81	38466.65	45111.91	43691.42	52137.27	5601.89	3175.88	3686.1	42429.79	6552.61	5061.49	45236.08	30864.17	36797.59	5678.26	126672.95	36252.93	6378.76	5411.47	3205.16	21131.52	82213.57	9074.95	27589.38	14029.28	25744.53	22042.95	13314.15	31270.57	29863.16	35267.06	42662.87	60838.9	55672.3	16682.75	57372.6	145138.07	37210.35	66926.35	16326.31	16023.31	33939.07	44269.2	33810.76	62893.2	66179.54	36522.13	29232.34	29102.29	3200.04	31350.13	16350.38	30272.8	34579.86	19828.77	5932.3	3382.74	5428.52	12957.73	5942.91	12425.68	24686.71	5397.9
MF0019	4792.64	19032.3	17837.87	762.67	56977.76	34256.07	951.29	1226.71	5344.53	29830.86	37882.0	39673.71	17200.58	3286.79	14465.07	21318.11	17572.42	11618.87	24994.87	6264.14	980.71	8919.0	18094.0	11267.87	2653.0	11959.16	5527.29	37350.29	12827.36	14627.5	1371.53	76611.67	3156.13	14762.39	12675.0	15381.74	39514.92	44882.61	6893.47	838.79	765.43	24186.29	2453.58	1752.71	51262.83	16175.29	19120.58	1883.29	134085.45	15459.29	4584.51	3671.65	1442.13	35835.1	279.0	4480.0	17678.3	10537.13	27386.71	1487.0	1482.0	14314.0	21109.75	12887.89	20371.0	8158.0	7737.87	8877.5	23009.75	154460.24	12233.0	71875.52	9582.43	9215.29	13308.0	30081.48	17678.42	694.0	48901.42	13708.0	1736.87	19912.63	300.87	31664.46	283.29	31726.0	33080.13	5958.0	4743.91	814.71	1906.29	1045.0	1578.71	14967.68	15908.58	249.0
MF0030	68.5	1205.83	2240.0	43.0	663.5	620.0	164.5	662.0	219.0	187.0	1882.5	1564.0	1081.0	555.5	1041.5	535.83	1116.5	1220.0	2470.0	266.5	194.0	2043.5	1712.0	1227.0	274.0	543.0	1362.0	906.5	144.5	301.0	338.5	408.0	723.0	228.0	1304.0	1015.0	142.0	1569.0	161.5	402.0	247.0	1509.0	57.0	156.0	1436.75	1173.0	1614.5	275.0	3184.5	1142.5	68.0	72.0	300.0	1524.66	51.0	2270.5	926.67	1260.0	264.5	364.0	183.5	2132.0	519.75	131.0	1110.5	650.0	580.0	1453.0	434.0	748.5	2294.5	386.0	1563.0	1374.5	1691.5	283.0	316.0	145.5	773.0	1691.5	59.0	147.0	71.5	32.0	52.0	403.0	37.0	209.0	99.0	75.0	30.5	149.0	771.0	256.5	1180.5	68.0
MF0074	11919.83	49902.18	201239.58	16514.06	65503.11	61242.82	10705.11	22612.53	8230.84	39423.62	74787.67	59388.05	40051.3	14667.24	37498.47	22183.55	61783.53	85562.25	109101.24	15888.54	9262.73	201016.67	52077.66	47294.16	18042.92	27138.83	69110.95	72362.52	19506.05	27988.83	16038.45	80484.18	25855.25	36704.17	46609.67	47276.55	51002.91	61379.91	10734.86	9299.34	9383.36	78607.77	9455.72	9533.56	64353.04	125281.78	74287.55	12870.19	158188.51	45290.86	18124.12	11094.72	14839.09	176286.02	5057.42	33297.75	36933.26	186028.17	52558.38	15185.5	9297.17	52312.17	66966.96	31399.82	41046.84	33608.25	34608.74	29847.92	89295.08	183687.66	60657.84	83955.02	44556.02	38223.83	45430.5	53511.8	23684.78	11435.75	277215.61	36802.33	6374.58	17235.25	2022.41	23577.33	2386.36	32320.5	27122.59	15375.5	10087.18	17548.73	5175.37	12467.75	25949.48	17949.79	45342.55	5966.83
MF0031	4387.15	9500.11	15905.29	3460.19	40006.05	37749.16	2793.51	1915.65	3988.74	20863.53	26911.25	34136.98	17719.19	3523.04	15977.65	13258.11	15125.06	8520.04	16782.62	7941.23	2026.99	3492.09	12543.5	13567.71	8202.42	14289.66	9635.6	39874.01	13282.94	15621.83	2642.49	69269.71	7829.54	11153.46	12209.75	13847.61	26589.29	27501.04	4381.21	2345.38	3040.1	20466.84	5384.61	3612.24	34841.51	16028.52	19827.69	4017.26	95860.22	21282.93	9049.01	4745.97	2913.96	15128.31	6758.67	5133.25	19617.71	8789.13	20506.48	10564.75	8852.75	10709.17	40823.71	11583.66	23855.67	9586.75	19904.2	9891.75	28524.75	120376.09	14788.25	57284.63	9525.51	10593.46	23477.17	34569.56	16683.06	1744.75	35238.14	27294.83	21504.04	13959.12	2273.04	24481.83	10232.18	22635.5	23838.46	13491.17	4919.55	2672.99	4720.52	5905.33	2092.91	9818.68	16274.36	1885.0
