Module	TL1A_FP_630	TL1a_DTT_266	TL1a_DTT_267	TL1a_FP_131	TL1a_FP_130	TL1a_FP_132	TL1A_DTT_626	TL1A_DTT_627	TL1A_DTT_628	TL1A_DTT_629	TL1a_FP_128	TL1a_FP_127	TL1a_FP_129	TL1a_DTT_158	TL1a_DTT_159	TL1a_DTT_89_Re_extracted	TL1a_DTT_85	TL1a_DTT_86	TL1a_DTT_87	TL1a_DTT_286	TL1a_DTT_287	TL1a_DTT_284	TL1a_DTT_285	TL1a_DTT_283	TL1a_DTT_268_Repeat	TL1a_DTT_160	TL1a_DTT_270_Repeat	TL1a_FP_157	TL1a_FP_159	TL1a_FP_158	TL1a_DTT_90_Repeat	TL1a_FP_270	TL1a_DTT_198_Repeat	TL1a_FP_265	TL1a_FP_267	TL1a_FP_266	TL1a_FP_269	TL1a_FP_268	TL1A_DTT_673	TL1A_DTT_674	TL1A_DTT_675	TL1a_FP_86	TL1A_FP_673	TL1A_FP_674	TL1a_DTT_229	TL1a_FP_87	TL1a_FP_88	TL1A_FP_675	TL1a_FP_89	TL1a_FP_85	TL1A_FP_677	TL1A_FP_678	TL1a_DTT_88_Repeat	TL1a_DTT_231	TL1a_DTT_232	TL1a_DTT_230	TL1a_DTT_194	TL1a_DTT_195	TL1a_DTT_193	TL1a_DTT_233	TL1a_DTT_234	TL1a_FP_285	TL1a_FP_90	TL1a_FP_284	TL1a_FP_287	TL1a_FP_286	TL1a_FP_288	TL1a_DTT_157_Repeat	TL1a_FP_160	TL1a_FP_162	TL1a_FP_283	TL1a_FP_161	TL1a_DTT_129	TL1a_DTT_128	TL1a_FP_230	TL1a_FP_197	TL1a_FP_196	TL1a_FP_232	TL1a_FP_198	TL1a_FP_231	TL1a_FP_234	TL1a_FP_233	TL1a_DTT_197_Repeat	TL1a_FP_193	TL1a_DTT_196_Repeat	TL1a_FP_195	TL1a_FP_194	TL1a_FP_229	TL1A_FP_626	TL1A_FP_627	TL1A_FP_625	TL1a_DTT_130_Repeat	TL1a_DTT_265	TL1A_DTT_630	TL1a_DTT_127_Repeat	TL1a_DTT_269_Repeat
MF0080	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	992.5	1334.25	0.0	0.0	0.0	0.0	0.0	1253.5	1394.375	372.5	0.0	0.0	0.0	0.0	0.0	339.5	0.0	813.5	0.0	0.0	0.0	596.75	0.0	144.625	0.0	0.0	0.0	0.0	0.0	606.75	0.0	0.0	0.0	0.0	0.0	259.625	0.0	0.0	0.0	88.75	0.0	0.0	0.0	0.0	462.5	0.0	0.0	420.875	0.0	0.0	941.125	703.25	965.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2343.5	0.0	0.0	0.0	84.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	940.5	129.5	1343.625	0.0
MF0005	5060.15	13166.11	24963.29	14314.75	48646.55	53961.16	3106.51	1858.65	4668.74	26939.53	30265.25	42470.98	22867.19	5034.04	23333.65	14157.11	23562.06	14215.04	24687.62	9769.23	2549.99	9514.09	27700.5	23909.71	9500.67	18146.66	12269.6	68771.01	15921.94	24400.83	2027.49	68671.71	7855.21	32012.46	33754.75	37973.61	27807.83	34646.54	5031.21	2608.38	3363.1	36821.84	6174.61	4781.24	40432.01	23357.52	31805.19	4842.26	120828.72	30675.93	6916.92	4786.47	2333.0	13902.81	8717.5	4989.25	24662.71	10432.13	24161.48	11699.75	9273.75	24430.17	32375.91	32947.66	38784.67	37997.75	27028.2	14505.75	28166.75	141619.09	29802.25	64974.63	11403.51	11518.46	28073.17	36248.56	22544.06	13445.75	35753.14	33132.83	23693.04	14749.29	2443.04	30343.83	10914.18	27886.5	32602.46	19169.17	5613.68	2931.99	5148.52	6883.33	3786.91	12009.68	19841.36	2132.0
MF0049	7923.655000000001	34107.104999999996	137238.84999999998	8788.715	38627.895000000004	33630.115000000005	7388.98	16119.98	5673.285	23911.775	51040.42	35914.185	25954.455	10031.259999999998	23087.434999999998	14245.119999999999	40406.625	57544.770000000004	73270.43	10307.720000000001	6382.86	143639.33500000002	33693.825000000004	31872.845	12374.085	16691.605	46551.815	38481.39000000001	10876.205	15275.08	11206.494999999999	43352.95	18055.48	20328.065	28441.585	27314.12	32480.055000000004	35959.725000000006	7030.9	6663.110000000001	6538.725	49706.89	6227.619999999999	6137.355	38774.515	83144.48000000001	48183.369999999995	8817.310000000001	90908.835	29217.809999999998	14380.43	8700.07	10704.235	118207.62	3982.17	24189.665	23332.905	127562.48000000001	33441.92999999999	10197.085	6712.585	35693.0	49127.895000000004	17238.57	24866.92	22496.415	21223.844999999998	19842.004999999997	64372.915	105908.23999999999	40857.09	49529.97	31766.305	26874.85	30254.0	33287.225	13738.54	7245.165	255411.12	23903.245000000003	4446.02	11312.355	1477.6	12062.745	1485.645	19193.92	13939.150000000001	8731.25	6692.51	12028.36	3489.9849999999997	7654.0	18581.525	11369.16	30439.620000000003	4735.495
MF0006	42348.14	131729.19	319562.79	35989.34	442751.37	288746.39	25571.8	31113.5	35853.13	225044.14	272136.56	307684.28	163565.24	38205.52	139230.03	124674.18	158369.25	143536.25	205270.28	60386.95	21052.02	206651.67	161383.27	145550.38	46381.26	109843.12	125561.66	369580.93	85796.94	128945.98	23609.63	682765.22	68739.39	177014.2	182824.15	201610.14	218620.95	295846.32	44323.59	21495.69	25111.79	217185.47	39103.83	29707.95	378833.73	215624.22	197886.98	34047.29	1097607.74	170222.79	30657.92	25901.77	18247.56	283840.63	74116.34	54391.94	165884.28	257945.5	203488.96	72647.96	56415.65	144012.9	118277.67	151148.84	224054.21	121582.89	163458.71	95381.27	129324.35	1265977.7	180620.37	588342.77	107486.32	97958.25	162994.91	347268.81	143111.34	53593.66	1210905.77	174114.77	122271.96	111707.06	14692.65	204979.77	56816.75	202362.82	210654.25	96183.61	40369.23	30940.22	29783.08	40201.39	41563.72	103017.87	151561.44	23039.38
MF0003	3085.41	0.0	0.0	0.0	83703.0	0.0	0.0	0.0	0.0	30109.045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45303.565	5361.49	0.0	0.0	0.0	0.0	0.0	78962.455	0.0	0.0	0.0	198113.4	0.0	0.0	353.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14018.89	0.0	0.0
MF0047	9718.515	34958.11	108029.765	6922.37	76699.08499999999	79413.655	7497.025000000001	10497.97	8986.775	41193.455	69809.54000000001	72925.145	43014.625	11613.305	39842.395000000004	25481.415	47700.71	46708.564999999995	65370.095	19162.43	6716.07	102253.71	48198.245	46356.22	15027.665	30976.485	42225.315	95887.43	24746.495	34819.665	8131.405	108112.95000000001	20821.645	47111.185000000005	53037.38	53026.495	51829.18000000001	60406.395000000004	9396.225	7203.860000000001	8111.225	62904.015	10481.33	8686.105	68277.56	66972.855	57444.705	10440.98	186328.41499999998	49717.229999999996	8998.975	8339.91	6856.610000000001	79463.535	12784.96	20719.08	43092.985	81368.685	47760.30500000001	22628.295	16850.875	48315.5	28155.695	42435.735	57887.665	33670.96	45057.135	28100.085	64514.875	209835.46500000003	60527.46	97018.455	33872.259999999995	30301.935	49287.665	64175.68	34676.91	6738.955	283783.45499999996	50293.745	38858.729999999996	27975.275	4450.305	43275.745	16899.77	44746.335	46056.69	26868.665	9526.99	9234.57	6932.025000000001	11363.455	14990.189999999999	19380.6	42264.495	6123.41
MF0004	6166.82	22543.809999999998	74619.08	4267.38	49485.39	75378.8	5388.11	3997.885	5861.59	27585.86	56375.75	62409.55	36829.72	7494.83	28528.105	18197.61	30824.03	31698.33	38690.58	15526.03	3740.39	0.0	0.0	22299.83	0.0	22236.010000000002	23913.86	78212.7	27031.97	30527.0	5730.57	87818.67	13444.42	27650.79	31094.75	27398.44	30825.0	40491.229999999996	6572.87	4595.33	5527.86	37248.61	6867.44	5425.4	46577.01	47142.11	35434.22	6793.86	124782.56	31372.36	4576.91	868.5	4591.67	67585.94	0.0	0.0	35274.09	60437.67	42019.39	0.0	10271.75	0.0	19844.949999999997	0.0	38839.0	18528.75	30350.37	20320.75	38652.0	153268.17	0.0	70699.63500000001	21766.29	21876.87	0.0	43716.35	24614.15	0.0	49250.74	0.0	23938.71	16474.63	2650.83	28055.16	11148.11	30564.84	30714.88	0.0	7412.98	6592.39	4668.29	6622.0	7248.64	12660.01	32263.72	0.0
MF0048	6806.99	34819.91	81733.45	32825.44	62455.25	62752.0	4979.94	8485.31	7737.4	29259.85	70813.75	61195.57	41317.28	10509.36	34496.15	22979.77	41836.47	31259.38	60824.28	17798.66	6298.58	107946.75	48293.82	44632.44	27797.83	25452.23	54323.35	76569.17	18453.94	27655.33	7017.99	81207.16	16390.54	39850.37	53050.59	56365.77	71850.77	76960.7	6968.28	5919.97	5523.42	54139.09	7791.77	6013.65	55969.44	43576.93	50683.19	8894.6	144997.04	48385.93	15768.35	8341.22	8004.3	37475.2	11673.92	23212.16	34426.89	31183.7	32131.89	20819.09	16293.75	52035.83	59784.71	38164.64	49532.33	39595.0	48211.36	28051.84	68640.0	164792.5	60555.09	76146.9	34073.83	31139.87	48269.33	57355.42	27542.54	17556.16	496055.96	49349.99	27292.88	23429.14	3477.7	31352.99	12566.18	34552.34	33583.46	22288.83	7535.46	5086.58	5954.52	21310.58	17366.57	15156.18	39464.52	10035.82
MF0001	6860.72	25810.25	25754.58	4327.45	131311.32	18407.56	2359.11	2161.51	7365.48	54164.52	46340.58	49704.72	22665.22	1697.0	11188.89	36107.47	16184.7	11085.0	18802.91	7035.7	1909.56	9180.42	11279.17	12361.0	6709.75	9821.07	14549.03	33611.94	3083.3	7357.5	1427.27	225447.67	8597.25	28165.5	22282.42	22833.47	55591.5	69054.75	9706.6	2330.5	2768.53	13569.44	4837.14	2264.81	116896.75	13154.78	13211.22	2870.36	302528.62	16410.03	7825.18	6051.1	1243.67	38386.94	8144.0	5288.25	20910.42	11230.17	30684.72	12298.25	11057.75	10685.67	16163.08	10397.33	30604.0	19080.92	25059.16	7727.58	23401.25	351139.79	18630.58	163898.67	13530.94	11781.75	15401.0	69815.37	21056.53	3938.75	711425.95	14236.5	24297.33	31482.75	2476.16	37376.5	10986.61	34988.83	35621.67	10337.0	5791.15	1759.56	3245.78	7013.33	3079.31	25738.37	20890.22	7554.0
MF0045	4999.19	14708.449999999999	34224.665	4119.125	49501.235	54330.525	3193.345	3700.915	5092.325	26616.86	33032.565	43601.865	24298.975	5457.075	24513.035	15344.359999999999	25040.235	16079.175	29402.82	10696.645	3178.89	41032.915	30141.235	25826.46	8782.96	19150.645	14591.4	68787.46	16050.99	24565.915	2875.975	69872.02	8808.94	32026.675	34736.035	37582.26	29180.690000000002	37146.24	5291.675	3042.67	3645.35	38411.525	5883.945	4741.74	42387.92	25344.135	33032.975	4939.095	122801.42000000001	31128.015	4783.385	4666.76	2897.835	27950.91	7517.66	7625.975	25894.71	32575.58	24847.465	12473.1	9405.2	26160.12	21658.27	33301.945	38990.685	21394.785	27289.335	16177.54	27333.55	140635.955	31921.215	64462.45	14012.91	14094.01	27077.785	36605.545	22800.825	2751.35	114327.08	31634.065	24712.94	15986.54	2559.205	30368.315	11007.28	28391.815	32632.16	18276.635	5222.385	2913.085	4542.935	6595.655	4640.165	12167.595	21590.785	2751.95
MF0089	406.71500000000003	4186.025	7722.08	272.295	1999.51	1983.0900000000001	582.4649999999999	2429.66	589.75	603.66	7583.83	3991.125	3965.045	1271.58	2442.25	1788.17	3289.75	3544.34	9237.16	1048.635	637.4649999999999	7487.25	4363.33	4198.535	953.705	1465.455	2858.545	1787.4099999999999	684.5799999999999	689.25	1007.75	1492.26	1960.83	1011.2850000000001	4336.59	2855.08	1199.9099999999999	2640.5	408.37500000000006	835.3399999999999	589.83	4783.955	510.0	320.875	3146.84	5821.375	5335.5	1006.67	5564.74	4101.42	2174.005	459.0	1043.67	7080.285	244.5	5177.58	2786.5	5822.785	2093.035	1224.67	1126.75	4181.5	5900.415	793.8199999999999	2390.08	2032.295	1579.9099999999999	3236.25	8052.625	5205.545	4640.0	2286.6349999999998	5275.49	4380.125	4452.33	4427.59	1002.24	445.955	113428.32999999999	4277.83	124.42	393.34	180.41000000000003	157.07999999999998	143.0	1690.75	244.0	799.83	584.125	549.965	298.92	642.29	2821.5	606.0	4147.455	1188.41
MF0002	6700.39	29702.43	123345.16	29187.65	84180.28	49821.57	6460.43	13361.26	4139.69	41500.53	43664.5	48780.57	23398.86	10491.32	22521.0	21808.86	31887.16	50675.34	55328.66	14623.43	6221.59	124070.66	27175.32	28413.73	18617.66	17850.66	55198.75	62405.43	15188.86	24305.0	9499.2	142507.29	17170.0	14098.71	16879.84	22950.86	51630.16	55768.84	7121.04	5604.84	5684.32	37352.25	5040.66	5539.41	71021.19	71231.41	37703.0	7535.34	206202.48	21681.0	7503.99	3553.95	8304.34	115508.75	74643.5	20067.16	23305.71	129803.57	30508.41	18573.34	8288.0	28030.66	29216.05	24883.0	24762.0	44034.25	43776.16	17996.34	26565.25	243412.52	31457.84	114068.68	29983.32	24160.41	27815.16	79176.14	21214.14	67084.41	279889.32	22380.16	6722.84	24466.84	1945.66	35720.0	6578.0	33664.0	36274.71	7926.66	4793.91	11151.59	2205.0	16343.0	16111.66	18248.86	26886.91	5759.82
MF0046	5016.71	15036.4	18154.58	3577.15	66260.05	38518.4	3003.44	2656.41	5023.48	29037.29	28878.08	35800.88	18892.05	4097.5	17310.22	20362.14	15107.62	8762.0	15308.24	12402.54	2530.23	5073.26	14777.17	15896.67	8244.17	15464.97	10470.7	40716.77	13465.63	16005.83	2524.2	117547.75	8531.58	11664.5	13823.42	15142.47	34934.0	39143.25	5814.24	2761.09	3215.2	20259.6	5629.64	3768.48	59287.0	14850.62	20251.55	4380.69	152871.88	21747.53	7585.0	4922.22	2654.67	21799.95	78870.42	6806.5	21944.25	10927.84	21972.88	17789.75	11135.25	13798.84	34244.29	11698.99	26940.17	31785.42	38687.82	11578.83	27218.75	185554.33	17711.08	87674.8	10441.27	11069.92	25300.67	38127.2	27066.2	53963.25	58358.45	29282.33	26472.33	30266.91	2903.16	25181.83	15097.61	24329.83	25608.17	13717.17	5178.65	2854.23	4843.12	6092.91	2858.15	13991.04	17000.97	2095.0
MF0043	27.5	46.0	0.0	109.0	156.75	56.5	10.5	14.5	33.5	61.0	0.0	387.0	0.0	0.0	21.0	78.5	1996.0	0.0	3218.5	526.0	64.0	7.0	46.5	46.5	110.5	45.5	45.0	20.0	0.0	0.0	174.0	96.5	54.0	0.0	9.5	20.5	426.5	112.75	36.0	0.0	0.0	1237.5	33.0	0.0	306.25	0.0	1098.25	0.0	423.75	1597.0	82.5	34.75	297.0	1191.75	33.5	0.0	113.5	0.0	23.5	140.5	99.0	117.0	0.0	0.0	82.5	2388.5	590.5	36.0	1511.25	710.5	64.0	292.5	1150.0	0.0	1307.5	109.0	27.5	643.0	343.5	587.0	36.5	257.0	24.0	11.5	0.0	8.0	6.0	82.0	13.5	16.0	10.0	49.5	86.0	81.0	1181.5	0.0
MF0087	2832.88	14271.029999999999	55935.33	679.92	3166.67	4475.34	3465.59	8714.16	1735.5	2842.665	19194.415	10551.835	8936.67	4714.33	6382.5	3846.34	14282.0	25793.34	31958.66	2328.26	2744.09	47392.0	11961.33	12325.91	1537.33	4180.58	15681.92	3307.16	1920.83	1886.0	4977.0	2643.67	8775.83	1756.41	7393.84	4893.33	1701.0	4585.67	1871.42	3195.34	3045.33	18516.08	2378.5	2335.915	5649.67	38259.75	19490.0	4072.42	7072.16	9440.17	3195.59	912.0	3975.67	59456.5	644.0	14366.455	8315.33	68206.16	12700.91	4161.17	2428.5	11676.0	9780.0	1423.32	5060.33	4640.42	5364.16	7486.5	11516.75	9982.005000000001	12358.5	4693.505	14648.49	11541.25	12767.33	9382.0	8375.49	27257.08	226774.83	9895.08	300.67	1539.17	676.16	652.3299999999999	431.5	6064.585	1389.0	1989.08	2598.165	5903.755	938.835	1365.33	8378.0	1723.5	11071.58	2656.66
MF0044	14349.22	54648.11	162290.14	22946.16	121892.36	70092.39	11667.95	19315.43	12362.77	59752.12	103536.47	89746.82	54217.87	15117.13	40534.4	39660.38	71250.71	80555.35	109721.97	27288.22	11200.7	142560.57	60361.45	60065.48	25267.0	32247.12	66305.88	86588.25	20528.65	31286.16	13843.78	195652.48	32271.55	40388.1	53795.07	55903.18	78129.53	92487.81	13990.79	11177.43	11773.85	86398.3	13956.71	11095.22	113433.16	114152.68	82063.78	14723.36	288304.07	67952.19	14031.04	11764.84	12290.46	155087.65	89770.74	35494.36	54217.1	150837.23	65896.84	39728.54	26267.4	60348.73	50022.24	45183.37	63150.2	71148.98	79818.83	31780.01	55966.35	337535.19	69490.61	157963.89	53606.81	45533.26	65642.4	89892.44	51277.8	64722.11	331247.83	58436.12	50879.72	50492.09	6686.41	53858.12	27333.56	58891.31	55249.32	27980.1	12278.84	15779.9	9100.87	19890.23	23341.81	28736.76	58507.73	10131.22
MF0088	5462.61	17998.74	67293.79	990.86	45400.5	53707.74	3990.93	6639.36	3555.54	24266.86	34255.83	40299.9	22624.36	7546.96	25369.57	12958.53	27234.81	31325.96	39809.62	8760.81	3210.74	46214.17	29207.67	23809.46	1472.5	18342.21	15864.6	67737.26	16700.19	24777.0	4802.41	66790.79	8410.54	29774.54	32507.67	35532.36	15711.21	33168.21	5183.83	3018.46	3348.1	41497.76	4816.03	4992.24	39619.64	47570.6	37311.86	5751.43	115698.26	25785.1	2269.14	693.8	3250.71	60092.14	432.25	9033.5	23819.04	67052.21	30314.9	3293.0	1955.5	24036.67	8126.13	25974.33	32423.5	13159.67	16146.62	16967.83	13932.0	131272.34	28827.83	59146.67	17647.26	15324.96	25924.5	31685.14	18354.14	1273.0	29521.31	28382.0	1077.79	7347.29	660.62	22419.0	470.93	24378.83	25620.21	14161.5	5150.6	6661.74	3303.6	1335.83	7973.24	10757.26	23333.86	778.5
MF0096	4507.506249999999	13333.595000000001	29296.96125	3506.66625	43209.46125	47422.265	2935.42375	2257.76875	4330.335	23429.379999999997	26597.71875	37227.17	20064.47875	4540.907499999999	20815.443750000002	13243.7	21156.365	15800.68	26756.4375	8591.13875	2658.70625	10015.20375	24440.5625	21181.37125	7299.93	16251.4525	15546.865	60455.69624999999	13990.635	21415.03875	2798.50875	60834.03875000001	7780.765	28275.715	29783.90625	33558.09625	24009.670000000002	31358.513750000002	4577.7875	2917.3525	2996.8374999999996	32584.797499999997	5421.34625	4214.7725	35667.405	25433.67	28099.166250000002	4288.29	105462.60875	27015.62625	5705.99125	4473.66125	2329.57	18640.61125	25121.002500000002	6299.03125	21691.892499999998	13511.09375	21215.295	10363.34375	8183.21875	21576.58625	24681.646249999998	28910.452500000003	34595.96125	19339.71875	24170.362500000003	12904.65625	24779.53125	122207.5575	26231.90625	56770.884999999995	14100.78625	12167.9625	24687.46125	31821.344999999998	19778.5525	15399.25	49532.067500000005	29171.60125	21029.0975	13310.001250000001	2201.285	26557.91375	9571.782500000001	24495.5625	28551.09	16797.14875	4746.793750000001	3345.52625	4535.205	5702.41375	4154.456249999999	10755.282500000001	17747.565000000002	2475.2675
MF0052	0.0	0.0	22.0	7.0	24.0	57.0	4.0	1.0	33.0	0.0	0.0	0.0	0.0	15.0	222.0	70.0	229.0	22.0	96.0	5.0	0.0	2.0	26.0	26.0	908.0	158.0	550.0	139.0	24.0	29.0	378.0	406.0	185.0	168.0	40.0	120.0	1208.0	343.0	9.0	0.0	4.0	58.0	1.0	0.0	24.0	5.0	38.0	0.0	52.0	19.0	2069.0	24.0	860.0	0.0	17.0	0.0	11.0	0.0	0.0	0.0	22.0	7.0	9684.0	9.0	0.0	10.0	53.0	65.0	4859.0	0.0	16.0	0.0	43.0	266.0	0.0	28.0	0.0	0.0	205.0	0.0	6.0	18.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	343.0	42.0	6.0	158.0	0.0
MF0097	117.75	1340.58	2439.0	16.0	2177.75	580.5	102.5	132.0	284.5	618.5	6331.5	1692.5	1769.5	409.0	616.0	630.33	456.25	409.0	970.0	57.5	2478.365	2302.0	659.0	1066.5	1792.25	933.5	2304.0	495.0	96.0	157.5	160.5	2199.59	1238.0	20.5	995.5	462.5	8273.83	4249.33	197.33	312.75	284.5	395.0	72.5	176.0	1926.5	189.0	661.5	332.5	3472.33	504.5	289.5	301.75	147.0	608.66	74.75	846.75	441.67	3208.5	1088.5	8584.71	6460.625	338.5	1211.75	68.5	553.5	256.5	249.0	888.75	14211.0	4450.5	883.0	2354.5	1443.0	1152.5	402.0	1026.84	227.0	655.0	1553.5	1032.5	2042.0	2650.17	78.0	34.0	18.0	858.5	65.0	24.5	116.5	137.0	24.0	4127.04	719.0	527.5	770.75	120.5
MF0050	3159.925	12735.18	32740.010000000002	7840.320000000001	41197.135	32568.745	1554.175	3154.24	2595.16	20729.895	32744.4	32212.145	18117.105	5297.425	14952.315	10850.855	14795.56	10229.279999999999	20244.675	9801.285	2395.98	40325.785	14484.23	13488.35	8585.0	10433.185	17044.725	45928.26	9107.69	14387.495	2627.27	58990.134999999995	5824.17	24956.545	25369.665	26942.86	23651.165	28278.885000000002	3642.95	1907.4	1497.38	20403.255	2627.275	2186.74	35548.07	15101.105	18469.605	3095.715	97910.475	17036.595	5927.84	5105.879999999999	2886.29	15834.09	39053.284999999996	9128.765	13987.465	18095.345	16311.895	7537.935	4373.45	15437.45	24487.725	13968.325	26395.004999999997	30536.075	22513.44	11745.335	29322.3	115863.895	19119.885	54138.225	16401.61	13891.57	18919.95	25458.895	13919.75	31614.89	144799.1	20801.245000000003	5501.88	12894.814999999999	964.06	18857.245000000003	3421.815	19190.335	20640.96	10235.505	2954.4049999999997	1954.08	3035.605	5027.115	7023.12	9450.715	18065.02	3557.0299999999997
MF0094	242.25	2089.25	4416.5	145.25	813.5	1119.5	356.75	1600.0	290.0	244.0	3936.5	1758.25	2273.75	606.0	1093.0	980.0	2662.5	2874.0	8587.0	689.75	406.25	4008.0	2405.0	2566.75	517.0	847.75	1664.75	683.0	399.0	377.5	595.0	1147.0	1534.0	517.25	2293.5	1482.5	647.5	1597.0	241.25	457.5	394.0	4066.25	141.0	113.75	1207.5	5545.75	4287.5	458.0	2221.5	3059.0	204.25	183.5	676.0	5518.25	69.5	3299.5	1864.5	3970.25	1432.75	919.0	646.0	2122.0	805.75	569.0	1340.0	1876.25	1280.5	1919.0	10636.75	3277.25	2158.5	1580.75	3279.0	2984.75	3032.5	1060.5	560.5	414.75	1963.0	2943.5	112.5	237.5	112.0	77.5	89.0	1036.5	153.0	607.0	334.25	250.25	115.0	202.0	1773.0	253.0	2642.25	56.5
MF0051	3555.4874999999997	9663.122500000001	20126.645	7004.35	36689.71	40129.245	2286.59	1901.49	3355.845	18370.98	22580.0225	31673.485	16941.975	3759.1949999999997	17501.195	10826.37	17510.877500000002	10658.695	18731.3825	7169.1725	1866.5749999999998	8188.38	20773.54	17816.114999999998	6248.1475	13649.66	9712.635	51031.799999999996	11886.247500000001	18195.955	2095.995	51987.455	5917.0725	25095.645	27432.46	28303.055	19447.47	25860.36	3566.2375	1949.785	2506.4075	27111.504999999997	4438.7474999999995	3448.0125	30010.7175	17223.015	22979.725	3518.63	91602.83	22125.6125	3996.59	3448.5	2026.48	10907.145	36413.575	5822.0	18417.245	8174.315	18107.61	8828.1875	7066.6875	18171.96	18639.3425	24687.495000000003	28175.42	18745.2	20454.75	10774.3975	20456.875	106328.27249999999	22120.7725	48771.64	8981.92	9002.814999999999	21224.335	28983.3425	16781.7125	29089.1	136584.39500000002	25005.415	17752.28	11889.185000000001	1846.615	22723.08	8184.135	20811.71	24427.595	13734.669999999998	3935.9525000000003	2186.83	3726.0150000000003	4893.827499999999	4381.29	8617.1775	14687.52	2499.25
MF0095	7557.349999999999	17480.79	37290.435	5702.285	72800.07500000001	65922.24	4560.765	3198.4750000000004	7129.11	40190.295	47648.375	62147.97	33448.284999999996	6927.0599999999995	29674.225000000002	20682.165	22054.215	12763.060000000001	20986.93	14989.345	3168.4849999999997	9604.635	22326.75	25301.065	10429.005000000001	23734.739999999998	19804.9	77580.265	21909.91	26186.745000000003	2791.4849999999997	103677.44	12711.310000000001	41017.19	40371.625	38677.915	40403.435	50528.06	7600.0650000000005	4009.945	5042.15	29297.260000000002	8471.664999999999	5750.86	61597.14	21368.28	29370.534999999996	6563.39	183841.33000000002	31984.895	5556.89	7335.33	1777.44	21052.965	11182.380000000001	8051.25	33378.065	20411.695	34629.22	17846.125	14079.625	20052.254999999997	24214.69	19161.489999999998	51061.505	21143.625	38406.8	19106.0	31864.875	209282.385	33934.875	96198.69499999999	19066.765	18367.69	40607.755	53660.84	28559.590000000004	3643.125	54254.96	48529.745	36554.06	23265.43	3697.56	38111.745	16424.77	37348.25	39422.19	26871.254999999997	7759.325000000001	4474.485	7287.780000000001	8879.119999999999	6041.865	18219.77	29835.665	3314.0
MF0092	7435.4	25869.46	120943.69	28394.25	41910.25	38816.81	6748.76	13091.15	4490.99	24532.53	41882.8	38085.33	21909.09	8961.69	21452.5	14146.36	27336.91	45050.89	46011.02	17083.59	6254.04	114893.74	24584.8	25059.96	18069.58	16741.46	42341.7	37871.66	14844.29	16829.33	8336.04	70604.16	16014.84	11467.31	14037.4	14502.66	36140.66	40467.44	6713.31	5165.13	5683.1	33403.29	6049.36	5698.24	38558.66	65772.17	33718.09	7233.26	98317.87	16994.43	7411.76	4982.22	7083.91	108042.11	219853.25	14323.08	25366.21	127241.78	37730.03	30025.67	9822.5	22970.57	28952.66	6453.06	19919.87	89807.25	76299.33	16590.5	30957.75	123075.49	27261.6	58764.18	24277.56	20266.56	21218.57	37846.61	33132.49	171624.08	298045.66	18274.63	15683.17	40566.84	2282.33	17655.63	15780.5	23507.8	19053.61	7380.27	6736.05	11370.24	3649.77	13487.25	13238.41	11319.43	25236.46	5511.16
MF0090	5016.98	15669.78	17876.29	16514.06	65503.11	38003.99	2700.01	2298.32	5668.07	32160.2	28379.92	35105.65	17831.19	3753.37	16348.15	21092.94	14324.39	8853.37	18016.29	12245.56	2702.32	20356.4	14561.83	15742.04	18042.92	16295.99	30804.93	38335.18	13123.11	15518.83	1906.49	80484.18	8815.21	11313.13	14124.08	17191.61	51002.91	61379.91	6070.54	2771.71	3421.43	18681.01	4612.44	3460.57	64353.04	14642.35	17203.19	3530.76	158188.51	18638.26	6045.34	3088.47	2266.2	23937.31	74726.15	6841.25	21438.38	10145.13	21989.15	15185.5	9297.17	11923.5	26743.88	11885.33	25409.67	40837.4	34608.74	10274.42	51563.25	183687.66	15505.92	83955.02	10436.18	10947.79	18672.67	42960.56	23684.78	59485.2	277215.61	21612.33	6374.58	17235.25	2022.41	23577.33	5383.2	23309.17	25555.46	11091.67	4685.38	1903.32	3808.35	12467.75	2858.0	15726.68	15732.36	5756.0
