Module	TL1a_FP_139	TL1a_DTT_245_Repeat	TL1a_DTT_244_Repeat	TL1A_FP_637	TL1a_FP_174	TL1A_FP_638	TL1a_FP_210	TL1a_DTT_73	TL1A_FP_639	TL1a_DTT_74	TL1a_FP_171	TL1a_DTT_75	TL1a_FP_170	TL1a_FP_173	TL1a_DTT_77	TL1a_FP_172	TL1a_DTT_78	TL1a_FP_205	TL1a_FP_97	TL1A_FP_640	TL1a_FP_98	TL1A_FP_641	TL1A_FP_685	TL1a_FP_207	TL1a_FP_99	TL1A_FP_686	TL1a_DTT_173_Repeat	TL1a_FP_206	TL1A_FP_687	TL1a_FP_209	TL1a_FP_208	TL1a_FP_241	TL1a_FP_243	TL1a_FP_242	TL1a_FP_245	TL1A_FP_688	TL1a_FP_244	TL1A_FP_689	TL1a_FP_246	TL1a_FP_169	TL1a_DTT_142_Repeat	TL1a_DTT_242	TL1a_DTT_243	TL1a_DTT_241	TL1a_FP_64	TL1a_DTT_206	TL1a_FP_65	TL1a_DTT_207	TL1a_FP_66	TL1a_DTT_205	TL1a_DTT_246	TL1a_FP_61	TL1a_FP_62	TL1a_FP_63	TL1a_DTT_76_Repeat	TL1a_DTT_208	TL1a_DTT_209	TL1a_DTT_97	TL1a_DTT_98	TL1a_DTT_99	TL1A_DTT_640	TL1a_DTT_210	TL1A_DTT_641	TL1A_DTT_642	TL1A_DTT_687	TL1A_DTT_689	TL1a_DTT_170	TL1a_DTT_169_Re_extracted	TL1a_DTT_171	TL1a_DTT_172_Re_extracted	TL1a_FP_75	TL1a_FP_76	TL1a_FP_77	TL1a_FP_78	TL1a_DTT_139	TL1a_FP_73	TL1a_FP_74	TL1a_FP_142	TL1a_FP_141	TL1a_FP_144	TL1a_FP_100	TL1a_DTT_62	TL1a_FP_143	TL1a_DTT_63	TL1a_FP_102	TL1a_FP_101	TL1A_DTT_638	TL1A_DTT_639	TL1a_DTT_64	TL1a_DTT_65	TL1a_FP_140	TL1a_DTT_66	TL1a_DTT_141	TL1a_DTT_140
MGB036	53602.14	19183.72	31333.03	18029.85	56417.54	8626.78	44341.21	50452.17	12949.59	42291.03	144234.02	26757.35	59614.42	47552.87	39196.38	20206.35	36122.64	53572.88	42648.32	10985.91	61146.24	12281.26	12534.62	66798.08	48646.73	25685.33	11440.53	63313.54	20419.09	82161.91	79066.05	59486.51	73326.82	68323.05	85741.61	10488.59	98399.04	17631.57	80825.52	44873.88	6948.77	61043.7	69601.95	57388.21	57087.52	41220.92	124967.62	68523.08	101965.61	156689.95	44878.19	61178.89	64210.83	52432.52	15272.91	39234.74	33111.85	55279.84	47542.73	64583.61	10665.85	107045.5	8340.72	10591.68	11849.16	6589.2	47666.82	33458.6	56632.35	30129.19	52312.64	53157.97	66551.79	72627.73	60785.69	40156.27	48597.74	54303.29	52398.23	77390.46	62644.99	76496.92	71848.74	42195.65	64388.91	69651.78	10556.39	29424.45	62791.88	41216.41	169682.15	47911.32	75684.18	47166.77
MGB051	87.0	199.0	182.0	78.0	173.0	21.0	39.0	95.0	34.0	122.0	243.0	41.0	112.0	105.0	130.0	0.0	163.0	147.0	122.0	160.0	76.0	130.0	28.0	159.0	227.0	43.0	67.0	197.0	189.0	790.0	550.0	39.0	52.0	71.0	1717.0	173.0	727.0	234.0	951.0	67.0	0.0	26.0	33.0	48.0	91.0	48.0	403.0	72.0	549.0	146.0	215.0	325.0	173.0	190.0	164.0	78.0	51.0	178.0	72.0	87.0	23.0	43.0	25.0	27.0	22.0	25.0	42.0	0.0	47.0	62.0	232.0	857.0	781.0	346.0	107.0	141.0	77.0	55.0	64.0	171.0	61.0	63.0	107.0	29.0	70.0	3.0	10.0	57.0	1036.0	176.0	105.0	193.0	81.0	0.0
MGB052	44712.77	5949.0	8630.86	12446.1	27275.64	5804.15	26188.14	34709.97	9099.84	33116.7	119592.36	17675.84	49920.47	19950.67	9185.43	7944.19	6871.31	39722.5	31949.43	786.92	50917.77	1881.72	10322.0	41014.5	38961.98	20647.24	3170.5	46869.29	17009.13	2067.88	2756.5	56054.5	68876.5	63687.0	22606.71	2285.79	57327.81	1405.99	24976.76	32544.97	1497.5	55080.5	62903.0	50391.5	48236.68	29659.5	76416.06	47719.0	46617.26	127252.5	17256.46	36782.41	48872.03	33023.93	4833.46	2721.0	2465.5	43093.76	37485.13	51044.87	7254.76	10063.5	5911.59	6830.26	9589.16	2749.86	37584.23	18233.4	42888.2	15556.47	32313.99	10391.51	11047.9	39778.83	50147.73	26483.88	38216.04	39007.77	44630.97	64084.36	39538.91	61908.27	55481.63	32813.12	46365.84	47102.93	9200.68	20855.54	8091.58	6524.03	142613.04	5263.4	63828.17	37397.99
MGB031	7409.67	13602.25	22622.84	6528.42	27777.67	5417.09	21534.67	12939.5	6509.0	8223.25	23274.74	7745.01	7574.66	28764.75	19131.25	13180.57	18441.33	12448.58	8955.67	9154.92	7081.34	8107.83	4790.5	25055.58	7120.5	7115.92	3938.49	15996.25	10909.51	77712.5	75380.75	3657.41	4649.92	4784.25	61517.06	7962.42	40246.08	11930.08	55805.68	11395.91	2743.42	6333.0	7024.08	12078.68	6191.26	10804.42	36799.17	19353.41	40562.49	24819.75	29338.25	12988.08	11168.59	15200.68	6501.16	30872.01	29562.75	10529.66	8569.42	14316.49	5953.25	99410.33	3954.6	5982.26	9797.5	3657.17	11059.51	17132.58	11540.67	13291.34	13564.82	17941.0	15590.18	26188.83	9969.93	8410.76	15116.08	17158.5	6426.33	11588.75	28219.58	13458.75	18480.18	8759.58	46565.92	82066.67	13288.0	15314.08	32796.67	24210.17	22053.0	20795.17	11292.0	9709.33
MGB053	3060.25	1291.0	1275.0	685.9200000000001	2972.295	236.34	1648.0	2558.58	435.75	1994.67	5278.24	1392.59	2417.91	2259.545	2786.25	1272.285	2560.25	2087.955	2562.92	413.12499999999994	1971.295	440.455	256.33000000000004	8945.83	2637.5	528.92	937.9100000000001	4564.545	508.59000000000003	2709.46	2317.375	940.83	1688.42	1420.33	3926.07	318.75	2109.545	562.91	1810.715	2726.33	517.25	2118.75	1425.08	1556.84	1032.09	1872.375	3887.5	4787.455	3853.74	5909.625	3465.295	9029.41	3738.17	4326.51	1436.165	3768.92	7947.375	3026.08	1978.84	2859.16	497.58000000000004	33892.545	366.215	490.135	268.66999999999996	236.5	2247.67	2595.955	2569.42	1549.0099999999998	5049.57	4941.92	2531.135	6036.5	1894.51	3841.51	2327.455	3856.25	1754.25	3538.955	3837.625	3201.42	4058.715	1475.4099999999999	3936.125	5611.0	252.67000000000002	1270.5	6048.09	4339.59	4881.75	4226.42	3067.58	1923.5
MGB032	49566.94	13156.25	15865.7	16292.849999999999	46975.52	6685.28	37999.56	45720.64	10571.09	38967.03	133411.49	23859.01	54507.22	41255.5	25898.18	16257.599999999999	23348.64	51196.5	39059.43	8461.74	56830.94	7123.34	10377.79	62078.75	44092.35	23431.49	5763.33	60371.62	15609.42	71407.21	66397.5	57914.08	71221.25	66225.42	73308.45	6710.84	94357.97	10739.66	73525.6	41015.55	2923.42	58360.0	67552.5	52373.09	53654.35	39045.67	110852.35	65614.83	74162.26	149499.0	36381.04	45540.83	57439.83	45270.98	10727.41	20346.34	28358.5	50787.09	43872.09	58996.45	8375.68	82692.41	6868.22	8279.76	6831.49	3268.53	42667.94	25631.65	50375.7	26617.3	41114.61	24467.84	23166.32	61586.66	57339.15	32808.63	40991.54	45670.39	49104.55	71410.28	50667.74	71982.85	62751.22	39816.92	42370.51	26879.73	4045.3900000000003	24486.12	32805.41	25974.74	157289.67	21031.15	70652.97	44290.57
MGB054	1161.5	660.0	502.0	359.5	1182.75	140.0	873.5	1332.5	215.5	1098.0	1729.0	623.5	723.0	1223.75	1279.0	825.75	972.0	492.5	759.0	203.25	578.25	245.25	96.0	2405.0	846.5	249.0	531.5	1132.5	362.0	409.0	583.0	750.0	1275.5	916.0	1895.5	151.5	1355.75	296.5	809.25	847.5	171.75	837.5	996.0	1136.5	422.0	816.5	1258.5	1463.0	1756.5	2071.5	2145.75	2868.0	1846.5	1808.5	876.0	236.0	1078.0	1394.0	912.0	1516.0	238.0	771.0	204.75	296.75	105.0	114.0	1107.5	1587.75	1524.5	1038.5	2520.0	3075.0	1365.25	2386.0	909.0	1370.0	1363.25	2064.0	703.0	1520.25	2780.25	1107.0	2087.25	678.0	2844.25	4745.5	142.0	744.0	3136.0	1824.5	952.5	1350.5	1587.0	1095.0
MGB010	0.0	51.0	51.0	0.0	46.0	0.0	96.0	249.0	0.0	177.0	0.0	49.0	0.0	13.0	86.0	0.0	62.0	943.0	6.0	0.0	20.0	3.0	0.0	556.0	11.0	0.0	55.0	359.0	0.0	3303.0	1530.0	0.0	0.0	1.0	51.0	40.0	33.0	41.0	13.0	0.0	338.0	16.0	0.0	3.0	11.0	1252.0	191.0	1861.0	98.0	5394.0	19.0	28.0	13.0	21.0	2007.0	6461.0	1555.0	352.0	122.0	40.0	8.0	8484.0	3.0	10.0	0.0	20.0	10.0	2.0	0.0	30.0	0.0	198.0	31.0	18.0	50.0	4.0	3.0	7.0	0.0	4.0	5090.0	41.0	95.0	9.0	53.0	673.0	0.0	0.0	716.0	58.0	0.0	82.0	4.0	165.0
MGB050	1198.5	439.0	382.0	241.0	676.17	101.0	446.5	1848.0	141.0	828.0	710.0	375.0	264.0	586.67	932.0	237.0	734.0	208.0	1022.75	196.0	1705.0	219.0	107.0	764.33	1047.25	284.0	246.0	320.0	316.0	118.5	60.0	217.0	343.0	272.0	2090.5	114.0	475.0	340.0	811.0	364.0	246.0	315.0	254.0	275.67	433.0	253.0	1832.0	707.5	1022.0	702.0	1154.0	8508.0	2410.0	2460.0	1522.0	114.0	814.5	1228.75	739.0	960.75	112.67	441.0	104.0	131.67	122.0	83.0	408.83	1156.0	417.0	337.34	3083.25	1986.0	1524.0	3178.0	1035.0	2629.0	821.0	881.0	630.75	718.0	1962.5	1431.0	659.17	544.0	732.5	1391.5	132.0	610.0	2475.0	841.0	5221.25	820.0	1347.25	618.0
MGB019	310.5	100.5	174.0	45.0	387.75	43.0	233.0	475.0	30.0	408.0	101.5	281.0	96.0	541.0	184.0	1030.75	154.0	1069.75	108.75	8.0	260.0	30.25	0.0	1363.0	99.25	5.0	178.0	857.25	0.0	3315.75	1566.75	130.0	130.0	142.0	568.75	97.75	262.0	129.75	165.25	144.0	821.75	217.5	314.25	296.25	68.0	1486.25	441.0	2091.25	256.0	6224.75	228.75	570.0	351.0	301.0	1510.0	6696.5	1607.75	603.75	370.0	637.25	48.25	2915.75	30.0	69.0	0.0	55.0	370.75	429.75	664.75	565.25	334.75	572.75	120.0	430.0	336.0	180.0	116.0	343.0	217.75	120.75	10496.0	470.0	429.5	293.0	230.75	1389.0	18.0	157.0	1085.0	152.0	281.25	162.0	827.25	479.0
MGB005	51923.61	13912.92	16405.03	18391.6	46092.19	8626.28	36706.81	50364.8	13431.84	42315.695	131374.82	26734.18	55606.72	39750.92	27070.18	12835.6	24265.14	50616.58	43949.94	8872.66	62331.775	7801.51	12303.79	62231.08	47875.43	25945.75	5871.83	60452.54	20068.76	69357.71	65423.25	58221.49	71865.92	66916.92	71435.61	7490.09	99116.56	11198.07	73059.27	45827.21	2734.42	60707.0	69329.25	56472.265	58069.69	38827.92	128223.85	65059.58	80012.84	147493.25	36206.29	54434.49	60107.16	47980.82	10542.41	17703.84	28105.75	54845.005	47981.26	64756.104999999996	10141.02	83870.0	7872.14	9580.26	11405.49	4187.2	45770.69	24004.15	53328.95	25125.39	49065.61	24057.67	23670.74	64991.83	61350.495	38500.47	46031.46	47278.89	51407.96	72495.28	48818.99	78831.02	65179.72	43542.25	48125.93	52168.65	10410.72	29347.03	33932.58	27994.41	162719.91499999998	23275.32	74327.545	47099.985
MGB027	625.7	279.3	206.0	298.0	2321.35	250.0	123.4	1262.2	419.0	765.0	1710.7	1282.0	2437.2	417.2	10247.2	74.75	10225.0	976.55	858.55	1586.0	1503.8	3808.25	431.0	808.0	1357.05	469.0	4601.2	459.25	367.0	3335.95	1578.55	43.6	120.4	134.8	1041.75	2229.75	383.4	5428.75	302.25	1334.0	3143.35	58.7	31.45	58.45	2227.0	1274.25	9781.6	1901.25	19240.6	5446.95	118.15	2444.4	1875.0	2085.2	4887.0	6513.9	1582.35	1080.75	1312.8	916.25	353.25	8548.75	182.0	286.0	662.0	2130.0	1000.55	582.95	2826.15	542.05	3883.95	23319.55	39281.8	3732.4	475.2	2440.8	1274.2	496.4	1032.35	1986.35	6701.0	324.4	1129.1	458.4	533.15	680.8	190.0	251.0	21574.8	11145.0	497.65	22525.0	509.05	413.2
MGB049	41339.87	10690.84	13516.5	10698.17	33674.91	4786.44	22507.17	30159.4	7106.7	27113.6	99389.19	15754.21	38795.26	29626.84	19019.5	10237.66	17284.93	47104.33	31320.77	7524.77	45272.94	5770.27	6563.5	46257.33	34319.6	14860.87	3534.93	52062.5	9878.11	67454.5	62193.0	56022.16	68704.17	63615.5	56264.99	5363.93	89229.67	8278.03	65840.0	30794.06	1597.67	56891.5	64733.67	49418.34	47934.81	34784.67	100328.97	57176.5	64772.43	138758.0	25563.5	23055.03	32065.84	29103.58	5063.36	17613.67	14331.5	38131.66	33091.87	43597.79	4838.6	13132.17	3900.97	4573.97	4396.3	2224.77	31606.37	11540.33	35180.27	18437.14	22273.56	13267.1	14874.14	41298.33	45723.38	20151.51	21899.57	33300.2	40765.13	52095.5	27471.77	53208.7	45276.56	28737.83	18516.37	8219.67	2220.8	14701.13	20026.37	18194.17	120045.8	12255.57	54276.0	35204.03
MGB006	116890.41	24763.97	30571.89	35725.7	83956.81	15324.06	67360.85	91691.14	24361.18	81679.23	343834.01	47566.19	136720.14	63856.79	37061.06	33252.04	31840.45	92099.38	91926.25	9456.73	134324.26	9759.35	24976.24	106483.33	112681.58	52871.82	10628.03	108773.33	38958.84	72039.04	68379.05	153117.76	193194.57	173323.8	103388.32	9929.76	190999.6	13931.06	116063.03	86970.6	8954.27	153445.7	176981.45	138146.46	132266.7	69832.42	236255.3	115742.08	151211.12	280132.95	64943.65	87167.55	114082.99	86043.83	18003.49	25048.24	32852.35	112760.1	101712.49	133714.98	19225.61	94225.25	15832.18	19202.44	19206.82	6729.06	97238.92	48400.5	114804.55	59820.16	87153.5	36691.23	36778.69	109347.06	129060.67	67336.4	88104.03	101988.18	113265.45	180670.32	102584.9	148569.44	149103.12	81941.9	92278.25	78069.09	15106.45	58208.24	40226.46	34066.32	366234.82	27620.97	160388.48	97425.01
MGB007	74662.23999999999	16644.795	25086.04	22870.190000000002	61609.740000000005	9984.75	51105.045	63761.034999999996	15845.135	56494.63	204501.65	34122.354999999996	83312.0	44553.130000000005	35454.270000000004	20257.865	31453.13	69224.995	55642.990000000005	7111.155	83901.53	10012.89	16781.260000000002	81772.87	65882.935	34976.83	11507.165	82474.855	26302.88	44531.774999999994	43715.5	86778.785	106748.13	99388.20499999999	69382.63	8637.01	108691.255	14307.81	67783.195	57745.74	3934.335	87834.0	99057.41500000001	79193.13500000001	78856.525	52690.835	146355.195	86654.58	110060.1	212971.5	42369.52	74078.815	84511.99	63434.475	15668.369999999999	26402.754999999997	26342.0	72995.89	63859.814999999995	86386.45999999999	13374.9	98435.38	10769.615	13283.145	14387.91	6890.215	64133.565	36960.185	76322.965	37058.795	62957.869999999995	50719.130000000005	65455.19	81244.75	82613.98	50270.619999999995	62259.100000000006	69228.08499999999	73214.905	108193.37	73882.86	103829.95	96028.42000000001	56317.04	70234.345	65448.049999999996	11998.92	38460.26	52350.955	34398.45	240973.165	43089.229999999996	104995.44	63121.774999999994
