#OTU ID,Lyz2.04B.FP244.S41,Vil1.05B.FP57,Itg.02.FP409.S9,Vil1.01B.FP07,Lyz2.04B.FP243.S92,Lyz2.04B.FP245.S42,Vil1.01B.FP08,Vil1.14B.FP167,Vil1.06B.FP67,Lyz2.01B.FP208.S56,Vil1.09B.FP108,Itg.22.FP515.S18,Lyz2.05B.FP255.S52,Itg.24.FP528.S31,Vil1.04B.FP43,Vil1.08B.FP95,Vil1.09B.FP106,Vil1.10B.FP120,Vil1.03B.FP32,Vil1.08B.FP96,Itg.26.FP540.S44,Vil1.06B.FP68,Lyz2.08B.FP291.S89,Vil1.01B.FP09,Vil1.06B.FP69,Vil1.02B.FP19,Itg.26.FP539.S43,Itg.18.FP491.S94,Itg.16.FP481.S84,Vil1.03B.FP33,Itg.08.FP445.S46,Itg.24.FP529.S32,Lyz2.08B.FP292.S90,Vil1.10B.FP119,Vil1.04B.FP44,Itg.20.FP504.S7,Vil1.07B.FP79,Itg.24.FP527.S30,Lyz2.07B.FP279.S77,Lyz2.06B.FP269.S67,Lyz2.03B.FP231.S79,Lyz2.07B.FP281.S79,Vil1.09B.FP107,Itg.08.FP443.S44,Vil1.04B.FP45,Lyz2.05B.FP256.S53,Itg.12.FP469.S71,Itg.06.FP433.S34,Lyz2.02B.FP220.S68,Lyz2.05B.FP257.S54,Vil1.08B.FP94,Itg.02.FP408.S8,Vil1.02B.FP21,Itg.16.FP479.S81,Vil1.05B.FP55,Itg.22.FP516.S19,Itg.04.FP420.S20,Itg.10.FP456.S58,Vil1.13B.FP156,Itg.18.FP492.S95,Itg.12.FP468.S70,Itg.12.FP467.S69,Itg.20.FP505.S8,Vil1.14B.FP166,Itg.22.FP517.S20,Lyz2.06B.FP268.S65,Lyz2.03B.FP233.S81,Lyz2.02B.FP221.S69,Vil1.07B.FP81,Itg.06.FP431.S32,Lyz2.06B.FP267.S64,Itg.02.FP407.S7,Itg.04.FP419.S19,Lyz2.01B.FP207.S55,Vil1.13B.FP155,Itg.08.FP444.S45,Vil1.13B.FP154,Vil1.14B.FP168,Vil1.03B.FP31,Lyz2.03B.FP232.S80,Itg.18.FP493.S96,Itg.10.FP457.S59,Itg.06.FP432.S33,Lyz2.01B.FP209.S57,Lyz2.07B.FP280.S78,Itg.16.FP480.S83,Vil1.07B.FP80,Itg.10.FP455.S57,Vil1.05B.FP56,Vil1.02B.FP20,Itg.04.FP421.S21,Itg.26.FP541.S45,Lyz2.08B.FP293.S91,Itg.20.FP503.S6,Lyz2.02B.FP219.S67,Vil1.10B.FP118,SLCFP021,SLCFP069,SLCFP111,LYZFP304,SLCFP067,SLCFP051,LYZFP328,LYZFP317,SLCFP093,SLCFP091,LYZFP327,SLCFP073,SLCFP128,SLCFP092,SLCFP002,SLCFP019a,LYZFP316,SLCFP075,SLCFP049,LYZFP339,LYZFP315,SLCFP050,LYZFP352,LYZFP305,SLCFP127,LYZFP340,SLCFP129,LYZFP351,SLCFP074,LYZFP303,SLCFP003,SLCFP068,SLCFP001,SLCFP110,LYZFP353,SLCFP109,SLCFP020,LYZFP329,LYZFP341,SLCFP164,SLCFP163,SLCFP145,SLCFP165,SLCFP146,SLCFP147
HEME-BIOSYNTHESIS-II,44.8205,558.5901,324.1015,219.2462,131.8676,40.84,145.011,108.321,359.7255,541.4389,1159.9734,64.3124,91.8557,203.6486,280.7066,1670.1769,662.853,297.6885,459.5018,4662.0512,202.7671,618.3471,50.7114,315.706,291.7686,184.5522,160.5314,128.5341,151.5838,836.9066,131.6243,199.1447,10.9914,876.9342,260.0381,222.8351,121.5179,114.7987,115.3611,42.7097,104.1894,62.5051,432.1484,177.2208,263.0448,56.0743,345.7341,123.7708,208.7103,60.3726,2090.6318,317.35,169.3431,185.6281,721.5821,220.6718,127.3005,205.8593,73.6995,142.6089,332.9718,504.5053,260.1988,23.9224,163.1141,106.6303,42.9397,108.5879,226.8126,72.5805,123.6037,191.0407,729.5476,145.6771,92.2712,140.7609,339.796,91.3045,407.3536,64.7493,137.123,338.119,110.0683,127.5228,105.3864,221.2258,88.3808,809.6374,1624.1898,139.5057,139.3296,142.5833,44.884,181.5356,1378.8776,373.9721,205.2156,82.5071,194.1742,2919.5064,84.381,140.1514,437.0873,3367.0501,225.7756,186.3608,333.1041,80.5578,207.6592,280.486,188.7413,356.5501,1070.6602,42.2292,182.1166,450.9887,238.9775,115.0303,1046.51,201.4468,78.5453,309.9264,173.1493,662.8486,25.4117,246.3228,356.9792,86.2428,414.3792,161.9047,318.7176,459.4318,273.9404,675.8427,285.2437,67.6802,42.3901,509.9836,63.699,245.4463,704.4586
HEMESYN2-PWY,6098.5365,7669.9159,4580.782,7836.6037,7515.2321,6082.9643,9361.8087,3385.4878,10411.7596,14998.5136,10740.7973,3224.1634,4517.3913,8915.2227,10984.4444,23511.4378,8136.1689,6252.5026,11150.1845,41876.3304,6905.9495,7321.5153,4317.3949,16029.5956,6816.5288,7487.3047,3353.056,6992.517,9030.9753,16217.6833,7445.122,8126.1277,7425.1065,11146.7711,8820.6847,13238.7233,7957.4961,4532.4059,2323.331,3567.262,6373.0567,4474.9986,10719.9991,5329.294,8000.7957,1965.6784,8777.204,11196.2467,18018.0372,3219.0518,24659.9743,3584.6511,10683.8651,6809.0371,10848.0879,10891.0713,4890.2076,7347.3674,3714.5623,8971.2784,7114.705,8201.8589,14860.7751,3760.5269,8599.8204,4880.3356,14736.8241,15052.2472,7630.4953,6712.0783,6460.5934,2200.0649,6533.7198,9691.4209,2474.19,5341.0421,4887.5465,3493.7182,8016.311,7972.9012,5669.1087,10821.6961,6537.08,9350.2875,3957.6178,10489.1956,7053.2007,9051.5942,7096.2377,8769.7374,10075.3708,6605.4237,10431.3812,8833.7022,12534.8007,8506.4542,1924.5189,2859.1461,1515.4967,23524.9451,2428.7743,1795.4715,5098.4368,24732.3373,9269.293,7756.4408,8847.6322,3422.8191,6509.393,12092.724,4280.1302,2285.7376,22162.7961,3722.5079,2291.7629,8551.221,18915.4461,2470.2405,7581.8024,16251.3149,3252.8225,8415.1064,4070.7893,10895.3797,3791.6854,13298.4614,4810.4856,2374.7765,5207.9117,760.5431,5175.7344,2576.9187,2819.19,5607.131,11519.8151,8962.0339,9947.8498,4193.73,7709.1603,9371.6169,4971.1261
HEXITOLDEGSUPER-PWY,5618.7628,6024.5193,3754.0039,2900.2116,5578.2893,6196.5944,5918.6504,2133.9281,1623.9687,14223.8603,6992.6228,2055.4936,2174.5789,3452.0727,4837.31,37911.7805,1946.0655,1775.2075,7366.1728,53698.5211,4274.2077,3759.0773,1153.3316,11148.072,5137.3187,4095.97,1340.2612,1526.5584,4729.2553,13294.6429,2621.0043,5078.8264,3298.2321,5212.0303,3872.8663,16383.006,1253.2111,2311.8705,1892.5581,3455.4979,4571.0768,6923.5301,1908.9277,1668.0662,7259.1231,1619.3095,9805.9372,5687.0537,9767.4725,3842.9929,33959.4125,1780.353,14566.835,1277.5549,4678.2462,10206.0063,905.013,3326.9672,335.053,2412.6808,7065.3124,5546.3386,17810.7413,295.8721,11413.3964,4261.3564,15595.4114,9366.4926,3710.4085,3996.4358,5254.2359,927.8226,3311.7117,5900.1017,394.3145,1494.4771,500.4976,2330.743,3381.9552,5361.6328,2738.9516,4893.0128,2595.3244,11297.2771,3293.1641,4196.2095,1408.0814,3707.3149,4917.6741,7149.2638,2384.607,4921.1419,4922.0873,11112.892,10066.5709,4309.272,1353.6639,3984.6621,1475.67,11839.9872,2408.0948,5002.0959,4091.5793,22557.9553,5794.2213,4683.78,3439.6945,1152.031,4978.8499,5245.9858,4964.1846,1112.8461,10323.7456,1691.8046,4886.7298,4056.1452,8486.6942,3567.6973,3082.6088,10968.9083,2356.424,4179.1712,3902.6429,3882.112,1089.1958,7388.9025,8139.8326,2531.8816,4051.4975,691.6023,2070.899,1041.8575,1251.3279,10466.8011,8339.0033,2792.7644,1892.81,4845.4915,3479.2786,14910.7792,10124.0217
HISDEG-PWY,828.3092,4456.3865,741.9855,1535.3833,2009.4676,775.67,1207.0264,232.8305,2546.2808,3946.1492,1455.7393,950.9643,626.9343,1870.3685,3627.9394,3740.0023,693.3614,2062.8871,2877.5269,6008.6484,2385.1214,2744.2324,1130.5841,1993.9776,3095.149,1580.6936,1304.4172,1304.1802,2578.4523,5635.362,1811.493,1844.7561,897.4748,963.051,2170.5327,2125.1397,2000.407,1080.4446,950.5992,1236.6401,1229.3649,1105.2802,809.5325,1749.5241,2678.3343,373.1073,1797.2629,1434.8921,3422.1225,654.5799,2513.6683,640.8173,1904.5117,1903.6204,5605.3823,2167.0249,1443.8456,1205.7994,327.3898,1436.1145,1642.8512,1879.6513,2375.5566,69.6201,2087.3033,1716.5813,1664.8215,2102.4817,2740.9353,1258.206,2478.9271,547.7625,3036.9755,2347.3017,434.8098,1361.2798,508.7631,549.1655,2963.8694,1079.5557,1201.7917,2138.6893,1058.0432,2851.6729,826.0544,3479.1128,1415.0283,2110.0711,3156.643,1351.1395,2422.5026,1876.6746,1729.6719,1709.108,2642.3323,919.1431,1708.3575,573.9154,1326.8507,4847.2721,1069.7466,1665.564,4034.1834,5341.6489,3080.4304,3625.2483,7011.2231,1053.6998,1396.979,2791.8212,1632.5369,1774.341,5989.9847,339.6957,1675.2439,4227.4532,5557.9532,1276.0068,5763.4337,834.7428,619.0812,3529.6122,668.8783,9931.5015,559.4543,3977.646,2090.6923,772.7295,3227.5314,747.7108,4121.4296,2534.9349,2168.1632,9619.6608,3569.8072,1092.2011,1216.4536,1522.077,758.9228,1432.9909,1351.0028
HISTSYN-PWY,11701.2643,41651.1566,11779.5654,20341.9634,17051.2099,10378.5117,17561.1046,3027.1068,24988.8321,36539.3242,34035.6352,8443.5914,11258.5243,16012.2661,25295.9121,17984.126,23383.808,22539.0623,25019.3738,48859.1124,20615.8923,30074.5372,7409.5879,28024.1854,40047.8568,19453.6689,10132.3353,25056.7788,32706.2771,33252.6027,20864.743,20383.9451,9401.7992,29197.0164,21017.353,25846.6586,23474.6754,12516.1151,6272.2954,13603.0244,12026.1829,13102.9581,36426.5746,16607.1664,26792.8741,6376.6023,26367.3915,16751.5345,26194.7935,11985.0472,28627.3402,8541.1687,27710.3475,18246.5028,36905.9784,25694.9878,6149.9888,12947.027,3894.8598,32246.5723,21702.0618,22035.4978,28424.2815,6151.4736,25462.17,14844.5779,18103.5041,20972.3961,32116.0122,11131.2472,17982.6125,5008.8051,15764.4663,17764.014,3893.3739,16199.2716,5579.0921,3463.5328,18134.6769,13003.8062,24203.6264,21321.124,15398.053,25256.2586,8021.7227,35058.1249,26915.5821,20297.5176,32782.8993,20458.3279,13871.2832,18214.2848,15225.5783,19112.8148,25191.2362,29028.2447,12846.4292,5534.1468,10682.3302,47068.3092,6997.3968,16894.3498,36485.4495,18357.9682,9495.7493,10348.9856,56623.7364,8789.9225,11220.0207,12384.6028,9904.9164,13657.0118,49691.2995,6680.6924,15989.6305,45836.1534,45183.4617,10825.9231,29877.4653,13482.0483,5162.8952,32766.9315,6561.3314,47475.8119,10163.4141,28598.9883,14929.7494,6409.298,12123.5893,6851.485,25555.5908,10217.2354,14039.0656,64286.9733,34609.3353,14493.9353,17930.0481,12192.6214,13129.3871,21392.5363,15246.0432
HOMOSER-METSYN-PWY,1471.7231,3276.6551,1832.9451,1233.4432,1186.808,1337.121,1176.9878,2408.8438,3103.448,4926.4257,8577.4624,907.0882,697.4198,2708.5332,2495.228,8352.3993,7081.2741,2469.9251,3666.3342,10970.6529,3959.0275,2374.2054,1345.9943,1896.8244,2615.9545,718.6306,1010.2251,2682.9771,2707.1824,5517.5701,3883.9581,3135.2788,2830.4065,3755.5702,2065.1812,2362.8646,6220.0827,1773.1819,521.7257,2827.199,860.1439,1459.8797,7987.3883,2319.1109,2658.0837,615.9357,7321.143,1824.9784,3341.2161,1233.0386,6920.9119,1344.7667,1613.6954,2479.4706,2512.6681,5618.7507,882.2015,2270.3469,457.0698,4789.7351,5453.6861,3529.7175,3141.4159,2624.1224,6117.7319,3025.743,1508.5984,2832.3768,3590.6153,946.3223,3062.7459,544.9163,1780.6388,2089.7242,876.2836,2637.8587,682.6406,1951.7016,1011.8102,1058.8487,3919.0799,3408.2722,1658.2221,4049.0177,864.0883,2799.233,11492.2691,3279.5271,3417.7001,876.9193,1813.8029,3120.3722,3268.8615,1851.3267,4791.0133,2997.2765,666.9639,351.9894,1813.2361,9958.9625,448.7305,1810.0267,2813.1757,8045.999,698.7602,1025.5238,2140.4205,1922.7222,1673.1122,1482.5385,1619.9193,931.7665,13576.836,1962.2949,1505.4736,3725.5122,9891.0019,1203.8758,4242.1559,3417.2616,1104.1095,4614.3015,1051.1443,4954.5688,2508.735,7105.9862,2522.7443,392.5262,2219.9015,1338.462,3799.069,1555.5953,794.1623,5445.7447,5623.4178,1572.779,1239.0307,779.3193,2004.8599,2911.961,3357.1351
HSERMETANA-PWY,788.465,5526.9321,1758.3415,1276.1425,2069.4105,729.6044,1178.5929,2227.6675,3041.1551,6037.075,8618.6192,902.4743,699.4899,2726.0949,3820.5084,7682.753,6903.5944,2473.8164,2150.3092,12051.1931,4039.814,3380.9033,1315.969,1901.6076,3752.3819,1373.3672,1208.1276,2711.1138,2925.7087,3467.6854,3960.8752,3183.2086,2805.3184,2838.8602,2080.9269,2367.4953,6383.7041,1799.2807,1217.4417,2914.1664,1344.8862,1480.1458,7920.2027,2322.1949,2691.3247,623.3511,7575.7946,1847.8949,4098.8879,1250.999,6598.6965,1219.264,1365.8096,2493.2757,5811.3332,5716.1249,871.9739,2261.2223,1482.8046,4878.9369,5617.0791,3574.2872,3160.0898,2501.6015,6285.8129,3099.732,2573.4193,2437.8403,4489.0525,1600.7064,3120.5567,551.3098,3249.9842,3433.2,3076.0839,2665.6979,4650.6649,1845.8194,2449.3595,1021.0505,4014.609,3431.853,1641.5608,4765.7529,1026.5406,4212.0079,12233.0638,3229.8587,5008.0343,1126.9923,1825.9998,3173.5804,3292.911,1842.7017,4849.2849,2443.6135,441.4471,1372.6486,1864.2641,9966.9532,4771.668,1310.2767,5520.3693,6961.9535,699.1919,1028.8206,10211.496,1876.6481,1675.4926,1475.8393,1646.0178,621.6646,13439.445,1971.6241,643.1174,5176.0318,9711.3878,1296.2641,9434.4671,2282.0284,1082.4294,4661.8998,1061.8992,15769.7785,2486.4497,6810.405,2575.7457,3204.473,2256.0382,951.0488,6743.5219,1211.8585,485.228,12705.4931,4864.0559,501.3812,799.2875,2877.9326,675.3833,2939.0087,3453.2111
ILEUSYN-PWY,17278.2292,56628.5946,17251.2491,27721.9459,27473.9536,15416.0295,24517.6025,5264.1698,34519.5956,52015.4066,46348.0179,12058.5109,15316.7,23833.3401,34059.2513,48592.5947,33282.5581,29190.5229,35794.6891,98202.4666,27722.7154,41772.5547,12222.3991,40620.8891,56470.4067,27679.8889,13608.7932,30213.9355,43516.7842,50777.0619,27642.0833,29985.304,15086.5919,41575.5933,28016.8666,41201.8514,28216.6949,18005.5018,8261.544,20640.849,20933.6076,19491.9657,47891.0729,21465.0587,35860.4646,8781.0412,35748.3928,28114.1772,42036.4244,17365.1623,55901.2224,12254.3443,40613.3895,23814.1281,48267.3524,36608.8338,11168.1104,19037.2128,5882.9091,39461.4279,29240.8777,29324.5992,45637.3627,9863.2315,36185.243,21543.5519,32611.108,34822.9779,42442.5453,17622.3668,26144.2359,7280.5803,24830.8404,25675.0878,6403.835,20493.9648,11726.3548,6082.4655,25717.3487,22543.4925,31212.5198,29728.2201,23504.019,36297.6945,11437.804,44814.9529,32422.9639,30947.4507,44846.0637,28628.0066,24457.1045,25128.0465,22865.8429,31041.0213,36864.1336,41249.2819,17064.7011,8954.037,15630.234,69490.4668,10102.3949,22782.9095,46287.4438,46449.2588,17297.9273,17226.9431,71288.2956,13666.4163,16968.5088,21546.7475,14832.5488,16814.025,72003.9895,9831.1258,20886.2964,56444.5402,67047.0408,14290.1092,38409.7971,29450.5599,8579.8659,41293.0937,10528.3784,59291.5312,14846.5399,52495.4773,22001.0369,9355.2807,17272.0998,9425.6139,33219.585,14218.5517,18062.6425,84141.1418,44986.4576,19790.9689,22972.6782,20459.0834,18992.1738,33589.5407,23240.9194
KDO-NAGLIPASYN-PWY,0,49.8044,0,17.9774,17.9703,11.9429,85.2188,315.1428,23.9463,9.9895,27.8663,0,0,0,0,59.3054,0,19.9546,23.9373,147.625,11.9809,15.9716,19.891,17.9724,15.9743,31.9183,9.9837,11.9849,0,33.8982,9.9837,0,7.977,23.8704,0,13.9779,23.9558,7.9818,5.9895,7.9703,17.9584,7.9795,11.9684,11.9836,19.9554,5.9833,13.9735,11.9714,9.9901,0,19.9005,0,29.9091,9.9862,63.773,0,0,0,88.0112,0,0,0,0,82.8462,0,9.9701,13.9796,9.9864,23.9585,0,7.9885,7.9762,0,0,138.6368,0,162.0699,256.861,27.9286,15.9634,0,9.9848,0,11.9769,0,13.9857,11.989,0,37.8473,11.985,0,11.9792,17.9236,0,0,27.765,37.7308,0,58.3803,757.7674,0,103.3283,629.5739,614.9797,142.0987,0,1283.4238,0,0,124.2788,98.3867,0,885.4127,0,285.2744,651.3738,858.7133,103.735,217.3242,716.6284,0,309.8552,0,729.8097,0,771.9934,0,0,279.4996,0,236.8783,0,0,1075.1521,420.2787,19.9552,11.9863,13.9748,23.9103,121.7063,1894.2495
KETOGLUCONMET-PWY,0,12.4214,0,4.4906,4.484,2.985,21.1935,87.0216,5.9616,2.4957,6.9666,0,0,0,0,14.9418,0,4.9848,5.9839,37.1034,2.9785,3.9854,4.9321,4.4906,3.9873,7.9621,2.4793,2.9892,0,8.4796,2.4825,0,1.9887,5.8565,0,3.4723,5.9757,1.9823,1.4941,1.9783,4.4785,1.9864,2.9937,2.9804,4.9866,1.4952,3.4779,2.9768,2.4948,0,4.9943,0,7.4608,2.4929,15.8854,0,0,0,22.3672,0,0,0,0,16.5,0,2.4746,3.4892,2.4932,5.9672,0,1.9841,1.9848,0,0,35.2039,0,40.9424,66.3216,6.9801,3.9856,0,2.4866,0,2.9927,0,3.4912,2.9928,0,9.4337,2.9943,0,2.9722,4.4583,0,0,6.8775,9.3135,0,14.5706,181.3711,0,25.4487,143.8953,148.4292,35.7853,0,291.2255,0,0,31.402,24.6642,0,211.1864,0,68.6102,154.6139,208.1111,25.4027,50.1892,176.6774,0,74.0075,0,162.5404,0,184.5732,0,0,68.6243,0,54.4698,0,0,241.8364,99.1577,4.9873,2.9961,3.4906,5.977,30.3336,616.4689
LACTOSECAT-PWY,14943.0895,5137.7518,2396.8054,19075.2339,57730.2961,10303.8604,11100.3926,4201.3392,10051.6677,13160.3201,28490.4082,7758.0746,4154.9031,12442.5246,11362.349,128446.6247,29911.3234,13668.3268,8755.0472,50897.3525,9807.9236,5916.6804,21870.6951,16940.501,6197.8662,24103.7809,8216.0441,7267.0189,10205.5588,11704.0362,9395.322,8784.5666,13144.0559,36267.0787,8572.671,18671.0684,7695.6005,4769.2992,2445.1414,3347.2116,64462.1617,4484.685,34818.69,12800.0266,6641.4024,1254.1136,12858.7442,22391.5755,35309.5578,2478.2403,69253.8278,2588.3181,12533.9771,11578.4903,8501.1168,10576.524,14009.4283,18271.7721,3908.4912,7699.9494,9977.069,12000.0147,15708.4019,9713.9488,6976.5751,4571.6268,58266.4942,31854.1605,7695.7307,13592.9642,6150.5853,2416.9563,5178.2361,11188.8996,7950.3828,8767.0168,25423.0122,3915.6557,11247.7485,61997.4895,4515.188,16573.7787,28018.9718,7819.3738,6518.3787,11084.1017,5839.9453,46160.1932,3922.9076,13306.0139,10778.8377,9949.4497,11162.1851,23245.1031,11103.9502,45897.8174,2732.1335,3244.0032,2666.5217,43712.9747,5576.1432,1338.7983,5600.2931,81502.3097,6360.3773,4659.6009,29665.6582,22567.26,8072.168,12931.7625,6628.7354,2770.136,45639.9717,6070.7111,1844.2023,27687.6786,51901.1272,1415.3052,8462.8495,310896.9335,10008.2934,16415.0359,3467.8776,11956.5502,13430.6738,217639.3182,7182.9065,4801.8819,8135.5632,977.7515,4708.7285,3990.3703,3502.1718,5020.5425,16542.1426,5047.2058,5728.0714,24327.7388,3272.9099,21067.1709,7057.3839
LEU-DEG2-PWY,0,18.9522,11.4037,18.4646,6.4818,0,11.6911,1.4285,75.0908,14.9217,55.697,6.9849,9.5253,31.8043,267.5059,256.4265,34.4793,42.6872,273.3438,732.8828,41.6105,43.9388,6.629,14.2161,49.5494,22.5846,35.1807,74.4926,27.6847,407.5649,25.449,24.5135,4.6669,324.9971,156.2236,27.2058,53.5322,17.8823,15.8298,2.4019,11.2899,0,91.781,74.8489,106.8842,7.0439,51.8642,26.3545,23.4201,7.1289,42.7975,16.6169,18.9316,57.8426,44.5633,11.9774,12.8501,13.4327,1.8918,73.8785,40.5628,77.4438,33.4782,6.8961,9.5579,6.8636,4.8269,12.9714,61.2301,19.3481,4.8244,14.4338,24.2177,15.0707,0,59.2602,0,13.0397,196.6602,4.4077,53.6305,13.9855,30.5535,6.9566,4.6678,55.7949,36.4194,13.7602,14.1863,27.1965,15.9145,28.2195,4.7602,31.9696,19.4571,91.1793,31.4346,0,22.1738,38.7538,29.1856,0,0,619.7424,0,0,2.428,12.1249,71.1036,22.0024,0,42.0861,107.5837,0,17.9313,0,122.6065,0,95.4213,96.1275,37.6154,0,12.6826,137.4407,0,92.2133,18.8259,10.1593,83.6905,42.7138,39.5744,50.6433,40.6252,0,0,37.1199,60.1811,60.6153,23.3941,4.711,6.2316
MET-SAM-PWY,2256.1519,4948.6771,2804.533,1899.1879,1853.9213,2036.5122,1799.825,4548.5971,4643.2606,7337.3902,13278.8321,1406.9337,1079.1881,4155.5147,3782.0609,13821.0001,11208.2389,3808.4232,5521.6221,16438.9204,5949.162,3585.3068,2094.4459,2899.8738,3967.4205,1116.9077,1559.9551,4057.4776,4093.2667,8318.6957,5776.409,4745.6777,4220.911,5850.4813,3132.2896,3616.0781,8927.184,2687.8148,791.0113,4168.6046,1347.3086,2188.4518,12238.0846,3545.4571,4000.0723,935.9916,10722.848,2804.0267,5123.1164,1873.2199,10734.9695,2076.2495,2481.0032,3748.5762,3831.48,8419.4601,1370.0885,3511.7211,737.6355,7169.083,8008.3997,5321.3751,4769.2781,4529.5296,8989.5231,4503.8131,2349.2687,4348.9041,5356.8042,1456.1755,4593.7743,847.9266,2679.6768,3156.5838,1431.6958,3969.1089,1093.2132,3305.7447,1564.3608,1657.7917,5802.1239,5178.3011,2566.1986,5967.3519,1312.6372,4243.5326,15708.2869,5132.4959,5115.1678,1355.2468,2751.6603,4731.9646,4833.6403,2853.203,7060.2691,4649.5859,1019.5188,541.7524,2705.4091,14907.1899,692.8495,2702.4045,4260.2435,13322.3787,1080.3499,1577.5511,3309.0358,2976.7942,2533.6236,2298.249,2444.7274,1412.7068,20351.7956,2866.5061,2259.3435,5660.886,15158.5711,1803.2679,6261.9835,5562.8972,1710.3596,6863.7108,1573.2533,7403.8802,3770.0073,11390.5758,3770.9159,606.0888,3351.3421,1952.0783,5564.3058,2366.2376,1212.6173,8208.7577,8307.9007,2420.5771,1898.9916,1212.1018,3064.8806,4470.5271,4984.8911
METH-ACETATE-PWY,1038.9017,4180.8432,1608.3938,1187.3079,764.208,1116.8562,1621.9561,890.4212,1084.3638,1613.6045,491.305,564.139,660.1107,1731.4065,2515.9382,1302.5251,552.7281,597.2168,1176.176,6666.1213,1894.6739,2678.4921,1036.596,3568.2634,3115.428,763.3324,695.4729,778.1109,1800.5826,2357.5526,1597.3864,2420.3028,1484.0623,1150.0376,1420.1089,1726.2246,447.0196,1609.0993,850.5866,2312.2049,922.0594,2057.6829,1030.8692,584.6635,2311.5165,360.6828,2154.5337,1517.1599,1548.5664,1575.6223,1984.4761,777.4937,2233.5813,393.5828,2259.4809,2529.299,402.9194,1201.0876,270.4074,1163.9425,1826.4557,996.1473,2099.0873,450.718,3159.1643,3032.9945,3896.6521,1411.2589,3129.9826,1238.2549,4475.5341,444.811,1378.7722,738.9809,194.4772,858.1512,355.2421,1359.3112,641.6112,1334.246,1209.4259,2000.6405,921.8006,1336.6583,918.542,1608.143,1094.6396,1126.8516,3639.5038,1159.8368,883.7582,1842.2574,2391.7491,913.5452,1997.713,996.5651,2054.2941,473.5526,1058.6798,3467.7094,194.1451,5269.2846,1478.9089,769.0051,2395.0726,2591.9657,946.3423,869.2803,953.609,2047.2866,594.9061,2166.3061,2387.5379,1040.9491,3789.7741,1055.0847,1811.5689,2162.3427,1480.8163,1304.8389,539.6272,1146.527,1010.3987,2328.5866,864.295,1491.3311,788.8729,255.6578,440.4903,503.4213,1380.0868,494.8165,2000.572,2675.4908,1724.2552,3116.8065,3675.1984,122.352,3275.8915,783.8611,1063.1802
METHGLYUT-PWY,0,12.3502,0,5.032,3.7378,2.4824,22.042,70.5766,7.1711,2.0743,8.2073,0,0,0,3.2981,18.364,0,5.7345,8.1553,45.5484,3.5812,6.2482,4.3781,4.9215,6.0631,8.6328,3.0114,3.6367,0,12.0261,2.824,0,1.6351,7.2662,1.661,2.8992,9.4967,2.2087,1.7909,1.9843,4.8304,1.6611,3.6831,3.6442,6.6926,1.6763,4.1386,2.485,2.8358,0,4.601,0,9.8516,3.0434,20.0383,0,0,0,18.6786,0,0,0,0,15.2308,0,2.0717,2.9016,2.0786,7.9095,0,1.6604,2.34,0,0,34.7266,0,33.8105,60.2822,8.5052,3.309,0,2.0767,0,2.4776,0,4.19,5.6759,0,9.3617,4.9819,0,3.4567,3.6732,0,0,8.1489,9.8326,0,12.3513,147.2892,0,21.7337,114.7037,148.964,30.5576,0,236.1339,0,0,30.2003,20.7845,0,186.8591,0,63.6216,130.5021,177.9133,21.6011,54.2674,133.5759,0,62.4617,0,167.9359,0,156.9182,0,0,71.9293,0,50.5794,0,0,204.6952,84.5254,5.6633,3.5533,5.998,5.8533,26.0132,542.6188
NAD-BIOSYNTHESIS-II,1470.5086,6414.6555,1486.7902,1140.1358,1030.3262,2109.4211,2344.5417,223.5239,5655.4727,5738.3836,144.784,700.5496,881.1633,2343.9234,3127.5372,7221.7208,321.5876,408.0335,3603.5341,20593.5158,2051.5981,8027.3437,663.2608,4505.9308,13747.9449,1564.2008,474.7832,1732.5998,5737.1698,6322.1753,3750.9793,4589.0007,1678.6256,1256.5671,2355.4356,8475.8864,1018.9161,2512.9828,1105.4024,1383.5903,892.3909,4675.8098,484.9291,914.2787,4700.9235,779.8705,4891.468,3515.5671,4599.8423,1792.9228,8760.5276,605.5077,6994.5077,1039.4423,4066.5571,4195.0277,893.8583,1657.7369,105.3532,2604.1674,3642.5397,2772.5896,10503.5882,397.0699,5280.7552,1706.2557,3764.027,4033.1965,5666.3312,2468.9538,2255.7982,339.1421,4743.0011,2787.9257,119.3305,1208.5135,908.465,238.2282,1499.9265,1053.4601,3226.3028,2828.3733,1163.2755,4546.0114,1639.5001,3760.8118,1806.9294,1370.7336,5372.7528,3081.0864,2895.1868,2475.6131,2779.8441,5342.2542,5416.5049,976.9187,1163.3801,2179.934,2804.1371,5327.8806,1097.7847,5862.3352,2144.822,2872.3552,3016.7223,2246.6813,1604.3428,593.7343,3202.8104,2608.5653,3853.3481,696.8458,4934.4043,710.4922,5055.6135,1182.4108,4240.4987,2919.8305,528.3441,3477.5328,1194.2069,1402.7727,2703.2577,1007.9967,716.8319,2631.3695,6610.7098,1203.8121,2723.9946,1159.7697,661.7087,1312.8864,919.0884,6301.552,2158.3971,1761.8918,2158.2923,2481.4001,2648.7938,8300.6895,6520.254
