#OTU ID,Vil1.03B.DTT33,Vil1.05B.DTT57,Lyz2.07B.DTT281.S123,Vil1.010B.DTT117,Itg.10.DTT455.S49,Lyz2.02B.DTT221.S61,Itg.10.DTT456.S50,Lyz2.06B.DTT269.S111,Lyz2.03B.DTT232.S72,Vil1.09B.DTT105,Itg.20.DTT504.S99,Itg.20.DTT505.S100,Vil1.04B.DTT43,Itg.24.DTT529.S24,Vil1.07B.DTT79,Itg.18.DTT492.S87,Vil1.014B.DTT164,Lyz2.01B.DTT207.S47,Itg.26.DTT541.S37,Itg.02.DTT409.S1,Itg.22.DTT516.S11,Lyz2.04B.DTT243.S84,Itg.06.DTT433.S26,Itg.02.DTT407.S99,Lyz2.08B.DTT291.S133,Itg.24.DTT527.S22,Itg.26.DTT539.S35,Vil1.09B.DTT104,Vil1.02B.DTT21,Vil1.03B.DTT32,Itg.22.DTT517.S12,Vil1.02B.DTT20,Lyz2.04B.DTT244.S85,Vil1.06B.DTT67,Vil1.04B.DTT44,Itg.24.DTT528.S23,Itg.08.DTT444.S37,Itg.12.DTT467.S61,Itg.16.DTT480.S75,Lyz2.02B.DTT219.S59,Itg.12.DTT468.S62,Vil1.04B.DTT45,Lyz2.03B.DTT233.S73,Itg.18.DTT491.S86,Lyz2.07B.DTT280.S122,Itg.06.DTT431.S24,Vil1.07B.DTT81,Lyz2.05B.DTT255.S96,Lyz2.01B.DTT208.S48,Itg.02.DTT408.S100,Lyz2.07B.DTT279.S121,Vil1.013B.DTT152,Vil1.05B.DTT55,Itg.18.DTT493.S88,Vil1.013B.DTT153,Vil1.01B.DTT08,Lyz2.05B.DTT256.S97,Itg.04.DTT421.S13,Vil1.014B.DTT165,Lyz2.08B.DTT292.S134,Vil1.06B.DTT69,Vil1.08B.DTT92,Itg.10.DTT457.S51,Lyz2.06B.DTT267.S108,Itg.16.DTT479.S73,Lyz2.05B.DTT257.S98,Vil1.08B.DTT93,Itg.20.DTT503.S98,Itg.22.DTT515.S10,Vil1.013B.DTT151,Itg.16.DTT481.S76,Vil1.02B.DTT19,Itg.12.DTT469.S63,Itg.08.DTT443.S36,Lyz2.04B.DTT245.S86,Vil1.010B.DTT116,Itg.04.DTT420.S12,Lyz2.02B.DTT220.S60,Lyz2.08B.DTT293.S135,Vil1.07B.DTT80,Vil1.010B.DTT115,Vil1.08B.DTT91,Vil1.014B.DTT163,Vil1.05B.DTT56,Lyz2.01B.DTT209.S49,Vil1.09B.DTT103,Vil1.01B.DTT09,Lyz2.06B.DTT268.S109,Vil1.06B.DTT68,Lyz2.03B.DTT231.S71,Itg.06.DTT432.S25,Itg.08.DTT445.S38,Itg.26.DTT540.S36,Itg.04.DTT419.S11,LYZdtt351,LYZdtt364,SLCdtt050,SLCdtt110,SLCdtt075,SLCdtt019,SLCdtt002,LYZdtt328,SLCdtt021,SLCdtt111,SLCdtt074,LYZdtt304,LYZdtt317,LYZdtt305,LYZdtt329,SLCdtt092,SLCdtt020,SLCdtt128,LYZdtt341,SLCdtt051,LYZdtt340,LYZdtt363,LYZdtt365,LYZdtt315,SLCdtt069,SLCdtt129,SLCdtt109,LYZdtt352,LYZdtt353,LYZdtt316,SLCdtt093,SLCdtt001,LYZdtt303,SLCdtt068,LYZdtt339,SLCdtt003,LYZdtt327,SLCdtt067,SLCdtt163,SLCdtt164,SLCdtt145,SLCdtt146,SLCdtt165,SLCdtt147
LEU-DEG2-PWY,108.15,0,30.6474,97.9996,49.7098,13.4978,0,0,4.6093,32.2505,10.7064,11.8298,72.5932,33.6643,0,38.6295,12.0442,0,40.7652,28.0827,6.4783,31.6058,38.7323,26.3244,4.8574,6.9354,40.7314,42.8645,9.0274,116.3288,4.6374,0,0,0,160.2559,9.1203,109.6215,101.3492,70.0857,15.4293,52.6213,110.5699,0,93.0553,4.1335,30.6936,0,6.8054,0,23.4452,11.1401,0,0,104.4967,0,0,9.0264,69.9707,6.5681,16.0903,0,0,0,6.8609,42.5262,14.802,3.5818,48.0472,4.7661,0,46.2263,6.2559,31.6044,25.4138,0,103.7382,39.4865,10.7275,11.3036,0,16.2284,0,29.1105,0,0,25.5977,0,5.9954,7.7759,26.233,45.7468,54.46,25.4528,17.0907,106.9817,0,21.607,35.4115,0,0,39.1983,0,12.6888,33.3598,14.0409,0,110.2079,20.2238,0,0,51.5717,40.9848,0,0,0,38.4282,71.9471,0,25.4856,54.34,49.1217,88.59,41.0934,89.2954,14.7373,17.534,295.163,0,0,86.7138,0,24.4777,967.7559,28.0198,18.4833,11.3288,132.3724,37.7682
MET-SAM-PWY,1309.6324,4587.201,1616.2599,4524.2251,5177.2703,3854.875,6459.6218,2708.5933,4141.9952,7697.3391,3651.9796,1863.57,4241.8468,4759.9148,5133.1985,6942.793,7725.405,4800.6817,5222.1264,2998.5361,3561.4592,5639.4552,1587.163,3303.7556,3694.0543,6062.6924,1882.2996,7231.4108,1027.6616,6310.9325,2893.0007,692.6506,3964.5483,4610.0017,3192.4381,4705.5247,7855.8563,4054.9902,3844.1342,5278.265,4681.5772,1807.6653,1262.9378,3732.153,1988.4192,1348.6888,5495.5415,2387.3629,14767.1465,3596.394,5997.2002,5564.6017,7766.748,3832.1312,5476.5527,619.9121,5781.4819,2005.9248,4123.8047,3343.4034,9420.8006,7286.9111,1437.9791,8010.625,6229.6761,2531.2863,7741.0994,3729.2661,2267.0104,3376.6212,2476.4166,5754.7708,3309.5663,5387.7179,1172.3448,8433.9402,1289.7945,5271.236,2942.6888,4193.0284,6934.4133,7293.3263,5352.426,8007.6937,7548.6458,9115.5107,742.5282,5448.635,6962.8678,2783.2674,3314.3622,1612.0019,5350.072,3210.3789,8813.5611,24735.1041,3082.9071,6075.2833,2657.2182,614.793,9450.4288,17567.9816,857.5345,2392.7907,18915.7228,28362.0756,6575.8368,4611.1288,8890.4203,5130.6243,2766.8626,9083.8154,15876.8576,2448.1529,19594.4415,11760.8178,19170.9041,33469.2063,2618.8072,1428.9854,2477.0968,11058.3876,7353.9256,25889.1644,3500.315,1666.6183,63540.5037,2639.9469,7251.1269,19613.5296,3168.2218,1908.2535,25341.35,40960.5807,12018.9253,2973.1747,7048.9912,3247.0904
METH-ACETATE-PWY,582.4584,63.7571,3021.3426,1730.8912,2332.6504,883.1039,2069.353,1747.6675,2307.2984,1118.5224,1834.8842,972.2503,1322.4699,2048.3772,0,1710.8005,2340.3091,949.8021,1504.5126,1749.4696,1512.1999,2411.4724,1249.7488,1979.8345,1777.8912,2143.7246,1157.155,1913.3312,451.6606,1133.3167,1515.7134,299.2538,1743.7812,79.1845,1708.8779,1955.2996,2419.5244,1521.9713,1793.848,1951.7732,1749.5508,1645.9593,1018.4214,1280.725,1873.177,1061.867,103.7458,1002.5235,1785.0756,1317.5669,3190.7744,109.9414,0,1461.8514,124.5291,464.6036,2378.3129,1907.8433,2769.1105,1464.429,173.3894,591.5229,916.5358,5529.95,1430.8515,2195.937,531.6286,929.4147,1479.8033,984.2119,1217.1228,146.3405,1095.3674,2423.8382,539.7483,1649.4995,684.7908,1630.3082,1362.1948,103.1185,156.2973,0,3250.275,244.2819,977.4902,311.1785,752.3604,3219.3185,112.7067,1140.1253,2382.9789,1038.9004,2007.9642,2478.1572,3560.4937,7764.4106,5349.04,1573.9674,1042.1674,424.3594,1612.0113,3971.4138,1654.4327,1522.4712,6143.362,3933.3741,1814.9682,3655.7906,3498.6354,1629.6845,2511.7117,4242.3494,2736.7759,5029.8426,2930.0041,5948.8928,4114.1905,4747.9584,1782.9932,810.442,1294.9434,3008.634,2218.1394,2400.4999,3676.4262,139.3565,5626.896,1159.6745,1244.7638,1411.5747,959.6774,775.1098,7057.3419,7428.44,2122.7568,313.0429,6551.6879,2207.2387
METHGLYUT-PWY,108.7719,3621.273,42.7929,1052.5852,163.4385,12.3474,0,52.1558,39.6056,3796.5847,14.8289,9.0502,1062.6115,0,4177.4146,28.6485,874.0963,200.0571,13.2701,98.9429,0,358.4634,19.7657,254.5999,227.0441,88.815,50.637,2682.7665,102.4009,58.233,8.0715,42.754,6.0867,3782.6806,67.1443,19.4094,28.2918,56.5928,96.9883,35.9125,0,171.3947,10.0346,42.2417,67.2857,44.565,4021.4241,397.0188,0,124.3323,1225.0337,1266.2794,6332.088,16.2938,1568.176,10.9199,10.3463,0,466.7431,73.5475,6921.9194,4156.3753,0,35.0464,257.8037,20.1632,4690.6517,181.8998,98.9246,933.094,49.5889,112.2124,8.8991,1492.517,0,2779.2154,0,10.4866,112.8145,3091.0035,4739.8995,5416.857,791.1858,5566.9308,11.8042,5669.9295,46.2522,4.8751,5065.5573,249.2595,10.7554,14.7317,13.1098,358.5668,134.8576,294.4977,0,13.7346,8.9022,6.6232,109.1267,244.9633,0,0,42.6241,1882.3158,203.0316,222.7851,241.1539,0,0,0,227.7121,0,142.6329,173.6001,207.8699,2287.6601,8.6954,0,18.0365,150.7739,134.3147,268.8888,0,164.4811,13946.5784,0,880.1904,178.5074,347.25,121.2166,2.4976,0.612,1.6906,0.6062,0.6225,0.6199
NAD-BIOSYNTHESIS-II,1535.6356,4362.4978,3868.6109,2856.8417,3989.3189,1909.946,2149.015,1185.0216,3393.0624,4683.3054,6099.399,5646.9903,2933.625,4699.0081,5043.6813,7556.9606,3070.2351,3338.6904,2887.1833,1458.2271,2681.6548,3719.4577,1493.3422,2085.9313,1986.421,5145.1976,1438.7451,4024.6121,3186.8637,4362.9185,2809.6772,1418.9966,2640.1081,4537.4018,2093.4456,5341.9157,3658.9582,2614.8763,9881.1024,4993.9612,4566.8835,2303.9697,1071.6121,2722.8753,2482.5818,810.1066,4859.9484,1430.8908,3904.7167,2133.6211,3251.4767,2901.0671,7602.8691,3586.5612,2909.9699,969.5333,4122.6389,4114.8042,2114.8453,1621.7365,8388.0021,5356.1609,690.4383,2603.2473,1798.0089,3205.2503,5906.0891,4445.1743,1640.1684,5530.992,4836.9958,373.8324,2421.6354,2723.421,669.3977,4797.4901,1523.6478,4910.4773,3034.8347,3752.3638,5564.4511,6501.3353,3583.5807,6940.758,3213.4423,6504.7633,1217.0771,1688.9667,6294.0727,1712.2251,5186.5717,1337.3855,2902.5505,3291.3072,1250.9906,6331.9172,5910.2541,3939.8222,874.0593,325.2492,8898.8536,8089.4344,427.3278,4308.8045,4437.4256,23012.3531,4189.3676,2130.988,6340.0809,4815.2216,838.5278,5698.546,2987.7406,4269.601,4615.2479,3460.6055,7908.6769,8109.3076,6213.6407,2231.951,2029.9466,1255.97,1712.2651,6688.2716,9393.6996,517.6125,243508.6898,2302.5683,1663.3449,5803.6305,1289.8973,1603.0015,6716.5299,3583.8487,7659.9022,2276.095,3152.11,8111.3238
NAGLIPASYN-PWY,2703.9353,3620.6947,2680.1701,4361.6496,4797.1046,2291.0684,2073.8017,1419.9033,4328.6036,4631.9503,2419.16,4970.0365,2837.2281,3621.5225,4147.768,4018.9295,3807.5066,3121.589,4013.1725,4397.272,1239.3157,6725.9652,4741.3787,2918.5748,3765.4961,2654.4139,2881.5704,3693.1259,2142.5131,3356.4184,2611.5942,1384.4194,1296.3843,3797.354,3950.5038,2054.0416,7933.4091,8129.9536,6805.9747,4413.2008,4929.0678,3282.0776,1990.027,7175.7647,1383.008,4525.4545,4162.894,3213.3673,1435.1438,2367.8357,3530.4866,5007.9149,6341.5859,7301.4758,7916.9459,1027.1349,3052.4414,5862.0209,3652.5822,1411.6628,7115.6951,4148.8221,1414.1735,2828.1405,88222.1568,3470.4438,4886.0341,8601.6679,8289.644,9324.1473,5591.8133,1519.9306,3593.4279,3405.2448,1086.0799,5526.0885,1801.8917,2087.8438,2102.8188,3162.6951,5027.3797,5477.8602,4258.2462,5572.3789,2024.1861,6185.8143,2369.9183,1333.0927,5062.8958,2041.0564,5332.4137,3904.0817,2171.2822,3595.4143,8865.2015,6628.3647,2338.0103,1475.4207,1034.1286,1210.5526,2571.8602,14729.0119,1722.8723,1602.9662,3117.2465,59008.5415,25043.0932,6849.5239,23326.1084,760.9056,1813.4415,2061.3643,28147.6179,3641.3718,4926.0325,12511.7406,875055.9073,10604.0502,5639.7966,3107.0643,2384.0171,10009.3656,45799.3616,9789.2257,5079.9763,960.2852,130157.3233,1588.9242,2100.2926,2716.9027,16405.792,2091.7357,23127.5668,4593.2942,8489.0301,1626.6408,12414.45,9559.3776
NONMEVIPP-PWY,9981.7279,3816.4998,11822.8753,16939.801,24124.3209,14655.4018,16833.0552,10622.1368,24280.8073,10254.4492,20676.6607,18330.636,9561.3159,25555.1862,4261.5863,29451.5299,17777.6001,20161.2409,26718.1543,21706.1939,14123.4053,27616.53,15496.2193,16653.2171,13395.4106,23540.0153,12744.8147,12461.55,11006.5858,19824.6592,16736.7654,5577.6562,15879.4516,3863.3991,14103.513,20396.3104,30956.3639,26041.2413,42559.6166,27565.7363,25479.9546,25200.5027,8335.9396,25501.2675,8039.1469,12325.9985,4717.6661,12779.027,35530.8233,14947.8484,14103.8643,8388.1196,6428.0125,27816.9722,10266.7822,4578.8432,28585.6555,25690.3174,17101.2091,12307.0047,8051.2452,7696.6671,8024.0306,26419.5259,101934.4656,27333.631,7693.4182,22066.7167,21195.7331,14050.6952,27963.0893,7211.3976,17745.6334,9001.5187,5968.6584,17052.9582,10941.9171,25274.041,26898.0018,3604.551,6208.3622,5801.7183,14136.9298,7197.6579,22601.4304,9958.7105,6485.5692,16462.1416,6071.546,13979.2213,23481.2263,13171.929,18722.7579,13563.4701,44993.4682,98049.871,22531.7709,21476.4023,10423.987,4738.7657,27760.0873,91804.5151,8756.3231,20459.6566,53972.3855,132434.6071,243613.154,23813.1249,100824.9468,22317.7571,12632.5111,24434.0838,849529.987,17668.29,65303.9584,68482.1861,909671.1902,38197.3559,25318.5783,8847.6961,16732.6487,46269.2436,76291.0076,59253.7199,30713.4804,3000.1327,436673.8531,10925.5557,10635.322,19149.324,39037.8265,8366.8268,64065.5279,74585.1883,44229.881,12440.4913,53650.7648,42157.0232
NONOXIPENT-PWY,17693.2594,7644.004,19980.4589,27137.0555,56270.6103,25766.8919,34292.6313,18953.7066,49300.8789,18353.4393,36549.017,34256.9101,17746.4527,42745.8588,8834.5606,50480.8841,30085.3743,36147.6643,43388.57,37059.6324,23394.9421,62127.981,38680.0299,28381.0657,29724.9702,41097.5652,22708.2495,20944.43,21960.3181,31232.035,27831.0384,10676.8775,28836.3411,7661.082,24451.2181,34059.0764,55265.4318,53432.731,79880.7916,50271.2836,46865.3757,38467.8873,17057.2249,51508.8402,14498.4782,29533.7136,9471.4878,19470.2219,57850.6768,25525.2512,26186.4478,16903.0879,12849.716,51255.8904,18219.8071,8752.6712,45294.625,60736.3869,30622.0999,21978.0369,16164.0898,14336.0735,19543.5658,42634.9716,127068.8081,45703.7623,14835.2839,44778.8433,35941.6767,30229.1206,54097.3681,21379.244,33901.6183,19068.5276,12104.2902,28358.1891,22812.001,46554.5154,46557.7069,7109.8145,12019.9562,11462.0946,29420.898,14059.0006,38880.0289,18069.95,13816.8304,26699.4337,12155.7135,31692.9519,49340.9847,25525.9278,31235.3402,27569.9099,122555.5176,151640.3629,37787.4651,36599.0141,21036.5924,11508.2986,49821.3712,146596.8467,14966.4813,35696.4092,93388.2078,229586.8801,371597.5251,49831.8477,153081.447,44647.2572,20885.468,38851.1854,1176793.715,28888.519,107270.9708,104585.6617,958340.0118,90287.3872,39715.5773,18951.5808,36704.5567,111812.5116,127465.0547,126798.8073,56079.8741,6589.1566,1324852.896,17525.0021,25921.7642,46603.3771,71001.6058,18274.7115,114728.9805,107484.1987,106490.4746,22184.1487,88782.5048,69663.9232
OANTIGEN-PWY,12080.6188,655.144,9019.231,14581.1024,35390.077,13223.061,18706.1332,9560.2088,27304.4596,7826.6231,18245.829,18851.2021,8815.9373,22213.7914,691.8298,23962.5455,15409.6593,17724.0783,24601.3441,23759.145,10895.6889,41467.869,26943.3072,16195.165,20774.0277,20505.182,13426.8959,9870.5056,13019.0181,16251.1736,14302.2997,6068.9151,13632.781,276.7511,13361.9794,16561.9658,28854.7928,31400.4547,34980.5134,23852.2226,24335.2765,23605.8711,9250.1568,27222.9613,7035.1486,23329.5651,1897.8359,10797.648,26286.1946,14482.2321,12965.0173,7857.759,316.8715,25316.5849,10408.5806,4634.0969,22347.9777,37735.9339,16638.5355,12440.8951,3304.3275,5177.591,12781.1339,19942.5024,57900.6247,23784.4404,5035.6971,33786.0651,28380.2744,11935.5296,25942.0187,8800.2639,18267.7162,10952.6438,6891.3468,14604.5584,12059.3529,22233.6422,28249.6061,1323.2063,3570.5017,1001.3046,15341.1715,3672.7465,18494.9026,6068.1132,7873.3006,11831.4562,2825.4456,25511.3944,26710.5646,13965.82,15394.5529,14475.9166,76810.6245,74174.2066,15850.2667,16031.8779,11083.0359,7163.9121,23903.4746,75620.7944,6973.9098,16413.069,47418.259,105498.8231,255690.5799,50050.704,80407.4309,22113.2675,9431.8004,15342.3348,788387.8047,11921.8085,51066.3644,49311.7439,114745.7807,41087.071,19186.8921,11967.3195,24524.2527,71565.0338,63782.8092,107761.2175,27644.6585,4101.9355,300146.194,8528.7407,11719.2066,23777.5633,44561.9937,13215.9791,76866.1028,47807.8849,60909.7914,10967.1536,50501.7523,37239.4936
ORNARGDEG-PWY,142.7891,4203.4012,52.1427,1275.2252,235.7714,14.9876,0,82.5562,54.4268,4187.9206,22.0169,11.0595,1364.4756,0,4841.0454,38.806,1265.0505,303.5883,13.9681,143.0683,0,503.0183,23.1259,369.7693,353.3839,135.8777,65.4672,2969.2576,167.9434,70.5313,11.6292,71.0273,8.7249,4403.5645,81.2975,23.7509,30.2374,64.9538,131.4585,47.2969,0,241.9043,14.5065,48.725,97.84,61.1152,4622.5742,548.1788,0,190.028,1538.1877,1494.4345,7385.2435,16.8795,1832.7212,16.1298,13.3364,0,700.1245,115.031,7985.1045,4637.6685,0,51.4562,381.5765,26.0972,5297.0195,262.8413,129.7799,1152.4214,62.8398,177.1937,9.3196,1866.0713,0,3206.4864,0,13.3306,187.5604,3551.8464,5401.4146,6329.7563,1077.4151,6363.0106,17.4022,6182.6347,68.9546,6.957,5825.8082,350.575,12.1775,15.7042,15.1049,502.7512,164.6021,458.1976,0,15.078,15.0385,9.2842,149.8925,371.646,0,0,72.1148,2797.778,269.5189,325.2961,352.0163,0,0,0,331.2866,0,218.3323,257.7239,312.6886,2530.368,9.3061,0,19.7666,194.8952,192.8717,384.3878,0,230.822,17376.9118,0,1188.8877,222.5123,493.3221,168.3389,2.3332,0.5832,1.1666,0.5832,0.5833,0.5833
ORNDEG-PWY,127.449,4827.9423,46.9771,1259.0136,205.6113,12.9803,0,73.193,46.9234,4659.5552,18.9622,9.4949,1449.517,0,5533.8596,33.3547,1234.4607,277.4826,11.9875,124.3362,0,446.5284,19.995,331.7705,317.842,118.2257,56.7051,3217.9936,149.0141,62.3554,9.9861,62.3745,7.4924,5025.3333,70.5224,20.4358,25.9602,55.9098,114.1843,41.3845,0,216.5889,12.4846,41.9177,91.786,53.4621,5295.7745,540.6098,0,168.022,1611.3998,1470.8251,8469.7901,14.4822,1834.294,14.4543,11.4593,0,656.2663,104.0296,9147.7527,5238.645,0,44.6675,328.1155,22.4446,6004.3301,230.0757,112.6741,1076.7315,54.3272,161.9647,7.9957,1999.4419,0,3366.3962,0,11.4894,168.2883,4073.0013,6230.8675,7388.392,1032.8426,7260.4724,14.9636,7084.9229,63.6604,5.9862,6651.9673,318.5109,10.4967,13.4838,12.9716,466.8154,147.4056,390.6684,0,12.9708,12.9865,7.9948,130.869,352.8234,0,0,62.3541,2602.4752,246.0238,293.3721,326.5225,0,0,0,307.5827,0,201.4553,233.5807,275.5623,2356.2898,7.9844,0,16.991,174.8209,174.2042,356.8637,0,216.6804,15853.0423,0,1195.2079,193.4602,483.1478,150.6743,1.9999,0.5,1,0.5,0.5,0.5
P105-PWY,767.196,5238.8008,296.7345,4159.9174,1371.6423,93.5507,0,454.7372,340.5607,6886.9516,138.1964,70.5819,3666.8599,0,5987.3,242.8918,4250.8944,1551.3168,89.1586,851.0214,0,2756.1058,144.9073,1821.5256,1783.9761,799.0099,400.6613,5650.7406,914.2565,410.2156,74.0263,407.1727,55.4171,5474.2637,492.4591,148.8973,192.6093,409.1699,796.9686,287.788,0,1276.8136,91.4971,308.0046,494.0069,368.5483,6004.5838,2115.659,0,1045.192,4688.4371,4595.9167,9066.6089,107.8474,6306.7823,92.8248,84.1264,0,3001.9167,610.2431,10322.4577,6744.0885,0,313.2342,2393.1743,164.3357,7505.0467,1547.9695,792.6506,5216.6039,390.2734,925.6951,59.564,4926.3805,0,7350.0917,0,84.1292,1012.5231,4604.8124,7160.3754,7838.1834,4147.3308,8437.0577,109.7961,8950.0306,367.8906,43.9658,7521.6165,1630.8842,77.1544,99.8403,95.6881,2341.07,952.4538,2267.9452,0,95.2561,93.3095,58.4494,872.1361,1903.2517,0,0,443.0054,13609.9561,1522.6004,1782.5244,1902.0433,0,0,0,1819.0837,0,1118.9514,1406.7975,1806.1708,10483.2744,59.3335,0,124.9479,1121.443,1112.4736,2041.343,0,938.2959,70639.8319,0,3277.7247,1364.4338,2386.759,908.5067,14.9948,3.7475,7.4972,3.747,3.7491,3.7484
P108-PWY,3726.5022,72.8847,3993.9218,5231.1923,7903.9239,3804.6183,3632.358,2280.7992,7426.3627,2671.6197,3795.3313,7756.4343,3886.3082,6125.0535,281.9363,5352.9488,5009.8112,5307.3209,6853.809,7102.8458,2130.1587,10614.3392,7437.8747,4944.0836,5639.1165,4668.0386,4994.4647,2842.4317,2808.4256,5107.397,4511.0848,2199.9569,2462.6593,83.9427,6468.7168,3591.6259,12687.3163,13177.0349,10811.0776,7214.0222,8064.6384,4264.4862,3275.1629,11436.9179,2042.7463,6877.2222,780.0984,4785.4621,2559.071,3934.931,4877.2472,6828.5793,61.5506,11286.7414,10163.3308,1666.3491,4180.1093,9581.8422,5525.0123,2328.905,1404.7278,2083.8652,2558.0526,4958.6916,115590.2167,6158.3048,2224.2725,13757.9652,12899.9351,14747.4883,9115.7987,2301.7795,6113.3041,4473.3615,1919.9947,5333.4571,2997.3855,3824.9084,3426.3868,459.4028,1145.9201,326.2422,6956.9324,949.3807,3733.8468,2269.044,3571.8176,2280.4725,919.2405,3213.8242,8525.3225,6008.986,3668.2453,5583.9448,18605.9148,11652.2556,5058.8679,2798.5515,2115.2286,1866.3796,4456.0648,21925.3454,2327.6315,2093.4016,7574.8687,81588.5185,36745.5861,11416.8127,36028.1461,1187.2177,2605.5599,3747.6166,40722.4934,6848.925,6018.3646,22934.1022,1127755.966,18941.832,5380.0772,4632.4858,4170.5499,20508.2956,63742.3134,16856.424,3565.1698,1337.3004,223678.5323,2994.7625,2606.3584,5099.1459,24024.721,3625.8914,36310.2697,8738.5646,12591.06,2931.0095,20081.9101,16918.0696
P122-PWY,9677.2383,628.025,5190.4021,6055.7095,36728.818,9021.8362,17029.3558,7025.4288,24902.7203,4195.2274,10543.2947,15849.5585,6319.6645,13714.3202,395.9766,11009.7395,9074.6245,11044.1062,13960.8887,20266.6233,5393.6502,44355.3335,48047.8141,11501.3387,22950.3349,12927.2231,10538.4004,4004.6007,11186.7046,7651.1895,8807.3854,5201.1357,8487.4573,13.972,9280.0603,8583.9954,19434.3946,29000.2467,18368.6593,16014.8619,16506.7759,8730.8283,8630.1492,21272.2177,4765.796,44235.2322,1389.458,5238.8497,7419.7532,10805.8485,8825.9103,5619.8937,639.2694,15067.0194,8692.4825,3971.0652,8006.9502,52980.409,12011.5644,9595.01,2481.7289,2558.6718,15454.7328,9457.3086,35688.5223,12537.5203,3132.7225,41845.1017,31145.2398,9821.385,17060.886,9121.4701,14579.7412,10085.2954,6048.1685,6878.8925,11461.8128,13691.9478,19982.1895,944.3288,3072.8305,2800.3209,13436.3584,2002.9759,8860.0546,3349.1114,8658.8157,4903.476,1550.3433,29869.1533,25727.3074,11159.7607,8200.5413,12443.2154,136962.0448,12320.8803,6985.1098,7173.09,10218.5661,8286.4421,15317.704,28194.942,2961.0063,7683.6117,27971.4204,49780.6237,136524.1013,85281.3891,27521.2612,18474.5762,3539.3583,6585.3325,79573.2203,5628.5802,21629.2504,16327.3545,15329.4399,30465.0146,8641.3771,16188.6958,23113.4413,107049.6391,73385.649,141969.2024,18510.2382,4191.5475,76534.574,4651.0132,10408.8193,21817.7346,41695.1693,18177.6542,64864.0729,22386.9553,64836.6338,7111.9401,38227.4103,24846.0511
P124-PWY,12656.269,688.496,7299.8955,8087.6197,45825.607,11958.6795,22304.7259,9615.1609,31520.3742,5000.4975,14793.971,21107.1963,8228.7234,18950.1588,440.9088,15644.7418,12101.3066,14523.2463,18840.0415,26367.1066,8065.1351,54116.7098,58960.6283,15143.9361,28125.7255,17764.0068,13642.1114,5013.4974,14526.1874,10918.3536,12143.3106,6717.0583,11762.4647,15.9506,12295.8464,12632.7032,25388.3589,36929.8139,25061.1002,21624.8049,22134.8338,12395.463,10959.3361,28054.3551,6681.4123,53997.7654,1501.8437,6983.5245,13664.0759,14453.7426,11384.178,6527.6458,710.7276,20195.7484,10095.4264,5190.4011,11912.9843,66046.5689,15830.3647,12636.9959,2678.1484,2831.0579,19084.1473,13341.482,56886.7564,17636.2146,3425.1591,50891.9704,38386.232,11152.0294,22890.6446,10353.537,19204.6832,12100.212,7677.9649,8723.207,14970.241,19961.2489,26430.3877,1021.576,3326.1641,2930.741,16292.5523,2174.9009,12615.7568,3823.0401,10944.7136,7541.3336,1687.1035,36163.5298,33643.7548,14628.5386,11610.0466,15880.2949,168835.0563,28557.2803,10909.6244,10258.155,13261.0252,10720.7913,21226.3205,41647.4385,4217.4782,12188.2466,37815.8309,66955.8568,185205.6172,102768.0843,37026.3562,24742.3462,5499.8641,10320.5608,127102.9631,7666.9968,42590.8392,22963.2366,26728.1843,34781.1556,17085.4046,20015.5236,29279.122,133560.4719,102668.5982,171490.9951,25680.4956,5100.744,85629.1892,6678.6748,12639.7232,27964.2016,54615.7315,22492.4685,83046.8231,31513.715,82802.8966,9370.3565,49372.9268,33484.6689
P125-PWY,232.2239,0,35.8829,407.0267,157.2708,10.4952,22.4895,35.9277,29.9886,148.7723,17.9879,34.4751,154.3604,199.7247,0,101.3192,4.4988,32.9609,97.1913,62.9165,4.4978,46.4854,80.9582,40.4366,272.0183,62.8511,46.4165,154.1996,0,192.6519,26.9571,0,0,0,166.5815,123.6349,204.4577,190.0206,228.189,32.9734,91.2664,120.6422,0,77.8656,0,59.9742,0,11.9875,26.9153,13.4924,43.4147,0,0,125.279,0,2.9992,8.9928,626.2501,52.3961,8.9973,0,0,62.9138,73.1922,154.2621,20.9849,0,118.3876,83.9015,8.9929,194.1084,0,83.7944,77.7835,4.499,382.1703,152.3632,38.956,38.9758,0,20.9311,0,95.7016,0,35.9257,74.1999,7.498,22.4309,0,68.9533,28.4903,91.2032,65.7201,236.8861,349.2355,16.4326,65.1467,102.6484,29.9721,22.4804,239.8826,67.3976,125.9038,121.9093,62.9465,113.8979,110.9715,91.47,83.8423,154.0114,186.1755,62.539,121.4239,90.4809,10.4975,40.3792,56.6498,53.9766,58.1462,19.4924,249.5407,179.9108,299.6427,160.4473,313.9557,105.549,113.8134,38.7711,67.3766,409.0761,169.2637,26.9869,47.9888,228.4728,68.9767,11.9883,243.9102,136.2071
