#OTU ID,Vil1.01B.FP11,Lyz2.02B.FP222.S70,Itg.22.FP518.S21,Vil1.03B.FP35,Vil1.13B.FP153,Vil1.07B.FP82,Lyz2.07B.FP283.S81,Itg.20.FP508.S11,Vil1.10B.FP115,Vil1.10B.FP116,Vil1.04B.FP46,Vil1.14B.FP163,Lyz2.06B.FP271.S69,Vil1.02B.FP22,Lyz2.01B.FP210.S58,Vil1.05B.FP58,Lyz2.07B.FP282.S80,Itg.16.FP484.S87,Vil1.05B.FP60,Lyz2.01B.FP212.S60,Vil1.09B.FP105,Vil1.05B.FP59,Vil1.08B.FP92,Itg.20.FP507.S10,Vil1.04B.FP48,Lyz2.03B.FP234.S82,Vil1.04B.FP47,Itg.24.FP530.S33,Vil1.03B.FP36,Itg.02.FP412.S12,Lyz2.02B.FP224.S72,Lyz2.05B.FP259.S56,Itg.04.FP422.S22,Itg.20.FP506.S9,Vil1.09B.FP104,Itg.26.FP544.S48,Vil1.13B.FP152,Itg.10.FP460.S62,Vil1.14B.FP164,Itg.06.FP434.S35,Itg.18.FP496.S99,Itg.24.FP531.S34,Itg.02.FP410.S10,Itg.06.FP436.S37,Vil1.03B.FP34,Vil1.07B.FP83,Vil1.01B.FP12,Itg.26.FP543.S47,Vil1.10B.FP117,Itg.26.FP542.S46,Itg.16.FP482.S85,Itg.12.FP471.S73,Lyz2.08B.FP294.S92,Vil1.06B.FP72,Vil1.02B.FP24,Lyz2.05B.FP260.S57,Itg.04.FP423.S23,Itg.12.FP472.S74,Lyz2.04B.FP246.S43,Vil1.14B.FP165,Lyz2.06B.FP270.S68,Vil1.07B.FP84,Lyz2.04B.FP247.S44,Lyz2.01B.FP211.S59,Itg.08.FP448.S49,Vil1.13B.FP151,Vil1.01B.FP10,Itg.04.FP424.S24,Itg.08.FP446.S47,Vil1.06B.FP71,Lyz2.08B.FP295.S93,Lyz2.03B.FP235.S83,Lyz2.07B.FP284.S82,Itg.10.FP459.S61,Itg.12.FP470.S72,Itg.10.FP458.S60,Lyz2.08B.FP296.S95,Itg.16.FP483.S86,Lyz2.03B.FP236.S84,Lyz2.02B.FP223.S71,Itg.02.FP411.S11,Lyz2.05B.FP258.S55,Itg.06.FP435.S36,Vil1.02B.FP23,Itg.22.FP519.S22,Itg.22.FP520.S23,Vil1.08B.FP91,Vil1.06B.FP70,Vil1.08B.FP93,Itg.08.FP447.S48,Itg.18.FP494.S97,Vil1.09B.FP103,Lyz2.06B.FP272.S70,Itg.18.FP495.S98,SLCFP072,LYZFP308,LYZFP307,LYZFP331,SLCFP131,SLCFP078,SLCFP070,SLCFP023,SLCFP022,LYZFP355,LYZFP319,SLCFP005,SLCFP024,SLCFP053,LYZFP320,SLCFP095,SLCFP077,LYZFP356,LYZFP354,SLCFP112,LYZFP332,LYZFP306,SLCFP071,SLCFP004,SLCFP094,SLCFP052,SLCFP076,LYZFP330,SLCFP054,SLCFP114,SLCFP006,LYZFP343,SLCFP132,LYZFP344,LYZFP342,SLCFP096,LYZFP318,SLCFP148,SLCFP166,SLCFP150,SLCFP167,SLCFP149
PWY-6353,15990.4227,2226.5016,2891.0511,5463.6154,27410.6317,6158.3817,5909.5993,38372.7706,9227.9717,16127.8628,10338.381,16899.3605,6452.8981,11590.8469,779.1716,10891.0417,4531.5122,6539.2204,7868.3085,577.9171,13731.9324,23444.6283,19075.7687,42419.5479,5226.9333,13075.6403,11540.405,1463.4642,5463.7126,5033.1464,5652.6188,1222.7007,153.5872,24487.1414,12995.9425,1786.3707,27633.5435,2677.8108,7559.9268,15257.548,604.1018,459.8572,7527.4184,5419.8785,4864.2575,9307.1901,15822.6797,8243.7919,15270.8018,3505.1677,4767.3284,3334.996,5147.1054,7558.4078,9964.1105,1125.2353,237.956,6906.5755,3400.9313,9855.3041,1447.4832,12323.8618,1965.8774,1399.6886,976.5631,13131.6322,11367.732,4575.231,635.9895,12111.0443,3508.5101,7284.9683,3640.4849,972.6568,1339.9418,475.5347,3750.4132,6031.2956,4788.9812,4176.1792,7485.6171,1632.0351,15742.9016,12336.2808,6238.014,6875.2889,16153.0564,7929.5518,16810.6745,1179.6012,1450.3864,6138.4996,5362.2181,246.3291,6999.9301,16699.7914,18985.1452,6852.5468,16074.6232,1169.2562,11570.8994,866.4736,934.1698,1995.4447,8723.1192,2104.9799,937.9765,17729.0459,1637.3085,548.7764,492.9927,2735.9012,3396.2663,2488.1969,27179.2825,26031.8339,10202.0056,1241.1289,3812.5083,10593.3644,566.9279,6994.5133,7452.6188,819.7436,2597.2357,10244.5727,11924.7828,7256.4095,985.5766,13.3992,22401.7358,17736.8863,8927.0895,15186.2914,8585.4702,21133.7689
PWY-6385,63657.1125,173557.1836,75371.4482,92064.3003,49694.1621,49550.5406,24175.9021,70431.7336,53348.8457,44774.3322,46562.3835,78596.8232,28019.6587,55816.942,170898.2508,70117.605,18322.8684,46951.241,31619.3488,32039.9257,41432.0824,119060.7865,63390.7734,84098.63,33368.687,137601.2508,58041.119,116854.4329,47667.0933,82965.3753,46636.969,11314.878,110335.4969,48696.7773,45784.4606,44483.5843,75040.4586,63945.4816,55574.1905,101102.1217,61915.253,118045.923,76218.4706,44256.7659,69382.0427,43745.1405,61710.519,63867.7549,41261.0007,98323.9614,39846.0341,65396.2215,29452.7947,32536.7131,58874.451,17976.3109,207161.5683,51528.9286,39378.26,57562.1976,25264.6381,36277.0867,33314.4209,142083.3888,66925.6129,57087.5342,53427.6547,61642.4551,32970.0513,59532.2952,29320.0957,137614.8349,12168.1628,116304.9222,66961.583,88774.9435,18795.8424,55573.9268,70677.0262,134725.3018,163146.6806,11296.0333,64664.1312,60796.9061,115926.6882,59388.3389,45369.0569,35483.8678,54472.5181,55345.2382,57179.0552,33212.5616,36097.0362,85521.4175,18676.5215,98680.2157,76734.054,150065.6841,35548.3599,34429.8484,36051.7096,12012.183,17641.5814,47032.1443,162595.8849,72041.2298,13802.4847,35287.831,56967.1619,104011.4676,36529.4575,43034.5238,177659.277,15446.7078,186020.1396,138965.3405,45396.5315,33815.2831,33692.2125,40346.8784,81502.5273,108864.4644,14461.3438,7183.9923,48411.1088,123895.3738,20653.3005,65289.8547,51924.6533,48990.0457,70319.7514,34286.459,91992.047,79296.8265,57229.5939,53812.9409
PWY-6386,63220.1649,171140.5755,73136.6116,90627.7637,48087.0368,51248.9941,24332.0647,69539.2667,53021.261,44543.6183,47652.1033,78381.9817,27512.0788,55404.3565,168325.1771,68935.4814,18516.8468,47619.2705,31570.8828,31641.9814,41068.0037,117229.756,64319.5876,82893.0157,33252.1716,134619.8849,58473.8545,112712.4828,47235.6206,80295.1417,46015.2831,11572.1299,108072.3418,48414.023,45516.3402,43426.8638,72230.6645,62329.3293,54873.7839,100913.0779,60363.2464,114502.078,73657.7392,43810.7904,68788.8949,44500.5264,61177.9885,62731.3734,40972.286,95570.4832,41481.3512,64968.5689,29219.931,33089.0519,58013.2753,17962.7935,202451.4392,51924.2542,38319.9814,56992.7718,24597.248,36888.114,32477.1365,139974.822,65651.6076,55141.721,53138.8254,60026.8089,33115.1602,60284.8556,29036.3127,134870.4586,12304.7277,113181.3743,66943.5702,86592.0585,18630.3982,56887.9293,69225.0238,132965.6085,157561.4299,11640.4316,64179.477,59924.6064,112537.1889,57879.9299,45736.3614,35883.1544,55426.4852,54711.4205,56698.2348,33155.599,35533.5183,84047.4855,18211.8411,97835.3813,75885.3642,145887.8265,34785.0234,33781.4368,34978.8653,12401.7505,18075.0738,50164.5931,160017.5072,69080.2733,14191.7308,34357.7536,56048.5562,100797.9654,35810.4032,45993.8613,176582.7326,15021.114,178356.8944,137265.3676,44107.2054,32482.8846,32594.8678,39202.5232,79824.2845,110368.7512,14144.7029,7032.213,46632.7357,126782.9612,20274.8529,69426.3919,54513.2055,47056.8781,70001.0756,34543.0874,90342.6635,81756.4022,57135.9638,53834.4121
PWY-6387,65638.2576,179536.9908,77129.2635,94628.5349,50871.2694,52850.124,25415.0101,71607.1372,55510.7233,46155.7977,50706.769,80446.5719,28692.4264,58030.4371,176496.9955,72005.8642,19436.8338,49677.0666,32522.9971,33139.4024,42360.7961,122581.7156,64559.3808,85554.7922,34851.4299,141141.0738,62082.8451,119258.1406,49507.081,84515.511,48020.44,12272.641,113444.741,49543.856,47495.5007,45731.9545,76558.4911,65691.3527,57311.664,105816.8263,64053.0993,120758.5119,77729.5433,45693.9461,72373.9778,46391.9148,63515.9289,65872.5286,42098.2259,100907.429,43693.5079,69395.1686,30290.6385,33889.5319,60518.9138,19031.3859,212831.6981,55130.2744,40292.4202,59038.2711,25986.2337,37533.0572,34129.5979,146778.5763,69358.3605,58105.835,55328.5457,63084.8666,35378.9652,61546.4065,30241.8905,141250.6146,12944.2075,119665.4586,71840.1882,91647.4724,19189.0711,59580.3796,72462.6145,139416.2228,166290.288,12415.2219,66841.5325,62793.0512,118729.6103,60851.5492,46253.2802,37041.7847,55295.3846,58172.5222,60809.3037,34763.4766,37154.9631,89789.7259,19031.3461,100772.5162,78399.1966,156149.4185,36141.2857,35268.1614,36851.9447,13539.854,19724.7024,56237.1458,167080.8208,73301.9482,15362.0239,35906.1121,58612.5274,106487.0798,37508.9717,50959.8091,185676.3617,15674.0286,189823.8893,142229.2656,46378.9127,34449.5075,34363.1673,41167.2416,83701.5711,119297.2312,14650.8208,7334.7606,49368.2503,135776.693,20980.0067,77102.3277,60189.3877,49907.6456,71841.5984,34732.1476,95240.4898,86728.1258,60093.6443,56019.3658
PWY-6396,858.3224,127.9184,207.0879,5679.6597,43.8559,173.5513,150.735,762.0031,4064.4814,2893.5884,384.5444,200.9337,287.5877,242.0405,43.9903,3284.8372,43.8626,501.2554,4858.3702,23.9838,1994.3683,2985.7855,99.2356,899.8303,126.7084,159.8228,245.4054,926.5481,1464.3385,384.4315,147.5608,47.7623,565.1357,327.2135,2079.2119,1763.2912,0,829.6939,35.9027,2389.9077,87.7764,4024.213,199.075,1027.8551,1221.1857,459.9391,2809.0841,481.4561,2185.4632,1564.2793,271.0866,480.9151,284.7351,4877.9914,371.3341,197.4636,8558.0192,641.9091,75.8441,165.271,243.6916,672.792,187.0545,111.9232,1386.0966,31.9287,163.4441,8346.1168,380.7893,486.1464,289.0033,155.8441,145.7447,1767.3499,426.6621,460.4735,247.4017,281.4929,231.3607,171.8074,516.8272,55.6305,2097.8375,127.5322,2238.4544,920.4271,99.2966,919.9569,55.5591,730.0101,35.9427,1973.5909,533.9073,91.782,114.8647,310.6748,2809.9256,5299.2734,154.4173,79.7887,103.5757,413.1466,538.1777,309.1717,6029.1175,381.8667,265.8573,47.8657,1129.3368,143.6726,15.9933,399.8812,3817.0331,295.5396,2207.5116,2012.9748,39.9477,103.0482,285.9782,87.6973,143.7584,954.7827,0,86.7093,469.6493,15264.1663,39.8133,4067.091,471.1617,0,274.0378,790.5899,1705.4094,35.9753,556.6353,357.6358
PWY-6467,7450.42,2268.25,4038.12,1905.86,22504.89,7211.75,1336.75,9274.83,13931.16,10618.4,8084.76,13010.62,3233.84,10710.69,1447.5,3008.82,1060.75,8225.17,5858.32,2218.17,5658.28,8749.2,5860.26,8491.87,8844.89,3851.07,6812.67,546.23,5496.32,9523.82,3705.48,2481.5,562.5,7503.57,7871.77,6486.58,33905.9,4839.33,7280.98,4522.26,1135,763.75,3029.75,7284.75,2396.81,6236.96,13314.63,5139.86,11344.75,6151.96,8079,4363.33,1927,5596.07,7757.43,2144.45,1177,10331.82,465.46,8767.64,956.87,7948.09,481.43,2567.58,6866.58,26769.86,5333.08,1209.46,3821.58,9704.34,1809.29,5644.5,1432.25,3767.91,3489.08,1709.25,4479.76,11402.91,5078.62,3428.5,9464.12,2500.5,6416.25,8453.83,3561.4,4392.56,8345.39,3253.72,7126.41,1969.75,1911.83,10080.91,6009.08,1903.87,3052.43,27283.29,12700,3215.36,6874.08,5346.75,3349.08,1997.75,578.32,5226.66,7215.5,1524.58,3007.04,3586.78,1326.47,111.08,1420.75,10493.86,3355.52,1803,10247.59,19084.65,4069.08,245.58,461.81,2781.42,1119.83,17322.99,4379.97,1533.17,1504.82,4818.14,4512.38,6181.14,1488.26,33.25,10723.07,7699.44,3629.27,10449.9,12487.32,9935.95
PWY-6470,2838.1982,390.3567,493.4686,42484.7475,107.7237,379.8991,349.8946,3798.642,594.6453,660.3195,209.3604,138.8503,594.0627,149.1274,146.2803,8057.009,114.4575,1880.446,9546.5331,76.6209,805.9115,7409.1548,226.8978,4348.2421,195.5119,414.0018,539.4494,2275.5862,5667.8713,854.1106,435.1603,113.8256,1375.3929,390.0393,1185.3635,4154.855,33.5825,3190.6393,19.1917,5529.3112,3818.0947,9354.451,476.9195,2515.8698,7974.4436,1284.0812,7820.8837,1091.5819,400.7474,3921.6471,448.1363,2942.3441,371.9926,10545.8811,1284.5538,437.7141,19978.5977,2429.4955,188.7294,110.1146,595.5479,356.9866,475.8263,359.1283,3282.7255,98.2014,698.6159,17333.5957,911.5201,1221.5372,753.0459,430.6995,344.6434,9714.2067,3635.674,1779.365,604.5341,895.6825,588.0045,530.779,1228.4391,141.7685,4918.6121,480.8074,5395.04,2229.7391,250.2228,2257.5783,81.4033,1731.0749,119.7534,750.1843,375.1322,1768.7163,180.5701,801.5095,6454.4127,12254.4737,391.4444,250.1557,67.0754,979.9801,1102.7636,772.8521,13707.1415,1083.4624,572.3091,16.792,2639.4187,105.4984,462.2968,961.7425,8996.2384,149.6341,5391.44,4786.7719,95.8002,325.7923,0,160.1754,1337.1209,2345.2483,9.5928,0,1160.7341,31306.9492,100.2738,9142.6946,1156.3229,0,528.0751,66.9471,4120.5953,143.7098,1361.2689,874.0722
PWY-6471,57799.1472,162991.4029,68342.532,85335.9537,38346.3841,32052.8627,21851.8279,61823.5563,32944.3203,25025.6939,38135.1524,50488.4505,25635.4318,47133.2381,160462.1409,65455.3416,16558.5924,36131.9574,26401.0148,29562.7121,17651.9968,110814.8702,42530.331,75367.0388,27569.1814,132563.1694,51004.5574,104262.6068,43074.0958,69527.3892,43160.9423,8866.0558,103904.0272,40094.2874,19946.2308,38719.5539,58603.6643,60456.2013,41466.706,94289.8201,59094.8545,115097.9095,69051.6623,39646.132,64120.478,36548.8642,53833.3366,57795.2978,20605.7155,89311.4855,23354.242,60686.0386,27084.6333,24303.032,51481.5507,13692.9491,196434.1797,43307.7849,38545.0379,39253.8292,20770.4726,25411.9131,32610.4649,133348.5702,62394.48,44018.3655,48781.3715,58695.8705,29609.7885,43722.5422,27230.4966,130930.4212,10766.7403,111481.2804,61607.7039,85410.1487,15997.0699,40098.2613,67250.7801,126369.8244,142323.4254,8493.8891,59336.3405,54515.1805,110918.1557,55418.8179,32505.024,29670.3654,30018.0837,52719.3136,53729.1755,13045.9747,32538.9561,81239.398,16743.5224,81834.664,68533.476,29895.8132,31548.5251,31252.118,33624.8863,9461.2029,15194.4975,39391.5087,155584.3908,70301.1325,10681.474,32702.8574,54775.841,99310.8274,34473.479,29991.7417,166299.002,13515.9512,25266.9925,126405.7424,42511.8975,33008.8629,32103.1474,38030.145,77802.0568,44729.1797,11936.1927,5825.4463,47060.5591,114101.1482,17868.7821,54443.3034,47160.2682,46942.1929,55316.5508,15587.197,78057.9253,66128.7296,49388.3169,44280.8533
PWY-6478,810.3297,112.5316,189.6085,479.7166,10599.7591,1646.3089,97.9881,372.6696,3060.8689,4385.6059,979.4504,6479.2072,302.8517,938.3923,203.7503,489.6984,68.5863,1612.7173,1825.6676,73.8145,4773.2307,930.5538,4342.2775,674.5327,627.6077,814.2183,1066.4226,214.3639,730.7012,168.989,541.0723,149.6183,9.6642,2179.0489,4219.0042,175.2019,9522.3069,148.2891,2645.8805,408.7565,68.0068,61.9688,192.489,55.3673,905.8199,1184.4039,567.3929,1754.5404,3872.9893,359.9591,1882.6081,454.2124,547.0826,2053.5901,351.7681,137.0877,37.2777,660.0805,384.1134,3225.1076,63.0338,3395.5144,163.8433,238.9884,252.5562,5653.6906,528.5765,580.4822,91.025,3911.4678,404.3404,545.4798,43.7158,400.4714,351.6341,210.1179,552.9939,1584.8437,411.7011,523.7506,331.1088,169.7314,212.5631,228.3896,304.9311,585.3727,2617.0177,1847.9437,3390.2869,276.1596,368.0339,2262.4902,692.2778,64.3047,256.5488,2984.5912,1311.5332,121.5037,735.3038,319.334,359.2461,142.4718,264.3747,123.2276,561.9967,56.3902,114.5244,553.1299,158.4861,137.9368,144.7126,433.699,379.6785,596.3427,54.3574,1914.7505,480.2101,56.0529,731.9957,328.6625,131.5072,263.8358,130.8294,208.2186,152.1228,208.1563,541.7952,599.8032,21.2722,0,4841.5714,4947.6782,746.754,2397.9608,244.939,927.7313
PWY-6507,9845.922,3350.0489,5987.3163,2133.9398,30895.6544,3922.9954,5661.8432,24543.268,18361.1723,15157.134,9685.8952,26564.4337,2368.212,13976.7893,1956.7966,1724.825,4653.4705,9211.6074,6639.0482,2484.131,11743.4641,4924.1938,25341.6501,24125.339,8933.3919,5224.8684,6775.647,1149.005,6131.6516,13262.3959,5081.2967,2208.8608,900.9545,16939.4778,13765.1523,7394.0641,52683.1283,6366.0877,12776.8357,7740.7953,1364.9773,730.5603,4054.9673,7563.7047,3287.3331,6886.491,14652.0842,11043.1099,15252.7477,7437.2362,8785.6529,5806.6175,2688.3478,7457.8647,10852.0254,1725.0488,1936.7622,15266.4805,1000.0734,16078.1988,867.9101,11906.1591,638.5348,3668.4813,9358.9925,42025.5796,7054.6366,2188.4756,5406.2217,9334.8104,1531.4776,5460.788,2776.8467,5728.7726,4932.5153,2344.3979,4900.6741,11054.0163,5065.9029,5360.1913,13388.5445,2652.4043,10988.2639,12546.5523,4470.4423,7351.4785,18092.9162,6528.9427,22844.3172,1983.2241,2028.7002,14511.8936,4839.602,1526.1335,5201.7381,35951.4178,11615.1906,2778.0536,10807.8639,5705.08,6058.3478,1777.2653,678.4288,7804.4948,6264.1399,1503.3704,3252.7239,10038.0437,1165.5538,198.1611,1692.7754,15104.1612,4905.2228,1754.1698,1042.8706,15169.1709,6653.5385,499.3311,1836.0922,6185.0097,1256.8503,20326.7885,6469.1882,1333.0919,1912.0835,3416.522,9119.7965,8770.5664,1104.434,23.4924,24362.6332,17542.9376,2690.1946,15195.722,9468.8954,9843.167
PWY-6519,24.6931,17.8302,8.6834,1304.5195,25876.1111,12.3387,12.3041,0,223.0547,479.9511,30.7904,366.6148,34.4832,67.8998,25.9691,2267.1822,5.4891,38.5157,569.2421,30.1212,468.4471,6814.5897,240.645,16.9147,33.0931,17.2385,15.0944,45.6122,311.6675,6.2685,64.4861,4.1212,13.6539,66.5244,699.9654,26.0798,31273.0365,42.4879,145.272,15.674,27.221,21.6635,0,21.9724,280.3909,29.7038,136.4023,100.3489,383.5486,19.664,8.2453,0,29.4658,700.3986,43.129,36.2078,17.7991,20.0041,36.3758,281.6286,31.3773,231.6744,12.777,21.9458,16.4858,17874.1725,10.9842,698.6355,0,775.2752,45.9154,9.619,13.6952,13.7334,0,5.4934,74.2718,12.3673,3.1893,5.4973,3.1896,0,5.4981,27.4628,11.7476,31.7065,472.7782,547.1348,295.5606,0,13.6891,895.3694,163.4794,8.6675,6.5939,3756.9755,529.1482,2500.7943,5.4976,0,0,5.4905,15.165,1135.5501,517.7435,257.7848,29.6525,35.0334,221.3653,5.283,5.4924,488.4964,1049.752,48.6647,1640.5108,679.0884,0,75.4585,56.6532,61.2871,5.4842,988.3964,8.791,0,194.4677,3902.8679,8.7927,3940.5253,273.5142,0,1651.1305,2933.7403,969.947,2244.2754,5481.411,52.1323
PWY-6545,15893.0203,1920.8329,3396.8463,3555.3674,1141.6996,13496.325,3494.3862,14542.7431,4484.0025,8130.1495,7271.0085,9421.3448,8071.9138,8267.6623,1446.435,9515.6761,1786.6385,9889.4671,7392.9039,869.5668,7087.6855,22823.0067,7758.5084,18901.3724,8020.5061,6283.3349,12658.0798,1448.5889,6893.4174,7539.2667,3829.9149,3155.4421,282.9042,11076.0681,6781.284,6743.5399,761.5536,4829.0197,6251.1427,13478.3028,1821.3025,1970.0374,7254.3833,7754.5818,3170.3873,11938.2363,13035.5109,6199.4089,7276.3029,9547.9543,8276.2034,5777.2376,5768.9771,6384.7218,6907.6332,3562.437,943.3102,5330.605,1346.7255,6144.0174,2338.4475,8353.7783,1284.8768,1674.4394,4428.9911,228.5825,12411.0996,2358.6786,2219.9091,16490.4209,5319.3867,7923.0161,1855.033,3226.4958,3551.1808,2052.6261,4720.3882,13161.0953,4120.1363,2398.4694,12479.2626,2746.6531,8703.4818,8833.1725,8588.747,4724.8438,6891.6306,6586.8607,9671.0171,4136.0776,4460.4176,2020.3622,10687.5065,4526.4,2192.1079,7654.5345,22774.3605,6325.107,6788.6521,4317.5205,2857.4401,2190.5413,1186.0585,2168.4645,14805.1335,1660.0562,2085.154,4465.7014,2700.462,291.4664,1974.9829,3348.4103,2203.3666,2422.8001,22196.7417,41339.9741,3146.5162,538.1707,1597.1704,3412.6634,2783.9207,17380.5745,2642.8115,1357.0449,1528.9796,11987.3655,2230.6709,6405.9546,3390.6603,31.4577,6641.3672,5841.1365,11237.9536,8647.3457,17511.9616,19423.2953
PWY-6572,0,0,3.7389,41.7182,11659.7217,0,0,3.7659,1156.9233,1879.9223,45.5931,1506.1624,7.8186,64.3923,0,55.8607,2.6358,87.2561,392.8533,10.3757,366.2124,49.4088,601.327,2.6641,6.2717,3.9545,0,28.012,112.5014,5.2634,9.2943,0,0,726.5486,868.9515,3.6174,30260.7841,22.6192,668.0787,43.8224,2.6396,0,0,13.0011,45.5059,0,49.3961,133.8718,1040.9326,58.668,0,22.6342,5.8633,209.7581,8.9962,2.7258,0,66.5039,22.3758,1046.4765,14.7656,384.2827,0,3.8524,0,27858.3419,0,40.754,0,235.1688,5.9356,0,2.5532,3.9535,0,0,9.021,3.9695,0,3.974,0,0,0,0,2.6492,22.9072,1675.2796,122.7099,470.8491,22.0651,2.6629,1037.0402,88.6201,2.6485,26.3648,9844.3889,15.4911,31.4718,0,0,0,0,1.5119,23.4028,30.0045,0,0,67.8373,0.9125,0,0,16.3581,26.6042,23.4117,62.1789,46.0385,0,0,167.4278,0,0,28.6352,26.2717,0,1.3043,25.6877,3.1401,493.4534,10.4124,0,4007.3373,428.981,87.9497,857.0865,11.727,18.5955
PWY-6588,405.0298,116.224,168.8093,829.2925,1298.4696,1214.7707,241.5532,694.3498,4746.4961,6600.9564,411.987,11664.5409,394.2503,1773.9817,70.5138,1420.6321,212.0056,1172.1821,3341.802,21.8847,5837.5585,967.0292,15182.9465,1039.2943,203.8851,607.6066,380.891,671.9808,1035.2528,115.8478,220.0682,62.7255,37.8843,5673.8648,6627.3215,167.668,423.5577,242.6439,4517.0282,570.9069,83.6414,63.6969,111.8081,75.7254,1427.1081,849.5371,554.442,3529.2365,7433.9259,566.5148,528.3386,144.9476,567.1521,3069.218,804.2603,60.8402,52.8287,602.5192,253.5854,5798.4723,101.9409,5178.8673,37.829,186.9998,109.0361,187.2966,374.6122,968.9812,69.1643,5121.8247,402.8092,90.7487,69.4339,167.9384,73.2263,21.3032,169.2445,480.0427,104.9467,107.3964,145.182,55.7903,115.5992,262.9663,235.8586,905.6141,9674.4883,5312.0593,10963.0941,83.7862,458.2828,2220.2069,468.0127,41.2789,59.8201,9369.4606,1363.8406,728.6849,238.5398,105.963,87.7723,35.927,135.1565,122.7017,748.2287,217.1566,35.935,549.5215,207.0161,71.1794,15.9652,524.072,582.3811,264.1516,1085.5148,2631.3097,155.3323,63.3556,951.8663,274.902,63.598,1280.7402,123.1723,71.4418,209.5325,765.1881,79.7289,1285.8774,153.4366,0,8226.8165,7157.4608,284.0531,8159.5255,43.9632,257.1834
PWY-6590,390.3976,84.515,48.0465,4666.3086,1476.9553,415.1429,30.8162,987.1242,225.342,242.1745,395.5805,62.8496,105.0785,185.0785,80.0409,1720.4555,4.3667,471.1875,627.566,66.7173,356.7609,2563.1891,68.503,1196.8048,204.8728,32.1164,364.9529,46.0219,1191.6968,108.1222,115.9291,6.653,26.7758,84.9235,544.4019,145.1067,452.1644,437.8858,35.8913,353.722,954.099,76.5717,131.0926,133.6075,2139.2359,254.3962,745.1028,177.5215,231.3334,212.2317,95.0686,593.1746,124.5124,728.919,232.8439,35.0735,139.9843,457.4808,43.5143,73.9144,59.3668,287.8067,21.4043,83.6633,79.4444,290.5053,193.1728,522.1571,55.8778,968.2534,156.0489,48.5848,40.7647,1535.4895,778.4413,207.3692,110.3469,235.7679,32.463,67.2577,221.2283,0,199.8023,116.3759,140.9225,99.3232,172.0303,488.6821,63.9952,62.5969,62.9572,422.3514,116.1693,436.6644,40.9008,1340.548,770.2073,645.8746,99.6334,77.4324,64.4239,94.8539,90.0668,171.3707,617.6949,123.0753,68.6638,7.8398,208.2736,4.3555,202.9989,480.8923,733.9373,121.1029,1842.9906,989.2298,99.4161,99.9703,0,89.8512,356.3066,853.3843,4.474,38.3646,142.6498,1571.6395,0,1917.819,201.9924,0,677.9138,3430.0601,382.5722,176.3068,260.6583,231.6516
PWY-6608,11917.4388,1517.3838,1616.0207,3124.5729,22046.8664,11720.8827,7045.8413,32618.2096,5789.2362,12568.8376,8413.995,11309.4816,4178.8074,7284.5386,438.2969,7568.3827,5342.5448,15330.5917,5249.0906,323.0778,10680.4894,15907.2766,16773.4262,35377.171,3488.1891,7729.305,8502.9157,804.4592,3254.5514,2851.2998,3651.3174,840.5685,83.8994,20924.9048,9903.7565,999.8854,19466.4486,1924.6288,4893.9102,11413.5537,340.0733,251.5381,4373.6853,3242.1252,2795.0251,7016.2232,10440.6134,4927.3084,13326.262,1956.3947,15314.9616,2356.0859,4659.4431,6661.1228,6293.8709,716.3962,129.9126,4237.892,1975.74,6819.8554,819.5452,9410.8196,1118.0104,783.0757,650.95,8328.2736,8387.8984,2627.8023,471.8516,17608.1466,3370.0045,4171.0144,2747.3337,611.0696,876.3921,271.2233,3039.9755,19523.3471,2739.9262,2462.7612,4201.9664,1179.9199,11522.2835,7728.3821,3539.487,4056.8722,13076.608,5841.8287,16457.5941,998.9944,806.7366,4120.6349,3260.5713,188.5658,4877.5572,10276.375,15228.4592,4054.2581,11823.156,653.2079,7897.5771,497.4124,529.4784,1138.3008,6468.5806,1385.9957,584.6435,13574.9762,972.8262,354.7569,272.7951,1569.7227,1973.1988,4118.8407,37270.6545,19118.8497,6506.7155,986.878,2278.8331,6929.438,438.7556,4072.0985,5632.8027,1455.5246,1678.8306,6539.8204,9463.4839,4455.1885,573.3302,12.9946,16418.7341,17130.5876,5214.5791,10138.1694,5224.9837,16758.947
