#OTU ID,SLCFP072,LYZdtt342,LYZFP308,LYZFP307,LYZdtt308,LYZFP331,SLCFP131,SLCFP078,SLCFP070,SLCdtt022,LYZdtt366,SLCdtt070,SLCFP023,SLCdtt005,LYZdtt354,SLCFP022,LYZFP355,LYZdtt330,LYZFP319,SLCFP005,SLCFP024,SLCFP053,SLCdtt114,LYZFP320,SLCFP095,LYZdtt356,LYZdtt368,SLCdtt095,SLCFP077,LYZdtt367,LYZFP356,SLCdtt024,LYZFP354,SLCFP112,LYZdtt319,LYZFP332,LYZFP306,SLCFP113,LYZdtt306,SLCFP071,SLCFP004,SLCdtt113,SLCdtt004,SLCdtt112,LYZdtt355,SLCFP094,LYZdtt343,SLCdtt076,LYZdtt344,SLCFP052,SLCFP076,SLCdtt096,LYZFP330,LYZdtt318,LYZdtt332,LYZdtt320,SLCdtt078,SLCFP054,SLCdtt052,SLCFP114,SLCFP006,SLCdtt054,LYZFP343,SLCdtt006,SLCdtt077,SLCdtt132,SLCFP132,LYZFP344,LYZFP342,SLCdtt130,SLCFP096,LYZdtt307,LYZdtt331,SLCdtt053,LYZFP318,SLCFP148,SLCdtt150,SLCdtt167,SLCdtt149,SLCFP166,SLCdtt148,SLCdtt168,SLCFP150,SLCFP167,SLCdtt166,SLCFP149,taxonomy
POLYAMINSYN3-PWY,90.3976,2532.9264,3383.2931,1542.7565,4010.6065,233.9569,379.1594,199.2348,175.3965,1297.1602,979.7064,251.0228,111.3013,206.1287,879.7695,146.6908,365.5126,531.5844,959.2824,105.2358,100.5428,445.007,235.6525,378.5919,39.8055,183.5815,2077.2334,22.7326,90.5243,1440.2357,633.4759,51.3822,2270.7152,318.3154,372.0745,288.8604,2786.5703,126.4692,699.4619,148.9902,38.5756,36.358,136.665,25.7282,2694.5967,345.1067,846.6783,736.0572,1168.1344,285.7505,110.762,77.5639,576.9347,1500.6358,764.5512,2229.1674,243.5304,217.2949,152.2273,133.7399,110.671,33.4541,696.3205,433.9318,258.0078,329.619,185.051,830.5139,297.0383,235.4557,0.3862,2237.9126,1431.6094,256.741,2806.81,3600.344,2406.6954,326.9133,3580.3016,329.933,3769.177,1395.7475,2099.3261,440.6321,212.7088,380.8546,
POLYAMSYN-PWY,91.7715,2816.8755,3591.8031,1604.3292,9278.5218,283.7013,408.5651,213.9349,174.4112,1674.6657,5019.0774,610.9676,116.6374,219.425,527.7429,150.7747,380.4365,4353.2398,982.9353,146.6211,102.2405,475.369,505.0329,398.4331,84.094,212.4769,2135.2763,32.647,101.8979,1648.8625,837.3122,55.5701,1855.4532,345.9409,387.0841,378.3718,2980.7069,134.1716,1700.8842,149.3503,50.9303,37.4485,340.1191,200.6414,1297.9857,556.5775,2258.2406,757.3704,1186.5988,295.78,118.7556,102.6657,602.4709,1562.0198,784.2476,3001.8386,248.3452,226.716,396.8551,154.3451,117.5513,36.8509,695.8395,468.8498,267.3594,345.0003,193.6253,830.6764,382.1503,558.262,0.3913,2781.6035,1565.8953,937.9824,2963.9597,3902.1236,2431.5912,325.4384,5456.8022,339.3985,4857.6455,1485.144,2274.2843,447.6486,214.2326,387.9374,
POLYISOPRENSYN-PWY,15625.2687,38034.3296,74250.0507,63753.0914,61328.6887,36056.2491,29418.1373,29982.9738,31460.5899,32114.0044,25133.0722,8252.3075,9539.358,23562.7636,33306.3323,14600.0473,38455.3443,13427.3735,144032.4189,67033.9088,10709.1297,29893.563,23539.1284,50717.9342,95631.6332,99266.1748,36253.9013,32284.1224,32717.5019,32724.4968,29332.2804,7543.5895,157316.5108,12281.8866,27427.4437,34901.6094,117964.5923,5355.7366,27854.9657,40094.7165,31393.5574,21933.1,15595.2602,2504.9769,51743.1454,30373.2194,22272.9655,59105.1981,53320.7528,35724.2835,73439.0176,69791.0718,52868.5929,128615.2072,32454.5948,61216.0528,38128.9425,11104.0792,31766.0011,5486.936,44550.2155,10093.277,108485.4289,35354.0083,47134.6186,22432.0572,16013.7324,52787.9396,45387.6983,5018.2206,45685.3749,97158.7775,19954.2981,29165.66,47411.6867,17964.5327,102620.6099,139617.0628,154844.0184,74039.0143,30398.9937,110043.6122,59486.1194,48664.0301,291620.2466,43410.6599,
PPGPPMET-PWY,0,342.4526,457.1801,248.4313,658.352,238.9141,9.9989,0,0,352.9541,175.7694,17.4866,14.9904,147.7843,99.846,0,69.3212,227.2978,135.5882,129.9131,0,7.4994,463.0347,64.3511,0,153.6552,1199.2117,0,0,193.9922,210.0741,17.484,275.4286,17.4908,217.5781,366.9786,266.0496,9.9932,154.0418,12.4987,39.9824,22.4907,72.3749,0,172.2651,39.9843,135.2317,136.7497,438.5643,25.6194,0,0,339.5805,396.4301,214.3185,146.1532,40.6083,0,8.7492,0,92.4333,12.4954,233.5322,225.728,87.4369,22.4924,0,227.6883,91.1666,22.464,0,562.0467,304.0718,24.3686,411.9709,1404.453,50.615,30.6225,95.6025,10.6244,453.7431,98.094,295.0582,4.9998,18.1246,53.092,
PRPP-PWY,4646.8691,6283.9254,52449.283,10243.7756,20404.6617,11891.9685,13115.9795,2052.322,12744.0441,8485.7679,8716.7145,1049.4218,3760.3346,2661.5884,1817.8304,1051.0423,8140.265,5695.7399,10974.842,7269.8601,5029.7954,7182.4104,7471.2121,4322.0993,662.7568,5305.4959,16565.6951,2672.7162,470.2311,8267.4237,8253.4854,1942.2717,7592.0711,2844.5941,2876.1747,57669.0041,14716.0035,1133.8243,2897.7915,12829.4164,369.5627,4279.2146,2240.3798,325.2187,4218.5613,1852.157,4940.8128,1710.9375,12389.4353,6074.1687,1046.7326,811.4577,13521.19,11592.9315,9234.3638,7500.6198,669.0583,5589.4871,3769.3404,2497.1893,6172.0328,3135.3894,28297.5075,4116.7665,627.7855,6905.9508,6123.6608,17485.6414,3976.6121,1848.6036,268.6595,10496.0747,8415.7521,11150.1705,19535.8413,11471.0937,18769.8661,11493.2194,31648.1432,9274.2412,12630.5123,48246.1754,25164.2802,23554.2829,24327.6859,17830.2119,
PWY-1269,3101.0874,2887.6197,28863.5401,12879.2623,7236.0603,4092.2123,6930.8816,5403.8648,3441.1309,8945.4955,15638.5827,558.0792,2417.3867,776.8292,526.8095,768.7457,6559.5144,5432.9377,7480.8165,1635.3648,3545.7924,3664.3583,4315.7771,1430.193,153.0282,5569.8412,22735.6756,281.2728,1442.0514,20047.5783,12589.1439,2141.0066,4196.0759,1855.1771,1068.9165,11234.484,19360.1812,1075.4807,1494.3721,4179.0052,287.8803,1867.6918,480.8148,246.0928,3783.4319,573.8487,2107.8006,2725.4799,6241.2874,2857.336,1152.247,156.3476,20603.9869,3770.9191,3224.3553,4681.862,3256.8968,4444.0215,7699.7459,1610.3732,1626.8482,3323.5431,6176.7928,1433.7669,2324.4021,7433.5859,4549.7985,7968.8102,1958.8106,875.7558,40.6203,5034.2987,9794.7512,8828.9763,11815.1229,8340.1784,14488.9647,11254.5923,19797.6224,4230.3049,13587.6443,14905.2749,12819.8494,13676.8838,10151.1737,11224.2319,
PWY-1861,5056.7455,5858.036,10885.6376,29231.449,26596.5825,33710.4305,13475.3552,2192.2494,7987.6109,13999.7545,7155.931,1407.013,8358.8773,3879.1618,1490.2871,10695.689,38523.198,7294.1612,13182.5438,3134.4578,8863.9397,13502.3972,5507.8417,2806.5345,2121.5168,8262.331,13171.1843,664.5735,950.8758,9977.6842,37192.6043,4939.421,25655.3196,6914.5165,1832.8922,15105.5338,38707.8982,3299.4799,1485.3273,7456.1499,2033.7688,3265.975,1509.1752,413.6094,4632.3467,3120.9038,7144.1048,3330.5491,10995.2392,7365.6051,1499.5429,890.2409,59035.5411,5519.498,6734.4424,3142.5509,2358.1506,6305.627,2909.9862,3069.4751,3747.7909,1230.8468,55411.1445,8111.9561,1492.5682,11805.45,10100.0899,53040.9407,35774.897,2815.7131,216.6789,20011.2559,10500.2917,2932.2966,13182.0772,20778.0567,15466.9927,12296.7718,31751.7638,16171.3927,33009.7774,13844.916,42046.5342,17260.2025,4021.3269,40478.2423,
PWY-2941,15033.5084,38599.4809,77404.6199,64755.651,65914.3682,60603.171,30073.0374,27696.2187,29878.5671,28760.9304,20750.1845,8068.264,9896.9905,16242.3439,34035.2237,14014.8323,48673.6563,12828.1097,145218.3304,49777.7566,11023.846,31239.7342,14004.2472,50926.3801,95837.3496,100687.2303,32128.1806,32330.1633,30478.8272,29381.0617,43082.2244,7858.535,160672.8938,9025.273,27560.3742,37804.1334,119619.4949,3956.2645,28413.3566,38153.2055,24495.7882,13802.0492,12154.084,1657.3535,52187.6205,30878.1565,24845.2353,57053.2529,54926.5383,36718.7532,65762.4323,69811.4045,80169.5862,129820.3019,33018.5839,61882.6322,38074.8055,11345.1101,32551.4841,4287.9429,33255.3867,10343.2992,115895.5286,26727.4472,46689.893,23195.3021,16750.6019,65598.0194,52191.6158,5199.483,45673.35,100339.6682,19626.7123,29455.5966,50952.6506,6359.0392,88831.2747,134198.7176,148422.9066,73679.4198,26006.0521,108584.0712,72013.4244,50083.6682,286919.2795,43120.0021,
PWY-2942,17606.8328,42375.6691,97699.5133,77441.9468,77535.035,144749.5358,35745.7898,30353.7635,32925.3651,39357.7205,34947.2439,9071.2608,11429.5875,17666.3582,45451.9126,15467.3127,50502.698,35222.1094,150148.9654,52184.7609,12967.1509,35223.8912,18614.8683,51968.9444,96019.7405,102461.9437,50817.0256,32463.0346,31358.4773,45902.7219,47908.7491,8890.0254,163390.4761,13969.5369,28321.0258,179974.7428,136599.3395,6312.535,38960.4859,41055.4272,25491.8724,15885.4479,12983.4943,2469.1297,55224.8363,31962.7452,33013.7213,59854.6268,58865.536,38815.5992,67206.8321,70046.4555,112288.9352,133232.0037,50133.535,118584.15,39870.602,15097.7454,36002.2351,6724.7176,35264.8724,11834.222,119702.5784,29096.8472,48026.8676,29019.9106,21258.3183,69583.3364,52811.5462,6377.546,45694.7598,106590.4923,36008.3176,33727.7804,70453.9696,38031.1665,100893.9158,140847.8882,162214.5908,85227.5516,67558.4248,116288.3617,80915.9942,56082.3087,291114.8307,56122.0032,
PWY-3001,11266.7209,21838.5975,75653.8119,57011.9162,52065.4769,66153.9115,22348.0292,16371.1909,17946.0639,33930.0238,28413.5595,4735.2942,10114.3508,7090.0785,14175.1404,12439.9024,42059.0147,19344.2894,51167.8208,8760.6216,11693.7633,18399.6476,14423.6034,11754.1469,4665.979,27570.3625,45970.4394,1950.0527,7053.4987,40556.0822,43625.9298,7492.8891,49423.1762,10311.9975,7965.1163,91429.9803,92300.6445,4682.5251,9567.9092,19340.1415,4330.5521,8639.8377,4381.0557,1310.2822,22665.8208,8443.8534,14835.5583,22263.7546,34862.9636,16166.8488,8258.1048,3153.8516,89550.9273,36084.0886,27219.5083,24096.9646,15569.9349,10921.4718,19733.3169,5103.896,9425.0732,6303.9062,75991.3215,13927.2948,12825.9777,21473.0996,14980.5323,59958.8902,37629.008,4408.0611,437.7251,51132.1565,29091.0004,18548.298,57038.935,37340.5282,63781.8514,59050.8673,90926.6898,41246.5133,64118.2179,59203.4954,67077.8797,38328.2163,46927.6798,47170.3601,
PWY-3781,2249.4521,2361.8833,2696.7471,19889.8972,4551.3543,6672.0279,7778.9044,4063.3752,2637.8657,9239.5156,9516.7932,537.6777,2513.2793,460.3181,239.7126,1072.8558,4280.339,5082.8056,11976.0525,1424.5585,2370.1641,5194.7927,1780.637,2313.4667,129.3672,965.5558,6362.9975,93.4137,1712.4415,10895.4521,5384.3418,1132.3016,2955.3414,2855.3915,1054.4907,32159.8521,32615.8248,1156.3984,1154.2921,2980.9154,413.0542,813.8254,362.6525,203.8456,1366.8792,247.8058,1754.7853,1846.8274,2671.4721,3319.071,2085.4173,66.4936,18635.2443,1868.6886,2106.6629,2418.5339,751.9459,3677.6993,2295.8542,1763.8466,1241.9256,1244.496,11167.4658,706.5889,340.5577,3863.0218,2483.4425,6950.2027,2918.2599,720.8242,22.0953,2980.7134,8618.7337,6860.5133,2951.5738,2728.7146,17473.9712,2613.6988,24562.6318,8046.0358,2952.3825,15805.3566,4254.2254,21503.7978,5820.5879,21368.0611,
PWY-4361,9.7008,0,0,39.1038,0,0,0,0,12.5863,0,19.7799,0,0,0,0,7.7786,8.1737,0,50.5295,0,0,0,0,0,0,0,43.9785,0,15.8869,37.5757,20.0669,0,11.2471,0,0,0,45.8098,0,0,20.2074,0,0,0,0,12.8431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.9463,0,0,0,0,11.6967,15.6029,0,0,0,0,0,0,7.9576,39.175,0,30.0204,2.9788,2.6996,2.9822,2.8949,2.9835,0,54.0533,
PWY-4984,6020.8429,6673.2369,5998.288,1049.7827,2726.3684,264.6536,14045.872,4049.0934,11481.7776,6385.979,8928.9465,2841.7247,2728.6689,7196.2066,5976.0013,2742.9562,227.5099,12331.3613,590.9378,12028.5395,2393.4529,15314.1154,5971.1143,347.2575,25130.7544,414.6803,1169.6027,9077.7309,2470.3183,1270.2163,830.6599,776.3276,7051.6002,4543.9218,558.1434,354.8319,731.2075,2055.2899,8379.8695,13481.3436,4866.2659,5374.1827,3784.1609,631.8034,6045.7655,8920.6679,8449.1807,3472.0398,557.6551,14534.3943,3323.3528,26560.0714,657.2122,865.8466,800.8553,32724.4387,1646.0753,6035.2362,10016.778,2160.5055,10853.6252,3858.6497,360.7848,11914.9903,1446.2094,5002.6438,7550.3689,815.7575,148.7421,1897.6792,10217.2234,3162.2753,2065.0202,10907.793,1743.9595,5421.6808,32380.8636,4325.5016,39989.5651,14850.8535,9287.1955,10374.036,857.9897,19195.1073,32770.9256,9419.7313,
PWY-5005,0,5.5871,0,0,4.007,3.1903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.8007,0,0,5.5914,0,0,0,0,3.1879,0,0,0,7.1871,0,0,0,0,0,8.8,0,0,0,58.9496,0,0,0,0,15.9778,4.0054,0,0,0,0,0,0,0,3.1907,0,0,0,0,3.1913,0,0,0,12.7799,11.9934,0,0,0,0,0,4.0076,4.7963,1.6079,0,0,0,1.6079,0,
PWY-5022,1040.0983,1321.6306,3479.7731,10984.069,13161.853,2910.2529,3203.6146,2012.839,1281.969,4352.7294,3444.2315,474.0781,1007.427,2730.0994,179.6998,542.5008,983.9551,1691.9669,6531.8878,799.6044,955.1038,2000.3595,756.155,1150.9203,189.2885,343.8587,2208.5674,99.1916,1047.9601,4460.3048,1343.8911,482.1923,949.3246,1013.3797,611.7022,7788.7433,19661.4987,368.9345,593.5212,1388.636,263.0472,394.7766,288.4573,100.6452,456.429,853.9005,867.2528,2073.4839,1819.4339,1452.4731,1659.7272,214.5013,8189.4052,2072.8287,1125.8536,1132.1402,1100.3386,1168.8568,1077.7616,490.475,698.8351,546.2334,5547.9656,6447.3639,646.0568,1605.2343,980.963,2660.0655,1590.0161,304.3489,13.9895,2688.3764,3170.8658,2841.9312,4464.6456,2493.262,12674.9932,1031.2103,19158.416,5325.1266,3938.9259,8980.2012,5909.4894,9014.9045,3071.7666,9612.9034,
PWY-5088,0,2.2428,51.2289,2.24,2.2455,2.2399,0,0,0,2.2198,2.2339,0,0,0,2.2257,0,2.2197,2.2358,2.23,0,0,0,0,2.2104,0,2.2349,2.2481,0,0,2.2312,2.2344,0,2.2394,0,2.2387,2.2438,2.2414,0,2.2353,0,2.1915,0,0,0,2.236,0,2.2336,2.2076,4.4778,0,0,0,2.2437,2.2433,4.4425,2.2324,0,0,0,0,0,0,2.2406,0,0,0,0,2.2405,2.2257,0,0,2.2454,2.2419,2.0453,6.6508,0,0,0,0,0,0,0.8999,61.2538,0,0,0,
PWY-5097,17676.4547,41948.583,97125.8366,77577.7727,77289.9171,144068.4153,36065.6036,30088.9508,33040.1807,38998.2139,34538.7686,9053.2208,11297.1487,17128.5098,44497.0247,15279.7151,50356.9524,34909.5615,149890.501,51346.7026,12818.3351,35715.5058,18318.9429,51896.15,96017.3501,102333.3332,50367.495,32460.2067,31177.3187,45506.018,47654.1735,8809.9932,162972.8729,13969.0715,28269.0357,179324.4591,136599.621,6318.0651,38606.4041,41050.072,25163.5653,15602.2835,12814.5619,2427.2725,54633.1491,31951.2597,32718.7609,59562.3506,58433.5237,39030.8748,66704.1271,70040.792,111921.2528,133033.4623,49846.3552,117153.8024,39730.5882,15262.6922,35928.7847,6694.217,34737.6254,11805.3582,118273.9087,28153.238,47892.4834,29345.4672,21568.5731,69213.9032,52753.9438,6467.5228,45692.2862,106722.6514,35580.073,33615.2921,70198.1122,38420.1771,97526.6305,140217.8026,161123.8923,85116.2213,67778.6728,115951.9253,80867.2797,55718.0457,290411.9028,56661.2867,
PWY-5100,25438.8649,54589.7392,116717.786,105024.9139,106698.2994,151987.3017,47018.2749,42504.8598,50010.8217,51464.6786,30867.5998,12584.2136,15350.2893,33802.4646,47302.1563,23694.2829,62415.0579,33462.4402,223699.6649,90403.5779,17445.2963,50119.6744,34166.9012,78258.892,132308.0266,140788.8443,47627.2501,46426.113,46361.3385,43102.6085,53742.7161,11962.589,224502.5809,19209.8988,42037.728,180107.461,185667.2496,8553.564,44108.994,60446.2262,42894.73,31257.4978,22231.8752,3669.8311,73190.5406,42152.0729,32620.9965,85251.0007,77785.5414,53879.8416,104087.2066,99334.0449,116402.0428,190135.3808,58247.9607,126861.1652,54958.4227,18767.7109,47217.8452,8328.599,61596.8201,14423.6427,158459.9109,51029.522,67755.9851,39919.8582,29191.7521,86874.9481,68729.7956,9060.2766,59351.903,157078.8899,34673.8657,40038.9234,80875.1959,42991.9393,140881.0874,208447.936,221889.6722,115123.5348,79696.4161,158082.758,97624.5198,68559.8619,418687.1119,70879.8617,
PWY-5101,10156.4981,15683.0145,70321.203,53505.3489,58790.9954,37482.1902,25069.7944,11569.6628,14624.2145,33692.203,28912.3181,3474.3113,9999.541,5800.4319,7724.4161,10621.2872,40522.9437,15490.87,34526.5534,5991.6256,11477.0106,20542.3714,11431.6346,7549.437,2958.5567,16926.3566,48509.1544,1354.961,4139.2748,42314.3814,45944.1886,6930.6306,32211.367,10603.163,5196.3667,46549.3754,79397.8735,4930.8164,5191.4431,15061.8635,3014.0769,6171.2255,3052.521,906.0708,15040.6034,6637.455,10503.2076,14824.2651,28022.3583,13605.7508,4776.5625,1918.8273,76079.2737,23961.3026,17154.6723,13877.034,10133.9715,12128.7923,15731.3006,5344.9033,6677.9297,5917.7997,69874.113,12200.3892,7758.4327,23751.9331,17210.662,60357.3768,33519.1476,4683.8541,256.4329,39845.4676,25761.615,16871.9844,56342.6665,44290.857,58105.5487,40008.7486,75600.6276,25736.2742,74965.9115,43502.4131,67108.6236,36084.5144,28260.4179,56580.4419,
PWY-5103,7931.2857,12319.1336,59378.8604,42331.7576,37308.8517,30256.3246,19602.6458,9766.1447,11142.9574,27714.4744,24904.2055,2684.8386,8603.2294,4299.2287,5247.0285,9102.4846,35080.9159,12963.3942,26477.9581,4620.3235,9909.1605,15704.3811,9092.5958,5845.2594,2300.455,14106.1777,41429.7487,1013.7068,3396.1314,36200.8843,40166.9028,5945.4036,26255.878,8210.9522,3882.3983,29876.0231,63414.8471,3910.2276,4168.56,11613.1403,2262.2534,4745.0109,2287.7235,685.8605,11636.6602,5170.991,8695.6518,11661.1189,22705.358,10392.1628,3723.92,1371.6515,65473.4121,17928.3237,13645.961,10997.245,8185.4692,9958.1251,13055.8959,4308.2002,5119.4811,4985.4818,55982.4477,8951.3524,6283.9031,18605.253,13498.056,51394.9406,28852.1997,3476.9276,209.2008,28923.5606,21622.4699,14074.6415,46453.9234,37517.0943,43828.8827,32462.9444,54878.5308,19676.8049,61704.3653,35516.0137,57072.1116,29704.2108,21736.0709,44796.4359,
PWY-5104,10286.0727,14988.2627,64504.125,48813.4871,57968.6704,42907.3452,25037.1233,10227.0606,15136.0739,31104.1619,26993.9529,3554.0212,9070.3871,4595.6796,9542.5057,9747.5841,35278.6693,16634.8755,29533.4406,5442.9009,10454.1682,21422.0057,10313.342,6764.8786,2552.4013,14508.1526,44066.2902,1255.721,3710.8652,38316.8465,40693.5996,6177.4234,28341.9658,9847.3991,4547.2244,61387.4193,72168.772,4467.487,6028.6555,15029.3713,2524.9166,5501.4623,2806.2536,968.3434,13552.7523,6388.7975,11316.1236,13503.7763,24630.5105,13731.3064,4336.8972,1745.6744,75802.5786,21681.218,18899.1028,16517.3639,9030.2107,12039.4251,14418.5709,4962.2262,6128.0535,5442.4396,52003.804,8990.6985,6915.9235,24099.1179,17485.0323,53024.061,29014.3678,4980.3845,235.2528,37335.3578,25606.4211,15553.5275,54352.1491,43396.0134,47702.3642,35274.3393,71835.1722,27762.5441,73793.6488,38803.5072,61327.2744,29232.134,24237.3456,54773.9199,
PWY-5121,9634.2433,17198.7693,58824.737,42788.5811,35980.9779,137475.6444,20110.9479,11486.0454,14648.3487,28423.1392,27204.5029,4408.7294,9004.5583,4829.0807,27821.1248,11338.5392,32606.6716,31600.1942,35668.5161,6979.322,10335.337,18002.0651,11487.9628,8693.8641,3724.7358,15639.1377,37723.6079,1765.4764,4362.0976,33170.8845,36978.1792,6027.7602,31951.9973,9573.1652,5379.2675,171167.1217,68638.7124,4378.3909,25608.4848,15211.1245,3181.4427,6487.6416,3437.6347,1717.1916,14802.8194,7827.6798,22642.4503,14516.2425,22510.8415,13471.713,4910.6841,2473.0396,99375.0253,23000.0246,38652.8701,96137.2748,9518.0419,9873.814,15955.3713,4883.8166,7405.1305,5960.4499,49703.929,8744.9674,7843.6251,17520.2501,13096.1163,46968.4363,28203.6196,3784.2097,421.143,34688.1285,31214.3416,16828.5537,49036.4735,33239.1721,41267.7341,41100.0265,59256.8692,49576.6121,60121.2753,44211.7558,53325.545,32360.8252,27325.0122,39055.171,
PWY-5154,4133.0439,3770.6837,38668.9028,14264.4498,22959.0547,4502.0435,8050.9183,7232.8661,3332.7678,9975.5437,16596.8779,742.3308,1989.6111,979.1077,777.8127,590.2144,9916.5039,5644.3592,8047.9953,1374.5897,3715.5486,4066.4782,5542.2681,1253.4924,93.6311,9463.9725,26848.5743,108.1354,2188.5623,24458.6384,17858.1916,2776.2231,6673.5916,1723.6422,1429.6185,15689.879,18459.3872,1289.2174,2131.4136,4879.1827,301.5256,2530.1338,402.4943,301.8572,6181.9205,741.1333,2395.9299,4885.0257,9536.9245,3454.1331,1094.165,178.8304,22134.283,7096.7708,4525.3694,7013.7558,5377.773,5176.9224,8143.3672,1484.08,1622.1981,3600.5368,7414.6055,2075.2098,4125.0802,11326.6701,6897.2163,10221.9728,1239.6543,1303.9043,25.1092,10395.9032,10370.7691,10536.5332,19826.1707,12572.9035,16809.0537,19452.9575,26230.8321,2563.5678,21738.5886,18460.2896,18901.956,14036.4913,14642.447,2268.8781,
PWY-5177,18.0232,360.7004,583.3411,260.1462,625.3697,190.5061,38.3576,29.2529,28.1496,198.4747,153.8474,12.6622,37.5796,115.7297,9.6892,36.5054,9.9086,189.5749,213.2932,21.0969,25.3221,3.4797,76.0308,33.7888,1.9682,56.5689,920.3312,0,18.5306,192.488,97.3915,18.3052,137.0719,54.0831,78.1775,228.6141,383.1844,21.799,74.807,45.9132,5.7815,12.216,60.2223,0,77.5016,0,130.247,414.9682,507.8416,37.7148,31.7193,2.9617,269.0168,459.9916,212.0464,30.0177,168.08,1.9458,15.1642,17.2808,38.1052,0,182.7424,292.5531,179.7103,28.6994,0,451.1998,11.5711,24.7217,0,566.0081,313.2357,26.7544,299.0264,1565.7055,651.2129,7.9499,120.778,146.4256,214.1945,74.6024,78.1466,74.9119,39.9099,78.2573,
PWY-5180,0,218.8021,189.0404,146.0171,381.1626,140.9342,0,0,0,175.8784,95.3164,0,0,348.1024,68.1345,0,48.1744,97.7219,80.0935,76.4785,0,0,292.3382,40.4866,0,90.3829,773.361,0,0,86.8217,94.7355,0,144.9424,0,144.3638,220.9272,182.6973,0,107.1827,0,47.9048,16.6198,56.7569,0,107.4198,0,96.2345,1090.3972,283.0932,44.3349,0,0,228.8802,256.2826,109.7265,87.635,377.9064,0,8.5278,0,64.631,0,161.2178,785.3431,316.4476,0,0,956.0514,61.992,16.4402,0,362.1885,180.5465,7.3033,150.5267,909.8809,2885.3728,469.7453,2019.7062,45.8316,29.2618,751.5257,755.4269,15.8662,51.9103,51.356,
PWY-5182,0,218.8021,189.0404,146.0171,381.1626,140.9342,0,0,0,175.8784,95.3164,0,0,348.1024,68.1345,0,48.1744,97.7219,80.0935,76.4785,0,0,292.3382,40.4866,0,90.3829,773.361,0,0,86.8217,94.7355,0,144.9424,0,144.3638,220.9272,182.6973,0,107.1827,0,47.9048,16.6198,56.7569,0,107.4198,0,96.2345,1090.3972,283.0932,44.3349,0,0,228.8802,256.2826,109.7265,87.635,377.9064,0,8.5278,0,64.631,0,161.2178,785.3431,316.4476,0,0,956.0514,61.992,16.4402,0,362.1885,180.5465,7.3033,150.5267,909.8809,2885.3728,469.7453,2019.7062,45.8316,29.2618,751.5257,755.4269,15.8662,51.9103,51.356,
PWY-5188,4944.6758,2959.8669,15787.7377,29661.8761,18364.3494,3645.8609,10254.7048,3402.9752,7813.0154,14747.1908,5350.2193,1479.617,3004.8034,5212.242,407.8198,3175.9952,1817.8634,3676.8819,91770.0433,7293.5125,3606.1893,11207.4963,4516.4041,29196.7471,14372.0892,1055.2519,9999.0552,5192.0374,1476.3299,10497.0693,4104.6002,1556.8549,2771.0494,4031.5582,10344.3779,12781.2318,50028.3264,1699.8363,4663.8451,7696.8212,2292.6406,3095.7972,1780.2984,301.4644,1109.5895,4526.144,1685.539,4194.323,5039.0046,8732.9131,1880.7337,18729.9982,12249.5631,15596.702,3451.3375,27828.2128,2155.4241,5698.9492,6639.4873,2146.8331,6536.6926,2594.4992,6510.7403,8459.3216,2254.0708,8341.2049,6920.4281,7750.5827,1827.984,1854.5505,7841.3706,26640.2734,5600.3261,6916.4177,15110.1987,16569.0895,13370.6188,21249.9177,18724.7917,15246.0558,25822.0345,25560.9256,14222.4926,20999.0826,25206.8809,20298.8968,
PWY-5189,4306.5836,2682.3017,14546.6044,30658.2872,18688.5661,3304.1057,8499.9492,3193.3434,7091.0499,14232.376,4863.8268,1396.1095,2807.216,5174.5309,357.9247,2922.7974,1625.0763,3281.9506,92501.7285,7426.5317,3361.5336,9666.038,4500.3009,29315.567,14467.7249,963.1265,9193.8959,5220.2651,1395.4415,9732.0941,3741.1699,1443.589,2513.2621,3999.2019,10454.4542,11795.5138,51914.6665,1681.7594,4090.2401,7177.9231,2365.5583,3223.3699,1817.2469,278.7609,1003.9418,4636.5847,1499.8848,3932.8326,4706.6218,8772.5868,1813.5834,18772.2502,11207.3119,16203.41,3202.6646,24757.3853,1991.1395,4955.9926,6424.312,2112.0005,6692.0718,2515.8061,5901.6059,8371.7206,2133.5848,5719.655,5281.8658,6899.0336,1645.8505,1201.9697,7849.0786,27874.5101,5178.4403,6628.8824,13722.3246,15603.9938,12495.8827,21872.2758,17919.2139,15803.3162,24063.9413,26479.961,12969.1974,20988.3548,25823.3753,19492.1125,
