#OTU ID,SLCFP021,LYZdtt351,SLCFP069,SLCFP111,LYZdtt364,SLCdtt050,SLCdtt110,SLCdtt075,LYZFP304,SLCFP067,SLCdtt019,SLCFP051,SLCdtt002,LYZFP328,LYZFP317,LYZdtt328,SLCFP093,SLCdtt021,SLCdtt111,SLCFP091,LYZFP327,SLCdtt074,LYZdtt304,LYZdtt317,SLCFP073,SLCFP128,LYZdtt305,SLCFP092,SLCFP002,LYZdtt329,SLCFP019a,SLCdtt092,LYZFP316,SLCFP075,SLCdtt020,SLCFP049,LYZFP339,LYZFP315,SLCdtt128,LYZdtt341,SLCFP050,LYZFP352,SLCdtt051,LYZFP305,LYZdtt340,SLCFP127,LYZFP340,SLCFP129,LYZdtt363,LYZdtt365,LYZdtt315,LYZFP351,SLCFP074,LYZFP303,SLCFP003,SLCFP068,SLCdtt069,SLCdtt129,SLCdtt109,LYZdtt352,LYZdtt353,LYZdtt316,SLCdtt093,SLCdtt001,LYZdtt303,SLCFP001,SLCFP110,SLCdtt068,LYZFP353,SLCFP109,LYZdtt339,SLCdtt003,LYZdtt327,SLCFP020,SLCdtt067,LYZFP329,LYZFP341,SLCdtt163,SLCdtt164,SLCdtt145,SLCFP164,SLCdtt146,SLCFP163,SLCFP145,SLCFP165,SLCdtt165,SLCFP146,SLCFP147,SLCdtt147,taxonomy
PWY-5857,385.9737,285.8472,108.8348,344.88,552.1086,24.7376,138.1295,16.06,291.9129,179.4185,44.3451,132.0358,389.5905,202.7362,3728.6578,441.9619,1147.6566,102.8415,159.7781,1106.4638,409.7115,76.6178,3404.8262,439.3777,0,80.6299,375.317,976.4479,430.9944,409.5064,342.8783,195.4385,413.6891,0,144.7381,233.7284,207.3857,399.2447,39.3899,383.292,127.7083,155.0396,39.3534,247.4989,247.6084,48.7512,98.6886,14.8232,339.268,457.3803,2537.8236,375.4633,0,312.8847,601.1407,101.281,79.3797,85.7991,334.8164,302.1009,267.3362,503.6902,443.7617,292.658,24212.8261,755.9463,165.576,0,103.1816,465.1636,1206.901,622.0447,565.2885,443.6619,226.6008,347.2152,135.3969,1417.9285,47.6188,68.4941,111.4095,25.178,118.1471,635.6431,161.4129,211.6765,108.7991,951.2165,158.7385,
PWY-5860,33.4042,344.1335,0,51.5108,769.8453,0,40.13,34.9411,475.9856,0,29.4872,100.4662,354.9762,467.2285,421.9072,776.3617,114.4539,0,0,0,725.7648,193.0714,5688.2782,548.6174,0,0,621.5826,89.6067,61.5013,764.3467,0,0,544.3994,0,0,235.5349,375.9552,524.8966,0,646.9487,101.3405,178.8071,0,517.6688,403.5439,0,184.9499,0,534.2745,596.1747,7764.9916,457.4412,0,479.1678,0,0,30.9967,0,60.8963,386.7901,361.478,759.5118,0,519.36,27286.9411,176.7386,0,0,168.6926,0,2783.8607,747.2485,1056.6478,0,488.2922,749.9535,253.92,7.997,1.9942,3.9978,13.1725,1.9482,8.3115,13.9588,16.0899,1.7327,116.1222,1591.5808,1.9952,
PWY-5861,176.9785,523.3334,1556.6938,233.2359,985.4868,54.2189,114.1437,71.6908,719.8528,5704.3131,255.3536,1401.5004,745.0284,950.6707,673.5385,1115.9302,312.7052,46.0153,43.4384,23.9279,1006.7114,562.2458,9371.0044,796.2671,133.5409,81.6822,870.0795,189.848,103.7917,1166.471,183.584,118.4823,848.1221,74.999,164.8373,678.9542,529.3209,762.969,23.3188,917.048,1658.7838,585.9756,102.5746,796.3218,551.0059,19.9407,277.5177,102.5179,757.572,823.1257,22173.3333,697.3056,80.8242,706.8583,219.2642,4006.8255,703.7481,17.7154,387.1057,551.9782,507.0034,1063.9773,92.369,885.1784,33312.8644,297.6071,58.1961,390.8905,340.4235,167.4645,4329.6231,9137.1993,1544.4807,202.7183,1781.449,1387.1471,383.7976,15306.4323,452.2408,5557.8898,21.9106,45.5613,14.917,3317.4226,25.4686,6.5602,1191.399,2387.6763,547.3425,
PWY-5862,34.9399,415.4767,69.6136,188.25,838.9267,51.3059,104.6404,63.8387,555.6346,94.7583,54.6805,161.2525,589.4809,561.4555,421.9072,799.833,123.2958,43.6354,42.1239,22.6376,725.7648,457.6287,5688.2782,548.6174,62.2347,73.747,621.5826,164.6374,93.9025,797.5093,138.567,112.0187,544.3994,41.3267,151.0002,235.5349,451.4151,524.8966,22.5882,646.9487,190.7869,537.7643,85.594,517.6688,403.5439,17.7384,245.5467,81.8367,534.2745,673.2318,7764.9916,605.9627,0,479.1678,185.7089,140.1776,246.2856,16.8344,165.9522,502.0199,441.0729,759.5118,86.3194,519.36,27286.9411,261.9984,55.3712,183.0334,293.274,159.6586,2783.8607,1214.9741,1056.6478,146.3945,488.2922,753.199,302.3458,1362.3906,368.0732,2617.4871,20.3649,44.3387,13.7528,271.5154,21.2471,6.5274,186.7486,1591.5808,266.7828,
PWY-5863,89.8012,262.9991,906.4283,119.676,552.2156,27.3249,57.8785,36.1142,362.8706,3716.4262,130.6841,820.5597,389.3173,492.2459,338.3712,573.9461,158.7973,23.2255,21.8243,11.9749,507.8252,287.7109,5228.3147,399.9751,66.9965,40.9524,439.8943,95.5589,52.1944,595.6242,93.1635,60.1201,426.9487,37.734,85.6454,353.5664,266.4922,383.4549,11.6958,462.4133,945.1739,298.4255,51.9491,401.9871,282.1238,9.9788,139.6354,51.7342,390.8756,428.9467,18651.1443,353.2448,40.5235,355.1517,110.8004,2479.689,376.9002,8.8636,196.7039,277.4732,254.2238,537.2848,46.3504,504.9795,23098.3051,150.2364,29.5272,209.1913,173.4387,84.5197,3037.603,9769.1356,785.3162,102.7706,971.3753,718.0678,193.652,8675.4165,230.285,2986.342,10.962,22.8873,7.4615,1755.9696,12.7476,3.2804,610.0323,1329.6045,276.9382,
PWY-5896,50.0063,509.1131,0,76.811,1099.1268,0,59.8612,51.9287,704.8479,0,43.9781,149.3931,514.722,692.191,631.4507,1140.4996,169.9742,0,0,0,1080.5371,285.004,8170.073,817.77,0,0,912.5589,133.7732,91.7914,1133.5622,0,0,811.6721,0,0,349.953,559.4615,783.8807,0,960.6561,150.9608,266.2409,0,771.2885,584.3884,0,275.4833,0,789.6659,893.9588,9640.6955,679.6174,0,712.6585,0,0,46.3949,0,91.0516,571.6515,540.1338,1124.6482,0,694.4373,37370.3062,262.9762,0,0,250.0897,0,3200.4759,1091.8042,1553.0462,0,692.6494,1111.2072,377.0301,11.9943,2.9909,5.996,19.7514,2.9215,12.4646,20.9289,24.119,2.599,173.5829,2188.8121,2.9926,
PWY-5897,231.0765,677.2544,1786.9286,302.1715,1251.3026,70.9226,148.7412,93.0396,933.3986,5939.4124,326.2334,1725.5233,941.4658,1231.5975,884.5006,1438.5446,405.3302,60.1234,56.8398,31.3773,1313.5616,719.1099,11807.9855,1039.2733,174.352,106.9112,1122.2883,248.3031,135.6577,1516.5647,239.5399,154.1913,1108.3065,97.7295,213.1792,879.402,690.0633,998.8367,30.5463,1192.0951,2051.05,757.8231,134.0916,1045.1395,700.4802,26.138,361.8927,133.23,983.6953,1085.47,22341.715,907.2844,105.7455,921.5154,285.6644,4446.9468,899.2964,23.2261,505.0417,714.2137,662.968,1385.7225,120.758,1048.1232,41572.4798,387.8204,75.9111,492.8288,440.3073,218.6473,4585.3173,14041.4709,1990.8387,264.5298,2085.5426,1799.8328,498.9846,18056.108,585.5786,6665.2855,28.749,59.5863,19.575,4117.8453,33.41,8.6097,1538.4735,2915.5605,711.344,
PWY-5898,231.0765,677.2544,1786.9286,302.1715,1251.3026,70.9226,148.7412,93.0396,933.3986,5939.4124,326.2334,1725.5233,941.4658,1231.5975,884.5006,1438.5446,405.3302,60.1234,56.8398,31.3773,1313.5616,719.1099,11807.9855,1039.2733,174.352,106.9112,1122.2883,248.3031,135.6577,1516.5647,239.5399,154.1913,1108.3065,97.7295,213.1792,879.402,690.0633,998.8367,30.5463,1192.0951,2051.05,757.8231,134.0916,1045.1395,700.4802,26.138,361.8927,133.23,983.6953,1085.47,22341.715,907.2844,105.7455,921.5154,285.6644,4446.9468,899.2964,23.2261,505.0417,714.2137,662.968,1385.7225,120.758,1048.1232,41572.4798,387.8204,75.9111,492.8288,440.3073,218.6473,4585.3173,14041.4709,1990.8387,264.5298,2085.5426,1799.8328,498.9846,18056.108,585.5786,6665.2855,28.749,59.5863,19.575,4117.8453,33.41,8.6097,1538.4735,2915.5605,711.344,
PWY-5899,231.0765,677.2544,1786.9286,302.1715,1251.3026,70.9226,148.7412,93.0396,933.3986,5939.4124,326.2334,1725.5233,941.4658,1231.5975,884.5006,1438.5446,405.3302,60.1234,56.8398,31.3773,1313.5616,719.1099,11807.9855,1039.2733,174.352,106.9112,1122.2883,248.3031,135.6577,1516.5647,239.5399,154.1913,1108.3065,97.7295,213.1792,879.402,690.0633,998.8367,30.5463,1192.0951,2051.05,757.8231,134.0916,1045.1395,700.4802,26.138,361.8927,133.23,983.6953,1085.47,22341.715,907.2844,105.7455,921.5154,285.6644,4446.9468,899.2964,23.2261,505.0417,714.2137,662.968,1385.7225,120.758,1048.1232,41572.4798,387.8204,75.9111,492.8288,440.3073,218.6473,4585.3173,14041.4709,1990.8387,264.5298,2085.5426,1799.8328,498.9846,18056.108,585.5786,6665.2855,28.749,59.5863,19.575,4117.8453,33.41,8.6097,1538.4735,2915.5605,711.344,
PWY-5910,3026.4121,70925.9193,4412.9172,3749.8107,1512.6257,1939.4647,4415.6967,7712.9437,46130.7708,6421.3491,5947.3603,2062.5324,10459.1072,4713.7505,133361.1435,12962.4258,17507.3754,1624.94,5036.7657,15548.0977,30710.1368,19227.0678,34800.9758,110052.7197,11739.9707,8525.8223,41084.987,29813.5221,8741.9152,13124.5222,3005.6577,14280.5438,61439.9722,5884.4028,1357.4669,2329.2323,26313.1227,73296.0956,2883.5885,53551.2555,2964.2871,8836.6016,1344.7803,127286.1341,12322.8087,6699.9053,15938.1918,4177.8853,4208.6396,3303.5543,30103.2545,11879.0628,10766.8735,82261.6538,9376.6413,6072.2723,3598.2156,9566.3239,19487.8386,62796.7326,63492.0474,89506.748,12824.2878,3318.8236,24001.2411,11717.4964,1237.1331,2267.1677,4975.0047,5684.7143,8909.3271,23713.311,30328.9057,3944.9848,12090.0991,4400.9743,16072.6741,53093.2986,14071.5536,52895.1162,12730.2603,5021.0579,12484.7388,22491.2005,9672.0192,27863.6353,26886.7058,8766.0832,16717.647,
PWY-5913,5468.895,5828.0495,2945.879,3680.9959,9953.4227,3188.6429,3799.1727,1317.3166,11426.871,6522.5536,1249.0868,6069.7731,5296.4117,6295.1835,13607.0749,14889.6021,9779.0474,2602.4819,3950.109,9927.2845,9594.8239,4151.9973,81224.1991,47312.2903,3234.9807,5766.5821,3723.8044,13640.3142,6843.0548,16508.7302,4373.5339,4187.1004,9357.9253,1102.3428,3116.3023,5293.203,7783.0459,9924.6005,3472.5148,59711.1227,5362.6702,6046.3272,3047.2976,6849.8979,6605.2186,2947.7981,5530.7234,2773.7217,8423.1453,1033387.201,14018.5643,9591.3898,1791.9874,6161.7277,7578.3424,5603.8248,5818.8117,2990.1088,10451.0616,7080.3119,57372.8327,9239.813,3959.3454,1804.1466,235437.4188,9623.9605,1986.1059,2414.2018,3735.46,6635.3905,3648.2099,14506.0406,7896.0472,5307.9687,3204.8143,10581.1062,5902.9248,48193.9279,5020.8421,17805.5375,6475.501,3839.8571,8033.1508,11975.8345,5436.7599,7178.4302,19901.4214,7327.9752,7914.9466,
PWY-5918,484.5623,979.5853,199.8846,462.845,2534.704,411.8762,538.421,196.295,6299.9519,205.5398,294.3447,343.4149,1341.385,1044.5075,7721.9111,1338.6079,540.7352,440.3561,433.423,449.1367,776.7509,1042.6974,75128.8289,35037.6271,192.95,487.2992,700.9107,677.6715,448.2154,3494.6617,793.7332,665.7457,2571.1344,103.4792,702.4991,439.1972,1046.5693,592.6277,467.6394,33017.6146,278.9979,2331.0217,418.1552,498.5853,1805.6888,184.9842,740.4637,403.6648,589.0097,191797.5858,11779.765,1569.0343,62.9289,605.762,837.6978,208.9078,755.321,233.8601,509.7736,1727.6524,47644.0542,875.6853,693.7396,609.218,157732.8642,932.8136,381.263,290.9734,768.507,1003.1082,3919.9741,13857.25,1056.3993,632.2742,713.3883,1633.6246,691.7505,22618.8499,1043.7114,14682.6683,167.3726,485.2575,105.3838,1124.6925,157.6623,550.7451,594.8743,1570.8234,1319.483,
PWY-5920,26.9756,247.8589,0,28.7641,727.4665,37.6165,48.9104,23.9978,387.5589,50.5985,15.4589,48.1727,234.3283,273.3739,4359.6921,536.4834,69.7925,23.1625,61.7499,0,433.8163,116.183,5248.0086,487.8262,0,112.5972,351.1671,61.2857,47.5416,591.2878,38.6919,0,416.0057,0,63.7805,121.4324,280.8493,303.214,58.8064,609.3582,47.2563,134.5481,0,217.3159,356.1655,65.2592,140.659,23.1201,307.4834,587.7056,3961.7353,327.689,0,289.8784,35.0228,0,38.6527,105.8132,66.1032,310.0655,347.4033,455.7927,27.3033,300.5553,35383.1195,153.5859,66.8323,0,111.4382,93.7021,1780.3901,382.263,503.8771,45.7282,238.1179,458.7759,183.1298,2158.3241,23.6559,3.9993,48.9799,15.6638,59.4284,661.9491,11.4529,185.948,58.1464,398.3739,58.3008,
PWY-5971,836.1711,2579.5698,243.2653,467,1312.4211,113.3488,232.3076,64.2947,1117.3928,323.976,114.9494,414.7195,472.4085,729.3467,8944.4372,1291.7146,733.6259,247.5813,141.1909,505.6255,1591.0581,257.3982,7513.0143,1381.3086,93.7722,345.4212,1340.8099,645.8498,303.1183,1543.2333,741.3673,190.4479,1582.7901,79.6012,265.8181,552.0491,1922.892,1488.1629,125.35,1816.2231,441.6524,1268.9582,148.4592,748.3336,798.489,95.547,1021.5516,208.7478,980.3763,1063.8247,11752.8589,2933.2178,39.9457,1238.0172,335.7939,304.1844,465.7498,141.2563,230.9186,3040.0507,1224.7999,1997.0125,326.8733,606.0312,51415.7861,677.3178,197.5751,200.9463,816.895,626.8272,3010.7393,641.2974,1848.129,1083.2082,638.0186,1351.8402,972.8299,1553.0466,226.9458,5860.294,731.0559,23.2195,669.2249,1467.5191,454.8733,949.2767,236.4064,1949.1403,511.7694,
PWY-5973,13294.1362,162906.0804,9864.2273,15437.2494,101756.4976,24731.9337,23481.9172,16935.7534,97469.9939,13612.6041,9761.8413,20470.6129,33777.0775,43119.4446,193613.2817,101248.0943,22508.5257,9159.7626,22896.1763,21596.5614,87243.5202,68158.7903,164019.0153,327897.8625,30015.8001,19987.8587,101004.4759,36324.5854,14651.2134,108458.3964,11674.7912,32824.8053,119340.2827,12553.9348,13437.6507,18813.5771,52166.6625,131991.2605,26583.5219,899956.9544,13571.0873,38699.8199,19451.5324,354070.7653,74450.5273,15207.8272,39604.168,10501.6184,72775.4934,1008488.636,70395.5251,57165.4454,22764.777,254403.1517,20586.2629,12332.9937,28548.8337,20610.8296,25922.7957,134906.7948,132357.0772,179864.5463,40403.0707,4911.7849,505803.84,17989.1111,9043.6827,12570.0185,32322.7011,16567.7823,16965.5172,35793.0493,63018.3862,13823.4952,21603.7747,79860.1927,45307.5945,109967.4486,85253.1504,80778.5501,30319.5905,14223.4183,27734.5745,32632.8313,26979.1171,73039.0206,37067.1275,22332.4582,53609.4419,
PWY-5989,518.3148,1549.229,147.1762,283.7142,825.1657,68.2613,139.9125,38.6065,672.8528,195.9375,69.1917,252.5556,284.8968,443.1291,5371.1241,781.4299,443.1587,150.6761,84.8852,305.3241,962.1948,154.6176,4622.537,829.4881,56.316,208.6553,805.8702,388.5679,183.1333,934.81,458.8885,114.3441,953.6465,47.8593,161.7847,337.9357,1170.2721,895.9973,75.4429,1090.5531,269.3993,773.5659,89.7261,448.0145,481.5896,57.4492,619.2067,126.2199,596.9486,648.5605,7513.859,1807.4084,23.9818,742.6602,202.6616,184.1029,282.3648,84.9355,138.8268,1830.611,737.6545,1199.9248,196.6756,378.766,34387.223,411.9235,120.0326,121.4835,497.1695,382.1477,1897.941,387.1253,1121.1255,674.3055,384.9069,827.7477,588.731,936.7505,136.3061,3584.1063,442.8038,13.9403,405.4046,893.0146,274.7504,572.3792,142.1261,1209.5264,308.2638,
PWY-6071,7.54,108.3432,0,11.7305,319.9131,0,9.8971,9.0548,146.5542,0,5.7292,18.9511,95.067,117.0008,134.2753,251.3443,26.1366,0,0,0,232.0071,46.1055,1895.0824,177.4622,0,0,205.9742,23.2527,17.6665,232.8582,0,0,166.8816,0,0,52.158,119.5206,165.5766,0,214.1117,18.639,43.1253,0,156.3765,141.7725,0,57.4667,0,175.5031,208.1847,1777.775,140.6322,0,151.7667,0,0,6.2112,0,13.1339,125.8086,123.8916,252.1945,0,154.1838,14248.2438,51.8597,0,0,46.1124,0,876.9101,145.0179,336.3888,0,104.9928,198.8427,78.7839,1.6894,0.4218,0.8401,4.0014,0.419,2.4547,2.9557,4.8844,0.4224,24.0341,528.4789,0.4216,
PWY-6121,16807.474,177692.2149,10664.3162,14782.2879,98242.549,25185.9875,22614.3311,17527.0362,101751.4236,14461.7957,11369.8074,21179.5699,35094.328,49358.9184,195763.729,104929.8976,21659.4671,10163.7631,22046.6591,20807.2391,113043.602,68348.0959,166632.0549,320919.8363,32644.1348,22227.2274,104947.4016,34579.8102,15101.5438,114656.8313,17170.7425,32619.5675,125012.2844,13283.332,14007.4281,20500.0224,75814.876,138725.9194,27144.6441,840409.2494,14466.7949,41153.6936,20008.2261,364904.7573,75981.9705,16851.3585,50518.1288,11589.8828,73313.3678,1052588.993,61920.2903,63074.8621,24811.2769,266289.8416,21589.2092,13188,30217.8726,22357.1842,26777.3837,144577.1662,140185.5442,186842.3275,41601.9334,5105.0277,496526.2208,18472.4349,8734.6726,12943.9075,32807.6224,16291.912,17335.6333,36838.4754,75079.8341,18393.3756,22771.787,81869.5946,52958.7929,115546.2842,83658.3831,88027.3045,30885.8824,14619.8707,30764.967,34412.9468,26862.8612,77899.9477,38422.7149,23308.8106,59544.2135,
PWY-6122,16530.9954,183879.518,11001.1399,14849.0256,99713.5135,26037.7106,23039.4429,18062.534,104267.5042,14684.4523,11680.9737,21497.9668,37309.0194,48654.0282,201526.7881,105914.6689,22428.6086,10206.53,22420.8734,21258.7006,111662.5411,70402.309,172078.2954,327205.7034,33219.7511,22412.041,108025.1085,35840.3854,15445.4506,113940.6055,17030.0278,34301.8783,127236.565,13535.8844,14180.317,20124.0195,76286.9696,141160.5416,28603.162,845444.7585,14360.3098,40949.863,20136.4965,378515.6465,77877.2644,17154.0983,50952.8188,11941.6734,73053.4117,1093312.735,62515.435,62148.6202,25156.7957,275054.4118,22284.3231,13312.7597,30404.1267,22968.4319,27459.5304,149062.5978,145636.3454,193225.8411,42478.2071,5175.4225,510412.8836,18433.6893,8772.4557,13223.7516,32770.8799,16067.5165,17661.243,38197.9239,75241.5252,18208.4524,23573.7373,80558.5599,53507.2725,117396.7707,85311.5974,91796.2473,30560.7786,14959.3158,30376.8114,34992.1973,26750.5088,78614.2833,39416.9086,23649.3396,60483.052,
PWY-6123,14654.5621,159625.1977,8716.3709,13558.8851,88700.3053,21437.9829,20585.0262,15040.2256,85793.2479,12234.8083,9873.7817,17794.6961,30135.3389,42814.6202,180605.8881,91442.4971,18850.7479,9003.4691,20190.1204,18208.3185,94431.2898,59313.3108,143095.3466,292612.9855,28601.9457,17886.5805,95798.2991,30949.4922,12968.907,100666.0113,14837.4741,28553.2637,105934.8696,11223.337,12410.4863,16660.869,62449.9157,119268.1208,23184.7948,815885.285,11996.9051,35175.9009,16946.7085,342411.7632,67375.9038,14401.0143,42427.0902,9240.3892,64911.9319,908053.7794,52631.7403,53587.6946,20679.3289,245086.1402,18248.8741,11005.4792,26096.1934,18903.4746,23882.427,128458.865,119518.4672,168122.7145,35939.1988,4421.927,420298.6505,16112.5815,7934.0862,11029.7704,28645.5764,14913.6533,14676.4739,31648.6833,62596.7602,15989.7978,20216.5395,71596.3018,44994.6392,98110.9515,74542.1697,76420.0007,26640.6013,12727.2684,25741.8929,29555.2707,23566.8756,65854.9942,32537.3575,19681.5122,49395.3376,
PWY-6125,8025.0935,159269.6557,7041.1741,4710.5248,13951.943,5935.5652,5463.0642,11956.2015,73349.3069,12758.0908,9710.729,7204.7884,16495.5624,13843.4312,201521.1375,35607.0316,18794.0184,4527.8691,7230.0073,16776.6409,54512.2081,31613.2421,123396.0506,184984.95,28353.7146,15493.4018,98282.3035,33962.9262,9111.8099,37084.7263,6984.9625,20338.4584,96678.2557,9147.7836,4976.6694,7337.1197,43584.4941,115433.1482,7165.3254,137229.2297,6866.369,17957.4301,5542.1664,370220.4485,26553.7425,14477.7906,27222.8267,7137.3933,16934.524,898391.7666,48668.3923,25895.5038,18716.352,255716.0754,10638.8866,10592.0579,13356.1566,18656.9211,21985.2633,124473.8988,122203.1845,167979.2747,24428.0195,4599.3177,289135.2117,13121.0791,2575.6628,4898.4914,11100.512,8329.9789,13814.6506,30732.997,50698.7361,8725.3415,21041.7425,18476.0297,28102.0216,92216.2483,27487.3222,77593.8994,18512.6316,5747.495,20301.8169,32423.8863,14895.4894,44940.891,24477.1604,12291.4501,32035.4582,
PWY-6126,17626.9924,177622.1165,11439.9021,18295.1608,59482.027,20027.3764,23849.636,17850.2229,101803.1619,15898.3618,12080.0158,18791.5328,36522.4203,44414.9529,209415.4216,86509.6332,31678.2869,9386.684,23558.0038,30300.0702,108560.2956,62592.5434,164424.2303,291191.9004,32951.6101,22112.5011,107460.1408,49998.2576,20868.9307,102325.6006,17438.679,35325.2227,127189.1765,13817.6214,12089.9867,18848.7574,69989.5907,141904.8671,20299.7236,288005.5424,14255.578,36558.7644,17174.8408,376022.2753,58447.3224,17350.9215,46473.4767,11321.5244,54015.3324,1001769.885,63626.9992,55668.5633,25296.9916,269545.8965,26831.1744,14610.6264,24812.4561,22753.7429,38142.7053,144476.4634,139333.6157,192317.722,41017.1228,6549.5483,549790.0343,26663.4525,9351.7596,11576.6716,27084.6113,21090.9814,18561.7922,42658.5375,72326.0556,19765.8282,24967.9348,70771.9601,48654.6474,117024.3494,70097.6115,102297.6087,35900.0891,16802.5668,33389.0916,44495.7412,31284.9423,80563.8248,56941.3418,27727.8832,57311.4692,
PWY-6147,6965.7496,20999.4114,4632.7261,7474.2157,36580.7776,13336.1435,10953.1167,5135.8009,31805.6798,4912.6714,2148.0693,13102.2639,15501.7746,20656.2425,94344.2594,37298.9367,8515.8366,4667.6842,11178.357,8975.9678,34620.325,26383.1164,55760.1641,41630.3,6614.0148,9755.1795,16814.3967,12967.2928,7580.7466,40852.1411,7016.2188,14031.5303,52212.48,4049.4568,5775.516,14163.8525,20277.9798,60507.1356,14246.5257,25855.5659,8897.3006,17865.8566,11120.5966,39713.5208,24322.1591,4629.0189,15369.326,5374.4752,38277.4206,42205.0629,33902.1501,30142.8397,7216.2669,30852.9464,11368.7157,5194.0422,12465.9391,6234.9153,7044.1646,22693.4668,24261.9094,40301.3982,18462.0794,1924.6266,325485.5171,9697.5888,4483.4533,5967.2725,15133.3556,7817.3632,5610.0334,18661.4997,19417.8221,7421.753,4882.4034,40807.3607,17240.8256,46005.821,33657.0732,18677.2449,15408.5073,5677.5115,17626.8852,10288.0484,13033.8694,33104.7977,16085.5768,11188.7287,21883.7333,
PWY-6151,12426.2099,142689.6704,6781.545,12491.6548,70444.5933,14684.4988,19562.4141,13444.1271,75735.4453,9411.8472,9370.2684,12994.4312,24382.3698,36856.1185,161046.5654,73945.7838,18357.68,7511.6328,18289.662,17366.2422,88885.55,51069.6905,93982.8384,275165.3516,26447.7014,15458.7028,87014.5703,30264.107,12433.4339,86196.5337,13644.1382,25913.9534,95521.4836,10482.6397,9975.0693,13637.25,58191.5068,107998.6662,17503.5996,796086.9553,9282.5969,26487.2061,12316.7225,311128.4901,52956.818,13122.1794,37959.953,7429.8905,51982.494,35347.3902,49455.0664,40134.944,19829.8062,222538.8334,15875.5525,9120.664,13862.9764,17039.5296,27287.1932,112494.2797,76231.7347,151847.2575,27143.0738,4397.4855,390118.1987,15794.5569,6751.9725,7795.9532,21046.0549,13895.6737,13568.3402,30247.921,59262.4647,14423.5732,18380.7921,55115.7238,39114.8197,82694.3062,69059.8639,72142.4838,25609.7848,11894.9569,23255.3168,30388.4067,21843.4801,62149.3752,33819.4777,16641.3166,42283.2819,
PWY-6163,14175.0046,39640.5377,6887.0766,14750.0164,104561.576,23649.8612,23174.2915,10349.1387,53155.0849,8034.5395,4136.1975,19499.9151,28328.5116,43697.6818,22688.1331,95923.4682,11997.866,9153.4283,21662.9997,12967.1704,70175.1805,55990.3553,133018.7137,237023.1459,9270.0295,11875.9325,19983.4279,15000.0445,11495.7002,103105.5423,13668.7469,22272.102,54659.1363,7606.6624,13564.3707,17349.7836,40552.5004,48996.3832,25530.5114,869410.4826,11843.3523,32924.0985,18644.9877,16400.1467,67275.9241,5357.1789,32131.0172,7248.5622,72703.7608,912511.6826,43637.7244,50357.7638,11299.7509,31334.4778,17394.4998,7537.329,26176.1362,7926.7341,16228.8465,42053.6211,73148.3637,50021.6748,31289.1134,2946.5017,420209.7834,13719.6314,8843.107,11274.387,29356.3785,14825.2639,11347.0365,25338.8301,35969.3934,14871.5625,7221.6554,77320.2985,35892.0443,62919.7831,79016.8574,41770.4741,21347.0489,12738.8639,19282.0352,13661.9021,20640.9424,51834.6023,27026.0939,18798.3034,41111.4795,
PWY-6165,36.677,0,0,55.1719,0,0,43.6816,0,0,0,23.9133,77.8328,281.1914,0,263.5419,0,140.4817,0,0,0,0,0,83.6675,0,0,0,0,120.033,87.5506,0,0,0,0,0,0,166.4356,0,0,0,0,74.2481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.1413,0,62.2588,0,0,0,0,104.939,0,164.3055,0,0,0,0,0,382.914,0,0,45.6207,0,0,7.7167,1.9617,3.9224,18.2957,1.9175,11.2138,10.9155,22.7923,1.9828,78.3488,266.2141,1.989,
PWY-621,13326.6881,197089.2885,10785.6004,15364.6953,105335.91,25794.4706,25298.7516,18556.4261,102977.2061,13572.5964,12663.3139,21713.1145,38543.085,41558.8222,159902.9937,105223.7041,28183.1566,9423.1563,23496.6775,25122.1016,86446.4451,72602.4594,139424.9574,369928.3699,36990.335,22403.1965,116034.5838,44810.1483,18858.3559,109520.8712,15122.2374,36573.6576,115440.5614,14309.8562,13581.4194,19337.5311,72515.1525,123938.4477,26779.7989,1074209.057,13926.9424,37587.5331,19890.8845,402077.9488,77542.5206,18713.6616,48800.4328,11674.0708,72332.563,87454.0135,60303.0176,54972.3524,27107.0961,294416.6632,24756.7659,12559.8693,24586.5603,24293.7425,33529.2672,157419.9198,126653.7817,194505.5302,41226.9801,5924.0184,599531.7019,22662.6606,8770.8017,12399.5923,31015.1207,15356.1936,17191.3753,41550.3518,68903.1543,15687.0939,25964.269,69703.4316,52011.2133,107578.2934,82166.6597,99497.1818,22674.2073,16954.1146,23822.2237,43106.4907,21130.094,71127.6774,50631.5694,24846.6236,57440.5411,
