#OTU ID,Itg.18.DTT496.S91,Lyz2.05B.DTT260.S101,Vil1.06B.DTT70,Vil1.03B.DTT35,Vil1.01B.DTT11,Itg.24.DTT530.S25,Vil1.06B.DTT72,Itg.24.DTT531.S26,Itg.04.DTT423.S15,Lyz2.06B.DTT272.S114,Lyz2.04B.DTT246.S87,Itg.20.DTT508.S3,Lyz2.06B.DTT270.S112,Itg.16.DTT482.S77,Lyz2.03B.DTT236.S76,Vil1.04B.DTT46,Lyz2.02B.DTT224.S64,Vil1.02B.DTT24,Vil1.02B.DTT23,Lyz2.06B.DTT271.S113,Lyz2.07B.DTT284.S126,Vil1.09B.DTT106,Lyz2.02B.DTT223.S63,Itg.22.DTT519.S14,Lyz2.04B.DTT247.S88,Itg.06.DTT434.S27,Itg.22.DTT518.S13,Itg.02.DTT412.S4,Vil1.03B.DTT34,Itg.26.DTT543.S39,Itg.04.DTT424.S16,Lyz2.01B.DTT210.S50,Vil1.08B.DTT96,Vil1.010B.DTT119,Vil1.05B.DTT58,Vil1.05B.DTT59,Vil1.010B.DTT120,Itg.12.DTT470.S64,Itg.02.DTT410.S2,Vil1.05B.DTT60,Itg.08.DTT446.S39,Vil1.08B.DTT95,Vil1.01B.DTT10,Itg.26.DTT542.S38,Itg.18.DTT495.S90,Lyz2.04B.DTT248.S89,Vil1.010B.DTT118,Itg.20.DTT507.S2,Itg.12.DTT471.S65,Lyz2.03B.DTT235.S75,Lyz2.05B.DTT258.S99,Itg.10.DTT459.S53,Itg.08.DTT447.S40,Vil1.09B.DTT107,Vil1.01B.DTT12,Vil1.013B.DTT156,Vil1.07B.DTT84,Vil1.014B.DTT167,Itg.26.DTT544.S40,Itg.04.DTT422.S14,Lyz2.08B.DTT295.S137,Itg.06.DTT435.S28,Vil1.06B.DTT71,Itg.16.DTT484.S79,Vil1.04B.DTT48,Lyz2.07B.DTT282.S124,Itg.06.DTT436.S29,Lyz2.08B.DTT296.S139,Itg.22.DTT520.S15,Vil1.07B.DTT83,Lyz2.02B.DTT222.S62,Lyz2.01B.DTT211.S51,Lyz2.01B.DTT212.S52,Vil1.02B.DTT22,Lyz2.07B.DTT283.S125,Itg.10.DTT458.S52,Vil1.08B.DTT94,Itg.02.DTT411.S3,Vil1.014B.DTT168,Vil1.09B.DTT108,Lyz2.05B.DTT259.S100,Itg.20.DTT506.S1,Lyz2.03B.DTT234.S74,Vil1.07B.DTT82,Vil1.013B.DTT154,Vil1.04B.DTT47,Itg.18.DTT494.S89,Lyz2.08B.DTT294.S136,Vil1.013B.DTT155,LYZdtt342,LYZdtt308,SLCdtt022,LYZdtt366,SLCdtt070,SLCdtt005,LYZdtt354,LYZdtt330,SLCdtt114,LYZdtt356,LYZdtt368,SLCdtt095,LYZdtt367,SLCdtt024,LYZdtt319,LYZdtt306,SLCdtt113,SLCdtt004,SLCdtt112,LYZdtt355,LYZdtt343,SLCdtt076,LYZdtt344,SLCdtt096,LYZdtt318,LYZdtt332,LYZdtt320,SLCdtt078,SLCdtt052,SLCdtt054,SLCdtt006,SLCdtt077,SLCdtt132,SLCdtt130,LYZdtt307,LYZdtt331,SLCdtt053,SLCdtt150,SLCdtt167,SLCdtt149,SLCdtt148,SLCdtt168,SLCdtt166
ASPASN-PWY,19260.9375,12737.3321,2335.2819,3560.7673,9373.5209,14128.0742,4149.5813,5728.3009,21733.2755,5400.3019,9823.4791,26968.8625,32677.9233,10883.7646,9744.6359,11830.7691,14460.6207,7234.0313,13673.4009,13036.5085,31121.0811,9549.71,17396.815,8112.2999,15711.5742,22432.7656,14778.666,22592.8718,21915.9006,21675.9254,10712.1589,17675.2196,6275.7907,10118.0151,5229.7438,2718.2244,4105.7224,30657.8807,54999.7079,3536.2003,10039.4608,5442.3208,7348.1791,19075.9038,18698.0211,12510.2511,9819.0786,12817.7956,9946.9596,13600.5006,20807.5909,7660.0126,22649.6644,8232.5613,6157.7008,19994.1666,3206.5513,5729.6569,18634.5784,19317.7393,4458.5208,22398.5507,3651.6302,29855.1889,7436.5995,31228.8612,4442.9266,25697.4094,17930.0094,2238.6346,26056.4496,13697.1262,9718.1395,9702.0707,4700.5195,16239.2364,5677.2805,10423.5144,20132.3615,4483.3687,14127.4105,14224.9514,16151.2574,3162.7514,19145.9732,5941.8456,22231.6732,5877.2884,22041.6064,19884.7741,40150.9615,33679.867,27256.981,4737.444,4591.98,21664.5458,21281.8554,14338.0042,24030.1957,46591.5131,3330.8017,40876.4244,7539.5339,5568.0332,19135.1745,7562.5997,3205.4168,1747.6431,19670.7179,17847.5153,17673.7025,28557.2171,1956.7479,24521.7267,41446.8573,38090.9968,14026.8323,22650.5377,8434.8719,8634.549,11199.5126,22808.2485,4221.1323,37259.2332,33155.9662,22974.4986,53163.1158,50476.4235,74717.7541,59948.0334,51557.9857,35338.9509
AST-PWY,73,95.5,1973.5,211.75,121.75,305.25,3538.5,152,69,456.75,10.75,83.25,191.75,15,24.25,167,50.25,207,165.5,63.25,60,4038.25,23.75,34.25,69.25,147.25,52.75,58.5,58.75,352,51.5,28.5,5359.5,5852.5,4090,2175,2655.25,5.5,44.75,3023.25,10.25,4408,74.5,59.5,106.25,1419.5,4074.5,64.75,13.25,38.75,12,21.5,101.5,4863.25,156.25,1573.75,2680,184.75,73.75,18.25,26,62.75,3140,63.25,235.5,77,17.5,58,67.75,1810,22,2603.25,61.75,77.75,409.25,13.75,4851.75,12,1190,2616.75,32,157,50.5,2655,1183.25,402.25,63.25,49,483,127.5,193.25,27.75,52.5,0,40.25,40,60.75,186.75,56.5,450,0,44.75,0,87.25,61.75,9,22,0,62,54.25,19.75,159,0,133.75,60,48.5,10.25,3.5,0,75.5,13,0,9,195.25,106.5,3.75,0.25,0.25,0.25,0.25,0.25,0.25
BIOTIN-BIOSYNTHESIS-PWY,527.5191,602.5067,2410.9077,821.9683,743.4883,1525.6628,4284.6258,661.3913,558.9747,1802.7887,151.7327,606.2671,1141.3392,119.055,170.3652,1005.2943,440.7286,1147.6142,1033.3655,463.208,492.5199,7173.8747,168.0217,258.3705,640.9664,1022.1089,432.6085,421.6773,431.8219,1846.8869,368.8274,250.7339,6440.2984,9457.6135,5475.5593,2853.0887,4022.7569,74.089,327.9428,3646.6696,78.4238,5629.576,449.5128,418.4957,725.762,4534.6196,7323.3091,432.3024,109.8441,270.8987,89.406,174.755,737.0903,7565.3119,833.2192,5864.7035,3298.4481,791.7845,550.9089,269.3384,175.991,555.1507,3756.4448,454.2077,1224.169,604.8086,153.7631,445.3648,521.1857,2317.8175,219.2241,7451.8396,404.1076,491.5751,1680.5312,102.4246,5835.2153,86.3947,4319.4624,4094.198,223.7617,910.3484,419.0738,3223.6171,6723.7775,1571.8929,486.0377,319.4753,2184.9718,1024.8815,2839.6301,1351.5238,496.1894,79.2614,247.0451,384.772,598.1733,1258.4246,581.9355,3454.3275,8.0172,601.3594,8.3806,549.5459,636.3166,61.9612,125.6455,0,711.7268,539.1172,141.0383,1240.7942,17.9772,1830.788,614.2318,715.1361,93.1376,155.0767,39.788,495.0065,95.1691,130.496,68.6563,1739.9969,860.1187,261.4211,79.4795,724.6209,136.8389,1513.057,473.431,44.5001
BRANCHED-CHAIN-AA-SYN-PWY,15531.7493,9083.2411,2458.2406,3539.5824,7372.9761,9409.064,4376.595,3405.7952,24775.969,4185.1403,6867.8111,23198.315,8626.0387,11846.8547,6664.8197,10539.0854,11518.6727,5445.4479,10054.9965,8823.0157,23589.8428,8483.3192,10951.5417,4904.7145,13376.5515,18029.5523,9598.4012,12726.7652,31962.4253,26622.3651,9738.9592,11837.9552,6599.426,9536.5876,5478.3821,2867.7718,4018.8234,22046.6406,18719.5951,3722.333,6303.8715,5720.4592,5122.2056,9941.7909,15822.255,10122.8964,8809.0857,11264.6116,6164.7664,8482.3549,18080.8833,4982.8696,16437.0384,8034.225,6030.2023,9764.3342,3373.0793,4366.3395,11649.6519,14601.8212,3501.9959,17276.0211,3837.6241,25452.2754,6685.1833,27474.5522,3804.0439,18661.3966,13363.6803,2351.1355,15801.4494,12486.5548,6675.7811,6151.4132,4441.4686,6590.7666,5974.2285,4505.6991,17166.2675,4544.2038,12518.1462,8233.4802,11514.5825,3318.7944,11807.9756,4632.0759,22640.3116,4902.2075,5959.352,14395.3348,41885.7562,29817.8588,27207.5664,3121.7689,4741.9241,6362.4851,15048.9178,9586.8795,16570.9323,43386.516,1232.5925,38500.6423,6326.569,4676.7671,5051.926,5144.0777,2662.9322,807.8173,13696.3175,10156.2874,13862.954,25778.7734,1678.6763,21528.8462,15833.9225,13243.2559,9568.6524,14436.1837,5291.6615,9899.3483,7444.3703,20047.1645,3862.4838,33560.0859,23956.5115,15467.6737,49514.7067,37493.8378,64230.9073,63879.8372,41398.0023,26456.021
CALVIN-PWY,25452.65,16528.4818,2973.1027,5731.2108,11594.9076,18804.113,5244.5506,11794.2518,40253.5715,7619.0127,11330.6079,34848.4442,39246.6319,14271.4283,13398.8627,13284.5757,16544.3813,9104.6058,17505.9641,17179.0045,41254.9724,13012.5633,16640.8408,11919.5356,23778.3858,27013.4025,17362.8643,25946.563,32865.107,50425.8189,18270.7779,19262.284,7867.4806,17870.7302,7214.251,3731.559,6804.2323,31941.4932,63791.1418,4472.3885,9881.8023,7109.9343,8450.7238,25447.9813,25839.9761,23126.6441,14034.5264,17250.2197,12507.9655,15984.9839,25110.4555,11093.6671,26349.2139,12155.906,9517.5436,18687.3073,4061.9735,10524.1895,25713.0113,26816.1238,5277.154,27987.2091,4576.502,32323.4045,9269.8887,34010.7662,5753.8246,28392.8195,26130.1375,2929.3263,25890.6026,20829.9362,12029.3636,11268.2923,5671.131,14647.4062,7135.4294,12991.2617,30321.31,6647.6332,16894.7643,15055.855,21178.96,3972.1395,18223.9583,6853.149,30550.6436,7091.3433,10537.7101,22656.6864,73192.9805,42086.0647,31248.8697,5885.8934,10411.0679,12307.4138,30915.093,19912.5322,24204.286,48565.9292,2389.7495,43612.7599,7333.6081,9018.7196,12284.7099,12209.462,5133.7497,1765.7348,20073.0879,12967.3904,24453.3521,33211.798,3653.3212,37535.1836,46880.4241,33883.8106,16208.972,22573.5551,8474.2639,19398.5797,13391.6899,25838.3898,5269.6485,58984.4231,36499.2779,24039.3811,77632.4853,64231.4564,107642.8423,74453.2786,66357.6289,49070.1243
CENTFERM-PWY,1326.7922,538.7062,0.617,656.318,294.8279,1172.0136,4.3318,475.8395,662.8316,616.1262,111.9706,586.3607,522.0952,110.8839,197.1786,310.2173,359.9346,589.1339,670.0338,326.7176,427.438,365.6533,158.3403,189.3442,492.5183,663.9776,330.3432,254.6743,505.727,1737.2561,343.6858,201.484,14.7439,150.2938,3.1606,2.5866,14.9182,330.5299,235.8356,0,84.1155,23.2916,259.5655,374.7094,950.3637,1324.2752,379.4766,438.4267,129.5144,188.5062,78.9986,262.4402,636.0737,259.5107,499.0139,873.23,0,627.2357,398.0647,174.1769,116.9576,444.5051,0,488.9537,262.7106,450.1125,134.8045,318.251,468.9812,0,149.9424,710.2513,336.4137,55.7725,746.1618,140.8656,6.8104,55.1584,3237.8535,187.3794,197.9431,660.0133,319.2296,3.995,1647.3846,184.6751,478.3439,269.8544,112.0313,660.159,1235.4218,345.1573,310.4353,22.0542,854.8546,162.5211,358.5196,237.1723,308.1989,2156.4981,0,342.046,32.7425,278.2854,274.3023,45.3927,109.3988,0,290.4362,290.2185,903.5102,1003.0193,5.0929,889.2325,399.0852,321.1465,503.4871,27.4695,0,1790.0279,366.1046,53.9385,48.9071,1155.8396,596.2583,48.655,2077.9417,13.9761,239.535,374.6238,133.9637,75.0039
COA-PWY,38187.0925,15266.1976,2147.3626,6951.3402,25866.9445,20466.192,3782.6605,48125.6349,113632.4874,7392.2397,13190.8502,36619.2625,43848.9294,12085.3736,46261.8469,14392.9904,26470.4673,9856.2777,21084.8162,20612.0633,38867.8241,10986.4098,42654.4873,37228.3575,37600.9533,47831.4801,18495.7077,65538.9919,28919.5027,35112.3775,53835.638,33094.6355,5635.8018,15153.8072,5532.3729,2779.1963,5580.7839,56176.3685,94005.6261,3226,14028.6977,5264.4452,15066.7253,39581.5723,30622.0461,32814.8649,11934.4941,21330.256,23997.1586,47333.4144,21710.1637,49559.5559,38722.5133,10012.182,23533.1535,32049.7049,2945.4108,19651.0837,38777.941,82538.9465,7973.394,62840.3475,3279,37032.4341,9064.9151,34551.7088,8936.3986,58116.0145,32441.6153,2182.5,93917.7121,29036.9201,49682.3566,12995.9143,5286.2357,57579.3201,5118.8605,42061.5607,28499.848,5513.5323,14975.5416,17504.2751,44115.7563,2847.2873,24960.9379,7664.1459,29810.0428,7066.392,30111.3419,39258.2051,66231.5955,39170.6908,28698.9105,8867.947,25094.5756,28378.6095,24365.7402,26349.819,101596.9453,45762.1932,34466.598,40969.4993,9310.7655,27759.6254,24566.8715,23911.1171,16618.0506,2549.5452,52508.3533,22199.18,61090.2982,57018.8395,75945.8676,130862.2363,48805.4007,49777.8482,39493.5678,35668.4019,11913.3836,37611.872,48199.9028,25017.4948,5198.312,100508.6943,33606.1195,33485.5256,111284.9184,145284.0079,164961.8769,56381.614,116497.5068,298559.4611
COBALSYN-PWY,10653.616,5338.7688,2036.8645,1670.2966,1088.0931,5946.5973,3660.7685,19731.9738,11803.3001,3004.2706,3835.1541,9988.9099,4878.0394,3436.4417,7205.4046,2841.1625,2547.2576,2467.9425,3988.7161,5963.4385,10408.8866,5147.03,789.3503,6520.2577,10260.3301,4170.0639,4868.7372,8298.4592,21926.4356,21858.6298,6483.1506,3875.2222,5546.9636,8256.4713,4245.9386,2273.2151,3237.3538,5740.9856,13887.9679,3109.6286,2341.6384,4602.9129,1156.7553,9862.4235,11523.996,13061.9122,5700.2236,5374.3293,3664.529,3909.4372,7405.6246,5208.0969,8327.255,5612.1198,1015.9461,4459.8086,2788.8582,9500.0555,10847.1345,5982.8448,979.8029,5102.3248,3242.6625,6361.3503,2441.571,6096.2544,1286.8846,3426.1391,10160.0836,1880.0332,1249.7674,5637.0359,1418.7639,1670.8778,1877.6153,5771.933,5023.3811,7681.5684,13404.2286,2941.0685,4833.8686,3530.3631,5496.9074,2754.8891,4820.654,1469.9501,14093.3299,2129.0897,1486.3944,2961.5854,25993.797,14999.9793,4338.5936,1463.8537,4421.6029,363.4354,3302.3842,4912.5006,968.8029,9741.1944,5049.8688,9739.6714,1154.3039,10623.6161,4247.0179,3412.5227,1827.5274,327.8971,998.0777,1474.0268,4647.1901,5243.6821,18824.6134,17935.8219,3820.9935,24829.7555,2012.1707,5655.8841,2013.3899,6621.2746,2091.8255,4385.2767,926.2828,30469.3671,4765.5334,5238.291,10866.1186,22380.8526,16720.9346,28115.8015,26966.3693,23625.8644
CODH-PWY,548.6486,442.3629,0,155.2131,543.2012,161.3006,0,78.932,556.6212,68.644,192.4368,398.7812,298.9538,622.1485,123.8344,1399.85,282.4823,435.6495,877.7985,99.7445,356.3103,260.8833,609.6059,290.7669,457.1802,914.013,256.9166,666.4207,12141.9088,274.8712,230.4873,360.9307,0.9981,114.2711,0.9996,0,35.7762,736.915,1312.9154,0,418.7559,0.9994,377.9731,380.0254,1560.3639,296.5935,225.5978,658.2619,227.8562,238.3984,1323.2114,208.5381,412.6494,140.9883,440.8327,2108.4215,0,170.2195,482.821,370.1394,78.604,440.4334,0.9964,695.0815,644.441,1145.2058,149.7116,479.0047,315.3807,0,881.8338,210.1434,235.4386,1307.6463,135.0827,335.9391,0,335.5437,739.4104,72.0995,760.8788,146.1994,377.3746,0,1740.9835,570.0822,5889.2838,103.2234,3086.1033,330.5633,420.7609,1052.7844,708.4871,123.0892,288.253,52.9385,575.7695,1232.7554,198.8047,691.5983,342.1842,481.9991,251.4523,112.7694,203.8521,700.9549,273.5917,49.4104,179.6891,416.8114,133.8518,581.0457,109.9136,497.0565,287.156,691.4732,59.9542,390.7316,500.3196,387.9053,41.9816,940.6633,259.5062,507.7206,983.5196,1750.5413,2383.859,948.8727,3920.6869,1405.0261,2433.1585,2968.9257
COLANSYN-PWY,6628.6991,4132.3203,2179.2394,1471.2489,4412.1783,4427.2674,3864.8356,1605.7862,7138.7702,3007.9262,3287.6786,12949.926,5016.6856,7130.0461,4186.3184,5412.8163,6750.4241,3264.2462,5615.8,5382.6031,10510.2087,7058.7938,9176.7824,3588.6129,4687.0322,9226.5028,5604.3757,10102.9598,8890.4734,7148.222,3005.3919,6387.7209,5813.3795,9125.2497,4989.3306,2585.5726,3771.3893,12009.728,16930.7637,3293.2639,4285.6732,5098.7665,2825.7477,7195.84,7915.0103,6454.2049,7340.4436,5044.0574,4774.1064,6688.8013,11136.2783,3052.6824,9846.1645,7158.1189,2829.9865,9293.8371,2984.3692,1930.1018,8883.0512,5978.8544,2077.6579,8808.2506,3387.3076,14621.8355,3520.1782,14190.8487,1961.3555,12589.6313,7056.8392,2107.5189,12910.0415,9561.791,4418.0697,4301.6071,2671.5802,5035.1157,5262.3177,3764.4827,8660.6945,3880.7478,7240.9096,4186.788,7017.5631,2909.6775,12393.0808,3020.5597,10083.9872,2238.4225,4206.0035,6008.7048,15159.0552,15541.9943,20933.2687,1353.8059,1429.5558,1117.8807,9972.7911,6577.8668,9527.5147,27294.0487,259.2111,25209.9,3014.3427,2097.5861,3556.9344,2996.2503,864.3617,501.8993,7418.8776,4062.2913,7020.9104,11223.6354,307.2208,8938.8576,6385.123,10621.4028,6700.2445,12698.3318,4983.4697,2812.5831,5006.4108,11289.0617,1546.4229,10797.1973,14636.6693,13582.2006,25415.9048,22180.1942,34093.5785,24836.379,22149.7495,17382.8541
COMPLETE-ARO-PWY,12692.0862,10128.2014,2522.0681,2921.7799,5094.5302,11559.7887,4519.219,3777.021,16688.4286,3912.3615,7742.9066,16370.9514,26535.5674,10887.7197,4323.7714,8885.3448,7467.2795,5158.6834,9007.7365,7890.7749,24294.7267,8641.7708,5765.7032,3977.2221,10881.8571,12163.5356,12167.3121,9504.8373,30052.911,28851.3038,7156.3886,11850.2282,6844.5454,8824.7787,5276.1809,2775.6048,3744.5866,16990.7952,32848.7667,3828.8463,6515.884,5685.6342,4523.5424,11177.1032,12767.6132,8459.3744,8824.4333,8866.4251,4548.9689,4764.353,15336.413,4013.1797,13159.838,7644.9522,3729.5502,7526.4797,3450.9251,3884.1017,9560.7979,10865.7171,2307.9112,11426.2789,3989.3214,18416.8971,5262.7582,21303.7526,2672.5204,10770.0532,12168.6946,2320.2537,8719.4991,9910.581,4053.2229,6683.357,3831.6586,9062.8015,6190.4153,4622.0883,17014.98,4281.4858,10628.0706,15113.6954,8008.8149,3430.416,8753.7918,4377.2616,19994.3326,4667.0659,4160.8579,13989.238,27516.1547,25610.5078,23345.6953,3196.9472,3811.4608,24563.441,30866.7597,8249.7411,9636.4642,33503.1502,823.1406,27918.9763,4879.9272,3069.6175,19963.0548,4141.5081,2219.6195,1190.0628,11468.7613,18660.022,10261.7175,17651.4413,1181.5818,14015.2722,37666.0671,46094.6579,6108.8903,8792.0842,3537.7286,7683.3774,4765.3597,14250.2435,3117.3959,22521.6642,31726.3225,10621.0625,35813.4093,25659.0148,41266.5475,64175.264,28294.3339,14191.3796
DAPLYSINESYN-PWY,22513.9375,13763.9001,2410.2664,4702.8982,6519.4505,14703.9019,4265.9334,33909.2367,42895.5855,5068.593,9925.502,22823.4929,36164.1607,10372.9916,19255.8426,11150.5567,10535.9335,5944.6403,11472.9086,11841.4296,27985.9193,10044.2784,5119.9793,17888.3392,18988.1886,19923.4571,15538.9381,27799.6462,27313.3933,31948.1975,21843.3339,14253.5139,6379.189,13768.9621,5801.0837,2978.4753,5301.2306,27863.2968,65223.1656,3632.0952,10752.4616,5741.8824,5978.7053,25393.5423,21009.2771,22393.6845,10626.2874,13064.8336,9557.9807,12565.1059,18679.8435,17203.623,21978.3201,9482.4861,5614.2643,11981.5561,3303.1949,16256.3573,23465.1669,19053.6544,3098.5728,18018.8673,3728.104,22783.1867,6734.9362,24449.6988,3983.0417,13920.82,20513.071,2368.9118,8699.9821,14375.4077,6698.7763,9287.4632,4215.7415,26024.5502,5786.0842,23126.1587,21640.1657,5231.9378,13116.6884,20021.0257,12302.0927,3217.7559,9285.6447,6135.7229,25598.4902,5266.4008,8128.8336,22474.2792,45467.6325,29648.5028,19371.954,4707.0633,10282.1986,33768.5565,28769.3681,10289.966,16649.1871,28989.1795,15417.9478,26038.3196,6536.5184,21048.3901,31609.5623,7144.3207,5445.6532,1859.9328,21951.2734,25740.7203,18401.8121,27774.8564,44866.7005,45561.5927,43479.7564,110444.8206,7846.6768,14960.4281,5172.0995,15505.7975,6820.6275,17064.5352,4001.539,56667.023,30606.1385,13625.3422,43976.6768,56527.4535,71095.1629,55823.1827,62340.6273,83148.6803
DENOVOPURINE2-PWY,26985.1003,14641.4807,2400.7669,7665.3991,29279.1702,17158.6955,4226.7226,37105.54,111639.1895,6987.6763,12657.7778,37839.3774,37329.5382,10355.0258,51994.5122,12380.0785,29980.7773,9067.5018,18940.9154,18805.1272,35643.1986,11858.8428,48257.3733,26817.947,39256.1039,53734.9564,14775.0013,62269.0252,26317.7015,35322.2789,49776.1591,37086.7731,6287.3552,16477.5365,6307.7902,3168.4626,6265.6236,42098.0642,66889.0064,3609.1378,11121.995,5957.0546,17148.941,31594.9826,25375.5203,33383.104,13018.8182,21751.3853,17071.9981,52671.4516,20889.4164,36696.2691,31117.0307,10979.9707,26770.9333,17971.0967,3302.6059,17802.1318,29645.4814,88141.5166,8842.8948,70062.2053,3656.6295,35095.7106,7606.5332,35866.0738,9733.337,65716.0412,27460.1631,2473.9875,107188.3299,32699.4968,57028.4641,10931.3972,5429.5423,40066.1309,5709.798,33949.3495,25755.1829,6101.1877,14139.4907,16623.7385,47746.6759,3175.5379,19241.179,6748.2431,22688.5867,6885.6238,16601.7314,43216.0765,74619.224,35700.8101,24676.6905,8369.8791,14800.3047,28389.1276,14853.0132,13958.0976,116099.7654,39408.1712,30911.6411,37557.4786,8190.7267,32975.7029,24822.0973,11438.4594,10812.4325,1115.107,58681.5763,21855.6936,67113.6345,63211.0059,56818.1474,151978.4135,41368.2865,49229.3263,44166.8198,32242.0543,8515.0881,26536.8683,54370.7579,25877.4417,5480.6748,116697.1116,23989.4521,26195.6285,90271.105,159293.2488,154618.3276,35659.15,127394.7973,327661.0816
DTDPRHAMSYN-PWY,19973.9656,14517.0704,17.7434,4189.6253,5109.5899,14764.6574,95.894,38969.1885,31067.5877,6002.5189,9170.4551,24398.5446,33391.8123,9602.8345,18841.1683,9421.3576,8459.7811,7284.6158,14899.3481,14991.4432,34957.1508,5878.2218,8200.9309,15246.9537,24984.0704,15409.1791,11927.3447,22119.497,22440.9578,31144.8034,15228.7202,8462.739,115.9888,9247.1101,195.398,226.1199,2606.0599,37432.0798,49807.2325,20.9297,9381.9035,199.146,3639.0805,28645.0418,20307.6968,27586.0737,6725.1224,11706.9542,15326.0745,15799.0948,21564.8225,24912.3054,26983.446,3750.0964,4141.6911,8539.3612,123.8959,14306.513,29947.4376,16194.4348,2835.1667,17546.6834,49.6148,21837.7354,5886.4864,23130.633,3746.653,13382.9712,20185.697,71.207,11988.5302,8394.3039,5198.8321,9467.9119,3897.6972,31034.8838,120.5132,15675.1354,22536.6177,1947.541,14905.6627,7931.8112,19436.4161,141.4709,12782.3935,4166.9279,21382.7834,5194.9887,4731.9266,12495.2502,45098.3985,34335.5099,22296.6433,4018.9138,16508.4285,4762.0326,21178.3516,20778.8291,13381.1743,36902.5954,8561.9406,31399.4999,7590.7583,16875.3469,8925.6045,16341.1236,8238.97,1664.9322,10503.2089,8486.6659,15344.7572,21203.2106,27165.8431,34543.2846,38686.5932,44353.93,8586.3596,17251.1999,6164.0573,23012.1084,8204.9174,17027.9235,3093.8014,51126.4196,32042.1059,15685.3704,55806.6644,62278.8021,62677.1968,56115.6009,62275.8818,61542.4729
ECASYN-PWY,148.2529,165.4584,2022.5186,379.3794,203.4072,573.4564,3606.9337,275.6928,149.5465,773.4793,24.8967,163.925,341.0533,33.1434,47.9389,288.4896,107.9585,396.3556,304.6247,123.6606,125.6538,5088.2103,43.4629,67.947,148.399,285.9032,110.1627,112.6797,124.1716,596.2102,106.6379,58.427,5437.6809,7292.5877,4430.9848,2322.5114,3175.9605,13.171,87.1036,3079.5823,20.6361,4623.8841,136.6466,116.0563,207.6961,2311.2766,5218.0277,133.5526,27.6976,69.2318,23.2712,43.2531,207.4645,5762.5724,263.945,2731.787,2751.8442,323.6669,141.2906,42.9477,49.0195,129.9723,3179.8367,120.5395,382.0453,163.2707,36.4602,108.846,137.69,1903.4978,43.5995,3899.6141,116.0129,127.0017,711.0963,28.6287,4925.6788,22.9485,1968.9245,3123.6084,64.385,300.5777,106.1509,2706.1386,2226.7096,617.1171,129.2446,91.7098,892.2377,252.7195,445.4957,67.492,105.7893,0,75.1729,80.405,126.7078,314.7901,113.7231,881.8324,0,98.9164,0,168.468,125.1366,15.4112,41.7823,0,122.789,110.0694,45.9386,317.0487,0,299.2889,127.2597,105.7456,23.4182,8.3557,0,140.5067,27.9915,0,16.6191,413.8577,207.3325,9.131,0.6248,0.6246,0.6235,0.6249,0.6246,0.62
ENTBACSYN-PWY,381.0792,482.8499,2201.5407,944.5103,624.9901,1446.3934,3875.7147,751.4295,362.5658,1760.7608,56.9313,436.3301,975.7177,79.2821,128.4979,813.8527,264.1414,958.7904,831.9414,328.8687,316.0948,7756.5192,126.1424,180.307,359.6781,764.1683,275.0863,309.444,303.4408,1786.4991,268.6524,150.69,5800.3213,11458.1968,5374.8715,2736.6551,4628.5955,29.3079,237.6207,3316.5007,54.3642,5238.4019,380.1948,312.6614,546.748,5939.3282,8344.3567,335.4962,70.3392,205.1956,63.6927,113.82,529.4157,8146.1616,783.8798,6391.5377,2988.3685,892.8495,387.2477,96.8766,135.3736,331.2315,3378.9292,332.6251,1034.9322,403.3764,91.7118,306.9482,355.4554,2170.547,117.0798,9372.4584,324.1442,397.996,1410.3274,73.0859,5257.4955,63.7424,4905.5937,4438.4138,167.405,785.8634,266.477,2887.2412,4811.3555,1619.7298,328.9422,246.5515,2268.9478,656.2002,1002.7223,147.0805,276.1507,0,211.0594,205.3982,318.9254,944.1044,299.3927,2172.5384,0,236.1886,0,442.7437,321.0762,47.8036,113.0921,0,326.8605,282.4595,104.9253,826.49,0,698.7173,314.6309,257.0264,54.5469,18.6536,0,395.9606,69.126,0,47.3332,1015.7361,554.3887,19.9839,1.3333,1.3333,1.3333,1.3333,1.3333,1.3333
FAO-PWY,805.5484,341.3972,3947,925.5989,475.5884,886.2249,7077,448.1556,349.5145,1208.1537,56.8754,397.666,565.9379,54.8903,108.1397,537.9117,203.1411,597.6307,499.0133,203.4211,240.8983,8426.2129,98.9929,125.6213,245.502,497.5044,172.0165,214.026,252.698,1033.6959,198.5712,96.5094,10719,11711.831,8180,4350,5310.5,191.7687,175.2744,6046.5,48.2943,8816,231.529,219.263,541.4325,3548.0262,8474.1895,239.3997,87.4907,130.418,57.5798,210.5366,372.7622,9736.8277,632.0449,4367.5372,5360,540.4933,288.7688,88.3359,84.9331,245.1671,6280,285.8053,721.9819,246.3149,78.6067,211.1553,239.4413,3620,82.9236,6269.8441,211.3934,250.3053,1086.7738,94.8131,9703.5,50.9405,3296.5744,5239.996,140.7941,477.8264,176.3262,5310,3324.708,1115.1698,248.5335,150.1192,1399.8414,403.5693,591.0999,175.8859,235.1242,9.7345,1164.2498,119.4424,194.8396,579.1637,198.3341,1463.753,0,216.9021,22.1575,255.3409,195.1765,35.925,84.6704,0,241.8846,192.5251,504.7784,546.413,2.2486,442.2474,196.826,189.2302,304.5282,18.9885,0,2763.1782,208.9297,39.4986,34.6604,601.9445,341.576,41.931,1194.5243,11.2909,147.8251,168.5271,98.5906,59.3096
