#OTU ID,Itg.18.DTT496.S91,Lyz2.05B.DTT260.S101,Vil1.06B.DTT70,Vil1.03B.DTT35,Vil1.01B.DTT11,Itg.24.DTT530.S25,Vil1.06B.DTT72,Itg.24.DTT531.S26,Itg.04.DTT423.S15,Lyz2.06B.DTT272.S114,Lyz2.04B.DTT246.S87,Itg.20.DTT508.S3,Lyz2.06B.DTT270.S112,Itg.16.DTT482.S77,Lyz2.03B.DTT236.S76,Vil1.04B.DTT46,Lyz2.02B.DTT224.S64,Vil1.02B.DTT24,Vil1.02B.DTT23,Lyz2.06B.DTT271.S113,Lyz2.07B.DTT284.S126,Vil1.09B.DTT106,Lyz2.02B.DTT223.S63,Itg.22.DTT519.S14,Lyz2.04B.DTT247.S88,Itg.06.DTT434.S27,Itg.22.DTT518.S13,Itg.02.DTT412.S4,Vil1.03B.DTT34,Itg.26.DTT543.S39,Itg.04.DTT424.S16,Lyz2.01B.DTT210.S50,Vil1.08B.DTT96,Vil1.010B.DTT119,Vil1.05B.DTT58,Vil1.05B.DTT59,Vil1.010B.DTT120,Itg.12.DTT470.S64,Itg.02.DTT410.S2,Vil1.05B.DTT60,Itg.08.DTT446.S39,Vil1.08B.DTT95,Vil1.01B.DTT10,Itg.26.DTT542.S38,Itg.18.DTT495.S90,Lyz2.04B.DTT248.S89,Vil1.010B.DTT118,Itg.20.DTT507.S2,Itg.12.DTT471.S65,Lyz2.03B.DTT235.S75,Lyz2.05B.DTT258.S99,Itg.10.DTT459.S53,Itg.08.DTT447.S40,Vil1.09B.DTT107,Vil1.01B.DTT12,Vil1.013B.DTT156,Vil1.07B.DTT84,Vil1.014B.DTT167,Itg.26.DTT544.S40,Itg.04.DTT422.S14,Lyz2.08B.DTT295.S137,Itg.06.DTT435.S28,Vil1.06B.DTT71,Itg.16.DTT484.S79,Vil1.04B.DTT48,Lyz2.07B.DTT282.S124,Itg.06.DTT436.S29,Lyz2.08B.DTT296.S139,Itg.22.DTT520.S15,Vil1.07B.DTT83,Lyz2.02B.DTT222.S62,Lyz2.01B.DTT211.S51,Lyz2.01B.DTT212.S52,Vil1.02B.DTT22,Lyz2.07B.DTT283.S125,Itg.10.DTT458.S52,Vil1.08B.DTT94,Itg.02.DTT411.S3,Vil1.014B.DTT168,Vil1.09B.DTT108,Lyz2.05B.DTT259.S100,Itg.20.DTT506.S1,Lyz2.03B.DTT234.S74,Vil1.07B.DTT82,Vil1.013B.DTT154,Vil1.04B.DTT47,Itg.18.DTT494.S89,Lyz2.08B.DTT294.S136,Vil1.013B.DTT155,LYZdtt342,LYZdtt308,SLCdtt022,LYZdtt366,SLCdtt070,SLCdtt005,LYZdtt354,LYZdtt330,SLCdtt114,LYZdtt356,LYZdtt368,SLCdtt095,LYZdtt367,SLCdtt024,LYZdtt319,LYZdtt306,SLCdtt113,SLCdtt004,SLCdtt112,LYZdtt355,LYZdtt343,SLCdtt076,LYZdtt344,SLCdtt096,LYZdtt318,LYZdtt332,LYZdtt320,SLCdtt078,SLCdtt052,SLCdtt054,SLCdtt006,SLCdtt077,SLCdtt132,SLCdtt130,LYZdtt307,LYZdtt331,SLCdtt053,SLCdtt150,SLCdtt167,SLCdtt149,SLCdtt148,SLCdtt168,SLCdtt166
HISDEG-PWY,881.9512,244.4982,0.3314,698.1272,662.3279,699.9857,9,412.1658,5090.0141,262.1157,399.2461,515.0107,315.258,230.2249,162.1115,165.9168,468.2403,441.5283,568.4366,410.2472,462.2871,355.3762,83.7771,300.3777,755.6941,668.2156,593.2312,160.8093,759.2198,386.1831,1845.9993,274.7612,2.5249,107.9801,7,0,15.3487,431.7592,158.4036,7,127.232,0.3314,134.6031,467.559,582.0175,431.9933,444.9231,616.5189,149.3,81.349,115.8769,296.8741,695.1666,102.6652,757.3582,2409.8962,0,466.6583,849.6537,1613.1321,91.4384,1086.3149,0,530.9725,113.8524,712.1856,333.1885,509.1695,681.8343,0,197.6584,289.0206,156.2633,6.6613,425.558,181.4552,6.33,51.5744,1170.8499,125.4449,124.012,331.0133,461.8798,0.3314,5125.6726,103.8664,529.6199,291.8581,801.3148,1637.6015,3360.0606,2438.2858,451.5337,148.0021,989.9314,1882.9751,512.8221,118.8682,360.5881,1743.0095,65.2119,863.1746,127.7562,388.4406,146.4375,23.8681,70.5746,7.8072,1760.6628,325.8132,848.2542,2503.8123,122.5409,2015.7181,1883.77,864.4552,355.21,125.6121,3.8086,2332.5062,266.704,198.0164,24.4377,1333.2943,1529.2351,156.5954,8970.6409,1447.1357,1069.1911,5645.7918,5393.6425,1501.9855
HISTSYN-PWY,11596.3338,6595.9051,1981.548,2041.9766,3554.5042,5795.1086,3560.6859,1628.2412,8760.5331,3004.5189,4057.6164,14492.718,5201.7499,8201.3379,3526.4309,7846.3938,6782.3903,3692.1877,6639.4614,5788.5727,16510.1415,6093.224,6576.3847,2633.0745,7508.0913,10738.3389,5957.03,7386.977,25975.0034,24507.1409,3875.6413,6630.7658,5413.4992,6705.1872,4111.2804,2195.7646,2860.2367,16284.9615,12140.147,3025.7489,4321.6309,4496.4006,2780.0548,5958.7212,11646.1854,6108.2525,6096.103,6571.6551,4064.1073,4799.6093,14388.3651,2684.9791,11898.556,5836.2837,2720.124,6630.1454,2729.0372,2558.4354,7554.4523,7609.586,2062.9387,9466.3439,3153.7137,18057.1925,4991.6003,19132.2621,2154.2259,10432.9123,9269.9425,1840.6386,9087.8579,7519.1638,3590.8117,4238.9596,3214.5288,3748.332,4900.7079,2581.2393,12204.9073,3259.2554,10098.0835,4378.7951,6445.2932,2726.3012,9157.3656,3219.9072,17791.7355,3310.3183,3590.3925,7271.9149,23410.816,21538.1185,20161.0862,1812.0929,2831.0736,1272.8141,9924.2012,7014.169,9676.5113,34449.7463,648.6512,29360.7346,5043.9038,2154.8621,2724.6954,3411.4825,1435.3504,446.1276,6211.0584,6226.4303,7636.4265,15051.228,797.2043,10671.6651,8944.9001,6750.8191,5458.2136,9807.8509,4091.9296,5818.3279,4108.5952,13530.9824,2306.6223,17340.6884,16736.1103,10848.5068,23505.7455,22405.266,35241.8569,51141.0086,24449.6211,12473.7477
HOMOSER-METSYN-PWY,2829.3214,897.3679,2026.249,1395.6572,1640.2861,2040.1294,3633.4894,1271.3528,8630.7209,1652.8712,456.6895,1294.6683,1378.0694,421.6812,434.8347,688.297,648.3562,755.0698,713.8337,1131.9541,4545.9098,5730.4956,552.1381,814.3019,1043.8788,1459.3014,1362.9998,653.5019,1606.915,13651.8475,3030.5002,930.4048,5454.9732,7535.1314,4484.9905,2351.1027,3238.0233,1362.1934,652.732,3092.806,260.1552,4694.6883,390.2922,1728.1506,2055.6047,3714.6879,5920.6761,886.781,548.915,813.8103,495.637,831.8581,1649.4047,6094.2668,1733.8449,3696.2893,2783.0033,1703.3531,2251.4897,1533.096,370.3669,1536.9367,3196.7623,1405.6282,844.0364,1452.3035,457.0315,1324.3561,4573.297,1925.67,352.3218,6539.4632,464.422,359.347,1456.2588,560.6635,4949.0247,216.9503,5878.1482,3386.7514,420.7794,1043.8616,764.9416,2743.4625,3332.4762,1069.8385,2221.1456,770.7277,1212.4274,3628.8769,3832.9503,2380.6492,1230.1704,217.1747,1971.0027,2646.4064,613.6829,878.388,695.2298,5029.8363,35.0745,2526.6209,241.055,1033.3756,531.6309,258.7753,616.6466,42.4202,3749.2726,859.7465,3012.112,4811.7084,160.4581,3900.0619,3154.3456,1840.8495,1236.3616,397.7137,169.7323,4110.7195,892.0809,565.0897,222.3,3187.1936,3047.5879,1236.3153,17046.6913,3199.9955,7188.6658,5011.0736,2906.0016,3334.759
HSERMETANA-PWY,2821.5136,893.9408,22.7724,1269.5694,1454.6829,2013.1867,82.847,1094.8915,7320.7411,1600.1797,353.4255,1285.9477,1319.1395,423.3044,403.4968,654.3632,638.6923,694.7773,660.0236,1113.0586,4277.2123,3214.3957,439.8883,759.9533,914.3036,1273.2748,1356.0164,571.2978,16034.7958,18166.9772,2656.4176,731.6397,104.8572,1506.5263,61.9376,53.5604,386.6728,1355.1156,417.3019,5.247,258.8998,219.8593,380.3273,1650.0863,2162.4576,3331.2997,3284.7844,1023.1714,537.7332,709.3757,354.3501,778.1856,1635.3347,1698.484,1490.2336,3514.3836,132.3322,1546.7269,2154.8197,2009.9459,351.2827,1490.8164,54.4371,1399.8319,766.2965,1447.4626,443.2356,1288.7781,4430.5252,55.3149,288.4796,5224.1492,450.4364,259.2365,1456.502,542.5454,128.8499,182.7661,5835.9953,1043.439,300.4942,1022.2802,586.3397,171.2005,3195.8293,1025.653,7535.8339,768.4783,1093.7957,3295.9806,3784.794,2390.5462,1020.6864,214.4371,1823.9473,1610.1046,507.93,787.2133,541.6224,4299.6473,14.7473,1535.8723,205.5227,942.4046,512.3857,175.4871,584.2922,42.3059,3308.7685,848.5304,2826.459,4501.1263,154.4627,3660.8069,2922.1931,1729.4922,1179.6524,394.8873,117.5746,3814.5195,850.4616,563.8748,221.3768,2451.6981,2890.2387,868.7273,15638.4177,3135.5758,6995.2971,5082.5037,10750.8982,2940.3468
ILEUSYN-PWY,16897.4029,9568.8522,2577.2624,4100.2403,8337.4116,10353.9258,4598.2734,3906.4835,29819.3118,4466.6435,7436.6001,26664.6503,8955.2907,12388.9231,7167.1578,11015.387,12589.1175,5947.4281,11100.3062,9268.8655,25433.5131,8807.6998,11117.8182,5183.2951,15176.7384,18946.5605,10252.3546,13252.1314,32675.8938,27610.7388,11557.2323,12623.0493,6928.6446,9849.711,5704.6825,3019.5969,4152.4003,22693.934,18626.6738,3911.6531,6341.1716,5982.1527,5680.5097,10230.7341,17166.5175,11126.3908,9207.3557,13012.4123,6473.4841,8855.4063,18559.0679,5284.7234,17050.1081,8364.8242,6928.404,11381.8057,3534.5644,4923.9492,12359.1235,15997.1101,3779.4587,18789.178,4032.868,27282.6226,7480.0378,30443.481,4161.1238,20088.0374,14595.2527,2454.4571,16041.9672,12905.8571,6895.8229,6378.3942,4828.9394,6754.737,6275.6118,4532.0135,18641.9177,4749.9401,12788.7345,9127.4638,12297.6689,3490.8181,13402.0237,4772.6583,24076.389,5280.2731,6545.1848,15572.6714,58428.7162,31993.1709,27191.2684,3442.9923,5769.3126,8315.2231,14827.1941,10838.7203,16663.346,45396.3555,1313.153,39739.3617,6495.737,5313.2684,5105.2222,5950.7676,3032.4206,906.0485,15159.0137,10187.3158,14842.7054,27332.4403,1983.4946,24236.1795,16854.5087,13742.0302,10073.7581,15103.8131,5531.9131,12247.8573,7733.3335,23086.5218,4666.6736,40781.9588,24386.8669,15866.9476,57087.278,39308.4608,74713.5915,70524.6816,42449.5818,28134.6926
KDO-NAGLIPASYN-PWY,497.8293,583.1757,2043.4467,574.1999,718.9219,1122.0259,3662.2517,452.288,475.4249,1241.6702,81.456,617.2666,992.2641,117.1982,179.0358,1004.8176,367.07,929.3486,978.1424,436.94,446.6449,4936.1535,184.232,240.8228,440.9681,982.6809,365.9614,435.9358,448.9808,1550.0346,329.3794,209.7964,5570.987,6395.725,4227.4204,2247.8494,2797.8113,43.7453,346.6001,3124.5129,79.4684,4588.6964,434.1336,423.5619,713.3024,2795.7795,4976.1318,433.1998,102.4056,288.362,94.9718,156.0191,714.3206,5360.3527,738.5644,4110.4096,2793.9211,587.0679,533.6976,140.3227,180.4929,459.777,3245.6005,482.7299,1122.8639,581.1469,125.0464,439.0607,465.5146,1889.5157,172.2596,4492.7842,410.5603,522.2757,1164.0091,105.5969,5033.7135,92.2409,3063.958,2878.4366,244.9672,753.5624,367.7183,2763.6454,4490.4295,1267.4705,471.8824,300.2178,1922.7676,754.3455,1295.1448,216.8628,410.1451,0,231.6398,196.4385,447.6539,1139.2115,419.5465,3153.2951,0,352.4625,0,429.7584,378.1418,69.6458,130.8227,0,441.2734,357.8433,150.2402,1058.4346,0,844.3533,418.6764,361.1765,80.2306,27.9118,0,432.3075,100.0709,0,67.123,1218.4046,786.6595,29.9112,1.9997,1.9997,1.9998,1.9997,1.9998,1.9997
KETOGLUCONMET-PWY,137.5514,163.7347,2960.25,341.5404,206.7182,468.7851,5307.75,233.3456,121.0267,690.257,20.0907,143.5131,303.7428,28.9051,42.4686,294.3849,86.626,332.538,281.8695,103.8339,102.4818,6076.9337,44.735,60.2098,122.3261,252.8428,89.5996,105.1172,106.1275,545.9592,86.9743,52.4875,8039.25,8785.8577,6135,3262.5,3985.1212,10.8476,84.7433,4534.875,19.6662,6612.8747,127.5705,103.2305,183.0757,2151.2934,6126.2708,106.7761,24.482,67.7811,23.6479,40.2742,168.2538,7304.7101,256.3111,2477.4908,4020,286.0463,127.4297,34.0689,43.9524,108.6368,4710,115.3252,384.4785,140.6163,30.6866,103.4007,114.7305,2715,42.1907,3919.093,104.0456,143.5532,622.8393,25.7734,7277.625,22.6789,1811.6275,3929.6096,60.3232,245.9088,89.8147,3982.5,1869.9295,635.3363,112.1353,78.9444,835.2693,207.5365,322.8247,52.9459,95.843,0,78.2306,62.7957,108.1526,322.8456,93.3554,715.6577,0,81.9574,0,138.0763,103.6403,17.5867,39.7168,0,101.7803,94.9375,38.6083,266.1415,0,222.7773,101.2987,88.6735,20.1041,6.8828,0,147.2619,25.0985,0,17.2249,339.4316,188.8932,7.4696,0.4999,0.4997,0.4999,0.4999,0.4998,0.4999
LACTOSECAT-PWY,9266.9923,5215.1369,245.5497,4749.2444,25239.2447,10623.6472,334.138,20538.8227,83077.0856,3579.6081,9000.0333,21324.4048,18896.4628,4068.18,43855.2188,5472.7453,23938.9623,5869.46,14203.2418,11821.2274,24121.7613,5198.944,42013.6259,15599.9956,32342.8972,43529.6768,6375.4023,38553.664,5383.1952,13914.4842,33742.5975,29800.5043,349.2654,8602.6725,2054.3882,868.0768,3160.9937,36394.5241,18059.9073,308.7731,6722.1672,1191.5659,14169.5521,22609.0617,8688.0817,24781.6336,6321.1209,14149.6943,15706.0318,47371.4787,5554.9274,37929.9806,21027.3841,4704.4427,23649.2233,6449.1867,350.8452,3845.1476,18732.8374,73268.4282,7164.2253,59110.3463,201.9145,21033.0365,3100.0584,22298.8001,7522.3315,55877.7646,11736.084,538.4764,97516.3219,25828.1197,53026.7867,7102.7191,2862.3204,43303.7949,347.4943,15430.7059,7807.1033,2769.8939,3725.059,9827.1016,43164.6955,224.4446,6485.9075,3274.5725,6440.9394,4191.2421,8000.4892,34612.6967,41730.1493,18206.3633,9656.2699,5709.9797,16332.5124,21474.625,3280.2033,18755.2022,107011.1336,18480.4529,19365.6635,17088.1013,5106.6853,18878.6287,14775.1162,17061.6292,11599.1954,1520.1362,51357.7801,14199.7975,61165.2986,50486.5078,21408.5472,125452.3369,18003.6313,4286.0005,38844.067,15488.0124,2298.2043,24610.8466,49619.1347,13039.495,2938.1402,77007.8249,6409.65,9513.5084,71506.4332,130501.9118,120390.5416,8808.2012,86435.0439,280603.6923
LEU-DEG2-PWY,48.4267,4.5997,0,15.8693,0,0,0,0,25.4549,3.3866,4.2735,29.3924,7.6151,7.9993,4.2856,33.5267,10.8612,4.4715,4.6581,0,20.5375,18.1333,4.3721,7.5884,5.4096,21.0357,8.1331,23.3394,67.5659,9.7052,14.3482,0,0,5.2627,0,0,0,14.8542,19.8375,0,10.1282,0,0,12.0188,36.9156,0,21.2698,6.2737,13.1833,0,0,4.1956,39.7273,0,0,0,0,7.0452,19.8264,25.2923,0,27.7784,0,17.8471,33.0363,10.5336,9.7652,11.5638,8.9134,0,8.8234,0,5.8822,0,0,6.4022,0,0,17.1449,0,0,13.4699,0,0,0,14.8397,41.5551,0,0,0,0,65.7553,0,10.1271,0,0,0,17.1972,17.9994,0,0,0,14.5877,0,0,0,0,0,21.9426,0,0,0,0,30.4422,0,21.4629,0,0,0,0,0,29.7112,0,0,0,18.9574,46.8127,7.1661,91.5662,182.7382,58.2481,18.7143
MET-SAM-PWY,4380.5931,1383.4394,2485.3322,2270.6226,2738.6897,3201.1674,4420.7598,2312.3846,16014.724,2485.4872,712.2358,2006.4501,2240.1796,650.4027,690.6033,1060.223,1012.459,1168.9511,1114.5956,1764.4733,7056.5494,8165.4761,869.0117,1339.3772,1637.4194,2294.7991,2125.1908,1030.4972,2445.4727,20438.1583,5363.3352,1463.6434,6620.3432,11161.8338,5808.0262,2996.3257,4631.9652,2125.4519,1024.4859,3767.8555,405.8412,5858.6803,615.7056,2797.8774,3161.1283,6086.055,8554.5063,1380.1258,867.4314,1303.6202,765.5252,1380.6045,2568.6369,8476.0453,3038.3729,6030.4027,3402.5132,2870.1272,3605.0477,2456.4912,580.8002,2438.9141,3869.2386,2167.0296,1283.279,2236.629,719.3854,2086.6935,7286.5324,2412.7236,551.8427,10542.0483,738.9253,563.1823,2095.6025,899.5661,6005.765,343.3657,8766.4898,4727.5468,648.5972,1655.9706,1206.4378,3330.0235,5136.458,1650.4182,3368.6959,1173.7023,2089.7538,5961.4026,5939.7925,3645.7225,1890.9766,341.2283,3731.6541,5622.4313,959.7391,1382.709,1094.7254,7523.9133,55.4415,3846.6955,372.5052,1742.3969,852.9778,407.8567,1053.0831,67.1158,6421.8396,1354.4722,4890.9554,7576.7921,260.9786,6409.3071,5143.7368,3014.9407,1976.4505,619.2959,263.7456,7792.0848,1435.8591,874.6877,344.2597,5036.5563,4695.9823,1923.5569,28609.914,5073.028,11384.5908,7543.5857,4556.8258,5533.6198
METH-ACETATE-PWY,735.8605,760.8093,0,264.6912,230.3131,1169.1774,34.5168,397.0664,641.7843,873.7827,540.2765,432.692,509.2475,117.1734,290.9543,256.7393,635.4718,630.8219,383.8808,859.05,1235.3159,267.9882,66.0971,212.757,1907.2584,630.9273,446.389,296.9205,513.2941,454.3009,653.0103,375.2726,0,175.345,0,0,13.701,340.8896,179.794,0,52.0535,7.5246,335.6682,346.4441,763.8578,1104.5708,326.412,508.9967,132.7467,199.9853,299.8533,282.3008,807.0407,192.7703,184.971,325.2277,48.6024,427.6737,485.4953,576.3699,72.4383,623.9861,29.2078,172.4488,368.6111,1442.1777,187.4464,406.6763,969.4696,0,132.872,2063.9626,260.9693,31.1092,778.7233,150.1249,0,69.1596,2052.241,63.9372,193.09,400.8961,611.8795,0,108.3792,153.7198,900.0084,173.3826,0,513.4163,1841.7254,2507.4653,524.7086,209.3874,95.9463,222.463,500.5876,166.8025,287.5352,1451.5462,80.796,1199.0074,127.7632,168.861,532.6623,30.8356,56.0483,0,257.91,308.3876,1724.3434,735.6894,165.7663,1628.4112,402.0306,367.7524,468.5088,519.2655,135.899,180.2524,374.1111,273.7092,45.3413,1108.8827,563.705,529.5767,836.3698,1666.456,424.4084,4992.7301,2951.5101,512.3955
METHGLYUT-PWY,124.74,126.4477,1974.0156,309.5364,171.0482,400.2489,3543.5213,198.4571,108.6352,580.294,17.0255,118.0521,244.6434,24.3586,36.6143,211.9673,77.4544,280.304,214.6893,85.0756,87.5088,4430.8866,38.7062,46.4697,101.7043,200.8711,73.5657,78.3716,92.4084,452.2445,75.2318,38.5881,5370.7289,6013.3027,4095.52,2185.1567,2695.3748,10.7324,60.131,3024.6474,14.9077,4420.1815,97.398,84.6965,161.5947,1718.9031,4459.9951,90.2827,21.9652,57.9699,15.1273,33.8043,145.0022,5059.2095,221.1451,2063.4998,2686.5356,234.4406,102.3726,31.2649,35.2273,92.7103,3142.1939,93.1212,293.5053,111.1156,25.123,78.0707,93.7857,1812.0903,33.9523,3093.4462,84.5628,96.8341,537.5032,22.2996,4858.6426,15.8429,1483.6929,2751.0158,45.9235,208.5498,77.4657,2667.6722,1661.9934,485.933,91.5305,61.3709,642.5333,172.633,294.7677,53.0514,68.5856,0,65.6959,54.9593,81.5696,236.2918,75.902,606.3886,0,65.5719,0,118.7411,86.0295,11.2436,31.365,0,89.7825,72.5181,32.32,235.4056,0,203.7627,83.3921,69.206,16.8208,5.5644,0,123.7904,20.984,0,11.2398,278.4977,144.1348,7.8589,0.5681,0.5674,3.5139,2.2881,0.6164,1.9544
NAD-BIOSYNTHESIS-II,2069.2337,1018.2479,2370.6608,545.7601,917.468,1963.0767,4251.4817,502.0158,1324.1044,977.3211,888.9424,6447.0636,801.9722,1481.2631,672.6635,1522.7365,1709.458,1196.2809,2180.4286,832.1286,4297.6236,5157.3384,379.4301,322.1298,2340.9219,1603.0396,1363.7388,1120.6137,2289.6278,992.5894,696.0666,1030.2585,6435.1026,7235.1249,4920.2551,2629.263,3231.5191,558.2244,781.1073,3628.1798,179.3117,5318.0796,928.4286,681.997,2421.1859,3197.2917,5299.1206,2907.8699,459.449,645.7001,1101.221,198.6652,1096.9128,6003.4726,621.4198,3240.332,3222.8311,723.2487,607.5549,1130.6447,564.366,1932.2058,3771.9704,3566.1285,1998.3351,6008.8569,397.1917,2331.351,2122.4599,2174.1364,435.4426,3886.0962,494.667,650.907,1153.3915,200.2946,5836.227,199.3248,3791.2169,3204.7166,633.4601,1560.2283,1330.9423,3204.8341,2778.0208,849.9606,3504.4778,912.3791,1035.5934,632.699,12695.6488,2627.0352,600.306,555.9182,777.5701,99.9881,708.092,2774.3924,233.3111,3417.428,46.3268,2576.4886,225.4913,765.6361,359.7398,1488.0043,584.355,171.216,179.6669,387.9047,651.4203,1012.8649,218.0666,1760.1505,703.357,576.0847,582.8576,1248.9738,504.8502,1582.8224,331.9209,5873.0125,1370.381,9321.1893,567.4245,1140.5981,3335.8323,2977.5031,10524.0821,11584.3526,2327.1044,1117.0154
NAGLIPASYN-PWY,3131.782,2289.5219,1978.178,786.6531,2581.5797,1906.7291,3544.83,655.7376,3201.8877,1722.672,1455.7004,8017.1121,2628.436,4707.9126,2210.1637,3742.8992,3999.9394,1960.5996,3490.8309,3019.586,6042.2984,5013.3426,5772.8865,1880.025,2013.6595,5529.9849,2594.727,6052.5911,10849.229,3211.7936,1524.6822,2484.9676,5398.7121,6281.7294,4090.5,2175,2718.5538,7064.6494,10335.2546,3023.25,2410.2717,4447.876,1492.6791,3627.8751,4142.6664,3330.662,5048.0504,2495.9387,2858.3869,3933.1481,8313.933,1577.9931,5552.5055,5276.9678,1673.3247,5515.661,2709.1252,880.8555,5290.0567,3360.3622,1292.859,5128.3871,3140.5,9872.7556,2586.6862,9721.7532,1096.3737,7762.1051,3108.9917,1832.698,7700.6656,5114.5402,2296.95,3038.6612,1655.7629,2481.0865,4876.0737,2235.4538,4077.9715,2832.9638,5316.7075,1763.7675,3881.6281,2679.9223,7903.3881,1903.7709,6749.0738,1198.5962,3448.4108,2687.7745,7482.4734,8796.142,16571.9044,561.3977,753.219,466.4102,5311.9735,4503.3499,5487.9365,24088.0451,247.6611,21668.3846,2002.9174,1039.5733,1513.0434,2002.9013,449.0528,261.5445,3761.7461,1880.7958,2909.5686,5865.8223,134.1446,3741.5334,3032.8578,4936.7952,3544.9367,8432.1456,3629.4304,1390.6131,2527.2128,8090.8215,931.637,5218.6144,9618.9283,9538.309,14870.7845,11553.9013,20201.6206,13716.1067,14882.917,10939.0744
NONMEVIPP-PWY,14866.1201,10692.5373,2029.2025,2759.7722,5121.2962,11985.0866,3603.421,4917.1286,15537.8024,4076.9506,8434.8133,18737.4145,27208.9633,11467.9409,5866.3531,9443.4657,8222.0152,5452.5983,10162.6001,9290.8199,24739.9285,7697.8529,7798.6913,5391.2442,12312.7335,13372.226,13470.6517,13772.2752,27799.2621,26467.6859,7759.1036,12511.4518,5459.0719,8490.6132,4419.1881,2309.2252,3443.9545,20573.5829,40587.3659,3064.9165,7850.1008,4646.8924,4870.8571,14111.0195,14733.4941,9823.3518,8003.4338,9853.8793,5968.6538,6997.6781,16781.709,5064.9622,15760.7878,6778.7538,3417.4531,8615.9229,2770.0253,4943.3595,12131.1949,12929.46,2525.5734,13136.8688,3178.3019,19876.9861,5513.4316,22216.8023,2865.1496,12450.8485,14127.5086,1902.9248,11373.9865,9128.8607,4719.5675,7484.5531,3652.9117,11589.3682,4942.935,7109.6854,17129.6672,3672.5454,11514.1118,17141.4077,9663.221,2744.3566,10345.6142,4760.5284,20329.9044,4708.6416,4995.1959,13729.2578,30290.1152,26331.4425,25869.0183,3634.031,3628.7456,24793.2521,31260.7214,9373.1156,11393.3561,35669.5855,1283.1403,31136.3259,5413.6308,4048.2016,23341.0447,5001.1468,2593.4171,1485.5201,11238.3716,20737.3939,10754.6856,17736.412,1778.0191,16845.9708,36052.3979,93040.4717,7111.1922,13139.3254,5049.2993,6666.4039,5713.9935,15721.7716,3368.4638,27094.92,30332.5865,14182.5882,32805.4293,31522.4246,46894.5182,60975.2041,35093.0761,20040.3218
NONOXIPENT-PWY,38793.7008,20088.2679,4033.0286,6065.2275,10202.3037,23813.9338,7171.8294,21379.039,33943.9909,8569.8273,17804.0551,38846.36,37402.2222,19439.0423,14143.1196,20004.0132,17651.3421,11024.5283,22637.545,19871.7637,56527.291,14863.6874,11882.5839,11231.5701,34333.9215,33539.7708,23768.2519,17405.8545,39109.4939,98794.5271,15807.256,27963.8978,10889.8865,16240.3124,8663.9286,4633.3447,6628.6525,63161.0762,45388.0766,6104.1536,17381.4634,9244.1158,10916.0035,31739.8184,34498.1471,25894.2869,15281.3178,21729.067,16794.0613,14614.171,30177.6901,23870.4988,41975.1842,13369.223,8430.28,15932.7053,5503.2682,10344.2573,28400.6629,26623.6341,5567.0677,30289.4988,6338.2188,43479.1628,11411.4555,43771.9662,6588.6101,23897.1926,31841.8003,3772.4239,18183.7459,18764.6003,10558.8997,14447.9825,7317.5465,38043.0509,9850.8225,7541.5213,34676.8775,7612.0672,21566.0737,29802.4572,24087.809,5496.8523,16298.4982,9919.9619,39316.0214,8823.9699,7200.6598,33233.385,91894.9862,53642.5639,39288.774,7918.6775,17806.8997,45641.1623,43783.5669,27342.4033,33845.808,58648.7029,2908.8226,50301.7466,13188.8288,7836.7144,40053.7468,19699.6512,10241.583,3379.4758,26883.3791,39129.2171,27429.9612,49812.1906,4141.8015,37835.541,51687.0545,133632.6921,14231.7713,17881.1974,6892.5663,27593.9846,11802.0725,30331.9093,6989.0001,66987.1577,44821.9606,20439.3125,84231.694,77307.5805,132464.5809,94483.4061,72183.1048,33890.828
OANTIGEN-PWY,26184.6911,13085.0403,42.754,5292.4136,9748.5079,16740.114,210.9083,42708.4857,53994.2521,6073.7788,11131.1863,28375.9608,33438.0065,10295.3777,28903.9299,10933.9406,13826.7406,7975.5167,17068.2995,16660.7809,33494.3156,7365.0687,15610.7868,22718.3396,30626.1452,25380.9443,14648.4059,35404.6682,22610.505,31571.184,26083.1403,15240.3268,251.1605,11471.1958,454.2788,476.2037,3624.584,43961.4428,63600.6432,50.5893,11248.7758,450.599,6657.2225,33040.9842,23571.1106,29710.0008,8409.4783,15530.5229,18434.01,25884.718,19167.8288,34570.1914,30807.9943,5582.0473,8132.6583,14469.1217,262.3468,16278.0451,32260.6542,30879.405,4428.7206,30385.5471,111.9859,25640.0512,6531.2693,25807.502,5540.5564,24278.0771,24399.8118,163.4902,24952.9015,14345.0275,11190.9893,10592.9896,4045.9635,42132.4549,261.4209,24156.1928,23422.1883,2959.7237,13492.9238,12529.0878,28644.1842,276.7951,16189.7793,5456.923,23157.7728,5616.1977,9311.8074,20960.3523,51867.8203,33239.8703,22176.2787,5841.269,20026.9814,9885.7687,19432.5544,21775.4369,27775.4292,30397.9079,15322.6492,27444.9507,7828.1705,21840.6246,15446.974,19055.7409,11505.1319,2109.9541,20060.7711,13991.8582,27490.5663,33054.1038,42882.9221,61417.8416,33796.7646,58288.7945,15906.9117,22816.1056,7625.2603,28868.0088,16200.1374,18889.843,4016.9625,70799.9657,26458.1796,20924.0503,75323.391,92453.3999,96448.6053,44701.151,83052.6485,116577.571
