Module	TL1a_FP_139	TL1a_DTT_245_Repeat	TL1a_DTT_244_Repeat	TL1A_FP_637	TL1a_FP_174	TL1A_FP_638	TL1a_FP_210	TL1a_DTT_73	TL1A_FP_639	TL1a_DTT_74	TL1a_FP_171	TL1a_DTT_75	TL1a_FP_170	TL1a_FP_173	TL1a_DTT_77	TL1a_FP_172	TL1a_DTT_78	TL1a_FP_205	TL1a_FP_97	TL1A_FP_640	TL1a_FP_98	TL1A_FP_641	TL1A_FP_685	TL1a_FP_207	TL1a_FP_99	TL1A_FP_686	TL1a_DTT_173_Repeat	TL1a_FP_206	TL1A_FP_687	TL1a_FP_209	TL1a_FP_208	TL1a_FP_241	TL1a_FP_243	TL1a_FP_242	TL1a_FP_245	TL1A_FP_688	TL1a_FP_244	TL1A_FP_689	TL1a_FP_246	TL1a_FP_169	TL1a_DTT_142_Repeat	TL1a_DTT_242	TL1a_DTT_243	TL1a_DTT_241	TL1a_FP_64	TL1a_DTT_206	TL1a_FP_65	TL1a_DTT_207	TL1a_FP_66	TL1a_DTT_205	TL1a_DTT_246	TL1a_FP_61	TL1a_FP_62	TL1a_FP_63	TL1a_DTT_76_Repeat	TL1a_DTT_208	TL1a_DTT_209	TL1a_DTT_97	TL1a_DTT_98	TL1a_DTT_99	TL1A_DTT_640	TL1a_DTT_210	TL1A_DTT_641	TL1A_DTT_642	TL1A_DTT_687	TL1A_DTT_689	TL1a_DTT_170	TL1a_DTT_169_Re_extracted	TL1a_DTT_171	TL1a_DTT_172_Re_extracted	TL1a_FP_75	TL1a_FP_76	TL1a_FP_77	TL1a_FP_78	TL1a_DTT_139	TL1a_FP_73	TL1a_FP_74	TL1a_FP_142	TL1a_FP_141	TL1a_FP_144	TL1a_FP_100	TL1a_DTT_62	TL1a_FP_143	TL1a_DTT_63	TL1a_FP_102	TL1a_FP_101	TL1A_DTT_638	TL1A_DTT_639	TL1a_DTT_64	TL1a_DTT_65	TL1a_FP_140	TL1a_DTT_66	TL1a_DTT_141	TL1a_DTT_140
MF0014	57319.485	6911.585	9329.18	10107.715	15080.145	4391.495	7367.905	32550.65	7051.995	33757.19	103899.305	19596.989999999998	41636.78	5966.0	10615.915	5587.594999999999	8379.555	71164.91500000001	34889.395000000004	888.755	55571.925	1412.455	8801.675	57258.415	37796.48	17479.375	3383.6	78268.23	13659.975	5534.1900000000005	5263.5	58230.665	75950.08499999999	72809.91500000001	11104.435	1761.355	62752.905	1852.925	23376.385	35436.1	2121.25	57811.25	65503.25	53429.835	57594.465	54153.25	92925.26000000001	79959.83499999999	56881.59	193411.5	13572.145	37027.785	45572.119999999995	34419.990000000005	6966.525	10970.0	12198.75	44847.240000000005	38275.025	50802.84	6007.285	47253.42	4833.889999999999	5426.405000000001	7297.615	2106.5	36476.04	5108.035	42182.14	16202.46	24826.905	10760.8	11815.1	41056.985	56489.3	26300.375	26266.185	24864.095	57148.865000000005	57395.83	36412.36	67212.87	44778.865	36548.45	20587.62	22477.24	5442.795	16826.25	9109.99	7564.555	147585.24	6533.01	71306.47	43272.17
MF0058	66.0	285.0	139.0	42.0	575.0	9.0	546.0	509.0	21.0	388.0	68.0	134.0	52.0	453.0	287.0	236.0	178.0	1959.0	69.0	47.0	86.0	27.0	6.0	1180.0	37.0	11.0	94.0	820.0	4.0	6716.0	3153.0	37.0	24.0	43.0	1206.0	49.0	343.0	113.0	594.0	70.0	914.0	62.0	34.0	123.0	27.0	2547.0	266.0	3777.0	509.0	10902.0	658.0	72.0	119.0	132.0	2050.0	12970.0	3206.0	739.0	290.0	197.0	69.0	5423.0	38.0	125.0	2.0	62.0	141.0	795.0	32.0	337.0	196.0	873.0	383.0	217.0	226.0	112.0	250.0	673.0	50.0	88.0	7426.0	108.0	436.0	61.0	1304.0	3378.0	13.0	112.0	2256.0	471.0	122.0	458.0	61.0	376.0
MF0015	5576.2	8296.97	17094.33	1866.5	16189.27	1782.5	8330.9	7600.36	2165.5	5398.5	18640.36	5091.68	5370.2	9161.62	6967.2	3326.83	5990.0	7323.71	4819.73	1393.09	4222.05	1822.67	1869.66	21404.16	5075.71	2053.68	2690.53	11272.59	4905.84	16150.95	17133.55	3317.76	4583.74	4560.46	13937.23	1693.42	8020.32	1863.07	10282.18	5316.16	4329.1	6255.7	4697.28	7335.96	1897.84	7655.75	7376.94	13483.08	15087.43	22244.45	13489.4	16803.22	7438.5	8128.88	6540.0	30056.57	20785.35	7178.75	5239.98	8619.57	2136.09	88581.76	1403.59	2180.76	4461.34	1357.84	6908.38	7419.7	7524.65	4640.23	10384.44	11467.71	7254.06	11847.24	5387.38	7560.98	7486.28	10759.4	3985.01	8730.76	19021.58	8462.74	12901.2	4684.06	21720.9	42812.8	6506.0	5896.16	20842.14	10846.34	19448.31	11998.84	8131.37	5797.7
MF0059	0.0	135.5	51.5	0.0	46.0	0.0	96.0	399.5	0.0	258.0	0.0	88.5	0.0	16.5	236.0	0.0	201.5	961.5	110.0	0.0	51.0	5.0	0.0	587.0	116.0	0.0	67.5	390.0	0.0	3303.0	1530.0	0.0	0.0	30.0	51.0	40.0	54.5	42.5	17.0	0.0	338.0	30.0	0.0	13.0	89.5	1279.5	524.0	1895.5	329.0	5433.0	43.5	172.5	158.0	153.0	2007.0	6462.0	1569.5	407.0	197.5	118.0	23.5	8484.0	17.5	18.0	0.0	20.0	36.5	2.5	0.0	36.0	0.0	210.5	116.0	186.0	106.0	117.0	87.0	16.0	0.0	39.0	5090.0	115.0	95.0	54.0	84.0	673.0	0.0	0.0	849.5	306.5	0.0	390.0	67.5	176.5
MF0012	1914.5	1817.17	1590.83	547.0	4555.17	131.0	2264.0	2835.33	295.0	2860.0	4035.33	1930.34	1981.5	2057.67	3543.5	666.0	2847.5	1886.0	2339.84	515.17	1102.0	330.67	167.0	3313.33	2855.83	285.5	700.0	2013.17	447.0	6606.0	3060.0	872.83	1790.17	1681.83	4529.0	399.0	2352.67	551.0	2443.0	2279.83	676.0	2038.5	1367.0	1277.67	965.17	2492.0	3848.17	3722.0	6336.5	10786.0	3379.0	4584.16	2963.0	3610.84	2386.0	12896.0	3110.0	2890.0	2861.34	3426.16	275.17	5334.0	192.0	258.17	121.0	114.17	2099.83	1998.0	2318.0	1057.34	4577.83	4044.33	2148.67	4792.17	1864.84	3076.84	1857.0	2484.0	1254.83	3004.83	10332.0	3634.67	3266.67	1873.33	2626.0	4770.0	152.0	776.83	6327.17	5244.67	2581.83	5948.67	2627.16	1808.5
MF0056	45256.27	6459.5	9116.36	13910.6	27679.77	4964.03	24439.64	35083.97	8557.09	33735.45	119526.24	17899.84	49320.72	19720.67	9049.93	7471.94	6773.81	40552.75	32046.43	1177.07	51092.02	1604.59	9857.62	42742.0	39467.35	21733.24	3364.5	47740.54	15226.75	4280.63	4347.75	55964.0	69148.0	63821.0	27007.96	2173.42	60871.81	3487.74	27518.51	32349.47	1501.25	54917.5	62751.25	47847.25	48939.43	29726.75	77675.68	49158.25	44903.01	127343.75	18529.71	37345.91	49562.91	33893.31	6464.08	2417.0	4487.75	43401.76	37648.01	50602.87	6760.51	13915.75	5907.21	6457.01	6275.66	2014.3600000000001	37270.6	17399.65	43368.7	15825.97	32897.86	12410.26	12574.9	39983.33	50683.23	26595.88	35379.04	38016.39	44605.72	65536.11	42288.16	62016.77	54251.38	33026.5	32492.09	18321.81	3676.06	22492.04	6358.58	5704.91	142857.17	3912.6499999999996	63953.8	37366.74
MF0013	23756.4175	5121.8875	8808.59	6552.005	15343.51	2698.58	12399.885	17463.55	4393.4725	16470.7425	60410.845	9582.295	24257.22	9307.6975	8636.645	4967.3375	7164.3775000000005	21909.1575	16929.875	1265.105	24956.072500000002	2173.23	4730.2875	25836.02	20258.0125	9897.315	3173.6899999999996	26385.114999999998	7598.6224999999995	5390.25	6049.825	28836.045	35507.33	33022.845	14468.6325	1959.2675	31768.2825	3243.7124999999996	15321.3375	16775.112500000003	1906.025	28743.925	32506.2575	25719.822500000002	24609.48	16602.875	42147.295	27082.4575	30184.475	69137.925	10883.1325	20563.705	22798.0825	17588.555	5091.4775	8560.6425	6347.275	22078.6225	18954.4	25343.4075	3688.8225	29941.855	2987.35	3612.8925	3990.3575	1764.515	18753.5925	9044.4825	21785.6425	10095.695	17535.42	14361.7075	17493.377500000002	21826.7825	24710.9725	14288.634999999998	16562.38	18924.197500000002	22553.255	32323.0475	20772.4775	29272.1475	27387.005	15837.6275	18141.385	17481.1525	3188.4325	11404.6475	14345.380000000001	7868.4625	69757.6675	10387.654999999999	31251.5325	18913.21
MF0057	871.0	292.0	298.0	220.67000000000002	997.9200000000001	125.84	542.5	560.5	134.5	494.16999999999996	804.41	520.0	435.90999999999997	839.67	399.75	489.58	419.25	391.5	310.58	41.33	443.66999999999996	98.33	47.0	1568.5	309.42	104.08000000000001	350.33	923.0	80.92	336.91999999999996	2149.25	470.0	634.0	484.0	797.75	115.33000000000001	444.66999999999996	207.0	334.08	544.75	487.625	587.0	817.25	844.75	254.92000000000002	609.75	660.08	702.0	992.9100000000001	1761.5	791.42	1524.25	996.4200000000001	920.4200000000001	295.58	210.0	260.75	971.0799999999999	573.0	1213.25	152.16	431.25	127.5	168.17	91.5	52.33	893.4200000000001	791.5799999999999	1378.67	661.42	1015.6600000000001	2178.34	734.67	1259.83	663.6700000000001	637.17	561.5	1175.75	539.42	781.0	1059.42	800.25	1200.66	557.58	1162.25	816.405	72.67	484.66999999999996	2094.21	761.17	748.6700000000001	562.5	1628.42	891.0
MF0010	80440.305	19423.165	28015.614999999998	22662.015	56062.240000000005	10553.45	44095.975	58917.770000000004	16148.965	53853.255000000005	219890.71499999997	32792.695	84730.965	38409.91499999999	23850.78	12925.185	20304.375	70678.16500000001	61000.16	5786.424999999999	86057.845	6385.95	16185.03	83399.66500000001	72931.48999999999	33123.145000000004	7572.33	83382.79000000001	26931.145	47381.21	45897.75	106363.08	133124.33500000002	120955.0	63304.195	6781.949999999999	128785.47	9063.605	73979.69	56563.2	4483.085	106592.25	122468.83	97768.425	87967.48999999999	55227.835	155247.59500000003	89887.745	102795.08499999999	220107.25	45304.79	52419.225000000006	66794.1	55003.22	14315.24	31247.34	28931.0	75317.58499999999	66448.235	88420.44	12806.0	97294.08	10172.564999999999	12509.605	15374.859999999999	5025.015	64874.83	30411.485	73911.94	33144.744999999995	53128.185	27704.52	26252.204999999998	68833.11499999999	84777.1	42242.515	53402.92	68510.79999999999	75713.965	115143.56	74239.745	96053.62	98008.73999999999	53494.375	66205.67499999999	73513.58499999999	14483.48	40217.08500000001	33759.495	23440.565000000002	234919.14	20975.96	104962.92	65487.33
MF0054	26570.8525	7005.129999999999	10412.4725	9761.7375	16291.380000000001	4193.7425	14052.5625	20460.485	6679.245	17007.345	93004.62	10510.1225	34862.055	12980.059999999998	10906.127499999999	5148.884999999999	9780.9625	13330.17	23138.815000000002	2862.22	30115.239999999998	3546.56	6190.370000000001	16720.52	31439.92	13300.5925	3671.0325000000003	15757.9575	9388.745	20189.122500000005	19718.337499999998	38714.3	52571.45	42681.4	24178.455	3270.105	43264.8125	6607.715	28304.695	19881.1125	2677.0924999999997	38581.1	45914.975	34384.475	31615.96	10310.98	57939.71000000001	17295.145	40136.655	39309.9125	14253.6375	20327.25	23590.25	20657.7225	4681.0075	9352.034999999998	8535.237500000001	25154.0875	23379.525	30057.2325	4823.6275000000005	27452.0	3907.8424999999997	4552.2225	5129.13	2228.865	21727.5025	9587.925	26523.275	12203.852499999999	22400.572500000002	13873.295000000002	18162.5475	25982.489999999998	27241.98	15673.7375	18596.02	23332.155	24073.125	47531.925	21560.262499999997	28298.472500000003	33869.205	16226.4525	16419.612500000003	14754.9125	4121.9775	17963.1725	15809.515	10990.645	75679.3575	12392.1425	33277.8225	20705.002500000002
MF0098	1533.5	583.5	377.0	346.3333333333333	2305.1666666666665	228.0	599.75	1281.11	424.6666666666667	771.6666666666666	4068.11	1094.78	3097.1666666666665	1064.0	7570.833333333333	316.5	7468.5	672.7766666666666	1470.9466666666667	1105.0566666666666	1442.6666666666667	2577.0	381.4433333333333	4219.776666666667	1640.61	488.9466666666667	3201.11	2078.7233333333334	321.0566666666667	124.83333333333333	257.3333333333333	253.0	554.5	425.0	1554.0	1487.7233333333334	823.5	3651.22	505.0	2272.61	79.75	574.5	269.7766666666667	340.44666666666666	1803.39	369.75	7887.056666666666	1581.9433333333334	15248.61	852.75	1160.25	3393.3866666666668	2340.3333333333335	2805.6133333333332	1575.3333333333333	170.22333333333333	3990.8333333333335	1138.3333333333333	1207.4466666666667	1075.3866666666665	349.39000000000004	21385.72333333333	183.77999999999997	298.61333333333334	507.72333333333336	1487.39	1312.5	703.0	2725.0	390.6133333333334	3990.72	16252.11	26830.11333333333	4666.39	645.9466666666666	2571.28	1748.7766666666666	1286.8333333333333	1416.2766666666666	2707.943333333333	1886.61	769.2233333333334	2047.5600000000002	503.4433333333333	1248.0	1400.1666666666667	207.33333333333334	463.0	15738.056666666665	8700.89	1291.9433333333334	16320.556666666665	882.3866666666667	512.5
MF0011	26596.57	12832.445	18644.35	9845.175	32233.480000000003	4905.39	24089.690000000002	27694.67	7022.545	22715.68	77024.26	15145.76	29338.21	31152.435	21686.690000000002	9775.55	20049.985	31986.815	22568.785	8296.54	31008.205	6662.09	6198.145	48009.54	24654.99	13080.665	4369.514999999999	39220.395	10253.380000000001	74910.745	70607.65	31113.255	38125.16	35850.025	61212.095	6192.42	65851.185	9762.994999999999	61784.135	24146.354999999996	3182.045	32337.85	36949.685	30502.065000000002	29298.095	25087.92	72061.39499999999	42671.915	55000.39	90562.6	29582.885000000002	26753.03	32309.5	28099.845	8488.455	27683.955	25917.5	29033.71	25274.53	34695.845	5313.635	90714.25	4122.945	5147.255	5749.745	2633.435	24943.370000000003	16264.425	29039.3	15626.97	25080.28	18822.775	17274.895	41007.53	32442.43	19341.635	24318.455	27640.395	26386.405	39735.605	33679.994999999995	41848.125	36846.12	23573.160000000003	31919.915	35063.475	5232.36	15108.390000000001	28796.06	23783.730000000003	87927.2	18240.760000000002	39456.049999999996	25998.549999999996
MF0055	5418.0	4392.84	3253.16	2074.17	9928.51	1864.84	7882.0	5584.49	2423.5	4923.17	9964.49	3656.02	7322.16	9628.51	7157.5	3282.66	6413.5	7372.49	5426.35	1483.84	2876.17	1738.17	2024.99	18796.49	5695.16	2210.85	2183.66	10274.51	5071.68	14332.67	8847.0	2295.99	3666.51	3527.49	18572.14	1797.0	6634.01	1874.98	9260.18	7022.99	1543.0	5722.0	3439.83	6125.68	2037.68	8330.5	9019.84	14731.33	20763.49	28248.0	9661.67	10649.48	6597.17	7815.19	6986.33	21635.67	18744.5	6635.33	4495.52	6589.98	2314.67	74721.85	1422.84	2202.35	4542.51	1512.34	5194.83	7872.83	4812.67	3204.19	9292.48	10711.83	7661.85	11935.34	3542.19	6154.69	8566.33	14522.5	3407.16	7809.99	24123.0	6487.01	14732.18	2791.32	23722.5	48371.0	6543.67	5463.66	17248.68	10680.68	5574.16	11770.51	4519.65	4053.0
MF0009	195293.68	53359.5	72929.23	64003.86	110502.25	29071.9	100922.95	144119.71	44759.23	125675.87	699636.91	73683.66	262730.27	84673.33	58754.86	32164.04	51430.18	79131.33	176803.19	18828.39	233212.19	17842.47	40187.79	128985.33	232207.97	86113.96	17345.4	102205.41	65000.95	148425.41	144292.0	313019.49	400552.17	341950.17	169564.22	17472.04	384267.6	23603.28	230334.88	139638.03	8734.84	314126.5	367819.33	281242.02	248879.98	60371.34	457753.29	112483.82	292585.35	267986.0	110953.74	97502.62	142417.94	129635.68	27165.34	48310.35	57757.5	192812.27	182470.44	230508.51	30305.61	176544.49	24953.69	30355.47	32695.85	10806.47	161876.55	61430.14	193022.71	96103.22	148426.21	57213.23	62333.34	163384.83	209364.1	97457.76	127295.68	163485.96	178114.29	355430.72	147475.29	206016.17	259578.81	116549.13	119160.82	102692.41	28120.26	102313.93	72554.45	58020.93	592549.15	48083.82	251517.88	158615.19
MF0007	277.3333333333333	219.5	202.66666666666666	88.5	4083.5	15.0	1511.0	588.5	38.5	255.33333333333334	194.0	233.5	149.33333333333334	1911.1666666666667	472.66666666666663	1071.0	301.8333333333333	137.33333333333334	168.75	46.5	137.5	123.83333333333333	12.0	560.3333333333334	313.75	67.0	83.0	294.04166666666663	161.0	61.0	324.0	320.0	226.0	360.0	1068.3333333333333	58.5	468.5	82.95833333333333	480.0	136.0	391.75	227.0	188.66666666666666	160.33333333333334	102.66666666666666	261.75	210.66666666666666	190.33333333333334	172.33333333333334	202.66666666666666	494.25	433.3333333333333	603.25	292.0	269.6666666666667	3799.0	302.5416666666667	706.75	443.0	457.25	32.0	363.0	19.0	50.75	14.0	19.0	218.33333333333334	642.5	330.54166666666663	820.0	373.0	345.5	222.5	450.3333333333333	198.0	261.0	129.16666666666666	228.5	113.33333333333333	194.5	288.0	404.66666666666663	320.0	293.66666666666663	117.5	44.0	15.0	73.0	1161.1666666666665	441.25	253.33333333333334	471.9166666666667	327.6666666666667	137.33333333333334
MF0008	18824.0	3096.085	3657.415	3812.75	13185.285	1488.2	6334.25	10220.515000000001	2453.45	9962.5	45702.665	5693.02	18262.65	7680.335	2681.65	2299.75	2203.95	17076.915	13370.92	420.835	20078.15	577.135	2760.565	9908.664999999999	16346.265000000001	5546.22	1084.35	17411.335	4159.1849999999995	2960.75	2156.0	22798.915	31064.835	27647.415	10089.58	659.35	24614.335	570.0799999999999	12329.335000000001	11278.664999999999	925.5	23011.0	26380.0	20881.585	21633.285	13194.75	35344.034999999996	18530.75	24303.4	44120.5	6774.25	9260.63	12149.25	9113.27	2277.6	6318.5	1582.25	15139.8	14043.67	17554.679999999997	1809.285	4564.92	1539.6	1833.085	1788.185	551.285	12659.615	4477.25	14413.4	5684.07	8838.215	5010.415	4455.585	11005.385	18631.670000000002	7790.62	8075.35	14112.85	18558.715	23930.464999999997	15524.05	18899.934999999998	20939.684999999998	10704.564999999999	7972.95	5999.25	921.9	5485.415	3445.785	1718.785	49829.765	1439.885	22972.23	13703.65
