Module	TL1a_FP_139	TL1a_DTT_245_Repeat	TL1a_DTT_244_Repeat	TL1A_FP_637	TL1a_FP_174	TL1A_FP_638	TL1a_FP_210	TL1a_DTT_73	TL1A_FP_639	TL1a_DTT_74	TL1a_FP_171	TL1a_DTT_75	TL1a_FP_170	TL1a_FP_173	TL1a_DTT_77	TL1a_FP_172	TL1a_DTT_78	TL1a_FP_205	TL1a_FP_97	TL1A_FP_640	TL1a_FP_98	TL1A_FP_641	TL1A_FP_685	TL1a_FP_207	TL1a_FP_99	TL1A_FP_686	TL1a_DTT_173_Repeat	TL1a_FP_206	TL1A_FP_687	TL1a_FP_209	TL1a_FP_208	TL1a_FP_241	TL1a_FP_243	TL1a_FP_242	TL1a_FP_245	TL1A_FP_688	TL1a_FP_244	TL1A_FP_689	TL1a_FP_246	TL1a_FP_169	TL1a_DTT_142_Repeat	TL1a_DTT_242	TL1a_DTT_243	TL1a_DTT_241	TL1a_FP_64	TL1a_DTT_206	TL1a_FP_65	TL1a_DTT_207	TL1a_FP_66	TL1a_DTT_205	TL1a_DTT_246	TL1a_FP_61	TL1a_FP_62	TL1a_FP_63	TL1a_DTT_76_Repeat	TL1a_DTT_208	TL1a_DTT_209	TL1a_DTT_97	TL1a_DTT_98	TL1a_DTT_99	TL1A_DTT_640	TL1a_DTT_210	TL1A_DTT_641	TL1A_DTT_642	TL1A_DTT_687	TL1A_DTT_689	TL1a_DTT_170	TL1a_DTT_169_Re_extracted	TL1a_DTT_171	TL1a_DTT_172_Re_extracted	TL1a_FP_75	TL1a_FP_76	TL1a_FP_77	TL1a_FP_78	TL1a_DTT_139	TL1a_FP_73	TL1a_FP_74	TL1a_FP_142	TL1a_FP_141	TL1a_FP_144	TL1a_FP_100	TL1a_DTT_62	TL1a_FP_143	TL1a_DTT_63	TL1a_FP_102	TL1a_FP_101	TL1A_DTT_638	TL1A_DTT_639	TL1a_DTT_64	TL1a_DTT_65	TL1a_FP_140	TL1a_DTT_66	TL1a_DTT_141	TL1a_DTT_140
MF0103	235498.96000000002	51003.3	67303.91500000001	72913.29500000001	114665.795	30351.125	94535.93	169251.925	48952.740000000005	146528.305	739027.68	81030.9	290804.58	88906.79999999999	54280.605	26406.855	46404.47	104235.04000000001	206130.225	19517.315000000002	288026.93000000005	16005.105	45932.145000000004	167863.78999999998	249586.7	101148.465	17256.28	137349.61	70868.36499999999	162043.66999999998	152855.375	372308.44	449395.95999999996	404901.89	164015.125	15234.404999999999	463656.05000000005	22874.89	244678.075	165154.77000000002	6309.715	370372.25	429069.975	320830.935	300646.275	73596.965	533897.655	146456.875	323429.91000000003	407555.875	112240.86499999999	116110.05500000001	179705.72499999998	147001.02	21841.940000000002	29901.675000000003	32590.75	230217.2	218463.745	272064.56	30710.42	37366.83	26772.595	30308.25	29114.305	9916.965	193688.895	58140.455	230832.41999999998	99735.37	175998.345	52478.274999999994	59209.55499999999	180095.955	256691.08500000002	118960.845	156557.555	180389.46000000002	216702.015	390208.20999999996	162114.95500000002	249451.34	295923.985	139008.44	108262.455	40881.68	18540.72	110814.51000000001	50283.955	46871.715	751938.085	32167.684999999998	307003.17000000004	188296.0
MF0067	62107.64	26953.56	36690.69	21213.85	66608.13	12003.78	51218.21	61135.49	17052.59	51791.03	161913.84	35018.71	68593.42	54965.21	53092.38	22039.26	47747.64	64593.0	50601.93	13470.59	65471.24	15397.35	16144.94	81408.4	57987.8	29409.69	15421.19	71544.97	30065.77	90142.16	89261.3	64380.83	80668.5	75582.37	101910.82	13461.18	110113.38	20698.46	92255.63	53951.2	8443.02	71255.2	76687.36	69085.98	60767.2	51243.67	138412.3	80381.49	131337.27	181626.2	61236.44	79314.53	76796.83	66471.88	23954.91	43127.58	41170.1	65689.09	56219.09	77654.0	14417.28	121475.77	10621.4	13886.7	20587.84	9151.88	57255.73	39684.85	66396.6	34822.3	70555.87	59278.32	67226.29	92832.41	68244.05	51524.63	63248.4	69398.29	57988.8	90558.03	87845.65	88995.6	90062.94	48562.97	104339.16	87800.75	19215.99	39212.77	69221.55	58675.68	179801.22	50339.82	86094.57	55677.77
MF0068	63021.51	19025.05	30954.7	17540.85	55153.79	8428.78	43685.21	50579.17	12646.09	42490.96	142958.52	26416.35	58990.42	46705.95	37536.38	19460.93	34640.64	54351.88	41920.32	10543.41	64355.94	11910.01	12337.62	66825.08	46730.73	25217.33	11082.03	63364.04	19879.09	83883.41	79529.05	62890.58	78343.25	76183.42	81295.77	10059.84	98397.78	17185.7	79118.11	46964.12	7300.19	62209.0	71540.42	57106.88	66186.56	42493.92	135969.28	70262.41	99429.11	161851.95	45038.44	57892.39	62043.83	52548.34	14294.91	45503.74	34465.85	54972.84	47042.73	64534.61	10374.6	106572.75	8090.72	10215.68	11650.16	6439.2	47017.07	32313.85	56049.6	29518.69	47652.97	49415.72	63725.29	68882.66	65878.51	37672.27	46858.82	52958.79	63257.3	76433.21	65574.57	81935.42	70235.5	44808.21	62342.66	67299.78	10359.39	29236.45	57543.88	39546.91	169708.15	46328.82	80597.22	50995.86
MF0101	44580.2	5277.0	7806.0	11801.0	15499.0	4279.2	17538.0	25660.2	7365.8	25798.6	103392.2	13927.0	40635.8	12869.0	6817.2	2411.0	5036.2	40309.0	30429.6	386.6	43288.8	1187.0	7698.2	40219.0	34888.4	17634.6	2472.4	46396.0	11066.4	3466.0	2902.0	55486.0	68191.0	63127.0	17474.0	1539.4	56715.0	3819.2	22821.0	29460.4	1174.0	54455.0	62139.0	47186.0	45514.4	30175.0	73363.4	48683.0	42035.8	130640.0	12292.0	24937.6	31539.0	26431.2	4142.0	8445.0	3435.0	36441.4	31346.2	41533.6	5569.2	9583.0	4654.6	5024.8	5298.6	1764.2	30594.8	12071.0	34681.8	10962.0	22240.8	7181.6	8005.8	30883.4	42319.2	19899.6	22550.2	25773.0	40781.2	54655.4	27242.0	46691.0	41148.2	25274.2	20095.8	9581.0	2971.0	22133.8	3739.8	3950.6	115964.6	2947.8	52393.2	32165.4
MF0024	0.0	8554.735	11529.195	0.0	37968.53	0.0	34055.925	249.0	0.0	177.0	0.0	49.0	0.0	30646.27	86.0	0.0	62.0	43421.025	6.0	0.0	20.0	3.0	0.0	44280.25	11.0	0.0	55.0	49757.33	0.0	37510.315	34587.75	0.0	0.0	63714.485	46296.75	40.0	73728.925	11327.76	47294.635	0.0	338.0	55495.1	0.0	49083.06	11.0	32919.585	191.0	52661.125	98.0	133376.475	25129.45	28.0	13.0	21.0	2007.0	14646.42	16038.75	46391.3	122.0	40.0	7812.72	8484.0	6462.795	10.0	0.0	20.0	39062.21	22830.875	0.0	30.0	0.0	198.0	31.0	18.0	53274.165	4.0	38873.225	41105.84	0.0	67194.62	5090.0	41.0	95.0	9.0	53.0	673.0	0.0	0.0	716.0	58.0	0.0	82.0	66735.66	165.0
MF0021	48551.27	9816.335	11577.525000000001	14892.765	31694.019999999997	5974.11	21714.14	40139.3	9848.59	37643.365	130581.23999999999	21699.43	53792.39	18431.42	19252.43	7826.4400000000005	15894.810000000001	45740.33	34746.604999999996	2977.3250000000003	53498.685	4824.26	10917.95	55665.58	43504.345	22706.415	7023.25	54858.21	17804.835	10833.544999999998	9563.5	58526.58	72322.42	67028.33	33563.95	4414.09	65915.31	7564.9	32555.184999999998	35744.3	2163.0	59192.25	66062.91500000001	53011.755000000005	51429.515	35708.0	88057.935	58447.915	66837.845	145977.5	22509.875	45678.82000000001	55740.575	39764.065	11886.415	10658.835	14200.5	47831.345	41452.100000000006	55703.78	7845.1	49758.005	6513.63	7502.18	8776.33	3787.615	41605.68	15403.735	49138.615	19563.475	41225.525	32363.42	38688.57	48915.585	53654.485	32049.635000000002	39424.455	46617.89	47222.965	71607.69	49400.990000000005	66375.94	63485.475000000006	35516.665	37083.09	42350.81	7019.225	25331.785	29863.665	17827.995000000003	151023.165	22311.82	68338.875	41037.99
MF0065	50458.119999999995	11603.445	18782.690000000002	14289.475	37477.615000000005	5793.655	29390.09	38570.979999999996	9417.09	35970.825	131270.375	21472.77	51831.07	24081.19	20236.405	14779.77	17326.505	46543.435	36243.509999999995	2669.91	52381.295	5154.005	9939.03	61339.535	43162.66	20905.295	7815.28	57510.505000000005	15769.84	12994.48	13875.525	58845.835	72831.66500000001	67706.435	35445.315	4068.215	64959.43000000001	8112.959999999999	33426.815	36653.005000000005	4238.8	60644.6	66829.305	53331.86	50653.895000000004	36216.625	88429.57	60204.455	64954.649999999994	147371.475	26922.41	49790.555	50634.035	40492.59	11822.83	19309.87	21147.175	47515.26	40484.715	54721.19	8132.975	89548.51000000001	6539.8	8103.27	8307.5	3792.45	41052.08	22910.5	47784.149999999994	25148.550000000003	40724.7	33774.845	49902.4	50294.619999999995	52232.384999999995	32369.835	36643.97	47111.84	47361.93	69780.31999999999	50371.49	63408.185	63301.905	33947.485	43334.53999999999	41174.21000000001	6783.0599999999995	24629.074999999997	33900.78	20169.25	149973.53	30064.230000000003	66963.01999999999	41187.34
MF0022	47570.77	8657.92	10600.69	14187.68	33223.35	6275.94	26075.14	37240.3	9988.09	35878.03	120501.16	20488.68	50281.06	19312.25	12932.18	10412.94	10900.81	44550.58	34835.69	1329.16	51878.35	2511.01	10993.45	51988.91	41694.26	22436.5	4352.67	54149.46	18054.75	7357.71	6681.75	57475.58	71322.42	66217.58	28106.28	2947.76	61927.06	3288.9	28342.94	34350.05	2205.25	58079.5	65080.25	52147.34	49416.68	34515.75	82003.02	57201.58	55731.35	142323.75	20569.04	39532.32	51118.99	36106.98	8089.75	11685.67	12235.25	45875.68	39692.6	54190.28	8509.02	41563.84	6832.3	8368.43	10183.83	2969.2	38509.68	17242.82	44776.28	22262.39	34767.61	13977.5	14490.4	42729.17	51873.65	28460.8	38194.62	41177.89	45123.63	66334.44	42640.07	65369.69	57796.4	34842.75	40320.59	43769.31	9631.39	25224.95	18156.58	14381.91	144597.08	14369.82	65784.54	39259.24
MF0066	44138.77	6024.15	8685.36	11157.35	31211.82	4116.78	25223.84	27117.82	6939.59	27081.7	105014.49	14489.09	41928.22	17984.519999999997	6974.780000000001	10911.44	5246.905000000001	40171.4	30277.08	1347.67	44231.17	1611.17	7322.12	40863.25	35475.75	16658.99	2731.35	46699.29	11014.75	6427.54	5174.775	56002.85	68993.15	63499.15	22595.46	1799.545	57769.009999999995	2405.99	24827.26	29636.72	2217.5	54656.85	62635.95	47712.7	46242.18	29948.5	75503.73	48383.75	43173.56	128922.35	15086.66	26281.61	34298.41	28603.16	5813.04	11400.035	10874.675	37537.01	32306.16	42769.62	6041.01	42818.835	4922.96	6172.76	4915.66	1785.36	31594.75	16199.5	35608.35	20754.370000000003	24774.81	9233.32	9047.05	33041.53	43259.83	20868.53	24177.64	35252.09	41181.47	55709.16	31250.410000000003	48726.72	47934.43	26204.45	21918.04	24521.555	6379.0	19011.29	12501.024999999998	7506.29	117899.92	7607.41	53693.2	32982.340000000004
MF0018	48783.64	17396.39	29062.36	16369.35	48512.21	6664.28	38666.71	48547.67	10560.09	40648.53	125947.02	25099.35	52754.42	41846.04	26165.38	16855.02	23061.64	49530.88	40230.32	8411.41	57340.24	7091.93	10287.62	52149.58	44699.23	23263.33	5946.2	55278.04	15616.59	77269.41	75047.55	57790.01	71900.82	66760.05	70933.95	6599.92	94122.21	10551.07	73453.18	39587.38	5907.77	58823.7	67512.62	52124.54	53756.02	37513.92	111049.62	60349.75	74895.28	145084.45	41064.69	46828.89	57835.33	45870.52	10045.91	37377.07	19976.35	51714.34	46005.23	61633.61	8271.35	36474.67	6739.88	8226.51	6776.16	3162.7	42516.65	26108.6	50220.85	26823.19	42166.81	24675.47	22344.62	62186.23	57614.69	33687.77	40924.91	43791.29	48293.73	69344.46	51604.66	75563.92	61078.23	42097.65	42785.91	28306.78	4013.39	24519.95	33380.88	26882.41	153280.65	22109.82	71411.18	43512.27
MF0019	53439.14	12786.05	17617.36	18074.35	23829.76	7683.64	24281.42	50799.67	12990.09	42547.03	143975.52	27895.85	59549.42	14351.17	12029.69	1614.58	8591.53	42263.33	42587.57	940.79	61221.74	2131.16	12558.62	64979.33	48531.98	25680.33	5567.6	47812.46	20280.09	6186.71	5393.0	60263.51	74053.32	69049.05	26703.29	2577.26	99239.04	2828.93	44985.94	44940.38	2138.5	62400.7	70787.7	58765.96	57129.52	33006.0	125367.12	51512.5	82151.58	138770.0	29005.44	39997.99	64116.33	47784.38	9977.41	8930.0	4690.5	55607.09	47446.73	65011.36	9994.72	12793.84	8345.72	10136.23	8764.43	2843.9	48616.07	15545.71	56872.6	30458.94	51642.89	17398.74	18904.56	56765.47	60950.19	39818.7	48557.24	56028.29	52282.48	77367.71	53226.07	76951.92	72903.74	42624.65	37095.79	15084.67	5272.39	29715.45	8132.58	6480.83	169875.4	4663.82	76021.43	48069.77
MF0030	1198.5	439.0	382.0	241.0	676.17	101.0	446.5	1848.0	141.0	828.0	710.0	375.0	264.0	586.67	932.0	237.0	734.0	208.0	1022.75	196.0	1705.0	219.0	107.0	764.33	1047.25	284.0	246.0	320.0	316.0	118.5	60.0	217.0	343.0	272.0	2090.5	114.0	475.0	340.0	811.0	364.0	246.0	315.0	254.0	275.67	433.0	253.0	1832.0	707.5	1022.0	702.0	1154.0	8508.0	2410.0	2460.0	1522.0	114.0	814.5	1228.75	739.0	960.75	112.67	441.0	104.0	131.67	122.0	83.0	408.83	1156.0	417.0	337.34	3083.25	1986.0	1524.0	3178.0	1035.0	2629.0	821.0	881.0	630.75	718.0	1962.5	1431.0	659.17	544.0	732.5	1391.5	132.0	610.0	2475.0	841.0	5221.25	820.0	1347.25	618.0
MF0074	69534.51	24109.51	34229.72	23518.53	52156.65	12658.12	39159.12	65708.37	18440.98	52396.46	198717.78	34667.83	76650.68	47061.59	42517.86	12620.21	37614.85	61387.41	55489.86	11210.47	68394.19	10518.59	17135.07	78081.16	59591.84	32611.13	11100.4	70240.0	31154.74	95708.84	88476.25	63778.49	78366.34	73814.33	89083.82	10951.83	106163.37	16117.52	86911.2	61714.53	4776.17	66786.5	75402.92	67080.76	60341.4	51360.92	133948.24	81678.92	105527.76	190896.75	54246.08	85529.11	81904.82	71305.9	21161.46	58132.17	43192.25	69669.27	58218.33	80257.34	14268.52	121634.26	10678.71	12776.47	20990.19	7474.3	60031.58	30929.47	72257.38	26429.56	71361.57	46265.82	39718.92	98615.0	70128.44	53365.27	65283.43	61750.08	63233.21	100081.72	83959.63	88933.51	88523.46	50242.5	91350.65	127464.96	24092.98	44943.6	69478.46	47151.32	203501.28	44399.24	90156.67	57333.11
MF0031	44250.44	10667.42	13642.53	13428.85	36476.19	5734.28	27116.81	33867.64	8662.59	30041.53	104889.49	17285.51	41190.72	28917.92	20003.68	9398.77	17883.14	48711.25	33585.68	7756.49	47831.69	6334.51	7871.29	47070.25	36935.1	18279.49	3677.5	52608.37	11661.42	74366.21	65516.75	55902.58	68540.75	63484.42	54774.29	6037.92	89321.89	10011.91	65200.76	32964.05	2981.92	55712.5	64639.42	49426.17	49995.85	37227.42	104306.35	60574.25	67022.68	149146.75	27585.04	28408.33	38404.83	35467.98	7171.91	31545.67	17385.25	41198.34	35779.09	47231.45	6719.18	18377.83	5313.63	6673.09	5430.99	2686.53	33736.52	14944.15	38337.95	19453.55	28269.78	14816.34	16207.4	47768.66	48062.65	23235.13	26806.96	33030.89	42838.3	56414.28	31284.41	55193.85	47194.21	30420.92	26324.76	13946.48	3066.39	20500.12	21475.91	18467.24	124208.92	12638.65	57032.22	37406.57
MF0075	44235.27	5594.75	8711.86	13071.68	30280.35	4766.94	24866.64	34734.47	8240.09	33009.53	116484.83	17608.34	48439.06	17830.25	7842.68	10358.61	5534.81	40666.75	31283.35	483.99	50727.85	1504.01	9457.62	40688.25	38618.93	21070.16	2912.67	46693.54	13885.08	3644.21	3161.75	55669.25	68383.25	63300.75	22191.96	1791.59	57259.89	2443.74	24407.43	31075.22	2192.25	54710.0	62281.75	47646.0	48491.51	30355.25	76482.85	49212.25	42933.35	131188.75	14666.54	35254.16	48613.99	32680.14	8340.25	10088.0	3455.25	42668.68	37245.76	49767.12	7116.85	27240.5	6035.46	7234.09	6033.66	1995.53	36440.18	16380.82	42219.28	21013.55	30798.45	8960.67	9906.73	37914.0	49580.81	25768.46	33688.79	38199.39	43957.3	63244.11	41912.24	61450.52	53891.22	32675.92	26233.09	13718.31	3471.39	21470.12	3316.91	3592.74	141918.75	2446.15	62725.38	36884.24
