#OTU ID,LYZdtt305,LYZdtt304,Itg.18.DTT492.S87,Vil1.07B.DTT81,Vil1.07B.DTT80,LYZdtt317,LYZdtt316,LYZdtt315,Lyz2.03B.DTT231.S71,Itg.10.DTT457.S51,Itg.20.DTT505.S100,Itg.08.DTT444.S37,Lyz2.05B.DTT255.S96,Itg.24.DTT527.S22,LYZdtt303,Itg.02.DTT408.S100,Vil1.04B.DTT45,Vil1.04B.DTT44,Vil1.04B.DTT43,Lyz2.03B.DTT232.S72,Itg.04.DTT421.S13,Itg.18.DTT491.S86,Lyz2.01B.DTT207.S47,Itg.10.DTT455.S49,Itg.08.DTT443.S36,Itg.10.DTT456.S50,Lyz2.08B.DTT291.S133,Lyz2.04B.DTT245.S86,Itg.06.DTT431.S24,Vil1.08B.DTT91,SLCdtt021,Vil1.08B.DTT92,SLCdtt020,Vil1.08B.DTT93,Itg.12.DTT469.S63,SLCdtt147,SLCdtt146,Lyz2.03B.DTT233.S73,SLCdtt145,Lyz2.01B.DTT208.S48,Vil1.01B.DTT09,Vil1.01B.DTT08,Itg.04.DTT420.S12,SLCdtt165,SLCdtt164,SLCdtt163,Itg.26.DTT540.S36,Vil1.013B.DTT152,Vil1.013B.DTT153,Vil1.013B.DTT151,SLCdtt051,SLCdtt050,Lyz2.06B.DTT268.S109,Lyz2.08B.DTT293.S135,Lyz2.02B.DTT219.S59,Itg.18.DTT493.S88,Lyz2.01B.DTT209.S49,Vil1.05B.DTT55,Vil1.05B.DTT56,Vil1.05B.DTT57,SLCdtt109,Itg.20.DTT504.S99,SLCdtt111,SLCdtt110,Itg.20.DTT503.S98,SLCdtt001,SLCdtt129,SLCdtt128,SLCdtt003,SLCdtt002,Itg.26.DTT541.S37,SLCdtt019,Lyz2.04B.DTT243.S84,Itg.16.DTT481.S76,Vil1.010B.DTT116,Vil1.010B.DTT115,Vil1.010B.DTT117,Itg.22.DTT516.S11,Vil1.02B.DTT21,Vil1.02B.DTT20,Vil1.02B.DTT19,Lyz2.07B.DTT279.S121,Vil1.09B.DTT103,Vil1.09B.DTT105,Vil1.09B.DTT104,Itg.06.DTT433.S26,Itg.12.DTT468.S62,Lyz2.08B.DTT292.S134,SLCdtt067,Itg.02.DTT409.S1,Lyz2.04B.DTT244.S85,Lyz2.07B.DTT280.S122,SLCdtt069,SLCdtt068,Lyz2.07B.DTT281.S123,SLCdtt075,SLCdtt074,Itg.22.DTT515.S10,Vil1.06B.DTT67,Vil1.06B.DTT69,Vil1.06B.DTT68,Itg.04.DTT419.S11,Itg.16.DTT479.S73,Lyz2.06B.DTT267.S108,Itg.16.DTT480.S75,Itg.12.DTT467.S61,Itg.06.DTT432.S25,SLCdtt092,Vil1.014B.DTT163,Vil1.014B.DTT165,Vil1.014B.DTT164,SLCdtt093,Lyz2.02B.DTT221.S61,Itg.26.DTT539.S35,Itg.02.DTT407.S99,Itg.08.DTT445.S38,Lyz2.05B.DTT257.S98,Vil1.03B.DTT32,Vil1.03B.DTT33,Itg.24.DTT529.S24,LYZdtt353,LYZdtt352,LYZdtt351,Lyz2.02B.DTT220.S60,LYZdtt365,LYZdtt364,LYZdtt363,LYZdtt329,LYZdtt328,LYZdtt327,Itg.22.DTT517.S12,Vil1.07B.DTT79,LYZdtt339,Lyz2.06B.DTT269.S111,Itg.24.DTT528.S23,Lyz2.05B.DTT256.S97,LYZdtt341,LYZdtt340,taxonomy
MF0070,77465.05,37686.04,6758.37,4514.18,3387.83,84108.9,122009.39,43882.85,25163.78,13008.13,11822.65,15263.73,4647.7,8306.32,266044.3,7657.81,5270.22,7155.78,5365.6,18880.47,46176.14,17597.43,7803.94,30049.69,9468.47,11834.36,20001.95,4636.34,41218.84,6503.5,1998.55,4800.71,1921.87,5771.72,10560.69,20718.01,5091.37,6831.81,52485.9,3352.9,7412.52,3026.62,8757.89,31483.29,13332.28,59157.73,4756.77,7273.94,10920.94,14359.13,4293.93,3803.8,2610.16,13442.7,11069.02,12187.61,5043.89,6534.93,6014.21,3794,18699.75,6573.12,4201.78,4294.88,38310.78,3733.99,14394.52,3422.7,22308.42,10315.9,9199.72,7181.49,37689.9,13227.7,7749.39,6064.92,6285.84,2993,8639.37,4151.3,9202.57,7522.63,7206.66,6027.76,4888.54,43519.21,11287.36,6618.21,15832.16,15546.54,5256.86,3171.21,4217.93,2811.97,3834.87,7412.48,17612.13,28360.44,3788.07,7748.01,5482.26,10639.55,25530.21,5787.42,13257.8,24495.94,19557.31,12962.62,11869.08,9406.27,6599.36,12040.09,6084.53,8469.45,8464.66,8822.96,8117.54,5176.16,8030.31,9125.21,53859.72,90559.2,120681.02,8022.31,9754.96,4992.36,10783.49,22082.9,15199.61,39076.15,5723.09,4338.79,8741.31,4677.01,5020.44,4524.19,39704.68,10478.01,
MF0071,58891.735,168757.905,33732.815,8551.1,6542.365,345199.86,117516.81,63399.195,28636.04,17059.165,23585.015,35444.05,13755.275,27521.105,867557.795,17557.265,32135.44,15624.52,11281.42,32001.89,51127.335,30387.68,25359.9,43166.275,13306,22335.19,24808.93,7508,33251.68,11047.885,9261.805,10438.45,13568.035,11324.265,21716.27,49067.91,14716.495,10838.265,78429.705,41524.4,9197.73,5517.075,14757.55,60047.18,74791.4,83546.19,21019.67,12198.065,13916.005,20190.635,19878.095,25919.615,18043.615,38286.105,34533.895,31032.165,27823.14,12744.445,12225.545,7418.51,28750.915,24750.69,23320.535,23952.045,40183.905,5161.935,16066.97,26774.875,31469.46,32950.145,31582.22,9295.05,48668.635,33978.02,19143.585,10545.96,18390.47,15794.25,14614.91,6873.47,17433.96,16928.83,13641.655,12432.015,14256.115,38946.315,30577.28,16476.245,16977.015,26168.8,18459.645,9802,27688.47,11860.23,13807.08,13475.94,61408.37,31898.765,7617.905,14710.425,10870.55,17644.85,109406.28,28949.68,52194.465,35973.085,32330.595,27662.455,18734.62,19675.41,20417.06,37077.335,18913.69,15109.205,19568.3,15936.905,29625.315,20887,12062.725,29231.88,97925.85,98414.22,117940.665,32965.265,920192.33,111073.235,72319.52,113869.985,104077.685,49552.02,18994.75,8492.625,18633.22,12696.1,23679.475,29471.805,1166803.17,73081.305,
MF0038,34029.32,133011.64,32741.19,5081.1,3812.24,43641.99,105719.06,55063.22,23424.37,12603.62,28885.39,38567.05,12813.15,30435.48,438933.74,20860.39,18849.74,18413.27,12532.92,38453.14,42091.73,33691.08,25021.19,37698.38,11384.24,26925.44,17195.97,9308.5,12421.3,5832.41,9555.97,8192.45,13714.62,8550.64,25661.02,54740.37,15605.12,13347.64,57243.3,38139.65,10975.46,6758.95,17460.05,69811.47,77726.44,63563.94,22133.92,8976.25,10135.42,14748.01,20420.18,27450.53,18236.24,20735.31,35766.52,33262.29,26255.64,6441.67,7621.96,3987.01,20557.9,26865.94,23451.95,23152.13,33108.28,3877.77,15198.7,29090.71,34541.51,36404.06,31875.47,4638.47,47076.05,34875.52,19645.21,5326.66,19392.68,17004.25,16643.36,8822.22,3854.71,18668.79,7113.39,10417.95,13713.28,21516.39,33958.28,15570.07,12296.67,29862.45,19995.77,11371.96,33609.68,13522.73,15435.54,16019.15,63157.87,20399.11,3897.24,8733.26,6426.59,20602.81,84685,29699.18,48538.05,36954.15,39621.47,32415.79,17424.27,22427.7,21176.6,40571.5,18782.19,17496.93,22450.51,18675.03,32074.44,23456,11106.97,31175.63,70881.41,90048.59,78178.45,33685.39,878914.54,99781.86,70884.23,106145.07,100398.1,29920.39,21222.75,4231.67,15543.58,14393.85,23804.1,30575.43,77507.95,79312.93,
MF0039,297.5,2583,523.5,8,6,898,1769.5,572,270,46,227,240,24,398.5,939,108,72,98,73,164,226,120.5,198,185.5,39,93,43.5,242.5,44,0,70,17,125,24,73,686,441,31,316,491,38.5,50.5,123.5,97.5,116,177.5,200,1939,1107,261,78,134,166,51.5,857,129,281,0,1,0,48,224,63,58,100.5,69,31,78,264,800,173,31,223.5,129,229,10,217.5,227.5,41.5,17.5,6,76,17,58,104,70.5,114,47,130.5,129.5,703,22,274,39,44,321,878,56,0,9,3,135,69,236,229,75,239.5,102,80,96,182,192.5,602,88,102.5,80,136,380.5,69,219,173,105,84,524.5,560,1156,583,153.5,220.5,51,133.5,0,126,65,235,117,3200,3895,
MF0036,9352.55,36899.12333,7421.68,3902.5,3012,109443.305,26163.665,16843.09833,5990.231667,4146.376667,5067.36,7637.278333,2997.923333,5863.795,221023.94,3528.623333,9765.226667,3637.805,2611.251667,6355.246667,13947.57,7909.853333,4389.206667,8218.726667,2799.606667,7286.24,4945.026667,1663.58,4281.49,5378.75,3239.43,3827.5,5794.58,4359.75,5074.71,12411.12,3243.755,2197.948333,15502.81,15631.25,2321.16,1524.25,4023.63,12079.49,15387.265,21072.45167,4507.328333,4342.131667,4267.735,6488.548333,6206.24,9168.05,4293.516667,11364.36667,7084.84,8162.8,5322.71,6320.5,5357.5,3590,4718.621667,4702.605,6434.01,4992.761667,8026.145,1084.745,4221.83,5914.18,9876.92875,9190.451667,8111.165,2159.171667,8821.786667,8871.47,4478.52,4538.75,4602.123333,4412.58,3252.648333,1487.195,2728.89,3994.558333,5199.25,3406.25,3376.795,5835.41,8186.42,4463.42,3660.516667,5269.716667,3572.325,2223.02,9152.32,5698.6,3093.023333,3424.056667,12270.185,6255.516667,3769,6737.5,4917.75,4220.513333,20264.24833,6627.545,13053.96667,7636.828333,7846.74,7491.83,4759.706667,4647.373333,5225.035,9447.74,3857.035,2942.228333,3801.148333,3761.853333,6794.48,5261.113333,2985.551667,6783.75,21695.31333,20109.775,19285.945,6520.891667,155298.4967,20488.78667,13072.24333,25645.95167,21413.67833,13359.85667,4189.326667,4130.75,3699.041667,3104.41,5205.78,6546.945,383215.4467,20458.40667,
MF0037,37.5,46,82.5,3,0,100.5,137,227,20.5,56,20.5,198.5,28,58,257.5,40.5,128,185,103,30.5,252.5,110,1927.286667,101,30.5,85,71,11,51.5,0,46,0,88.5,9.5,65,60.5,12.5,20,109.5,57,24,14,78.5,171,83,766.5,26,0,0,0,88,66.5,24,25.5,26,122.5,50,0,0,0,114.5,30,69,57.5,79,35.5,39,49.5,129,71,40.5,27,34.5,67.5,192.5,16,191.5,29,35.5,32,14,47,37,63,66.5,69,100.5,21.5,26.5,53.5,31,11,46.5,0,31.5,0,28.5,51.5,0,0,6,102.5,77.5,62.5,101.5,123.5,82,162,37,22.5,18.5,148,21.5,46,39,80,36,148,126.5,52.5,83,130,172.5,31,125.5,236,167.5,78,0,21,40,0,40,42,41,39.5,131,140,
MF0034,7053.9,61898.04,9203.62,251.18,155.83,25661.7,11915.99,14498.3,3285.48,2330.73,6018.2,9261.23,7186.45,4773.77,121849.8,5478.06,3195.17,3687.88,2245.8,4783.27,10305.24,7821.93,3533.24,7743.24,2759.82,3655.96,5533.7,1136.64,5130.34,71.15,2240.65,466.21,2475.37,694.47,5354.89,17138.96,2517.62,2090.06,14994.95,2633.6,2112.32,982.97,3026.39,23017.14,7702.63,31110.18,4040.07,3456.19,5846.94,8337.13,4418.33,3804.4,2613.66,4082.65,5694.27,8973.96,2757.89,29.93,338.71,54.5,7582,5062.33,5594.28,4940.28,8937.18,1017.59,3010.12,4591,13188.62,5668.5,6746.42,1859.44,7662.6,8812.05,6582.14,1004.17,8088.59,2189.6,2535.52,1608.8,4827.62,3604.33,3362.16,3609.51,4920.04,5256.46,6973.36,2303.71,2649.71,9863.84,1913.61,1817.46,7672.73,2456.07,3443.12,1628.78,5910.28,12252.94,1.57,380.26,225.01,4961,89505.81,5953.97,14299.1,10310.19,7007.16,3197.22,5056.73,6364.52,5828.86,11477.99,2795.83,5799.25,7374.41,4445.41,8375.79,4836.16,4514.61,9061.11,47098.32,10321.8,9066.02,3934.26,879475.46,9616.96,12954.19,33991.5,20403.86,24289.9,3881.99,0.29,3611.26,2993.01,7326.39,6682.94,28129.63,6343.86,
MF0078,76041.23,58705.02,12046.61,4604.1,3515.41,244289.78,118589.34,27793.73,21321.57,9954.39,10664.85,15691.96,4366.27,10864.6,275040.87,7005.14,19075.44,7335.7,6175.29,19855.27,46193.23,16723.6,14113.66,22118.74,7952.23,13479.21,15961.45,3965.46,40138.5,6496.57,4374.49,6094.78,6315.28,6368.56,9492.89,21311.9,6499.7,6362.14,48815.97,20398.85,7337.57,3707.55,10850.8,30545.9,48252.21,48214.26,8923.22,5002.69,6924.94,9919.31,5301.58,6683.8,8074.57,27703.14,18066.68,14186.72,14574.05,6533.43,6681.21,3886.51,11864.08,9010.96,7401.54,10129.78,26727.1,2496.1,12675.53,10594.94,12253.29,14023.13,14704.08,6868.19,29962.93,19129.62,8339.04,5709.84,6391.09,6290.02,7740.94,3227.72,4249.94,9393.15,7364.65,6515.93,6352.87,43585.03,12589.45,11699.03,13414.63,11653.35,8379.86,4798.62,4653.23,3388.16,5315.12,8708.45,30843.44,16054.95,3831.32,7884.01,5764.18,10279.5,17175.71,13360.4,24818.27,17963.27,23642.82,15589.64,9994.31,10391.04,9506.35,13240.99,10590.15,5541.09,7099.93,7703.15,11825.61,8431.34,6043.19,12054.12,60579.08,100697.46,131196.84,16038.92,15106.04,45434.54,32406.35,52128.26,48915.93,36450.64,7699.73,4332.29,9180.17,6088.18,8427.64,11865.1,774133.54,34173.36,
MF0035,6718.65,47794.92,6183.75,4146.18,3151.33,9589.87,11064.66,23482.89,1910.58,1569,4095.5,7869.75,3230.36,3122.25,902504.67,2331.31,2977,3445.38,2615.8,4235.1,6748.75,6872,3109.07,5539.5,4289.07,2720,3929.29,1040.14,3968.09,5466.73,1778.98,4233.71,2099.04,4919.72,3792,8946.38,1914.75,1947.31,5916.33,3745.5,2261.15,1251.5,2399.75,11226.22,5788.71,21790.6,2619.07,7197.94,8592.86,16465.13,4084.5,3686,2308.66,3058.42,4692.5,7672.5,2629.75,6344.6,5619.54,3618,2578.5,5009.25,3214.75,2601.75,8146.68,977.26,2699.75,3165.5,10510.7,3871,4216.92,1078.77,6218.77,5638.25,5580.39,4937.25,4665.51,1780.5,1771,1282.8,3979.54,4193.5,6036.58,4703.09,3997.87,4301.96,5445.5,1809.67,2024.13,4069.84,1726.75,1705.38,6061,1770,2728.04,1758.75,6146.75,7451.77,3797.24,7195.18,5148.59,4764.5,5840.81,4037.22,7923.58,7554.69,6595.75,3871.25,7686.48,3643.6,3597.19,11543.25,2358.33,2703.08,3528.83,3298.25,4441,3729.5,2321.78,4049.11,4267.15,10207.64,8587.85,3389.5,12016.63,9782.75,12671.86,22563.84,16499.44,14514.57,2648.49,4386.96,4235.84,1685.01,2618.5,5100,8610.05,5968.61,
MF0079,912,5725,3356,3901,3012,4312,4221,1292.5,792,527,1348,1531,704,1142,10396.25,750,2041,1169,850.25,883,1323,1975,637,1717,1154,1032,1674,232,385,5378.75,1255,3827.5,1209,4358.25,1700,724,362,723,1915,799,925,550,367,859,1804,2481,1356,873.5,1055,591,715,483,644,806,1442,3744,853,6320.5,5357.5,3590,731,1806,1417,477,976,112.5,290,874,404,743,1286,120,1106,1873,2219.75,4509.75,1244,653,752,269,266,934.25,5120.75,3268.25,2216,780,2650,555,239,1411,630,564,6991,604,547,500,966,508,3769,6737.5,4912.75,990,1382,1146,3855,1786,1609,484,789,925,1421,7359,504,468,1272,1062,1837,1713,637,1115,929,1167,1415,849,8324,4299,4608,8482,10035,1012,985,4130.75,947,695,933,2802,2212,4200,
MF0032,147,1379.75,16.75,3901,3012,123.25,178.75,1292.5,160.5,0,4.75,13,302.25,59.75,10387.25,85.25,111,35.5,850.25,23.5,0,21,142.5,103.25,1148,0,160.5,0,26.75,5378.75,0,3827.5,0,4358.25,4,0.25,0.25,6.25,0.5,0,32,7.25,0,0.25,0.25,1,6.5,873.5,1055,591,0,0,3,84.75,20.75,7.25,7.5,6320.5,5357.5,3590,8.5,9.5,0,6.5,115.5,112.5,0,0,97.5,66,6,4,225,27.25,2219.75,4509.75,764.25,0,75.25,31.5,82.25,934.25,5120.75,3268.25,2216,10,0,52.5,75.75,62.5,3.75,46.75,4,0,23.75,6.5,31.25,56.5,3769,6737.5,4912.75,241,165.5,22.5,57.5,28,5.25,0,555.75,345.25,698.5,0,6.5,28.5,170.75,6.75,11.25,31.5,64.5,0,87.25,87.5,73.75,5.75,147,230,122,166.5,180.25,243.75,5,4130.75,653.25,37,10.25,5.75,154.5,102,
MF0076,36677.96,13998.96,2352.25,4123,3143.5,39885.835,59128.62,10576.915,12356.04,5959.5,4963.75,4807.75,1427.46,3409.5,17825.085,3221.75,2065.375,2511.375,2441.25,7932.46,20888.79,6090.875,2968.75,13581.5,4108.835,5345,8613.915,2076,18885.375,5897.75,513.25,4178.5,606.21,4853.25,4162.625,6527.375,1978.25,2770.75,24633.54,1859.75,2998.9575,1264.875,3835.75,10448.125,5442,26555.875,1771,3092.5,3724.5,2763.665,916.415,1291.5,1092.335,6102.085,4780.92,3475,2185.67,6419,5625.5,3684.5,8332,2717.875,1659,1460.5,15956,1607.5,6108.5,1183.125,17612.875,4184.75,3335.625,3119.125,16656.29,4357.625,3582.625,5111.75,1939.125,1190,3752.375,1606.5,4118.75,3018.625,5784.5,4053.75,2924.875,20127.125,4251.375,2893.835,7289.125,6456.5,2618.25,1282.73,2034.54,829.085,1155.375,3374.75,7526.875,10814.625,3769,7115,5143.25,3847.375,10705.625,2078.915,4136.54,9333.625,8608.375,5705,4052.665,3557.75,2805,4592.125,2659.67,3160.625,3305.25,3220.75,2851.04,2103.08,3326.625,3252.5,26271.54,43621.5,58117.835,3994.085,2251.29,3348.96,2946.83,5012.87,5526.045,13382.25,2038,4190.25,4344.21,1848.085,1929.375,1857.79,18654.79,7545.835,
MF0033,79307.605,97726.725,17050.095,6644.8,5043.62,178802.595,129705.105,39605.04,26285.875,0,16826.545,20920.275,8444.97,15381.89,561137.61,11720.695,15175.18,10700.71,8255.86,24198.38,51784.68,20516.84,14268.36,31114.61,10749.065,16547.67,20934.475,0,42236.625,9238.78,5046.1,8125.975,6956.02,8989.82,14197.785,31067.92,8087.56,8534.07,61489.015,18816.475,8728.605,4400.175,12240.775,41284.225,41375.71,67188.81,11051.81,8078.47,9566.015,14368.73,9219.975,11886.88,8999.12,23389.535,20093.135,17745.595,13788.32,9719.885,9411.145,5662.755,19580.165,13931.795,11984.89,11838.45,36012.19,3652.495,15083.955,13154.615,25715.815,19482.245,16699.76,7816.145,38883.345,21144.585,12568.23,8525.54,10746.05,8269.575,10921.44,5041.61,8922.385,11604.755,11223.33,9747.63,9602.18,46243.06,17903.765,10941.895,16635.185,19905.375,10652.885,6038.315,14930.9,6531.315,7526.105,10918.76,37349.61,25809.595,5729.455,11495.715,8391.21,13255.265,65073.715,15318.69,27594.25,25806.885,27000.685,19980.43,14637.835,13449.515,12241.965,22391.84,10930.195,9965.575,12916.34,10839.165,17381.97,12205.25,9871.34,16910.115,86421.435,104560.59,133181.46,18070.72,455354.355,47731.255,35150.1,55023.86,51937.465,44235.2,10803.425,6494.94,11617.22,8146.175,12463.825,15813.965,425592.9,41140.415,
MF0077,1148.89,42237.22333,2338.833333,5273.25,4051.166667,14177.83333,3015.86,7126.026667,967.4433333,389.8333333,2092,1208.166667,1048.556667,856,149048.89,745,1749.75,1182.083333,1653.666667,746.14,1039.416667,1317.75,671.75,1374.083333,2157.64,692.8333333,1325.36,184.8333333,474,7174.416667,825.8333333,5254.083333,882.25,6016.75,1068.583333,877.5,305.1666667,495.3333333,4796.276667,540.3333333,708.25,374.1666667,355.3333333,1215.083333,1342.416667,6213.75,888.8333333,2058.5,2407.833333,2471.943333,632.5,579.3333333,516.9166667,721.8066667,962.25,2211.333333,591.3333333,8431.5,7256.333333,4804,664.9166667,1066.583333,995.3333333,458.5,928.1666667,340.5,446.1666667,756.0833333,3457.416667,1075.166667,1002.583333,199.6666667,1284.276667,1363.833333,3936.416667,6073.833333,2066.416667,444.8333333,913.25,316.1666667,1195.666667,1870.833333,6945.083333,4802.416667,3440.25,748.1666667,1606.083333,491.64,330.0833333,1209.833333,428.8333333,552.3333333,3781.5,461.8333333,500.1666667,333.9166667,814.1666667,601.5833333,5037.75,9108.583333,6628.166667,1250.75,55877.41667,846.4166667,2512.36,1295.666667,1487.666667,660.3333333,2045.61,1294.5,2154.25,4303.583333,394.5,402.25,1232.833333,1145.833333,1166.833333,1461.333333,823.5833333,852.8333333,28846.08333,1102.026667,1083,637.9166667,580601,3126.833333,2913.75,5862.693333,6542.25,1395.25,677.5,5535.75,2246.223333,556,708.5833333,1622.833333,14888.77667,2903.5,
MF0029,7271.31,69542.45,5170.12,4215.43,3137.33,26949.7,12139.58,12361.89,2894.57,1642.73,4048.95,8067.98,4336.11,3081.27,342684.46,3467.06,8198.92,8393.38,4061.05,4909.93,5108.99,5131.43,2760.99,4997.49,4002.73,2979.46,3702.04,1132.64,4111.34,5392.15,2528.9,4307.46,3409.37,5054.72,3323.39,7450.21,1532.62,1932.31,11030.54,2588.1,3219.32,1539.22,1743.14,12736.39,7101.38,24447.18,2749.07,8521.19,12906.44,17379.97,3898.83,3920.4,2447.91,2534.31,3742.02,5670.71,2587.14,6323.43,5799.96,3630.5,4517.25,2245.47,3407.53,3362.53,3919.43,1798.34,4654.87,4757.1,6743.87,6759.3,3823.67,1967.44,7329.94,5535.05,7736.89,5123.17,6114.59,1750.6,6390.77,2182.3,1438.62,4396.33,6382.66,5714.01,5385.29,5233.21,5284.36,1875.87,1692.21,4935.34,2238.11,2269.71,6276.73,1959.07,3510.12,1096.03,4025.28,5239.44,3803.57,7140.51,5206.01,3671.25,87692.81,4160.22,7017.19,6396.69,6519.66,2313.97,7060.82,5900.77,6136.86,7128.24,2107.83,2139.5,3403.91,3657.91,4152.54,6591.66,5927.11,3441.86,47025.07,10497.89,8131.77,2949.51,876977.46,11170.21,9447.44,16368.34,15305.61,11258.15,2855.74,4210.79,2920.42,2056.01,2691.14,4278.69,29831.97,6796.11,
MF0041,5319.755,59398.29333,8863.735,2933.9375,2259.875,109443.305,15935.165,12935.38,6618.795,4184.188333,7032.575,8795.49,3397.758333,7061.825,268888.71,4580.168333,9765.226667,3637.805,2611.251667,7561.656667,7160.2,7909.853333,4389.206667,10724.06167,3197.13,6183.12,5225.946667,1831.04,2966.455,4035.625,2396.595,2876.9375,3984.696667,3285.036667,5930.995,13700.265,4270.71,2210.165,23655.72,9765.125,1770.825,1524.25,3620.74,12842.51,15387.265,20534.045,5521.65,3534.5,3423.585,3719.665,5212.37,7535.44,4381.04,11364.36667,7084.84,8162.8,5322.71,4743.25,4034.375,2694.5,6523.206667,5693.87,6889.67,7021.455,7982.415,1335.24,2266.665,5927.925,8611.205,11216.995,9692.795,1890.255,10251.29167,8871.47,5027.61,3392.683333,5153.038333,3797.29,3875.148333,1889.36,3172.8725,3994.558333,4287.296667,3259.948333,3555.215,4284.83,8243.21,4463.42,3293.545,7314.706667,4617.115,2280.105,8798.405,3261.22,3144.773333,3424.056667,12270.185,8589,2828.5625,5073.625,3709.1875,4554.8,65163.46833,7016.55,13881.285,10126.24833,6223.33,6540.23,4823.75,4791.148333,5473.035,9203.035,3857.035,3975.558333,5271.308333,4225.36,8043.19,5850.17,3208.886667,7675.375,39296.84833,17004.155,15993.405,6545.79,583338.5067,20488.78667,13072.24333,26044.62,21413.67833,10536.125,4374.495,3099.1875,3844.83,3174.675,6605.74,6853.78,385109.32,20475.38,
MF0085,50899.565,14674.57,1597.4975,328.5,195.2475,47126.19,74642.805,8716.3725,13174.9375,5954.7525,5770.005,3002.88,1262.255,2212.1225,7857.255,2725.5,2084.37,2468.94,1916.31,8773.565,30111.435,4486.185,3648.875,11513.8725,3196.005,5528.4975,9880.8725,1660.255,27596.0625,778.7475,481.125,478.2525,403.565,681.2475,3097.56,8350.125,1152.7525,3198,27235.435,1454.5,4411.685,1875,5357.25,10693.4425,5365.4375,26205.2525,1120.75,864,1101.75,1486.995,486.2475,652.5,926.7525,8084.25,5437.8175,2027.8775,2405.755,144.75,441.2525,155.25,6079,3013.935,805.4975,731.7475,17379.9975,1211.5,8056.7525,1043.3125,11609.935,4566.875,2042.5675,4057.3175,16806.06,5669.1875,1373.94,618.2475,1091.19,882.9975,3610.31,1530.25,2671.255,2781.1275,867.1275,1043.0025,938.685,29595.0675,3028.935,3950.505,8832.9375,5818.5,2039.995,1662.7525,1043.06,739.7525,1381.5,4494.8725,9320.31,9105.81,22.5,634.9975,419.2475,4457.3175,8207.565,1996.9975,5166.1825,7674.5625,12236.25,6755.9975,3453.5025,3029.4975,1791.5025,5008.31,3130.255,1778.8125,2554.495,2481.2475,3195.7475,2323.495,3283.0625,2940.495,38201.4975,63804.1875,85972.065,4586.44,1306.56,892.1275,1861.0575,5891.9925,6094.1925,19510.815,1691.0025,89.25,3946.875,2174.7525,1639.8075,2193.4975,24630.6225,5984.3775,
MF0086,158818.01,160201.28,32649.565,4933.05,3680.745,360892.735,262988.98,64908.445,54333.87,26954.96,34163.89,41723.8,15591.9,30815.355,454816.52,22554.14,28285.815,19690.27,13703.92,48843.89,101620.085,43557.18,27307.275,64636.27,17394.555,32516.065,42235.49,11650.25,84803.375,7042.45,9669.18,6473.975,12644.91,7219.695,28560.52,62443.91,16376.12,17013.765,125453.875,35055.025,16935.64,8468.575,23638.55,83329.68,81372.65,131059.44,21428.17,10269.69,13509.275,17609.635,17652.47,23161.49,16957.74,46071.48,38846.395,36707.415,26069.015,6642.215,6969.69,3965.005,41237.58,27839.94,22565.035,23249.67,73747.78,7020.71,29829.265,26134.625,43538.46,38458.145,33028.845,16018.37,80190.56,41901.52,18892.835,6844.335,18809.72,16186.625,22268.16,10358.595,16855.19,19863.33,9695.53,10879.515,13090.74,92150.62,35695.655,21227.87,32886.415,38706.8,21560.77,12008.875,26118.095,12421.855,15027.58,21023.94,72131.995,52988.195,3807.16,8503.67,6150.505,25014.1,132887.155,29321.43,53512.59,53552.145,52879.345,39451.705,23432.62,25612.285,21839.685,41527.71,20888.19,20836.33,24226.05,22112.53,34533.94,23243.25,19672.85,32870.255,169630.85,204893.32,265150.925,34598.64,904148.83,85049.86,64005.27,104991.86,94050.31,89749.52,21249.75,4354.02,20481.97,15622.85,23702.475,30117.43,849037.045,72284.555,
MF0083,424,2362.545,339.33,32.5,14.83,685.67,1629.66,1061.25,160.5,101.67,222.84,677.84,206.96,152.33,2582.67,139.625,154.66,248.67,459.83,123,860.33,131.33,142.5,230.83,75.67,275.33,163.75,173.59,61,4.83,101,181.17,166.67,166.33,188.33,638,174.67,99,200,71,66.165,58.5,278.25,289.34,405,149.17,164,0,0,164.33,272.33,256,468.67,85.33,425.34,195.67,84.34,0,104.67,8,274,287.33,125.33,135.33,252.83,107,41.67,123,358.33,346,132.34,66.34,491,260,714.67,24.83,598.17,192.33,93.79,45.25,53.795,579.17,83.17,279.67,224.33,86.09,207.33,159.085,75.75,124.5,496.66,80.71,101.33,47.67,104,154.33,603.33,86.33,0,75.33,71.83,341.34,165.5,610.33,326.33,185,282.25,213.33,310.34,162.33,475.585,445.83,122.34,68,170.75,170.33,241.33,346.66,287,290.66,608.83,883.67,557.67,249.67,2211.33,2148.17,1039.66,964.16,1592.34,380.67,150.67,0,365.33,261.17,236.66,263.83,1670,2684.67,
