Module	Mouse4A.FP19	Mouse9A.FP102	Mouse2A.FP07	Mouse2A.FP09	Mouse6A.FP31	Mouse6A.FP32	Mouse2A.FP08	Mouse6A.FP35	Mouse6A.FP36	Mouse6A.FP33	Mouse8A.DTT88	Mouse6A.FP34	Mouse8A.DTT89	Mouse10A.DTT110	Mouse8A.DTT86	Mouse8A.DTT87	Mouse10A.DTT112	Mouse9A.FP101	Mouse10A.DTT111	Mouse8A.DTT85	Mouse9A.FP100	Mouse4A.FP21	Mouse4A.FP20	Mouse4A.FP23	Mouse4A.FP22	Mouse8A.DTT90	Mouse10A.DTT109	Mouse4A.FP24	Mouse1A.FP04	Mouse8A.FP88	Mouse8A.FP89	Mouse1A.FP03	Mouse8A.FP86	Mouse1A.FP02	Mouse8A.FP87	Mouse1A.FP01	Mouse8A.FP85	Mouse1A.FP06	Mouse1A.FP05	Mouse9A.DTT101	Mouse9A.DTT100	Mouse9A.DTT102	Mouse4A.DTT19	Mouse4A.DTT23	Mouse4A.DTT22	Mouse4A.DTT24	Mouse4A.DTT21	Mouse4A.DTT20	Mouse5A.FP30	Mouse6A.DTT35	Mouse7A.DTT37	Mouse10A.FP110	Mouse6A.DTT36	Mouse7A.DTT39	Mouse10A.FP112	Mouse7A.DTT38	Mouse10A.FP111	Mouse6A.DTT31	Mouse10A.FP114	Mouse6A.DTT32	Mouse10A.FP113	Mouse6A.DTT33	Mouse6A.DTT34	Mouse5A.DTT30	Mouse5A.FP27	Mouse5A.FP28	Mouse5A.FP29	Mouse5A.FP25	Mouse5A.FP26	Mouse5A.DTT25	Mouse5A.DTT26	Mouse1B.DTT13	Mouse1B.DTT14	Mouse5A.DTT29	Mouse5A.DTT27	Mouse5A.DTT28	Mouse10A.FP109	Mouse8A.FP90	Mouse1B.DTT15	Mouse1B.DTT16	Mouse1B.DTT17	Mouse1B.DTT18	Mouse7A.FP37	Mouse7A.FP38	Mouse7A.FP39	Mouse2A.FP10	Mouse2A.FP12	Mouse9A.DTT99	Mouse2A.FP11	Mouse9A.DTT98	Mouse9A.DTT97	Mouse10A.DTT114	Mouse10A.DTT113	Mouse9A.FP97	Mouse9A.FP98	Mouse9A.FP99	Mouse3A.FP18	Mouse3A.FP17	Mouse3A.FP16	Mouse3A.FP15	Mouse3A.FP14	Mouse3A.FP13	Mouse7A.DTT40	Mouse7A.FP40	Mouse7A.DTT42	Mouse7A.FP41	Mouse7A.DTT41	Mouse7A.FP42
MF0026	16761.375	24416.63	22708.255	13739.26	15605.36	24955.245	16939.39	9468.28	9060.025	20016.665	8781.255	6442.355	20654.295	25981.755	19557.125	20418.13	10742.455	27400.85	27325.84	26015.035	0.0	17154.46	14579.285	1636.295	1243.165	22930.05	22233.345	2945.5	6858.095	19563.65	30718.4	15096.105	23085.99	14876.01	0.0	12697.805	0.0	5078.665	6936.365	0.0	19871.21	0.0	22789.625	3973.13	2437.32	7600.11	13448.165	16029.495	9849.795	6248.01	17004.975	19529.21	7319.23	17374.91	21515.56	12104.15	25010.26	20604.45	14909.915	15799.28	24674.675	17797.73	2761.75	7742.095	4168.68	6285.085	23212.42	15447.225	18381.47	15249.175	26444.255	25432.69	24418.225	7228.875	21526.935	8561.92	39451.95	38167.895	28966.24	6642.915	6274.51	3380.935	14798.41	12948.19	15264.33	8617.31	9356.26	23186.44	10658.375	33572.585	27388.55	9417.055	10119.245	0.0	0.0	25752.955	12893.025	10613.67	7348.28	23788.815	20980.41	17860.87	5642.8	8012.19	6256.165	6063.29	5170.29	8090.045
MF0103	25751.364999999998	46327.604999999996	45840.815	20806.335	30255.670000000002	47724.185	33432.67	18349.565000000002	21163.07	33756.89	12784.94	15275.23	30364.48	48016.86	35864.295	15579.130000000001	22134.11	63679.340000000004	49990.29	48100.55	61063.840000000004	26850.41	23804.23	2868.225	2319.285	30602.335	33225.58	5583.25	13146.83	27898.1	39510.575	33640.8	42788.44	18418.235	33497.94	14205.005000000001	21302.185	9886.25	14291.09	36138.259999999995	49464.58	29586.66	38056.32	9363.1	5783.795	17721.785	15343.66	22424.114999999998	23007.225	14425.365	33865.17	35587.955	16229.865	26643.405	37903.86	21721.245000000003	45556.55	37195.895000000004	25441.785000000003	27957.805	45116.399999999994	25053.199999999997	6508.625	19023.239999999998	9083.705	14803.715	27956.095	31796.395	31845.17	22909.53	49052.369999999995	49635.740000000005	43398.69	17703.705	28205.215	18749.225	74448.32500000001	57184.795	49756.270000000004	13571.285	10110.355	4750.25	29302.504999999997	23957.025	21087.045000000002	18402.215	20996.105	24610.945	22717.625	35296.020000000004	31922.355	16479.07	22759.82	57809.195	47070.2	33833.415	5061.12	6332.85	13188.005000000001	47353.14	41650.54	35376.265	11764.650000000001	13475.75	14233.41	13153.990000000002	11514.035	13494.465
MF0067	43683.0	51789.31	41770.64	33967.17	27592.84	45579.03	36152.65	20513.57	15841.44	37949.76	13757.91	14210.1	27883.52	42784.59	38471.77	48545.46	25636.82	42580.1	47222.77	52109.27	38920.42	39558.21	34972.86	39110.13	37123.08	32240.07	44567.1	30314.25	30163.68	29629.3	44001.67	30896.54	55004.21	42409.0	45022.35	34728.38	33411.95	24723.5	27639.2	22075.99	29663.72	18869.13	40670.36	27871.37	10382.74	23673.55	28354.66	32494.65	20443.46	10111.52	28124.13	33742.91	14305.8	41447.19	70155.22	31722.17	47248.5	44663.21	48476.0	36896.54	76854.43	37784.74	4587.75	14020.35	21951.43	20426.17	48085.84	21283.38	31927.08	36710.82	44321.75	42738.85	51570.49	14376.54	43839.67	18441.86	57770.15	59035.04	51046.39	14397.83	18823.2	12771.81	24657.43	29297.43	33723.24	16591.62	15982.18	55572.93	22592.37	89141.65	62955.88	26813.71	24056.74	60564.77	46470.74	65615.56	40339.35	36995.74	20128.36	45804.24	37762.25	34437.78	12911.49	23044.06	13151.74	17278.46	11252.08	17323.09
MF0024	16762.875	24406.13	22684.255	13692.26	15522.36	24876.245	16863.39	9175.78	8877.525	19980.165	47.0	6351.355	93.0	9.0	19579.125	20423.63	10208.955	8.0	27188.84	117.0	27469.735	17145.46	14550.785	1220.795	978.165	205.0	1263.0	2473.0	8.0	19533.15	30691.4	15698.105	0.0	14834.51	0.0	12701.305	14017.875	4048.665	5813.865	51.0	19658.21	12030.86	22812.625	174.0	2389.82	447.0	13466.165	89.0	78.0	6392.51	553.0	0.0	7289.73	17588.41	19930.06	193.0	24649.26	862.0	12482.415	16340.28	21008.675	18042.73	2736.75	61.0	27.0	15.0	23176.42	15378.225	17858.47	60.0	26667.755	32.0	9.0	7113.375	21587.935	115.0	0.0	37799.895	28965.24	6296.915	7.0	16.0	14653.41	12799.69	15242.83	12.0	9097.26	23206.44	10303.875	109.0	148.0	8529.055	9261.745	0.0	22890.63	25745.955	13.0	21.0	6721.78	23743.815	20923.91	17798.37	5613.8	7895.19	6463.665	6.0	5130.29	9.0
MF0068	33989.33	46355.76	31403.09	26567.32	22750.99	34851.08	28305.15	20383.39	15871.19	29843.09	13902.41	13719.6	28038.52	32929.09	30242.45	40579.46	24784.48	41697.27	36118.17	40085.85	38646.26	31915.13	28467.53	38288.63	36611.83	32002.57	36573.02	29671.75	27795.68	29591.97	43946.17	26603.19	40324.97	31355.06	35706.22	26102.9	27505.95	22766.25	25550.95	20684.02	29285.22	15965.45	32077.44	27837.21	10310.99	22675.7	24677.33	27263.07	20022.46	10057.94	22840.04	27807.72	14347.46	32568.68	58757.72	24170.67	40039.57	35678.79	44719.5	29576.12	73510.93	31519.0	4612.0	13775.6	21184.68	19438.67	44804.52	19002.88	28903.56	30468.57	34142.75	35015.85	39501.81	14220.79	35894.85	16019.41	47046.95	59005.87	42598.32	13822.33	16042.93	11193.87	21307.25	22764.27	29190.99	17702.62	16452.18	47377.48	23885.62	68181.65	51892.21	23257.71	22414.74	44322.69	33709.47	51854.54	30862.31	30379.25	18984.86	35127.0	29358.32	27225.63	12297.6	21711.38	12673.58	17637.96	11373.58	18293.59
MF0101	9008.0	10465.0	15649.6	4586.2	9191.6	19140.4	10092.6	1253.0	1027.0	13085.8	367.6	1145.0	245.4	18900.6	13784.0	6461.8	3268.6	5584.0	20405.2	17964.8	6991.0	11504.0	9567.0	69.0	53.0	415.2	12792.0	328.0	232.0	496.0	1399.8	2860.8	15531.2	2314.2	9085.6	2031.8	5642.8	171.0	439.0	901.0	804.0	994.0	15550.0	201.0	75.0	539.0	6326.0	9047.0	537.0	848.0	10736.6	15320.4	426.0	7257.6	10507.6	6701.8	16701.8	12655.6	1167.0	11164.6	7244.0	10033.6	297.0	293.0	190.0	167.0	7365.4	7158.2	9508.6	7912.2	17682.8	18876.0	17622.6	217.0	8737.0	1222.6	29179.2	140.0	19802.2	1791.0	3516.8	1553.0	9108.2	7688.0	8312.0	1675.0	1268.8	5907.4	2304.0	8815.6	12673.4	3284.4	401.0	16035.0	13086.2	6285.2	1156.2	1154.6	1078.2	16171.8	14967.2	12575.8	626.0	1202.0	719.0	1023.0	359.0	1943.0
MF0021	9426.925	14261.605	17255.585	10567.24	11595.849999999999	21025.5	15117.31	5357.715	3350.8599999999997	13487.330000000002	3763.825	3770.94	8087.855	14575.669999999998	17995.29	11516.05	6994.8099999999995	11193.599999999999	17161.254999999997	20318.785000000003	5278.245000000001	11658.29	10983.955000000002	1402.71	1001.0	11463.154999999999	13948.93	1920.5	5006.595	9134.544999999998	15185.755	16810.11	22928.235	17427.235	20754.805	12982.144999999999	14991.529999999999	6815.165	6760.195	7072.015	8704.38	6373.030000000001	10360.035	1108.21	685.905	3018.28	5165.25	8577.33	4215.125	2713.1800000000003	10498.715	9890.13	2853.625	11904.58	18347.89	13397.585	13665.505000000001	17335.95	11123.585	16484.615	16145.015	12821.9	1144.5	1656.1000000000001	2731.9300000000003	3941.25	10009.105	7258.305	9474.81	13865.074999999999	15610.34	21703.94	23418.48	2399.455	11065.595000000001	3587.83	21291.2	23868.96	23028.82	4733.5	8330.18	5248.780000000001	7908.415	10878.605	9346.240000000002	3058.955	2894.9300000000003	19265.225	4087.54	38201.56	18150.3	7223.049999999999	5002.08	25449.775	20527.885	31864.62	19914.765	17713.565000000002	5002.9400000000005	17047.239999999998	15035.905	13208.875	2900.6050000000005	3667.71	2861.08	2362.125	2087.0	4747.085
MF0065	22713.67	36459.225	17607.125	17423.195	15679.17	22360.545	17449.355	11009.57	7530.360000000001	20034.0	7268.755	6782.8	15034.795	19771.42	18440.495	33105.05	12998.965	25889.769999999997	21278.17	24312.074999999997	23303.795	19875.665	16933.745	36802.5	35165.0	17896.59	23729.305	25997.5	20768.5	16783.315	24176.795	21115.155	26101.855000000003	24739.730000000003	27409.425000000003	19812.435	20471.370000000003	16013.5	17412.5	13009.724999999999	17444.97	10604.825	20033.155	22204.0	6956.5	11190.75	17830.25	18615.035	8893.02	5197.555	13118.165	14188.61	7061.605	23893.795	34196.175	17153.955	20928.5	24339.120000000003	33835.625	20309.45	54935.905	23497.365	2236.25	6366.02	18204.465	14439.96	25982.145000000004	11402.3	17606.73	23416.615	20710.339999999997	21119.269999999997	24679.15	5932.8099999999995	27268.635000000002	7982.49	26064.2	35888.979999999996	28906.525	7381.125	9966.4	7775.5	11420.545	15023.85	18841.785	8111.825000000001	7706.35	38703.23	10442.995	51168.479999999996	39646.505	13263.66	14396.04	28849.940000000002	21612.14	43097.79	25749.78	23029.504999999997	13991.43	18261.5	15111.775	13927.48	5561.465	12570.375	6304.785	11129.5	5640.5	8961.585
MF0022	6707.34	19473.61	8256.42	7923.82	8090.51	8682.75	8727.9	7698.46	8474.36	7149.33	5003.91	6148.69	12186.35	7522.17	6387.12	3846.63	7583.98	23245.6	7876.17	10753.53	24052.92	7902.29	6955.12	1198.46	938.25	12952.82	7331.6	2276.0	5680.43	9960.71	14945.84	14522.28	9887.48	11816.23	10313.97	7689.48	7076.2	4038.0	5918.36	12286.93	17230.8	10551.7	7827.78	4018.54	2356.82	8278.95	4387.0	6220.91	9199.96	6103.85	7356.54	4409.8	6547.21	10197.5	11627.97	7955.17	9265.08	11061.95	13756.75	7875.45	18307.77	6403.82	2671.25	7745.77	3533.68	5499.75	8010.27	8370.3	8451.23	9222.91	10232.42	7065.02	6973.48	7082.87	8113.51	7826.91	10584.45	18146.96	8142.32	4248.25	2322.43	1439.2	6010.0	7337.44	5832.49	7112.62	8346.93	9543.72	8965.29	17341.89	7418.55	6653.46	9258.33	13926.61	11140.47	15192.12	8041.51	6394.06	4668.19	8290.08	6544.57	6166.46	5229.52	5213.96	6241.66	5178.46	4573.75	5812.25
MF0066	5607.335	28937.355	8475.92	6561.16	6829.11	7075.83	8107.889999999999	9164.715	9559.11	6808.955	5768.575	6580.19	12462.86	6501.295	4576.0599999999995	3626.8149999999996	9576.575	29078.015	6776.09	8781.265	25280.785	6797.48	7632.725	19028.48	18157.5	13180.49	8302.215	14206.75	13508.715	13659.21	16670.42	13697.44	7576.99	9466.45	8241.81	6987.155000000001	5820.1	10546.875	12390.805	15021.015	20333.879999999997	11939.11	5464.225	13394.935000000001	4763.955	10939.02	3863.5	4645.62	10498.625	6231.93	6483.685	10052.96	6904.125	6938.41	24740.065000000002	5298.25	14238.375	7879.95	21098.295	5291.225	31627.555	4412.73	2697.0	8463.305	9774.215	8442.875	8626.485	9256.06	8951.22	5602.62	8063.09	6083.69	6263.74	7765.205	5948.6	8119.545	13637.7	30811.335	5779.16	5350.625	7475.095	5045.53	7200.785	5855.885	4347.99	9103.54	9391.595000000001	7418.365	11932.625	14352.114999999998	7281.4400000000005	11106.474999999999	9849.58	12630.19	9545.63	10647.895	14964.6	13626.125	7488.68	10753.79	8389.41	8981.23	5340.6900000000005	9409.48	6564.75	8198.314999999999	5235.5	7486.335
MF0018	36757.26	26040.27	26584.42	15931.66	15856.19	26110.08	20140.97	13614.55	13140.94	20390.25	8635.24	9661.27	15736.86	27727.09	19156.79	8807.8	17568.31	30148.27	29782.84	28471.62	25985.74	24394.54	23667.37	37226.13	35910.08	17196.41	23165.43	27571.75	23981.18	24226.13	28331.17	19691.02	22497.74	12305.99	18114.89	9383.73	11626.11	18065.5	21334.7	17930.02	23169.21	13512.11	23142.87	26399.38	9465.57	21008.11	10957.83	14178.58	16720.63	7780.01	21612.72	25697.21	10398.29	17974.16	42924.06	12523.17	33919.18	23297.2	32440.33	17272.53	55558.59	15885.73	3194.75	15698.01	19321.93	17521.17	76735.02	18592.89	29361.89	12714.32	27601.59	26217.36	23814.81	11863.71	16198.85	11322.75	43062.45	55772.54	26046.57	9749.83	10532.43	6787.03	21132.08	14996.52	33426.32	13624.79	11757.68	13602.47	19024.87	21763.98	19466.05	17038.22	17502.91	30210.19	23910.8	18146.37	12814.34	13144.23	13952.36	30644.32	26172.49	23422.29	8278.77	29527.38	12386.58	17766.79	9032.08	10349.92
