	TL1a_FP_140	TL1a_FP_207	TL1a_FP_206	TL1a_FP_242	TL1a_DTT_169_Re_extracted	TL1a_FP_98	TL1a_FP_75	TL1a_FP_141	TL1a_FP_62	TL1a_FP_74	TL1a_FP_171	TL1a_FP_99	TL1a_FP_63	TL1a_FP_243	TL1a_FP_170	TL1a_FP_205	TL1a_DTT_139	TL1a_DTT_171	TL1a_FP_73	TL1a_DTT_74	TL1a_FP_139	TL1a_DTT_141	TL1a_DTT_241	TL1a_DTT_243	TL1a_DTT_205	TL1a_DTT_206	TL1a_DTT_62	TL1a_DTT_242	TL1a_DTT_73	TL1a_DTT_63	TL1a_DTT_207	TL1a_DTT_75	TL1a_DTT_97	TL1a_FP_169	TL1a_FP_61	TL1a_FP_241	TL1a_DTT_140	TL1a_DTT_99	TL1a_DTT_98	TL1a_FP_97	TL1a_DTT_170	TL1A_FP_638	TL1A_FP_685	TL1A_FP_686	TL1A_FP_639	TL1A_FP_687	TL1A_DTT_638	TL1A_FP_637	TL1A_DTT_639	TL1A_DTT_687
TL1a_FP_171	1.5205309146005477	3.4375494658856143	3.672558612518553	3.650299873489028	7.268919545437612	2.613864510860376	2.665039209476233	2.64315575318001	1.5088327292807275	3.4442981843383067	0.0	2.9555605157560274	2.022263622750444	3.382365515947775	2.592528713819586	3.6425308766414775	2.0620906045466363	2.750034292758011	2.1310839231086716	1.8965398165632386	2.018953479181456	1.935180126053305	4.0356168918685205	3.3003422430334473	3.617423574817008	3.4697947420726583	2.281881516770569	4.002950948438968	2.253839837979917	2.6203520538381975	3.8552977465498195	3.0566338169145864	1.9436196774643903	2.4286904426699087	1.0356828984020146	3.263911034657559	2.325627948166724	1.8715208469056392	2.456975705160118	2.7193904023270035	2.7089476492906153	3.012650320200355	3.7293741007150927	3.435113471235502	3.8808991453487556	3.556469873835516	3.7443724848452855	3.706668011466157	2.5846722890807787	3.9356524705851017
TL1a_FP_99	1.4816378962811734	2.1373772762846133	2.5005905760807634	1.5791090367082667	4.379949414414951	0.36492944242872627	0.3611474250294537	0.3912170416854674	1.4493270230027813	0.5138693743775855	2.9555605157560274	0.0	0.9376399905337494	1.4566680414696078	0.3815778172081721	2.0535213688727167	0.9629361889514211	0.4318458109780381	0.8327694621031031	1.1277085779901979	0.9536716861397434	1.0632962231696654	2.1543500215771565	2.11494881075497	4.037966710032506	1.9485907797887088	0.8992259385295519	2.3626449041187607	0.7245280362093123	0.43757339448074534	3.1556174597636923	0.17545976127899268	1.095640541044585	0.626917108938817	1.9332892282221665	1.5650017262116744	0.8872690934769006	1.118290116244705	0.5432856776092815	0.27262606811718715	0.696886949758783	0.4261197093595352	0.8992670660545473	0.6555476454085788	0.9909466572685017	0.6365799553152693	0.9169774664632443	0.778977472456861	0.7256126677007703	1.037902372442441
TL1a_FP_63	0.5724615336997982	2.2574487562484653	2.6084145460381762	2.028381066578957	5.292447115998325	0.5963211125500221	0.6815731038874119	0.6441433104389349	0.5177163044951592	1.4243995901334703	2.022263622750444	0.9376399905337494	0.0	1.807376735763861	0.5704667864811195	2.3032142221033673	0.29831608888144034	0.7954492151603033	0.20120974750409384	0.3282351319661774	0.17175186258693353	0.23928171950826088	2.5620198826216756	2.1731538154887167	3.69205699311162	2.150472735196096	0.5512990008865106	2.668173230207714	0.28154735972186845	0.6391685177724273	3.1332415712277393	1.04426005304761	0.39206059765506357	0.5040648641059319	1.0075126865893742	1.8010931198917113	0.6292466218534482	0.25552319391012096	0.4788871632096394	0.7086129069377958	0.8770675477563226	1.0560901293717855	1.7487178011656617	1.4535761730440029	1.8839837840936198	1.5475433664372442	1.7729607338079836	1.6962666707243466	0.765276660285336	1.9392011400479396
TL1a_FP_243	2.0398364481600235	0.7553007481929064	1.0935371334146193	0.27430325127373834	4.125235990593838	1.4794585418062185	1.6488151942050528	1.3877868236870565	2.1646314219345766	1.6504638084245138	3.382365515947775	1.4566680414696078	1.807376735763861	0.0	1.5595288819676643	0.6022273239422495	1.5744416785906385	1.1801564935530988	1.6628659207886416	1.7152173041396725	1.6748620171515507	1.7330850246596856	0.7557417275271251	0.7983972160682803	2.9480371905518186	0.5267211271872541	1.3348101135051083	0.9144124302608414	1.5445307329623674	1.33088040213726	1.7999298971586144	1.3250980436650945	1.5947615052955528	1.3313175194504172	2.5632451631220414	0.21929870653666192	1.2028583040456278	1.7784007377953424	1.4054161471672468	1.3886222244939868	1.000667544194944	1.8468155829372972	2.0566157954512603	1.964644960810062	2.0078529486029137	1.738443767252955	2.01508762727756	1.788642220111296	2.0789623071991152	1.9984501179360994
TL1a_FP_170	1.1135181152860238	2.1600347188384776	2.5264064084456823	1.7278496722329542	4.741968999896635	0.0809888464059802	0.28322472117985015	0.19091750483436704	1.087161126357346	0.8581692752880201	2.592528713819586	0.3815778172081721	0.5704667864811195	1.5595288819676643	0.0	2.126857392043631	0.6234440144100134	0.39022920598458205	0.5037472680624432	0.7717811674968439	0.6054144183271456	0.7004279349379713	2.2999382208204286	2.1082314387404604	3.9044932206937397	1.9997171096471795	0.624332175764214	2.463493804368634	0.3828045350656743	0.24880430677763862	3.139360196500507	0.49194918021180484	0.7812669277570207	0.37164211314988294	1.575356073995052	1.6196058651322596	0.6775525233352769	0.7549861966368087	0.2633730962887202	0.19137357922578468	0.6212228264971131	0.6012595653241332	1.2203302616662348	0.9309667998820418	1.3392749957032293	0.9953523976793347	1.2539349087069742	1.1409146958885705	0.5991909067225777	1.3947549825999288
TL1a_FP_205	2.433767091345799	0.31594900998675957	0.540777501311891	0.5961836144669367	4.250822963675591	2.0464856497440382	2.22865472284007	1.9513098887836318	2.5926731476292724	2.243813712903772	3.6425308766414775	2.0535213688727167	2.3032142221033673	0.6022273239422495	2.126857392043631	0.0	2.041822433220902	1.7486920158255594	2.1686407670486014	2.1557404356777354	2.154410570708756	2.191524329500238	0.44965547116805893	0.4489760330004661	2.5386829484430065	0.17323278857156246	1.8041080178487352	0.3771897609773498	2.060368465076864	1.8893340184945366	1.2613329532892699	1.923186153409348	2.0346489092767945	1.8600191999020534	2.9381718205918057	0.510963492011177	1.6791344843521172	2.2292181595557863	1.948306854958976	1.96614195573268	1.5362778587537784	2.445870094608923	2.645335874582246	2.563055573091022	2.583792705281894	2.330464147086283	2.60049919052385	2.3714316608325188	2.654837684189476	2.5686909678967553
TL1a_DTT_139	0.5565886357503227	1.984724061125711	2.3338170588762908	1.8055134344933697	5.21673657386814	0.6102482004537718	0.792821828313649	0.605157088675064	0.636764795825881	1.4594045563707456	2.0620906045466363	0.9629361889514211	0.29831608888144034	1.5744416785906385	0.6234440144100134	2.041822433220902	0.0	0.6891768404806887	0.2992872418626698	0.18094645743673277	0.16062788062246341	0.16144266099362023	2.323796320502567	1.8925807051110652	3.435181416256677	1.8857973687436524	0.2858939346968695	2.408282372123081	0.25182519553826466	0.568819835973373	2.8542358254991207	1.0244906103073128	0.22670699034910713	0.37476615462786717	1.1021228984780107	1.5481945620219237	0.3946912264808351	0.2134028838785488	0.42439850312404764	0.6967871817280212	0.6802768377888917	1.1881867509384854	1.8393033854679242	1.5542588444114558	1.9502021097302387	1.598681917790942	1.8593814491706862	1.7415676968759324	0.9974952732712613	1.9995026943415344
TL1a_DTT_171	1.2423044401786467	1.7989846781104168	2.166770611904047	1.3454666980028884	4.5302926855333085	0.30986902335360883	0.5643267615050259	0.21044002735685827	1.2877224721587444	0.8635672621695757	2.750034292758011	0.4318458109780381	0.7954492151603033	1.1801564935530988	0.39022920598458205	1.7486920158255594	0.6891768404806887	0.0	0.6871618812826293	0.8620998714333562	0.7452562669465759	0.8247929813313646	1.918822823570373	1.7541553938947148	3.6510504272493054	1.6272750836810255	0.5287770572569069	2.0793622151016735	0.520920294936405	0.16913915843418179	2.801671866950697	0.3944672708171781	0.8305714232477652	0.3246555352660329	1.7704951624736462	1.2463036484230698	0.5380019930009655	0.8862007323746559	0.32556797436484086	0.23741775028040205	0.27053746317460436	0.8314705797991507	1.3051588869428883	1.0645286222677055	1.371039891423706	1.0163577941946735	1.323275102414584	1.1420451947326082	0.9663019481914856	1.4113353331680851
TL1a_FP_73	0.6958294913716944	2.129314649940193	2.4807799352095383	1.8853098553450762	5.164600226666553	0.5150002439660266	0.5756705456181219	0.5627061647631548	0.6403333153427896	1.3386240278333188	2.1310839231086716	0.8327694621031031	0.20120974750409384	1.6628659207886416	0.5037472680624432	2.1686407670486014	0.2992872418626698	0.6871618812826293	0.0	0.40785685595910737	0.17389820370022283	0.3371465791469395	2.415496279337219	2.055824192566391	3.620834854498314	2.0177036084197377	0.5095495920831536	2.533961679162952	0.1973093290240653	0.5470454721035249	3.0180227961330823	0.9356840010845537	0.3448425258559647	0.3907938886415969	1.1175862577497089	1.6637848982757415	0.4992146167721533	0.36136701846092006	0.3636046651695561	0.6049554304785772	0.7743143171295739	0.9751457118411001	1.6669643361370288	1.3904314063410856	1.790920527204793	1.4486011310577205	1.6732671883022145	1.5966670388175794	0.7430222613070386	1.838894965626116
TL1a_DTT_74	0.3813614241718864	2.079240052294963	2.420190519998735	1.9515828138247415	5.390263776401038	0.7683312093988632	0.9385084134072252	0.7684785398362037	0.5052826204849595	1.6185965678124028	1.8965398165632386	1.1277085779901979	0.3282351319661774	1.7152173041396725	0.7717811674968439	2.1557404356777354	0.18094645743673277	0.8620998714333562	0.40785685595910737	0.0	0.2343401663389592	0.09106546697291282	2.4574925886048447	1.9760529718732462	3.419432579162929	1.995746971069898	0.41637814685565594	2.523699185748498	0.4099448215295595	0.7376120936660434	2.9101031033713665	1.1946187709016676	0.2559652954942822	0.5535892018940092	0.9530223746002624	1.6732068798968025	0.5449489588196162	0.09540778108128903	0.5975301693807278	0.8643315470966513	0.8405324251089301	1.328202518254416	1.9906840647617683	1.6972815934190757	2.108886442876923	1.7604938434686082	2.0163390688950535	1.9045120600369605	1.0871383431274744	2.1611285461362852
TL1a_FP_139	0.543681894826745	2.098150790582267	2.4461387177678713	1.9053991239154884	5.262975754660055	0.608954457026075	0.7283530792659056	0.6332917902278586	0.5460829724775624	1.4564768048828727	2.018953479181456	0.9536716861397434	0.17175186258693353	1.6748620171515507	0.6054144183271456	2.154410570708756	0.16062788062246341	0.7452562669465759	0.17389820370022283	0.2343401663389592	0.0	0.1695551262303514	2.426432759710761	2.0117946473089727	3.526500398681851	1.998660914226812	0.43135959594543277	2.5225202235090234	0.23707859248383067	0.6087367206858697	2.963752773991848	1.0399716186392558	0.2295406952667688	0.42643701060452693	1.025568713919342	1.6565267456420403	0.4788239118845275	0.1946123201576952	0.4382871576385638	0.7041510427631564	0.7822290435841586	1.1253907871430784	1.8059326560402136	1.521093812374271	1.927443449828981	1.5813621127710011	1.8206837862275271	1.7280250167888167	0.8860017308612723	1.977295779722659
TL1a_DTT_141	0.42361323016861435	2.125282320662217	2.470216613768644	1.9646966327339959	5.354905164076626	0.703508894775352	0.8610379935519517	0.7139790685179067	0.49743421945503535	1.5535449861229018	1.935180126053305	1.0632962231696654	0.23928171950826088	1.7330850246596856	0.7004279349379713	2.191524329500238	0.16144266099362023	0.8247929813313646	0.3371465791469395	0.09106546697291282	0.1695551262303514	0.0	2.480776587570735	2.027284805882743	3.4996587664300596	2.033724058219072	0.42636962712777676	2.55859529480182	0.3462217773876648	0.6894682671520461	2.9724306740466697	1.1395417816806628	0.27371557601268665	0.5157635523227174	0.9673875888597082	1.7020080927631442	0.5517421678598926	0.0660699634601937	0.5437551757438412	0.8053867431020758	0.8315621796456519	1.2472568878474002	1.915915149025142	1.6207019462551202	2.038513928517923	1.6926164826656978	1.9426622037524888	1.8379053330169213	0.9972378805940642	2.091983948142366
TL1a_DTT_241	2.766060827536629	0.7455225391317702	0.8420188359254078	0.5837185387177224	3.8324829229847435	2.2203738590682276	2.3747871235820437	2.128769822260715	2.9024693913135575	2.2498389856254297	4.0356168918685205	2.1543500215771565	2.5620198826216756	0.7557417275271251	2.2999382208204286	0.44965547116805893	2.323796320502567	1.918822823570373	2.415496279337219	2.4574925886048447	2.426432759710761	2.480776587570735	0.0	0.8953391938725604	2.87966904424525	0.6000107267870896	2.0809747365626756	0.3474096023197016	2.300238441286924	2.075861248329608	1.511764061648312	2.0093070058319435	2.3334301025155444	2.086617484223528	3.2783106013558934	0.7936804328301481	1.950858955102105	2.524185017288076	2.1584792844611482	2.1220534834935476	1.747491100643699	2.5267640047023683	2.6068802405123175	2.578404494349456	2.5131653813425583	2.31017629123383	2.5518921974947126	2.3233641384034867	2.8054167018149747	2.48487075168638
TL1a_DTT_243	2.2025097430103444	0.17634719620547626	0.45799495586550937	0.9212219615452144	4.692865019894397	2.030637561120044	2.2314938370751567	1.9370865931311756	2.385456027869874	2.3917338211197237	3.3003422430334473	2.11494881075497	2.1731538154887167	0.7983972160682803	2.1082314387404604	0.4489760330004661	1.8925807051110652	1.7541553938947148	2.055824192566391	1.9760529718732462	2.0117946473089727	2.027284805882743	0.8953391938725604	0.0	2.181567470862325	0.340312217859904	1.675712217260416	0.7309821388194527	1.963886660503118	1.8676988261737242	1.0666775889516145	2.007097006684612	1.858517521677322	1.790339442325536	2.680390875932037	0.6000001732652366	1.5586845220104366	2.055429804921411	1.893542825445158	1.9737881755165072	1.5101883872434108	2.5099936226819497	2.819308506684218	2.691320032982128	2.7874808454996516	2.4970827566565985	2.7821720897344973	2.5616175303892246	2.638518003277967	2.7832861624543317
TL1a_DTT_205	3.411746216700044	2.2479049141448124	2.0399311976748	3.087355304743453	6.6517225810987215	3.8439390388706656	4.017003150274823	3.7747194148635437	3.602731914230175	4.4282496159474	3.617423574817008	4.037966710032506	3.69205699311162	2.9480371905518186	3.9044932206937397	2.5386829484430065	3.435181416256677	3.6510504272493054	3.620834854498314	3.419432579162929	3.526500398681851	3.4996587664300596	2.87966904424525	2.181567470862325	0.0	2.4910701652531135	3.3422107884121743	2.5993635069461125	3.611647620605741	3.700988229766659	1.4354462013441647	3.982014287559911	3.3045886007592626	3.5345196165986694	3.605550523745711	2.7401990126809097	3.2310978698416544	3.4890864992063695	3.644398459403586	3.832756144983519	3.4072213967255585	4.379144830621966	4.848245764044998	4.679340673262043	4.850831517086495	4.531574366241313	4.799263542579724	4.621545506483783	4.333836449076869	4.851053235959808
TL1a_DTT_206	2.2673273184473843	0.24579951401645705	0.5732507160552289	0.599235612376595	4.3651547554471195	1.9198432039363258	2.105438864223557	1.8256279202812224	2.4275756898300043	2.1719358990734436	3.4697947420726583	1.9485907797887088	2.150472735196096	0.5267211271872541	1.9997171096471795	0.17323278857156246	1.8857973687436524	1.6272750836810255	2.0177036084197377	1.995746971069898	1.998660914226812	2.033724058219072	0.6000107267870896	0.340312217859904	2.4910701652531135	0.0	1.6533122434184324	0.5469278718198546	1.913717913244419	1.7611943525509195	1.2823382654577413	1.8259670481988428	1.8724819969316229	1.7187094347894412	2.7676436913096087	0.3844445507052729	1.5250162519490278	2.0696608663091896	1.8105359572223605	1.8451645730362531	1.4067930953916474	2.34204023110938	2.5830557232090645	2.4839292276553695	2.533802472159791	2.264314797847234	2.540046287441981	2.31529079802294	2.527734308141171	2.52299107425388
TL1a_DTT_62	0.7829632772307884	1.7662825903030097	2.122311228951174	1.5576161795476218	5.012123653507993	0.5791282801798491	0.8398923669640431	0.5206178558263457	0.9126969595939446	1.3678947737956253	2.281881516770569	0.8992259385295519	0.5512990008865106	1.3348101135051083	0.624332175764214	1.8041080178487352	0.2858939346968695	0.5287770572569069	0.5095495920831536	0.41637814685565594	0.43135959594543277	0.42636962712777676	2.0809747365626756	1.675712217260416	3.3422107884121743	1.6533122434184324	0.0	2.1633492138001333	0.36364615582692217	0.4638694569912215	2.672782021637869	0.9117954892029612	0.43491654585754314	0.2979545039456752	1.3622698854818218	1.3120332293519144	0.2900881744322797	0.4820697733394742	0.40132875011334107	0.6293890497902063	0.43627914182909455	1.2124349758898025	1.792252966676125	1.5199711040887147	1.8792587901386106	1.5238970225250716	1.8158050928407716	1.656824533713673	1.1333899244366228	1.9246735203241672
TL1a_DTT_242	2.804379354052417	0.590795385920912	0.5794289452782618	0.8089091724812898	4.093916171119272	2.382770849438027	2.562868746427853	2.285802984554083	2.9669490454011807	2.5000981758826986	4.002950948438968	2.3626449041187607	2.668173230207714	0.9144124302608414	2.463493804368634	0.3771897609773498	2.408282372123081	2.0793622151016735	2.533961679162952	2.523699185748498	2.5225202235090234	2.55859529480182	0.3474096023197016	0.7309821388194527	2.5993635069461125	0.5469278718198546	2.1633492138001333	0.0	2.4197884060652988	2.2272917956835787	1.2165245926187525	2.2216821475644957	2.4082987401978917	2.2141655426358504	3.313361514151432	0.8702869977377643	2.0474084405794337	2.5979839698770317	2.2988698334956443	2.2963622112906257	1.8757392500288497	2.7523520515787747	2.883960484502887	2.828833483458059	2.801935869934439	2.578489034806447	2.8377688312448646	2.602168651129323	2.9925375098395035	2.779930811522559
TL1a_DTT_73	0.7636633402225266	2.0377603313125032	2.396053860653742	1.7573099348299466	5.034271975998095	0.3758298618661804	0.542674561990371	0.39710271078956433	0.76980280233071	1.2258204280869418	2.253839837979917	0.7245280362093123	0.28154735972186845	1.5445307329623674	0.3828045350656743	2.060368465076864	0.25182519553826466	0.520920294936405	0.1973093290240653	0.4099448215295595	0.23707859248383067	0.3462217773876648	2.300238441286924	1.963886660503118	3.611647620605741	1.913717913244419	0.36364615582692217	2.4197884060652988	0.0	0.3755125610002559	2.9557533745225095	0.8049145734550259	0.4016443894677723	0.22387647583306575	1.2557132859136635	1.5531325062899388	0.41930753177736113	0.39897888762830225	0.20696863920200118	0.46885261782837273	0.6052418732349162	0.9371730123567198	1.5920129794026496	1.3095495137907724	1.7064579308216363	1.3571340510029415	1.6104161781156243	1.5021200287955938	0.7834589125835999	1.7562499074070963
