	Mouse1B.DTT15	Mouse5A.FP26	Mouse6A.FP32	Mouse7A.FP38	Mouse1A.FP02	Mouse5A.DTT27	Mouse4A.DTT19	Mouse6A.FP31	Mouse1A.FP03	Mouse1A.FP01	Mouse7A.DTT38	Mouse2A.FP07	Mouse3A.FP13	Mouse6A.DTT31	Mouse1B.DTT14	Mouse3A.FP15	Mouse4A.FP20	Mouse1B.DTT13	Mouse2A.FP09	Mouse5A.DTT26	Mouse5A.FP25	Mouse7A.FP39	Mouse4A.DTT21	Mouse3A.FP14	Mouse4A.FP21	Mouse2A.FP08	Mouse5A.DTT25	Mouse7A.DTT39	Mouse4A.DTT20	Mouse6A.DTT32	Mouse6A.DTT33	Mouse7A.FP37	Mouse7A.DTT37	Mouse6A.FP33	Mouse4A.FP19	Mouse5A.FP27	Mouse9A.DTT98	Mouse10A.DTT109	Mouse10A.FP110	Mouse10A.FP109	Mouse10A.DTT110	Mouse9A.DTT99	Mouse9A.DTT97	Mouse10A.FP111	Mouse9A.FP97	Mouse9A.FP98	Mouse10A.DTT111	Mouse8A.FP87	Mouse8A.FP85	Mouse8A.DTT85	Mouse8A.DTT86	Mouse8A.FP86	Mouse9A.FP99	Mouse8A.DTT87
Mouse7A.DTT38	0.8595448112030962	1.3223025911610156	0.5922751656647539	0.43679160359192243	0.9002570682494505	0.33687803697030666	0.6801990825721039	0.7453028348091719	0.6132013376413898	1.4780113251362388	0.0	1.059725429975795	1.401459220381818	0.4964232409935268	1.0384351136511176	1.4885443944726746	1.0362510063983177	1.2684515195133357	1.289322386212743	0.5087594095182011	2.038335178559996	0.20140790211529208	1.0026325101529763	1.481302676458803	1.1719151599338176	0.8209032522366522	0.5004679118217448	0.5189614590142071	1.0730477652714387	0.3001119437960648	0.21766232096401045	1.9627961022600122	1.6841841583516868	0.16249578753671998	0.9051892242046402	1.6488323541666756	2.9542847142486823	2.773575192959642	2.8485615307460486	3.0376737253180606	2.2403462728057466	2.6774894244688205	2.1719209071401964	1.6380854506036169	2.7227793964016924	2.2982585792630954	2.0307464572551455	2.237316887151313	2.35887504897248	1.9172304804249474	2.3331676410031736	2.5622062910207335	2.7488904927396947	2.5986473271261294
Mouse2A.FP07	0.787999467599921	0.4946476401537868	0.6213580728771391	0.9401477793071427	1.7421741025036825	1.3739031578915173	1.7225011233922916	0.5171810379053136	0.8016428727314802	2.3155604022560827	1.059725429975795	0.0	0.35759444166822235	0.5891296885662369	1.205586325521942	0.43557942204165856	2.082337805153187	0.6098746234872777	1.1732767774526174	0.7570470342681143	1.245752245101517	1.2536922230789815	2.0563516215713222	0.46358037787022044	2.154585920326366	0.6697498569269267	1.4455243201570378	1.5336823245528517	2.1273816760524826	0.8708643870641125	1.0426178336330822	1.2325397041496542	0.9830501027980029	0.9360890021485314	1.9258908203627534	0.7626378472458392	2.9827307675432966	1.8212989093611345	1.7931137529105243	1.9804805321006789	1.1967684967174357	2.599787707568938	1.909426659109045	0.5832957443311927	2.2062787116237974	1.7797638694526694	0.9855457835077895	1.9898881628242078	2.3680964872907366	1.262500676104068	1.919787681482905	2.3297006942771934	2.7256261091622425	2.6294972421793448
Mouse3A.FP13	1.07556213352433	0.3907895988353254	0.9108204435875311	1.2370537154108143	2.0784131686474505	1.7210190602972564	2.0679816560344073	0.7803224566637385	1.061282588281238	2.6417743379927634	1.401459220381818	0.35759444166822235	0.0	0.922727905912342	1.4778634498683354	0.09709759645366564	2.422709386195175	0.73458215072112	1.3759737431534447	1.0614980197440433	1.0063704598474932	1.5924689141412403	2.393141543091016	0.15631618248940538	2.4939702083876405	0.9652718142038431	1.7912265299780707	1.8629627992425406	2.4691906387048426	1.1907503486925552	1.364652749977648	1.0404693963486276	0.8462408614530841	1.2675506093669238	2.2681159559882667	0.5125057030361384	3.1314770817875233	1.5873391721906969	1.4505899893356133	1.638720259516901	0.8951857354861918	2.730948615039192	2.007050673146645	0.3043019698589346	2.198899796878008	1.793772230997057	0.6743496048286928	2.091873563187516	2.527935163413431	1.2493856705825725	1.9649705156565545	2.4220856894654217	2.869324011319644	2.7901253383139135
Mouse6A.DTT31	0.751997045206139	0.8445388828582601	0.19406261237320718	0.39142346853944054	1.3151378374560185	0.8277385975873494	1.1756495314994906	0.2889768092439203	0.5102629933250346	1.9046047084543478	0.4964232409935268	0.5891296885662369	0.922727905912342	0.0	1.1006656361504357	1.011895971928341	1.5322696231891266	0.9606332814660519	1.2354666063937119	0.24156357443797077	1.5778344055962246	0.6937485112629947	1.4950397820250263	0.9917208863194115	1.6537402392604172	0.6532793180730946	0.9530491186671917	0.9451252957353008	1.5679003697678835	0.28962601809318417	0.45838857326249133	1.5105481809878458	1.229577221772311	0.3739680247004452	1.3973801087932523	1.2215120230252616	3.0364678185083744	2.3803599930556145	2.3723725684243853	2.5528011758450124	1.7855153506522026	2.7047326528855558	2.100049466036596	1.1721528175824818	2.5447148189868223	2.1099286797531507	1.5727607070601692	2.1740862355762194	2.420121710995475	1.654893390271722	2.195281979318982	2.51439163506556	2.8029240877150117	2.6751472115589148
Mouse1B.DTT14	0.42025181317821697	1.652860322333845	1.275349718546311	1.3702576888794298	0.9055766389753642	1.0745125167536502	1.2741037854359611	1.3466712558560863	1.0252417459122798	1.3328681497769705	1.0384351136511176	1.205586325521942	1.4778634498683354	1.1006656361504357	0.0	1.5190301118826575	1.5595201923994753	0.8456777272768191	0.3497067299604534	1.3093028838062666	2.427094015720701	1.0937376878488079	1.6065844831576268	1.6253356288060834	1.424871956747617	0.5387039171841407	0.9200341364915979	1.4695641357479794	1.6386907717776322	1.1890005862046973	1.22391073218909	2.424487464777265	2.1674328594147427	1.0526825104141424	1.343996693224763	1.663877450396162	1.945729930205679	2.2435148962320945	2.6769143403874667	2.906556499519936	1.9967130269582092	1.643841710582065	1.1562185714933448	1.5568171467720784	1.7800943276624126	1.3895006671373318	1.8424385648388553	1.2148412120308243	1.336676977636769	1.177489222960484	1.3633731685337909	1.530240031778365	1.7248637159299716	1.5853112884269664
Mouse3A.FP15	1.1227469137453283	0.4657505737943529	1.005460340683175	1.331409656051703	2.1484685566137554	1.8050842618562546	2.152042446621406	0.8745850325240244	1.147749031899228	2.7080823273279546	1.4885443944726746	0.43557942204165856	0.09709759645366564	1.011895971928341	1.5190301118826575	0.0	2.5079680024771234	0.7428749536796276	1.398563201260458	1.1532837494707469	1.0130424816597292	1.6798447379145263	2.4805801233931475	0.17594068169726562	2.5724705129153134	1.017072436547679	1.869670640436556	1.9543074306709343	2.555297751219001	1.2831572397411846	1.4569512914060536	1.0585553780183599	0.8828036240545359	1.3570067933235441	2.350355321083636	0.5110599430875663	3.12794319933223	1.4982825317808661	1.3613151910328105	1.5512869196111274	0.7991185269649208	2.7215404058716253	1.9922338938562894	0.21243245975893682	2.1526120050671267	1.7547084252313092	0.5798945471527063	2.076258477761928	2.529830735045695	1.2103316427986832	1.934546090892334	2.4020361101646674	2.8632677627958976	2.7900403126116404
Mouse4A.FP20	1.6497604065981208	2.3378307393730173	1.605052083947271	1.3558662218589754	0.7127939486750134	0.7188806481200505	0.37250413671413835	1.7647067180535454	1.4724186620763933	0.8910091072282822	1.0362510063983177	2.082337805153187	2.422709386195175	1.5322696231891266	1.5595201923994753	2.5079680024771234	0.0	2.1585786095871278	1.8908985184384488	1.502971137240968	3.025602663987867	0.839334166536595	0.12442519505758426	2.509838277619879	0.3609553163240979	1.674640381697786	0.6933650235373223	0.7379706896196355	0.10454313674023497	1.2956496623204905	1.1320729389268132	2.943400080518191	2.6735026807826703	1.1697959289004718	0.2174203356226305	2.611271602810951	3.0677780293318295	3.6819528969146185	3.8584707230109427	4.058874940018214	3.2321255665745214	2.927276638069959	2.651080603790492	2.648888854759132	3.3265510985140097	2.947891631027038	3.0271797267445266	2.695970928697413	2.5759206478829135	2.6969276169505836	2.9024161955512047	2.961441705999213	2.9395073225715027	2.7588633739572788
Mouse1B.DTT13	0.5307781803859908	1.03702172924865	1.0782581187333322	1.3469364146705667	1.638305099544735	1.5000009838962216	1.8135359431387688	1.0414065644066983	0.999070180028216	2.1446133314825055	1.2684515195133357	0.6098746234872777	0.73458215072112	0.9606332814660519	0.8456777272768191	0.7428749536796276	2.1585786095871278	0.0	0.6719914966995721	1.1923882141931545	1.7375138142312196	1.42845622816177	2.166163257595289	0.8891785054438027	2.127838819327875	0.48634427774906347	1.4710455312429527	1.7871163287353953	2.2231557258642947	1.2109526475721157	1.3474613324376459	1.7687751985536904	1.5504279594069181	1.185098886887502	1.9647573235132747	0.9591699890181995	2.4055899337018367	1.5282284411212623	1.8374449906839152	2.0628245290330174	1.157640471198275	2.009401843409589	1.3041199684606475	0.7320655185609444	1.6185173815883949	1.1861821444050054	0.99889204984131	1.3855913702992435	1.8001965049449173	0.6966272141206674	1.3124270023384712	1.723906077950818	2.1430365068085098	2.060044792708622
Mouse2A.FP09	0.4968964110668196	1.6113136067007516	1.395323997106716	1.5564421183277175	1.2427999036755515	1.3810250887438567	1.6032741966638535	1.4340750956905621	1.1304040818823415	1.6339885085516985	1.289322386212743	1.1732767774526174	1.3759737431534447	1.2354666063937119	0.3497067299604534	1.398563201260458	1.8908985184384488	0.6719914966995721	0.0	1.4677378091049607	2.355960666690313	1.3721901914892092	1.9327063075244242	1.53127926705935	1.7555386163309354	0.5931695787422766	1.2459018060340228	1.7588705645405758	1.9723644611077222	1.3797641208925782	1.4476771724104207	2.381562718660112	2.1458907224709884	1.2675377135416008	1.6770218244558213	1.5110477230042962	1.832640689545759	1.9336535554593774	2.4362318880143667	2.6756514518475316	1.7618820051185289	1.485486659268374	0.8905131720408307	1.4015090635313172	1.4735515229628318	1.0728068300474614	1.6270161749689918	0.9666301040883919	1.2119254337831513	0.852537594170636	1.0622690051798143	1.3025431017398441	1.5929402984510264	1.4775153225573439
Mouse5A.DTT26	0.9810613397139664	0.9084643394683348	0.19302479340604325	0.21201023233504576	1.3977001172370753	0.8289441600557442	1.159328773157417	0.3018593329348418	0.649822207993721	1.9826520874005826	0.5087594095182011	0.7570470342681143	1.0614980197440433	0.24156357443797077	1.3093028838062666	1.1532837494707469	1.502971137240968	1.1923882141931545	1.4677378091049607	0.0	1.5719447893859655	0.6873204255944707	1.4499866979206875	1.1006708679362178	1.6739346047833437	0.8881563907751371	1.0049291772216233	0.8388835025380739	1.5242016787602533	0.23918141819784935	0.38507650129984355	1.4764781567287832	1.1949596989895324	0.4067553002635211	1.3970799925130544	1.362588491457118	3.252758838477841	2.5747668589216026	2.4973452176642037	2.662064791306988	1.9424989469702496	2.9284807956536585	2.335663483879997	1.3253626879449203	2.7803156706903103	2.3457539625627053	1.728749289583869	2.4077177175415603	2.639543784629974	1.8883425226010921	2.4328136286991815	2.7465658964309676	3.0224590618888034	2.8909948733640864
Mouse5A.FP25	2.02004066782534	0.7811970466517958	1.4469901967356278	1.6902842898697776	2.866194206871501	2.3735331011149006	2.701978306926463	1.301884283138069	1.70619651713583	3.440416364039934	2.038335178559996	1.245752245101517	1.0063704598474932	1.5778344055962246	2.427094015720701	1.0130424816597292	3.025602663987867	1.7375138142312196	2.355960666690313	1.5719447893859655	0.0	2.212599325034758	2.9609967512901423	0.8577354535503897	3.185743916060401	1.8998671516329186	2.513742259221005	2.3547302420294614	3.0526652392040736	1.7490668084394274	1.9033335020856947	0.22057352559952392	0.423265209291518	1.8906054926793963	2.922407444157363	0.9989846561650998	4.116537110843296	2.134715960588477	1.4697999107792437	1.5415104186527206	1.3630316441024455	3.7179449538315037	2.9844503599041543	1.1269406363811456	3.102479589324527	2.7291265940336285	1.2171119582765884	3.073528023790235	3.5144487138419933	2.184208964600842	2.9178200665423333	3.397020406234142	3.8588864125874416	3.78054857281671
Mouse7A.FP39	0.9852588569639483	1.5056453141973738	0.7738122870351898	0.5731868935902803	0.778336473519669	0.180791125242388	0.4929070395269723	0.9318025534804854	0.7225911635108143	1.3322091069033621	0.20140790211529208	1.2536922230789815	1.5924689141412403	0.6937485112629947	1.0937376878488079	1.6798447379145263	0.839334166536595	1.42845622816177	1.3721901914892092	0.6873204255944707	2.212599325034758	0.0	0.8040941430275521	1.6736702878326026	0.9894081226051437	0.9642389580245747	0.37419501076147105	0.39147927713634434	0.8784451660291323	0.4691156286332274	0.33019212477050003	2.1367234910096418	1.861306788098148	0.3327654015453021	0.7155619158944916	1.8147022606417875	2.9601447942352115	2.9435094500754992	3.037762035025762	3.230469468650158	2.42749786352858	2.708931072754055	2.244327831314962	1.8297430046551832	2.829130135834443	2.4113960140307755	2.217429996474007	2.3072798980776126	2.3781038679442212	2.0550793413223243	2.428041550094125	2.6235277212812345	2.7692136551698794	2.610715445396975
Mouse4A.DTT21	1.6680421680291093	2.2893263860082005	1.5543638726459752	1.291810400169954	0.7946791559299201	0.7025083820185783	0.3760926744172103	1.7145839893525874	1.4377166782886561	1.0080827984460439	1.0026325101529763	2.0563516215713222	2.393141543091016	1.4950397820250263	1.6065844831576268	2.4805801233931475	0.12442519505758426	2.166163257595289	1.9327063075244242	1.4499866979206875	2.9609967512901423	0.8040941430275521	0.0	2.474178685109007	0.4788694842928038	1.6839947749658604	0.7159668777926056	0.659594545697449	0.12463901833633094	1.245248178636979	1.0765275711108295	2.8753596135580204	2.6085214277544364	1.1303617997869424	0.2957104070780478	2.57786336480312	3.1642418760480764	3.690054178382564	3.834470382219379	4.0316227174945425	3.218316069491415	3.014214522934781	2.7145197983348455	2.6286826669385825	3.3816524047098047	2.9958366705057764	3.0097689779050953	2.7628613643586935	2.6620084208946957	2.7246948920604326	2.958707063826729	3.035854966884416	3.0311311854812426	2.851447524865474
Mouse3A.FP14	1.2184149933332824	0.3250668762702876	0.9542436561867965	1.27480356577596	2.197120353281543	1.8082238055324285	2.1561422397394123	0.8098999565360294	1.1507493385364582	2.766633902771727	1.481302676458803	0.46358037787022044	0.15631618248940538	0.9917208863194115	1.6253356288060834	0.17594068169726562	2.509838277619879	0.8891785054438027	1.53127926705935	1.1006708679362178	0.8577354535503897	1.6736702878326026	2.474178685109007	0.0	2.5984250511963425	1.1054138757781422	1.894231100743781	1.9211086903901675	2.5521005015733627	1.2499896388976246	1.4248397989608563	0.8900232661319113	0.7072083904215029	1.344186155646533	2.3634331956819787	0.5326294822413168	3.286099170045699	1.6356943659088963	1.3985834367201313	1.5703947472174637	0.9001582986240216	2.8837687271899717	2.157970933449275	0.3583353430816438	2.3285217018032167	1.9297857126881377	0.6850193618827484	2.2423268310571784	2.6835065430999756	1.3853567258885409	2.1075365123202574	2.570596337295512	3.023095337713273	2.945231209278109
Mouse4A.FP21	1.6043105339328723	2.4596195480516077	1.7555535819392394	1.553899773471625	0.5239466151935626	0.8502368502879529	0.5441249517717004	1.9119550957969502	1.5509790763277405	0.5313176812628705	1.1719151599338176	2.154585920326366	2.4939702083876405	1.6537402392604172	1.424871956747617	2.5724705129153134	0.3609553163240979	2.127838819327875	1.7555386163309354	1.6739346047833437	3.185743916060401	0.9894081226051437	0.4788694842928038	2.5984250511963425	0.0	1.6537552867555076	0.7162054421618463	1.0120129164093588	0.44098083789649534	1.4572211814486384	1.3137961596433467	3.1205829000938694	2.8473230172030846	1.303694477696454	0.2971547413980303	2.668635572293157	2.7583398658791407	3.628322127564919	3.897139238067795	4.110113316799187	3.249170541301375	2.649196889116051	2.4406708478952397	2.694144724673726	3.1412711225377667	2.786755525749961	3.0542584671318402	2.4783230076326137	2.2970019599542315	2.5945531635694388	2.714127370196111	2.7205480230459878	2.6481081389350454	2.4638971417603273
Mouse2A.FP08	0.12269623583273469	1.125097231273743	0.8190539347133319	1.0033962663794218	1.1762639677170206	1.0208026918252944	1.3283848611772522	0.8534395558583936	0.6968198120884893	1.7151760576449053	0.8209032522366522	0.6697498569269267	0.9652718142038431	0.6532793180730946	0.5387039171841407	1.017072436547679	1.674640381697786	0.48634427774906347	0.5931695787422766	0.8881563907751371	1.8998671516329186	0.9642389580245747	1.6839947749658604	1.1054138757781422	1.6537552867555076	0.0	0.9854456324501157	1.3342181224272494	1.7381568944943382	0.8385168786794092	0.9409241604337509	1.8897412181269686	1.6314402440874498	0.7673091350008739	1.4813773099841658	1.2173555558758828	2.4086793913623983	2.0138960863976982	2.2731409711851542	2.4889741830289336	1.6060228021751135	2.060984488889675	1.4475665788651284	1.0857663031056455	1.9246979850364039	1.4935595097727499	1.4249921864013289	1.5209168079927984	1.7900812143806504	1.0978933523424717	1.5558732737715435	1.861307947043018	2.1665317875773966	2.0482139513741275
