#OTU ID,SLCdtt163,SLCdtt164,SLCdtt145,SLCFP148,SLCdtt150,SLCdtt167,SLCFP164,SLCdtt149,SLCFP166,SLCdtt146,SLCdtt148,SLCFP163,SLCdtt168,SLCFP150,SLCFP167,SLCFP145,SLCFP165,SLCdtt165,SLCdtt166,SLCFP146,SLCFP147,SLCdtt147,SLCFP149
44166d043ae4422d941e1e4c779151f8,1319,1220,469,1538,3608,1598,1025,8209,472,637,5162,1128,824,274,1583,4390,1961,3295,2712,2401,437,3820,757
2a9df0f05ef552235191fe0edbbc742e,0,78,32,18,0,3,18,1,4,1,34,44,31,0,21,9,29,72,5,6,10,53,6
b3111baca54677926264de26b4a9bf7a,0,2,622,573,10,0,0,4,3,760,1041,0,33,233,0,179,0,0,6,790,413,756,4
21f3474eb0a2647e96181ab06ed9b764,495,35,13,42,78,66,73,84,36,7,85,93,57,64,101,117,80,120,47,46,15,70,14
9bc2935704d00be01387e4b91d0ec358,0,4,10,30,0,0,9,8,8,3,11,13,0,8,3,5,18,2,5,19,21,12,28
87c1f25ee57f851893eda4c10a460604,1588,3757,400,185,66,147,172,75,61,339,154,73,164,6,108,60,107,897,69,437,147,106,5
c003202be6a53b07fbb26ecd2161fe2c,2667,918,5564,3384,15414,15267,2227,19835,7236,1160,1590,2664,6706,144,6948,7218,1576,1814,12078,6414,2453,1516,10644
ae7aa9c977dea18de5954b3f29c80278,28,0,165,273,18,0,0,13,0,50,133,0,4,0,2,88,0,0,3,264,176,121,3
b89a1572461237b1a6ff63b2aeb24e60,89,71,61,81,19,128,98,43,38,13,69,133,49,0,46,16,109,57,28,77,50,56,60
397aa1ad0378774f826b9825c958427e,4927,1450,534,231,1273,10733,2875,1115,7635,88,169,3489,10806,634,9464,468,2234,3563,14343,466,187,160,515
e9caa943f6467ffd09889cd0df61cb45,15,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,11,0,0
8740da173c36129ee4420445a26a155e,20,0,0,0,0,10,0,0,0,0,0,0,1,39,0,0,0,0,0,0,0,0,0
564a2d40353ba6af46b47a2d367a3d56,1468,8373,1058,1000,488,142,360,437,18,899,912,271,474,88,11,594,206,1358,115,1640,936,773,70
55b5e18dcec6eaff69b53b2c4cbb0a16,2286,493,399,630,996,2338,2266,1053,279,280,948,3443,977,3255,404,2947,1578,902,1193,1312,428,795,280
e8ed0e081283c5963ce9860944f651c6,51,446,108,186,16,9,178,5,3,61,476,72,25,159,2,94,73,236,8,175,133,374,4
65553cd263bb61cf36d1a75d750952f3,175,102,93,151,281,305,561,361,55,37,136,925,228,267,602,407,322,208,181,201,94,95,57
49d5e983bbc870059084d932fb344b75,82,17,57,28,70,29,70,61,12,9,64,132,61,162,71,172,38,31,46,55,22,42,11
799fcd30c710ffaccf04ca2879108efa,0,0,0,0,0,16,0,0,0,0,0,0,88,932,0,0,0,0,0,0,0,0,0
2580cbc77481600b1be7553a25c35a83,467,1490,166,101,38,81,90,35,19,172,55,38,59,3,36,28,39,366,41,189,80,56,3
cf269c28b9f9a2f2ed7073a8d51a2a24,74,272,120,162,43,7,33,27,8,54,238,20,15,0,2,30,17,88,0,120,123,207,67
332d720adc8e107df05b716fd88b601c,866,218,560,680,1975,535,543,2036,25,188,817,633,406,188,161,917,393,580,497,811,469,707,2
b3ef12a80d40902556c2fd4de5924438,5,9,14,18,11,0,8,22,55,2,16,9,16,41,55,20,36,18,5,24,4,16,45
a0f4041ccc6a3b1f6512919ebe00613d,85,155,63,346,244,1718,690,161,48,43,180,1073,356,1037,231,581,451,285,442,332,277,185,0
048a59d179f89089b6e3a2d50f389e94,230,20,0,45,12,24,106,32,20,12,61,139,14,48,14,204,46,28,10,84,31,31,30
cac9c7f0358b22e77dccb632c98fc70d,135,2485,0,41,0,157,129,0,0,0,0,47,115,0,0,0,209,411,6,62,10,0,0
a2afdab2db82e62d5de07d2f29111f10,132,34,72,150,77,66,138,238,35,31,132,224,56,56,81,577,58,38,93,221,82,116,96
be7fa93e72946b09913f7776a2f1c857,1382,767,553,2289,2724,1666,2713,2674,128,291,1447,4731,1924,21,1389,4807,1645,1167,2156,2649,1241,1079,195
b66b0ebe9c94cc5c0ee68a7c8cb966af,0,0,11,31,5,0,0,7,3,0,13,0,0,4,0,14,0,0,0,7,16,16,28
978c4b2965a576a78cac987d12c9e0a0,50,342,297,717,4,16,62,5,3,340,412,37,13,0,0,209,58,56,9,842,473,297,10
4a6d7625157c8e66f126e813b0a0fc4c,0,114,75,107,22,31,42,18,2,34,98,29,23,0,2,11,39,92,8,103,78,90,2
f5fdc65ce7f21dccce1d5f510ecd0cff,83,107,19,47,3,3,36,0,0,10,56,9,13,103,0,18,47,50,0,43,23,43,0
78efb9db740a56e0b2bc4d4778d4d3fc,259,1905,496,343,113,4,4,105,9,1189,385,5,9,3,7,150,6,245,13,760,219,374,21
7f697add8682bfb3329325791e412745,0,0,11,4,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,11,13,6,13
236833fbc5a378aae084b64206c25372,178,21,1,45,37,25,15,76,6,5,81,34,30,42,37,82,22,36,15,37,16,37,10
f450e5ce65eb041e774b110c05c7972f,0,26,0,15,0,24,7,10,27,8,40,12,15,0,13,5,3,33,18,11,12,33,21
c0d5395792eadbf5f62e8ffb14fa0262,0,0,0,0,0,0,0,0,18,0,0,0,0,0,64,2,0,0,0,0,0,0,0
cdb4be857f1f698f7613343f1a9761a3,27,34,42,18,0,13,22,0,6,1,31,40,11,28,0,1,26,36,0,26,18,34,0
0daddf1b0a2e7ae6c3add7261ca7b510,1838,2354,644,545,246,169,1027,143,26,176,1126,941,408,67,18,149,926,2023,117,366,342,949,13
108627a3879bcb1138b2c54c39e9f4a1,98,501,56,134,136,0,4,100,4,274,1016,5,73,10,3,56,3,324,11,170,79,808,4
41f66b472afd9dbcf57ee6d7f5977368,11,43,2,15,0,0,2,0,0,5,20,0,0,0,0,3,6,12,0,5,8,15,0
691f2dbdac94ad2f7e2486ab73a772af,209,115,242,437,86,6,169,16,10,53,239,218,22,63,0,491,145,275,14,535,363,232,30
6b6fdd24cb014d583c7c025741c8ecf3,0,112,0,5,6,44,4,0,0,0,0,7,0,0,0,0,22,10,0,0,0,0,0
e8ee8f76c4f835d4f1292a789afc3f95,0,0,12,16,4,0,0,6,0,4,2,0,0,0,0,0,0,0,0,20,7,0,6
de2cd296cfdcbb16ecb870a7721433d3,0,0,2,2,0,0,0,0,0,2,0,0,0,28,0,2,0,0,0,0,0,0,0
fc9ef66f439c06896d69d1092d8315fe,74,0,81,21,11,0,0,5,0,7,16,0,0,0,0,37,0,0,0,39,26,32,2
2ce5f984c303607afe63f839e492f57b,0,32,1232,548,94,0,19,133,12,3633,3202,1,0,51,0,282,24,0,23,543,389,2662,89
a30dd65fa0f17c9ffe88b70cc66d024b,0,4,25,7,0,0,7,9,10,3,9,13,0,4,5,3,9,5,2,17,12,9,24
4c8288bfbd76958c0c094d87b97650f8,179,36,76,645,89,30,22,54,18,11,37,23,22,63,16,29,25,24,34,63,498,31,36
fbbeae3dceada6928b2cdc472f5d9901,4201,224,7796,10424,2371,1825,1589,6718,2860,738,4891,2408,854,71,498,49122,581,422,370,13824,9023,3444,33638
99e3ef8d6af1702f3a43e8f3e4976956,0,7,0,0,0,3,6,0,0,0,0,5,0,2,2,0,4,5,0,0,0,0,0
7c0c72cc86a5548fac1f1c96853e29fe,0,25,17,49,3,4,15,2,3,3,59,18,9,3,2,30,18,63,2,30,31,49,0
84a1034f71767fa92491aebf1bdf7fdc,84,125,173,276,52,4,44,36,0,171,264,36,9,62,2,93,45,42,6,362,184,254,0
d43cfa5b6ee40a2e7f940e2930849ba9,0,0,0,0,0,24,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,2,0
832fb872172e67da702355444f34bc1c,0,3,2,0,4,2,2,1,19,2,0,3,1,4,11,2,1,4,0,4,0,1,20
1355705d5f5537fdd6063e8aef08650d,0,0,3,0,0,0,0,5,2,0,2,0,0,0,0,2,0,0,2,0,2,0,0
3dc32de6cc2afb83c56da803d4ae8054,67,55,93,157,5,0,43,18,0,23,209,42,9,24,0,58,40,40,3,160,105,178,0
0f6a34be1a611d55dd58a93322b7caff,5,0,63,95,35,0,0,13,0,25,171,0,5,0,2,397,0,0,1,190,90,164,16
818cea4720b8bc475ccdf73579b06278,155,223,0,0,0,5,102,0,2,0,0,99,15,0,0,0,72,210,7,0,0,0,0
9558d82710beac18e454f983c9db7cca,119,94,127,84,15,23,24,22,0,43,268,34,31,55,2,69,16,122,1,138,82,170,4
f9130f059b9380b9961aef118b3a529e,44,73,31,23,7,0,37,9,4,12,59,40,29,46,0,7,30,82,2,34,22,33,0
e895ba3e92642f6c374d12d4ba87bf0a,55,87,40,130,45,191,272,105,96,22,124,307,176,87,279,168,220,202,304,132,100,112,24
f0deb5bac19f248fce27d93d918d3464,30,18,3,16,0,7,23,2,2,3,15,40,9,3,0,10,21,29,0,8,9,9,10
ad4e760fa406db6470c29766422a47d2,0,0,0,0,0,10,0,0,0,0,4,0,10,89,3,0,0,0,0,0,0,0,0
292a57429f3bed0adc53c07dc4c62c9f,85,212,61,53,14,16,23,11,0,52,120,18,23,17,0,60,14,53,5,86,25,118,0
e6b0f68e8f6db48ea780944a44ac99a1,96,90,107,148,14,13,53,19,0,38,226,45,34,34,0,58,45,110,0,160,90,180,3
e5450be8d98da604aa4a1fa0ed722fe1,0,0,0,0,3,0,3,15,4,0,0,0,0,3,3,2,4,0,0,3,0,0,6
5287908182825be751d21ae4e6f44c79,0,0,0,2,3,0,0,4,2,0,0,0,0,10,5,0,0,0,0,0,0,0,9
b8d0d192e1821980a4d2d8292dcd4c42,0,29,185,47,9,0,6,20,0,6,95,5,11,38,0,21,9,18,0,42,23,76,2
977eb5e61f5d9a0c3618c4f129859cd3,178,4817,394,68,159,34,20,193,15,688,281,20,96,280,19,51,7,783,60,147,44,235,28
7027b1cc7695b944a14d2bf2b0cd03f4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0
d2be11225e6247dcf581eb52060b3caa,0,7,0,0,0,0,3,0,1,0,0,6,0,0,3,0,8,0,0,0,0,0,0
eae0745a628ea0feffa5b1fb2d536f6b,0,36,0,97,13,0,37,5,0,18,86,30,3,1,0,16,43,58,5,88,58,74,2
8064a19ea488e28609ef25daab20653e,23,11,0,15,2,4,26,16,7,5,26,31,15,95,34,76,22,12,11,20,7,12,0
1b20077c579ec346099b958af37ff02d,455,1181,654,582,95,75,619,78,6,170,464,471,332,43,6,70,847,752,38,511,397,369,4
49e9cee41713f4c00f8b171ecaff09b5,66,52,144,60,7,0,13,0,2,40,141,37,0,15,0,27,7,48,0,49,43,108,3
f5bf4e20e8a4c371b702c2cf491f56e8,0,0,27,376,3,0,0,19,2,241,256,0,0,23,0,86,0,0,0,356,339,249,2
7737dd181fb4d08851b4c49b7bb5c5ef,0,0,8,66,0,0,0,0,0,29,132,0,0,23,0,10,0,0,0,37,30,120,0
435716953baae002e22a8d28e14c0aec,7,93,2,17,0,0,24,6,0,10,28,14,10,124,0,4,22,35,1,16,9,21,0
1ab3b71e73441e341b02e15407e5b9e5,32,133,31,11,0,0,15,4,0,6,47,6,0,0,0,0,6,106,0,17,10,26,0
8f07f09a7a5b69d79afd30ba3be7ae26,2,78,88,34,39,10,9,48,0,95,67,14,10,17,3,29,2,11,0,105,25,68,0
090dac4c317bdb16f9ab434da4e8a35f,0,0,6,8,0,12,0,0,0,0,0,0,0,28,0,2,0,0,0,6,4,9,0
b221a65a4ab995abd7110ddcd600e1fb,141,48,99,230,169,39,57,289,29,57,416,63,42,94,36,476,125,139,46,274,91,330,0
a0d2e10ea5e00a9cb906c319ef542843,62,11,25,108,11,8,0,12,2,34,146,0,18,35,0,14,0,1,0,93,79,122,5
18285598fe8215895e323b758326f2e2,5,64,24,15,7,0,7,2,0,9,46,9,6,10,0,6,3,43,0,25,5,39,0
89da5f45526bc14a8a2dfb25616269b2,2,30,77,25,0,0,13,7,0,7,38,8,3,14,0,29,11,16,0,43,22,32,5
08c8ab670dbb2c8dbff6e2a96a8bf9c4,0,0,0,2,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0
9e39af3708ad41aca6e8d5ab47b4efa2,96,129,75,103,3,25,23,16,2,18,161,11,22,2,0,27,31,122,4,119,72,120,0
5df1f0b75fac3063662bc77afb6c4bf8,0,0,0,0,4,0,0,0,5,0,0,0,0,0,5,2,0,0,0,2,0,0,9
50b0b4cd015999c8222bb021637c8873,54,0,43,0,7,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94adac1e5690b5aef26d6014e471f458,45,0,0,0,0,7,0,0,7,0,0,0,2,5,8,0,0,0,0,0,0,0,5
97e775c94445b62cef898d8ab38f8cb7,0,0,0,0,0,51,0,0,0,1,0,0,10,51,0,0,0,0,0,0,0,0,0
9c6efccec7649fddce7cb4c0b868559f,267,38,22,50,34,81,143,42,24,19,57,206,32,67,28,188,43,41,41,80,48,58,23
5880c5d1b7cc98fab46a044a247525a2,335,358,44,22,7,1,118,5,5,7,31,95,72,15,3,8,174,272,22,22,10,32,0
0c1914abfb8acde52c282afa8e27a1fd,0,1,0,2,6,6,2,7,0,3,16,0,4,8,0,6,1,2,0,15,4,15,2
dc42750a29cb8d6956790e407a4ceff4,11,2,0,0,0,0,0,7,4,0,0,0,0,40,0,0,0,0,0,0,0,17,0
00e1ab8ab959fa51a66dabae588ff48c,0,0,20,3,0,0,0,0,0,0,6,0,2,8,0,0,0,2,0,4,2,7,2
fda05925f9cfe9acbd1ec63617c7352a,0,0,2,0,1,12,0,0,0,0,1,0,3,8,1,1,0,0,0,0,0,0,0
31e830c9791dc12ef188f104791faf17,32,110,0,0,0,64,56,0,50,0,0,103,29,0,35,0,59,40,30,0,0,0,0
9ff8565480eb4d1ae1feec02a0dfce35,20589,9266,11787,13126,12094,3651,16835,3993,35476,3082,18314,14830,7718,3262,242,15396,17482,21844,5196,14974,10142,14988,1767
b102928f03449973e2bd7c11a39817ba,49,17,25,16,7,1,7,3,0,9,54,4,6,2,0,3,6,21,0,23,16,28,0
5756e2e2f97499253c4280eeb7413ca6,19,13,0,0,0,0,2,0,0,0,0,1,0,8,0,0,1,6,0,0,0,0,0
eca7ea65dbc52bdbc9ade7f98e109a1e,376,22,9,120,147,36,25,25,22,15,143,35,49,8,4,62,29,58,9,69,53,145,6
028e2c1b650e2e2b5847154a153e0166,0,0,20,0,9,5,0,25,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
cfb5eb8b6cd871de2ff7085767ca3152,6,29,13,2,0,0,44,0,0,0,7,41,5,0,0,8,42,30,0,8,5,1,0
b45093ff0a5e7aac10c4f9f4513e7613,0,0,8,3,0,0,2,0,0,5,0,0,0,5,0,2,0,0,0,4,1,0,0
483176e085c4e4eeee22409a02f2c0ef,0,121,0,20,4,0,33,0,2,3,21,25,7,85,0,10,25,76,2,20,15,21,0
be50260bd56c9b191a9e0845fc908179,46,140,145,99,25,2,25,6,0,36,147,32,27,20,0,21,17,117,8,115,49,117,3
51ec7483c391cbb0f2395c2ada436d87,0,2,0,3,0,0,0,2,3,0,4,0,0,0,0,4,2,6,2,2,0,3,0
cc0efa1a2c7dca25dd6dc2dc55fe6697,0,14,0,32,0,4,9,0,2,16,40,16,3,0,0,8,21,15,2,49,34,36,4
ce307313b49ebeda07b988fcdc57b97e,28,63,0,3,0,0,2,0,0,0,3,2,0,0,0,0,4,19,2,2,2,0,0
ce374e4ecf9d37933b614c569ea2250e,0,21,40,93,40,0,2,29,0,51,332,0,0,12,0,35,0,12,0,122,78,236,7
80571fa88208f15e75174fe7ba3d6839,0,5,24,2,0,0,2,0,0,0,11,4,0,0,0,7,0,11,0,11,5,12,0
5a0cdfc9bc68e40f3ad82a56205b85b7,57,47,26,15,0,0,44,5,6,10,26,31,35,30,0,7,21,77,6,27,12,26,3
8b317947d610fc3e351d94e2466ab1ab,0,11,0,17,4,6,1,0,0,2,23,3,5,32,0,0,4,16,0,6,11,15,0
9dcb1f589151a8b84cb5fc7c490e22d8,12,48,30,3,0,0,8,4,0,8,85,2,14,27,0,2,6,32,0,0,0,67,0
1d0dd3c34a24787cf361282683c24774,0,0,0,0,0,0,0,10,0,0,6,0,0,2,0,9,0,0,43,3,2,0,19
8fde870b4c3464dbd28fb743c07f36f1,0,0,0,9,3,7,0,0,0,2,11,0,0,2,0,22,0,0,0,6,7,11,0
e3bd74e4f8e965abfb6ca86d51d2b55b,234,898,0,0,0,14,231,2,4,0,0,249,7,0,0,0,179,471,11,0,0,0,0
e4cb1b90e54f9ffc8f098a80d459512e,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,6,0,0,0,0
3311c81da0640c29e6d9ed4f0529d3d5,0,2,37,95,2,0,0,20,0,17,90,0,0,0,0,62,0,0,0,62,82,88,4
f33aa1513c4933703b7070ec1e43c191,162,95,62,117,20,11,39,7,3,33,76,32,24,25,0,22,53,126,8,111,64,82,2
12c661c53dc9d52532eefc8e18f82c4d,2,0,0,2,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,1,4,0,0
4aa01b032f6f21994f27fd7c9ef08933,0,0,47,10,0,0,0,0,0,7,15,0,0,2,0,3,0,0,0,9,12,12,0
cb48af0355580e3a4cfe6d22f05b6b14,10,0,6,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519f2ac102ab65678b0dcd72cb9f586a,290,59,75,92,65,77,68,181,518,20,171,81,37,38,155,691,177,91,53,113,0,103,418
b08002696e45f7e121334d154e2f5d4a,0,18,8,5,9,0,23,0,0,0,12,19,5,0,0,1,17,19,1,11,4,7,0
204736c3bd4a4c1f840e9fc99a5155d2,141,55,53,108,17,5,26,17,10,28,152,29,13,17,2,12,22,49,10,82,69,95,11
81425e1572e3c9ee320be29c1914280e,0,2,0,0,0,0,0,0,7,0,0,0,0,0,5,0,2,0,0,0,0,0,0
1941bdf9450a85f4069a80e526137af7,23,4,51,0,0,0,3,7,3,0,2,0,1,0,0,0,2,3,4,0,0,0,2
5e7454ae5bc6cea5edbfbe42b2d24477,110,124,295,57,29,8,20,46,3,104,82,23,30,32,2,53,15,58,8,49,44,60,15
efe64b2cd066392c8b5379c583817500,984,73,165,113,29,84,101,36,31,101,445,235,60,63,9,430,46,98,16,163,92,367,4
a6cf9ae0a74b21a2aa7439335c575123,140,73,205,48,12,4,39,2,18,11,56,19,27,2,0,15,22,32,0,52,32,41,0
e48fb994a13cc5f14b93bd94b4dd8725,16,0,125,45,8,0,0,8,0,25,74,0,0,41,0,13,0,0,0,59,39,57,0
a355ffad67ad78b1bdbd4ad765a6f5cf,0,4,0,0,0,0,3,0,1,0,0,1,4,17,0,0,1,4,3,0,0,0,0
1722117be91035dc5dca987ba2c39c12,0,12,0,0,0,0,2,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0
dcd0c235615b718f89bb8cc76b5a627f,2115,205,32,125,81,12,403,26,53,67,319,661,57,50,8,550,84,276,17,216,138,310,14
bbf6f74f140636ff3f33ef2bc3d892a3,227,159,166,501,61,7,465,53,28,60,266,527,76,0,4,643,616,296,18,559,559,273,84
1e65ef9ba16ebcd3b8413c31e58cada1,232,414,44,17,16,11,135,10,15,23,109,98,75,40,0,7,61,289,14,53,13,90,0
6f06d4c3412c12274598b1a4bc468d3a,27,0,59,0,0,0,0,0,0,0,0,0,4,92,0,0,0,0,0,0,0,0,0
f3ccb3a030fc4f716980bcc0465dff41,0,0,0,0,0,6,0,0,0,0,0,0,35,369,0,0,0,0,0,0,0,0,2
c8433912bf1d2d7d9dd177739211ae41,2,0,0,0,0,0,0,0,0,0,2,2,29,252,2,3,0,2,0,2,0,2,0
20b86a0cfa5df6fb3f9afef5cf2f0151,0,0,0,0,0,21,0,0,0,0,0,0,17,188,0,0,0,0,0,0,0,0,0
1215303fb541fab34f6257176ded8fc4,0,0,0,0,3,194,0,0,0,0,0,0,154,54,0,0,0,0,0,0,0,0,0
7a2d1519cdfecd43e9baffc8f322299a,414,38,14,11,4,4,36,4,0,16,71,60,15,0,0,20,13,96,11,3,2,45,0
8a8c39a3e855256f236f71f39bf300aa,336,131,0,6,35,5,113,0,19,0,2,120,54,66,0,0,128,96,3,0,0,0,4
a172874a13d3e6df1391f0797d95d6bc,115,515,69,305,18,5,274,40,5,73,262,321,79,19,3,159,309,343,26,210,183,229,2
10d8f09d85fad48b134dbba261adf29c,0,46,0,0,0,0,11,0,0,0,0,3,3,30,0,0,4,7,2,0,0,0,0
762fd96b2d1336974fba68fedd33fefa,679,91,208,696,214,50,123,75,18,159,1411,133,30,10,4,714,128,236,11,585,455,1143,3
0d193515752095f48f18055431a650f0,122,38,103,156,7,29,45,10,6,19,145,48,10,15,0,81,70,56,0,175,103,124,0
76d6be90e19a660c9a84b35fa31d801c,38,4,145,5,2,20,3,8,3,0,3,0,14,53,3,3,4,0,4,2,0,4,3
861fb4882b4c65b68e5998bb89ad59e8,1056,46,84,126,34,8,60,8,42,39,323,95,32,38,0,134,43,127,6,136,119,310,3
64864a4b76fc5cccc00f4e44f8dbcff4,130,151,137,199,31,15,118,21,5,62,325,89,44,66,2,78,96,257,10,224,125,203,3
49ca472812887fdafb9786d9995aa406,29,45,38,142,7,26,111,19,3,16,180,133,23,18,0,117,127,86,0,132,101,128,0
d4582580d27b0dcaff88f316edc6795c,235,282,260,1686,206,33,143,94,3,291,910,251,53,2,0,205,366,377,15,1603,1166,780,6
c0fa6fc4716f50a194d3a3bc520ba870,125,59,42,42,110,45,48,180,84,20,54,57,80,0,76,21,53,69,60,42,31,43,131
234b63e9a181c1a4a2abf89444577cef,0,0,0,0,0,0,0,0,0,0,0,0,11,98,0,0,0,0,0,3,0,0,0
184d1c27d9866996ffbca04cfad3ded3,36,184,0,0,0,19,27,0,0,0,0,28,17,10,0,0,14,185,1,0,0,0,0
869038dbbe0844710dfe8cda1f4c41fd,134,152,407,272,24,0,96,24,5,91,702,101,25,68,4,162,34,191,8,340,177,542,6
79d4cbe747374bb267d78e572c82d82c,690,4817,338,9,11,46,74,6,43,306,106,50,25,43,61,74,37,469,38,15,13,84,17
b6c6bf33ecac8ef2bff294012d220ac5,0,5,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,0
2a065d9ee9756b7b08d04e4d8f2ac204,82,97,37,176,8,10,160,16,0,28,139,215,34,13,0,59,170,152,6,155,143,138,3
