#OTU ID,Vil1.03B.DTT33,Vil1.05B.DTT57,Lyz2.07B.DTT281.S123,Vil1.010B.DTT117,Itg.10.DTT455.S49,Lyz2.02B.DTT221.S61,Itg.10.DTT456.S50,Lyz2.06B.DTT269.S111,Lyz2.03B.DTT232.S72,Vil1.09B.DTT105,Itg.20.DTT504.S99,Itg.20.DTT505.S100,Vil1.04B.DTT43,Itg.24.DTT529.S24,Vil1.07B.DTT79,Itg.18.DTT492.S87,Vil1.014B.DTT164,Lyz2.01B.DTT207.S47,Itg.26.DTT541.S37,Itg.02.DTT409.S1,Itg.22.DTT516.S11,Lyz2.04B.DTT243.S84,Itg.06.DTT433.S26,Itg.02.DTT407.S99,Lyz2.08B.DTT291.S133,Itg.24.DTT527.S22,Itg.26.DTT539.S35,Vil1.09B.DTT104,Vil1.02B.DTT21,Vil1.03B.DTT32,Itg.22.DTT517.S12,Vil1.02B.DTT20,Lyz2.04B.DTT244.S85,Vil1.06B.DTT67,Vil1.04B.DTT44,Itg.24.DTT528.S23,Itg.08.DTT444.S37,Itg.12.DTT467.S61,Itg.16.DTT480.S75,Lyz2.02B.DTT219.S59,Itg.12.DTT468.S62,Vil1.04B.DTT45,Lyz2.03B.DTT233.S73,Itg.18.DTT491.S86,Lyz2.07B.DTT280.S122,Itg.06.DTT431.S24,Vil1.07B.DTT81,Lyz2.05B.DTT255.S96,Lyz2.01B.DTT208.S48,Itg.02.DTT408.S100,Lyz2.07B.DTT279.S121,Vil1.013B.DTT152,Vil1.05B.DTT55,Itg.18.DTT493.S88,Vil1.013B.DTT153,Vil1.01B.DTT08,Lyz2.05B.DTT256.S97,Itg.04.DTT421.S13,Vil1.014B.DTT165,Lyz2.08B.DTT292.S134,Vil1.06B.DTT69,Vil1.08B.DTT92,Itg.10.DTT457.S51,Lyz2.06B.DTT267.S108,Itg.16.DTT479.S73,Lyz2.05B.DTT257.S98,Vil1.08B.DTT93,Itg.20.DTT503.S98,Itg.22.DTT515.S10,Vil1.013B.DTT151,Itg.16.DTT481.S76,Vil1.02B.DTT19,Itg.12.DTT469.S63,Itg.08.DTT443.S36,Lyz2.04B.DTT245.S86,Vil1.010B.DTT116,Itg.04.DTT420.S12,Lyz2.02B.DTT220.S60,Lyz2.08B.DTT293.S135,Vil1.07B.DTT80,Vil1.010B.DTT115,Vil1.08B.DTT91,Vil1.014B.DTT163,Vil1.05B.DTT56,Lyz2.01B.DTT209.S49,Vil1.09B.DTT103,Vil1.01B.DTT09,Lyz2.06B.DTT268.S109,Vil1.06B.DTT68,Lyz2.03B.DTT231.S71,Itg.06.DTT432.S25,Itg.08.DTT445.S38,Itg.26.DTT540.S36,Itg.04.DTT419.S11,LYZdtt351,LYZdtt364,SLCdtt050,SLCdtt110,SLCdtt075,SLCdtt019,SLCdtt002,LYZdtt328,SLCdtt021,SLCdtt111,SLCdtt074,LYZdtt304,LYZdtt317,LYZdtt305,LYZdtt329,SLCdtt092,SLCdtt020,SLCdtt128,LYZdtt341,SLCdtt051,LYZdtt340,LYZdtt363,LYZdtt365,LYZdtt315,SLCdtt069,SLCdtt129,SLCdtt109,LYZdtt352,LYZdtt353,LYZdtt316,SLCdtt093,SLCdtt001,LYZdtt303,SLCdtt068,LYZdtt339,SLCdtt003,LYZdtt327,SLCdtt067,SLCdtt163,SLCdtt164,SLCdtt145,SLCdtt146,SLCdtt165,SLCdtt147,taxonomy
DTDPRHAMSYN-PWY,14736,2226,16490,24888,40484,19177,28798,15238,34982,21023,28501,34250,13910,42212,796,40711,25748,28410,48670,32601,19921,46112,34350,22323,23135,33328,19327,22648,20216,24985,27921,8744,20346,2065,20998,31540,44405,36800,51996,34517,34487,25982,14249,31795,10398,23229,5804,15285,42165,19743,25152,23862,1548,44522,30425,7370,37677,44339,25589,14777,9245,12324,17961,33211,43798,41853,12154,35888,32042,29796,44585,9646,26145,22913,9466,27784,17774,31406,33761,4074,7689,2604,24702,7996,29888,16057,12343,21224,7197,27478,37464,23310,28929,21803,29797,104578,26800,25797,10223,6053,33955,90467,10999,21960,47135,76206,103345,44274,100173,24451,16417,23001,122277,23482,51330,73149,63549,57924,23815,10311,24549,32551,29134,76384,34515,161410,104735,12707,225652,17150,58300,10487,110896,118108,49920,35475,107637,71237,
ECASYN-PWY,149,5568,52,1865,219,13,0,86,57,6073,22,7,1787,0,6369,37,1690,2181,7,146,0,503,17,416,354,139,74,4648,167,80,6,80,5,5743,89,24,25,50,139,42,0,263,12,34,123,48,6257,641,0,237,2180,2145,9650,7,2504,18,11,22,821,136,10586,6626,0,49,313,19,7353,236,114,1415,53,187,6,2750,0,4902,0,10,196,4943,7152,8265,1362,8886,14,8411,69,5,8111,350,7,10,13,614,203,342,0,6,6,6,87,365,0,0,43,7076,311,512,404,0,0,0,572,0,164,249,311,3106,6,0,12,222,226,369,0,146,9902,0,1470,130,424,198,7,1,84,1,1,1,
ENTBACSYN-PWY,298,6903,88,3615,428,18,0,156,90,8241,33,9,2942,0,7936,58,3824,3882,13,252,0,1053,23,880,814,265,137,6850,341,141,11,164,10,7158,158,37,39,79,241,65,0,520,36,52,254,76,7804,1460,0,480,4030,3958,12026,13,4604,30,17,34,1748,279,13128,8210,0,79,641,30,9054,448,195,2661,81,602,8,4755,0,7446,0,17,380,6169,8996,10317,2859,11142,20,10797,127,8,10154,776,12,16,21,1277,457,762,0,22,21,13,194,802,0,0,114,14042,802,1115,889,0,0,0,1256,0,366,546,761,6442,16,0,91,513,510,992,0,368,17134,0,6591,271,1030,433,221,1,401,1,1,1,
FAO-PWY,724,17678,327,5194,1347,102,276,259,228,18272,173,172,5807,222,21998,371,5000,7251,297,501,61,2689,288,1393,1560,607,395,13641,505,582,124,237,37,19800,644,141,659,901,630,356,468,961,84,742,360,362,19640,2087,0,700,6961,5603,33326,723,6359,58,91,441,2260,419,33299,20073,240,233,1953,150,22339,1394,541,4023,429,902,406,8632,0,14249,179,169,592,15641,24307,28466,4599,28016,59,27716,225,57,25629,1524,286,345,170,1998,595,464,482,342,288,259,10818,7630,197,340,1000,3256,330,338,738,305,299,373,5568,398,1044,380,472,12628,584,218,392,292,280,388,742,163821,4258,242,1231874,10537,142413,620,24522,61,9062,6,109,18,
FASYN-ELONG-PWY,17289,16938,14655,21828,45193,20551,26518,16552,37956,27869,20530,44068,14431,30150,19709,27297,24362,28317,36195,39958,10375,59306,77290,20750,32289,22647,16970,24555,19729,19322,20500,8218,12797,17857,19850,17706,35103,36383,39864,34776,26159,21761,16029,26630,9335,61088,20071,13339,14982,17684,23752,22901,29821,37625,30050,7808,17348,85049,25841,16511,33374,23769,23767,19222,60871,28357,25861,55624,42918,31273,39624,14972,23198,24257,9147,28801,20914,23872,35480,15574,23191,25797,25916,28606,24151,30054,17195,9888,25896,42636,47097,27281,15541,22178,189952,22103,12894,9424,15082,12049,25339,59680,6530,10140,43108,74761,158881,126725,64394,25231,7445,12190,123553,13971,36980,36779,103798,61035,17364,23512,24439,144029,103688,190917,29932,164331,91067,7945,1083390,31426,187944,25273,125777,63623,59742,19813,109123,76942,
FASYN-INITIAL-PWY,371,9894,316,4093,975,283,139,342,561,12426,135,185,4441,494,12459,198,4163,5760,375,796,140,2088,615,1463,1366,628,397,10347,429,308,320,221,187,11266,464,338,458,866,588,768,451,838,172,391,360,585,11326,1771,188,968,6268,6608,18880,331,7786,70,108,654,2161,404,19042,12971,110,637,1311,244,13675,873,1100,7890,381,763,300,7710,154,10952,214,300,585,9224,14160,16201,4418,16704,247,17190,201,225,15205,1231,468,228,236,2487,417,214,542,361,318,216,19067,2175,283,361,874,4570,266,315,524,301,285,430,2495,540,322,237,298,18312,722,285,390,381,220,480,807,223060,4766,305,530165,2990,47232,670,10228,123,9822,21,1387,793,
FERMENTATION-PWY,8890,21491,10882,16917,21012,14168,11470,11151,18820,25514,10988,25374,10453,21763,25004,18435,17615,20155,28770,27020,7270,25429,31655,13191,14263,15259,13408,20558,10525,13115,15779,5339,5913,22556,14299,12611,30325,27672,28713,23861,18901,13381,8976,20801,5926,15379,24217,10748,10618,10086,18030,18668,37908,28174,23491,4216,10172,29942,19412,8027,40699,25268,11663,14219,40697,19435,27856,27546,22538,18759,29413,5886,15886,18170,4806,23837,9273,11850,16046,19490,28109,32406,18891,34889,17874,33202,10475,7350,31781,12737,24057,17279,11416,13901,45663,24658,17709,10562,7464,6495,29247,50766,7169,8469,25765,49520,74602,39253,68414,9388,8514,13405,91032,17981,20089,45803,66162,47119,15813,12288,16547,40328,51185,49289,17221,178440,95935,8747,1010308,27364,152319,12780,76630,21029,11081,9495,54421,55813,
FOLSYN-PWY,7832,17415,11816,17930,22757,14101,15285,12048,19175,25275,18634,30741,12099,26180,20026,26635,20577,21669,31041,26840,10969,24349,28540,15636,15677,20399,11991,22500,11702,14115,17171,4588,9068,18150,13180,19003,23329,19326,30989,25324,18508,15462,10249,15725,6442,17405,20109,9085,18578,11603,20309,19799,30385,31299,25296,4502,18146,29845,19806,9028,33808,23451,13256,19938,37688,23938,25228,23192,24368,24379,28638,8209,16562,20402,5270,25484,9869,15074,18255,15840,23045,26120,19402,28799,20541,28802,9572,11525,26141,19392,24154,19302,16387,15747,40765,47408,16242,10385,7293,5020,31247,58979,7025,10838,28698,60978,82797,44586,56992,13617,9468,14065,80137,15275,31478,40122,84323,52588,20453,7995,11410,36409,53655,49955,27375,170642,86806,9531,913017,28599,154972,11362,57988,21955,19064,4647,25837,25385,
FUC-RHAMCAT-PWY,1421,8464,2123,3967,3433,2425,2180,1621,3708,9287,2079,2163,3151,3017,9786,2369,3565,5795,3486,2412,1648,4532,3143,2429,2198,2943,1904,7482,1371,2624,2539,907,1990,8830,2140,2560,3829,3138,3430,4923,3111,1733,1314,2101,1634,1958,9499,1619,4512,2177,5423,11313,14827,2566,13491,791,3743,4548,3110,1613,16079,10369,1102,3979,2438,3187,11268,3318,2979,11018,2676,824,2081,6124,816,8173,1728,4161,2375,7664,10893,12688,4904,13786,3886,12709,1082,2623,12585,2034,5225,1664,2804,3451,7603,16550,5806,3140,1247,700,7994,16172,1399,1972,6742,13536,5993,7771,12954,5550,2544,4313,9138,5663,8714,10006,12170,19761,4753,1597,2069,9120,6705,10654,7446,855,39732,3192,4818,5001,5290,2409,20509,12044,7588,5254,6398,10848,
FUCCAT-PWY,1369,9991,3165,3857,3447,2221,2386,1506,3518,10067,4198,4169,3385,2994,11589,2976,3415,5715,3093,1807,2756,4128,2252,2054,2047,4331,1486,8040,2273,3378,3106,1131,2457,10439,2085,3015,3908,2763,3343,5005,3807,1744,1156,2075,2373,1155,11132,1373,4924,2184,5792,13982,17557,2456,15664,896,4089,4433,2660,1784,18908,12041,957,3936,1867,3007,13197,3307,2090,10870,2286,380,2260,6823,720,8803,1812,5523,2707,8975,12741,14990,5121,16141,3964,14392,1096,2893,14783,1658,6260,1385,3112,3448,7432,23435,10243,3335,1950,575,11196,15872,1786,2575,9688,12558,6777,10213,12423,7217,3423,9360,8468,7499,11430,12271,19003,13610,6558,2380,1936,9022,7186,12528,10758,964,30850,2994,6030,5040,4089,2323,11772,11096,10981,4500,6188,9123,
GALACT-GLUCUROCAT-PWY,3585,13454,7898,9390,11129,10498,9424,6187,14490,16199,13922,10960,6874,17106,15753,14739,10918,20172,18159,8343,11364,15161,6368,7660,6784,17967,7267,13909,6697,10790,12548,4229,11039,14096,6425,12726,16894,13210,20590,18707,14339,4742,4744,9664,5297,5033,15231,5230,30926,7259,13154,16503,23760,10966,19108,3231,20495,10070,8961,6080,25549,17307,3578,21369,8353,16237,18667,13596,11679,14045,13518,2485,8607,11340,3512,16160,5287,17657,8204,12156,17689,20342,10258,22031,18316,21167,3710,13401,19763,6057,13238,5265,16711,8653,23769,64355,16159,16009,4971,3290,18410,55400,5608,11533,23823,39033,21313,18927,44094,13347,10160,14754,37603,13349,31916,38756,30627,24084,9768,7521,8336,25021,16412,36503,15202,8561,52280,6157,52487,13346,54016,5474,25950,86092,14621,26659,33439,25141,
GALACTARDEG-PWY,216,6392,137,1879,502,191,219,178,456,6457,53,77,1831,247,7368,363,1803,2262,87,254,161,740,281,549,528,393,155,4793,274,221,193,129,391,6640,219,139,369,360,344,325,363,400,187,232,189,172,7134,685,940,338,2204,3487,11168,315,3959,62,457,291,948,223,12085,7367,141,347,533,399,8197,396,273,2682,378,255,259,2715,131,4957,85,420,434,5654,8158,9543,1505,10135,796,9345,136,152,9277,519,325,181,173,787,321,815,1237,481,288,102,5364,3168,447,551,1161,3785,115,141,516,724,523,1093,1347,976,571,853,275,5306,1297,216,701,291,107,208,1693,188,11821,545,138,2026,224,632,5402,339,7979,118,451,515,
GALACTUROCAT-PWY,5315,12275,10158,11975,14824,12946,12336,7993,18388,16286,16975,14056,8052,21931,14402,20004,13299,22311,23437,12095,14189,19121,10415,10399,8359,22415,10570,14859,8616,14193,16196,5521,12707,12877,9570,16234,23461,17709,27061,23815,19011,7444,6232,15111,6638,7378,14050,7516,36634,9639,15538,24416,21699,17015,30133,4433,24932,14659,12160,7854,23415,16299,4777,25646,9970,20761,17439,17960,17025,27042,18671,2925,12022,13130,4221,17374,6866,21736,11193,11203,16377,18597,13809,20331,21785,20242,5654,16031,18234,7805,16923,7953,20064,11301,29665,76387,20334,18623,6367,3961,24617,67187,6954,13724,28808,48219,30922,22298,56024,16090,12136,17939,52309,17751,40482,47263,39282,31944,13994,8978,9634,31081,20786,46465,19781,11445,69280,7883,680288,16044,108927,7024,42763,90632,22758,29798,48051,40493,
GLCMANNANAUT-PWY,12451,15006,12914,17263,46509,18435,32501,11891,37527,19814,27369,26087,13741,33050,17308,33295,19013,28506,29754,29069,17313,53973,73790,18524,29111,29092,16097,19443,16514,20013,20720,9083,17550,15648,18972,27310,34940,39005,39018,33553,31136,13355,12696,30241,9824,63409,17089,10875,38636,18941,20531,25392,26241,30742,32470,7824,31250,86813,20816,15316,28940,20473,20824,26970,25045,28269,21826,54668,40750,28453,29635,9560,23355,20790,7944,22899,21676,33290,28257,13755,19909,22653,21674,24746,26502,24426,13852,16765,22569,34916,46214,14729,25203,22789,199651,74846,19816,15001,15911,12744,28862,75098,6851,13443,51786,79241,138887,127127,67321,28030,9910,18362,109209,15518,50314,53883,45725,52912,18066,24649,25970,154731,101131,193612,31324,20694,86794,10571,85759,32752,97840,26425,88917,111163,88163,34594,100599,90453,
GLUCARDEG-PWY,294,8137,305,2364,933,500,874,316,909,8183,303,438,2247,1017,9202,1168,2357,2878,1017,618,1036,1069,615,748,683,1514,442,6229,549,755,1133,319,484,8292,518,707,1143,749,1172,952,997,568,378,618,292,305,9076,850,1957,546,2703,4517,13949,974,4977,232,1090,791,1152,352,15379,9582,440,875,757,1027,10426,569,657,3255,705,298,703,3318,152,6447,409,876,500,7345,10178,11916,1860,13168,1041,11640,281,491,12052,756,716,484,787,1000,1002,18392,2744,648,215,80,3364,4699,581,715,1043,6435,431,401,1666,1261,1214,1998,1262,1791,4526,4511,5146,3642,2030,260,819,1970,1020,1615,2943,173,14723,876,158,1385,201,531,4336,6308,3044,230,3091,904,
GLUCARGALACTSUPER-PWY,216,6392,137,1879,502,191,219,178,456,6457,53,77,1831,247,7368,363,1803,2262,87,254,161,740,281,549,528,393,155,4793,274,221,193,129,391,6640,219,139,369,360,344,325,363,400,187,232,189,172,7134,685,940,338,2204,3487,11168,315,3959,62,457,291,948,223,12085,7367,141,347,533,399,8197,396,273,2682,378,255,259,2715,131,4957,85,420,434,5654,8158,9543,1505,10135,796,9345,136,152,9277,519,325,181,173,787,321,815,1237,481,288,102,5364,3168,447,551,1161,3785,115,141,516,724,523,1093,1347,976,571,853,275,5306,1297,216,701,291,107,208,1693,188,11821,545,138,2026,224,632,5402,339,7979,118,451,515,
GLUCONEO-PWY,16781,17780,18397,25546,47811,23563,28797,18295,40526,28613,26385,44756,16486,43961,20550,40378,29197,34229,51950,43000,17757,57721,63409,25198,30171,33748,22687,26929,21923,25426,29747,10046,16628,18538,24481,29420,49002,46042,53428,41555,36859,27264,16983,36849,11106,48092,20788,16322,31632,21869,27728,26489,31074,48936,33343,8279,34612,69732,29527,16752,34725,24532,23953,31821,60924,40926,26326,54886,47306,30542,48607,11859,29909,26266,10428,31442,20622,29780,35892,16351,23996,26808,28164,29818,33184,30537,16465,18183,27017,34287,46587,28047,26613,25463,107846,63991,25516,18401,13909,12611,39670,87824,10165,17716,47261,83388,140180,84739,94102,17378,13460,21078,141563,23346,48963,65865,126789,69321,30172,25383,27105,92708,93482,139511,44924,164266,118339,12716,888315,39859,174350,23503,106903,81650,55726,29956,105676,77948,
GLUCOSE1PMETAB-PWY,400,9938,116,3828,754,27,45,193,153,12660,81,1,4694,64,13203,125,4004,5823,67,362,0,1543,39,1333,1160,432,236,10560,366,377,18,187,17,11946,643,76,150,241,376,178,47,758,48,135,325,151,11436,1746,0,642,5871,4851,20009,66,5234,41,36,54,1709,332,19233,13317,0,153,1055,45,13862,719,370,4128,157,759,72,7443,0,11146,0,35,467,9418,15199,17202,4383,17018,64,18683,151,45,15522,1363,24,18,102,2034,91,108,321,197,192,113,15907,1290,159,212,520,1610,50,1651,195,162,152,232,1446,290,149,119,112,11381,528,127,221,40,41,86,474,222720,3677,234,423916,2081,35085,673,993,2,695,20,4,200,
GLUCUROCAT-PWY,3540,14207,8131,9958,11923,10811,10226,6515,14793,17544,14811,11431,7349,18131,16613,15973,11689,21430,19043,8495,12055,15507,5952,7991,7238,19016,7075,15278,7051,11169,13116,4252,11703,14859,6405,13782,17083,13657,21884,19305,14907,4873,4780,9535,5545,4883,16189,5225,33396,7651,13981,14762,25041,11114,16875,3267,21888,10032,9128,6378,27040,18500,3972,22668,10047,17368,19944,13460,11405,11832,14060,2683,8910,11818,3600,17628,5555,18906,8831,12877,18809,21448,10308,23373,19397,22718,3537,14351,20961,6400,13784,5228,17750,8892,23671,66070,16075,16339,4955,3371,18382,56779,5581,11778,24164,39984,20665,19351,43596,13683,10311,14698,37759,12771,33044,38522,30790,24377,9570,7313,9119,25056,16769,36806,15350,9152,49906,6046,578226,19121,89291,5381,22026,92988,13661,28850,30840,22202,
GLUTORN-PWY,7423,12087,15538,17713,25188,18561,23245,14649,24928,19324,26799,37042,12342,37282,13930,41185,22307,25512,44138,25008,19156,25397,22492,15908,13235,31326,11066,18208,16237,22893,25762,6120,18067,12599,17909,28555,35240,24376,47781,33634,28928,25932,11729,26126,8689,11576,14197,9236,45147,13692,21173,15399,21121,42620,18365,6534,35567,26870,19764,12324,23676,17200,12647,30932,45599,37158,18083,18441,14887,18440,41890,5182,21686,16423,6501,21514,13714,30479,30132,11073,15805,18093,18770,20340,31434,18941,10679,20769,18328,14856,28284,22878,26276,17280,39502,101787,26055,22263,10869,4945,38058,87528,10005,19814,47948,76594,82853,41729,81929,23481,15525,22851,128175,21178,54227,65499,138598,45005,27370,9338,11587,42728,48711,56895,34727,254582,94480,12098,927485,22468,129294,8959,45975,90947,42753,26880,38213,40664,
GLYCOCAT-PWY,13653,15481,22828,27462,46412,26251,37366,18765,43135,27130,40254,42599,18307,56451,18017,56088,31118,38688,65397,33629,28907,49218,42231,25599,23954,47787,22116,26455,25221,33432,39264,10395,27778,16348,27397,42606,54240,46311,72302,50401,45172,38858,17909,46361,13952,30067,18120,16800,65125,23701,31571,26175,27321,58332,31551,9874,52506,54780,29308,19409,30544,22194,19130,47533,40145,56330,23504,41410,35108,29613,61549,6420,32600,26487,10503,31345,23151,46715,47778,14163,20931,23489,27923,25820,42493,26984,15810,30148,23382,25744,47652,25465,39730,28906,111696,134424,37456,31475,18799,11231,50266,122684,14081,27706,74056,112722,139035,95737,120260,37970,21489,32527,192319,30729,78463,89935,116133,70932,36566,21240,24589,105900,77739,133452,50064,181595,130286,17502,691004,31198,133771,20068,93929,153587,80486,48130,87280,85903,
GLYCOGENSYNTH-PWY,17653,16525,23354,30706,57184,29461,43503,23317,50018,30859,41469,56864,19174,58864,18543,58700,36460,40637,67009,51328,29010,63000,78302,30953,34564,48387,24120,31038,28520,34186,40183,11750,27518,16831,28888,44040,56221,49605,73206,52246,47500,36940,21022,43015,14797,58106,19700,18883,61500,28831,33060,26198,28112,61372,32464,11137,51292,89948,34923,23393,32794,24889,29039,45880,59469,57615,26122,57228,48916,28238,63264,10538,36986,28118,11874,35930,28105,47583,53718,15448,21876,24319,31480,28358,45061,28906,20340,29550,25656,42004,58809,32855,39552,30110,232912,119918,32195,28606,21844,14961,45314,115202,12285,25762,74696,121471,193571,156987,116471,40861,18701,28484,195911,26287,74768,83025,127016,66614,32616,29195,33061,184791,133785,228606,49106,147531,128201,16237,694629,33657,167542,30810,127102,176795,109839,60216,128749,112607,
GLYCOL-GLYOXDEG-PWY,332,8867,314,2712,525,210,143,148,322,9120,121,138,2575,374,10500,69,2264,2695,324,398,41,957,251,710,481,231,251,6796,203,240,157,109,116,9469,259,185,408,668,373,558,370,409,120,236,219,231,9887,859,48,385,3197,4108,15919,161,4859,42,82,403,1090,175,16763,10398,162,289,774,156,11336,624,430,3347,289,258,312,3972,102,7119,147,174,214,7945,11655,13618,2229,14249,101,13403,130,102,12969,537,247,202,138,971,763,281,455,571,66,645,2332,446,667,245,471,2612,507,521,581,148,769,335,605,871,247,290,261,7819,840,328,752,698,324,676,524,2088,13015,330,2378,8320,1762,559,2312,35,172,131,179,1513,
GLYCOLYSIS,18349,19124,17655,27253,57096,24298,40799,18592,48958,30599,31278,44794,18417,45062,21985,42234,30811,35185,51390,47873,18522,64487,62675,28597,34223,37949,25919,28561,27573,26667,29640,11800,23398,19871,27338,30346,55036,50718,58249,43152,44336,28958,20077,42037,12731,42860,22335,17237,21110,26779,29527,27549,33278,55337,36119,10039,36738,75891,33064,21017,37353,26052,27088,29685,66999,42516,28119,53926,47533,33690,52401,13381,35953,30042,12500,34162,25772,36942,46337,17574,25766,28725,32185,31947,27357,32922,18530,15647,28977,39847,52961,30935,29310,29872,124111,69566,25542,24263,19679,12252,47283,104069,12178,23411,71939,114539,173122,109681,108090,38237,15502,24188,185061,23523,68888,67516,100060,79703,33562,24400,33613,115485,104188,161603,49789,79165,132436,15063,623840,41871,163892,23764,120111,84802,93004,36304,108514,80803,
GLYCOLYSIS-E-D,11064,15918,7413,15987,30633,6000,15049,7577,15771,21994,15353,15342,11006,14908,18633,18766,16541,15207,17136,19315,7447,29850,11018,15400,21132,15777,9004,19054,11402,13634,11462,4494,8911,16781,13489,10903,22201,25162,30209,16723,25161,14060,8689,24047,6665,6499,18280,9441,7682,11885,14355,18226,28188,27450,22973,5332,15005,19389,14247,7265,30782,20871,9088,13624,20946,18304,22430,24369,16516,19334,19667,9415,18052,16610,4858,23100,6831,10473,10873,14628,21412,24222,16848,26504,8785,26263,9334,6971,24056,21614,23020,12063,13433,14682,32601,35007,9273,9914,8535,4479,30379,66814,7901,13543,22172,63554,99425,45135,65605,13829,9337,11719,46292,10159,38459,40914,49699,44386,19390,7821,15529,27756,20102,101663,34245,86851,68402,7607,632669,16727,139396,10014,59186,44251,38958,14086,47102,31963,
GLYCOLYSIS-TCA-GLYOX-BYPASS,1961,17187,364,9910,4104,83,1187,591,456,22612,283,312,8979,140,20873,312,10033,11601,248,1149,0,5573,313,3206,3858,1468,598,18591,1130,790,220,520,53,18838,613,296,348,2651,1100,734,1419,2007,148,792,939,568,19776,4179,0,1743,12061,10775,31598,222,12675,155,79,375,4922,960,33154,22030,1207,421,6094,182,24034,4458,1348,8586,451,1800,1628,14127,0,20610,106,204,1344,15564,23794,27133,8864,28217,141,28812,531,41,25626,3927,216,158,100,4767,450,472,958,730,647,360,12426,10027,717,878,1849,2478,190,172,1106,573,788,964,6521,931,1399,465,610,13377,2070,436,798,118,145,233,2303,41609,3260,675,338279,4577,64909,808,72811,830,45071,112,431,373,
GLYOXYLATE-BYPASS,1000,12611,834,6235,2353,547,1125,831,1026,15506,1825,1420,5692,1304,14556,3303,6205,4931,1431,1567,717,2743,871,2174,2544,1559,673,12097,1095,1803,1104,426,686,13167,1479,1052,1830,2190,4015,1775,2734,2613,806,2298,809,516,14369,2484,866,1180,7115,7123,22077,3884,8379,580,2646,1501,3022,803,24085,15177,561,1413,2296,1956,16927,1546,787,5110,2107,811,1799,8475,241,13758,434,933,1193,11221,16375,18895,4843,20209,937,19517,1035,698,18344,1726,1725,1195,1457,2489,2767,4457,1420,1156,1148,574,14509,14664,1480,1782,3046,8155,5381,1491,9401,1036,1537,1612,9758,1476,4509,5621,9557,16448,5838,786,1571,1765,1387,5005,5641,142435,10626,1107,743804,4583,94484,1303,4066,2381,2827,481,1583,1056,
GOLPDLCAT-PWY,2921,75,347,794,5172,805,1347,767,2543,1446,955,1708,514,1147,620,634,735,9095,1160,2320,383,7803,225,1343,2197,1375,1285,1337,730,688,681,397,1228,216,466,603,2258,1897,281,1480,1242,216,599,2470,249,205,567,600,1925,1350,700,160,539,967,0,58,662,309,1197,667,230,473,1695,813,2893,1247,1084,6079,3924,21,302,733,1340,792,1277,1898,115,1967,889,364,1092,721,1635,867,2283,1270,111,633,691,7238,346,1363,631,477,516,1335,436,375,284,265,442,1592,214,435,1475,2426,18918,7076,802,1494,165,682,900,311,1032,961,2721,4103,349,407,1363,515,837,21101,1957,233,3129,261,225,1061,713,1235,10514,3689,1664,268,7221,567,
HCAMHPDEG-PWY,68,2814,28,722,130,7,0,44,30,2791,12,0.7222,810,0,3447,23,662,1048,0.8182,75,0,289,11,200,192,83,45,1954,83,40,8,35,0.8182,3104,42,15,17,37,70,31,0,125,6,26,51,34,3137,293,0,96,947,758,5222,0.8182,916,8,8,18,326,61,5310,3117,0,34,185,15,3588,137,70,584,32,96,0.5455,1185,0,1985,0,8,102,2415,3818,4463,581,4326,9,4373,36,0.5455,3957,193,0.8182,8,7,277,170,381,0,6,6,0.748,109,368,0,0,39,2631,138,223,280,0,0,0,234,0,162,157,201,3776,0.7494,0,4,103,220,225,0,176,20616,0,932,168,378,591,34,2,15,1,1,2,
HEME-BIOSYNTHESIS-II,672,10261,2176,2675,3142,3869,1993,4017,2035,10236,1697,13182,2775,3811,11971,4728,4104,3362,6090,8595,1008,2306,8440,2737,2513,2627,1728,7531,2402,1206,2692,357,407,10775,1060,1642,2532,1648,5044,5240,1808,2768,2049,1226,609,3865,11451,837,2017,1206,3278,2748,18139,8373,3052,671,453,5807,5072,1628,19400,11713,4233,1470,24708,4043,13030,2366,4376,2268,7595,3001,3201,4274,696,7633,1244,1562,4520,9131,13186,15491,3860,16424,5101,14885,2661,761,15075,5012,3668,8795,1114,1246,4409,4608,951,686,621,471,14626,9797,413,717,1944,18150,29346,7278,12536,737,554,766,31986,819,3889,2907,100841,15171,1200,512,873,4874,27890,3677,1630,159468,35080,512,892373,14931,113637,1293,22573,754,7793,717,978,1617,
HEMESYN2-PWY,5111,14758,4765,7301,16735,8198,11029,7944,15149,16490,6912,23274,5913,8869,17091,9404,9932,10561,10610,16847,2593,20497,17402,7090,12337,6843,3514,12694,7817,4810,5671,2689,4171,15397,5543,4349,7565,10989,13168,12002,6645,6852,6261,7653,3267,8730,16668,3136,3833,5895,9477,7443,25899,14994,7662,3418,2333,23999,10754,7335,28078,17236,9390,3421,36604,9324,19210,11938,11162,4946,16531,4983,8236,10441,3223,13410,7824,8768,14857,13156,18991,22146,10798,23774,9516,21707,7435,1820,21794,14106,18386,14206,2589,7972,25173,8901,4682,4514,6041,2711,23097,30005,2987,5267,24626,41340,44853,24751,29134,18004,3005,5883,52225,3695,22891,12295,90450,31846,6673,6280,9392,25712,36912,41046,19164,138593,51202,3739,769529,21506,106680,6067,46331,10890,27111,2349,23321,9978,
