	TL1a_DTT_268_Repeat	TL1a_DTT_269_Repeat	TL1a_DTT_127_Repeat	TL1a_DTT_157_Repeat	TL1a_DTT_130_Repeat	TL1a_DTT_196_Repeat	TL1a_DTT_90_Repeat	TL1a_DTT_198_Repeat	TL1a_DTT_88_Repeat	TL1a_DTT_89_Re_extracted	TL1a_DTT_197_Repeat	TL1a_DTT_270_Repeat	TL1a_DTT_284	TL1a_DTT_231	TL1a_DTT_267	TL1a_DTT_160	TL1a_DTT_234	TL1a_DTT_158	TL1a_DTT_129	TL1a_DTT_265	TL1a_DTT_285	TL1a_DTT_159	TL1a_DTT_287	TL1a_DTT_233	TL1a_DTT_195	TL1a_DTT_85	TL1a_DTT_86	TL1a_DTT_193	TL1a_DTT_286	TL1a_DTT_230	TL1a_DTT_128	TL1a_DTT_283	TL1a_DTT_194	TL1a_DTT_229	TL1a_DTT_87	TL1a_DTT_266	TL1a_DTT_232	TL1A_DTT_673	TL1A_DTT_675	TL1A_DTT_626	TL1A_DTT_629	TL1A_DTT_674	TL1A_DTT_627	TL1A_DTT_630	TL1A_DTT_628
TL1a_DTT_197_Repeat	0.8722737220976841	1.2029794248327412	2.095557805100755	1.7359187700707437	0.24215913679511222	1.3059568290191488	1.572357428020146	0.7629195969839614	1.4312031245687933	1.5705221966286327	0.0	0.5121617062750747	2.0713652542316825	3.085873462364905	1.5752695859121013	1.5076740372586142	2.142082261250389	2.0274458326734184	2.3790152066998993	1.6934654976932109	1.0037864493167152	1.7548757240203876	1.1211742655963726	1.0671909719031103	2.40493958708191	1.1677839763943556	2.124096478489133	1.881840277149667	0.7009573558833184	2.7312607140903387	2.0671576316675098	0.835463429723169	1.3715245744173488	2.7273752104298254	1.9571163671327179	2.3777888644510177	1.8143430138724161	2.591175268774906	1.8696646812136215	1.8423512332351035	4.516277974789577	1.6526708901999185	2.173113547379585	2.6189238149454237	1.9353135939955606
TL1a_DTT_270_Repeat	1.002393509597353	1.590670619382896	2.1304818493186928	1.8802147292578453	0.45228897417589375	1.155714459005819	1.9371443612896244	0.8282588702089871	1.8098679211196225	1.8462573328265046	0.5121617062750747	0.0	2.212630963843275	3.3090522559107574	1.540159905428266	1.5063001129917557	2.344763866125553	2.1309055379239044	2.4200926117411936	1.8124027437028587	1.0862561321758795	1.8164434622880856	1.4723597302563474	1.2127043393854444	2.2718345948612413	1.3369826617541922	2.3545296076891837	1.7521625146138795	0.7530923722991807	2.973385677554103	2.1498290918378387	0.7952493976571683	1.1763110526092386	3.1163206402144747	2.1574893542469855	2.571383928404299	1.9436973123833894	2.93957736406338	2.0823457202346023	2.091952157830778	4.922528350964187	1.889190290909292	2.4950603739611408	2.9447479421911504	2.2218941720346215
TL1a_DTT_284	2.6406639776218293	2.840957128691642	0.7914525490294618	0.6884544669153332	2.095278624918855	3.3333987196081463	1.4095761788254295	1.7040585709352507	1.4225825193521209	1.7101509920527254	2.0713652542316825	2.212630963843275	0.0	1.4440340057440122	1.0820721893262228	0.8242887898152258	2.9638443072216387	0.8213736510573029	1.0467827231697489	0.6336059875506064	1.2139149303901917	0.5788319704622207	1.6081451911243665	2.4218021619859647	1.9044670640286805	1.6020880055554467	1.3153199818952142	1.2674586469615652	1.918436336583184	1.3776156963673825	0.7744895287312406	1.5274211015496424	1.4777001444316613	1.8456981006078454	1.0074137415321818	0.6519428496931503	3.3326469423510376	2.3631974258290507	2.1186566798006896	1.9669978756803286	3.2760564875374625	1.8996943120548153	1.341499085912959	1.930848080015067	2.000991240556915
TL1a_DTT_231	3.3664123913187503	3.4317028424378915	2.1961594467829912	2.0795076926274394	3.0592741685517146	4.345865486062275	1.7148374446674954	2.9753910103545778	1.841884845600186	1.9183825485378903	3.085873462364905	3.3090522559107574	1.4440340057440122	0.0	2.507212256350074	2.0589927851707888	2.9909884176745867	2.2038413952934484	2.3668039287580203	2.051762870038552	2.235756582701095	2.012316806803018	2.148060550283008	2.99768303649319	3.3147462672005044	2.1881436865925497	1.1527257424631117	2.660432920584742	2.7546353313671155	0.4688410742544989	2.1681497589007153	2.5555403182337044	2.8164914360884143	1.289962578779554	1.1954590035230288	0.8168749972141721	3.7361571931495163	1.8337961869244865	2.140604440117844	1.9726798088829227	2.436167975409088	2.0529741226875218	1.1253030434329614	1.2551319165060277	1.9184095162075119
TL1a_DTT_267	2.319498711809243	2.671281261717751	0.6206457939831836	0.6478148423721556	1.6339203751393334	2.6422883571669638	1.8874360426752148	0.9458186303254342	1.8140130401093904	2.0836301934513246	1.5752695859121013	1.540159905428266	1.0820721893262228	2.507212256350074	0.0	0.6609551600284002	3.16579663985578	0.7197457212549169	0.9008770988448751	0.562254101804689	1.0274371172426917	0.5036995417905986	1.7841409744504795	2.2754928019973963	1.0615707875955416	1.6937250136340254	2.0587127582146136	0.41224636099962797	1.6301387351968235	2.3690549645812604	0.6956303724893786	1.1380757934294217	0.5408296385874656	2.7081490431179374	1.7307794215743055	1.6945261534029032	3.1980116401761176	3.0409288605405864	2.4805472617262994	2.387437131318312	4.209612128201079	2.2379015271702416	2.144205374945945	2.750689767649007	2.4779217354871452
TL1a_DTT_160	2.0653698936590517	2.4715919023214066	0.9158045623573817	0.8340102679552069	1.4851341842402697	2.6597868187319897	1.4657716799763194	1.1743925473656858	1.4232492797138114	1.550342810902542	1.5076740372586142	1.5063001129917557	0.8242887898152258	2.0589927851707888	0.6609551600284002	0.0	2.651479103154202	1.0485828298283695	1.2792093806159173	0.6929565450248311	0.5991889269578714	0.5200325770346427	1.3734532550171201	1.8947513280866435	1.671873893542966	1.1757115657302273	1.4785929534940168	0.8333394272257773	1.2902363504585026	1.8622551308619588	0.9992964015565701	0.8134698496869239	0.7660622643630417	2.3442705102371177	1.1526129271346544	1.2675973329486527	2.8347277651105824	2.521522288444543	1.9047804812485394	1.821299539249905	3.9979229232688516	1.6820986405895486	1.6762535974969908	2.2341479104489452	1.9281335858100999
TL1a_DTT_234	1.511504942745668	1.6199823656557635	3.4790057935215306	3.1249979672650756	1.9794071664211024	2.65672177131827	1.7751429965318009	2.7734926483336135	1.7821389189219643	1.2711698356030068	2.142082261250389	2.344763866125553	2.9638443072216387	2.9909884176745867	3.16579663985578	2.651479103154202	0.0	3.463073606325209	3.8210821962906705	3.0546989190972176	2.1404449181945964	3.040979983565644	1.52912845684493	1.1371163278598257	4.2006220967996475	1.4818787193979293	1.9051336592089436	3.4174446863079218	1.6953976145967917	2.5263642892696185	3.468372546500379	2.119502673656356	3.0075031969870594	2.5557631321654863	2.0744522151611795	2.754968890647028	1.0359259529343985	1.5470893531199705	0.897487339899001	1.0567305169195795	4.406645562272559	1.0699564349163593	2.089672539470053	1.9604469787558352	1.1074520666579595
TL1a_DTT_158	2.787593673430027	2.96403551820643	0.33059136676637757	0.34649941204075296	2.1234347539288265	3.1999112943950117	1.8942244681390157	1.412575584226651	1.8483270951060438	2.2545819579158946	2.0274458326734184	2.1309055379239044	0.8213736510573029	2.2038413952934484	0.7197457212549169	1.0485828298283695	3.463073606325209	0.0	0.4253497995274623	0.41489922594832707	1.4480062443791495	0.5369019910157701	1.9802786483794466	2.7060572214887193	1.2304769800384792	2.027527891176693	2.0537368804412695	0.9298008340770095	2.1206276346597748	2.162469947104814	0.12160280450147104	1.67324810320814	1.2600976295376136	2.403599350892654	1.7407661061965072	1.4501820652223647	3.622211090484751	3.005431110094345	2.704950891130198	2.561980442518421	3.659521432219938	2.4550066877125882	2.0008372605450875	2.628198764531305	2.6019691230556528
TL1a_DTT_129	3.140673843921597	3.366900530262555	0.36381490441077646	0.7566985956429114	2.465030949342764	3.4948014383761303	2.2808545988990487	1.7214124878407264	2.244507390667626	2.6121074842705263	2.3790152066998993	2.4200926117411936	1.0467827231697489	2.3668039287580203	0.9008770988448751	1.2792093806159173	3.8210821962906705	0.4253497995274623	0.0	0.7841009237520306	1.7666560018131348	0.7929590536849677	2.368938759796639	3.057702803627093	1.0415716344493988	2.3646309912940495	2.348253200720662	0.9248583791554686	2.447431963653942	2.392741256193811	0.3679807521364289	1.9688947294395507	1.4093997732652048	2.725705184550393	2.0284013797582015	1.6606619420706936	3.985185119986974	3.3560420900759125	3.0415587242937003	2.9062946381680206	3.858413228430786	2.801384342868531	2.332075856501404	2.945467312716502	2.9551166122609414
TL1a_DTT_265	2.409294444724056	2.617562295886721	0.49328193743656323	0.1446083429809792	1.766733010027107	2.9100437078258863	1.5405657656588199	1.1670313200464417	1.4893289711438213	1.8591275361571296	1.6934654976932109	1.8124027437028587	0.6336059875506064	2.051762870038552	0.562254101804689	0.6929565450248311	3.0546989190972176	0.41489922594832707	0.7841009237520306	0.0	1.0415014767065152	0.2555604608275617	1.586817928775868	2.3028585303577	1.4294658199230488	1.612856366766276	1.7179756583488124	0.878605754156831	1.7249374557541133	1.9325505029723065	0.42255106221402117	1.2882789014081233	1.0420461593206611	2.200329661764745	1.4002259239971808	1.2493530524410923	3.224028681970189	2.6751193395689183	2.3039911591988487	2.1686791596716803	3.6476665322307795	2.0530760483515276	1.7075608041400814	2.3340453109475625	2.219545302220648
TL1a_DTT_285	1.4807052311837912	1.8920120053974907	1.417037207120871	1.1445557996478495	0.9468124657518344	2.194454036376732	1.1463537487401376	0.9708289026641479	1.0678406446228188	1.13714563414725	1.0037864493167152	1.0862561321758795	1.2139149303901917	2.235756582701095	1.0274371172426917	0.5991889269578714	2.1404449181945964	1.4480062443791495	1.7666560018131348	1.0415014767065152	0.0	0.9944183796543429	0.8762364762857277	1.3116666635198935	2.0681350248854518	0.6723095352954195	1.3669755411462967	1.2927756424407977	0.7204567595542067	1.9264802020468605	1.4400970256711714	0.3398275663686285	0.9475999033241257	2.243096894608555	1.1134509314516463	1.4967019586706014	2.2511406909955376	2.218277787764257	1.4917010582861532	1.4273517748909674	4.046003819546497	1.2542718104774941	1.5516465292487054	2.06074416185823	1.5458272123596841
TL1a_DTT_159	2.4295890039306656	2.7129294239032613	0.4387673560511841	0.39125440201311384	1.7971490851301144	2.9466636875599796	1.6064651301637842	1.2498444123159371	1.5661689422526834	1.8560104889077205	1.7548757240203876	1.8164434622880856	0.5788319704622207	2.012316806803018	0.5036995417905986	0.5200325770346427	3.040979983565644	0.5369019910157701	0.7929590536849677	0.2555604608275617	0.9944183796543429	0.0	1.6321042816910254	2.29727315299287	1.404273064080085	1.576386497769781	1.6780023395099832	0.7344310211166214	1.700857244157633	1.9012888028595625	0.4838236035744827	1.2335153147125368	0.9437858523581282	2.2911092265813795	1.3457600828490188	1.204200350106999	3.231971242391816	2.704952109721464	2.269897358953807	2.1488262954962885	3.7664627495702665	2.0310161374559548	1.743235860965311	2.352886568183722	2.2172880319498702
TL1a_DTT_287	1.2687481412124022	1.3393640597620968	2.053004219600545	1.6348883606301547	1.074998780959535	2.28660944255449	0.5273665690227735	1.4692998667991615	0.4281593266758346	0.5158175367666866	1.1211742655963726	1.4723597302563474	1.6081451911243665	2.148060550283008	1.7841409744504795	1.3734532550171201	1.52912845684493	1.9802786483794466	2.368938759796639	1.586817928775868	0.8762364762857277	1.6321042816910254	0.0	1.0016730882919598	2.8253770951819943	0.5317902324929453	1.1040603364951156	2.113786195196469	0.8798329858646173	1.7337285789263959	2.0042076175597874	1.0241615050342874	1.7905611579534493	1.7257045095176557	1.0532032732188221	1.6052387490011193	1.801020220238271	1.496849467885211	0.9539216938941579	0.8341332632158475	3.6286415207609535	0.6935914294668412	1.1277760314284977	1.5031035971653406	0.8767119925767083
TL1a_DTT_233	0.4828993383914872	1.062525903417436	2.7187484610837163	2.3772760396187724	0.8732715852541115	1.656781188999276	1.5019560686967182	1.7387051455319436	1.421812863666264	1.1227347087631385	1.0671909719031103	1.2127043393854444	2.4218021619859647	2.99768303649319	2.2754928019973963	1.8947513280866435	1.1371163278598257	2.7060572214887193	3.057702803627093	2.3028585303577	1.3116666635198935	2.29727315299287	1.0016730882919598	0.0	3.240473343423062	0.8667822240617898	1.8583256107919166	2.5289413853560285	0.6633034039066286	2.563625147662457	2.7184079324994737	1.169101234352051	2.0335957934066418	2.647974063859581	1.837010268790405	2.471756383354642	0.9403324971631194	2.0605141960567774	1.1263851637637448	1.2117492658106803	4.5710851927148815	1.0385411186313702	2.041713005530396	2.2550794125920834	1.3429350760141037
TL1a_DTT_195	3.200863173467231	3.5555048062672605	1.1255113700814299	1.437659238403323	2.496717455213244	3.2026332660146615	2.916269890986335	1.6648796331844304	2.8402645674429454	3.1448504663324575	2.40493958708191	2.2718345948612413	1.9044670640286805	3.3147462672005044	1.0615707875955416	1.671873893542966	4.2006220967996475	1.2304769800384792	1.0415716344493988	1.4294658199230488	2.0681350248854518	1.404273064080085	2.8253770951819943	3.240473343423062	0.0	2.739809365381527	3.073260013011271	0.8777646268278018	2.5855829963160866	3.277321546360486	1.2093767815884304	2.1075651415849364	1.2574650087811148	3.6116756757082853	2.7385558146208258	2.5512044360105355	4.128846298646342	4.077177403621918	3.5377606505337678	3.4485388478770007	4.855716787234821	3.297672189104328	3.131058101200258	3.7504585085590887	3.53839463978656
TL1a_DTT_85	1.2201139818826925	1.6056629864679282	2.014604675007894	1.701925584885182	1.030442678546268	2.23964867777819	0.9051541798452749	1.4970050798690755	0.8599522437959939	0.5770736513976469	1.1677839763943556	1.3369826617541922	1.6020880055554467	2.1881436865925497	1.6937250136340254	1.1757115657302273	1.4818787193979293	2.027527891176693	2.3646309912940495	1.612856366766276	0.6723095352954195	1.576386497769781	0.5317902324929453	0.8667822240617898	2.739809365381527	0.0	1.0933670757040044	1.9452578753815668	0.6206340875259446	1.7846072796716432	2.022459509653298	0.7501184535175851	1.5876580051144216	2.0584974764945763	0.9986456949254765	1.6200289903793792	1.7582153552579622	1.7128636797932497	0.8400990205212966	0.812033787523878	3.9754605640146345	0.6177243969952414	1.3452955322096913	1.687768527069924	0.961144952886819
TL1a_DTT_86	2.2538450418557323	2.3883997959687626	2.0497605825706646	1.7828113284052265	2.0528748482627566	3.307226868282116	0.806737584660063	2.2315318321708917	0.9317935952070903	0.7831012824425126	2.124096478489133	2.3545296076891837	1.3153199818952142	1.1527257424631117	2.0587127582146136	1.4785929534940168	1.9051336592089436	2.0537368804412695	2.348253200720662	1.7179756583488124	1.3669755411462967	1.6780023395099832	1.1040603364951156	1.8583256107919166	3.073260013011271	1.0933670757040044	0.0	2.284531474845917	1.701840218783784	0.7120262775520417	2.0336353304686314	1.638840050287769	2.1949251636841836	1.2694476306238442	0.3378292854813822	0.8893129298957895	2.590687807854859	1.168072262691573	1.0236231835132643	0.8543972000034132	3.0999120375635085	0.9062095087775118	0.535856532477324	0.8145419524804245	0.8481547886601178
TL1a_DTT_193	2.581850293068771	3.014829856142724	0.7009564289216847	0.9703000018729057	1.9125482845810275	2.843849050783384	2.2226665980642597	1.2650887313202257	2.1610820147119902	2.363748239370821	1.881840277149667	1.7521625146138795	1.2674586469615652	2.660432920584742	0.41224636099962797	0.8333394272257773	3.4174446863079218	0.9298008340770095	0.9248583791554686	0.878605754156831	1.2927756424407977	0.7344310211166214	2.113786195196469	2.5289413853560285	0.8777646268278018	1.9452578753815668	2.284531474845917	0.0	1.8700744198919097	2.5630716635129573	0.8645714298983777	1.3607308469036135	0.5882477955388182	3.017408900473571	1.9494943595778813	1.872844551466112	3.450887348738404	3.332726604828193	2.7210704671560606	2.645137501263565	4.479995328108886	2.4959999497838457	2.4299868827516153	3.019681439767627	2.751914582111779
TL1a_DTT_286	0.7943240872998545	1.4041639995527888	2.1076482614720846	1.8115361639665564	0.49396540680939394	1.646420361211094	1.3740080741241338	1.1748189440598944	1.2752790335274515	1.1394196851495113	0.7009573558833184	0.7530923722991807	1.918436336583184	2.7546353313671155	1.6301387351968235	1.2902363504585026	1.6953976145967917	2.1206276346597748	2.447431963653942	1.7249374557541133	0.7204567595542067	1.700857244157633	0.8798329858646173	0.6633034039066286	2.5855829963160866	0.6206340875259446	1.701840218783784	1.8700744198919097	0.0	2.3738235134226753	2.125431200555857	0.5131857095346947	1.3711209546096923	2.5771819633995725	1.5622283252859577	2.10410656770899	1.5823963461001627	2.253287274197404	1.334927274947785	1.3557065723276351	4.469555768692367	1.150986849579769	1.9050921410336197	2.2801166783143723	1.5019958802065392
TL1a_DTT_230	2.9448263071468177	3.0032449001676826	2.167930386843728	1.9707338637595944	2.6913218237873484	3.9673374364126577	1.3082654282521102	2.71366175230352	1.4449497569072995	1.4665382947618741	2.7312607140903387	2.973385677554103	1.3776156963673825	0.4688410742544989	2.3690549645812604	1.8622551308619588	2.5263642892696185	2.162469947104814	2.392741256193811	1.9325505029723065	1.9264802020468605	1.9012888028595625	1.7337285789263959	2.563625147662457	3.277321546360486	1.7846072796716432	0.7120262775520417	2.5630716635129573	2.3738235134226753	0.0	2.1362336860702404	2.2353799058515027	2.6226398187262334	1.0650096210192388	0.8305804413622949	0.7364978968106125	3.2764263792502115	1.4125230349881124	1.6815293376521503	1.508739310781451	2.5801801524950223	1.5966306441208493	0.7166148716314541	0.847871755122393	1.449762929470011
TL1a_DTT_128	2.8126834253213286	3.018375054011948	0.21659218824282558	0.3930651827279249	2.151138808763994	3.2360659305034494	1.919873918195526	1.457771971674966	1.8793938866212399	2.2580890733099874	2.0671576316675098	2.1498290918378387	0.7744895287312406	2.1681497589007153	0.6956303724893786	0.9992964015565701	3.468372546500379	0.12160280450147104	0.3679807521364289	0.42255106221402117	1.4400970256711714	0.4838236035744827	2.0042076175597874	2.7184079324994737	1.2093767815884304	2.022459509653298	2.0336353304686314	0.8645714298983777	2.125431200555857	2.1362336860702404	0.0	1.6655995348465502	1.2320139686635219	2.43211596757817	1.7149353033955863	1.413268633245355	3.6419599082934253	3.017213042801094	2.6977259970669634	2.5589306168309616	3.695948899334731	2.452481435319245	2.007960655210719	2.630440548154366	2.604767848591927
TL1a_DTT_283	1.2770953141422852	1.812525319089518	1.6257332618116949	1.390936017095777	0.7313354852465185	1.9104241630950534	1.39768778013999	0.9062883589319555	1.3059794472062125	1.2976517748259029	0.835463429723169	0.7952493976571683	1.5274211015496424	2.5555403182337044	1.1380757934294217	0.8134698496869239	2.119502673656356	1.67324810320814	1.9688947294395507	1.2882789014081233	0.3398275663686285	1.2335153147125368	1.0241615050342874	1.169101234352051	2.1075651415849364	0.7501184535175851	1.638840050287769	1.3607308469036135	0.5131857095346947	2.2353799058515027	1.6655995348465502	0.0	0.890780064154804	2.543747959839276	1.4098561388546713	1.8267131766901354	2.0949923460275426	2.4214797047900887	1.5828172135693612	1.5606248245573695	4.368471529644024	1.3677219132487741	1.8500197810656482	2.3224440874355956	1.7007203393261359
