	Mouse5A.FP26	Mouse6A.FP32	Mouse7A.FP38	Mouse1A.FP02	Mouse6A.FP31	Mouse1A.FP03	Mouse1A.FP01	Mouse2A.FP07	Mouse3A.FP13	Mouse3A.FP15	Mouse4A.FP20	Mouse2A.FP09	Mouse5A.FP25	Mouse7A.FP39	Mouse3A.FP14	Mouse4A.FP21	Mouse2A.FP08	Mouse7A.FP37	Mouse6A.FP33	Mouse4A.FP19	Mouse5A.FP27	Mouse10A.FP110	Mouse10A.FP109	Mouse10A.FP111	Mouse9A.FP97	Mouse9A.FP98	Mouse8A.FP87	Mouse8A.FP85	Mouse8A.FP86	Mouse9A.FP99
Mouse4A.FP20	1.7430461218521895	1.6649097749190709	1.2744772234140445	1.2978798570995667	1.7478015506182394	1.7059228785711578	1.4492154327919735	2.210631094167673	2.298797210597893	2.3045119679571275	0.0	1.081233159588502	3.0756293562577244	0.6000133001406712	2.3153648312896973	0.26323810437518824	1.4689176282110323	2.6683983167084655	0.9181067863219884	0.14455812161628462	2.4257915887778108	3.6633855946344895	3.8673029327795545	2.470757060686815	3.7086473506374618	3.3875274246211866	2.335237949516355	2.2810312502677688	2.7857725534344793	3.040053225858621
Mouse2A.FP09	1.459981380564159	0.9600455022587993	0.999230414136873	0.501069876768044	1.0180316287361268	0.803823864682397	0.8561890539660437	1.244478462077998	1.4416535012039084	1.4528837800111518	1.081233159588502	0.0	2.3257675508058835	1.023217859318264	1.507949468559255	1.1246287642961537	0.5173988111966041	2.0642790097794266	0.7531851001970511	0.9910068428071334	1.6320161671253834	2.658364288272028	2.881194940242802	1.4579933424487057	2.6758820022579473	2.337166877595502	1.498530217249976	1.631571374053178	1.9024757116254198	2.247497358565073
Mouse5A.FP25	1.5226606356844177	1.4546835788907844	1.8528170049002992	2.6704671139831246	1.369436061108742	1.6382667307716732	3.0021794157934227	1.2473920899243816	0.9208507874350156	0.915210096768577	3.0756293562577244	2.3257675508058835	0.0	2.5828714832333746	0.8461320275017795	3.245435940415862	1.8764962332268667	0.5731624845900364	2.1837704879328306	3.060670342714781	0.7977294233029252	1.3280232820458155	1.3737409322250815	1.3264316354703856	3.0592719913297013	2.7190930918104095	3.0954782649154122	3.476446740564645	3.2216998075013583	3.666945059951554
Mouse7A.FP39	1.1751812535336204	1.2243353958531804	0.734305983288823	1.4314702454099986	1.308483231870443	1.437459688758211	1.6981736835694636	1.8700286975814056	1.8794544185395219	1.8809914245140746	0.6000133001406712	1.023217859318264	2.5828714832333746	0.0	1.8679023395942889	0.8518491102103908	1.2137625265836336	2.1310650500558173	0.4523013561249308	0.6722854473496878	2.004914101862769	3.309415634188316	3.4901400788162187	2.163187222827463	3.668365490959014	3.3214452584742857	2.4837601431491816	2.5415440269813394	2.9060742539878843	3.2248131918264002
Mouse3A.FP14	1.0471809659371163	0.6569320254045169	1.1658634922848092	1.8672930202298343	0.569615274235638	0.9238741169462021	2.2134340579264875	0.505262094334378	0.14101723778845437	0.1230032140909901	2.3153648312896973	1.507949468559255	0.8461320275017795	1.8679023395942889	0.0	2.4712238071061696	1.0364121198880054	0.7045750420040233	1.43268764283868	2.29024144699616	0.5067672374553793	1.512360383555558	1.6609397057094943	0.7346072968022502	2.6682197468528317	2.301101196354411	2.376717083034522	2.7336737289568314	2.5724395175571413	3.013674719957951
Mouse4A.FP21	1.9641547396142134	1.8299636794086829	1.4878254080013262	1.2364410037437505	1.909887945149906	1.795388380071571	1.323324801904959	2.3221776370744753	2.44206136987849	2.4498542893433575	0.26323810437518824	1.1246287642961537	3.245435940415862	0.8518491102103908	2.4712238071061696	0.0	1.5697281546916793	2.8647718579056045	1.1220981342198402	0.19230897609630807	2.5660066586252395	3.7641481750245442	3.9784802500907928	2.5649773773892615	3.67330088978451	3.365317505478823	2.2361187546458297	2.1324881652150616	2.6916311497312595	2.9166290743667123
Mouse2A.FP08	1.2243229477448587	0.5535420888332528	0.8572862347869851	0.8951860607246985	0.5966693635285818	0.6041472983088824	1.259138835339451	0.7727359936412809	0.9697914067163697	0.9762675642987516	1.4689176282110323	0.5173988111966041	1.8764962332268667	1.2137625265836336	1.0364121198880054	1.5697281546916793	0.0	1.6352715591276958	0.7960330056069175	1.4114049324079545	1.2580044384139475	2.2145398246957044	2.420194660086121	1.0053389066604161	2.5056896021853228	2.1478871438165106	1.6265161371964783	1.8874637936919254	1.9565059462088605	2.353525067354115
Mouse7A.FP37	1.0163111791638522	1.1211174917417892	1.4020709099582993	2.480620410528128	1.0541879374255292	1.483406017538879	2.8351534761770822	1.2088325140503697	0.8368441943973466	0.8229553881607214	2.6683983167084655	2.0642790097794266	0.5731624845900364	2.1310650500558173	0.7045750420040233	2.8647718579056045	1.6352715591276958	0.0	1.7645564851882796	2.6742963801545176	0.8017131745044714	1.790141965288769	1.85436719396858	1.400830672750894	3.3029968555970712	2.94416142493651	3.0753399149597773	3.4168796313160796	3.2752404214602393	3.717085805227009
Mouse6A.FP33	0.908604311291815	0.7804198460816313	0.38676532553627513	1.2373697293975543	0.8666646694634215	1.050467239209457	1.564675973058847	1.4205078158924795	1.4373770502112821	1.4386317672175717	0.9181067863219884	0.7531851001970511	2.1837704879328306	0.4523013561249308	1.43268764283868	1.1220981342198402	0.7960330056069175	1.7645564851882796	0.0	0.9308303759655434	1.6026967445370612	2.8598963373464357	3.0406747320834153	1.7148977384093154	3.292021626474457	2.936933555336782	2.234145754439844	2.3696040276662207	2.6270026102451034	2.981579249931506
Mouse4A.FP19	1.7738028837786322	1.646112284531584	1.295520771665766	1.1721113186314926	1.726696103419097	1.6390693852026892	1.3107885688446135	2.1583706589939093	2.2651869540495597	2.2723954770127355	0.14455812161628462	0.9910068428071334	3.060670342714781	0.6722854473496878	2.29024144699616	0.19230897609630807	1.4114049324079545	2.6742963801545176	0.9308303759655434	0.0	2.3907449973243486	3.6058210284299594	3.8160342695237977	2.4102504467343224	3.597019527831341	3.2790777642616575	2.207708236672925	2.1453106216630107	2.659214722442468	2.9097618980342252
Mouse5A.FP27	1.1411328084204506	0.9144293337230484	1.3319209081573489	1.9541893671848862	0.827094515551894	0.8767591195694905	2.2738435847123117	0.7609843679989998	0.5028982416844406	0.5258252477143663	2.4257915887778108	1.6320161671253834	0.7977294233029252	2.004914101862769	0.5067672374553793	2.5660066586252395	1.2580044384139475	0.8017131745044714	1.6026967445370612	2.3907449973243486	0.0	1.5424390719432273	1.7145760828291488	0.9659059445376389	2.7449477515599523	2.375704813830165	2.477446378660761	2.8073547172709623	2.661852915466516	3.101785368370246
Mouse10A.FP110	2.543437318159662	2.097321720936556	2.6548807013957654	2.8006696113239484	2.0156957761504133	2.049799386573421	3.049690656017906	1.455802964446282	1.4571358828453325	1.458921522356141	3.6633855946344895	2.658364288272028	1.3280232820458155	3.309415634188316	1.512360383555558	3.7641481750245442	2.2145398246957044	1.790141965288769	2.8598963373464357	3.6058210284299594	1.5424390719432273	0.0	0.2759928813263365	1.2209261561711373	2.048399133647297	1.7950055089993364	2.7243304074623893	3.183150675280083	2.657891315508502	3.0650499228380306
Mouse10A.FP109	2.6765129041599223	2.2688067276514556	2.817996730055914	3.042969851023711	2.187035667587931	2.2760247093427686	3.3003941662529814	1.6578448608150318	1.624164514196593	1.6218488875618857	3.8673029327795545	2.881194940242802	1.3737409322250815	3.4901400788162187	1.6609397057094943	3.9784802500907928	2.420194660086121	1.85436719396858	3.0406747320834153	3.8160342695237977	1.7145760828291488	0.2759928813263365	0.0	1.433452183984197	2.2431408604215894	2.0121771872318366	2.9727057593604	3.4365706174886514	2.9008853693974737	3.303146874376164
Mouse10A.FP111	1.6704050906986891	1.0252171131745256	1.5936092318673103	1.6411272766583642	0.9653777111477878	0.9929216683963018	1.933384024695861	0.32817115632815774	0.6094664442763724	0.6159332699333822	2.470757060686815	1.4579933424487057	1.3264316354703856	2.163187222827463	0.7346072968022502	2.5649773773892615	1.0053389066604161	1.400830672750894	1.7148977384093154	2.4102504467343224	0.9659059445376389	1.2209261561711373	1.433452183984197	0.0	1.9419879704853393	1.577761686918814	1.8215499562153181	2.242671935411348	1.9360393327719159	2.3788567159355236
Mouse9A.FP97	3.541028976701227	2.835395426576821	3.332320100631343	2.446361881032773	2.8010926959133404	2.5218108448749454	2.4569965953254735	2.2167903722445104	2.536740170449658	2.54841307542118	3.7086473506374618	2.6758820022579473	3.0592719913297013	3.668365490959014	2.6682197468528317	3.67330088978451	2.5056896021853228	3.3029968555970712	3.292021626474457	3.597019527831341	2.7449477515599523	2.048399133647297	2.2431408604215894	1.9419879704853393	0.0	0.3769810354480693	1.5943646356961794	1.9916639863851224	1.2135681167532715	1.4062738331357327
Mouse9A.FP98	3.1669145063052397	2.4651939582343863	2.9657728063402278	2.1404442937274646	2.4294223506091024	2.1496682890485803	2.186612019856159	1.845590252669606	2.167972730600338	2.180519784650567	3.3875274246211866	2.337166877595502	2.7190930918104095	3.3214452584742857	2.301101196354411	3.365317505478823	2.1478871438165106	2.94416142493651	2.936933555336782	3.2790777642616575	2.375704813830165	1.7950055089993364	2.0121771872318366	1.577761686918814	0.3769810354480693	0.0	1.3980724140079757	1.8342820227752703	1.0935334094247047	1.3938491470319117
Mouse8A.FP87	2.8268875120745314	2.150126012659469	2.436101822735294	1.0843638661666222	2.1641224770113947	1.7867197654039397	0.9580815669950333	1.8866066813025837	2.2498727520778377	2.2646911817790363	2.335237949516355	1.498530217249976	3.0954782649154122	2.4837601431491816	2.376717083034522	2.2361187546458297	1.6265161371964783	3.0753399149597773	2.234145754439844	2.207708236672925	2.477446378660761	2.7243304074623893	2.9727057593604	1.8215499562153181	1.5943646356961794	1.3980724140079757	0.0	0.4849682973572395	0.4571841649529234	0.7491781932885205
Mouse8A.FP85	3.0512607380386974	2.4268443222547735	2.623323833902695	1.1461999632999105	2.45225652339094	2.0394158794673376	0.8750022422759073	2.2648671171650068	2.612401433906959	2.628507932611106	2.2810312502677688	1.631571374053178	3.476446740564645	2.5415440269813394	2.7336737289568314	2.1324881652150616	1.8874637936919254	3.4168796313160796	2.3696040276662207	2.1453106216630107	2.8073547172709623	3.183150675280083	3.4365706174886514	2.242671935411348	1.9916639863851224	1.8342820227752703	0.4849682973572395	0.0	0.7832000877565644	0.8278231046857745
Mouse8A.FP86	3.1475475477527	2.4470405021020323	2.7947085549530173	1.5180012564617968	2.448153758261633	2.072285777817691	1.4038819058566003	2.068729745308336	2.438490861196066	2.453380609056053	2.7857725534344793	1.9024757116254198	3.2216998075013583	2.9060742539878843	2.5724395175571413	2.6916311497312595	1.9565059462088605	3.2752404214602393	2.6270026102451034	2.659214722442468	2.661852915466516	2.657891315508502	2.9008853693974737	1.9360393327719159	1.2135681167532715	1.0935334094247047	0.4571841649529234	0.7832000877565644	0.0	0.4455415398499117
Mouse9A.FP99	3.5550884237410223	2.8621966311103826	3.178602139409759	1.8198322811215228	2.8685892727777955	2.4853067358985776	1.6348588118120548	2.510281906877537	2.8806232113309926	2.8952691144817617	3.040053225858621	2.247497358565073	3.666945059951554	3.2248131918264002	3.013674719957951	2.9166290743667123	2.353525067354115	3.717085805227009	2.981579249931506	2.9097618980342252	3.101785368370246	3.0650499228380306	3.303146874376164	2.3788567159355236	1.4062738331357327	1.3938491470319117	0.7491781932885205	0.8278231046857745	0.4455415398499117	0.0
