	TL1a_FP_162	TL1a_FP_88	TL1a_FP_89	TL1a_FP_234	TL1a_DTT_268_Repeat	TL1a_FP_287	TL1a_FP_198	TL1a_FP_161	TL1a_FP_197	TL1a_FP_132	TL1a_FP_130	TL1a_DTT_269_Repeat	TL1a_FP_90	TL1a_DTT_130_Repeat	TL1a_FP_269	TL1a_FP_288	TL1a_DTT_196_Repeat	TL1a_DTT_90_Repeat	TL1a_FP_196	TL1a_FP_131	TL1a_DTT_198_Repeat	TL1a_DTT_88_Repeat	TL1a_FP_270	TL1a_FP_160	TL1a_FP_286	TL1a_DTT_89_Re_extracted	TL1a_DTT_197_Repeat	TL1a_FP_232	TL1a_DTT_270_Repeat	TL1a_FP_233	TL1a_FP_268	TL1a_DTT_160	TL1a_DTT_234	TL1a_DTT_287	TL1a_DTT_233	TL1a_DTT_286	TL1a_DTT_232	TL1A_DTT_629	TL1A_FP_677	TL1A_FP_678	TL1A_FP_630	TL1A_DTT_630	TL1A_DTT_628
TL1a_FP_130	1.4951314306779377	2.7617163323382545	1.745979588098999	2.988509559113013	1.884888627215087	2.747083443128439	1.1990995426257316	0.76315302788713	1.5416183869570264	3.3413162221135426	0.0	1.6775632442443649	1.1159423798076356	1.5067087595811774	1.50909444283919	2.185246953202872	1.9879611717740522	1.8822052696977853	2.9666278276481557	2.2957545076306576	1.904638210951244	1.894620910477216	0.6885894658881491	2.7622546742652996	2.5726721626085625	1.3344913907420908	1.9410045685219137	2.3059493716598505	2.6212744577854488	2.2171910723474055	2.377357212041714	2.773034346955587	2.6681253290362354	2.125462249207564	3.0023694839321586	3.174334731908957	3.0150396248682627	1.0822057967895715	0.8307604310320168	1.3261160922786532	1.1798264346076015	0.6494052428312275	1.486187100287916
TL1a_DTT_269_Repeat	3.105046504444048	2.6323683079148443	2.64613915874859	1.606138775794329	1.4683539500833251	3.189469863933146	1.4108282640548935	2.4136006821335347	2.1326778905129453	3.990832883526734	1.6775632442443649	0.0	1.5667386779442516	1.5923296584744184	1.817949172899638	1.729522556390908	1.4680702428440586	1.7698129972639896	3.2469998391919637	1.9570617405942827	1.9834927214898308	1.9088196922578045	1.6934923891580471	3.609367840089261	2.392701616774306	1.7486696230461627	1.6018201643250778	1.3029983898324689	2.0128294148932557	0.925261747104481	3.251249213634035	3.485463767138688	1.1807749552275342	1.5690327962264088	1.707740369109017	2.738504293782648	1.4288443817197174	2.247791618940217	1.2059270773724255	0.8679975934060314	1.3988398786716203	1.261356583089549	1.3608529230959099
TL1a_FP_90	2.4345958277081388	1.6619587213868756	2.6749732517851412	2.3755491575191363	0.906292945154676	1.7910043034456775	0.7823792575217522	1.715648646050864	0.8353956128499095	2.547538215563398	1.1159423798076356	1.5667386779442516	0.0	0.4623031769053014	0.8526263976762047	1.1426275999069282	1.053216524282334	0.8816421783250068	1.9489548344886283	1.2246869177215314	0.8387069807366166	0.8627321267059823	0.6139536413906724	2.0654405462004886	1.4571198060261208	0.3384408846067758	0.8961824370739859	1.4654050881044447	1.5675063343542146	1.823915767251073	1.699016674330803	1.987499308224983	2.147042752124943	1.1526257773104385	2.2128545849891212	2.067549326433179	2.673971732928375	1.9563130193894842	0.6744144365486182	0.8118460748140192	0.33740572522627077	0.6436327162910354	0.5099602793256347
TL1a_DTT_130_Repeat	2.851416375472553	1.4153840897911727	3.1028846583705176	2.0602970427744802	0.5066859934043363	1.6292268885056322	0.7282691286197686	2.132644754085983	0.7307366857272024	2.5443815133009586	1.5067087595811774	1.5923296584744184	0.4623031769053014	0.0	0.6499970611101242	0.7369537717045843	0.6438655324689958	0.8343445453335251	1.7666111437482335	0.9797183625795445	0.7547561777781805	0.8150890573777402	0.9245977140893992	2.0621936197433794	1.1189981279503025	0.30581431553158395	0.6453880389570031	1.195070236551386	1.2290646803961898	1.6130434743205986	1.717102619983902	1.9949923656483635	1.9026399572940191	0.9509023287532675	1.9196981308928538	1.735197268978527	2.4697824076340997	2.4007831612822716	1.0341314631564553	0.919355416221961	0.3554607712030756	0.9313428208813656	0.24947051755111438
TL1a_FP_269	2.7575124086187253	1.8995330165106816	3.239793078934148	2.2087631151292784	0.9428095346792512	1.816821037201513	0.47267872527681465	2.075553438941333	0.4320531063814159	2.8260752907594293	1.50909444283919	1.817949172899638	0.8526263976762047	0.6499970611101242	0.0	1.182614583346243	0.9743879874781118	1.4808151266556835	2.0646593814108902	1.5711225571045906	1.3566633042945198	1.4424629419286623	0.857848502874582	2.1351926838056117	1.5382115452490972	0.5957631779834297	1.2610021724395293	1.651566776133724	1.7275065235838871	1.6739789845865167	1.7661017710161824	2.2299956625636477	2.1033524184060424	1.558559236414003	2.30762377303925	2.174950425437455	2.5949422713282653	2.5509702861381722	1.3749310891600786	1.3681721921528207	0.6239189829526113	1.00131662785377	0.7958510072252148
TL1a_FP_288	3.5718134995645547	1.0608352270231494	3.675340272989641	1.6363441659918023	0.33916183583187587	1.6868457786108386	1.294161362782352	2.846505701749639	1.3162145327690902	2.646232838272905	2.185246953202872	1.729522556390908	1.1426275999069282	0.7369537717045843	1.182614583346243	0.0	0.3694247142187884	0.8565730325406394	1.674864039687503	0.5870414491201685	0.854358979922756	0.8871721951387889	1.6515545202121338	2.350469655044139	0.7077633346934326	1.0232035320887374	0.4470411093509835	0.7317901219609879	0.5523181931904365	1.5145767861075412	2.0859499489039335	2.1993113094660015	1.5834875365981262	0.6094342998357329	1.3392448580533214	1.1383641402586515	2.21415280869776	3.0087637668670753	1.5622794371296767	1.195917752410929	1.0305829172428895	1.5700739150847425	0.6995784039648401
TL1a_DTT_196_Repeat	3.4168706822776853	1.4179344386455754	3.515323050051444	1.4609470614611757	0.17464259483653372	1.9183720276413043	1.00768970373215	2.6833808078095527	1.2173132164795821	2.91108597087692	1.9879611717740522	1.4680702428440586	1.053216524282334	0.6438655324689958	0.9743879874781118	0.3694247142187884	0.0	1.032399140608472	1.967467400075869	0.9050889562835771	1.0566320528599047	1.081801917587752	1.4710910572911298	2.5157155306091554	1.0497014724386238	0.9412500214033047	0.6166602678443919	0.7185295294507879	0.8767306498280494	1.2000178152747105	2.2122858144724282	2.4193273244364626	1.3756835248532582	0.7894447445243585	1.354138684894823	1.4952388698539096	1.9797916962896827	2.8693939466372718	1.423570994433344	1.0466092039288708	0.8440732374642321	1.3463930068353371	0.5530439388858882
TL1a_DTT_90_Repeat	3.149528450265575	1.0208745235812637	3.1458221487666225	2.2540429804089226	0.8713822320096243	1.6500298836570642	1.4956958376417613	2.456841729807015	1.4530559219648278	2.2876058094156333	1.8822052696977853	1.7698129972639896	0.8816421783250068	0.8343445453335251	1.4808151266556835	0.8565730325406394	1.032399140608472	0.0	1.6021123236676462	0.5060135383460055	0.31831163705953675	0.17851305124815017	1.493108729171335	2.1495876087938215	0.9842157124211773	0.9743992023316416	0.43074616747399935	1.0964289592584273	0.9546940231735542	1.986349718436959	1.8895829467808327	1.8713648646583907	2.0595916417889053	0.5159764672490232	1.7716235961187494	1.4063360171948445	2.661227634932885	2.4694596359308427	1.1565512660442487	0.9591340703059069	1.030122643809256	1.4180072839456992	0.7873820825548925
TL1a_FP_196	3.896532878585112	0.8628219644689671	4.381195108372264	3.2495502640155007	1.8730791491126697	0.4276925035693708	2.4105297560679135	3.3246506507607068	1.793605098508891	1.1108934927210032	2.9666278276481557	3.2469998391919637	1.9489548344886283	1.7666111437482335	2.0646593814108902	1.674864039687503	1.967467400075869	1.6021123236676462	0.0	1.4374325620998814	1.3281644731913886	1.4461957082037713	2.3865437643452174	1.1493814392840005	1.0183510219675718	1.7673308963076027	1.675532815576088	2.3105020198897908	1.6512268145506612	3.167108685600157	1.1919923132152803	0.8794913749264343	3.2480643378820813	1.8439984982773079	2.804516137329055	1.3058536321385	3.8832845759865573	3.6322381140186306	2.529126140534097	2.4686660751071847	2.080696709034513	2.5809636570981573	1.9371708522632087
TL1a_FP_131	3.600966218861343	0.6845721269604472	3.628939470061214	2.042028141451709	0.7963419024584413	1.5570404420494273	1.6683515377171236	2.8987255544231934	1.5783809946364034	2.308334692020506	2.2957545076306576	1.9570617405942827	1.2246869177215314	0.9797183625795445	1.5711225571045906	0.5870414491201685	0.9050889562835771	0.5060135383460055	1.4374325620998814	0.0	0.5501109475196583	0.5320416310726903	1.8264487196750576	2.2168130774877848	0.5991966562375516	1.1961289566755284	0.408662451430909	0.9312075336028631	0.481210137399771	1.956573536589433	2.000614424243047	1.9399727623694316	1.9408436415115562	0.4192296922820268	1.5020823730808843	0.9251190339595415	2.5740652547616962	2.957571311643262	1.5843114439117807	1.2708247373374988	1.2710038962358226	1.7595467533155953	0.950715854125057
TL1a_DTT_198_Repeat	3.112376336237331	0.8739001261677198	3.2623936227128043	2.400428024052797	0.8929379526647403	1.341320968045633	1.4641132840642914	2.4338498194023113	1.254874273783075	2.0326165547378454	1.904638210951244	1.9834927214898308	0.8387069807366166	0.7547561777781805	1.3566633042945198	0.854358979922756	1.0566320528599047	0.31831163705953675	1.3281644731913886	0.5501109475196583	0.0	0.154380002979223	1.4344483795508298	1.842012702469355	0.8207122262966056	0.8424864625970511	0.531709371948119	1.288268804442314	1.0113663191264124	2.1279669255402327	1.5844404493811879	1.5857393673240825	2.2445930188221106	0.7327234787806419	1.9650061103306724	1.3477597127980325	2.8567243094580532	2.5518607978998316	1.2762559711282082	1.1620755082235976	1.0074928064823994	1.4533431822981795	0.8066583151434883
TL1a_DTT_88_Repeat	3.118208108061806	0.9339673001817606	3.194909216214555	2.37132937812295	0.916906389830799	1.4818194043093675	1.5052528699800318	2.4364609166816615	1.366974929689824	2.121505779628048	1.894620910477216	1.9088196922578045	0.8627321267059823	0.8150890573777402	1.4424629419286623	0.8871721951387889	1.081801917587752	0.17851305124815017	1.4461957082037713	0.5320416310726903	0.154380002979223	0.0	1.4693686995703366	1.971974528218093	0.9101260422621372	0.9187895067223368	0.5064727885080366	1.2305108191429805	1.004330932880789	2.099961964308528	1.7170448877726194	1.6950277681029227	2.1951025843971466	0.6525617223548626	1.904732322608918	1.3812101774449477	2.8021742381118293	2.498623613367395	1.21978644853918	1.082991506781913	1.037133347516223	1.4482858600375228	0.8224698624222495
TL1a_FP_270	1.9655780546281383	2.2289735191763023	2.415302555205101	2.6672841445160214	1.3674953461911001	2.143184506687809	0.6829430197543422	1.250823073433142	0.8552956815613785	2.8848882630797177	0.6885894658881491	1.6934923891580471	0.6139536413906724	0.9245977140893992	0.857848502874582	1.6515545202121338	1.4710910572911298	1.493108729171335	2.3865437643452174	1.8264487196750576	1.4344483795508298	1.4693686995703366	0.0	2.2419036846950493	1.9920796909061274	0.7052514207855906	1.4812178004490346	1.9459200331360433	2.1335721336743285	1.977830099330989	1.845380899387777	2.286425534718926	2.4255116066439895	1.7357819835319432	2.6717904699380584	2.633630248518302	2.8662483914777153	1.7084767791798903	0.8248875648935675	1.1649503939277857	0.6366217009504058	0.4435912771586843	0.9858347259466819
TL1a_FP_160	3.2844577942444895	1.870121568105186	4.1282402325297705	3.947207329459588	2.4005192133789577	0.8326468504231725	2.4952798965301746	2.8692614507947964	1.721604384989505	1.003547785710647	2.7622546742652996	3.609367840089261	2.0654405462004886	2.0621936197433794	2.1351926838056117	2.350469655044139	2.5157155306091554	2.1495876087938215	1.1493814392840005	2.2168130774877848	1.842012702469355	1.971974528218093	2.2419036846950493	0.0	1.904090911213151	1.8880811501027068	2.282922567025083	3.0203778290410574	2.5396392303627433	3.6422305511022643	0.3999126110896266	0.5406685139706374	3.887409755684665	2.5378702295792235	3.6495139452528838	2.392554821385053	4.488419066575605	3.37398560213275	2.639911536365423	2.808993582620544	2.2485213145021903	2.591033515359433	2.2897801134337015
TL1a_FP_286	3.810556721023644	0.44383607615565746	4.0472883422826476	2.2388615065780013	0.9863369376701729	1.1339512713836386	1.791664330430356	3.1286041992016984	1.4785810961698977	2.05492707819173	2.5726721626085625	2.392701616774306	1.4571198060261208	1.1189981279503025	1.5382115452490972	0.7077633346934326	1.0497014724386238	0.9842157124211773	1.0183510219675718	0.5991966562375516	0.8207122262966056	0.9101260422621372	1.9920796909061274	1.904090911213151	0.0	1.289443723817303	0.8347686613945671	1.3255041028986108	0.6728046907902846	2.217442190989538	1.7371445154699796	1.69270142370819	2.241657374460114	0.9737905572086132	1.8065892118412066	0.6840647944991985	2.878501584371891	3.3363466729913114	1.98222802191519	1.7309479316110534	1.4716429532759552	2.033077138602697	1.2028488611983377
TL1a_DTT_89_Re_extracted	2.6004887327834463	1.551184517912965	2.970837715527055	2.342376095331224	0.8114431093771654	1.5725981240549451	0.7124317447105458	1.8981845162466513	0.5345815432040099	2.443344436545302	1.3344913907420908	1.7486696230461627	0.3384408846067758	0.30581431553158395	0.5957631779834297	1.0232035320887374	0.9412500214033047	0.9743992023316416	1.7673308963076027	1.1961289566755284	0.8424864625970511	0.9187895067223368	0.7052514207855906	1.8880811501027068	1.289443723817303	0.0	0.8971373608418737	1.4916734247312289	1.4961069355680334	1.8384749976521488	1.5194052832782254	1.8638169436148733	2.1734646583142507	1.2034900616891218	2.2224332317022912	1.9413605084452037	2.7187236007988393	2.245352597271183	0.9995226931750785	1.0533990137996792	0.36210891644103843	0.8426781389737896	0.5047465011074077
TL1a_DTT_197_Repeat	3.3055536064763587	1.0400106262342086	3.329429487832869	1.8714343648947507	0.4710934053255589	1.6997252560779539	1.2891371033165482	2.585133006962944	1.3327597076777724	2.5167219755743058	1.9410045685219137	1.6018201643250778	0.8961824370739859	0.6453880389570031	1.2610021724395293	0.4470411093509835	0.6166602678443919	0.43074616747399935	1.675532815576088	0.408662451430909	0.531709371948119	0.5064727885080366	1.4812178004490346	2.282922567025083	0.8347686613945671	0.8971373608418737	0.0	0.7678027674805716	0.6894059447927509	1.6404174228457287	2.006514248060071	2.072083816849493	1.7178027127102429	0.32465911962076954	1.4706782604514441	1.2800436763312648	2.337009421401593	2.6627608730327594	1.2388755022557263	0.9063180003396445	0.8955471592574846	1.3744862236403035	0.5594573368156657
TL1a_FP_232	3.7717092619219237	1.553640295196998	3.575138894401834	1.1846033642826286	0.7477231501247793	2.375244986024733	1.5567801687085787	3.0335405871686834	1.8827844836042724	3.228429480058847	2.3059493716598505	1.3029983898324689	1.4654050881044447	1.195070236551386	1.651566776133724	0.7317901219609879	0.7185295294507879	1.0964289592584273	2.3105020198897908	0.9312075336028631	1.288268804442314	1.2305108191429805	1.9459200331360433	3.0203778290410574	1.3255041028986108	1.4916734247312289	0.7678027674805716	0.0	0.7705109448616081	1.1543513697261296	2.745576628593442	2.8160293287409637	1.0212104828899098	0.607231346765989	0.7486536770008608	1.4904459103756906	1.6488749663563296	3.005360610841624	1.579485968878135	1.0444103677398102	1.331726108775818	1.6970332462225401	1.0046917038531105
TL1a_DTT_270_Repeat	3.99050814691912	0.8518832521077542	3.9832146422440036	1.7212375366805133	0.858344812440592	1.7987641286083782	1.8309293516258434	3.2714505233626445	1.8144855942608804	2.6309119409524993	2.6212744577854488	2.0128294148932557	1.5675063343542146	1.2290646803961898	1.7275065235838871	0.5523181931904365	0.8767306498280494	0.9546940231735542	1.6512268145506612	0.481210137399771	1.0113663191264124	1.004330932880789	2.1335721336743285	2.5396392303627433	0.6728046907902846	1.4961069355680334	0.6894059447927509	0.7705109448616081	0.0	1.8221912420439912	2.3400525197130455	2.2924586799650757	1.706459006843489	0.6037634558093512	1.1554608891135523	0.7285995832020812	2.341780126093347	3.335632979482189	1.9100030977451947	1.4980234293018417	1.5222516172450002	2.0301440215085482	1.172915303576533
TL1a_FP_233	3.681743547762131	2.5581306762932883	3.484172914111367	0.8577249411458862	1.3092126556968497	3.105275807470075	1.4020815304688439	2.969997802794757	2.0753181984360127	4.088962997786863	2.2171910723474055	0.925261747104481	1.823915767251073	1.6130434743205986	1.6739789845865167	1.5145767861075412	1.2000178152747105	1.986349718436959	3.167108685600157	1.956573536589433	2.1279669255402327	2.099961964308528	1.977830099330989	3.6422305511022643	2.217442190989538	1.8384749976521488	1.6404174228457287	1.1543513697261296	1.8221912420439912	0.0	3.301674144412955	3.577962079487445	0.604801829519208	1.6429357760257843	1.3648630062603953	2.5067177009142307	0.9287613725577877	3.0238032563532324	1.7943848176599027	1.366798653168035	1.536918153482187	1.6547284713874146	1.4255909583496003
TL1a_FP_268	2.970326919186766	1.7671131724786686	3.798977947824545	3.659963977050026	2.0937107345936976	0.8221144319387659	2.111583767268352	2.5154274629893307	1.3447746197624764	1.2857642896129782	2.377357212041714	3.251249213634035	1.699016674330803	1.717102619983902	1.7661017710161824	2.0859499489039335	2.2122858144724282	1.8895829467808327	1.1919923132152803	2.000614424243047	1.5844404493811879	1.7170448877726194	1.845380899387777	0.3999126110896266	1.7371445154699796	1.5194052832782254	2.006514248060071	2.745576628593442	2.3400525197130455	3.301674144412955	0.0	0.6971852828210391	3.579077061398757	2.2821902396260354	3.4068713592725572	2.303864377004127	4.166453409565561	3.039501709158213	2.2796385927916925	2.4669862752876925	1.877141629154658	2.2023957282316244	1.9486473318144393
TL1a_DTT_160	3.388195441238252	1.546696720270691	4.044585057972413	3.833842012771767	2.2882533093271147	0.7492210041734727	2.544030064875442	2.9342761062191256	1.8482185237179378	0.6231086605775772	2.773034346955587	3.485463767138688	1.987499308224983	1.9949923656483635	2.2299956625636477	2.1993113094660015	2.4193273244364626	1.8713648646583907	0.8794913749264343	1.9399727623694316	1.5857393673240825	1.6950277681029227	2.286425534718926	0.5406685139706374	1.69270142370819	1.8638169436148733	2.072083816849493	2.8160293287409637	2.2924586799650757	3.577962079487445	0.6971852828210391	0.0	3.755265611334418	2.2795024126077146	3.42388767635505	2.106498468489648	4.374050216911585	3.2976069887057182	2.514330116563554	2.644803546532788	2.2104119547064447	2.572377172274435	2.1909773627482108
TL1a_DTT_234	4.153698341775607	2.5320541651290007	3.8231271358858723	0.45401737672712833	1.4887208654582182	3.2644084664284323	1.8861578916721953	3.4309280890183587	2.4684585566518047	4.207011512837739	2.6681253290362354	1.1807749552275342	2.147042752124943	1.9026399572940191	2.1033524184060424	1.5834875365981262	1.3756835248532582	2.0595916417889053	3.2480643378820813	1.9408436415115562	2.2445930188221106	2.1951025843971466	2.4255116066439895	3.887409755684665	2.241657374460114	2.1734646583142507	1.7178027127102429	1.0212104828899098	1.706459006843489	0.604801829519208	3.579077061398757	3.755265611334418	0.0	1.613526937723486	0.8947864313501133	2.365538338020316	0.6395579058535891	3.3819323930850684	2.1062551542737955	1.5876943893546211	1.9052027477338886	2.0917846930840116	1.6975516575605019
TL1a_DTT_287	3.504019738904916	1.1005803568097838	3.393633029209158	1.7835567702077955	0.6886460077620572	1.9287868880469454	1.5368340153487527	2.7837907171586784	1.6543104811543963	2.67405247715084	2.125462249207564	1.5690327962264088	1.1526257773104385	0.9509023287532675	1.558559236414003	0.6094342998357329	0.7894447445243585	0.5159764672490232	1.8439984982773079	0.4192296922820268	0.7327234787806419	0.6525617223548626	1.7357819835319432	2.5378702295792235	0.9737905572086132	1.2034900616891218	0.32465911962076954	0.607231346765989	0.6037634558093512	1.6429357760257843	2.2821902396260354	2.2795024126077146	1.613526937723486	0.0	1.2563002854302185	1.246457346949145	2.2310715346742267	2.7638810692127147	1.3575942119877458	0.9452171244877854	1.1557342037202178	1.5706770274141564	0.8172909817130674
