#OTU ID,Vil1.01B.FP11,Lyz2.02B.FP222.S70,Itg.22.FP518.S21,Vil1.03B.FP35,Vil1.13B.FP153,Vil1.07B.FP82,Lyz2.07B.FP283.S81,Itg.20.FP508.S11,Vil1.10B.FP115,Vil1.10B.FP116,Vil1.04B.FP46,Vil1.14B.FP163,Lyz2.06B.FP271.S69,Vil1.02B.FP22,Lyz2.01B.FP210.S58,Vil1.05B.FP58,Lyz2.07B.FP282.S80,Itg.16.FP484.S87,Vil1.05B.FP60,Lyz2.01B.FP212.S60,Vil1.09B.FP105,Vil1.05B.FP59,Vil1.08B.FP92,Itg.20.FP507.S10,Vil1.04B.FP48,Lyz2.03B.FP234.S82,Vil1.04B.FP47,Itg.24.FP530.S33,Vil1.03B.FP36,Itg.02.FP412.S12,Lyz2.02B.FP224.S72,Lyz2.05B.FP259.S56,Itg.04.FP422.S22,Itg.20.FP506.S9,Vil1.09B.FP104,Itg.26.FP544.S48,Vil1.13B.FP152,Itg.10.FP460.S62,Vil1.14B.FP164,Itg.06.FP434.S35,Itg.18.FP496.S99,Itg.24.FP531.S34,Itg.02.FP410.S10,Itg.06.FP436.S37,Vil1.03B.FP34,Vil1.07B.FP83,Vil1.01B.FP12,Itg.26.FP543.S47,Vil1.10B.FP117,Itg.26.FP542.S46,Itg.16.FP482.S85,Itg.12.FP471.S73,Lyz2.08B.FP294.S92,Vil1.06B.FP72,Vil1.02B.FP24,Lyz2.05B.FP260.S57,Itg.04.FP423.S23,Itg.12.FP472.S74,Lyz2.04B.FP246.S43,Vil1.14B.FP165,Lyz2.06B.FP270.S68,Vil1.07B.FP84,Lyz2.04B.FP247.S44,Lyz2.01B.FP211.S59,Itg.08.FP448.S49,Vil1.13B.FP151,Vil1.01B.FP10,Itg.04.FP424.S24,Itg.08.FP446.S47,Vil1.06B.FP71,Lyz2.08B.FP295.S93,Lyz2.03B.FP235.S83,Lyz2.07B.FP284.S82,Itg.10.FP459.S61,Itg.12.FP470.S72,Itg.10.FP458.S60,Lyz2.08B.FP296.S95,Itg.16.FP483.S86,Lyz2.03B.FP236.S84,Lyz2.02B.FP223.S71,Itg.02.FP411.S11,Lyz2.05B.FP258.S55,Itg.06.FP435.S36,Vil1.02B.FP23,Itg.22.FP519.S22,Itg.22.FP520.S23,Vil1.08B.FP91,Vil1.06B.FP70,Vil1.08B.FP93,Itg.08.FP447.S48,Itg.18.FP494.S97,Vil1.09B.FP103,Lyz2.06B.FP272.S70,Itg.18.FP495.S98,SLCFP072,LYZFP308,LYZFP307,LYZFP331,SLCFP131,SLCFP078,SLCFP070,SLCFP023,SLCFP022,LYZFP355,LYZFP319,SLCFP005,SLCFP024,SLCFP053,LYZFP320,SLCFP095,SLCFP077,LYZFP356,LYZFP354,SLCFP112,LYZFP332,LYZFP306,SLCFP113,SLCFP071,SLCFP004,SLCFP094,SLCFP052,SLCFP076,LYZFP330,SLCFP054,SLCFP114,SLCFP006,LYZFP343,SLCFP132,LYZFP344,LYZFP342,SLCFP096,LYZFP318,SLCFP148,SLCFP166,SLCFP150,SLCFP167,SLCFP149
759abfc82a4b189214d7e148d4aef180,970,480,308,170,0,83,99,347,1118,969,706,1990,34,1907,206,163,145,195,421,130,262,403,269,290,607,536,669,27,635,571,376,483,37,160,457,229,26,107,877,76,52,46,278,196,308,297,856,190,1120,243,282,120,48,570,1336,288,97,278,22,822,43,574,35,163,81,16,1194,41,40,284,65,720,140,200,188,116,149,226,945,534,747,461,172,3106,446,311,383,253,156,49,92,708,166,68,426,1373,770,192,1010,188,397,130,43,224,234,36,112,982,37,4,43,573,72,78,10,1072,43,665,14,22,1225,26,892,1084,47,43,139,604,186,43,0,420,79,286,631,277,5
04af8257d41718f9636b8bbc789b0fcf,578,18,60,68,5,142,35,458,15,45,270,1075,75,422,6,48,6,582,56,0,241,83,75,588,200,34,545,5,104,42,24,0,0,156,129,35,15,43,216,58,6,18,5,12,113,79,319,36,24,34,500,40,44,35,3458,3,0,70,3,342,24,55,3,23,19,0,459,18,10,80,28,17,16,14,16,5,23,748,22,46,47,0,25,1218,53,120,104,31,34,28,8,105,65,5,0,0,1081,0,130,1,0,20,7,4,825,0,6,63,155,0,0,131,13,40,0,1255,35,0,1,23,22,10,61,61,25,8,36,83,37,6,0,35,102,18,298,85,50
0247032b5537cfe290e9fe3067f9257e,501,172,992,198,31,113,18,1130,371,344,413,1887,345,776,176,62,10,577,252,194,280,153,71,778,281,310,250,49,270,1603,179,165,35,868,362,1013,79,717,1104,96,128,142,429,235,448,268,653,947,293,1279,652,826,149,299,588,143,100,2771,15,1531,136,449,0,267,1212,21,438,150,821,234,71,420,16,845,1063,381,264,682,296,285,1817,204,152,704,569,816,94,128,78,265,203,519,718,203,365,1830,960,8,626,478,436,182,60,1158,424,158,456,143,69,0,55,2456,711,142,9,1129,123,790,22,16,97,37,14,192,141,161,488,463,1183,75,0,1983,1187,64,9,301,71
298c6e520261d927af2fb9e7c1e4cebc,521,122,217,87,1814,45,96,665,15,27,312,1169,210,859,75,65,131,393,280,96,180,317,682,287,672,159,383,0,432,345,287,292,91,277,284,231,2740,335,703,325,68,38,74,823,108,409,1427,218,26,204,159,250,265,279,851,267,131,314,23,772,85,472,22,159,242,1756,146,63,98,351,157,295,222,215,213,103,624,431,369,144,290,275,845,482,171,182,849,214,535,66,47,364,793,89,167,1850,1849,196,166,1296,56,79,29,350,775,52,103,82,112,0,499,826,259,73,37,1675,51,228,20,13,44,184,3083,65,74,75,212,158,270,48,0,190,273,12,106,821,79
653c972b92d846f3b6b199c4f5257025,537,72,0,4,0,353,231,657,18,34,126,0,489,186,3,17,199,413,73,4,50,7,65,1066,1,223,35,3,0,223,167,0,1,532,1,52,0,232,0,1402,5,3,352,2,12,78,172,111,25,56,822,218,246,95,284,1,4,334,21,0,61,304,29,3,59,0,243,5,64,260,181,54,57,64,115,16,46,888,36,77,353,2,347,381,0,0,46,56,1,161,21,3,178,5,3,102,556,5,0,1,2,15,3,1,99,1,17,280,33,2,2,315,57,240,1,485,72,4,9,96,163,1,209,105,26,3,2,0,5,1,0,280,91,161,958,1,335
e78a270ccd8d01d326e840cd85e1c1e2,403,64,200,95,13,192,115,444,944,569,595,559,75,402,129,63,74,378,199,111,253,243,206,411,478,164,449,28,316,414,124,115,38,221,389,350,30,136,316,128,42,60,174,296,165,251,754,320,577,430,509,236,64,203,388,98,86,493,12,384,33,362,0,148,428,0,217,50,226,254,60,210,91,212,284,130,175,454,182,144,424,151,292,363,238,191,332,124,127,151,74,594,164,109,166,505,362,106,210,444,145,98,28,777,241,73,131,166,36,0,100,1395,279,80,8,463,52,305,10,5,102,49,1428,131,59,58,217,129,372,93,0,501,409,7,405,199,69
b3703a2157a018a94473b0861589dde0,584,800,366,122,0,193,157,140,1560,1357,623,1452,182,1504,249,151,189,1166,568,589,448,256,835,145,472,1076,309,90,368,1252,667,0,202,112,534,1298,74,612,868,217,143,78,248,974,244,549,1332,629,1135,1115,1023,471,233,852,1131,22,430,2090,93,1297,126,905,195,427,953,0,195,249,511,677,144,1253,209,658,510,298,805,1317,1126,836,1215,0,905,1365,238,386,978,609,771,213,118,663,780,176,383,1462,624,63,602,696,429,292,103,69,758,351,775,745,67,5,174,1851,856,184,35,1191,196,323,52,21,687,34,1155,1043,156,448,116,637,469,21,2,970,2132,44,251,588,245
fc7e77e237e910e3f38dbb8e3c69c5bd,545,32,16,26,0,1043,823,458,6,6,1130,163,114,178,3,13,777,161,39,0,1187,50,14,522,117,17,610,5,56,7,67,24,0,129,431,41,0,64,71,146,6,4,9,8,69,333,45,45,8,79,211,79,99,32,158,21,0,59,5,76,25,148,4,6,3,0,345,12,4,510,67,6,147,22,38,6,35,247,4,38,16,29,156,179,8,9,12,19,7,17,4,98,63,2,73,35,127,1,63,14,168,5,0,0,11,7,0,140,0,0,15,0,26,23,0,204,13,45,0,6,142,18,78,74,5,0,23,19,0,0,0,12,491,32,4,2,525
a589fa026973c67d0f1c7b741d85b90c,94,2,2,7,1,4122,743,4272,0,0,1938,162,0,110,1,2,534,1065,6,1,1990,79,0,5496,857,326,2113,1,153,37,70,0,1,827,817,2,1,190,45,3006,2,1,104,482,15,541,15,25,0,2,1343,191,779,172,19,0,1,319,2,164,1,301,4,1,7,1,89,143,8,1542,371,81,99,3,39,1,95,1247,34,9,38,0,3350,63,2,12,0,168,0,33,1,38,0,1,204,523,0,0,918,0,246,0,0,0,0,107,0,782,0,108,0,0,0,984,0,0,479,353,45,72,560,99,0,463,329,87,0,759,0,0,0,0,1474,242,0,4,4315
ad23727bc3e6dc84a4c52399fe4f0d39,736,1730,3229,707,40,512,555,3227,6143,4068,2926,9234,169,10702,718,461,873,4337,3067,2109,1843,2495,2754,1847,5192,3527,686,301,3480,7415,3149,218,417,2930,2590,3488,107,4532,4323,544,977,161,606,5670,1105,618,7561,2368,6451,2258,4563,2395,504,3307,3054,192,1047,15017,217,5721,109,4208,67,2664,7243,59,895,566,5641,1699,53,6521,705,2267,1056,835,2028,6667,6442,3234,6397,992,4176,2282,491,4386,4258,879,1800,544,826,6318,1821,842,3232,8323,2117,67,4009,4665,1613,1356,206,574,799,392,2885,2078,207,15,1079,4166,1918,856,60,2382,645,1862,39,141,2158,294,1175,4827,681,685,385,5296,1447,82,16,2729,1461,122,803,4896,8
a87086e2ee322da102d8a52c4de21683,284,0,0,0,0,105,0,0,0,0,0,0,0,0,25,14,0,216,32,14,50,28,462,0,0,183,0,19,0,0,25,40,0,0,33,0,0,0,1,0,9,0,0,0,0,157,189,110,0,0,231,0,60,21,0,34,0,0,55,19,0,138,30,40,0,0,175,0,0,56,53,123,0,0,0,0,36,298,94,34,0,52,0,0,0,0,272,74,371,0,0,1,0,0,13,69,395,0,211,75,16,0,0,0,88,1,0,0,16,2,32,0,0,0,1,465,0,12,3,13,0,12,0,0,0,2,3,164,5,2,0,44,165,23,2,3,265
f80a7e9c950f857ec31ac4d0cc9c6a03,223,80,83,29,0,72,43,183,178,125,253,182,29,197,43,19,24,144,58,25,75,71,70,135,120,42,174,0,66,149,70,31,15,77,107,87,0,93,101,75,18,26,49,110,54,75,183,50,146,96,142,138,29,62,154,22,40,216,7,117,17,73,0,57,136,7,105,32,65,85,23,48,36,119,132,67,65,197,32,69,155,42,167,298,97,86,97,33,68,56,25,139,66,26,42,280,117,25,96,84,29,35,11,52,160,16,48,77,30,0,29,280,151,35,0,160,22,66,0,9,53,14,285,75,18,21,48,106,55,12,0,87,154,32,30,21,74
73e42306e185be6f0c6060d4ed924469,196,74,237,24,4,38,2,154,328,344,343,824,47,520,38,18,2,88,254,29,219,106,34,71,285,72,58,10,177,742,130,84,10,165,342,718,7,351,454,123,22,19,154,616,68,63,775,361,321,548,130,261,49,240,291,100,20,754,2,684,29,208,3,41,402,0,342,47,276,166,26,105,4,350,499,122,464,83,146,94,546,238,415,119,113,220,64,66,28,25,39,528,214,38,73,2302,743,337,48,252,51,18,0,625,253,12,40,41,67,0,22,1051,327,11,97,783,7,85,0,10,45,30,2419,67,22,0,140,58,323,94,0,669,230,30,3490,274,11
3bffd5a2b1cf48b46d1e51628c3551fc,222,36,62,15,0,221,71,256,32,62,148,39,104,218,14,15,24,46,59,7,62,60,27,297,109,35,203,3,62,98,60,106,3,56,40,49,0,81,21,292,13,14,128,124,31,239,109,30,103,60,32,81,57,59,192,42,20,60,9,36,40,108,10,16,67,0,163,11,41,156,61,52,33,65,73,48,67,30,44,42,159,64,176,268,156,45,46,26,53,56,16,12,121,15,13,80,183,0,138,54,8,32,22,181,300,10,26,158,105,0,20,259,90,51,0,338,9,18,0,0,79,49,0,86,27,0,254,48,186,169,0,85,20,146,27,218,61
9b5ce504ace88223f14f8b0848d1b054,946,354,24431,1451,16080,0,251,6403,1589,1189,7005,6479,5011,5873,422,330,56,5061,186,95,521,6616,95,9680,8974,304,16962,23077,5601,24682,94,74,14484,2953,572,8179,27689,18055,10745,1375,34504,36644,31193,1053,1052,0,2519,12804,903,19791,1865,19144,178,109,7911,181,55259,8564,0,7878,3069,81,42,1589,16766,19122,680,25299,6177,2017,302,342,115,35158,16748,25810,226,5962,182,671,59415,26,1345,8170,51089,20141,59,122,85,14551,30197,394,6630,48393,3962,929,378,74,10389,2293,8270,1311,1249,38,156,34347,1097,13480,39,56247,1452,282,127,2805,108,232,1276,12941,16428,19997,16888,1775,119,4093,1239,19080,88,4973,154,33,36176,204,469,7193,1,11164,4348
6d5171bbc6ef97262119e6d152d82164,365,98,1304,284,0,0,0,49,0,0,917,0,0,899,2677,2237,0,59,39,32,0,231,0,371,26,135,203,721,31,31,0,0,104,12083,0,22,0,37,0,131,28,275,44,22,185,0,142,64,0,1458,661,48,0,83,21,0,84,28,1929,0,64,41,157,250,65,0,2416,23,1329,746,0,53,0,97,154,804,0,245,0,66,54,0,0,111,164,70,0,907,0,174,492,0,13,65,3,48,30,30,102,1,23,1,2,43,34,16,14,23,453,3,3,29,15120,6,22,57,1,34,7,1,19,4,493,4,1,2,136,7,34,97,1,28,1,1,1452,5,26
235c319ab46f87d377a28a34ba10bfa1,168,61,198,103,1040,17,4,189,500,433,791,615,4,545,11,32,30,275,293,60,322,236,125,80,644,148,99,12,331,416,69,182,41,80,360,200,928,133,414,10,61,13,6,206,247,160,903,180,339,56,101,45,75,264,620,212,15,142,12,416,20,481,12,43,150,626,33,50,118,275,7,56,56,49,63,12,108,290,266,10,48,173,81,30,13,155,168,159,175,5,81,316,95,41,95,277,310,86,748,30,34,122,17,147,264,456,138,182,131,11,0,170,40,128,0,386,68,185,6,31,104,12,411,326,172,352,82,318,165,20,0,86,236,36,33,769,3
89c209abd89a5232343a4c87c93cb4ea,210,32,49,1476,8,31,35,186,53,58,9,12,62,5,11,845,11,112,1450,6,31,756,11,219,13,40,35,235,368,90,37,12,142,41,27,471,0,211,0,606,22,1046,50,263,251,117,744,105,33,397,41,122,35,1760,87,47,2244,164,19,7,62,31,47,28,357,8,31,2464,94,111,68,39,37,447,108,116,63,56,58,43,124,14,540,29,573,232,12,228,0,181,5,20,37,23,19,73,729,2035,39,8,7,95,115,78,1544,97,55,0,286,11,4,97,973,15,690,504,10,10,26,0,16,36,243,0,0,106,4355,10,1120,119,0,44,7,434,7,139,89
f745d265f36ea7eac26d97280e690796,374,28,11,26825,0,24,0,934,35,45,37,0,0,32,17,284,0,369,169,8,215,191,45,1039,30,9,78,22,1200,0,13,0,8,0,402,30,0,546,0,12,1594,31,0,42,2735,72,753,32,29,106,20,796,11,124,194,0,153,412,0,0,0,0,0,38,10,0,167,49,15,36,38,24,0,2602,1165,292,8,149,10,34,20,0,45,82,32,28,48,41,29,20,30,250,0,639,0,14,12,12,9,73,0,72,33,7,17,63,31,7,0,0,179,9,15,0,14,10,0,0,31,0,3,421,11,4,0,64,17,0,9,5,0,9,0,39,16,3,3
20fe5c9f456999fe121cb1c16bf41e77,149,0,4,2,0,22,4,11,71,267,42,149,11,21,0,1,1,9,24,0,284,1,164,10,14,5,58,0,2,47,3,3,0,22,231,2,0,5,46,1,1,1,3,1,3,14,27,2,154,3,1,8,1,11,109,3,0,10,6,59,1,60,2,1,1,1,53,5,1,20,0,3,1,1,1,1,1,3,1,2,5,10,1,70,1,11,150,14,79,9,1,246,12,0,7,172,159,0,5,0,9,0,6,0,39,2,0,9,5,6,0,20,1,28,0,166,0,13,0,24,5,0,0,15,9,2,24,7,10,7,0,175,0,57,26,25,0
48082d1ff66a9207ede6bf05e9846d6e,193,248,419,153,40,61,95,898,503,402,414,1373,116,1376,186,110,134,761,465,394,805,427,522,459,999,268,282,64,471,1564,661,296,98,664,1055,1186,104,636,813,203,140,55,222,1009,304,415,1586,1138,353,1090,558,660,114,638,1623,234,195,1290,23,1111,84,668,45,526,1020,17,309,188,350,362,50,762,248,435,399,150,452,845,729,668,1218,326,705,1211,123,481,593,314,419,126,174,1278,538,224,223,2592,1112,358,1003,742,152,127,21,1416,393,133,348,419,29,11,87,2837,404,134,145,1145,207,305,8,26,225,16,1606,692,154,164,366,869,1448,82,0,1138,1339,12,246,279,53
695a1bb7c03f0f0b00d69b55fe30c4c3,105,110,24,13,0,157,161,83,4,20,133,310,385,136,22,25,109,31,168,30,118,61,295,69,62,363,104,31,45,103,208,45,6,135,107,40,17,225,119,79,5,7,102,12,17,134,183,193,23,104,19,199,319,110,275,39,8,325,31,216,62,268,10,67,51,4,100,52,34,116,83,109,34,40,48,12,53,30,75,262,106,58,16,73,12,44,178,66,145,51,12,35,301,0,18,374,934,10,7,47,49,8,0,0,159,0,15,114,33,0,10,175,32,78,0,1234,54,69,0,27,37,13,134,53,40,0,6,7,43,6,0,250,199,93,422,1,6
44166d043ae4422d941e1e4c779151f8,219,322,258,136,0,287,154,483,792,680,1164,847,113,954,151,136,134,621,355,157,154,423,485,528,881,603,390,31,684,707,662,144,57,132,418,439,12,654,347,188,43,35,208,313,145,365,598,194,843,720,847,547,202,407,533,71,119,1310,31,286,40,583,18,171,916,0,500,62,304,481,49,588,63,731,381,268,267,787,463,761,833,170,362,1908,144,269,974,227,199,449,33,563,265,63,498,558,300,15,671,403,343,127,33,77,93,74,155,275,36,0,227,483,302,137,7,511,102,415,66,8,296,84,211,222,94,99,96,599,106,23,0,521,177,17,7,137,32
