,Vil1.01B.FP11,Lyz2.02B.FP222.S70,Itg.22.FP518.S21,Vil1.03B.FP35,Vil1.13B.FP153,Vil1.07B.FP82,Lyz2.07B.FP283.S81,Itg.20.FP508.S11,Vil1.10B.FP115,Vil1.10B.FP116,Vil1.04B.FP46,Vil1.14B.FP163,Lyz2.06B.FP271.S69,Vil1.02B.FP22,Lyz2.01B.FP210.S58,Vil1.05B.FP58,Lyz2.07B.FP282.S80,Itg.16.FP484.S87,Vil1.05B.FP60,Lyz2.01B.FP212.S60,Vil1.09B.FP105,Vil1.05B.FP59,Vil1.08B.FP92,Itg.20.FP507.S10,Vil1.04B.FP48,Lyz2.03B.FP234.S82,Vil1.04B.FP47,Itg.24.FP530.S33,Vil1.03B.FP36,Itg.02.FP412.S12,Lyz2.02B.FP224.S72,Lyz2.05B.FP259.S56,Itg.04.FP422.S22,Itg.20.FP506.S9,Vil1.09B.FP104,Itg.26.FP544.S48,Vil1.13B.FP152,Itg.10.FP460.S62,Vil1.14B.FP164,Itg.06.FP434.S35,Itg.18.FP496.S99,Itg.24.FP531.S34,Itg.02.FP410.S10,Itg.06.FP436.S37,Vil1.03B.FP34,Vil1.07B.FP83,Vil1.01B.FP12,Itg.26.FP543.S47,Vil1.10B.FP117,Itg.26.FP542.S46,Itg.16.FP482.S85,Itg.12.FP471.S73,Lyz2.08B.FP294.S92,Vil1.06B.FP72,Vil1.02B.FP24,Lyz2.05B.FP260.S57,Itg.04.FP423.S23,Itg.12.FP472.S74,Lyz2.04B.FP246.S43,Vil1.14B.FP165,Lyz2.06B.FP270.S68,Vil1.07B.FP84,Lyz2.04B.FP247.S44,Lyz2.01B.FP211.S59,Itg.08.FP448.S49,Vil1.13B.FP151,Vil1.01B.FP10,Itg.04.FP424.S24,Itg.08.FP446.S47,Vil1.06B.FP71,Lyz2.08B.FP295.S93,Lyz2.03B.FP235.S83,Lyz2.07B.FP284.S82,Itg.10.FP459.S61,Itg.12.FP470.S72,Itg.10.FP458.S60,Lyz2.08B.FP296.S95,Itg.16.FP483.S86,Lyz2.03B.FP236.S84,Lyz2.02B.FP223.S71,Itg.02.FP411.S11,Lyz2.05B.FP258.S55,Itg.06.FP435.S36,Vil1.02B.FP23,Itg.22.FP519.S22,Itg.22.FP520.S23,Vil1.08B.FP91,Vil1.06B.FP70,Vil1.08B.FP93,Itg.08.FP447.S48,Itg.18.FP494.S97,Vil1.09B.FP103,Lyz2.06B.FP272.S70,Itg.18.FP495.S98,SLCFP072,LYZFP308,LYZFP307,LYZFP331,SLCFP131,SLCFP078,SLCFP070,SLCFP023,SLCFP022,LYZFP355,LYZFP319,SLCFP005,SLCFP024,SLCFP053,LYZFP320,SLCFP095,SLCFP077,LYZFP356,LYZFP354,SLCFP112,LYZFP332,LYZFP306,SLCFP113,SLCFP071,SLCFP004,SLCFP094,SLCFP052,SLCFP076,LYZFP330,SLCFP054,SLCFP114,SLCFP006,LYZFP343,SLCFP132,LYZFP344,LYZFP342,SLCFP096,LYZFP318,SLCFP148,SLCFP166,SLCFP150,SLCFP167,SLCFP149
f745d265f36ea7eac26d97280e690796,380,28,11,26825,0,27,0,934,35,45,39,0,0,36,17,284,0,369,169,8,215,196,45,1039,30,9,81,22,1200,0,13,0,8,0,402,30,0,546,0,12,1594,31,0,42,2735,72,753,35,29,106,20,796,11,125,194,0,153,412,0,0,0,2,0,38,10,0,167,49,15,43,38,24,0,2602,1165,292,8,149,10,34,20,0,45,85,32,28,48,44,29,20,30,250,0,639,0,14,12,16,9,73,0,72,33,7,17,63,31,7,0,0,179,9,15,0,14,10,0,0,31,0,3,421,11,4,0,64,21,0,13,5,0,9,0,45,16,3,3
48082d1ff66a9207ede6bf05e9846d6e,193,248,419,153,40,61,95,898,503,402,414,1373,116,1376,186,110,134,761,465,394,805,427,522,459,999,268,282,64,471,1564,661,296,98,664,1055,1186,104,636,813,203,140,55,222,1009,304,415,1586,1138,353,1090,558,660,114,638,1623,234,195,1290,23,1111,84,668,45,526,1020,17,309,188,350,362,50,762,248,435,399,150,452,845,729,668,1218,326,705,1211,123,481,593,314,419,126,174,1278,538,224,223,2592,1112,358,1003,742,152,127,21,1416,393,133,348,419,29,11,87,2837,404,134,145,1145,207,305,8,26,225,16,1606,692,154,164,366,869,1448,82,0,1138,1339,12,246,279,53
b3111baca54677926264de26b4a9bf7a,103,8,3,18,7,8,0,2,0,11,0,3908,15,239,3,16,0,11,65,6,83,34,203,14,0,14,0,60,6,0,17,194,0,17,64,4,30,0,1691,5,0,0,3,0,10,13,46,653,14,15,0,4,28,43,654,77,0,0,8,1331,23,27,0,16,0,3,204,3,0,31,7,5,0,0,0,0,0,3,2,20,6,175,0,114,8,20,138,140,112,0,0,12,22,4,69,307,14,6,18,0,110,0,1,0,19,1,0,10,4,1,0,1,1,69,2,133,15,16,5,13,2,0,11,5,36,3,21,8,100,5,0,658,302,5,130,0,5
87c1f25ee57f851893eda4c10a460604,110,8,38,92,11,6,0,24,0,22,31,773,22,392,15,56,0,284,77,0,13,43,0,48,0,226,0,7,26,57,0,23,19,55,0,39,10,15,472,72,11,9,56,24,267,0,132,51,1,21,206,16,36,451,250,28,23,36,360,456,16,200,73,11,14,0,103,131,5,604,10,110,0,28,7,0,0,200,147,22,81,9,22,158,51,112,0,79,0,10,30,0,96,13,4,633,115,21,5,32,15,12,21,8,8,7,16,9,6,19,21,67,28,35,7,348,12,19,7,490,10,40,14,0,7,16,5,17,30,0,0,7,679,49,2,287,2
e8ed0e081283c5963ce9860944f651c6,50,0,6,6,0,38,0,32,9,57,26,316,9,48,3,63,0,23,133,0,102,30,1162,56,17,18,27,9,65,13,0,4,0,199,78,0,3,21,120,3,0,3,8,0,36,31,32,68,48,7,0,16,19,104,47,4,0,63,9,143,13,219,5,0,4,7,39,22,3,94,8,0,0,3,16,0,6,0,0,0,9,0,0,24,3,40,620,360,1285,0,9,38,28,0,0,142,17,0,11,2,8,0,0,0,7,4,2,41,3,0,0,5,7,38,3,24,6,0,0,32,23,3,15,2,0,2,13,7,49,0,0,394,347,4,218,1,5
b3ef12a80d40902556c2fd4de5924438,37,23,20,18,0,216,10,29,17,19,84,69,11,36,31,16,7,53,34,9,8,43,22,25,41,51,126,0,60,11,66,13,0,0,5,20,0,10,38,48,0,0,31,26,17,176,25,6,13,22,52,19,14,74,30,0,0,20,12,39,5,91,3,9,15,0,38,3,2,152,15,60,3,17,30,17,15,53,57,59,24,8,30,41,49,15,41,38,16,27,0,11,15,0,10,29,138,48,27,9,14,0,3,9,63,5,0,11,15,0,19,39,27,9,0,313,0,18,0,0,11,21,65,4,4,4,49,7,22,11,0,49,7,91,28,46,58
108627a3879bcb1138b2c54c39e9f4a1,28,12,12,20,4,129,17,150,9,34,31,694,105,103,0,49,13,83,157,7,399,112,378,159,16,46,33,34,34,22,56,0,0,318,195,26,8,16,159,33,0,4,12,9,50,63,33,216,16,70,43,15,376,154,225,0,7,33,14,199,11,381,5,15,2,0,43,40,8,372,33,15,9,3,0,3,17,73,25,32,22,0,18,26,20,53,449,129,330,3,37,8,83,2,0,309,406,18,36,32,11,0,0,8,56,0,0,30,16,6,14,23,1,18,0,591,0,17,0,55,45,12,11,12,0,0,2,28,31,2,0,303,99,20,244,1,1
2ce5f984c303607afe63f839e492f57b,84,322,49,210,56,113,9,558,76,1393,350,7157,25,507,134,307,10,296,1082,61,1715,498,9420,538,111,82,163,510,158,29,335,11,16,1614,799,18,49,72,2504,82,57,19,33,5,531,174,114,4941,2092,64,145,90,58,1481,101,24,6,91,113,3841,9,2745,45,307,76,4,57,77,26,1459,28,51,4,132,55,38,47,167,108,387,68,18,6,48,75,202,5666,2518,10889,52,265,100,47,69,10,4359,224,110,21,301,16,13,28,63,209,0,34,46,250,19,330,205,122,194,424,497,22,40,3,125,33,519,164,14,84,11,190,45,1083,30,0,8957,1614,35,2334,61,108
a30dd65fa0f17c9ffe88b70cc66d024b,11,3,0,0,0,28,7,30,5,17,13,8,5,4,0,0,3,16,8,0,16,6,8,18,8,7,14,0,5,16,6,3,0,13,5,3,0,5,3,17,0,0,11,3,0,12,3,0,33,6,17,7,10,8,9,0,0,7,3,8,0,22,0,0,4,0,8,7,4,15,12,0,5,3,4,4,20,18,0,6,15,3,15,12,7,3,11,0,9,5,0,0,0,0,3,4,14,0,9,5,5,5,0,0,24,3,0,14,4,3,0,12,4,6,0,28,3,11,3,7,9,5,16,0,4,3,4,3,0,5,0,5,6,8,3,4,21
4c8288bfbd76958c0c094d87b97650f8,14,9,0,301,1278,9,5,0,12,17,15,8,18,12,11,347,0,8,42,22,0,47,0,10,5,8,7,6,131,0,32,3,6,20,5,7,246,7,8,8,16,12,0,12,94,0,90,14,14,8,6,0,7,15,24,17,9,10,18,21,17,59,6,12,12,164,8,15,0,60,28,7,6,6,0,0,7,9,0,0,0,0,0,16,0,10,5,13,0,0,6,0,5,0,0,385,342,352,0,0,0,0,0,111,169,208,0,0,87,0,0,217,329,0,561,398,0,0,64,0,41,0,545,0,0,148,374,0,365,146,0,305,1960,5,69,4,21
fbbeae3dceada6928b2cdc472f5d9901,122,0,0,325,7317,0,36,0,1864,940,904,266,40,183,0,105,0,0,87,41,360,541,88,0,519,0,1352,0,331,0,0,0,0,0,889,0,15503,0,161,0,0,0,0,0,210,77,213,0,806,0,0,0,38,75,119,24,0,49,63,219,0,123,0,0,0,9870,112,0,0,225,48,0,21,0,0,56,24,0,0,0,0,0,0,157,0,0,75,41,75,0,0,913,0,0,568,4,1,1,4,1,3523,114,8,1,1,1,208,649,1,1,0,2,1,90,1,2,42,2299,1,1,716,1,1,554,17,2,1,7,51,1,0,2,727,21,1,1,4570
f9130f059b9380b9961aef118b3a529e,23,9,6,33,4,62,13,63,48,194,24,559,45,60,0,52,16,86,181,0,195,46,1263,85,6,40,27,33,62,12,23,0,3,271,238,7,14,29,214,37,11,3,6,7,58,60,24,189,203,29,37,6,34,151,41,0,5,36,21,270,7,334,0,9,8,0,15,62,13,336,15,6,5,10,9,0,7,53,6,11,12,3,13,5,17,44,540,242,500,11,27,60,40,0,10,522,119,9,13,13,0,0,0,0,30,0,0,30,0,0,4,17,1,10,2,165,4,12,0,59,12,8,34,6,0,4,3,10,38,0,0,392,278,17,292,0,5
f0deb5bac19f248fce27d93d918d3464,6,3,0,3,0,9,15,15,59,123,20,48,7,4,0,0,16,13,6,0,227,6,23,30,4,5,20,3,4,9,5,2,0,20,129,0,0,0,16,23,0,0,4,0,0,19,0,6,119,6,7,0,3,7,3,2,0,8,3,22,0,16,0,7,0,0,5,3,0,11,8,2,10,0,0,0,0,8,2,8,8,0,16,3,2,5,25,12,25,0,0,109,9,0,0,137,20,0,6,0,10,0,0,0,19,0,0,6,9,7,0,15,9,8,0,47,9,8,0,0,0,0,13,0,4,0,0,6,0,0,0,15,34,2,4,0,16
ad4e760fa406db6470c29766422a47d2,1,8,3,15,92,18,4,5,137,648,36,959,3,26,3,19,5,50,345,4,665,7,1032,1,15,5,16,17,25,1,24,4,1,485,654,1,42,1,484,1,1,0,1,1,21,10,1,191,832,2,14,1,15,211,1,0,0,5,3,887,1,778,1,2,0,22,1,33,5,596,5,5,7,5,1,0,25,16,2,11,1,2,1,1,5,7,1501,295,1143,1,12,208,31,2,0,5875,35,26,0,0,0,0,0,0,22,0,0,0,0,0,0,75,147,0,78,59,0,0,0,7,0,0,88,0,0,0,111,0,318,0,0,1264,137,6,2027,56,0
292a57429f3bed0adc53c07dc4c62c9f,7,0,2,8,2,5,1,6,30,258,7,284,0,27,0,20,0,11,85,0,571,8,335,5,3,4,4,9,18,0,2,0,0,137,453,0,3,2,182,2,0,0,0,1,21,16,14,39,284,9,4,5,10,126,8,0,2,6,28,188,2,160,7,0,0,2,5,17,0,243,4,0,1,0,2,0,3,2,2,0,0,0,4,4,2,8,207,184,389,0,7,48,9,0,0,395,18,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,23,0,0,0,16,0,64,0,0,170,194,0,49,1,0
e5450be8d98da604aa4a1fa0ed722fe1,7,3,0,0,0,13,0,1,0,0,4,5,0,4,3,0,0,5,2,0,0,0,0,0,2,7,4,0,5,0,5,2,0,0,0,0,0,0,2,2,0,0,0,3,0,11,3,0,2,0,4,0,2,2,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,14,0,5,2,0,2,3,5,3,4,3,0,2,0,6,0,0,3,1,0,0,0,2,4,0,0,4,0,6,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,6,0,2,2,2,3
49e9cee41713f4c00f8b171ecaff09b5,8,0,0,0,0,23,16,5,6,48,19,120,43,36,0,17,6,7,58,0,157,21,289,10,2,10,7,6,13,5,0,0,0,53,99,3,2,12,64,2,0,0,5,0,14,11,14,17,43,9,0,9,47,26,21,2,0,15,7,100,6,87,0,0,0,0,13,13,0,71,8,0,0,2,3,0,2,0,0,2,2,0,0,12,2,10,269,108,252,2,7,15,23,0,4,200,21,0,0,0,0,0,0,0,8,0,0,5,0,0,0,0,0,3,7,65,0,7,0,12,15,0,3,4,0,0,0,0,36,0,0,149,103,2,44,0,4
f5bf4e20e8a4c371b702c2cf491f56e8,1,0,1,13,229,1,0,0,1,1,2,917,3,52,0,3,0,6,81,1,0,5,96,4,2,2,2,6,15,1,1,0,0,96,0,3,54,2,441,5,1,0,2,2,34,1,2,151,2,5,0,0,0,155,4,0,0,2,5,679,2,364,0,1,1,80,3,3,1,32,1,0,0,3,2,0,0,0,1,2,2,0,2,2,0,8,50,29,131,1,4,1,2,2,0,426,33,16,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,178,0,0,0,0,0,12,0,0,0,0,21,0,69,17,0,712,494,6,37,0,5
18285598fe8215895e323b758326f2e2,4,0,0,0,0,0,0,0,0,10,0,0,0,3,0,3,0,4,5,0,6,4,29,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,3,3,7,7,0,0,0,0,6,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,26,17,28,0,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,17,0,12,0,0
9ff8565480eb4d1ae1feec02a0dfce35,11,1062,10718,4047,109,0,75,12,12280,9794,29,10975,492,3174,113,2016,39,892,810,13,11393,669,21,19,0,60,14,29293,987,19557,158,584,2198,260,14810,5563,290,1049,10967,728,8,958,12616,335,4884,11,80,3314,8271,13159,384,1151,221,44,3988,4446,1134,917,48,11388,7982,256,14,232,800,113,30,1090,440,78,260,41,82,2257,2501,1323,48,365,26,432,37355,673,287,2008,269,2202,22,36,29,195,40,9920,339,23,740,171,324,115848,24,127,1122,582,1788,104,172,32,481,41,91,48,32,116,315,1236,153545,366,512,629,0,34,101,82,44829,0,676,36,284,26,382,100,25,5884,1139,22857,13,1,1
028e2c1b650e2e2b5847154a153e0166,5,0,0,0,13,8,8,0,5,5,4,10,5,5,0,0,4,0,16,0,11,8,6,0,0,4,5,0,1,0,22,0,4,0,12,0,14,0,8,0,0,0,0,5,1,0,11,0,9,0,0,0,6,115,0,0,11,0,3,18,3,14,7,0,0,9,4,0,0,10,12,0,0,0,0,0,1,0,5,7,0,4,5,0,0,0,4,30,5,0,0,0,10,0,0,17,14,16,0,0,0,0,0,6,19,7,0,0,4,0,0,11,22,3,12,24,0,0,2,0,0,0,26,0,0,7,18,2,0,9,0,21,0,0,0,0,0
8fde870b4c3464dbd28fb743c07f36f1,2,0,3,2,0,6,0,0,162,150,4,0,0,5,0,0,0,6,0,0,20,0,5,5,2,0,4,0,0,0,0,0,0,6,27,0,0,0,0,0,0,0,0,0,4,3,0,3,128,0,2,0,0,5,7,0,0,3,0,0,0,12,0,2,0,0,0,3,0,8,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,19,2,19,3,0,41,0,0,0,12,0,0,0,3,3,0,0,0,0,0,4,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,5,10,0,3,0,0
3311c81da0640c29e6d9ed4f0529d3d5,2,0,0,2,0,17,0,3,0,0,21,58,0,10,0,0,0,16,4,0,115,3,0,0,14,0,27,0,2,30,0,0,0,2,72,2,0,2,14,0,0,0,16,0,2,2,0,0,0,3,7,5,0,5,7,0,0,8,0,30,0,32,0,0,3,0,2,2,0,24,0,0,0,0,0,0,0,6,0,0,12,0,0,2,0,0,0,5,0,9,0,44,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,3
4aa01b032f6f21994f27fd7c9ef08933,2,0,0,0,0,0,0,0,0,2,0,9,0,0,0,0,0,0,3,0,5,0,16,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,15,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,2,0,0
