#OTU ID,Lyz202BFP222S70,Itg22FP518S21,Vil106BDTT70,Vil107BFP82,Vil110BFP115,Itg24DTT530S25,Vil104BFP46,Vil114BFP163,Lyz204BDTT246S87,Vil102BFP22,Lyz201BFP210S58,Lyz206BDTT270S112,Itg16DTT482S77,Vil105BFP58,Vil104BDTT46,Lyz207BFP282S80,Lyz203BFP234S82,Vil109BDTT106,Itg24FP530S33,Itg06DTT434S27,Itg04FP422S22,Itg22DTT518S13,Itg20FP506S9,Vil103BDTT34,Itg06FP434S35,Lyz201BDTT210S50,Vil105BDTT58,Itg02FP410S10,Itg12DTT470S64,Itg02DTT410S2,Vil103BFP34,Itg08DTT446S39,Itg26FP542S46,Vil101BDTT10,Itg26DTT542S38,Itg16FP482S85,Vil1010BDTT118,Lyz205BDTT258S99,Lyz208BFP294S92,Itg04DTT422S14,Lyz204BFP246S43,Lyz206BFP270S68,Lyz207BDTT282S124,Vil113BFP151,Vil101BFP10,Itg08FP446S47,Lyz202BDTT222S62,Vil102BDTT22,Itg10DTT458S52,Itg12FP470S72,Itg10FP458S60,Vil108BDTT94,Lyz205BFP258S55,Itg20DTT506S1,Lyz203BDTT234S74,Vil107BDTT82,Vil108BFP91,Vil1013BDTT154,Vil106BFP70,Itg18DTT494S89,Itg18FP494S97,Lyz208BDTT294S136,Vil109BFP103,LYZdtt342,SLCFP070,SLCdtt022,LYZdtt366,SLCdtt070,LYZdtt354,SLCFP022,LYZdtt330,LYZFP354,SLCFP112,LYZFP306,LYZdtt306,SLCFP004,SLCdtt004,SLCdtt112,SLCFP094,SLCdtt076,SLCFP052,SLCFP076,LYZFP330,LYZdtt318,SLCdtt052,LYZFP342,SLCdtt130,LYZFP318,SLCFP148,SLCFP166,SLCdtt148,SLCdtt166
PWY-6588,116.224,168.8093,2654.2978,1214.7707,4746.4961,2113.1703,411.987,11664.5409,693.9569,1773.9817,70.5138,1198.5636,307.8736,1420.6321,846.3005,212.0056,607.6066,8347.7777,671.9808,1192.3241,37.8843,1014.1171,5673.8648,1896.718,570.9069,1072.8163,5539.0768,111.8081,660.2938,324.5028,1427.1081,200.8241,566.5148,433.2217,743.8862,528.3386,8603.4125,338.396,567.1521,1224.8051,253.5854,101.9409,1772.0742,187.2966,374.6122,69.1643,452.5744,327.5638,302.1336,73.2263,21.3032,6515.6289,55.7903,1151.0763,772.8803,3597.4714,9674.4883,3981.4214,5312.0593,1559.0637,458.2828,835.8187,2220.2069,1428.3873,87.7723,3593.5455,715.4976,334.2082,201.0341,135.1565,1074.8888,582.3811,264.1516,2631.3097,442.4317,63.3556,175.5837,0,951.8663,1062.0867,274.902,63.598,1280.7402,2549.3219,200.379,153.4366,94.1105,8226.8165,7157.4608,284.0531,12105.9338,169.7043
PWY-6590,84.515,48.0465,0.7932,415.1429,225.342,1488.4738,395.5805,62.8496,143.7411,185.0785,80.0409,669.4483,142.2746,1720.4555,396.8968,4.3667,32.1164,466.5277,46.0219,851.3715,26.7758,423.1944,84.9235,647.526,353.722,258.7659,4.0631,131.0926,424.4105,303.0199,2139.2359,108.0099,212.2317,332.6849,480.7599,95.0686,484.3997,101.4815,124.5124,223.8465,43.5143,59.3668,577.3559,290.5053,193.1728,55.8778,192.7234,71.6394,181.0176,778.4413,207.3692,8.753,0,843.6615,409.8656,5.1345,172.0303,2081.5295,488.6821,612.5823,62.9572,344.3188,422.3514,846.0536,64.4239,442.9151,398.1891,28.3412,208.7816,90.0668,459.6067,733.9373,121.1029,989.2298,352.0857,99.9703,140.447,0,0,1158.3174,89.8512,356.3066,853.3843,1141.8101,35.3118,201.9924,62.7869,677.9138,3430.0601,382.5722,480.9939,96.4288
PWY-6608,1517.3838,1616.0207,3263.4944,11720.8827,5789.2362,4445.8719,8413.995,11309.4816,2248.9302,7284.5386,438.2969,2929.7515,1968.0834,7568.3827,2110.4311,5342.5448,7729.305,13525.352,804.4592,3612.0351,83.8994,3835.687,20924.9048,4420.4716,11413.5537,2670.588,7987.2351,4373.6853,1545.8608,1850.0705,2795.0251,320.9334,1956.3947,2070.2941,1511.3639,15314.9616,14416.5622,1585.6843,4659.4431,4440.007,1975.74,819.5452,11853.729,8328.2736,8387.8984,471.8516,986.3405,1537.6182,547.444,876.3921,271.2233,7819.1121,1179.9199,3581.9666,3600.8144,4342.3301,13076.608,11776.5306,5841.8287,4495.8057,806.7366,1611.5171,4120.6349,2464.3226,7897.5771,6503.7766,1690.2782,1110.3569,579.8717,529.4784,1690.2255,1973.1988,4118.8407,19118.8497,1127.556,986.878,721.6375,229.1866,2278.8331,1870.3155,6929.438,438.7556,4072.0985,9493.6996,2408.5338,573.3302,2716.6422,16418.7341,17130.5876,5214.5791,22061.6901,1739.1218
PWY-6609,157771.3133,60892.1704,2151.0709,48813.9078,57944.8244,21238.9161,44990.0955,80656.4448,15421.2231,52232.8062,154276.4422,54510.1067,13554.7242,64110.8129,13259.6423,21072.5407,115063.1031,11603.4269,103147.8166,49216.1222,94842.2038,22017.2799,58183.6653,25711.2747,101831.8069,36181.2144,5581.2867,64265.7948,40787.0178,87124.2827,68616.3288,12468.911,75908.2526,16678.3502,32137.7017,41024.9616,12882.2048,23943.3708,28520.7029,78861.5493,27141.2117,27496.4117,42103.28,38254.2329,54425.8345,24592.7591,94047.41,12837.8714,40093.4861,46526.495,54500.6796,5110.2858,12481.265,26180.7322,43642.9012,2848.9149,47029.025,16376.6851,33686.8214,23194.932,32308.1787,8214.4089,36522.439,42709.8612,34314.4663,40299.1871,32207.2306,9001.104,43973.1304,16528.8762,36713.1726,163249.8008,11262.3957,139898.1955,37119.4238,11505.9111,10367.9928,1972.5974,18515.1234,58987.5493,31927.1604,69251.2301,127692.6633,135255.8642,31669.6522,52653.239,7724.2519,69370.3882,38717.6723,101865.8065,68940.7925,283381.4116
PWY-6612,2997.3745,6349.7526,2967.3575,24504.7522,13654.9117,5720.6235,12518.4292,23449.4969,2719.2394,13021.5721,2241.973,4967.2713,5563.8909,8081.6548,4680.5098,2386.3639,10139.2544,9326.8264,4039.0824,7707.2571,1699.6525,4255.9821,16753.2821,14373.2974,18619.9465,3077.7692,6693.5833,11129.7209,7081.5591,12605.9188,11491.294,2529.9008,15342.7073,2370.389,8266.9575,17142.6942,9844.376,9425.3953,6156.9887,5599.8507,2388.0287,3421.9687,7833.7769,36813.9909,13726.8852,4355.0814,2841.3049,2473.4918,2966.7298,8421.6935,6021.0345,7235.3878,4180.6273,3909.9531,5056.4708,3999.995,14062.0708,12265.0597,9467.3739,13720.2521,6351.1976,1802.4871,10487.5534,6988.8428,8769.9074,17174.0101,12133.4788,1411.982,4233.1023,3227.5435,6649.6185,7252.9291,4792.5795,51102.67,3044.1849,1525.2542,1284.7727,371.1531,2516.3024,6763.3758,7527.3796,3184.0119,23659.6801,12838.4424,5111.1972,3039.9503,1236.986,17118.3328,15692.0195,15867.4369,24075.2324,18101.0781
PWY-6628,8301.1989,7695.368,2390.3212,34337.4181,26985.1836,4009.8583,26142.9944,27612.2387,1293.1399,20356.0466,5003.2973,6205.8157,7230.0522,2777.6107,7498.9153,7262.2947,3249.3932,7791.7821,3808.4577,8718.2253,2542.3205,2368.444,2272.522,7062.7004,23061.4834,3070.584,4993.4425,249.5187,14727.5063,6043.7946,13951.3767,4721.6618,14586.0627,2240.6952,4040.7794,32029.9674,7878.5427,12523.1818,5204.3268,3828.9785,501.6031,5287.7892,11211.7422,7350.831,11614.0376,10538.7694,4718.6057,4659.3805,3945.4764,18953.587,7520.6385,5872.562,6641.2028,2445.3893,2106.418,3252.4207,9831.1415,6539.41,15141.7894,11927.2976,11797.668,1467.6124,20493.9588,8808.0768,2891.2479,16112.3177,12270.8611,1226.4218,4221.4363,8395.4378,15072.7491,17650.245,1846.846,10476.4361,2956.0903,1114.9069,1271.7864,325.1428,1830.9494,1868.0289,2678.1337,1033.1325,79591.2258,5437.8208,2685.5118,14168.9378,1100.3199,16276.2617,8875.6755,22027.6093,28653.9924,8163.2609
PWY-6629,26.899,0,2327.0524,26.9813,35.9574,2635.1022,44.9072,23.9906,126.5754,35.9491,32.7527,1925.4458,176.7253,941.8743,1559.0597,0,23.9484,7074.8182,17.9505,1532.4041,17.8662,594.961,59.8871,689.0348,23.9771,331.292,4936.3749,0,65.7087,524.8916,275.885,120.1384,23.9712,727.6579,665.2121,17.9899,7298.1575,142.5019,20.9612,214.3115,53.1736,50.5065,885.7861,482.4995,23.9691,0,256.8477,794.3665,160.8895,0,0,5706.7279,0,1571.2281,564.3521,3152.9443,14.9942,5656.6955,38.9324,730.1476,17.956,515.8397,0,1346.7275,0,328.5201,613.532,0,454.3322,0,694.7119,919.2473,0,1166.1335,672.8378,172.5692,231.615,0,0,231.6657,121.1819,0,1583.9888,1438.7941,41.823,408.0602,104.1166,896.3745,5012.6425,14.9886,2.9998,2.9994
PWY-6630,8114.7475,7617.013,2390.3212,34236.6871,26105.8436,3994.3232,25578.2033,27385.1955,1280.876,19654.084,4865.3969,6193.9351,6917.2187,2771.9932,7201.4887,7202.731,3198.7509,7714.8597,3808.0817,8395.4464,2517.8557,2349.7034,2269.2461,7054.2399,22991.477,3015.8964,4993.4425,249.4964,14043.6636,6011.1614,13822.3847,4388.6451,14442.3999,2154.7286,3972.1595,31615.4625,7819.7743,11995.1391,5182.409,3796.3753,500.6057,5279.7566,10817.3526,7303.3952,11510.1427,10156.5609,4174.4802,4412.5537,3571.975,18698.4065,7392.0301,5872.2744,6476.1399,2412.0449,2056.8301,3249.4679,9781.7174,6376.6294,15048.3009,11838.527,11723.5545,1457.7412,19898.3963,8683.1792,2869.996,15832.6785,11066.4663,1215.8806,4202.6552,8371.1058,14826.5142,17366.7349,1840.5236,10424.3243,2818.645,1107.725,1250.9127,314.4925,1824.5036,1854.7909,2647.9674,1022.415,78699.6307,5393.2946,2507.211,14147.3333,1081.9749,16144.4281,8822.259,22004.3395,28338.2335,7678.6396
PWY-6690,2.4545,0,2152.9091,2.4545,3.2727,333,4.0909,2.1818,11.7273,3.2727,3,209.1818,16.3636,94.6364,182.1818,0,2.1818,4405.3636,1.6364,160.6364,1.6364,57.5455,5.4545,64.0909,2.1818,31.0909,4461.8182,0,6,48.8182,25.6364,11.1818,2.1818,81.2727,64.9091,1.6364,4444.9091,13.0909,1.9091,19.9091,4.9091,4.6364,84,44.7273,2.1818,0,24,84.8182,15,0,0,5292.8182,0,171.2727,55.0909,2896.3636,1.3636,1290.8182,3.5455,69,1.6364,53.4545,0,139.0909,0,30.2727,57.2727,0,43.6364,0,66.2727,89.7273,0,108.5455,67.3636,17.4545,24,0,0,21.5455,11.1818,0,148.6364,145.9091,3.8182,39.8182,9.8182,83.1818,534.5455,1.3636,0.2727,0.2727
PWY-6700,5537.9692,19845.2352,2062.3008,13302.911,33086.2562,6520.3586,13239.186,34045.8903,3190.5439,17643.8298,2908.5159,27175.9816,6734.6821,10365.4912,5456.5821,2037.5515,8048.6032,7579.1335,38124.8632,9261.2872,5420.8092,5664.4406,11653.1983,16721.5268,8992.26,4552.2754,4721.3657,19510.2335,11152.9391,36972.9246,12629.1253,3714.228,25097.957,2690.2966,7759.4815,13491.2727,7740.8156,11334.4944,4421.7696,7546.5028,1709.7656,11121.3955,14962.9159,33505.9087,10080.5978,6283.8664,13077.9796,4768.3423,4351.9193,9079.0015,5016.0655,4995.6067,4067.2823,3509.8147,7261.1464,2764.4839,16267.4605,9860.4731,7464.3938,8764.6182,3609.2469,2783.9421,24470.3962,7703.6975,6443.2251,14793.9922,21361.2666,1418.2285,4474.2379,3757.7482,17652.1421,8243.7511,3408.5522,35602.1649,2963.9995,501.5448,1000.5071,425.9126,2086.3162,7188.3724,4900.9692,2553.5281,71572.8289,8122.0358,12028.3453,2999.5536,1546.1983,24360.6606,16076.2644,35980.9445,28290.2484,19487.7936
PWY-6703,2660.8851,5330.8813,1978.6196,11014.7676,15139.562,2833.7843,9948.3234,23168.4366,2242.2434,13297.0944,1675.0749,3317.2383,5107.2151,1945.7719,4060.5227,1464.6631,5637.0108,5139.2634,947.2945,5937.4274,774.5895,3542.4974,10283.3335,20671.8211,6672.3282,2852.7308,4105.612,4495.9489,7768.6818,11772.512,4761.8122,2641.9359,8528.7915,1704.9308,4698.2488,10917.2094,5340.9052,9244.8594,3242.7619,4097.1505,1252.7569,1416.7096,10606.1865,27959.8462,7372.8555,4631.9772,7208.0808,3172.9167,2934.2204,4861.3372,2474.4025,4882.8976,3237.2117,2343.7157,4752.2103,2687.2675,12257.5617,7734.7296,5463.1169,10122.2468,2866.8789,1626.2055,10684.1411,3225.4723,4300.8049,11670.2606,16057.3042,826.5642,576.0126,865.1597,5503.489,3934.0557,2570.7573,28189.544,1973.8277,379.6407,699.0394,297.3443,1507.068,4444.0955,3724.7898,1626.1563,19641.184,5617.2274,8673.9694,1787.9302,1118.9231,15682.1491,12787.0536,4785.6862,17883.8767,12748.8059
PWY-6708,8.0875,9.9722,2279.4956,13.112,1964.6376,647.9919,241.0729,52.2147,26.3998,202.9302,11.7627,410.7634,56.7837,2810.7857,409.0278,2.4942,4.9961,5119.1642,6.2224,340.125,6.1304,139.621,84.3349,456.5284,12.4837,68.2153,4725.0957,0,26.0852,117.3605,273.644,42.0668,7.4947,163.1857,151.7201,78.1523,5287.6582,29.8712,86.9019,197.2274,13.6111,13.0549,212.6463,100.5693,12.4831,17.3817,51.9631,174.5488,40.5433,0,2.4976,5609.4107,0,351.9591,120.6008,3074.3259,47.864,1879.1256,229.651,207.2581,6.2403,113.6011,1185.7424,287.0616,47.1205,193.5146,129.2754,14.6989,84.731,71.1381,147.6864,375.8331,168.9633,246.9515,139.8472,37.7178,50.6731,0,147.3004,48.4784,27.8807,2.498,336.5386,326.4846,8.7136,90.37,21.7306,236.4713,1565.2235,924.5626,738.8698,8.1151
PWY-6728,12.8279,0,0,13.424,38.0661,70.3614,42.4764,11.7443,39.3073,39.0568,15.1101,61.3249,29.518,465.545,211.5943,0,11.6548,89.9666,7.6483,249.6003,7.6139,67.9421,28.8278,210.873,11.9243,46.254,0,0,30.0713,142.7246,116.6002,37.9585,11.7621,79.6367,82.7514,8.8206,129.8976,60.6434,10.2621,78.5591,21.5642,22.137,108.6401,0,15.9976,0,52.127,100.7723,50.7167,0,0,0,0,107.6859,81.8744,0,17.0636,0,26.484,225.4493,8.6518,56.3508,0,188.4692,0,134.3837,254.3783,0,0,0,90.065,337.4414,0,476.637,75.2329,0,0,0,0,84.5449,57.1628,0,7.4402,139.8847,19.2905,136.4273,37.4331,311.6944,181.3227,7.4796,3.7271,3.3096
PWY-6737,30399.7588,16180.1354,2674.5465,57159.4338,42275.3521,11082.6252,47805.096,74054.2655,7591.6105,39884.8446,20745.4809,12177.9773,12103.5911,12572.9543,12497.7009,16467.6727,21704.6745,9435.6039,7482.4121,24236.2961,5887.4753,10690.2033,39628.0438,26754.3211,61203.9591,14739.754,5760.4053,13144.6238,34328.0773,24595.1489,28195.0801,8421.9289,31005.4267,6107.7253,12358.8135,50707.9598,9703.7629,20923.1318,19062.1904,17443.6609,5579.7728,8011.0001,30447.7162,42394.1959,33767.8537,23814.0538,21645.9601,6733.6607,10085.0327,45956.6931,23483.6808,6568.4023,11243.8588,9068.7596,14121.0056,3663.1069,44524.266,14137.8308,33147.8631,24673.2384,36922.267,5299.5393,31587.1957,19770.4117,16004.3996,34053.3546,28550.3028,3971.4896,8335.4724,15657.0183,18544.3679,61383.9065,9879.0227,78186.2067,6805.0882,4826.2388,3814.5425,871.5835,9201.7675,18448.3324,16260.6068,6196.582,104185.052,29367.7332,18061.5459,52180.3977,4041.7088,55384.6839,38541.5636,35280.3147,67849.0228,32712.5615
PWY-6749,7.3398,13.9186,0.5799,90.5953,434.5729,100.8958,10.8587,2678.3447,10.6561,211.4666,3.9999,29.4099,16.2695,51.2392,3.7195,1.9999,12.4794,42.2081,43.7112,41.2218,3.3399,34.8301,129.6359,91.5786,5.5198,13.7173,0,21.9966,30.4711,8.8595,94.3098,3.7995,7.9197,16.851,11.9981,9.3389,33.9572,4.1995,87.3794,73.0267,6.7594,15.255,81.1619,4620.925,151.7675,0,8.3796,1.9998,3.1399,7.3396,2.66,0,109.4248,52.5245,41.3203,0.58,194.7567,831.0759,199.6667,18.8538,7.9994,27.287,566.5665,76.987,77.2293,248.4872,35.0352,37.1632,48.5525,19.3094,47.0247,137.841,65.8475,143.9171,57.9537,17.3353,11.336,0,21.9923,25.9944,3.3399,0,112.419,278.3618,18.8543,40.1845,0,722.7706,579.9427,18.478,1239.1909,15.0396
PWY-6891,61.2913,17.9716,2076.5154,777.7285,92.1256,886.6625,212.57,923.4332,223.0486,478.6327,66.718,548.9292,145.5898,342.916,455.2765,46.4936,536.6115,5164.3734,76.4507,480.8066,4.7859,278.7275,3440.0867,14700.7928,80.1797,318.867,4359.749,52.5374,237.4885,202.9884,1403.955,58.8011,191.3941,251.4804,336.8677,664.7333,5244.4539,335.8122,979.69,391.3065,188.5701,46.8755,402.6029,198.4582,541.3231,25.142,96.5663,262.5765,68.2889,659.156,169.5832,5101.8061,157.4211,535.2636,419.1217,2808.2893,1663.8674,2615.8724,1007.1533,5917.1188,87.5623,185.0457,149.0528,382.33,51.3634,1123.176,428.8487,63.8944,90.6335,51.5854,314.7594,203.8902,38.2476,2802.4157,227.3263,51.6304,97.9681,0,235.4082,668.8708,198.4225,238.5698,430.0188,490.9629,184.2488,128.4076,151.7055,788.4309,2798.0173,117.1697,3423.0266,42.5262
PWY-6892,4063.2749,6008.9891,2189.5274,31366.7311,17452.9171,4451.7062,15448.8781,36258.2289,3136.8787,17590.564,2362.8041,4684.4292,6470.7991,4446.2098,5327.9282,4295.4999,7770.8099,6186.6719,1220.7781,7716.2838,834.918,5016.8073,17049.2649,25243.2177,16855.0809,4509.6345,4657.0777,5726.7297,9751.7105,13489.0443,5102.3758,3483.4429,10819.3843,2417.5027,6037.8459,18518.0402,6374.1738,10278.7622,9359.9617,5640.1412,1475.8743,2239.536,14822.2231,31605.1133,13655.4973,5785.4425,8626.1004,3585.2056,3993.3828,5840.4648,2714.8682,5370.2572,4122.8403,4112.6859,5871.7152,2967.688,17132.8089,7639.5718,8518.7557,13580.0025,3316.6094,2522.0429,13294.6862,4539.2402,6411.4363,14765.6921,20054.9241,1206.07,890.9567,1208.7612,8547.7684,5787.4583,5462.998,44695.2238,3262.4434,680.3558,798.3546,543.3421,2392.7022,6454.765,6003.3833,2187.6363,26064.9629,7757.6229,10861.7884,2433.6676,1651.2294,21286.3526,19327.0971,7301.4129,29596.3144,12989.1079
PWY-6895,287.7357,88.7499,1999.9004,3171.2985,452.4283,2109.2082,999.5357,4012.7866,809.1785,2140.8886,299.5139,1726.0242,664.4874,1312.5774,1679.1051,213.5776,1975.0285,5499.6578,290.5832,1914.7882,23.4257,1088.6552,8414.9676,16519.3122,386.2598,1179.3663,4154.1158,250.6544,1084.8443,954.3662,3059.0766,273.9985,883.807,836.0466,1326.8585,2795.5279,5580.8407,1492.4419,2370.589,1526.5225,509.5038,209.3608,1797.6205,970.3585,2167.702,123.6715,463.142,1023.8091,315.5559,2307.5851,685.415,4937.9177,677.9863,1480.5417,1594.7754,2729.5226,5772.6759,6198.884,3127.206,9219.3228,398.0261,673.5141,716.6166,1377.6336,247.1325,4187.9133,1972.8699,248.8791,300.1191,218.5549,1331.911,895.2947,182.2922,10148.5468,794.3836,177.8966,317.5039,0,638.506,2097.5184,843.3882,752.7178,2021.2836,1859.709,860.9588,543.5182,522.2632,3377.3235,7887.1834,543.0664,10603.7459,209.9677
PWY-6897,3928.2057,6527.5458,1982.0832,35266.1979,20852.3788,5424.509,16542.7203,40336.5195,3563.1785,17104.3593,2483.0789,3963.4317,6251.95,4588.4927,5395.0892,6415.4491,8660.42,5662.8331,1568.8119,7695.7716,1014.0098,5128.8607,21116.6984,19320.6614,19717.7276,4553.7481,4115.619,5776.2311,10979.2519,14256.7874,6554.0297,3515.756,10216.6898,2149.2038,5527.2,26135.8432,5829.3701,11173.2223,9592.1112,6346.2217,2345.1879,2281.9641,13488.0111,36148.8254,13944.5698,6681.7549,8940.0376,4067.8504,3771.4364,6734.876,3225.8838,4902.469,4092.4148,3769.2807,5699.2929,2712.9028,18922.4506,10132.7748,13184.7093,12864.1937,4534.1768,2645.8072,14989.9047,4055.1401,7952.8413,15764.4324,19386.1657,1544.4575,759.485,2356.1735,7064.8583,6291.0642,6236.1249,42336.9154,2241.7582,1503.3141,1575.3902,398.8111,3878.2035,6371.1136,7283.7335,1905.5513,28099.5357,8670.0653,11169.8516,3080.3892,2159.95,22577.455,25180.1282,9446.3486,34711.9259,15180.258
PWY-6901,377.7896,744.2129,1892.4535,14341.0979,12147.7948,4467.0451,1820.9901,14752.0855,1466.3588,1330.2137,900.6617,2155.2508,1676.3842,2326.6153,1638.5079,7.9961,3007.9912,9302.4716,390.9582,2688.1122,691.1959,2124.6984,6134.7969,1866.3886,3200.2833,1572.302,6243.137,253.8934,2645.7731,741.5595,5487.9666,458.1354,1272.7057,1214.3954,1352.0567,6323.5729,9915.1686,1111.8451,970.7352,2884.3901,767.6732,125.4759,2191.6204,41775.9537,1974.5905,565.9663,1146.8147,672.5303,1231.8028,6078.9249,3325.0489,3695.4083,640.4053,2228.3834,2492.5275,2237.2947,11816.4481,15605.544,10646.5585,3000.5016,2411.5639,744.0709,8968.65,1947.4697,1729.7432,9701.4455,2577.3014,838.1057,527.1339,1395.6384,1576.8209,1949.5753,1063.93,7162.4619,1014.0737,1771.1132,1354.061,31.4248,1252.411,5179.8813,3074.3948,1043.7765,2695.3689,10094.5417,1207.8922,554.4997,655.6938,15729.2443,10889.5489,3183.4672,18359.2054,1418.2459
PWY-6969,3716.0833,4631.6766,2825.5829,9873.7435,14835.6843,4062.6825,14739.7514,28224.1495,2671.4754,15914.9702,2191.076,3910.8274,5771.9675,5463.5947,4999.5891,2745.795,6590.9395,7213.5025,1086.7866,7272.5683,883.2295,4442.344,17793.4426,20490.2936,7133.2525,4119.5716,5854.565,4526.3371,8314.9009,7858.1696,6257.1085,2513.3034,8860.1411,2164.9375,4816.7148,15580.311,7360.8307,9093.2643,3798.4102,5685.4787,1021.4489,1524.0968,12223.5839,40155.2227,8648.6922,4496.5027,3601.6168,2688.891,2449.1959,7480.8417,3477.2949,6968.4347,3839.8676,3316.9681,4758.6846,3837.0434,16701.1711,11110.1087,9600.0763,12693.8135,3535.0818,2118.2096,11968.3152,4278.0752,6646.8311,14716.974,11391.3571,1165.1028,723.852,1349.8096,6634.3355,5324.7079,3402.7858,29246.0344,2136.4309,700.0808,981.7092,339.6415,1426.3989,5727.5016,5866.0033,1840.3725,24656.3095,7229.5886,4761.6043,2557.5982,1724.7755,19642.1668,18992.2662,4847.2616,29172.8877,7633.9297
PWY-7003,340.7253,501.5425,727.7311,3360.8649,9570.2481,4646.1314,1191.6235,17136.2898,1801.0034,4673.4521,205.2564,3166.7012,794.7588,3784.398,2032.0141,607.618,1788.7684,7495.2506,1958.6555,3077.2402,113.27,2522.6842,11610.4723,4069.3195,1674.2454,2755.3394,3998.235,333.0445,1861.9732,956.906,4045.0367,568.2388,1653.9104,1070.9044,2091.1272,1474.0459,8322.0598,956.2684,1607.379,3344.9004,744.4816,300.1995,4414.2278,545.7146,1090.0309,205.5495,1146.5191,874.6025,884.4733,218.3775,63.843,1120.842,164.4259,2800.6212,2157.9398,668.3378,15600.1736,7043.1962,9949.3547,3648.4098,1308.4716,1823.216,4430.9027,3573.6197,260.5979,8100.9705,1790.5484,861.9171,582.7156,390.3021,2181.1946,1636.0366,695.2991,7509.4956,1256.1718,187.2288,499.2548,0,2494.0521,2875.3331,802.4092,187.5945,3349.2116,7161.9972,588.1967,419.6862,264.1899,17272.7031,7032.6022,841.6772,15163.7241,507.6827
PWY-7013,2208.5967,53887.8295,0,1060.3785,15338.3501,9301.7207,8128.2533,18510.1879,7485.8025,23253.2619,1690.814,13985.3079,1067.7162,11396.5605,3394.0194,522.0375,61422.6939,1626.8042,75244.3073,4033.4039,18633.0743,8588.2269,13289.5287,2315.3474,15509.2566,1770.1301,125.616,59280.7282,17979.1652,52497.5852,82013.6561,7710.2395,58752.262,489.0736,34329.5979,2684.2679,2735.9047,17971.3376,2072.0206,9938.3478,34459.5968,12262.1074,2444.266,285.4298,2431.5803,19248.5409,687.086,4862.2891,26178.3569,27794.2063,55064.9261,17.9919,10241.4882,5191.3812,16248.5704,0,2223.0151,364.1397,1207.838,12122.0636,26197.0031,1187.0506,916.4135,1636.8222,16491.4333,18145.4801,572.8535,2697.3601,263.5762,8511.5222,475.6453,3989.7716,4919.9934,123388.2234,15004.7053,9658.202,5881.7849,542.4292,12931.8779,2567.8083,25334.5586,3643.3952,2383.4169,62091.0384,20312.9901,233.7431,1576.7739,2916.693,2798.5522,50918.4819,3676.0249,114560.7857
PWY-7090,58.1131,10.8224,0,40.0018,43.429,57.8235,168.7848,514.1518,54.2582,325.1356,7.2061,65.8031,63.2632,34.8693,23.2219,85.7124,178.3396,17.1326,16.3028,132.0858,1.1491,77.3293,587.5839,235.1748,27.7536,79.6815,0,14.4315,108.0836,123.1458,44.215,28.4577,91.9228,42.1651,77.1522,284.3047,29.1519,51.0419,180.1247,74.3129,15.2896,42.1648,304.3237,2.498,80.6414,55.1294,24.3859,50.7148,24.9708,111.1528,14.904,0,91.5264,97.6653,92.5694,0,284.7381,1.2489,267.0325,328.6639,40.3232,74.864,64.4129,66.685,19.3595,299.2352,92.9267,10.6595,0.8254,10.5525,50.0646,42.9566,171.7143,687.127,30.9053,7.3513,20.4931,0.8225,80.6887,96.9857,98.3649,6.4112,249.1653,179.303,9.0104,10.4588,0.8313,404.9147,616.1245,64.5016,787.6,58.1847
PWY-7094,42.2795,30.073,0,231.4231,63.9365,29.4734,204.8707,32.2299,21.7867,109.747,31.2705,26.348,0,3118.2809,80.3425,2.886,18.2497,17.9749,10.5301,123.119,9.3256,30.0875,43.9408,43.8275,233.3333,21.3308,0,97.6312,56.2799,78.9749,194.0896,12.9776,97.309,38.3345,30.6717,42.6185,35.9002,55.7659,64.2371,35.8437,17.3803,38.4487,41.193,0,115.02,31.8681,25.3626,86.4138,23.6244,179.8618,99.1675,0,0,34.6392,37.4352,0,70.8439,0,198.1668,71.8168,26.4956,27.2103,37.1207,92.6453,17.1897,73.4906,211.8095,0,0,38.4037,40.296,427.247,63.8883,467.4829,35.3601,0,0,0,0,64.4627,53.4485,110.6748,5.9566,40.0573,18.0769,172.7155,27.2007,175.2505,58.7689,797.1252,22.4023,53.8403
PWY-7111,16056.3107,11796.1638,3303.0094,67901.0027,39618.2685,11393.0678,43282.3503,75701.7272,7956.2239,38484.4713,9658.4087,9309.2015,12877.5695,20841.382,11973.2294,16978.2576,19687.8198,10244.5152,5048.8092,20177.01,3185.9695,10874.0726,50984.1586,31229.8042,56169.5218,13215.0436,7001.4831,11901.245,25939.4717,19968.6046,22167.6926,6804.6615,22662.7975,5963.5212,11249.8246,55117.3317,10692.3773,20978.3663,21368.6844,16606.0119,5149.6964,5328.3905,34046.3261,44018.3581,33417.8694,17429.919,16495.8721,6954.8511,7062.4038,29849.1139,12260.1957,8135.8325,10530.8321,9266.0747,13052.9499,4518.126,50109.6867,16027.4556,34119.9229,27328.2789,20607.198,5887.1926,28510.8993,16375.0431,16794.3523,36930.6831,28342.3044,3709.2037,8373.4583,11393.6693,14845.0996,33014.5007,12770.1944,87900.5335,5136.1985,3587.7552,3351.4859,951.2684,7631.072,15517.7638,16041.8269,4877.7123,75724.1451,25096.4757,16920.9938,34208.6155,5235.9917,59178.1023,47211.0935,27776.8692,74326.3341,28697.5175
