#OTU ID,Vil103BDTT33,Vil105BDTT57,Lyz207BDTT281S123,Vil1010BDTT117,Vil105BFP57,Lyz202BDTT221S61,Itg02FP409S9,Lyz204BFP245S42,Lyz206BDTT269S111,Vil109BDTT105,Itg20DTT505S100,Itg24DTT529S24,Vil109BFP108,Itg26DTT541S37,Itg02DTT409S1,Itg06DTT433S26,Vil110BFP120,Vil108BFP96,Vil101BFP09,Vil102BDTT21,Itg22DTT517S12,Vil106BFP69,Itg16FP481S84,Vil103BFP33,Itg08FP445S46,Itg24FP529S32,Lyz206BFP269S67,Vil104BDTT45,Lyz203BDTT233S73,Lyz207BFP281S79,Vil107BDTT81,Vil104BFP45,Itg12FP469S71,Itg06FP433S34,Lyz205BFP257S54,Itg18DTT493S88,Vil1013BDTT153,Vil102BFP21,Itg04DTT421S13,Vil1014BDTT165,Vil106BDTT69,Itg10DTT457S51,Vil113BFP156,Lyz205BDTT257S98,Vil108BDTT93,Itg20FP505S8,Itg22FP517S20,Lyz203BFP233S81,Lyz202BFP221S69,Vil107BFP81,Itg16DTT481S76,Itg12DTT469S63,Vil114BFP168,Lyz204BDTT245S86,Itg18FP493S96,Lyz208BDTT293S135,Itg10FP457S59,Lyz201BFP209S57,Lyz201BDTT209S49,Vil101BDTT09,Itg04FP421S21,Itg26FP541S45,Itg08DTT445S38,Lyz208BFP293S91,SLCFP021,SLCFP069,SLCFP111,SLCdtt075,SLCFP051,LYZFP317,SLCFP093,SLCdtt021,SLCdtt111,LYZdtt317,LYZdtt305,LYZdtt329,SLCFP075,LYZdtt341,SLCdtt051,LYZFP305,SLCFP129,LYZdtt365,SLCFP003,SLCdtt069,SLCdtt129,LYZdtt353,SLCdtt093,LYZFP353,SLCdtt003,LYZFP329,LYZFP341,SLCFP165,SLCdtt165,SLCFP147,SLCdtt147
PWY-6609,17318.0173,3967.7281,15526.2893,20947.5265,47903.6938,17994.4763,29326.6388,20575.1334,14125.0723,12245.7075,29872.4297,31340.2912,93297.7327,31078.6425,35155.9205,53475.6506,51358.9858,115252.8629,42229.9742,19594.6913,22036.3225,42786.2244,40374.4618,59520.2233,28896.0458,38453.6572,22703.8969,26816.6776,13319.7292,19406.9877,5029.6853,34426.594,43027.8418,37289.6253,20492.5626,31282.4262,11581.8399,51793.6765,64408.9678,23092.043,8634.0661,17120.7982,9352.5811,33114.0246,8418.8564,54086.5152,46834.4149,69383.4482,49701.6959,34596.7027,34401.6248,25064.8142,29074.7527,9115.2651,30225.6257,36488.6407,38086.4166,33314.1188,25070.8257,11835.5629,25398.4645,34516.8666,16539.6025,24682.533,15828.7257,11839.1516,15946.261,15353.4832,21718.377,181939.2858,24149.2147,9278.1443,21903.0019,284256.4573,91531.4126,107521.0863,11488.6285,802071.6715,19588.4475,323928.7276,11769.5704,62345.8663,27024.2667,30802.8066,20486.4836,86002.9996,40606.5314,29027.136,36326.4148,76722.1894,45255.0358,29016.4433,74382.3117,28346.9944,57824.409
PWY-6612,4319.7403,5516.0599,6166.4618,8810.5238,21753.276,4017.5386,6018.6924,4274.929,4512.4056,9032.94,11152.0339,8304.0486,11023.5378,7559.6522,7810.0291,6167.4142,9441.2719,32440.1682,15152.8988,3772.5423,5835.6215,19700.7814,11842.6638,15708.8477,9602.2772,10256.1539,6483.3259,6918.0683,3981.7962,5786.6137,6601.3361,11750.8564,12709.5761,6729.2086,6261.1489,11197.3432,10572.5722,14140.7986,9389.0822,8394.8956,11301.3729,3587.276,4636.4596,8919.4694,9246.1541,13941.7933,12036.688,14163.232,8866.411,17360.5905,8815.2679,6894.3866,6655.0572,2211.5943,11178.157,4835.0998,10715.5798,10402.3077,4920.7232,3545.0277,4648.9858,9864.0309,6658.2233,7067.1566,7549.8167,4191.0383,4869.3199,3242.8898,11243.2458,41642.5874,7537.0399,4516.7934,6307.5658,64077.6268,13499.6681,33070.1246,3096.3589,56960.4222,8886.6722,23223.9618,3590.5369,85836.9753,6402.4016,13546.2825,3823.6424,54656.0725,17159.1497,9240.5148,22066.6728,26327.5084,12699.0102,9802.6737,17416.3541,9207.6417,15087.6274
PWY-6628,5392.4851,4505.6655,4763.4899,10816.4437,17830.4627,1634.9985,1487.0831,1342.6701,1944.711,9815.8739,1171.7086,3595.069,48410.4137,4375.6891,3291.5224,8422.4748,25488.6629,13479.0556,15157.4424,5489.2773,2805.3178,17443.0401,25268.6638,18695.9882,13836.2768,5541.338,1927.7976,10360.3222,988.012,6352.3841,5408.6849,16354.8112,17386.5204,9397.1921,7998.5832,21192.4685,6479.1285,11783.9986,7144.891,10572.7631,9246.7412,3311.5418,4119.5871,10494.6285,8063.6577,2369.198,5762.8723,3464.4737,6957.8153,22351.6543,17701.6333,8476.748,3786.1996,586.4285,17832.3066,3276.6729,10635.4768,4089.2006,1245.7351,3335.4619,3183.6418,7898.7243,8078.2926,3332.7139,10568.4151,1236.0689,2672.8212,957.6958,3713.2247,8933.625,2952.0711,5232.8237,2318.6418,10569.2364,4383.2404,37065.8995,601.2223,78397.2,1651.0568,7523.4283,2303.9848,13963.2547,4831.742,3469.2934,2946.5362,17693.0824,3187.8499,7791.3923,7562.417,20681.1292,23705.9647,6417.962,19778.9665,5622.3474,16765.2891
PWY-6629,707.586,4368.478,278.1362,5667.5345,74.8761,77.5959,0,17.9741,425.7596,8098.9759,56.8242,0,41.9252,71.8093,721.895,118.9663,29.9565,224.1766,26.9763,830.8813,59.7853,23.9865,0,50.9376,14.9895,0,11.992,1269.9506,74.362,11.9898,5216.3327,29.9687,20.9847,17.9826,0,86.6993,5555.2151,44.9399,0,3259.3374,8960.0683,0,130.8934,134.2978,7746.9827,0,0,20.9803,14.991,35.9582,323.2042,47.863,435.583,0,0,982.5562,14.9905,17.989,89.6602,362.7123,0,17.9854,80.4708,26.9581,56.7513,0,89.3957,77.4394,157.6969,929.6872,223.7013,0,0,1471.0359,1627.8254,1958.6206,0,1850.5141,0,1135.477,0,1761.1364,0,47.9037,0,1034.2522,0,364.2582,1120.9553,1653.0954,647.7595,35.9275,2.9998,3651.4416,2.9998
PWY-6630,5318.2222,4504.2319,4727.5042,10726.5344,17723.7425,1632.452,1486.0315,1339.4087,1941.9879,9739.6662,1170.5723,3589.2941,48081.9046,4366.891,3282.3003,8228.207,24922.7495,13460.9734,14861.5072,5436.8214,2799.717,17346.4167,24801.6672,18570.122,13647.9414,5526.012,1926.5028,10326.2057,985.0965,6306.05,5386.0734,16104.9769,17198.5723,9287.0541,7961.0007,20827.2414,6321.8003,11684.7849,7097.2821,10463.3199,9221.6909,3282.8847,3919.713,10455.6941,8031.3986,2365.9726,5749.7166,3433.0511,6895.002,21868.8902,17509.8802,8407.7915,3770.5286,585.2778,17516.4478,3274.2532,10529.1277,4082.4065,1245.3698,3266.6534,3175.5434,7835.8006,7952.609,3318.9886,10340.1329,1231.9487,2666.5252,956.9741,3701.4329,8817.8035,2943.0236,5194.8411,2317.7507,10568.2847,4362.7849,36839.3393,600.0434,78392.1109,1647.7196,7457.8381,2283.0488,13963.163,4804.1859,3466.0313,2891.9782,17685.4067,3186.6624,7774.1402,7543.1656,20565.1717,23425.2016,6358.2726,19556.6009,5586.5716,16587.9228
PWY-6690,70.3636,3916.3636,25.9091,833.7273,6.8182,7.0909,0,1.6364,40.3636,3565.3636,5.1818,0,3.8182,6.5455,68.1818,10.9091,2.7273,20.4545,2.4545,82.0909,5.4545,2.1818,0,4.6364,1.3636,0,1.0909,121.0909,6.8182,1.0909,4255.6364,2.7273,1.9091,1.6364,0,7.9091,1150.9091,4.0909,0,376.6364,7350,0,12.2727,12.2727,4754.4545,0,0,1.9091,1.3636,3.2727,29.7273,4.3636,42.8182,0,0,92.4545,1.3636,1.6364,8.1818,34.9091,0,1.6364,7.3636,2.4545,5.1818,0,8.1818,7.0909,14.4545,87.8182,20.7273,0,0,134.4545,160.3636,181.6364,0,168.5455,0,110.4545,0,160.3636,0,4.3636,0,95.1818,0,33.5455,106.3636,153.8182,60,3.2727,0.2727,417.5455,0.2727
PWY-6700,6242.1756,3795.3791,4509.4935,10043.9799,19730.0053,4424.8906,12520.2094,6291.449,4038.2137,8037.4847,6569.1698,9680.7221,38764.023,15525.96,13196.2185,8987.3172,20822.2954,19289.4077,18906.3361,5701.3411,7571.7213,17011.4204,16235.8811,25367.7287,10778.8719,14766.8814,8105.7006,20468.9449,5775.9787,5470.0126,4574.7071,14543.7486,14887.4009,9377.3016,9014.2814,12311.671,9202.2529,17741.9778,12700.5229,8421.774,7819.8806,3032.7856,4870.8222,11012.5245,6276.5682,13585.8645,13722.2696,15052.3699,12190.8142,16756.3066,11827.009,7223.2888,6556.8402,3278.7723,13185.8037,22270.4665,11637.7094,9189.8391,4534.9233,4263.5425,7122.2424,13458.1267,5925.866,8569.3147,7134.5119,3322.7253,5587.8868,4990.6279,6736.58,22787.0876,3771.6106,4654.4747,8760.1331,224599.5008,13400.5205,55138.5127,4137.8256,771626.8519,6257.2558,12783.3173,3634.3287,25930.333,7006.1214,11493.5214,5515.1331,13049.9768,14207.8352,12129.0867,16704.4894,35269.901,17307.2685,13999.2061,31741.5417,8674.2223,22876.5913
PWY-6703,3655.5226,3667.0924,3454.2089,5363.6061,15846.4077,3046.194,5000.0728,4711.7958,3007.0824,4971.259,6736.2315,6871.8272,5670.1797,12169.1383,7325.2375,5689.9057,8751.2863,11610.382,14074.1591,4213.0837,5720.1822,13902.2126,12352.5905,15042.0856,8342.6096,8444.8294,5835.1214,18091.2679,4298.5823,4178.0316,4245.1838,11311.8759,11580.8936,6507.3143,4853.9907,9618.7128,7919.6268,13077.7979,8268.5088,4819.0037,7257.6159,2141.314,3650.2799,8128.6381,5397.4,10153.9435,10447.726,10665.0029,8250.5631,13623.9452,8595.9013,5391.4529,1727.5288,2474.8649,10494.2577,17338.1404,8572.0497,7126.7962,3352.8866,3033.4303,5079.6136,8997.7934,5021.4568,6232.0365,5651.8187,2396.0736,4105.2943,3437.2377,4996.7652,15315.9585,3026.409,3733.5439,6780.3141,207590.9376,9251.3346,42713.6236,2875.5014,754678.3732,4684.3777,9268.5401,2786.4506,881486.6055,5426.988,9368.9212,3725.8167,51506.0967,11702.6647,9527.7083,14373.8353,27353.0893,12536.445,6939.1756,15451.3111,6768.3437,13878.4561
PWY-6708,471.4809,4158.7126,100.097,1861.7483,18.1034,28.3718,0,3.7443,128.9281,4386.9777,36.7028,44.5458,105.8248,69.0776,201.4651,70.8858,249.1958,4570.4187,20.5757,181.6089,44.3391,84.5451,352.4584,2561.9934,352.2178,32.3345,80.111,506.3289,15.5014,22.338,4623.9084,795.6819,154.1249,11.2217,7.4838,164.5923,1727.8131,29.2651,825.5709,716.2333,7972.563,46.328,43.7518,45.1503,5289.308,105.8967,117.8421,4.3731,3.1233,34.9131,228.481,76.1979,137.7799,0,62.0362,220.8778,106.4643,3.7485,18.6476,76.925,811.307,23.6774,182.1712,203.0759,385.9737,108.8348,344.88,16.06,132.0358,3728.6578,1147.6566,102.8415,159.7781,439.3777,375.317,409.5064,0,383.292,39.3534,247.4989,14.8232,457.3803,601.1407,79.3797,85.7991,267.3362,443.7617,103.1816,622.0447,347.2152,135.3969,161.4129,211.6765,951.2165,158.7385
PWY-6728,227.5116,0,94.869,358.0138,36.3967,32.7334,0,8.4709,68.4633,144.5852,25.4872,0,20.3706,60.6865,190.6156,63.1618,27.9023,111.311,23.9614,147.9038,26.2509,24.5894,0,60.7441,14.7609,0,5.81,355.2211,16.297,5.9002,20.7676,33.28,23.0095,8.8782,0,87.659,0,37.179,0,117.9037,0,0,6.8946,56.0589,21.7199,0,0,10.271,7.3482,22.1069,116.5852,41.4345,75.1432,0,0,75.9838,7.4159,8.7644,27.5462,62.3639,0,17.9034,70.0746,12.9033,35.6949,0,36.2392,0,68.6055,457.4149,40.1444,0,0,427.454,183.4741,104.577,0,497.3987,0,428.8707,0,520.97,0,33.1218,0,300.7069,0,146.2067,209.4775,0,262.0054,17.6651,3.7217,51.1553,3.6428
PWY-6737,10349.3248,5030.2255,14836.9978,17751.739,51269.7459,17737.7466,18899.4295,15876.7264,12395.1558,11460.1182,22352.7667,27945.118,73813.5344,31006.2874,22192.3398,26452.2223,40677.3381,81391.5751,39786.4554,13589.5256,19540.169,48754.8329,44814.3911,47560.8033,29974.271,30417.8633,19961.9693,33300.1261,10784.9806,18385.6339,6190.9502,34872.0743,39778.9513,28508.6528,17788.5996,36362.8144,13671.3812,40463.8932,36395.4399,20349.5367,10571.6619,11068.0865,6463.804,30128.8888,9304.3859,42645.2541,38263.2691,35332.2477,36076.6615,40622.1266,37038.5868,22143.1139,11754.9865,7439.0428,33957.2621,36337.3544,33030.1304,34169.1518,26282.3467,9351.682,21439.8487,27284.8545,16608.6897,22527.8811,17546.623,8720.7552,14793.4588,13984.7585,23168.0233,42848.1557,18462.2472,10798.6726,23637.9393,320130.8931,36603.3042,112123.1141,10509.2265,1160269.621,21593.5023,39068.0717,9666.5872,115969.3263,21519.2268,30374.6388,12678.4568,57791.4486,38755.3897,30849.5845,24163.3768,78617.042,47617.0897,19700.0417,56757.903,22254.6183,48839.393
PWY-6749,119.5784,0,135.7266,188.1051,292.9778,522.0816,82.3162,120.4625,107.8182,93.5639,60.3083,156.2169,34.1927,88.7221,120.0396,75.0645,202.5713,146.3488,449.9862,40.5311,90.9133,471.1647,91.8007,768.909,116.4252,136.5527,222.1198,87.5726,61.5592,141.9038,2.8594,162.4166,171.2574,120.1642,127.9029,176.7317,2162.5112,414.5728,217.3264,214.1408,38.1337,55.6316,57.0179,204.322,11.6131,127.8922,188.9578,85.6638,924.2199,189.7702,111.1261,210.7332,78.4891,73.0007,88.7258,105.3601,200.8908,827.4499,608.4452,52.4526,212.3337,102.5882,63.399,178.7044,210.3295,95.4913,273.3941,29.9697,246.8916,93.3134,55.9376,127.7185,174.6284,254.7481,537.4107,637.9738,37.2561,817.3889,166.4711,86.6481,33.261,252.8247,512.5394,506.2731,63.888,474.6695,167.6973,407.0581,442.4034,736.5428,613.9586,42.6415,39.3276,420.0222,836.7722
PWY-6891,495.7709,3834.7362,367.6052,2539.6551,1093.3046,550.9723,516.1338,463.2802,669.7646,4829.8512,3966.1495,1137.6978,196.1623,1056.6525,1033.1181,326.5824,104.9924,3614.3322,739.8577,438.765,353.5258,946.7348,692.1312,2043.3178,314.1751,978.893,388.7154,699.4864,336.8008,152.9276,4380.4105,512.8024,367.659,290.3073,428.4357,559.5735,2785.5552,558.2032,597.1605,1002.471,7461.7226,223.2118,65.6408,606.9056,5452.4823,540.4331,397.6978,857.0717,706.1387,565.6571,907.1628,496.578,134.8324,187.5067,309.2597,817.5402,402.3607,1178.4276,1152.1414,297.7136,388.3758,466.8426,1567.2192,434.4436,199.1274,54.6759,122.1328,483.7578,470.5773,436.6873,568.9308,401.8211,410.9524,38007.1376,1127.8283,3416.2437,191.6026,47214.5066,1164.8187,841.279,315.9983,916872.6647,382.7792,647.9163,354.1564,51597.3849,2224.169,469.198,10939.0631,1589.8783,1122.8451,135.7728,556.4214,1572.1984,1917.1297
PWY-6892,4140.3921,4084.9796,6941.4481,7641.543,23419.9168,5533.2578,7106.7497,5636.4465,5092.5527,6618.8913,10561.3511,11262.4716,6605.2225,17219.6705,9357.2143,7841.0973,9939.6728,24837.2284,18466.1535,5537.4944,7601.7829,23042.4991,16724.684,17905.4846,12971.3845,12514.8005,8550.0837,23140.5046,4662.8109,7694.6475,4836.1299,15037.2486,15911.9195,10413.5246,6560.8644,13691.1197,6963.6158,16762.6268,13493.552,8510.992,8170.4269,3551.4796,2378.006,10460.1592,6518.751,17161.9953,14111.3399,14052.5886,12160.901,20558.9876,12233.6333,8089.1503,2714.6158,2715.3945,13946.5923,24304.1339,12793.4079,11497.9055,7422.2793,3859.9117,8340.0446,11915.4878,7424.4638,10218.9702,7606.8205,3448.5741,6087.6641,4823.0639,11164.8384,20006.4124,6522.1795,4432.079,9154.8157,259704.9214,12516.2687,55697.6027,4281.0582,956895.0235,9770.1703,12756.1187,4897.047,970054.7884,7710.0163,12593.0679,5933.1491,61566.0953,20091.1155,11636.1997,15008.7055,34991.9056,17095.8564,10375.9239,31244.1627,10070.1015,20389.6133
PWY-6895,1663.9462,3731.5018,1406.7303,5050.5322,4495.0262,1783.765,1806.6071,1627.0632,1688.4332,5699.6029,6626.4913,3450.6809,896.1741,3477.0253,3281.3503,1383.8192,507.0369,9589.1407,3130.2974,1474.44,1372.1696,3946.1929,2955.8328,6915.6447,1389.2334,3443.7196,1408.8047,2468.6633,1209.3271,688.9892,4401.6535,2216.5872,1634.1599,1271.922,1559.1735,2351.0456,6408.0835,2416.2076,2411.7614,3006.3691,7467.8804,818.05,308.2937,2189.5623,5639.962,2279.1848,1717.661,3412.4223,2818.5556,2538.8551,3315.1725,1868.4849,537.3171,685.1764,1404.7192,2397.7119,1742.5854,4129.6557,2793.0894,1103.5418,1529.527,1988.8489,3876.8113,1753.8057,900.1713,254.6355,540.8267,1255.0941,1842.2346,1986.5931,1825.3637,1329.5175,1425.3094,48524.058,4064.4529,12631.8464,743.9165,59698.3625,3332.0259,3059.7078,1147.7599,1067314.314,1539.2413,2543.6286,1356.3908,60502.2123,5903.5405,2025.5847,6380.6642,6738.1476,4343.8641,638.9233,2497.7163,4325.8475,6346.2755
PWY-6897,5030.2286,3747.1476,9022.4561,9054.1672,28935.9919,8010.5941,9250.8848,9064.9385,7171.1726,6692.2279,12111.2147,16391.8549,9177.1079,19469.9175,11029.373,7914.622,12800.8691,42341.3148,19772.9196,7578.0425,11292.0347,31640.0971,20488.3696,26059.8904,14202.9581,16804.2898,12011.5339,21146.5038,6210.3797,10955.5947,4466.9423,16931.3259,19708.6475,12294.3142,8323.603,15668.0837,9698.8175,21099.6111,14917.9519,9789.6444,7589.2635,4521.9182,5181.1167,15419.9552,6294.0078,21655.1686,21639.2528,14259.1213,14437.3293,20564.8442,18764.4667,10747.523,3425.6652,4348.0133,15285.4099,21919.2578,15657.6432,17269.3751,13072.2525,4222.4339,11635.825,13939.2786,7709.7899,12428.1524,8438.628,4600.9355,8805.8835,6756.0474,14434.0146,19477.5794,9992.0108,6565.6062,15995.6009,209567.7045,13181.0083,54456.8572,4720.9938,770953.6393,13140.7207,13357.7298,5741.373,1060530.086,13860.1991,18970.2355,5964.0924,61589.6267,25361.7953,15307.7318,21579.176,40700.7309,22833.5011,11070.7929,29610.452,13448.5333,22302.4175
PWY-6901,2279.1968,3353.1781,2571.9626,7181.4272,10652.0208,2535.2767,1796.0008,2897.7344,1813.6424,8549.8866,1972.6474,4924.8696,10350.134,3403.1296,2995.5874,3258.9613,9019.0153,16263.9215,6875.8178,1453.9517,2463.873,8066.8662,6933.4981,6245.065,4253.7361,5325.1506,3274.7389,2682.1536,1719.7497,2246.5868,5102.3334,5145.3323,5899.0236,2994.8949,1854.0325,4757.1335,12773.3721,6477.8724,5358.3607,6490.6176,8745.1001,1735.4081,2817.1921,2901.2297,8296.0688,6955.2329,5026.845,5887.7102,6076.9474,10813.7862,6058.3093,3457.4118,4011.003,1206.4304,4633.204,2955.5556,6363.4607,6690.4626,4258.1605,1645.5993,2879.0729,4313.5092,2506.9146,3759.6396,5172.7775,2011.5572,3358.7052,1832.2333,6152.5187,3204.9559,5114.917,2220.3867,2039.8237,14609.4899,10834.8929,14752.1898,2098.7406,10355.8275,3987.9139,3284.068,3063.7988,6331.1852,4964.298,4106.8298,3145.0237,4863.1259,4227.395,6077.4086,24616.2869,16049.7057,9142.7557,2669.0421,6703.1441,6312.242,12987.8755
PWY-6969,4734.5036,5238.8008,6098.8929,8654.1639,23396.709,4984.2134,5947.8277,5024.6971,3266.468,7761.0867,10945.0796,8283.0719,11290.4667,9342.0962,8760.7652,7786.2899,12251.3326,23006.5263,18218.5962,4674.9839,6153.079,21248.5095,17180.2528,20336.8581,10828.7995,10428.5616,4564.2655,7209.5299,3867.6361,6405.7038,6004.5838,16101.123,13888.3757,8986.8565,5330.7375,13565.3054,11185.6763,17156.8179,11251.9711,7796.2136,10322.4577,3103.2017,3211.8421,7469.4413,7699.9837,14576.3216,12132.4389,13025.7568,11907.7151,21523.6694,11781.247,7642.61,3257.3261,2318.1302,13875.367,5530.3839,11669.0126,12079.0718,5460.347,3954.7563,6130.228,11373.7186,7469.3107,7705.763,8447.5116,4125.9695,5051.6452,2555.0996,9935.2155,17486.8608,5123.4016,3486.281,3459.5676,65504.1981,11486.6001,43330.4939,3211.0116,82702.0757,8075.0947,9422.0873,4571.7538,1271926.404,8643.3863,8858.1261,5423.7927,77749.361,6317.5543,11916.1917,19376.9923,34889.3093,16204.4197,9338.2482,20991.2544,10149.7433,19522.3609
PWY-7003,2769.2324,958.1256,4119.6607,5916.2305,10600.2793,5947.7731,5356.2982,5378.5399,5080.7053,5216.2676,5905.6781,10065.2225,1427.4121,8057.3706,6938.7642,5677.0625,6111.8142,18590.2139,13458.8331,3989.5016,6159.4192,10638.0075,8893.1802,17906.7082,8663.5725,10680.9853,6086.9563,5109.5731,3206.0409,4780.0011,1958.9558,10129.3683,10446.5128,8561.0397,4499.44,6921.2506,4527.695,12625.6463,11383.6646,6423.6062,3356.3115,4447.0982,447.2932,9921.9126,3879.636,13730.4447,11414.2167,8833.1794,12061.8465,9137.6922,7558.5429,7596.587,1416.2143,2297.8245,5835.7688,6309.9531,14207.614,12350.1668,9438.748,2687.1187,7686.9318,8208.1401,4796.211,9653.9495,2898.4808,1918.3803,2275.9966,3588.026,2166.1178,3766.5188,6712.4466,2264.617,4193.9567,13018.1847,9455.5472,22125.9579,2986.2763,26528.5075,2512.8182,6205.636,2573.6342,7046.389,6212.8499,5793.7178,2918.9816,20731.2576,13453.1143,9578.488,8570.7037,9589.6393,17031.5133,4380.0501,14066.8293,6522.8473,12560.817
PWY-7013,8382.5248,15.9916,1050.4847,2818.0082,4665.9153,2662.3943,7539.5703,10094.8879,2736.8767,347.6765,5421.9961,5323.0454,17559.4457,6046.3877,8350.1939,2130.7555,25727.7336,16811.8695,2632.6238,2983.5542,3330.7752,1063.4359,2598.1627,9082.3602,11472.4283,9118.2991,3118.329,1360.7073,3009.7147,1274.895,41.9503,4082.5235,12477.2395,2368.8237,4020.0937,7188.7297,0,8960.2955,2473.1246,4970.0926,10.0184,5469.1557,881.6613,6608.0059,236.8355,13999.2707,11100.109,24296.0627,6351.5991,1104.3483,1795.4701,5440.7619,46204.8107,3947.2576,7993.6136,2911.7911,15789.7583,6359.8864,4423.2147,481.2196,1486.1586,11333.6673,5428.9004,2171.0301,1542.9808,2465.6431,2557.087,779.4263,2918.348,309704.2137,13850.0972,824.9377,1969.7342,80895.188,26969.1981,5089.4614,1022.2344,4493.8182,1615.0341,166215.5722,1136.7939,12711.2161,3417.8336,2680.4719,1338.3301,4003.4095,7157.6357,1584.0395,4182.2776,5995.179,2870.2426,15089.1686,27578.1538,1816.7905,2455.729
PWY-7090,63.5311,1.1465,188.2627,279.1687,746.3108,191.1769,173.3103,144.8175,152.5381,86.3239,400.1554,274.5169,6.7328,277.6267,317.1823,314.4591,80.7157,268.8601,265.5623,138.2114,195.9554,448.6863,238.2629,262.8899,204.0382,277.8549,196.4487,183.1553,125.315,216.1813,22.8133,150.1358,280.7157,320.7358,179.9558,388.8887,1.249,330.8298,345.5135,251.8581,23.9154,119.1337,24.1825,303.0134,30.4007,443.9225,263.6287,134.1985,290.4807,214.4547,395.6859,293.3706,13.5088,87.6717,169.8141,173.3523,356.3623,185.3912,172.9003,95.1203,143.335,209.7936,344.5638,254.9125,192.0645,64.139,133.0309,89.6042,251.8571,200.1128,162.7266,148.488,321.2974,1171.1402,275.2835,935.1425,58.2658,1503.639,172.9546,270.4229,42.5101,2179.0467,261.7622,237.7821,166.8324,973.8958,305.5834,526.3861,398.0096,938.6296,499.1276,49.0883,224.0306,248.7652,587.299
PWY-7094,44.9832,0,26.2159,59.1504,69.2608,22.7058,25.0202,7.235,31.2223,17.9723,24.599,28.7252,166.081,30.5821,79.8461,55.2247,35.8746,4521.4907,83.0825,67.3153,22.6342,60.8655,18.4724,144.0073,35.0476,34.4971,7.537,81.7884,7.3917,5.6551,8.9926,130.6261,151.1823,52.3894,8.4824,67.5338,0,43.2411,46.3048,49.7126,0,25.8231,5.5746,37.5179,8.994,38.9483,21.1994,14.4331,20.0988,102.3708,21.9383,39.1717,51.3259,0,64.1578,33.7727,110.9397,18.2543,13.7695,28.7228,29.564,43.5411,41.7611,15.5739,55.2065,0,31.1571,0,54.5825,3107.8582,17.9725,15.7093,18.7642,97.6131,56.3887,43.1103,14.2183,240.0457,0,384.1843,15.084,184.1142,14.6793,0,0,112.2385,11.2103,111.0652,0,0,190.7033,44.2526,129.2456,17.8526,17.2382
PWY-7111,11877.4044,6230.5956,17224.4997,19847.6962,60205.0811,20331.9765,19254.5268,18305.3197,13403.3898,12711.3045,29091.6736,32578.3097,49760.0577,32318.4834,22727.0896,23046.189,32338.9468,112532.9247,45222.9422,15921.7775,21509.3085,62355.0559,46034.7222,56467.9466,31802.7528,33855.225,23104.4926,28257.0297,12184.8008,21784.3906,7678.7857,39055.6669,41303.5645,31435.8663,19089.8894,36874.7351,16313.5548,45882.2521,37443.3948,20248.7972,13341.5562,10351.9753,7044.9633,33764.3974,11728.2976,52846.1796,41176.2894,35972.2385,38700.2851,44710.9264,39179.5683,23698.622,7135.7433,8332.5677,34613.4746,35199.5868,34486.5953,40467.5657,30904.6884,10613.8968,27851.0695,28830.4458,17754.2049,25582.0825,18268.2366,10297.7525,17543.7694,14793.2733,26538.2837,51362.7433,21022.0651,11405.7495,27473.7111,282401.0899,32823.8498,114648.9226,11146.474,961633.1795,24517.766,29980.3423,12076.9414,1040440.161,26939.1281,36592.9784,14182.3448,103731.3494,50812.7199,34579.6393,45233.321,87930.337,49194.3625,21595.2667,57437.7662,27215.304,52666.1608
PWY-7184,10363.9154,4598.6749,4717.9649,8306.0881,13998.2808,7186.5953,7780.0559,10521.1517,6096.6696,8264.7191,15802.6257,10529.7643,40995.1052,9444.9116,17301.392,49752.0557,25504.9489,61399.7128,23070.072,9657.6806,6368.6667,13687.8198,12973.7152,23505.2844,11803.1671,12107.7299,5234.9787,8293.225,7596.7863,5675.22,5487.3949,11946.4133,14802.9396,25329.476,5397.0446,11097.0575,10337.9424,16716.3081,53331.4777,10678.9397,9470.0793,13427.5579,12350.2345,10134.1105,7342.8892,22489.3842,13515.777,58941.0163,35806.6023,13447.4455,14678.9357,10616.7946,24056.0061,4876.1505,10644.6337,17324.6463,19497.2175,11520.2491,6372.8698,8565.0589,13255.9129,11763.3907,9306.4821,13746.9498,5753.351,5221.0968,3191.5369,9102.2683,4656.6011,179544.458,13969.2784,3163.5652,4877.7863,133935.9759,88002.3325,25643.5705,6919.9051,82794.2522,3636.6527,347206.7403,5176.4445,123747.0087,7400.3138,9509.312,15386.2842,99837.2345,17535.2179,7666.7319,24241.419,12529.6148,20818.0874,11018.2183,33905.7315,8683.6629,23690.4654
