#OTU ID,Itg18DTT496S91,Lyz205BDTT260S101,Vil113BFP153,Itg20FP508S11,Vil106BDTT72,Lyz206BDTT272S114,Itg20DTT508S3,Lyz203BDTT236S76,Itg16FP484S87,Vil105BFP60,Lyz201BFP212S60,Lyz202BDTT224S64,Vil109BFP105,Vil102BDTT24,Vil104BFP48,Lyz207BDTT284S126,Vil103BFP36,Itg02FP412S12,Lyz202BFP224S72,Itg02DTT412S4,Itg26FP544S48,Itg10FP460S62,Itg04DTT424S16,Itg18FP496S99,Vil108BDTT96,Vil1010BDTT120,Itg06FP436S37,Vil101BFP12,Vil110BFP117,Vil105BDTT60,Lyz204BDTT248S89,Vil101BDTT12,Vil1013BDTT156,Vil107BDTT84,Vil106BFP72,Vil102BFP24,Itg26DTT544S40,Lyz205BFP260S57,Itg12FP472S74,Vil114BFP165,Itg16DTT484S79,Vil107BFP84,Vil104BDTT48,Itg08FP448S49,Itg04FP424S24,Itg06DTT436S29,Lyz208BDTT296S139,Itg22DTT520S15,Lyz201BDTT212S52,Lyz207BFP284S82,Lyz208BFP296S95,Lyz203BFP236S84,Vil1014BDTT168,Vil109BDTT108,Itg22FP520S23,Vil108BFP93,Lyz206BFP272S70,SLCFP072,LYZFP308,LYZdtt308,SLCFP078,SLCFP024,SLCdtt114,LYZFP320,LYZdtt356,LYZdtt368,LYZFP356,SLCdtt024,LYZFP332,LYZdtt344,SLCdtt096,LYZdtt332,LYZdtt320,SLCdtt078,SLCFP054,SLCFP114,SLCFP006,SLCdtt054,SLCdtt006,SLCdtt132,SLCFP132,LYZFP344,SLCFP096,SLCdtt150,SLCdtt168,SLCFP150
PWY-7456,226.3912,103.5451,20055.3823,148.2258,0,697.7515,185.327,135.5198,1279.3733,1663.6661,177.6262,768.7064,2109.2883,879.6331,847.3312,557.2007,1138.0846,75.0616,689.9497,111.8546,95.1044,244.4758,275.4653,5.9794,11.9654,19.9036,0,58.0857,5069.5195,0,677.7526,118.0468,3510.3179,0,1536.7339,115.4778,168.3283,7.181,1314.0985,2770.0958,1044.85,3180.0929,43.185,576.699,148.0432,132.7183,198.7147,671.1105,145.9256,5.9845,67.8522,520.4641,1104.1109,37.7089,101.4584,1858.0793,407.891,542.6393,20111.5395,4168.8353,205.1457,16.2026,158.0434,63.2299,654.5026,2068.7633,663.7385,107.6753,263.4425,1255.1349,45.8141,522.5804,409.8836,534.1577,75.8237,96.9591,14.3014,122.1953,223.5688,328.6081,437.0856,2308.6027,0,2828.6744,3805.1605,2845.5168
PWY-7527,0,0,0,47.6034,0,0,0,0,0,14.2098,13.5813,0,0,0,0,23.2454,0,48.3586,14.1393,0,46.8957,14.2335,0,0,0,0,70.5948,0,0,0,0,0,0,0,18.7074,0,0,0,27.0502,0,0,28.3473,0,18.1262,12.1534,15.4193,0,13.4257,0,0,0,13.8026,16.4119,0,26.3056,0,0,15.5057,0,0,0,0,0,0,0,72.4346,33.0618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.3732,0,64.8341,4.9661,4.821
PWY-7539,11100.5331,6479.1332,25561.5681,36322.507,3562.3653,3778.6503,17194.9138,10081.8365,16840.4461,11672.211,2591.0684,5765.5719,14575.4328,3862.3166,11828.6124,14485.8279,9359.7068,22489.6419,5970.5033,13769.5621,16224.8859,23041.3855,7688.695,13466.4224,5397.7905,3202.8762,12497.0052,18857.8703,17693.8501,3026.746,15619.4471,2340.5477,5818.765,2714.6165,12160.8843,25860.4894,16320.628,7422.6818,19195.7227,21465.1709,12715.3039,16498.9913,3931.3176,21511.5083,12621.2959,1962.6395,9504.7477,12052.8761,3152.6615,2973.2582,7194.6153,24632.6688,13084.1216,3024.5265,19563.7865,24934.8105,16668.9404,7183.3885,41225.4448,27667.4716,7609.1168,5032.1565,9634.1515,29590.555,6021.4844,30150.0023,13220.2832,2917.288,13275.7346,8702.8359,18812.1298,5017.32,28115.7677,5347.5536,8128.1529,3051.648,9196.4825,5189.624,11166.8258,13921.0196,10023.6873,10297.8222,7843.2765,25960.8489,32590.7844,19806.8441
PWY-7560,14866.1201,10692.5373,29140.802,43254.9623,3603.421,4076.9506,18737.4145,5866.3531,36091.2366,17453.8945,4319.2949,8222.0152,38549.3855,5452.5983,18923.5982,24739.9285,15841.0717,39378.456,9835.3166,13772.2752,19513.7131,15004.0772,7759.1036,8634.2451,5459.0719,3443.9545,14851.9685,26091.8068,36654.4866,3064.9165,9823.3518,3417.4531,8615.9229,2770.0253,23977.4156,31990.834,12131.1949,11599.2438,29008.9989,45563.0518,19876.9861,30428.5142,5513.4316,18609.3762,7925.378,2865.1496,12450.8485,14127.5086,4719.5675,6012.369,9667.8182,11500.2122,17129.6672,3672.5454,16142.4416,53539.1834,15887.0374,8237.5595,52615.6118,30290.1152,9041.9171,9561.6589,9373.1156,6475.4288,11393.3561,35669.5855,34690.3604,5413.6308,170792.6284,17736.412,1778.0191,36052.3979,93040.4717,7111.1922,9137.9385,4501.2028,5526.3224,5049.2993,6666.4039,15721.7716,11889.421,42565.8531,305.7148,32805.4293,35093.0761,48454.7769
PWY-7663,30376.1504,16197.1434,49331.5204,74312.5036,4389.2447,7993.8229,41747.3902,50374.1989,41055.1264,33386.5127,32301.4533,30648.0341,44272.0684,10059.4372,26633.8346,38419.1163,43771.3304,75154.4384,47861.5925,64783.434,36273.1737,49149.826,50695.7853,39504.6278,6523.5209,6401.956,45090.7984,61764.1807,42340.4431,3731.2918,32255.7741,26606.3759,19349.5917,3427.8276,30639.1672,49910.6701,32130.04,18103.1552,37415.8145,55599.9994,36170.7971,36830.3089,8968.2075,48542.1886,49349.6246,9880.5493,66269.8286,32319.8222,56501.5471,11376.4227,19845.5849,64113.3062,31811.1964,6475.2652,50225.5456,61045.4908,32878.0081,16658.6396,109650.1928,83248.9228,31181.3547,9040.2111,15996.5628,61676.9589,112538.7858,50632.2838,31397.1296,7112.4346,213068.4518,61780.1998,65229.9341,54687.0385,129155.54,44011.8863,13178.8914,5674.4724,23016.6138,10091.0109,26900.0096,29688.5988,19094.5354,49305.8835,25112.4823,86603.4373,131677.9533,71780.1572
PWY-7664,293.0787,371.1075,24442.1216,0,4365.3202,1521.4154,366.7642,103.5295,32.0924,489.5723,22.127,232.5177,307.9254,773.6848,24.8474,268.1224,258.7971,5.2974,50.6918,245.5145,22.0842,35.7303,274.9183,22.0673,6522.7754,4764.4824,18.5698,114.9093,246.8776,3715.5237,4618.0789,666.5427,5811.45,3373.5089,609.4159,35.683,369.5669,29.7145,16.8586,181.1424,282.9258,154.3432,781.5131,13.9585,751.6376,102.2745,282.4243,317.5358,223.5004,11.4177,59.7999,2.6976,4056.5403,4749.9872,26.7467,192.015,119.7255,5.4833,2493.1449,1911.2174,0,24.4438,721.8422,198.5568,335.0582,2026.8379,350.6956,5.4873,31681.3052,871.6252,12.3448,442.5808,475.3083,49.7796,5.5984,0,161.3702,19.9929,322.5859,73.2407,7.0868,3567.6897,0,53.1008,289.836,1539.452
PWY-841,25034.7283,13524.9016,45382.9852,56041.9059,4342.9075,6629.0121,35858.0846,49911.047,31347.1575,27815.7878,32375.5842,29092.2174,19784.4325,8518.6267,24112.609,33163.6523,42814.4978,53343.2523,46743.8676,59099.5249,28841.0391,40477.0821,46995.9033,31670.083,6468.7187,6217.6854,43199.82,58190.1144,23586.1195,3709.0845,31477.5029,26099.953,17241.0614,3388.9014,24077.0106,38056.9501,27625.5905,15820.3615,33237.6171,25639.7423,33305.539,26606.9361,7159.0492,43294.6091,40760.9518,9354.474,64130.1463,25651.3851,55747.3373,11385.2247,17399.6379,64471.9477,24016.6162,6073.9505,40237.1356,26621.2334,28078.1778,13923.4389,88250.0666,70525.9153,30788.1847,8950.8808,12928.0296,58512.8159,113414.8235,37291.2132,34274.8327,7643.9337,65088.2045,60912.2091,52866.9812,37489.3648,48170.6012,42940.9427,9121.0462,3834.2007,18638.8724,8005.2785,24717.8963,24516.9312,13977.9305,59648.548,16039.516,84797.4673,121971.9362,69261.8871
PWY-922,25722.083,6884.8849,23048.173,27989.7961,304.267,4405.2695,18434.9399,23471.5466,14921.9839,13682.7136,4345.3225,5881.8988,3633.579,5400.4997,16296.4428,21055.657,24687.7551,47462.9463,8504.2725,39671.3939,27650.5902,49542.5073,34161.0538,52612.7783,319.7348,3075.3817,16808.2901,20542.4141,5989.1131,276.122,25320.6099,5436.3475,22564.8923,298.3082,10008.6889,30844.7355,28688.4715,8016.8116,26243.2245,14766.883,15416.6235,8142.6405,4142.8021,48883.4373,47138.3262,3818.6051,6510.2341,22283.5001,6208.3863,4774.9399,5892.2458,45079.8562,15276.5506,2670.3066,43725.1407,5434.5046,23071.9215,10350.5973,33847.8637,41881.9612,15778.5103,6067.64,18354.6986,40753.8948,13820.7587,13361.7432,14279.4136,4602.7952,8521.7952,21137.9241,62913.577,16697.6319,25351.4605,10575.3731,6274.8039,3151.3786,41162.0511,6869.8463,31231.2945,10065.7876,9202.3107,30969.8922,45151.1451,71435.1576,60987.4464,34047.5882
PWY0-1061,980.3309,1072.1888,8322.0947,826.1565,5620.8145,2774.5211,1035.8804,421.0086,1965.7511,5375.6227,151.6619,775.8374,3101.5928,1648.8118,1100.4261,1117.4376,2174.0184,540.1936,582.9525,649.233,1494.7232,1007.3935,3970.5951,867.5691,8398.849,6545.7831,1202.7799,3005.6714,1803.3021,4796.9299,7952.1543,2344.11,8070.1527,4364.4146,10510.4783,1264.3494,2367.39,286.5502,1174.3394,3011.7843,1377.1227,4237.3744,1573.269,1280.1602,6886.7209,489.4593,1295.0447,1185.6925,519.614,208.2819,647.8271,475.4226,8853.3818,6756.5678,1092.6069,1867.8461,559.9074,789.7963,1954.9148,3797.6594,168.5165,619.908,1212.654,1215.7216,793.035,4566.8745,1042.2389,204.0484,3115.832,5122.4865,141.6534,3450.8622,2052.3788,623.7374,1195.3995,152.6311,1184.292,203.1909,1792.4235,335.3212,874.8579,4389.9073,14.9656,20373.9138,2414.0458,633.1211
PWY0-1241,1389.315,796.6554,4535.6637,4916.2433,3544.83,827.152,2311.1965,219.6742,3921.7733,2449.4231,304.136,533.0909,1769.6211,638.3775,3542.4543,2412.8651,2249.2252,2321.5127,1039.3467,846.7427,2125.0631,1300.839,494.4371,509.783,5385,2696.8441,2256.7942,4531.8336,2715.3101,3023.25,1991.3146,616.3658,2688.8253,2698.33,2214.5124,2010.9941,1326.9764,1190.9003,1626.6707,1964.1838,1746.0642,2846.1345,694.1866,1313.9744,537.1957,278.4307,945.6263,939.5219,351.1472,494.3069,1577.9404,1202.0016,2675.3163,2680.7539,1338.9058,4899.7848,3656.688,913.9526,1207.6479,2333.0843,1217.5857,935.1972,938.264,820.1488,353.3433,2371.6804,1070.0207,354.9601,10028.2751,1188.0721,41.7519,876.5423,889.9719,290.283,1325.1221,681.9502,579.088,438.1022,413.0715,1238.1274,853.2086,1969.9357,12.0149,6702.0237,5624.7479,2669.6883
PWY0-1261,4365.3089,4500.4694,19114.7309,4562.557,6586.8415,3989.4284,4031.6895,2031.244,7464.6805,7469.9679,2564.3231,3317.4358,8105.6307,4084.2115,10058.5039,5603.3164,7276.8651,9488.8094,4509.7728,5831.3078,4251.3442,5287.2896,2920.2686,1523.8884,9919.1307,6700.767,3831.1038,16096.0919,7654.4108,5612.4992,13842.215,3733.1821,15250.6107,5048.6983,6961.1256,15195.3709,4631.6899,3814.3825,6885.9466,9436.232,6161.5719,10995.6655,4214.1627,4400.8841,3554.5151,1269.1753,4871.2788,4117.0032,3043.9612,1307.0883,2849.7007,6580.5933,12480.0767,6751.9759,3943.4435,8918.6075,5288.3243,2463.3763,13081.0446,8946.7746,2491.0586,4590.2841,8093.895,2236.27,2913.1263,12063.4037,5729.2813,1650.5617,66062.7168,6500.6825,616.4633,3953.1744,5706.474,1777.5296,4317.8333,2808.9304,5850.2765,2761.6829,3777.1762,7052.1366,6111.853,9695.9198,188.3576,14813.2304,8919.8266,7681.2908
PWY0-1277,145.0389,175.0437,654.4749,0,4162.1493,695.0705,153.9651,46.5376,4.1618,21.7871,9.8603,96.062,0,339.4497,2.5928,115.6671,61.7995,0,16.2288,101.386,3.5983,3.5239,102.9266,7.851,6294.2845,3276.5854,6.1169,43.2523,7.2995,3556.1578,2048.7912,240.2706,2486.6395,3156.8064,7.8068,12.3981,134.9229,8.5822,5.1854,10.9366,116.2811,30.6425,344.2913,6.0087,7.8004,34.5706,107.1281,136.5574,110.1481,2.9555,3.6283,0,1883.242,3217.8017,5.1883,0,2.6054,0,197.1055,397.4962,0,0,302.1935,42.12,93.4989,802.0784,98.3121,0,228.4235,293.9985,0,114.0726,91.063,20.8957,0,0,67.0718,0,143.7219,0,0,181.711,0,0.5217,0.5217,35.7522
PWY0-1296,20640.5921,15539.1594,19039.7187,80297.1785,3781.7403,5614.6884,35949.107,42550.6287,36804.5105,25934.5962,27969.5418,26486.7367,41701.3639,8262.9866,19551.7517,36149.3995,36291.8032,56527.8037,42425.91,49092.0613,25502.7182,30016.792,39643.2889,22968.4773,5619.9781,5306.4318,37728.7346,53224.3831,35308.1362,3229.9963,26080.4592,23070.3931,10869.106,2928.5309,26099.4323,38493.9683,21173.1527,17775.6495,32031.3333,45451.3294,28957.8007,30550.0239,6782.9638,32727.7696,33854.3523,8232.9952,55533.7891,23760.5095,48654.914,12823.6379,15736.1109,51452.902,23521.342,5367.9134,33175.5294,54853.4137,20650.5718,14084.8426,74030.8594,70111.0916,24140.3638,9252.7889,9869.8136,51056.6717,99226.3027,33491.4742,40270.1947,7100.772,229548.4055,55697.3593,39183.0084,59402.0528,108078.2463,36921.999,10252.9314,3845.6726,13128.8627,5845.7968,19042.3589,28761.4753,18304.9286,65037.5513,10632.2458,72405.4887,101698.1002,72785.9597
PWY0-1297,24843.7764,14101.7458,30945.0314,65570.7342,4106.2108,5915.5945,33599.5354,43991.8923,34130.3575,23554.289,27616.7118,25078.6753,33779.0522,8272.5452,21107.7569,35049.4303,36917.5085,59870.3711,40687.097,53844.4211,28360.7041,38775.2962,44281.2473,30875.7849,6111.8875,5738.0928,36231.3095,49352.1346,29487.1949,3511.9334,28470.3456,22816.6086,16074.15,3177.9926,23100.5965,39938.1982,26035.5165,16266.78,33367.7458,41803.0801,28074.7483,22988.8073,6859.7684,41769.4854,41896.6414,8152.7518,54428.6491,25198.0759,48435.6444,10785.146,13998.1458,55468.352,24074.993,5677.4236,40199.838,28365.6461,22624.9479,14501.078,69566.7788,67740.8605,26156.9774,8812.0755,14486.0481,53435.8178,98216.2165,28174.51,26349.7857,6633.7573,197049.6906,52854.0856,48197.6673,52239.1404,110268.9094,36899.3405,10010.6957,4529.0732,19462.9296,7718.9084,24077.6782,24550.9045,17166.8263,50595.988,15687.0837,87157.6799,103451.0434,58748.0312
PWY0-1298,20476.5452,12595.0255,18618.6056,50625.2217,4172.6491,5409.0217,28572.8612,43542.7405,30132.346,21452.9434,27255.6215,23902.0146,31309.653,7154.9015,15249.2368,29006.0801,34175.001,53132.2601,39043.5747,50394.8723,24711.546,32842.1192,41495.2263,26598.9645,6207.7965,5757.8537,33946.9833,43343.4545,27682.2984,3571.4546,27595.0758,22274.5511,11691.6189,3223.1875,21530.2999,33243.8305,22254.8481,14587.9261,26455.5356,38912.7374,24969.1436,22337.4452,5702.7668,34404.8798,36685.4734,7739.4307,52875.5797,22509.0187,47976.3019,9266.7083,12444.6227,54683.9736,21390.5329,5553.3166,34311.8759,28745.5478,19715.8562,11331.9892,65592.0718,62998.2684,23831.7334,6443.3212,10032.3207,53334.7395,97381.9959,27281.4522,23915.9491,5688.5413,167658.0465,51118.6102,47161.4277,45733.8192,109766.0336,36173.5064,8223.3967,3681.6499,14856.4135,5396.9053,20717.8973,19001.2869,13163.2936,46901.1872,13944.5848,67203.8015,99631.9018,55879.2808
PWY0-1319,40989.4648,17137.2588,53181.2725,81212.6633,4531.2538,8423.9252,44366.5544,53153.4608,52830.079,34087.2063,32812.5687,30885.4067,46753.8684,11645.4602,35557.2914,45439.369,49468.5079,88244.8494,48753.9642,71812.1238,46649.6192,67262.1213,58854.8515,65800.3675,6748.2402,6510.5052,45834.681,65581.2874,43816.582,3862.8614,38371.5809,27151.3569,33750.6715,3525.5161,35679.6488,64965.1865,42330.5566,18961.6766,54419.9894,63297.6201,40142.8332,40666.7388,10432.2435,70157.2532,65060.1759,10287.7454,66394.4433,36683.0593,56957.8315,12832.3979,20348.2254,73589.9394,32764.8471,6397.8503,62799.5989,64612.1701,38570.0521,20273.133,102723.746,79620.2495,35549.1942,14937.5653,29776.3338,59142.5471,115035.4562,49279.5444,47706.9251,9987.6072,203516.0517,64355.0425,80064.6166,56041.6181,129482.8169,44936.4872,16182.7387,8167.7771,52171.4375,12575.4975,41836.1553,31136.4238,23202.0436,74154.3701,52236.9291,122761.7117,132157.7405,85081.3139
PWY0-1338,267.1673,167.5819,347.545,1.2494,3541.0924,511.8408,162.8151,50.738,16.7875,885.7146,7.724,92.3464,178.3984,259.1278,3.0855,95.8014,71.1836,1.2473,18.1011,106.9928,5.2856,5.3198,78.6646,8.7321,5359.6,2655.4499,3.7136,47.071,56.3513,3023.25,1575.4653,175.6933,1603.504,2682.3914,45.8983,15.4338,121.37,8.8598,7.3966,96.504,96.9973,234.1527,268.8218,8.2614,10.1502,32.7245,78.2976,133.6863,103.2103,2.6073,5.1838,0,1566.2926,2625.317,7.3719,3501.4332,4.2772,0,250.0936,362.7205,0,0,207.9042,47.2057,76.3553,769.9819,94.2745,1.1945,180.9946,252.3918,0,117.1242,77.1796,24.3544,0,0,43.8993,0,118.048,0,0,171.2951,0,0.6241,303.8177,646.2244
PWY0-1415,631.8906,243.1906,4561.9821,554.4012,4032.3564,810.674,288.5234,79.3595,371.8857,1048.2398,27.5745,185.9648,600.6312,466.3412,175.1029,604.4287,787.7096,105.9598,42.3319,160.5252,121.8412,318.4444,192.726,261.7195,6082.4489,3312.3475,126.0446,536.6589,493.2798,3444.604,2468.8851,407.4755,3025.4995,3065.6094,319.629,174.6923,225.3682,12.6365,322.3534,275.9867,256.0238,1002.9472,544.7695,57.7538,198.5111,78.087,184.1552,589.3101,153.6252,147.2074,57.3689,42.5164,2278.3354,3342.6299,411.4556,1000.5077,59.4899,34.6648,449.4078,532.8443,53.1702,245.2357,483.4786,63.522,139.9723,1018.6467,194.188,52.9018,468.4252,407.7419,7.2879,157.9963,143.5104,120.714,26.6248,34.9107,105.7191,17.7164,737.8314,76.3119,2.9965,1120.4554,2.8553,2471.9753,1135.8386,378.2299
PWY0-1479,2168.4222,1253.6156,5138.8516,3219.0954,3656.8947,1328.1035,2203.6735,403.7145,4540.3082,3350.0914,588.0005,957.7853,3185.286,1166.594,4686.2508,4167.6175,3310.1664,2766.4364,1267.5596,1466.5628,1805.7121,1384.4033,893.0368,1078.4338,5502.3469,3623.1952,1984.4417,5608.3136,3845.4992,3121.336,3451.9115,1095.9585,5155.6569,2813.9416,5871.0992,4064.9537,1670.4206,1149.7875,1938.6118,3738.632,2429.3754,5574.6615,1414.6823,1494.7888,993.9724,471.454,1341.3188,1896.0198,631.5706,646.3308,1190.3213,1663.2961,4240.3001,3620.8363,2090.1815,3802.4101,1856.5084,1202.6926,1989.4144,3084.7685,751.9186,1709.356,2104.8676,958.2673,578.7285,3607.5027,1483.0688,592.3585,2350.5979,2097.3856,168.4695,1352.3112,1499.5323,397.0418,2052.5926,1017.6611,1733.8702,869.8833,1185.9043,1976.0293,1828.6419,3579.2173,41.1394,9121.4481,6520.9271,2237.7263
PWY0-1533,161.3039,281.2334,564.9516,0,4358.6981,714.5199,149.2918,99.7722,393.4994,233.7777,34.5053,119.6865,108.3612,355.7397,8.1257,116.8973,104.3718,0,60.1032,114.1958,8.4403,13.7641,102.12,24.6351,6606.3767,3279.4443,7.1085,373.5259,40.8349,3720.9231,2127.7977,295.152,2458.1801,3303.8683,275.6879,12.4369,136.3041,66.684,9.8086,72.243,259.797,322.7627,406.1836,5.332,272.37,32.3409,216.6355,121.8852,170.7926,4.439,86.0203,165.2713,1845.7413,3268.0995,6.2191,690.6864,35.8704,23.0532,484.4704,528.9846,132.2849,0,323.2405,66.577,99.9065,798.9832,97.9625,0,12259.8961,320.818,3.5114,129.1782,105.0135,113.1897,0,0,67.7003,0,135.3909,370.9896,285.4114,709.9806,0,64.5145,10.9812,43.5781
PWY0-1586,40767.2743,13670.5779,34239.0173,88118.3682,5989.9387,8346.4614,43619.9503,53074.9061,45991.2924,31125.7247,28814.6058,28672.8133,25918.6279,10744.5019,28332.0556,40647.6794,45779.2577,73718.918,45510.0668,66448.6376,42674.3602,70467.108,57860.9914,64388.9602,8898.4581,7800.9765,41258.692,57679.0268,20807.4251,5111.5501,43148.7818,25170.4211,29873.8585,4613.3714,33369.6508,63428.7686,43684.0118,13572.8481,45508.5479,46865.0385,33831.4245,34460.2038,9284.7772,70122.4543,66802.6426,9775.7203,59312.6791,37434.1049,51169.9219,12253.2441,18142.1499,77083.8606,32124.8804,7379.1133,63038.8129,62399.7417,37345.7211,19601.0767,85853.1289,76038.3412,32333.6376,10368.7984,31093.46,63174.4543,101566.8388,34492.5853,26321.3697,7771.7345,16427.4888,61219.7171,78954.0581,31699.6659,133885.6419,41360.8244,14142.854,6867.1925,57423.2132,10304.0532,45886.3751,28722.7403,22424.3509,54087.406,49393.8652,121291.7635,123634.1981,70906.7183
PWY0-162,28771.8925,13278.9302,50858.839,57227.875,4250.7682,6929.7135,36731.4044,50771.9457,31581.4566,27711.9639,31932.8227,28744.3491,18402.1919,8776.3773,25701.9979,33339.4982,44717.0445,57245.4884,46173.2537,64699.661,31257.1969,49092.3096,52729.7904,43139.7945,6336.6011,6146.7225,42904.7106,57940.3371,22190.3785,3626.784,33685.9609,25831.5838,23086.1171,3309.7728,23796.6839,39902.7803,31508.109,15437.6065,33989.9821,24323.7722,33656.4061,26697.6713,7451.322,50687.4401,50433.46,9433.1672,63303.8352,28445.0249,55254.92,11269.72,17370.9031,67750.9771,25135.6445,5950.4654,47572.3222,26796.457,30757.8844,15019.622,87218.379,70179.3053,32114.2759,8875.843,14913.8038,58467.5783,111896.69,36174.1056,33582.7134,7636.7125,57455.6234,60210.7526,67945.3313,35557.9345,39961.613,42994.5122,9456.7355,3921.081,27147.4063,8839.3943,30833.9232,24522.6947,14520.7215,59058.4559,27292.3354,94327.7506,123742.0671,69019.7948
PWY0-166,26671.9612,12289.5995,41030.3744,46962.363,4075.3152,6237.6705,31951.093,47645.617,27453.4095,23838.0443,29439.289,25425.0598,17033.756,8067.6609,23105.8701,31257.1958,40837.7095,54934.5252,41665.2913,59680.5575,30257.1085,47377.024,48933.0131,42119.3933,6075.9099,5883.7941,38551.4051,50797.0894,20315.6728,3482.6427,31915.1406,23951.8767,21818.002,3167.9866,20324.998,37147.8517,30205.3679,14680.6841,32207.1139,23133.4962,29358.2831,21506.3056,6479.8082,49013.6843,47838.8973,8469.4991,56954.3457,26050.4423,51032.2857,10026.1281,14325.3579,64432.2041,22269.8277,5648.349,45003.8915,20047.3971,28126.9432,13635.7616,72750.3478,60900.328,29270.4372,8690.5952,14767.9857,55479.5798,103786.2927,28812.5787,30754.5312,7192.7908,60093.9514,54642.817,64560.0008,34576.147,63732.9492,39090.5649,8313.2819,3730.1126,27403.8526,8046.8563,29660.286,20552.6823,12561.6833,55181.2347,27320.6714,88851.3125,112999.3551,61431.993
PWY0-321,117.4336,144.2017,477.3275,0,4342.7417,647.4419,131.0677,37.178,3.9764,20.3002,9.3207,80.5192,0,303.5068,2.4847,98.8334,61.5789,0,14.7933,89.8028,3.4438,3.4269,78.8061,6.9523,6591.5092,3282.0514,5.8064,40.5631,6.7975,3710.3848,1966.0055,233.5524,2268.7977,3299.858,7.434,11.4558,114.8608,6.5815,4.8758,9.6015,102.6525,27.392,357.1792,5.6695,7.4265,27.7784,90.467,103.1328,92.7288,2.8616,3.4292,0,1732.5174,3250.2259,4.7426,0,2.4643,0,159.5446,290.152,0,0,282.2308,37.9182,89.1781,675.3553,94.1356,0,277.6918,242.0859,0,89.8895,77.5076,17.2955,0,0,59.9461,0,122.9915,0,0,167.4543,0,0.4993,0.4983,29.2296
PWY0-41,851.1258,226.7907,2461.6624,554.5349,3985.3622,710.771,304.3485,100.6799,223.7464,181.4551,14.7313,204.5869,294.2184,374.8554,20.5914,125.2683,633.5852,0,35.1183,123.7961,25.4232,295.0019,150.9253,601.2405,6037.8194,3000.3754,33.9389,478.4212,83.5315,3401.3202,2072.8095,522.8653,2572.6781,3015.5609,200.7009,177.0237,184.3168,8.4082,240.9783,141.0312,314.3711,83.6065,447.4204,12.0733,42.6413,65.1389,200.7884,254.713,139.9808,8.4783,8.9799,12.7077,2597.6503,2981.3599,40.2038,220.2995,19.3759,0,219.8618,10485.8706,40.3435,18.1682,350.8317,43.9254,96.176,801.0869,107.5023,5.196,191.0839,329.6262,3.5778,144.7815,115.0929,464.2563,2.399,0,113.1968,0,3218.9545,4.0631,0.9999,401.3594,0,2834.6705,345.7979,131.4189
PWY0-42,88.7554,95.5996,320.0955,0,3538.5,457.0497,83.9341,24.8988,3.7188,23.8903,5.5932,51.1043,0,207.4971,1.8825,64.5645,39.657,0,8.4765,59.8814,2.4896,2.7095,59.3292,4.3478,5359.6,2655.25,3.3333,22.9913,6.9296,3023.25,1419.6,156.3497,1574.4491,2680,8.332,6.4692,74.4321,4.25,3.1789,7.941,65.6222,27.183,237.5617,3.0882,6.4215,19.1887,58.0993,68.9733,62.4288,1.7857,2.8667,0,1221.8525,2616.85,3.1789,0,2.2427,0,110.2342,193.3498,0,0,188.4832,22.241,56.5993,450.0999,54.7463,0,231.8284,159.199,0,60.1974,48.5992,10.25,0,0,39.1494,0,80.3901,0,0,132.6539,0,0.3836,0.6132,21.4044
PWY0-781,7974.6112,2872.1858,4425.8021,7896.8283,4097.3101,3390.1867,4193.3237,1508.2615,6606.756,11538.9366,609.4398,1918.0191,6899.8968,2189.0697,2899.4328,12256.9155,7377.1348,3699.1025,2892.5415,2261.4448,5510.8082,6399.2033,8033.4059,5633.3953,6136.1193,4593.5399,4871.2821,9845.1182,5143.6519,3491.1232,9373.7186,4027.5694,7617.1679,3163.7744,17283.0018,6541.3454,6505.484,1355.2074,7108.0687,14011.6905,4507.9373,10935.8849,2284.439,5182.7749,10818.7401,1337.8982,3561.0012,10763.5131,1442.3523,1692.2389,1866.025,2201.2465,12947.6554,4669.494,5419.6515,15511.3932,4604.2906,1192.2729,17732.3221,11735.8622,1529.6526,2138.5118,2771.7733,3995.4882,2420.8707,11884.7226,6565.2352,833.7668,9201.0606,12732.8553,577.6954,9805.1304,6070.7019,3046.0768,2416.1072,1202.101,3307.6089,585.3672,9080.9734,1903.719,1850.4987,17257.7848,11.1859,34583.4239,9786.8119,11529.2023
PWY0-845,545.6238,401.3365,20187.1711,1051.2023,4593.1508,1402.598,687.0391,150.3835,1024.3316,1888.4257,224.1729,534.393,1857.9584,1032.1972,1401.525,812.8336,1394.2818,441.1166,650.9304,383.0073,285.0341,540.829,483.2918,76.2729,6929.4474,4017.4115,581.0478,967.0292,4596.4454,3920.7748,3675.3196,588.0161,5691.0255,3509.3915,1785.4132,835.1099,447.6509,208.8309,1141.8303,2293.1955,1006.1679,2264.1078,815.9816,610.8792,612.6722,232.4379,627.5016,729.2543,335.4431,137.1188,557.6225,489.6748,3507.3501,3998.4189,233.9409,1475.6829,774.2771,927.4206,19935.6012,2764.3926,424.8382,351.8968,780.9769,413.1282,645.3809,3009.6181,1402.8733,153.7587,5835.0627,1454.7766,62.2318,501.6117,285.1886,382.0686,888.2792,182.1114,126.2894,156.3462,407.8149,431.8004,445.479,2467.8933,0,1707.9822,3171.7903,1317.0407
