#OTU ID,Itg18DTT496S91,Lyz205BDTT260S101,Vil113BFP153,Itg20FP508S11,Vil106BDTT72,Lyz206BDTT272S114,Itg20DTT508S3,Lyz203BDTT236S76,Itg16FP484S87,Vil105BFP60,Lyz201BFP212S60,Lyz202BDTT224S64,Vil109BFP105,Vil102BDTT24,Vil104BFP48,Lyz207BDTT284S126,Vil103BFP36,Itg02FP412S12,Lyz202BFP224S72,Itg02DTT412S4,Itg26FP544S48,Itg10FP460S62,Itg04DTT424S16,Itg18FP496S99,Vil108BDTT96,Vil1010BDTT120,Itg06FP436S37,Vil101BFP12,Vil110BFP117,Vil105BDTT60,Lyz204BDTT248S89,Vil101BDTT12,Vil1013BDTT156,Vil107BDTT84,Vil106BFP72,Vil102BFP24,Itg26DTT544S40,Lyz205BFP260S57,Itg12FP472S74,Vil114BFP165,Itg16DTT484S79,Vil107BFP84,Vil104BDTT48,Itg08FP448S49,Itg04FP424S24,Itg06DTT436S29,Lyz208BDTT296S139,Itg22DTT520S15,Lyz201BDTT212S52,Lyz207BFP284S82,Lyz208BFP296S95,Lyz203BFP236S84,Vil1014BDTT168,Vil109BDTT108,Itg22FP520S23,Vil108BFP93,Lyz206BFP272S70,SLCFP072,LYZFP308,LYZdtt308,SLCFP078,SLCFP024,SLCdtt114,LYZFP320,LYZdtt356,LYZdtt368,LYZFP356,SLCdtt024,LYZFP332,LYZdtt344,SLCdtt096,LYZdtt332,LYZdtt320,SLCdtt078,SLCFP054,SLCFP114,SLCFP006,SLCdtt054,SLCdtt006,SLCdtt132,SLCFP132,LYZFP344,SLCFP096,SLCdtt150,SLCdtt168,SLCFP150
PWY-5989,245.7324,292.7605,23276.0314,0,4016.8342,1311.3345,268.8253,75.1375,21.0523,323.0946,16.4895,197.7825,263.942,665.7264,18.0824,219.9322,174.0638,3.4199,35.3713,186.0662,14.2455,23.2389,178.9509,14.9895,6037.9119,3891.6103,11.9974,74.696,211.765,3420.4118,3784.7211,461.675,5164.0907,3100.0441,403.2061,23.5719,247.5715,19.9293,10.9179,155.2888,198.7781,128.0195,672.9941,8.9986,486.5763,70.5521,195.3922,240.7148,185.859,7.4959,40.7714,1.7399,3310.5061,3994.4164,17.3336,164.6228,90.554,3.5994,2142.9805,1480.6254,0,16.2418,621.7226,133.3052,260.5009,1587.2656,270.4302,3.5988,22950.0983,585.0002,8.3805,292.6161,323.8728,40.3067,4.7989,0,112.7977,17.1417,249.7968,56.3298,4.7992,2781.1336,0,34.1598,207.3669,1319.6726
PWY-6071,105.7323,131.9657,437.9894,0,4170.4031,601.7629,118.6741,33.8928,3.3707,17.3551,8.2755,72.5711,0,279.7899,2.1064,88.4275,53.083,0,12.8148,81.8406,2.9284,2.9184,71.877,6.1297,6327.0678,3146.9823,4.9624,35.3965,5.8034,3563.1406,1837.3888,214.2777,2100.155,3166.6899,6.3074,9.8305,104.2907,5.9846,4.1574,8.344,92.2084,23.6989,326.5064,4.88,6.303,25.0982,82.1101,94.189,84.9776,2.4562,2.9198,0,1599.901,3113.1971,4.0776,0,2.0944,0,142.5059,265.9091,0,0,258.2263,33.4035,80.6925,618.9942,83.0357,0,235.696,221.081,0,82.424,69.9057,15.3741,0,0,53.8717,0,110.3688,0,0,145.3799,0,0.4227,0.4221,25.9527
PWY-6121,26061.8521,17732.4977,41343.2512,76525.0547,4286.6174,7207.8819,42393.561,50300.8362,48811.9906,34832.6021,34482.0745,32878.1402,44323.6564,9781.4091,29310.1909,40294.5885,45683.7513,61759.7792,51046.5971,58505.6464,31732.2026,36967.5792,44436.0931,26183.7379,6361.1577,6307.2041,48571.076,68507.3896,44812.123,3658.9907,30706.839,27202.1846,14086.6744,3364.199,36645.4312,47537.9758,26981.7966,19721.702,45323.79,53298.9172,41661.8215,41589.4845,9172.0448,41916.3759,35934.5703,10197.4367,70101.1769,26723.2414,57911.1589,14397.3135,21595.4128,62884.304,28171.7279,6344.7116,38381.4867,61203.6671,28862.2722,15925.2313,111665.0145,79951.6304,32046.2897,12977.974,13672.0618,59762.3617,119595.397,58386.0487,56319.0697,9851.1794,183395.4679,68641.9625,43486.6327,54714.6572,38539.1387,45455.4374,13087.1069,5284.2758,14581.3987,9141.1389,21317.1026,32912.3887,19706.2265,81229.2145,10979.58,84077.0607,128580.4795,93816.1223
PWY-6122,26671.4456,18017.5341,40334.8803,80809.2268,3884.2455,7188.9761,43119.8725,51992.9961,49100.9372,35331.9512,35484.6855,33648.4331,44613.1025,9904.3536,29035.696,40892.1998,46684.3038,61930.7533,52591.6312,59827.8199,31600.564,37529.7135,45989.6756,27144.4838,5753.1347,5996.5251,49206.3607,69185.324,44371.178,3315.4359,31381.7467,28030.3499,13893.3793,3055.314,37015.1075,48172.1133,27105.3696,20037.9108,45174.5338,53106.9712,41655.5715,41909.7011,9169.6417,42314.4777,37170.9087,10439.6287,71621.7284,27388.9289,59871.6002,14904.031,21675.3797,64510.1949,28552.4216,6025.1508,39157.4876,62720.3566,28857.055,16220.2996,110849.8957,82166.8203,32255.0525,12959.3521,13506.6436,61960.0735,123546.6515,56625.5172,56479.1092,9922.4337,185065.4007,70534.5084,45241.7039,55607.2326,39236.8859,46660.548,13010.3218,5206.6979,15009.6551,8939.5076,22015.7855,33371.417,20072.2107,83859.1444,11420.0728,84726.4144,130944.5745,96041.0121
PWY-6123,23390.8212,15092.2721,37789.5999,60125.1095,3811.6151,6251.671,34867.2386,46863.3164,42161.7669,29269.9826,31362.4211,28592.8629,39343.1465,8412.6673,25181.5243,34519.3972,41145.3377,57550.9594,45611.0798,54657.6226,28864.1859,35326.0452,43079.1997,26318.6559,5668.6526,5593.9516,42367.9364,57650.8251,38495.6094,3256.5257,28437.0249,25103.2153,13564.0342,2978.1698,31286.6188,41172.7808,25036.5187,17399.4541,38387.9182,48244.295,34259.574,35028.2052,7546.4373,38719.0183,36055.0333,9121.3872,62458.844,23998.1792,53603.3451,11725.0859,17719.5875,58869.5139,24477.2117,5536.1128,36192.8242,51873.0523,25755.8639,13254.7124,94024.4643,69718.3714,28846.3374,11299.1259,12298.2711,55780.8636,109733.6455,46326.5109,45942.4918,8222.7832,176639.3453,60868.9987,44684.4888,50225.2969,39250.3178,41335.3653,10514.3873,4874.0061,14829.8543,7631.6187,20855.5577,25092.0005,15333.0489,67760.9353,12086.8077,78754.2458,117789.5451,77547.6896
PWY-6125,26398.8862,12515.6188,51986.8561,53045.909,4261.7005,6803.0237,35896.6112,53215.005,27026.4788,26121.7157,32615.4442,28727.212,15233.9827,8478.6431,23292.1362,32002.8774,44176.2353,52211.6675,46837.137,64321.4182,29218.2521,47079.8061,52510.4774,39706.6508,6343.2116,6386.761,43239.6361,56941.5559,18972.6545,3639.7981,35135.2815,26622.9937,21541.6162,3325.5565,20849.1742,36347.753,30554.9179,14982.568,30574.3792,20127.7987,31518.8226,22854.914,6816.3217,48318.5614,48290.7414,9451.0261,63910.9293,27276.0993,56769.506,10900.944,16515.7678,71566.0311,23524.8305,6077.6378,45433.4813,20493.0531,29878.8679,14265.1906,81525.188,71825.2623,32184.2511,7972.208,13468.6551,63521.6193,114691.1602,31926.7187,29159.6284,7196.9705,47236.3293,60011.2545,66891.0074,32070.4762,55145.887,43601.0294,8372.7239,3441.7287,24514.0214,8100.1819,29973.938,23229.8952,13064.0737,54589.5769,24182.4872,91502.108,126181.9553,63203.6769
PWY-6126,45337.7746,19044.1235,60087.1611,80048.0042,4801.4928,9287.3328,46677.9379,56766.6763,52958.7279,35288.3893,34102.8344,31725.7514,46303.037,12407.7428,38813.9343,50314.5305,53546.0106,95794.9272,50034.476,77005.3284,53264.3598,76838.0126,63137.5297,73881.0019,7158.3241,7029.664,48871.8386,68163.7922,46345.8255,4094.1999,42606.5468,27889.1851,36336.9833,3740.623,36376.6933,70154.7073,48302.7246,21142.3313,62098.701,65167.1407,43376.3246,39026.5605,10808.9563,80276.7699,71494.3874,10764.5075,68362.2817,40024.058,58446.0031,13611.1798,20659.7186,81303.3282,35202.1576,6864.7643,69968.4004,45134.5143,43343.6664,21757.5838,107687.7011,83605.2166,38533.1762,17497.0232,33362.5281,65175.3866,118801.168,53870.6202,49662.8587,11328.6138,205111.0541,67724.4011,88807.1425,58105.1512,95601.7264,46722.0755,16850.7917,8724.2567,59237.3926,13876.0306,47045.3192,32072.2976,23608.8916,79122.3122,58513.8559,135329.662,141349.9802,89284.059
PWY-6147,11138.543,6535.909,25948.5865,39244.1752,3566.9122,3657.1063,17300.4427,9359.9329,21989.302,12629.7137,2678.4581,5867.3664,14759.4716,3702.0444,12384.6699,13724.2524,9437.2723,22716.3112,6178.896,13877.8251,15047.1037,21159.4863,7819.4593,13153.5953,5401.2394,3167.8995,12672.1392,19460.1352,17710.4742,3030.25,14378.4385,2665.0502,6334.1376,2714.6165,16258.0456,24548.0975,14933.4469,7514.4965,18291.4876,21892.6641,13761.2718,18062.5752,4593.7446,19476.7396,13527.1149,1937.0886,10190.9405,12029.9205,3182.8918,3077.808,7454.5407,22584.92,13227.9113,3128.8107,18970.9972,30152.1678,16013.4479,7038.3519,41698.2036,28821.9644,7061.7004,4718.9257,8378.2051,29868.7437,6065.4456,30650.7771,13329.1269,2733.3684,11856.4622,9645.7104,18788.6251,5711.02,28434.497,5245.7961,8536.3246,3005.9369,7718.9402,5347.0236,9737.7851,14372.1882,10767.0374,10922.0882,7834.8061,24601.775,32096.3987,20027.9982
PWY-6151,25552.0094,14613.9388,23664.9283,48674.8236,3779.564,6546.445,32121.3546,46036.4296,39499.3202,25868.2397,28796.5992,25859.8894,34756.8668,8725.9302,22518.9416,36900.6799,38516.602,59682.0694,41008.9934,53839.0081,35224.8128,47444.5714,43229.7211,32756.3826,5611.7667,5453.5936,37851.9457,50453.8271,32651.2965,3226,32030.6457,22986.5211,13175.8579,2935.524,27891.87,48039.0299,32493.3041,15983.4333,43474.2511,45789.112,33390.209,28187.1514,7178.86,51687.9789,39500.4018,8476.2467,57287.7674,25094.8947,49318.4652,10529.1129,15713.1352,62953.5586,23901.6825,5331.3532,40481.353,35913.2509,26482.7991,13323.7854,83239.5597,66110.5559,29343.9619,12606.8702,22617.0762,50620.9988,101117.2882,43512.1551,44766.4106,8777.5315,169249.7376,55814.7822,48872.2183,47881.0993,48191.7073,38830.633,8452.9552,5503.6967,32313.6607,8003.51,31421.4067,21791.7992,13181.4385,66288.2551,15760.288,89063.4157,105745.6378,72840.5383
PWY-6163,12001.9529,9524.2983,24782.3922,40599.1314,3977.9314,3848.0347,16235.6411,4323.0559,34804.8644,17939.1034,3367.985,7158.5153,39686.3009,5109.0966,16800.644,23969.8229,13096.9787,32520.8871,8344.3071,9513.452,16853.165,11416.2175,6510.7751,4919.019,6022.4458,3313.2763,12155.4238,23871.0848,35847.5218,3368.2397,8064.2971,3361.0547,6985.9208,3039.1974,25380.9866,30220.0679,10273.5835,9632.8249,25122.3549,45297.8564,17953.8147,30447.5828,5111.4131,13771.1772,7642.8267,2527.1831,10879.4537,12252.0864,3865.5301,5277.627,9404.7839,8444.9259,16125.7865,3811.6376,12051.9371,55748.6107,13314.1597,6923.9335,48163.2571,25561.1605,7622.6029,8098.8382,8819.8084,4167.3405,8507.3149,35445.5154,27041.992,4441.7084,169817.9491,15935.1127,1021.5567,35490.7416,85271.8157,6121.2069,8398.677,4508.0245,4424.0334,4041.9591,7548.5998,14111.0411,10797.8759,31117.5322,136.439,35665.9118,27492.7311,43308.1684
PWY-6165,39.6775,0,11.9133,0,0,3.9877,11.9848,0,14.1065,72.5475,0,0,0,0,9.1158,87.3371,19.95,0,0,0,0,0,205.7452,0,0,0,0,0,27.7729,0,0,0,11.8316,0,28.2695,0,0,0,3.998,34.5472,19.9479,105.1179,31.3394,0,28.3064,42.1765,0,23.8415,0,0,0,0,105.4885,0,10.8885,0,9.8633,0,0,0,0,0,35.5433,0,0,0,0,0,0,0,0,0,0,0,0,0,54.4482,0,119.8809,0,0,0,0,1.8822,1.9724,0
PWY-621,37742.6385,13347.8693,50898.0593,78920.9549,5202.7932,7621.39,43558.7552,57836.3568,53469.2144,34029.5068,38697.4829,35706.019,35034.1751,10854.6316,32489.6804,38725.3361,53581.9387,61606.9127,55719.8641,74797.8833,33288.6922,53574.6877,63682.9984,56913.5431,7597.1172,7414.4837,48966.4995,69941.2599,28756.596,4426.5454,34928.2133,31076.6561,33015.4323,4059.7387,36821.5443,56601.5338,33803.8823,10684.4274,51130.7092,50082.189,43634.655,39747.6227,10003.7438,60156.1565,63743.2486,11311.9798,77909.738,31248.8853,66326.5685,14695.1405,21208.8517,70427.12,27363.6063,7451.4903,51247.9523,59166.3375,28218.2969,18713.9861,111653.4312,86285.3632,38866.0383,12496.4785,25493.8838,47517.3273,135649.776,51289.516,52423.5018,10201.0592,36444.3448,75097.1117,73903.9543,42549.7847,15093.7469,52461.3042,13320.2358,6179.8907,46525.3515,10661.7023,39182.8001,32163.6675,22054.1047,84230.5047,44276.5875,126497.5976,137641.7579,95905.0203
PWY-6263,2582.1925,1203.9172,156.9395,9217.7536,0,597.2795,4766.8251,362.6107,6913.9429,4351.7717,553.1146,1243.9019,3703.3811,783.1749,6041.3622,5310.712,3881.9474,5030.9391,2122.8635,1686.8023,4885.1157,3210.5612,1193.536,1145.5928,45.6289,68.015,5010.7306,8227.1346,5185.3837,0,854.3126,757.9545,319.9716,38.1549,3626.1033,3902.2761,2792.5916,2301.7345,3615.0286,4816.5838,3595.6495,5560.1991,773.2841,3129.3286,764.5644,668.8545,2057.432,1900.1223,549.7605,1024.3034,3132.0644,2670.0528,2569.941,95.4434,2884.2326,6878.1408,7375.6522,1514.5875,14609.3728,5633.7924,2746.5889,1632.6113,1241.0349,1789.5943,995.9976,5372.8618,2955.0339,764.0631,412.0222,2634.1934,52.0724,2189.0159,1952.7853,535.3751,2222.3415,1202.6834,955.1438,862.9637,572.0671,2490.1639,1573.5043,3643.7029,19.9241,12213.3734,17034.3482,7342.9465
PWY-6269,10240.2134,5111.4896,19526.5677,21797.2633,219.1532,2894.0485,8974.2556,7124.487,17521.9416,8645.1908,476.0696,2354.1623,15976.1642,2358.1228,5627.4414,9432.8056,4998.482,13734.3526,2868.5187,7987.0821,9618.0456,16818.9638,6333.5974,11813.7569,423.1282,2206.5189,5976.2034,5789.8481,11177.4282,0,12780.4833,846.4937,4090.0031,324.7934,10716.0111,17067.3687,10370.8873,6415.601,7958.5451,19205.5663,5712.6623,14124.6162,2290.3371,12714.7607,10729.7364,1206.833,3057.199,10051.706,1314.8432,1203.5177,4123.4625,17659.2615,12926.4492,1524.0233,14992.2372,28175.6255,13733.4576,3378.6389,25960.3709,25001.71,2423.1839,2114.5045,4677.0218,28943.1583,877.1005,9124.5626,2790.6542,1011.1976,2903.3729,5040.3942,18799.8323,3594.6708,24334.4618,1949.7331,3255.3909,2055.9025,6084.1706,1851.145,6518.0652,3794.675,3790.2707,5806.3959,7807.0297,7746.2723,24652.2448,15437.9647
PWY-6277,26671.4456,18017.5341,40334.8803,80809.2268,3884.2455,7188.9761,43119.8725,51992.9961,49100.9372,35331.9512,35484.6855,33648.4331,44613.1025,9904.3536,29035.696,40892.1998,46684.3038,61930.7533,52591.6312,59827.8199,31600.564,37529.7135,45989.6756,27144.4838,5753.1347,5996.5251,49206.3607,69185.324,44371.178,3315.4359,31381.7467,28030.3499,13893.3793,3055.314,37015.1075,48172.1133,27105.3696,20037.9108,45174.5338,53106.9712,41655.5715,41909.7011,9169.6417,42314.4777,37170.9087,10439.6287,71621.7284,27388.9289,59871.6002,14904.031,21675.3797,64510.1949,28552.4216,6025.1508,39157.4876,62720.3566,28857.055,16220.2996,110849.8957,82166.8203,32255.0525,12959.3521,13506.6436,61960.0735,123546.6515,56625.5172,56479.1092,9922.4337,185065.4007,70534.5084,45241.7039,55607.2326,39236.8859,46660.548,13010.3218,5206.6979,15009.6551,8939.5076,22015.7855,33371.417,20072.2107,83859.1444,11420.0728,84726.4144,130944.5745,96041.0121
PWY-6282,246.4002,293.9528,22755.5501,0,4202.3098,1341.1993,269.0441,75.2594,21.0534,323.4464,16.4947,198.1159,264.2164,670.9308,18.0826,220.1841,174.2567,3.4199,35.3834,186.3224,14.2464,23.243,179.9631,14.9966,6282.9747,4490.013,11.998,74.7032,211.7971,3577.0498,4012.8892,467.7436,5240.5291,3246.3408,403.3836,23.573,247.9854,19.9365,10.918,155.3429,198.8451,128.0341,675.3126,8.999,495.4592,70.7185,195.5929,241.3648,186.5981,7.4969,40.7773,1.74,3415.4833,4466.7434,17.3362,164.6632,90.5915,3.5995,2144.3518,1483.7411,0,16.242,623.0782,133.8894,261.1552,1585.4649,270.4441,3.5989,27401.5446,587.2739,8.3993,293.8387,324.9863,40.3265,4.7989,0,113.0792,17.142,250.9024,56.3325,4.7993,2819.8827,0,34.1619,207.4824,1323.8748
PWY-6317,39362.7636,16773.0101,49683.1963,69120.5474,4314.3661,7949.8602,39592.1827,49079.1194,47912.9155,29656.9541,29585.2402,27570.0752,40741.1628,10643.2959,32158.2853,41507.2411,45830.1177,85551.2634,42993.7342,67820.7496,45534.8168,66428.8092,55034.0172,65373.6279,6410.248,6274.0457,41526.806,56912.3836,39801.7866,3670.4139,36752.2741,23763.7651,31948.2211,3347.4509,31873.4393,60173.3705,41264.7719,18205.9456,54718.2508,59109.4395,37689.1263,34843.2857,9263.1841,69854.6559,62584.6,9254.1694,59089.4443,33397.0157,50389.175,11991.5704,17152.7461,69562.2881,30538.7325,6068.4384,60843.1676,52382.2408,34868.3907,18791.7464,93757.1858,71485.7549,32877.0583,14892.9373,28055.0674,55906.7236,103423.5349,43014.2084,49629.557,9955.2939,195058.8564,59318.9567,78211.6123,54187.8741,39595.0863,40756.5768,14078.925,7025.7894,50796.2978,11854.6529,40478.8606,27660.4964,20694.5888,73681.0279,52104.6959,112918.3745,121155.2193,82319.097
PWY-6353,4545.6726,3567.9936,27410.6317,38372.7706,5467.6029,4642.2901,15588.3764,3175.9715,6539.2204,7868.3085,577.9171,5009.0358,13731.9324,4526.0698,5226.9333,10738.456,5463.7126,5033.1464,5652.6188,4717.0602,1786.3707,2677.8108,4026.3142,604.1018,8168.7135,6573.6449,5419.8785,15822.6797,15270.8018,4672.6766,16183.4079,3344.8074,15419.7803,4219.1074,7558.4078,9964.1105,2582.1915,1125.2353,6906.5755,9855.3041,4099.8797,12323.8618,4170.2959,976.5631,4575.231,1670.335,3950.9806,9496.8679,2055.9178,3640.4849,3750.4132,4788.9812,14448.539,6601.9404,6875.2889,16810.6745,5362.2181,6999.9301,16699.7914,39805.8117,1169.2562,937.9765,3600.276,1637.3085,1772.5854,12559.1053,2735.9012,660.8976,27179.2825,6449.6643,1092.0587,4382.0503,2269.5448,1556.6126,7452.6188,819.7436,2597.2357,1293.3885,3652.8356,15542.6455,11924.7828,7256.4095,13.3992,29640.448,10288.5625,15186.2914
PWY-6385,38355.5346,16358.5425,49694.1621,70431.7336,4017.415,7872.4366,41070.3007,51326.0218,46951.241,31619.3488,32039.9257,29525.2373,41432.0824,10723.5448,33368.687,42479.2615,47667.0933,82965.3753,46636.969,68923.4562,44483.5843,63945.4816,56254.917,61915.253,5967.069,6135.2531,44256.7659,61710.519,41261.0007,3431.7516,36241.435,26117.5031,30622.5925,3138.5216,32536.7131,58874.451,40299.7451,17976.3109,51528.9286,57562.1976,38724.0525,36277.0867,9478.5956,66925.6129,61642.4551,9805.6911,64148.2785,34190.9138,55149.7378,12168.1628,18795.8424,70677.0262,30257.2542,6023.7452,59388.3389,54472.5181,36097.0362,18676.5215,98680.2157,72259.4646,34429.8484,13802.4847,27105.4986,56967.1619,111909.2727,49062.6737,43034.5238,9413.8027,186020.1396,62298.2841,76427.1187,52849.5306,117843.1944,43528.707,14461.3438,7183.9923,48411.1088,12012.3447,39237.7148,28760.3652,20653.3005,65289.8547,48990.0457,115984.1021,126677.0544,79296.8265
PWY-6386,37847.2765,16356.1581,48087.0368,69539.2667,3976.7958,7731.7026,40409.3508,50368.1638,47619.2705,31570.8828,31641.9814,29129.8232,41068.0037,10523.0954,33252.1716,42045.9758,47235.6206,80295.1417,46015.2831,67368.626,43426.8638,62329.3293,55045.8978,60363.2464,5907.932,6016.6438,43810.7904,61177.9885,40972.286,3396.3918,35474.2331,25722.6996,29507.554,3105.0471,33089.0519,58013.2753,39332.1667,17962.7935,51924.2542,56992.7718,38738.1673,36888.114,9371.3195,65651.6076,60026.8089,9676.7649,63148.1467,33476.8302,54223.3846,12304.7277,18630.3982,69225.0238,29868.0463,5933.0541,57879.9299,55426.4852,35533.5183,18211.8411,97835.3813,71048.4907,33781.4368,14191.7308,26202.2363,56048.5562,110527.1335,49133.8849,45993.8613,9637.7739,178356.8944,62138.3544,74282.4238,51649.5728,119664.0021,42807.1628,14144.7029,7032.213,46632.7357,11708.7671,38209.0842,28372.1875,20274.8529,69426.3919,47056.8781,113564.2575,124910.3813,81756.4022
PWY-6387,39797.1025,17186.0811,50871.2694,71607.1372,4082.1119,8054.453,41903.7379,52702.2629,49677.0666,32522.9971,33139.4024,30307.2168,42360.7961,10945.4978,34851.4299,44042.4717,49507.081,84515.511,48020.44,70590.8679,45731.9545,65691.3527,57696.6259,64053.0993,6058.1219,6301.899,45693.9461,63515.9289,42098.2259,3487.3567,37169.4513,26848.1976,31308.567,3191.3351,33889.5319,60518.9138,41276.8061,19031.3859,55130.2744,59038.2711,40419.9853,37533.0572,9684.7234,69358.3605,63084.8666,10083.2272,65834.6621,34935.6169,56708.3961,12944.2075,19189.0711,72462.6145,30920.7701,6177.6272,60851.5492,55295.3846,37154.9631,19031.3461,100772.5162,75984.9334,35268.1614,15362.0239,27529.9118,58612.5274,115891.0907,50110.958,50959.8091,10333.4692,189823.8893,65028.6621,78263.2283,54428.0909,120139.546,44696.6997,14650.8208,7334.7606,49368.2503,12223.6504,40122.6176,29302.3176,20980.0067,77102.3277,49907.6456,118731.3004,130405.0577,86728.1258
PWY-6396,209.9875,212.2218,43.8559,762.0031,32.6348,47.6003,577.7701,159.5829,501.2554,4858.3702,23.9838,71.825,1994.3683,59.4578,126.7084,225.8478,1464.3385,384.4315,147.5608,243.049,1763.2912,829.6939,4442.3055,87.7764,0,19.9048,1027.8551,2809.0841,2185.4632,25.7529,214.8493,1744.0259,601.5179,0,4877.9914,371.3341,2272.204,197.4636,641.9091,165.271,734.2251,672.792,63.0737,1386.0966,8346.1168,391.2966,900.008,354.7789,47.9636,145.7447,247.4017,231.3607,1094.1504,326.7738,920.4271,55.5591,533.9073,114.8647,310.6748,2465.7091,79.7887,265.8573,102.9096,1129.3368,319.1953,1537.228,399.8812,102.1536,2207.5116,4893.2672,131.728,3443.0161,2081.2267,43.9584,0,86.7093,469.6493,0,428.7711,146.864,39.8133,4067.091,0,19330.6864,969.0603,35.9753
PWY-6467,2917.6,2110.47,22504.89,9274.83,3544.83,1604.72,7364.57,2001.1,8225.17,5858.32,2218.17,3645.11,5658.28,1816.81,8844.89,5616.25,5496.32,9523.82,3705.48,5511.36,6486.58,4839.33,1422.06,1135,5396.43,2715.46,7284.75,13314.63,11344.75,3023.25,3144.92,1555.96,5192.03,2707.33,5596.07,7757.43,4849.58,2144.45,10331.82,8767.64,9012.55,7948.09,2388.54,6866.58,1209.46,1012.59,7058.33,2864.37,2092.29,1432.25,4479.76,5078.62,3865.96,2809.94,4392.56,7126.41,6009.08,3052.43,27283.29,6928.93,5346.75,3007.04,4139.34,1326.47,4977.26,21860.19,10493.86,1830.68,10247.59,5378.64,126.73,2818.47,4512.16,3205.19,4379.97,1533.17,1504.82,3303.78,1282.73,7372.82,4512.38,6181.14,33.25,13851.82,14117.83,10449.9
PWY-6470,3361.07,722.8449,107.7237,3798.642,109.7624,465.5359,1748.0016,616.7737,1880.446,9546.5331,76.6209,611.0252,805.9115,306.9668,195.5119,309.4447,5667.8713,854.1106,435.1603,604.334,4154.855,3190.6393,9424.5923,3818.0947,49.115,68.7712,2515.8698,7820.8837,400.7474,64.2896,971.4144,4853.8249,1677.282,0,10545.8811,1284.5538,5307.4715,437.7141,2429.4955,110.1146,2099.1914,356.9866,76.1185,3282.7255,17333.5957,845.9376,2499.0084,856.0385,265.1656,344.6434,604.5341,588.0045,5791.5154,820.0707,2229.7391,81.4033,375.1322,180.5701,801.5095,5650.1088,250.1557,572.3091,176.432,2639.4187,824.4827,3709.7512,961.7425,208.2968,5391.44,10815.9894,167.6502,7723.025,4797.1182,2645.2131,9.5928,0,1160.7341,0,13804.361,320.0812,100.2738,9142.6946,0,43796.7698,3405.2326,143.7098
PWY-6471,35337.0148,12752.3816,38346.3841,61823.5563,1403.2978,6891.9124,36761.4478,48748.3765,36131.9574,26401.0148,29562.7121,26910.1353,17651.9968,9229.4622,27569.1814,35279.4229,43074.0958,69527.3892,43160.9423,63765.6844,38719.5539,60456.2013,53109.5446,59094.8545,1619.1125,5353.92,39646.132,53833.3366,20605.7155,1269.3352,34529.6048,24292.2253,28002.6516,1327.8891,24303.032,51481.5507,37359.8809,13692.9491,43307.7849,39253.8292,32512.926,25411.9131,7943.5333,62394.48,58695.8705,8959.4561,58726.9091,31261.6522,51503.2022,10766.7403,15997.0699,67250.7801,25919.6691,4971.6153,55418.8179,30018.0837,32538.9561,16743.5224,81834.664,65215.104,31252.118,10681.474,25134.3627,54775.841,104016.8936,33808.823,29991.7417,7799.4894,25266.9925,56983.1423,73362.9871,33681.6523,62222.8392,40302.143,11936.1927,5825.4463,47060.5591,10356.8143,37404.2071,24555.1273,17868.7821,54443.3034,46942.1929,105799.2956,116224.7099,66128.7296
PWY-6478,996.1946,537.3678,10599.7591,372.6696,0,351.9365,479.3658,233.1339,1612.7173,1825.6676,73.8145,553.5007,4773.2307,381.9565,627.6077,522.4226,730.7012,168.989,541.0723,148.6478,175.2019,148.2891,755.3784,68.0068,0,25.876,55.3673,567.3929,3872.9893,0,772.7362,164.2014,1849.8673,0,2053.5901,351.7681,269.2826,137.0877,660.0805,3225.1076,954.9385,3395.5144,163.1221,252.5562,580.4822,293.1232,453.1736,1053.1127,308.8137,43.7158,552.9939,411.7011,1950.4715,15.9529,585.3727,3390.2869,692.2778,256.5488,2984.5912,9195.9381,319.334,114.5244,231.908,158.4861,213.1599,1596.8583,433.699,83.7923,54.3574,777.479,137.1734,488.1528,133.3715,430.0617,130.8294,208.2186,152.1228,59.0343,343.2553,588.7397,541.7952,599.8032,0,2882.4264,1492.9263,2397.9608
PWY-6507,5158.9586,3166.4522,30895.6544,24543.268,3544.8721,2293.0464,11418.9471,2781.4083,9211.6074,6639.0482,2484.131,5046.1204,11743.4641,2687.5938,8933.3919,7900.8328,6131.6516,13262.3959,5081.2967,8349.4111,7394.0641,6366.0877,2673.1915,1364.9773,5384.2301,2868.846,7563.7047,14652.0842,15252.7477,3024.5618,4606.2123,1659.04,7680.1869,2693.4908,7457.8647,10852.0254,6057.5924,1725.0488,15266.4805,16078.1988,11172.8022,11906.1591,3171.3774,9358.9925,2188.4756,1325.173,7846.2077,6357.0105,2654.25,2776.8467,4900.6741,5065.9029,7422.1185,3058.1699,7351.4785,22844.3172,4839.602,5201.7381,35951.4178,19330.4104,5705.08,3252.7239,4841.1568,1165.5538,6300.2634,25691.0638,15104.1612,2299.9932,1042.8706,7594.8559,305.1914,4248.6997,4691.9387,4504.8508,6469.1882,1333.0919,1912.0835,4212.4626,2737.4593,12204.9905,9119.7965,8770.5664,23.4924,16216.21,11061.0673,15195.722
