#OTU ID,Vil101BFP11,Vil103BDTT35,Vil103BFP35,Vil101BDTT11,Lyz207BFP283S81,Itg24DTT531S26,Vil110BFP116,Itg04DTT423S15,Lyz206BFP271S69,Vil105BFP59,Vil108BFP92,Vil102BDTT23,Itg20FP507S10,Lyz206BDTT271S113,Vil104BFP47,Lyz202BDTT223S63,Lyz205BFP259S56,Itg22DTT519S14,Lyz204BDTT247S88,Vil109BFP104,Vil113BFP152,Itg26DTT543S39,Vil114BFP164,Itg24FP531S34,Vil1010BDTT119,Vil105BDTT59,Vil107BFP83,Itg26FP543S47,Vil108BDTT95,Itg18DTT495S90,Itg12FP471S73,Itg20DTT507S2,Itg12DTT471S65,Lyz203BDTT235S75,Itg10DTT459S53,Itg08DTT447S40,Vil109BDTT107,Vil1014BDTT167,Lyz208BDTT295S137,Itg06DTT435S28,Vil106BDTT71,Itg04FP423S23,Lyz204BFP247S44,Lyz201BFP211S59,Vil106BFP71,Vil107BDTT83,Lyz201BDTT211S51,Lyz208BFP295S93,Lyz203BFP235S83,Lyz207BDTT283S125,Itg10FP459S61,Itg02DTT411S3,Itg16FP483S86,Lyz202BFP223S71,Itg02FP411S11,Itg06FP435S36,Vil102BFP23,Itg22FP519S22,Lyz205BDTT259S100,Vil104BDTT47,Itg08FP447S48,Vil1013BDTT155,Itg18FP495S98,LYZFP307,LYZFP331,SLCFP131,SLCFP023,SLCdtt005,LYZFP355,LYZFP319,SLCFP005,SLCFP053,SLCFP095,SLCdtt095,SLCFP077,LYZdtt367,LYZdtt319,SLCFP113,SLCFP071,SLCdtt113,LYZdtt355,LYZdtt343,LYZFP343,SLCdtt077,LYZdtt307,LYZdtt331,SLCdtt053,SLCdtt167,SLCdtt149,SLCFP167,SLCFP149,taxonomy
PWY0-845,911.0422,672.8397,1587.7575,534.068,277.0722,585.8805,5803.9978,696.9291,424.9154,9472.4187,1548.3903,1323.5819,1009.0131,668.7116,2609.1923,247.984,424.1526,235.0675,785.2785,3268.2222,35060.8726,1296.4949,1678.747,57.2106,9260.0605,2961.1117,1527.0686,471.0633,5906.9274,631.1564,869.9367,875.6275,230.6484,325.3679,256.3018,1111.4249,7390.9309,621.6471,237.8513,802.6472,4047.5504,74.2719,64.2731,253.3686,2979.7995,2430.4395,6112.6267,356.0342,636.667,1476.1767,768.6619,143.0342,936.9545,969.0651,604.9384,735.2263,1175.5917,493.3176,523.1978,1177.5864,573.0323,2456.8501,54.514,1602.9245,2081.3082,748.209,270.7192,271.5652,1275.1261,1162.1659,193.4424,1351.2932,10.4476,21.1459,157.8594,2169.9535,339.4953,167.974,2644.3119,134.0239,570.9904,352.8416,4617.1294,257.8706,1304.0115,749.4601,964.8825,2784.0052,1301.7934,4502.8299,3125.8299,
PWY0-862,648.1644,1023.0224,5492.3276,1587.9574,111.3965,1228.5412,266.0916,11431.8501,201.4067,13840.3762,133.3905,531.9415,661.0854,294.8678,113.0409,98.117,38.1657,586.8016,328.1913,393.658,23367.4612,1212.761,79.7748,3081.1458,10821.4289,3049.7118,370.4119,332.2315,5929.5924,343.7524,363.704,299.7241,146.9077,151.9526,373.8338,593.9391,8317.3537,1398.9292,149.0879,1015.2893,3887.3392,6593.3698,149.4519,95.9568,728.2292,2443.4044,7100.5144,226.8438,122.1743,1227.6153,1343.0978,113.7679,180.2921,138.6552,371.3513,1604.4155,101.8556,1719.526,137.153,1096.9974,537.7224,1741.4236,87.6368,2405.948,8063.5305,119.6829,280.4451,211.8072,828.0615,4732.6885,441.9857,19.1916,35.9878,3.5997,14.9956,775.0214,968.53,29.8866,29.9833,41.905,4406.9601,530.4284,16141.9887,74.9303,1775.7302,2838.5948,113.6123,330.2927,1774.2058,4253.6662,290.5046,
PWY490-3,9481.628,621.0082,1845.8725,583.6495,8349.8566,224.7842,9794.4342,1941.65,2535.1361,3558.9858,9429.648,2394.3318,20228.3983,1083.5363,18984.043,544.0901,3780.1301,310.6464,2827.8522,9948.9933,143.9483,771.4083,6878.0154,670.268,274.0472,1.1248,12196.9211,5956.3177,8.995,4024.2163,14505.518,2413.9913,774.0238,520.4917,711.6578,4984.0401,365.0568,641.6443,185.2406,2903.2259,2.2495,2409.8389,413.8196,4137.2835,9710.1266,10.1096,682.094,2128.1093,1522.0472,712.0345,5633.0343,192.198,18336.5602,5947.1734,1712.0627,9032.9415,8772.0749,3638.1324,5126.1586,1159.4962,8908.2221,7.4994,13705.587,3630.9908,20844.0103,5330.3224,5925.9408,600.4335,29128.353,2643.7044,793.6348,6644.4376,1289.5863,336.2403,157.2669,2878.8724,382.7609,204.4526,3214.8749,152.0723,2767.4782,4292.7102,38189.7812,286.9992,2436.2174,6756.3768,898.6869,4679.1234,10019.7806,9601.6676,19129.8252,
PWY4FS-7,64249.1065,7514.4029,90823.1633,27990.9005,25088.458,50554.6919,41898.7686,119222.9831,28803.4791,116042.5735,66796.7045,22481.4088,88899.6501,21561.2111,58946.8393,44066.3594,10775.2984,37589.0581,42259.6939,44592.8273,71323.5656,37104.4881,55003.3614,118384.8552,17049.1621,3493.9534,45081.0071,63593.7855,6658.7629,31409.8635,64085.222,24202.5849,24117.8665,50250.4667,51459.4259,39019.3343,11686.2156,20321.6974,8345.969,66990.7185,4200.8435,205039.6352,33196.7128,138705.4663,63272.7785,2751.3883,31347.5181,29640.2919,134544.4085,5571.8785,115809.5319,42114.4191,57706.9342,131461.7797,162874.2633,64125.55,59883.9473,116277.5045,13840.9564,8307.9313,54418.2116,28608.0222,84175.3805,76155.7993,150394.0116,35077.6831,11404.1446,26161.6446,41065.459,159821.2771,73576.1751,36290.3476,104447.7567,35293.2494,35737.1842,35667.7554,30315.9453,7026.5229,45296.6732,24340.4659,57679.4899,33692.3076,116328.6505,51576.9948,110997.4419,33471.7631,31629.6399,153912.419,171989.3164,54696.4506,57569.7306,
PWY4FS-8,64249.1065,7514.4029,90823.1633,27990.9005,25088.458,50554.6919,41898.7686,119222.9831,28803.4791,116042.5735,66796.7045,22481.4088,88899.6501,21561.2111,58946.8393,44066.3594,10775.2984,37589.0581,42259.6939,44592.8273,71323.5656,37104.4881,55003.3614,118384.8552,17049.1621,3493.9534,45081.0071,63593.7855,6658.7629,31409.8635,64085.222,24202.5849,24117.8665,50250.4667,51459.4259,39019.3343,11686.2156,20321.6974,8345.969,66990.7185,4200.8435,205039.6352,33196.7128,138705.4663,63272.7785,2751.3883,31347.5181,29640.2919,134544.4085,5571.8785,115809.5319,42114.4191,57706.9342,131461.7797,162874.2633,64125.55,59883.9473,116277.5045,13840.9564,8307.9313,54418.2116,28608.0222,84175.3805,76155.7993,150394.0116,35077.6831,11404.1446,26161.6446,41065.459,159821.2771,73576.1751,36290.3476,104447.7567,35293.2494,35737.1842,35667.7554,30315.9453,7026.5229,45296.6732,24340.4659,57679.4899,33692.3076,116328.6505,51576.9948,110997.4419,33471.7631,31629.6399,153912.419,171989.3164,54696.4506,57569.7306,
PWYG-321,16.3144,735.9531,1338.3165,430.375,8.1453,585.3119,321.9704,314.6782,22.9892,13902.1522,161.3492,608.4253,11.1872,254.2657,9.997,86.3263,2.7243,140.0747,391.5589,475.4525,27066.9305,1238.9998,96.6053,14.4484,11339.8792,0,19.7007,66.5592,5402.6543,413.2194,0,242.255,57.6463,141.0132,94.095,402.0811,8695.2084,685.4219,94.9989,299.4592,1823.7877,11.8082,8.5185,14.5044,543.1357,0,8089.5745,31.0288,6.3601,1404.2963,9.087,44.5985,8.1796,3.6357,2.1082,3.6353,18.1427,7.7708,117.5037,1262.0083,0,2043.5983,5.7435,351.9951,2772.2761,3.6358,3.6343,150.9858,783.1258,347.5355,186.7765,23.2508,3.5985,4.3517,3.6322,314.3609,369.1895,0,0,32.4374,391.2385,315.1402,5719.7159,49.873,1018.2791,457.7393,137.2015,384.1135,71.3161,4581.6754,35.7184,
PYRIDNUCSAL-PWY,19917.7509,1659.2574,4805.9036,2389.3087,10216.4553,2449.1151,18493.7457,9909.6986,8921.6471,13885.1054,50957.9021,5944.8152,42120.0997,5132.7432,17394.7848,2044.2498,2435.6127,1973.7433,9154.3084,21796.6221,39038.2679,9546.3392,25525.1039,2462.1385,7763.1486,2375.4619,20694.4244,20005.6901,4704.1363,9578.1995,7367.3953,7133.4713,2141.8052,2159.6161,1508.3344,6713.605,6147.7857,3083.9463,1510.9273,6901.5332,3193.5538,1362.4058,1570.3129,3085.4496,39951.1429,1933.5859,6074.676,7269.7268,5181.3747,2783.1829,3257.6433,956.3172,32738.8599,6470.9606,9557.2451,18275.3387,17187.5444,4876.081,2438.3355,2151.8362,3732.0417,3709.2844,2127.6736,27055.8866,5199.713,12584.4472,2155.9967,2483.5515,1883.3542,16291.4462,3074.1071,12287.0941,1154.3464,530.3627,1811.3816,16526.7629,2550.0014,3034.175,6994.824,3113.7115,1652.8426,2820.3007,9531.1221,3107.1994,21673.151,5539.0019,4384.4675,17637.4863,25408.7165,11642.8127,25725.4331,
PYRIDNUCSYN-PWY,26541.9395,1877.0901,5185.9281,4468.8103,12054.8465,1955.6005,22754.1083,9250.2409,10865.1725,13757.6994,29811.1399,7220.3976,41017.2106,6637.6362,29772.4601,8508.2845,6069.2789,3309.5184,7634.9761,22249.5034,39534.3339,23626.0095,22507.9038,3485.5471,8256.1425,2396.2774,23851.6521,15696.2862,4749.7323,11632.2206,22366.7626,7277.0302,5197.7098,6578.3335,3403.9964,13382.0287,6537.5688,2930.7407,2616.0201,12070.9224,3199.5191,4772.6561,1582.0021,9307.2784,38205.7524,1956.5348,9073.5569,9425.7797,11765.5841,2993.5087,12581.5333,3394.2208,39385.0397,14251.295,18422.2009,24516.6074,25184.6422,10210.4171,8449.4902,3299.3049,13261.2203,3030.3086,17436.3089,32649.4936,22283.15,14938.6096,6896.194,2573.0238,28375.3595,21063.0769,3447.6766,13122.6578,1999.4485,606.7849,2753.2312,28249.8254,2880.4387,3201.8878,10251.5389,4319.5131,8440.4274,7286.8393,42966.8552,4826.3325,21696.153,15654.2146,12150.0042,27607.3415,44742.5374,23853.9966,31918.9916,
PYRIDOXSYN-PWY,710.097,471.8126,1098.7385,408.7583,213.0282,407.13,4674.7925,533.8388,330.3073,5956.7344,1191.9724,1002.7124,788.5717,519.1554,1994.4903,195.7562,340.002,183.6324,585.1774,2588.7376,31074.1364,980.1475,1326.6349,44.9575,6661.1013,2207.7065,1173.427,371.1767,4478.5324,495.6962,679.2484,662.2458,181.8436,255.4769,198.6977,866.7989,5388.0096,452.0545,183.8758,622.1336,3149.7238,58.5658,49.9699,198.476,2287.5322,1839.2374,4112.1576,271.6761,498.0986,1089.9549,595.7204,112.7576,743.8129,737.9382,479.851,575.7848,925.7828,384.4048,424.672,893.7781,437.7034,1673.7565,43.2161,1256.7944,1548.5112,589.6268,214.9221,202.1286,986.9753,903.172,149.6958,1039.3578,8.1158,16.0733,123.5106,1736.3574,256.0882,132.4393,1936.1138,105.5483,442.9354,272.4303,3098.9892,201.68,996.9409,604.7634,768.5634,2133.5959,1025.0715,3599.1564,1897.6972,
REDCITCYC,669.8823,1627.786,16660.1932,883.5076,4.3739,500.0436,116.8461,768.7679,15.7378,381.6416,162.3692,547.8756,1808.6816,216.5912,149.0821,166.3376,2.6241,152.2251,387.9588,702.5609,214.678,1284.0578,24.4847,63.9592,5107.6484,598.9938,156.8805,95.9313,958.7552,1189.8101,1301.4753,363.3567,186.8716,204.547,601.6518,416.1891,4674.0785,574.216,118.9546,294.809,17.4516,255.1246,5.2408,76.0715,169.9099,583.9247,6011.9773,90.4377,47.9426,1187.9508,3280.6755,61.5616,267.4568,59.2124,118.3282,168.885,163.7021,128.3667,187.162,1042.5585,52.2593,1260.6892,1003.1578,366.8104,329.595,15.7398,123.6672,2874.1381,121.3783,238.8901,277.046,12.2433,0,0,307.6306,237.5855,307.1626,0,31.4295,31.3057,260.2561,204.0158,407.6011,739.0481,727.9443,444.9598,13.1098,4.3744,52.7707,12.2453,103.9454,
RHAMCAT-PWY,1694.3353,765.7239,3403.7754,1331.5182,469.4287,1046.9085,3717.2719,9472.0363,1062.5118,2158.78,3911.0823,718.8288,749.0666,690.9677,466.3394,284.9087,287.165,582.7968,1331.6355,2501.9298,34975.1897,17445.1093,1278.0776,3028.6181,6016.2681,2214.9854,1273.9986,1690.4427,4440.9029,658.5223,806.2384,728.2689,165.4181,576.6989,390.5909,863.0505,5044.9433,1200.5689,294.8286,1513.2277,3145.4904,4746.3428,217.7899,525.5335,2001.8008,1811.4341,3938.3831,575.6484,829.888,1295.3282,1169.691,97.2128,1275.5747,1150.9809,434.4283,1459.5974,247.3451,1452.6773,403.2236,614.9034,530.4231,1624.9506,87.6994,5010.6308,4578.9442,823.9118,251.5023,319.6883,284.0037,4272.4089,324.1244,487.3212,48.1832,38.035,154.3137,1939.1576,838.8052,184.3683,327.1052,120.5736,3846.4175,568.3611,9488.2983,347.4699,4102.3347,2707.2095,243.4777,3049.9222,7519.6328,474.3699,1156.2001,
RIBOSYN2-PWY,23181.3917,2418.1579,20942.2349,4685.4078,8533.8587,18753.7273,22561.8005,14963.9082,15134.1594,18970.3149,29517.9435,10510.0357,42351.1336,9997.1314,18527.3627,8592.3415,4719.7076,9668.481,12178.1478,20190.3753,47682.9642,11465.438,22107.0852,40404.6442,9363.946,2398.0153,17263.8239,28121.029,4752.7336,11951.2002,26991.0881,9067.1286,11866.7285,9103.9745,19541.5867,18224.1009,6751.2951,4039.1665,2430.6706,12526.218,3201.3429,7355.6961,3204.0467,7476.9417,26371.9478,1959.5176,8906.3416,7058.0292,19314.9275,3271.6544,46449.1859,5248.3527,23274.4871,9189.7877,24512.6347,19165.0386,32322.0897,25976.5305,7751.019,3087.8895,20324.4995,5971.7366,10327.6029,31163.7471,6414.0154,16936.1304,5751.5749,12800.3981,8648.1828,20892.5419,33836.2952,14189.737,1230.2352,990.0318,6013.4488,30122.4789,2936.9669,3863.7191,15739.8044,12575.5724,6290.7794,3634.6025,9586.0799,6402.9406,19167.1113,14113.4763,14746.27,31504.7246,59598.5694,24029.3092,28521.6592,
RUMP-PWY,20617.797,1731.3972,19788.2069,2436.5347,11161.2167,907.906,12459.7972,4940.8238,6843.3736,8378.8208,14208.207,4527.9881,36562.0282,2907.8958,26370.0151,1584.9903,4990.8164,767.4483,5704.5534,12066.5903,3802.3572,1985.2847,12152.2681,1511.1859,556.8131,53.3129,18879.1594,12105.5041,109.4501,8968.562,24095.9277,5121.1395,2107.933,1724.8516,2030.4372,9402.942,764.9114,1804.1303,1279.4814,6962.5066,4.4959,4932.1472,1190.6787,8911.8384,22320.1467,23.0851,1587.3996,7523.8533,5198.4067,1467.1024,12938.2215,434.5885,25063.6441,14464.7607,4522.1193,21170.5824,16356.2135,7182.4647,6605.8242,2288.0689,15382.8054,543.5182,23238.0146,24728.4314,15442.7955,11409.6729,6075.571,3876.6493,27622.3129,12913.6363,2953.1213,11958.1,2931.106,707.2009,871.4177,8315.8255,1784.8376,2516.1866,7552.3699,3151.8656,5409.5807,7313.71,52688.1695,1403.3177,20115.6935,8675.2372,2468.2529,11631.1775,30475.4761,16300.4138,24622.4453,
SALVADEHYPOX-PWY,13954.9681,2248.4522,3853.6664,2478.2702,9175.1435,2969.5096,11671.8093,5083.5726,4855.847,19023.0481,18895.9661,5709.3446,38202.3909,2976.3986,8133.3915,953.2224,807.0897,1593.4205,7052.6748,9093.4566,21814.1446,4188.8845,5211.896,314.1386,18095.2706,4594.3308,7483.2003,5946.2903,8819.3812,4806.6613,2121.173,6766.9927,825.4356,2352.6475,857.8737,3452.9018,13679.8125,3046.0056,681.9807,4989.8136,5713.3468,162.3601,1379.5343,977.2701,7569.7874,3634.0087,15621.6822,2483.3692,5163.4302,3503.8877,626.5517,582.4811,3098.4026,3061.7253,5182.2454,12640.8719,9122.0175,4377.51,1298.3814,3080.8091,693.5447,6809.1854,147.2148,13513.8005,4599.5772,13213.9616,606.0018,1407.1475,1405.3618,5437.9883,1381.7121,14883.161,348.737,250.6491,340.2378,5582.939,1651.0355,479.6725,7756.901,346.7161,1250.8139,1127.3805,8020.6942,774.9535,20093.272,2619.8915,2547.2636,4680.6912,62198.6453,6199.3301,17900.1358,
SER-GLYSYN-PWY,41800.7827,3693.5844,21789.7865,7536.1251,20652.7417,3759.3569,32692.4696,24491.6171,12510.8637,37216.6967,63541.1014,11441.4371,61637.7815,10236.8463,39307.7103,11798.7218,7966.6626,5368.1448,18083.5428,33121.0992,46201.5258,28197.6505,33257.8279,6638.9858,8999.9439,2494.7196,38652.0248,28629.5995,4864.2662,16505.2998,28224.1283,13381.8006,7148.6386,9147.5401,6108.3527,19964.1838,7428.376,5045.4374,4038.1342,21697.2409,3221.1299,9585.0545,3162.0827,17607.7982,53958.7644,1998.2123,13512.6305,16593.6508,17253.2288,4712.6712,20600.6327,4669.7086,49114.4619,26736.9694,22043.117,41358.9244,32068.4131,15988.579,11531.6258,5054.3757,20184.1549,6569.989,23847.0062,50974.5157,34001.8609,22146.1247,8688.5239,4873.703,49102.8607,35716.733,5600.5945,17992.2187,5263.6933,1964.9188,4386.7738,36994.1823,5590.7786,3623.481,15818.1157,5997.4746,13572.6316,12881.6939,81415.1716,8976.0236,47756.1734,19972.2531,15402.2223,42862.1377,79995.2741,31542.9795,42269.2883,
SO4ASSIM-PWY,5557.3762,1006.9635,9536.4721,652.9391,1148.6769,485.6471,4429.3984,1328.1972,3089.846,6971.7656,2976.5292,1176.3194,7530.4539,1219.1646,5133.7575,216.0401,1115.6232,548.6862,1000.8782,2861.5532,16729.1759,1267.6412,1612.7216,479.2096,7999.1926,2945.638,4300.0616,1549.2915,5913.0367,2088.997,1760.6695,1232.2377,423.8591,254.8745,386.8116,1525.7298,6689.5313,564.8951,252.3111,1160.9046,4189.104,266.6672,359.0206,402.4684,6684.0715,2430.3024,4698.6982,1634.5436,2089.0721,1104.1503,1634.6576,499.1684,6655.2033,620.2073,3456.8124,2727.4257,3046.3051,2405.8107,1759.8589,848.4412,1092.2857,1604.9244,1297.0974,7232.096,2136.3337,2469.1543,827.3509,1507.1748,704.5395,3916.9594,553.9658,1937.3253,62.5295,57.7201,526.5384,3378.4445,521.9632,403.798,2007.742,297.784,452.6492,632.2967,3500.6252,357.8706,1923.014,2964.147,2006.5747,1827.163,9639.3954,6481.0084,10890.9746,
SULFATE-CYS-PWY,10082.5357,1604.9038,13444.6856,1291.5351,2206.7375,903.5337,8379.6589,2748.9742,5106.587,11993.0494,6197.33,2252.7986,13652.736,2303.8024,9400.0244,473.0472,2108.1938,1069.0656,1976.0243,5723.3506,26393.6566,2692.3215,3374.7726,971.4934,8438.4887,2759.0771,8137.7179,3192.0146,5528.0678,3914.2245,3520.3355,2332.4028,870.316,549.4995,782.3154,3033.5926,7078.1652,1064.9461,513.2014,2370.9453,3810.6805,577.2679,661.4764,861.1604,12572.3929,2272.1708,7036.5544,3022.9651,3935.8868,1854.3444,3216.6743,989.4409,12374.5424,1321.022,6588.4767,5383.4422,5909.7508,4360.0952,3314.1149,1501.7238,2169.2966,2668.9779,2550.7859,13174.7041,4304.3131,4693.5027,1616.4588,2226.3955,1523.7959,7406.3409,1066.9933,3631.1714,130.7633,120.8411,1002.5887,6758.483,1002.4391,774.5697,3653.2561,613.1772,969.2043,1284.7655,7124.6459,751.1614,3906.8746,5662.5444,3828.2036,3834.7304,17894.5785,11420.0924,17808.5516,
TCA,10656.2475,1722.6396,13969.3278,2075.0626,2479.1255,1179.0311,13492.6653,4802.7043,3542.7244,12723.2692,9754.4751,3977.3832,14282.1738,3130.768,10114.3064,1692.976,2924.2761,1683.1149,3429.3902,11877.8035,47644.1279,5435.4496,11292.4721,1114.9689,8905.7883,3088.9629,11380.8137,6766.7809,6294.8415,6531.8197,6130.5375,3884.2316,1857.2742,1501.4813,1527.5293,5350.2966,7495.3914,1565.5811,1015.863,4489.26,4448.2875,1423.828,703.0361,1959.4729,18661.8804,2577.574,7597.2786,2363.8946,4968.682,2599.4025,5035.3804,1407.8374,16618.9993,3168.0858,8275.1867,8607.1199,9444.8667,4519.4831,4622.4222,2069.9998,2828.4318,3023.1236,3010.1014,16559.7862,4709.6341,9818.2575,2663.5894,2601.0804,3484.4437,9702.7714,2279.6784,6656.6425,204.8185,274.2856,1360.6956,11930.2511,1397.2547,1461.7257,5886.6276,2035.7225,1769.8787,2175.4909,7768.9983,1618.819,7021.744,7846.6444,6359.3279,6835.4297,23969.2468,14867.076,9125.0667,
TCA-GLYOX-BYPASS,813.3309,1038.0855,3142.4954,804.2913,5.612,457.9287,117.6985,804.6028,20.1556,480.5435,99.2526,602.1557,2054.4459,259.9664,188.9667,184.7784,3.3711,179.7465,418.4435,742.2376,239.6918,1266.2923,8.9831,77.756,8185.3642,2910.9024,198.8911,120.5726,5920.9869,1262.2891,1340.0668,412.1084,213.0941,218.4944,487.6482,490.474,6862.7851,546.5198,134.2702,348.0393,4195.7807,260.128,6.6887,92.9636,216.1025,2427.3845,5433.4507,112.2112,61.1354,1116.7271,1907.6109,76.5401,338.2414,73.985,150.306,212.2599,206.3601,161.0871,233.0241,1014.7608,65.9535,1259.8304,983.0053,462.1436,400.4029,20.1988,151.9588,675.0587,149.313,299.9715,314.4577,15.701,0,0,328.2515,298.9585,325.9358,0,40.0637,39.1962,285.2806,237.7204,501.1822,329.0117,806.3714,547.0157,16.8262,5.6151,67.7091,15.7341,132.3324,
TEICHOICACID-PWY,13036.0845,3499.2656,53471.1984,2031.9809,9752.7054,31247.4618,12092.4932,43534.532,13366.6607,25706.2883,7359.4008,9509.813,26710.9596,8950.4377,31143.0698,1526.6438,5639.1345,22039.016,14377.1951,10603.9931,17110.2861,14067.7015,14704.294,78241.5463,8316.3305,821.2094,18756.2756,29662.7552,1131.5635,15301.5716,35197.5267,7236.5307,13336.6867,9755.0174,29999.0503,20606.9867,4535.1209,12313.8954,1000.9329,10183.9822,200.136,98500.4806,17823.5014,15662.7812,15718.2694,498.8016,9565.3319,5158.8761,35956.2222,2020.8201,68153.6841,22630.5409,25413.9217,19609.3811,77368.623,17868.7121,28046.5157,71267.4561,6973.5091,3446.6719,32105.8191,10342.2192,42020.0039,28812.1909,17504.7008,13490.5168,6474.1033,14078.5001,29759.1732,100150.9272,23888.0429,16065.2879,64014.3486,17522.1234,9933.9568,6088.62,16675.479,1344.0795,23046.8838,9229.261,9085.1604,10150.3658,73977.8859,5110.314,39947.6737,7493.3758,14918.5073,41455.9463,77527.7949,29573.9368,21618.4977,
THISYN-PWY,12755.9096,1223.7542,3999.105,3263.8595,2884.7536,1100.7346,15944.2174,5360.294,5646.21,12086.2009,13656.2733,4878.3256,16537.785,4500.8364,12290.5095,6669.0782,3803.2067,2544.3513,3810.6415,14080.3294,43299.112,5444.5459,13543.3788,1252.9618,6903.0398,2233.8274,11255.3678,8858.5718,4572.4537,6631.9619,7626.9996,4012.015,3859.9406,4984.5858,2260.583,8061.732,5741.7368,1496.8277,1762.7352,7304.2972,3208.8266,1924.9571,810.9557,3959.6407,18855.2389,1875.1075,6531.9221,3469.1726,8080.2175,2356.3854,6098.4961,2817.458,19838.0031,5552.4921,13630.3408,11228.6794,14218.6858,5382.8168,6916.5112,2497.576,3520.9122,3204.7106,3349.0803,20707.7058,5421.0938,10398.3277,3181.3328,1394.9954,8557.3197,11894.1289,2140.5685,6215.6728,249.5193,296.3581,2029.3812,26970.486,1627.9091,1846.673,6196.5889,2849.6928,4955.8761,2963.1781,8221.573,3468.2675,9454.6087,12218.1141,11545.8889,16473.7176,27411.1515,17581.07,17145.963,
THREOCAT-PWY,15.0936,594.7242,306.37,316.0713,5.401,480.7123,18.3755,284.9142,19.4341,50.4466,0,611.4691,13.4425,251.7702,7.5787,113.2313,3.2446,130.1346,287.0682,6.702,228.6423,1457.5809,9.7389,18.7681,4603.1755,81.8124,0,22.4928,0,432.5719,0,265.5502,55.5378,198.8184,85.9661,400.8365,1245.7395,590.9465,111.1687,258.3641,0,12.4374,6.4514,18.8926,64.1478,0,2476.1209,31.1381,10.7177,501.535,8.4511,48.3457,12.5832,0,0,0,17.3065,0,130.7608,826.8193,0,19.2569,0,365.2902,249.9785,0,0,163.8534,81.3126,180.7583,208.8273,0,0,0,0,123.837,326.0348,0,0,38.5611,190.4482,80.0317,316.5002,53.8927,814.3655,330.9725,16.1716,1.6245,1.0831,4.3285,22.5712,
THRESYN-PWY,51585.2055,6936.1949,83161.8268,25295.3207,19976.3834,38926.7728,43962.2197,94514.1171,19078.0263,102253.2139,61624.4442,18636.9772,64243.7369,17672.2475,41634.3495,41607.2251,10302.6499,23608.908,36729.5616,46185.6643,56263.6498,34456.8006,46464.659,80948.0039,16282.6132,3363.0493,38561.3555,47425.099,6391.8455,21268.1006,46367.0425,18274.3126,18949.223,46697.7843,39765.3979,31406.6813,10972.2174,14828.2624,7584.1628,60398.6881,4054.0778,147542.9649,30104.3709,126939.6141,58102.9798,2649.0192,29225.0206,24968.4206,122805.0208,5191.8566,80487.168,27264.9866,54987.4087,120826.5104,100982.3144,53874.4017,45212.4108,64540.7424,15354.2392,6327.1877,40483.9574,12674.7336,40122.2607,61658.5422,143395.047,24313.5633,10802.3348,19605.1817,48662.4278,144071.4787,39542.6472,20339.0653,49216.7494,24921.486,31740.6985,45331.5916,27579.638,5511.2553,29861.9266,18074.6336,51546.9864,21919.0689,117682.8623,47193.4635,98245.7183,35616.2469,23036.2714,140814.5057,132711.7313,41754.6503,47987.2984,
TRNA-CHARGING-PWY,53347.6997,5641.2361,41739.4862,17792.2471,22050.4216,17413.8165,42441.8642,54408.566,23258.9266,76922.1134,63166.914,18935.7549,77171.0276,17640.0635,53766.7022,27946.0745,10639.8563,17966.194,29841.2581,44482.8519,69593.3214,23976.7769,51389.4204,17983.3863,14271.9099,2934.707,41883.1216,50280.0904,5613.0164,26477.7661,51974.8607,19506.9197,16279.3771,25006.9926,19475.3644,32539.0727,9961.8214,12196.8844,6442.1761,41816.6639,3545.5867,30602.8025,9416.4744,45707.1876,58900.2696,2320.6286,23630.7999,22299.3519,52264.7452,5371.7648,52745.4521,22679.7858,56675.4356,58535.8433,131796.4509,52101.5713,51127.5213,46337.8028,14750.344,7791.5265,37716.9136,17038.8702,54634.7476,65370.6045,145150.0057,31418.4765,12008.6163,12581.7076,47850.7603,83342.8429,24005.3281,29888.873,12504.9653,5414.6114,13814.7684,42106.9611,13746.0214,6264.4834,30884.3271,15051.4695,37958.7782,30489.9164,100288.3527,23761.985,73720.7743,34365.7563,28428.0034,94166.8947,125198.5241,50518.3016,52635.2097,
TRPSYN-PWY,20082.6588,2044.9172,14902.4341,4254.6203,6616.4282,2049.5228,18625.8217,13954.8731,8671.0901,15985.4534,48414.5914,5823.4941,31424.3449,5833.8098,13774.4575,7446.6371,3481.5142,3183.0827,7898.6746,16965.3801,41508.1468,26779.3837,18483.81,3888.6243,7805.8725,2552.387,16883.1192,14523.4309,5140.5297,8977.8898,7823.3685,6613.2361,3956.8678,5877.3014,2663.0571,8564.624,6510.8051,2461.6479,2132.2307,8924.222,3531.8395,5253.5892,1490.2709,4770.0202,34442.1176,2109.2026,8746.4099,5944.3997,9975.5918,3096.8362,7210.5929,2955.932,27676.5917,7156.7866,15332.542,15907.8129,17771.9617,7460.6129,5939.16,2226.034,4026.9809,2656.5695,3108.4647,26694.2201,7310.1607,12679.0705,2702.5426,2872.6017,7265.9692,16634.8396,2323.9213,10241.9747,477.4619,293.7466,2677.1016,30473.9217,2324.6303,2275.7954,8010.1259,2812.5471,7044.0131,3034.9181,13891.7422,4870.5664,15310.0489,12428.8845,10918.0614,23350.6007,34463.7969,16815.0065,20893.5295,
