#OTU ID,Vil101BFP11,Vil103BDTT35,Vil103BFP35,Vil101BDTT11,Lyz207BFP283S81,Itg24DTT531S26,Vil110BFP116,Itg04DTT423S15,Lyz206BFP271S69,Vil105BFP59,Vil108BFP92,Vil102BDTT23,Itg20FP507S10,Lyz206BDTT271S113,Vil104BFP47,Lyz202BDTT223S63,Lyz205BFP259S56,Itg22DTT519S14,Lyz204BDTT247S88,Vil109BFP104,Vil113BFP152,Itg26DTT543S39,Vil114BFP164,Itg24FP531S34,Vil1010BDTT119,Vil105BDTT59,Vil107BFP83,Itg26FP543S47,Vil108BDTT95,Itg18DTT495S90,Itg12FP471S73,Itg20DTT507S2,Itg12DTT471S65,Lyz203BDTT235S75,Itg10DTT459S53,Itg08DTT447S40,Vil109BDTT107,Vil1014BDTT167,Lyz208BDTT295S137,Itg06DTT435S28,Vil106BDTT71,Itg04FP423S23,Lyz204BFP247S44,Lyz201BFP211S59,Vil106BFP71,Vil107BDTT83,Lyz201BDTT211S51,Lyz208BFP295S93,Lyz203BFP235S83,Lyz207BDTT283S125,Itg10FP459S61,Itg02DTT411S3,Itg16FP483S86,Lyz202BFP223S71,Itg02FP411S11,Itg06FP435S36,Vil102BFP23,Itg22FP519S22,Lyz205BDTT259S100,Vil104BDTT47,Itg08FP447S48,Vil1013BDTT155,Itg18FP495S98,LYZFP307,LYZFP331,SLCFP131,SLCFP023,SLCdtt005,LYZFP355,LYZFP319,SLCFP005,SLCFP053,SLCFP095,SLCdtt095,SLCFP077,LYZdtt367,LYZdtt319,SLCFP113,SLCFP071,SLCdtt113,LYZdtt355,LYZdtt343,LYZFP343,SLCdtt077,LYZdtt307,LYZdtt331,SLCdtt053,SLCdtt167,SLCdtt149,SLCFP167,SLCFP149,taxonomy
PWY-5920,17.6061,558.9425,1413.2823,273.5275,8.1586,181.5396,31.5076,234.2362,18.7512,8008.5511,15.8889,58.7212,9.9613,61.0405,10.8972,82.4731,0,99.6497,184.4936,50.63,240.6309,1338.2602,7.9778,15.9488,135.2013,0,15.5387,17.8826,1.9993,386.7262,0,229.0121,45.8604,137.137,77.7124,209.6313,96.7568,131.0857,81.7248,131.2522,1.9991,12.5723,5.2126,15.6893,474.6231,0,1861.1199,29.1048,6.7462,518.6075,9.9755,35.4987,8.8617,3.9843,0,3.9724,18.4473,3.9622,57.586,40.9195,0,439.842,3.9868,176.5158,1473.2504,3.936,3.9468,153.5194,421.1685,172.2833,81.8079,0,2.665,0,3.963,130.1759,112.7719,0,18.4749,20.0891,94.8511,17.1876,3199.4497,49.031,364.5319,102.4596,25.3744,3.9973,3.9816,3198.8278,20.156,
PWY-5971,22.4937,993.1642,1860.11,601.2501,11.2455,813.2997,441.4263,437.2739,31.7674,18350.5778,221.9268,843.4944,15.3978,353.1835,13.7465,121.3986,3.749,196.4209,543.4818,650.2753,33084.3759,1735.5312,132.8155,19.9921,12394.848,3053.3093,27.0853,91.7648,5762.9953,568.365,0,333.3153,79.6628,198.787,130.7605,556.768,9253.5902,946.6633,132.6999,415.9085,3296.7284,16.2474,11.794,19.9967,744.587,2385.3919,10264.3692,42.847,8.7495,1802.8783,12.4982,62.8064,11.2478,4.9998,2.8999,4.9997,24.9899,10.6988,162.8054,1677.3798,0,2763.9693,7.8988,490.2233,3796.7003,4.9994,4.9974,208.9358,1089.3196,486.7122,258.1238,31.9736,4.9985,5.9982,4.9993,433.5121,515.7948,0,0,44.8795,546.619,442.6912,7776.6849,68.9181,1427.5627,637.3162,188.9246,530.0129,98.0995,6171.6783,49.1082,
PWY-5973,62711.2908,7481.6276,89657.9287,28945.3083,22570.8225,33148.2264,42391.2751,104478.2985,21577.0172,118082.166,67491.8352,18519.6595,78731.1645,18347.1944,36631.0855,46997.3068,10084.1118,24501.2151,37133.7279,44381.5578,61099.754,37731.7529,46147.4155,69465.7753,15771.1555,3193.3446,37930.743,42516.8063,5989.8787,24465.6801,31234.1466,22266.2558,14988.0017,49216.9941,30984.5686,27733.1662,10891.8479,17025.8957,8715.5554,66807.9667,3673.9669,160896.3856,23503.3827,137632.377,56602.9036,2476.5381,32528.938,28773.8803,123504.3249,5908.8612,61407.0507,31742.0052,44665.4683,131016.6028,120735.7003,63377.6495,42820.0375,65407.4185,13385.4838,7323.1726,29730.4176,14254.0481,32482.6001,81353.0596,146265.1667,27930.541,6261.0277,12638.1722,32989.8902,169770.6959,18463.8365,25310.6821,55996.8485,28017.4901,32452.8219,45115.9438,31892.2511,4814.3532,32041.7086,10375.0025,58107.8079,31513.3203,105507.426,51900.7316,116124.2205,33772.5529,26225.0217,149070.5132,137881.0186,45149.7767,43105.4297,
PWY-5989,13.4976,613.0245,1113.2327,361.9664,6.7481,477.933,266.0756,261.9665,19.0675,11059.7293,133.3672,513.0995,9.2392,213.0067,8.2487,72.8829,2.2497,117.8723,326.5868,393.3911,24480.0214,1045.4228,79.7634,11.9879,9231.7017,2712.5611,16.2554,55.088,5309.4915,343.0185,0,200.7245,47.8601,119.3265,78.4179,335.8546,7380.5899,565.6924,79.955,249.7286,3519.3571,9.746,7.0743,11.9967,449.0773,2187.5159,6564.8481,25.7126,5.2496,1220.7098,7.4989,37.683,6.7493,2.9998,1.74,2.9999,14.9965,6.4191,98.1515,1085.1012,0,1742.7051,4.7392,294.6728,2244.8984,2.9998,2.9992,125.5561,659.6859,291.9262,154.9571,19.1905,2.9968,3.5975,2.9995,261.2223,307.7609,0,0,26.9533,328.0545,265.7915,4609.0288,41.3466,856.8456,385.9093,113.6273,318.1388,58.8711,3862.7017,29.4756,
PWY-6071,5.8613,289.1487,122.9084,167.0008,2.0633,206.3825,7.0167,97.3563,7.3109,19.8639,0,226.0245,4.2088,86.6644,2.9538,33.5532,1.1705,48.0426,96.8719,2.0901,84.5301,477.2993,3.2383,4.6486,6997.1685,2571.8765,0,5.7148,5216.6385,150.5076,0,90.2345,19.508,53.7228,31.1675,142.435,5816.5693,251.9185,35.4463,88.4715,3700.9457,3.5454,2.3633,4.8302,24.9632,2143.9598,3260.593,11.34,2.8825,539.9191,2.5184,16.6041,3.7762,0,0,0,6.5757,0,44.6817,535.7473,0,648.5219,0,131.8479,143.7906,0,0,58.4706,45.4385,67.6391,74.2247,0,0,0,0,66.9842,118.5757,0,0,13.2376,88.1833,74.4163,155.2636,19.2688,274.0136,148.4944,5.7522,0.4165,0.4226,1.6919,8.6838,
PWY-6121,72150.183,7934.3823,89847.4485,30210.843,28339.4024,28481.4412,47777.3583,102913.2088,21795.0263,119215.9866,71450.5752,19636.2678,85679.2253,18935.544,49287.6593,51311.1526,13442.9323,21479.6974,37613.4795,49574.751,58923.9392,33502.7915,48119.0181,57373.6372,16152.8817,3259.3916,51881.15,43607.6866,6117.547,25732.8691,39285.1599,22560.7927,14925.8011,52006.3892,28606.9719,30514.3932,11286.8058,15777.714,9499.5616,71756.3018,3696.3982,152490.4588,22906.2086,146571.0964,65460.1731,2541.1229,33769.4823,31585.9794,128009.3875,6392.3153,57090.8728,28733.515,59796.8663,141650.4096,106541.7177,72411.8797,48380.1369,56852.3703,18339.9098,6893.8968,33231.1116,12100.3596,36662.4183,86866.4077,150664.5976,30297.4924,10954.204,11203.9786,60664.656,172956.6641,14306.9932,26000.468,45912.1887,25816.2467,33634.5987,52798.7989,32341.2772,4645.2362,31916.4086,9384.9546,59896.8349,20737.402,141089.875,54649.4321,119347.9345,38766.6089,26581.462,158322.1763,145902.0023,52164.9327,57171.313,
PWY-6122,74334.0156,8143.8479,93108.8096,31030.6138,30449.8961,29508.1135,47669.6459,106563.4163,22085.2725,123315.1202,73493.6,19996.6981,91101.8526,19140.4279,50373.4015,52376.0316,13525.3465,22012.5393,39102.5145,49580.6422,56762.8642,34250.2337,48263.1133,59481.115,15478.7671,3002.892,53066.4322,44448.5639,5599.9998,26215.5816,40151.0757,23360.9784,15042.3185,53436.2641,29505.2864,30832.5703,10687.2556,16272.1836,9671.382,73885.8524,3342.0209,158367.3046,23774.5862,152096.2479,66387.6841,2327.5821,34060.2194,32648.639,132086.903,6402.1847,58717.652,29448.5117,59769.5231,146974.8432,107949.1663,74807.7281,48912.7739,58507.9277,18133.5202,6872.4402,34371.5688,12276.7616,37999.426,88131.838,151809.7428,30818.3184,11020.8925,11584.389,62460.1529,178601.9042,14700.4516,27374.6877,47804.6633,26851.2845,34685.4044,51252.402,33475.918,4611.9682,32921.0115,9473.0391,61650.1269,21332.1017,147053.5193,56408.3173,123778.8913,38099.8709,26134.6276,162867.3613,148722.348,52145.0016,58491.9151,
PWY-6123,61243.6085,7131.4713,84861.7432,27497.1327,22913.3834,29079.6631,41413.5956,98754.5349,19434.1818,111215.7991,59898.4351,17090.2163,69000.4013,17022.7227,43009.3809,45872.0493,11198.125,21379.9519,34525.8657,43830.3115,55168.8028,29542.2809,43583.6067,59789.371,14452.0222,2857.6386,43030.5002,39013.8919,5376.4381,22548.5603,35470.8408,19625.6482,13918.4712,47847.3709,28793.4726,27158.6726,9881.725,15143.7484,8352.4311,65296.8438,3297.3076,151489.1015,22775.6057,137046.7033,56547.0668,2235.0456,30314.3153,28241.2879,121136.646,5234.7074,56978.7931,28290.4573,51887.9451,131063.6495,104094.5008,61587.747,41187.4539,57625.9902,15274.0928,5996.856,31625.6056,12344.084,35467.5876,74309.0541,144264.8465,24838.1423,9763.5125,11217.9782,49733.0691,159690.5962,15065.3667,21416.7699,48175.8213,25753.8639,31957.3019,42166.5701,30079.5647,4273.8052,29261.428,8900.2709,55192.3246,19667.4944,124870.9593,50575.2912,107931.4127,34439.4542,22957.6666,145048.1387,134689.4929,45483.7072,47852.7898,
PWY-6125,60383.0581,7464.6034,95432.654,28926.3859,20857.1799,43380.8252,23967.9535,115688.7489,21950.191,122174.523,24802.5434,18166.7729,64108.3963,18181.4522,39449.5747,47076.5112,9867.7581,30436.7648,39891.996,17738.2255,74532.8806,37111.6762,23096.6404,94714.2585,17060.5472,3194.6589,36632.0169,40584.7281,5991.8839,24488.7714,38213.8376,21233.6781,18220.4959,53439.0531,42589.9798,30581.9084,11019.17,18785.0827,8539.7253,69283.9659,3688.5483,196747.5615,31894.9711,147255.6597,36686.8895,2488.743,32400.7348,28639.6234,142073.667,4995.3346,82608.5512,36971.9367,30011.7865,138925.945,102166.925,61370.2121,41286.2592,87507.602,12115.7272,6579.9896,40649.9682,20709.7615,47727.7194,74138.1232,29688.3337,25629.3766,6614.1015,17410.5344,40472.741,180339.0386,27634.4675,22967.9033,78460.6453,34316.4542,37052.5386,31429.3379,33503.3722,2587.7391,37332.0984,12472.425,57879.9865,21525.144,121187.7383,54357.0017,115592.4795,17106.7129,25836.9767,159783.3809,159396.6858,48956.1931,42112.968,
PWY-6126,70257.4002,8597.7192,103182.5185,30837.1809,26857.2779,60694.6393,51144.5447,134022.7694,33580.2365,129485.7677,55355.3035,26893.6623,96505.446,25857.0283,68266.7613,49853.4779,13463.1214,44314.6781,48526.5771,51640.7343,90593.3609,44477.2073,63776.0623,141909.7137,19116.0145,3513.3137,48967.8761,76381.9844,6666.3404,37122.6746,80325.362,27190.2448,29729.9955,57350.4519,60970.7577,48081.1519,12496.9446,24067.5555,9539.8564,74958.441,4168.064,231685.8068,39422.1023,151338.1471,61816.5684,2759.6126,34961.9711,32194.0781,153013.283,6564.5489,139570.2725,49085.5693,59800.5349,143814.5443,189806.8996,71502.2006,72744.7016,136956.9294,18007.5525,9640.999,67005.5615,33876.2646,102981.796,86992.3755,169380.5944,40776.2584,15376.596,31507.5393,56560.6599,187338.6227,88647.5396,41252.4275,121220.8345,40231.7455,40063.0892,48629.7669,34612.7757,8386.1651,52869.6852,29911.164,62705.4651,30486.6252,139586.8999,57015.2335,124317.1727,40286.9031,39382.1337,176616.4018,199900.6706,67473.0723,63176.4089,
PWY-6147,16913.7136,2417.7824,29057.9926,3848.5414,7428.3015,19941.3616,16383.2529,15949.116,10829.0137,18324.966,34472.8225,6850.0925,42325.2033,6922.9667,14141.1099,6328.1367,5679.4016,7798.5199,10754.4827,13890.2295,36706.7024,23174.3151,17517.066,38711.8451,8243.3135,2208.25,14638.1965,15856.3056,4466.2566,11447.7702,13953.0918,6757.9121,5989.2968,7903.5396,6514.8166,11365.8012,5694.2914,9969.5469,1958.568,9148.9765,3151.25,16520.0703,9072.2155,4180.2155,30367.9115,1825.3846,6913.0627,5352.3467,18321.5094,2650.8076,23357.6376,9257.1306,27668.5839,6286.2209,37718.8373,19289.0013,21921.3808,23365.6683,7530.6473,2531.7373,11301.969,3542.2118,12837.9539,37439.2832,5460.0344,13733.417,3220.5351,5784.4068,6060.1012,96671.0061,8299.835,13595.2147,14329.7907,5182.5677,2123.6296,26417.232,11201.6934,2934.0934,9744.5505,5048.0172,5617.4221,2355.1334,10076.5737,4352.1813,33981.9657,9999.0758,12246.3427,31887.957,27184.2762,24243.4211,17877.6172,
PWY-6151,51881.6085,6647.6001,81863.5039,25373.6278,19974.0163,40364.9555,37005.1244,97117.7344,20329.5925,99241.9996,43633.2926,18873.6718,57361.5222,18339.1904,40248.9669,42359.7922,9964.9681,25650.7742,36597.6311,39451.2006,29654.1254,32423.8463,42929.7502,86164.8722,14397.3602,2787.7748,37312.8948,49770.3701,5237.8862,22582.3688,49804.9213,18469.3276,20125.7726,47091.4526,41473.6138,32690.7032,9539.3834,15465.601,7783.8757,60592.4046,3281.3675,156172.9208,29990.897,127346.9307,46866.0453,2169.7251,28339.0828,25302.2717,122545.7289,4739.3861,86159.7837,29552.0968,47170.6738,121049.878,110497.8936,55160.8109,49145.4589,70542.7093,13397.0785,6012.581,42563.0738,12122.3038,45570.6343,63341.5118,142462.8549,21130.4829,10806.0567,20352.5673,49015.324,143300.053,43623.2939,18622.9404,56063.1869,26298.874,31957.9965,38179.9562,27446.7628,5459.6372,31476.1958,19296.0307,52044.0274,21334.5425,115903.406,47574.2292,99167.6717,31286.5329,22435.2164,143065.7005,137018.1601,42302.9414,38079.5413,
PWY-6163,24462.985,2716.3573,17571.0909,4759.832,11691.1791,3824.4964,36023.6603,15240.6128,11480.505,16518.0192,61012.9252,8993.6341,45263.2713,8100.4075,26900.7989,6457.8205,6351.7536,4017.4609,10421.4875,41660.7192,36051.1401,28901.6372,37467.296,5628.5332,7873.0524,2442.2174,26462.5358,23537.0689,5007.1028,12223.2492,17974.863,8464.9219,4842.4005,5369.3854,3926.1843,12999.7363,6784.0149,3710.8265,2277.6104,10654.5143,3511.8803,6656.5081,1811.269,6534.0001,49451.5917,2042.7574,8894.0767,8538.3955,9830.6834,3696.3675,13017.2194,4555.9058,44737.9748,10136.1197,51469.2518,21560.7793,25764.4057,9163.6547,10098.8103,4260.0358,9502.5879,3671.7388,8923.9124,32807.2724,133639.0495,15294.1485,7016.8247,3816.5647,16417.1848,18576.3614,4049.6881,12470.3839,1344.2432,690.5808,2641.6619,30913.6106,2798.0558,4052.2876,9389.1677,4369.3263,10413.7242,19342.5731,27882.3967,4693.0059,20477.9533,30517.2517,11616.4747,24739.8217,39333.7135,22265.3305,35288.2207,
PWY-6165,0,54.2854,70.4022,0,0,0,33.6846,176.9099,25.4815,31.8824,0,0,14.1104,47.4759,12.611,0,0,0,0,9.9638,0,0,11.405,0,27.1348,0,0,0,0,11.9785,0,11.9555,0,0,0,67.1867,23.1135,11.8802,0,15.9364,0,0,0,0,27.9681,0,0,19.9333,0,0,9.212,0,15.3354,0,0,0,0,0,0,46.272,0,0,0,0,0,0,0,27.1105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5993,1.8822,3.9991,7.9979,
PWY-621,74278.4376,8251.9019,95082.2534,34199.2228,29530.1992,36566.7441,33116.2141,139388.6141,26508.3735,136374.4431,72327.5948,23506.4222,93423.9426,21202.7641,64232.2997,57531.4839,9021.5152,37901.8545,45102.2047,33976.3337,73673.2508,21550.7926,47718.5614,92408.4605,18795.3567,3997.6108,50703.854,61400.9752,7406.0272,29320.1767,64115.9104,26432.812,24486.2864,61143.8955,54792.3964,39453.0431,13282.441,15129.4698,10482.1374,81377.6982,4479.9848,239903.297,31515.3576,170745.6061,66958.6941,3074.6434,39563.3218,34383.7507,154732.0147,6768.2415,110731.9173,42556.3327,64076.1236,162462.0066,119812.3635,75525.9133,60205.5472,113766.2534,11658.8947,8251.1174,55221.2977,31419.7036,84307.5893,79666.33,55866.941,38089.2623,11541.5701,24733.1403,62294.1643,126063.7278,69197.5589,37026.5752,108083.4429,39203.6306,42775.9739,46095.2048,31020.3001,6734.6677,48925.5988,23678.623,70194.5946,27515.0439,154784.9848,63709.5556,123968.6522,22438.3899,31829.0014,182104.7286,200945.0662,47549.4509,59887.2108,
PWY-6263,7736.8541,276.6664,1255.6654,670.569,1458.6187,440.1625,4383.8976,2576.9307,5119.3543,4229.9803,4498.284,1387.423,11159.8015,2165.7929,7469.1037,471.9999,2295.8035,1102.7969,1529.2885,3580.3779,313.3707,1978.7454,4057.5824,1172.0939,391.214,0,6194.419,3535.6102,69.3659,4215.8772,3817.1644,2043.1481,935.387,442.1516,557.2106,2942.3258,253.05,617.5611,473.1725,2575.8609,1.4982,609.4252,720.5968,990.2621,9647.5736,49.5954,945.1619,2138.3301,4814.7483,408.792,2217.6182,1232.6389,10131.8005,1411.232,8097.5349,5241.8772,6463.4433,5302.5711,3527.5978,558.2734,2623.7302,57.9777,2687.7098,13397.4497,2368.727,4592.3403,1734.8555,374.8944,1469.7078,9319.1289,1118.5219,2957.2882,114.6425,83.754,1180.368,7533.7418,883.2824,789.7017,1994.442,606.7049,947.1633,1145.902,3505.0496,301.1364,2731.8954,5848.5262,4348.8264,2201.5503,16654.3331,10444.6133,11559.5846,
PWY-6269,10754.591,1630.7162,20035.4361,946.2767,4339.084,19649.9655,12063.1439,11504.3039,10081.5406,12686.6482,30544.8137,3770.546,26938.3351,5560.8157,11228.4182,711.4632,4094.7035,6341.4108,10173.7979,11925.9992,18806.467,13398.6772,14799.036,37267.0311,6660.3866,343.4283,9882.9489,15137.7819,702.2401,10696.0249,10538.3252,5020.3316,3530.0088,3829.1336,5122.9537,7934.2198,3237.4573,9422.1406,903.9318,4776.3563,132.7913,13041.8115,8707.6122,1913.268,28358.9781,195.2574,5028.6007,5013.0219,13603.8867,1790.0324,19125.1579,7468.4373,21589.0706,3234.6865,30134.9178,11395.255,13844.55,20825.3844,4027.4381,1314.4828,10183.2629,1296.0487,11703.3345,29733.8519,1583.0671,5219.225,1738.0352,4355.172,686.1873,90984.6284,6724.9338,7706.5498,14335.3227,5034.4742,1174.3672,8330.2228,10485.9101,2274.6489,5670.5232,3306.4054,863.0068,1267.4511,2914.369,2068.0671,30050.8423,3256.1485,4276.2028,22187.8141,11697.5016,15878.3778,13308.1457,
PWY-6277,74334.0156,8143.8479,93108.8096,31030.6138,30449.8961,29508.1135,47669.6459,106563.4163,22085.2725,123315.1202,73493.6,19996.6981,91101.8526,19140.4279,50373.4015,52376.0316,13525.3465,22012.5393,39102.5145,49580.6422,56762.8642,34250.2337,48263.1133,59481.115,15478.7671,3002.892,53066.4322,44448.5639,5599.9998,26215.5816,40151.0757,23360.9784,15042.3185,53436.2641,29505.2864,30832.5703,10687.2556,16272.1836,9671.382,73885.8524,3342.0209,158367.3046,23774.5862,152096.2479,66387.6841,2327.5821,34060.2194,32648.639,132086.903,6402.1847,58717.652,29448.5117,59769.5231,146974.8432,107949.1663,74807.7281,48912.7739,58507.9277,18133.5202,6872.4402,34371.5688,12276.7616,37999.426,88131.838,151809.7428,30818.3184,11020.8925,11584.389,62460.1529,178601.9042,14700.4516,27374.6877,47804.6633,26851.2845,34685.4044,51252.402,33475.918,4611.9682,32921.0115,9473.0391,61650.1269,21332.1017,147053.5193,56408.3173,123778.8913,38099.8709,26134.6276,162867.3613,148722.348,52145.0016,58491.9151,
PWY-6282,13.4982,631.9609,1128.4379,364.1541,6.7488,496.5095,266.1613,263.0151,19.0708,11877.983,133.4017,515.007,9.2394,213.5071,8.249,72.92,2.2497,118.2359,328.2467,393.8084,24070.9468,1063.5968,79.7819,11.999,10650.9772,2928.8982,16.2558,55.1015,5659.8466,343.9179,0,201.2182,47.8869,119.493,78.6117,336.4935,8188.0071,582.9663,80.1267,250.2589,3663.2643,9.7497,7.0788,11.9994,449.4477,2333.4762,7137.9219,25.726,5.2499,1236.1596,7.4995,37.7162,6.7494,3,1.74,2.9999,14.9971,6.4197,98.1601,1103.2999,0,1762.6685,4.7397,294.8619,2347.4877,2.9998,2.9992,126.1185,662.2936,292.4705,155.4946,19.1924,2.9999,3.5997,2.9998,261.1739,312.5307,0,0,26.9649,329.5066,267.6166,4861.0773,41.3797,861.6822,386.2189,113.6372,318.5201,58.8755,3885.2023,29.4783,
PWY-6317,58556.3553,7481.7027,89163.5125,26131.0512,23831.7509,52014.0845,44176.6237,115875.4318,26850.0272,109916.2224,62011.1661,22773.1469,81731.6798,21894.5035,59039.5413,43304.0597,11323.9113,38379.695,40995.1275,46022.6692,75641.685,24689.4127,57345.766,122391.1319,16975.5189,3131.1064,41842.5376,65704.0992,5945.5777,31241.0251,70012.0912,22678.1108,25586.5698,49576.1664,52272.3845,40919.394,11143.0031,20983.8675,8158.3996,64969.4299,3743.2806,202953.9821,33483.91,130516.6694,56981.2464,2455.8135,30006.129,26984.0467,130529.104,5779.6646,121413.9929,43215.2725,57119.7098,124207.0249,169748.3252,61748.1884,62139.0079,118650.8671,14860.2185,7358.6775,57850.0052,29007.6433,91321.142,70861.9126,162428.6341,34231.4391,13115.9619,26956.1868,54074.8455,159909.0031,76287.1733,35924.8814,107339.8122,35143.3865,34286.8498,37901.6942,29699.9746,7033.6581,45744.0105,25430.4044,52698.9787,19489.4868,123495.7655,49412.7269,106813.1703,34880.2821,32638.6519,153095.3389,167860.1775,55294.0554,50057.1077,
PWY-6353,15990.4227,2739.2027,5463.6154,3263.7246,5909.5993,4197.0805,16127.8628,7173.0827,6452.8981,23444.6283,19075.7687,7332.6838,42419.5479,4048.1093,11540.405,1366.0588,1222.7007,2266.85,9113.7773,12995.9425,27633.5435,5975.3792,7559.9268,459.8572,16380.3856,3879.1897,9307.1901,8243.7919,7420.9638,6448.3323,3334.996,8169.0059,1196.8727,3298.1005,1241.4291,4803.3864,11908.981,4140.6415,1012.9731,6714.4504,4762.3064,237.956,1965.8774,1399.6886,12111.0443,3066.363,16717.5534,3508.5101,7284.9683,3948.5178,972.6568,846.4773,6031.2956,4176.1792,7485.6171,15742.9016,12336.2808,6238.014,1864.2264,3738.4341,1179.6012,8117.885,246.3291,18985.1452,6852.5468,16074.6232,866.4736,1974.1593,1995.4447,8723.1192,2104.9799,17729.0459,548.7764,365.4637,492.9927,7806.6113,2324.5246,897.1852,10202.0056,698.4986,1773.4071,1548.3702,10244.5727,1108.1445,24938.4696,3815.4707,3582.1347,7050.9622,71261.0679,8585.4702,21133.7689,
PWY-6385,63657.1125,7684.0738,92064.3003,29054.9115,24175.9021,50466.1773,44774.3322,120645.2148,28019.6587,119060.7865,63390.7734,23134.2224,84098.63,22092.9578,58041.119,47103.4798,11314.878,37923.5118,42235.6588,45784.4606,75040.4586,37345.5383,55574.1905,118045.923,16540.6606,3019.3737,43745.1405,63867.7549,5669.4209,31455.7064,65396.2215,24145.5445,24917.7252,52413.9121,51807.3979,40446.0163,10892.0521,20425.5388,8791.495,69216.1872,3475.9547,207161.5683,33314.4209,142083.3888,59532.2952,2353.642,32147.1437,29320.0957,137614.8349,5777.3192,116304.9222,42793.5967,55573.9268,134725.3018,163146.6806,64664.1312,60796.9061,115926.6882,15188.6841,8678.0121,55345.2382,28916.2407,85521.4175,76734.054,150065.6841,35548.3599,12012.183,25908.6376,47032.1443,162595.8849,72041.2298,35287.831,104011.4676,35614.1347,36529.4575,44391.0715,30891.8547,6883.533,45396.5315,24330.2822,59517.6402,33080.8169,123895.3738,53221.5954,112010.6005,35595.6303,34418.4505,159195.5145,175092.8127,57229.5939,53812.9409,
PWY-6386,63220.1649,7589.6207,90627.7637,28611.1332,24332.0647,49050.0871,44543.6183,118316.4284,27512.0788,117229.756,64319.5876,22689.5268,82893.0157,21676.0885,58473.8545,46356.7441,11572.1299,36841.292,41498.8764,45516.3402,72230.6645,37313.2034,54873.7839,114502.078,16193.5366,2977.0714,44500.5264,62731.3734,5597.8881,31166.6508,64968.5689,23773.6045,24255.4767,51435.3157,50382.6162,39989.7893,10695.113,19998.0497,8661.5231,68195.2077,3442.5735,202451.4392,32477.1365,139974.822,60284.8556,2323.9141,31626.0974,29036.3127,134870.4586,5728.897,113181.3743,41623.4851,56887.9293,132965.6085,157561.4299,64179.477,59924.6064,112537.1889,15549.0504,8642.6414,54711.4205,27864.7756,84047.4855,75885.3642,145887.8265,34785.0234,12401.7505,25109.8585,50164.5931,160017.5072,69080.2733,34357.7536,100797.9654,34775.9904,35810.4032,44325.5213,30385.5758,6696.1095,44107.2054,23456.6292,58959.3039,33657.962,126782.9612,52296.5799,110257.9182,35419.7812,33597.1135,156774.6838,171496.1811,57135.9638,53834.4121,
PWY-6387,65638.2576,7874.7316,94628.5349,29814.4621,25415.0101,51643.7591,46155.7977,123814.0323,28692.4264,122581.7156,64559.3808,23675.4802,85554.7922,22631.9288,62082.8451,48392.5335,12272.641,38764.9708,43269.4984,47495.5007,76558.4911,38058.9293,57311.664,120758.5119,16989.0414,3090.4055,46391.9148,65872.5286,5780.9659,32618.1761,69395.1686,24689.6292,25505.2164,53794.5508,53058.2943,42036.404,11173.9468,20933.3731,9007.2338,71285.9273,3528.9466,212831.6981,34129.5979,146778.5763,61546.4065,2400.7052,33022.4575,30241.8905,141250.6146,5904.7903,119665.4586,43777.0088,59580.3796,139416.2228,166290.288,66841.5325,62793.0512,118729.6103,16464.3776,8912.1307,58172.5222,29520.8155,89789.7259,78399.1966,156149.4185,36141.2857,13539.854,26456.8438,56237.1458,167080.8208,73301.9482,35906.1121,106487.0798,36567.4561,37508.9717,45247.386,31753.0736,6975.858,46378.9127,24754.3337,61561.6452,34561.0522,135776.693,54687.1651,115087.1371,37285.546,35043.3984,163964.0004,179465.897,60093.6443,56019.3658,
PWY-6396,858.3224,653.487,5679.6597,1618.9039,150.735,1073.607,2893.5884,14314.47,287.5877,2985.7855,99.2356,59.7632,899.8303,228.8846,245.4054,35.9746,47.7623,640.8548,75.8646,2079.2119,0,255.8839,35.9027,4024.213,114.94,0,459.9391,481.4561,0,139.0943,480.9151,174.4262,142.7554,47.9607,411.5709,456.3104,86.6297,1152.8848,91.023,1130.4029,0,8558.0192,187.0545,111.9232,486.1464,0,0,289.0033,155.8441,0,1767.3499,103.683,281.4929,171.8074,516.8272,2097.8375,127.5322,2238.4544,55.6763,66.9537,730.0101,122.4886,91.782,2809.9256,5299.2734,154.4173,413.1466,185.7632,309.1717,6029.1175,381.8667,47.8657,143.6726,51.9191,15.9933,825.4397,943.0541,124.0299,39.9477,19.9612,5414.1505,481.7712,15264.1663,47.9614,1585.5338,2433.7181,0,438.9004,2380.6789,556.6353,357.6358,
