#OTU ID,Lyz204BFP244S41,Itg10DTT456S50,Lyz203BDTT232S72,Itg20DTT504S99,Vil101BFP08,Vil114BFP167,Itg18DTT492S87,Vil1014BDTT164,Lyz201BFP208S56,Itg22DTT516S11,Itg24FP528S31,Vil108BFP95,Vil103BFP32,Itg26FP540S44,Vil106BFP68,Vil109BDTT104,Vil103BDTT32,Vil102BDTT20,Lyz204BDTT244S85,Vil104BDTT44,Itg24DTT528S23,Itg08DTT444S37,Lyz208BFP292S90,Vil110BFP119,Vil104BFP44,Itg16DTT480S75,Itg20FP504S7,Itg12DTT468S62,Lyz207BDTT280S122,Vil109BFP107,Lyz201BDTT208S48,Itg02DTT408S100,Lyz205BFP256S53,Lyz202BFP220S68,Vil1013BDTT152,Vil101BDTT08,Lyz205BDTT256S97,Itg02FP408S8,Lyz208BDTT292S134,Itg22FP516S19,Vil108BDTT92,Itg04FP420S20,Itg10FP456S58,Itg18FP492S95,Itg12FP468S70,Lyz206BFP268S65,Vil113BFP155,Itg08FP444S45,Vil1010BDTT116,Lyz203BFP232S80,Itg04DTT420S12,Lyz202BDTT220S60,Itg06FP432S33,Vil107BDTT80,Lyz207BFP280S78,Vil105BDTT56,Itg16FP480S83,Vil107BFP80,Vil105BFP56,Lyz206BDTT268S109,Vil106BDTT68,Vil102BFP20,Itg06DTT432S25,Itg26DTT540S36,LYZdtt364,SLCdtt050,SLCdtt110,LYZFP304,SLCdtt002,LYZFP328,LYZdtt328,SLCdtt074,LYZdtt304,SLCFP128,SLCFP092,SLCFP002,SLCdtt092,LYZFP316,SLCdtt020,SLCdtt128,SLCFP050,LYZFP352,LYZdtt340,LYZFP340,SLCFP074,SLCFP068,LYZdtt352,LYZdtt316,SLCFP110,SLCdtt068,SLCFP020,SLCdtt164,SLCFP164,SLCdtt146,SLCFP146,taxonomy
PWY-5840,13.9224,334.391,323.2805,111.1395,1030.9346,2839.2649,227.1926,3014.7723,102.7509,38.5663,56.8024,4392.1106,1387.7046,105.3847,42.03,4130.6432,665.7942,258.0637,60.4131,996.5996,209.06,145.9038,137.3422,3894.4665,2130.5263,841.7303,94.4303,449.7032,399.5653,2242.5162,70.5363,976.365,18.4785,341.0539,3997.3236,71.0476,76.5228,32.354,437.3024,52.3957,4550.4509,45.2084,623.2098,75.4214,541.0538,122.528,5042.3737,51.7145,5757.4067,23.476,51.8352,125.913,63.1232,3402.3924,53.9628,5989.7951,187.6377,277.6633,529.4023,42.6579,5443.2303,608.3539,104.8892,97.9598,1401.5488,80.909,169.4167,1062.9998,1062.1707,1395.2907,1631.8999,815.7125,13171.2344,122.0377,283.2647,154.7409,175.5929,1263.7856,241.5898,34.8822,2259.4465,860.7688,793.9279,412.61,120.7114,4736.1764,813.7081,1578.9505,86.4523,553.6447,301.1431,665.9586,32.8494,68.0022,1744.8456,
PWY-5845,13.2807,306.9813,273.0184,105.9438,364.9965,563.6447,206.4716,2562.3236,96.8387,37.8018,54.239,185.5258,1018.6819,96.3939,41.3433,3891.8007,513.4489,188.4489,53.3527,741.9627,191.9095,140.1372,30.9503,185.249,659.9142,665.4875,89.6099,410.7307,295.2458,369.6328,69.169,804.2453,17.8818,264.4417,3339.3361,53.1297,72.265,32.0541,311.6187,50.9537,4550.4509,43.227,198.2491,68.682,412.2891,109.272,252.1955,47.1057,5268.2963,22.2664,50.8785,119.8327,53.1437,3402.3924,50.0904,5989.7951,161.8532,138.039,475.9233,41.7123,5443.2303,358.4926,93.2571,92.019,1192.5996,76.4768,154.7106,821.0366,836.3481,829.721,1174.2467,661.1334,8170.073,110.161,244.8148,139.7827,164.2936,811.6721,220.6434,33.769,282.4815,789.0885,584.3884,364.9056,0,208.0475,738.717,1124.6482,82.0802,265.3585,217.7737,541.0576,30.5298,66.0667,278.5733,
PWY-5850,0,0,181.5042,73.1837,118.9293,563.6447,135.521,2562.3236,13.9095,0,0,88.5515,35.3814,16.3993,18.4828,3891.8007,271.7732,188.4489,30.6752,335.5885,88.6735,94.5671,26.4093,35.7557,17.8954,455.8061,31.5207,0,280.3495,17.8955,0,580.1118,7.0715,14.6201,3339.3361,47.4905,42.945,0,311.6187,0,4550.4509,0,23.3959,15.9081,0,13.9358,208.0331,0,5268.2963,15.7656,0,52.0073,0,3402.3924,0,5989.7951,48.9693,62.7948,79.0267,23.5597,5443.2303,40.2206,46.8592,51.5377,1099.1268,0,59.8612,704.8479,514.722,692.191,1140.4996,285.004,8170.073,0,133.7732,91.7914,0,811.6721,0,0,150.9608,266.2409,584.3884,275.4833,0,0,571.6515,1124.6482,0,0,0,2.9909,19.7514,2.9215,173.5829,
PWY-5855,0,22.3685,57.8699,30.9892,39.0244,128.6227,88.2781,1351.8593,3.1242,7.4696,49.5564,538.0545,1152.604,43.5124,84.3724,3198.3322,443.3011,73.2435,9.336,471.1304,35.2778,397.406,105.5069,688.703,713.6357,384.2045,83.3379,81.4806,110.2652,228.1353,0,210.3924,9.3236,15.5962,1417.5745,17.849,24.2627,0,129.781,100.8202,4598.5935,509.2447,85.6431,84.1727,93.4762,85.9652,89.5065,247.5134,3785.1606,4.9927,251.7393,21.7374,34.5011,3548.5969,2.4971,6306.5584,467.9078,33.5412,14.3572,34.4709,5757.7034,70.2911,35.4387,55.4591,552.1086,24.7376,138.1295,291.9129,389.5905,202.7362,441.9619,76.6178,3404.8262,80.6299,976.4479,430.9944,195.4385,413.6891,144.7381,39.3899,127.7083,155.0396,247.6084,98.6886,0,101.281,302.1009,503.6902,165.576,0,443.6619,47.6188,111.4095,25.178,108.7991,
PWY-5856,0,22.3685,57.8699,30.9892,39.0244,128.6227,88.2781,1351.8593,3.1242,7.4696,49.5564,538.0545,1152.604,43.5124,84.3724,3198.3322,443.3011,73.2435,9.336,471.1304,35.2778,397.406,105.5069,688.703,713.6357,384.2045,83.3379,81.4806,110.2652,228.1353,0,210.3924,9.3236,15.5962,1417.5745,17.849,24.2627,0,129.781,100.8202,4598.5935,509.2447,85.6431,84.1727,93.4762,85.9652,89.5065,247.5134,3785.1606,4.9927,251.7393,21.7374,34.5011,3548.5969,2.4971,6306.5584,467.9078,33.5412,14.3572,34.4709,5757.7034,70.2911,35.4387,55.4591,552.1086,24.7376,138.1295,291.9129,389.5905,202.7362,441.9619,76.6178,3404.8262,80.6299,976.4479,430.9944,195.4385,413.6891,144.7381,39.3899,127.7083,155.0396,247.6084,98.6886,0,101.281,302.1009,503.6902,165.576,0,443.6619,47.6188,111.4095,25.178,108.7991,
PWY-5857,0,22.3685,57.8699,30.9892,39.0244,128.6227,88.2781,1351.8593,3.1242,7.4696,49.5564,538.0545,1152.604,43.5124,84.3724,3198.3322,443.3011,73.2435,9.336,471.1304,35.2778,397.406,105.5069,688.703,713.6357,384.2045,83.3379,81.4806,110.2652,228.1353,0,210.3924,9.3236,15.5962,1417.5745,17.849,24.2627,0,129.781,100.8202,4598.5935,509.2447,85.6431,84.1727,93.4762,85.9652,89.5065,247.5134,3785.1606,4.9927,251.7393,21.7374,34.5011,3548.5969,2.4971,6306.5584,467.9078,33.5412,14.3572,34.4709,5757.7034,70.2911,35.4387,55.4591,552.1086,24.7376,138.1295,291.9129,389.5905,202.7362,441.9619,76.6178,3404.8262,80.6299,976.4479,430.9944,195.4385,413.6891,144.7381,39.3899,127.7083,155.0396,247.6084,98.6886,0,101.281,302.1009,503.6902,165.576,0,443.6619,47.6188,111.4095,25.178,108.7991,
PWY-5860,0,0,121.7113,49.0796,79.5109,380.4004,91.0192,2025.9366,9.2764,0,0,59.2436,23.6075,10.9367,12.3277,3711.4038,184.6303,128.3847,20.5112,228.1015,59.5603,63.1737,17.6449,23.8479,11.9356,308.4131,21.0266,0,195.7077,11.9392,0,405.7235,4.7176,9.75,2735.7068,32.0095,28.7217,0,217.1376,0,4700.1421,0,15.6061,10.6086,0,9.299,141.0565,0,4618.4158,10.5128,0,34.8701,0,3490.2387,0,6180.4096,32.6729,41.9103,52.8002,15.7737,5634.0916,26.8332,31.3023,34.4951,769.8453,0,40.13,475.9856,354.9762,467.2285,776.3617,193.0714,5688.2782,0,89.6067,61.5013,0,544.3994,0,0,101.3405,178.8071,403.5439,184.9499,0,0,386.7901,759.5118,0,0,0,1.9942,13.1725,1.9482,116.1222,
PWY-5861,9.2838,226.497,217.0997,74.6139,702.488,1790.2598,153.0169,2380.2388,68.6568,25.8278,37.9094,3391.3692,951.2357,70.3755,28.0455,3857.6545,461.4935,175.9659,40.4311,698.14,141.2094,97.5092,92.4189,2623.4381,1488.442,573.9992,63.042,303.5313,281.1878,1603.6694,47.4632,693.1668,12.3373,228.8177,3403.8667,48.0214,51.2534,21.5984,305.9785,34.9652,4726.5014,30.2568,419.0833,50.3376,364.5025,82.2128,5181.4002,34.5071,4990.935,15.6537,34.7386,84.8758,42.1369,3501.8063,36.1015,6195.4617,125.4309,185.9933,357.4613,28.61,5646.1414,409.1459,70.1878,65.6785,985.4868,54.2189,114.1437,719.8528,745.0284,950.6707,1115.9302,562.2458,9371.0044,81.6822,189.848,103.7917,118.4823,848.1221,164.8373,23.3188,1658.7838,585.9756,551.0059,277.5177,80.8242,4006.8255,551.9782,1063.9773,58.1961,390.8905,202.7183,452.2408,21.9106,45.5613,1191.399,
PWY-5862,8.8576,209.1403,183.62,71.2395,245.4599,380.4004,139.2132,2025.9366,64.7237,25.3487,36.2132,124.6059,695.956,64.3937,27.5913,3711.4038,354.8186,128.3847,35.7535,516.5507,130.0407,93.7083,20.6867,123.7887,447.3835,453.4082,59.8439,277.8689,206.624,250.2417,46.6543,573.3528,11.942,177.3531,2735.7068,35.8574,48.4369,21.4083,217.1376,34.0127,4700.1421,28.9536,132.8046,45.8471,277.824,73.3748,171.6229,31.4371,4618.4158,14.849,34.1374,80.9506,35.4768,3490.2387,33.5231,6180.4096,108.1944,92.2538,321.5267,28.0195,5634.0916,240.5471,62.4208,61.7829,838.9267,51.3059,104.6404,555.6346,589.4809,561.4555,799.833,457.6287,5688.2782,73.747,164.6374,93.9025,112.0187,544.3994,151.0002,22.5882,190.7869,537.7643,403.5439,245.5467,0,140.1776,502.0199,759.5118,55.3712,183.0334,146.3945,368.0732,20.3649,44.3387,186.7486,
PWY-5863,4.6437,114.7401,109.2551,37.5081,357.7748,1020.6478,77.2977,1401.8342,34.3885,12.9669,18.9764,1789.4473,490.2344,35.2557,14.0406,3138.899,239.8212,89.7557,20.3037,362.9837,71.5604,48.8917,46.4006,1386.7455,774.2728,292.6774,31.5583,153.5879,146.0273,833.4823,23.9477,363.0238,6.1832,114.7711,2115.6949,24.1932,25.791,10.8121,157.2326,17.4968,4269.2856,15.1526,211.9221,25.1929,184.2948,41.3418,2922.8228,17.2706,3652.543,7.8285,17.4109,42.6901,21.0833,3334.4236,18.0923,5892.7954,62.8914,93.4533,182.2641,14.3897,5404.4708,206.3895,35.1546,33.0461,552.2156,27.3249,57.8785,362.8706,389.3173,492.2459,573.9461,287.7109,5228.3147,40.9524,95.5589,52.1944,60.1201,426.9487,85.6454,11.6958,945.1739,298.4255,282.1238,139.6354,40.5235,2479.689,277.4732,537.2848,29.5272,209.1913,102.7706,230.285,10.962,22.8873,610.0323,
PWY-5896,0,0,181.5042,73.1837,118.9293,563.6447,135.521,2562.3236,13.9095,0,0,88.5515,35.3814,16.3993,18.4828,3891.8007,271.7732,188.4489,30.6752,335.5885,88.6735,94.5671,26.4093,35.7557,17.8954,455.8061,31.5207,0,280.3495,17.8955,0,580.1118,7.0715,14.6201,3339.3361,47.4905,42.945,0,311.6187,0,4550.4509,0,23.3959,15.9081,0,13.9358,208.0331,0,5268.2963,15.7656,0,52.0073,0,3402.3924,0,5989.7951,48.9693,62.7948,79.0267,23.5597,5443.2303,40.2206,46.8592,51.5377,1099.1268,0,59.8612,704.8479,514.722,692.191,1140.4996,285.004,8170.073,0,133.7732,91.7914,0,811.6721,0,0,150.9608,266.2409,584.3884,275.4833,0,0,571.6515,1124.6482,0,0,0,2.9909,19.7514,2.9215,173.5829,
PWY-5897,12.1833,293.8164,283.4737,97.4183,908.7572,2512.9601,199.3672,2755.6206,89.9619,33.7858,49.7196,3938.4445,1225.2782,92.2673,36.7888,3962.575,588.9808,227.3519,52.9234,884.0639,183.6076,127.7756,120.4136,3441.5242,1891.0073,740.9743,82.6617,394.9529,354.2172,1990.3965,61.8655,867.5833,16.1781,298.8636,3782.2789,62.3659,67.058,28.3207,386.6304,45.859,4577.5008,39.5886,547.0854,66.0161,475.063,107.4,4682.107,45.2654,5460.5,20.5429,45.4054,110.4279,55.2511,3420.8245,47.262,6019.4634,164.3353,243.4487,465.4188,37.3854,5470.4762,533.9515,91.853,85.8617,1251.3026,70.9226,148.7412,933.3986,941.4658,1231.5975,1438.5446,719.1099,11807.9855,106.9112,248.3031,135.6577,154.1913,1108.3065,213.1792,30.5463,2051.05,757.8231,700.4802,361.8927,105.7455,4446.9468,714.2137,1385.7225,75.9111,492.8288,264.5298,585.5786,28.749,59.5863,1538.4735,
PWY-5898,12.1833,293.8164,283.4737,97.4183,908.7572,2512.9601,199.3672,2755.6206,89.9619,33.7858,49.7196,3938.4445,1225.2782,92.2673,36.7888,3962.575,588.9808,227.3519,52.9234,884.0639,183.6076,127.7756,120.4136,3441.5242,1891.0073,740.9743,82.6617,394.9529,354.2172,1990.3965,61.8655,867.5833,16.1781,298.8636,3782.2789,62.3659,67.058,28.3207,386.6304,45.859,4577.5008,39.5886,547.0854,66.0161,475.063,107.4,4682.107,45.2654,5460.5,20.5429,45.4054,110.4279,55.2511,3420.8245,47.262,6019.4634,164.3353,243.4487,465.4188,37.3854,5470.4762,533.9515,91.853,85.8617,1251.3026,70.9226,148.7412,933.3986,941.4658,1231.5975,1438.5446,719.1099,11807.9855,106.9112,248.3031,135.6577,154.1913,1108.3065,213.1792,30.5463,2051.05,757.8231,700.4802,361.8927,105.7455,4446.9468,714.2137,1385.7225,75.9111,492.8288,264.5298,585.5786,28.749,59.5863,1538.4735,
PWY-5899,12.1833,293.8164,283.4737,97.4183,908.7572,2512.9601,199.3672,2755.6206,89.9619,33.7858,49.7196,3938.4445,1225.2782,92.2673,36.7888,3962.575,588.9808,227.3519,52.9234,884.0639,183.6076,127.7756,120.4136,3441.5242,1891.0073,740.9743,82.6617,394.9529,354.2172,1990.3965,61.8655,867.5833,16.1781,298.8636,3782.2789,62.3659,67.058,28.3207,386.6304,45.859,4577.5008,39.5886,547.0854,66.0161,475.063,107.4,4682.107,45.2654,5460.5,20.5429,45.4054,110.4279,55.2511,3420.8245,47.262,6019.4634,164.3353,243.4487,465.4188,37.3854,5470.4762,533.9515,91.853,85.8617,1251.3026,70.9226,148.7412,933.3986,941.4658,1231.5975,1438.5446,719.1099,11807.9855,106.9112,248.3031,135.6577,154.1913,1108.3065,213.1792,30.5463,2051.05,757.8231,700.4802,361.8927,105.7455,4446.9468,714.2137,1385.7225,75.9111,492.8288,264.5298,585.5786,28.749,59.5863,1538.4735,
PWY-5910,15240.9675,13263.1489,18798.5103,7438.386,10433.3888,49601.0308,6615.7865,6145.5886,14224.1228,3331.87,17617.4541,44226.808,10418.1325,14848.4668,5206.005,2282.5738,4403.9828,3944.4656,6080.848,6516.4667,5492.8871,13094.0441,10111.1895,61317.5629,12687.4079,11983.5835,23561.0739,11666.7135,3230.3483,42479.1037,2562.3824,8319.2351,1611.8275,29429.7018,3636.0503,2832.4913,3322.9014,10192.3911,7271.0428,22567.9617,1153.2558,10997.5999,25655.3561,23013.9391,14796.0693,6225.8464,45066.8291,13629.2524,4286.5493,41171.766,8325.1749,8930.6753,18911.5567,469.9209,5556.7696,966.3684,12273.3504,5251.2117,4343.3519,2181.1977,806.688,16964.6402,17186.2342,5059.5567,1512.6257,1939.4647,4415.6967,46130.7708,10459.1072,4713.7505,12962.4258,19227.0678,34800.9758,8525.8223,29813.5221,8741.9152,14280.5438,61439.9722,1357.4669,2883.5885,2964.2871,8836.6016,12322.8087,15938.1918,10766.8735,6072.2723,62796.7326,89506.748,1237.1331,2267.1677,3944.9848,14071.5536,12730.2603,5021.0579,26886.7058,
PWY-5913,6003.5337,4778.5448,4696.0887,3149.1308,6050.0819,9650.6401,6005.1695,6805.0852,6604.9069,1678.8143,9032.4675,8100.9279,9263.1979,10704.9932,11370.0121,5988.7426,5136.0765,1762.7729,1909.8894,5555.9115,2766.4985,7890.1846,1814.6111,18881.2266,7782.5439,8418.0537,8002.0274,6755.1678,1771.3116,15142.8375,2460.9692,3774.2672,1857.3891,6040.9962,7321.7286,1162.8166,4182.234,6610.7881,1887.0353,13857.475,5375.6869,1476.8465,13623.3184,18073.4767,11011.7784,2534.0479,10951.1093,9044.1799,9177.719,12326.4617,1643.6587,2541.891,3820.658,3842.7486,1970.7673,6645.7413,8782.2969,17565.3521,10684.3165,1635.6486,6052.7207,9199.1984,4342.2763,2993.3782,9953.4227,3188.6429,3799.1727,11426.871,5296.4117,6295.1835,14889.6021,4151.9973,81224.1991,5766.5821,13640.3142,6843.0548,4187.1004,9357.9253,3116.3023,3472.5148,5362.6702,6046.3272,6605.2186,5530.7234,1791.9874,5603.8248,7080.3119,9239.813,1986.1059,2414.2018,5307.9687,5020.8421,6475.501,3839.8571,19901.4214,
PWY-5918,111.3117,962.4687,516.6421,583.4802,352.2183,266.4569,2100.7837,2544.2811,1291.9828,403.5367,493.3259,3465.8499,1098.2482,493.3444,1452.5378,4307.1864,660.2342,150.4227,155.0006,763.4414,597.8892,972.7838,27.3622,2086.0433,627.1262,957.2027,546.076,1265.7806,296.7806,984.5349,749.4093,1042.2851,137.1743,505.8493,2071.6282,78.087,318.0335,739.3353,287.9865,539.6446,5188.1541,298.6927,495.5702,350.5537,794.1678,261.5734,221.7321,340.6362,5149.2872,160.2598,658.816,579.3041,265.9843,3230.2147,248.8695,6138.4276,535.1351,215.4535,3611.4833,408.0029,5500.1486,342.6916,412.48,405.7518,2534.704,411.8762,538.421,6299.9519,1341.385,1044.5075,1338.6079,1042.6974,75128.8289,487.2992,677.6715,448.2154,665.7457,2571.1344,702.4991,467.6394,278.9979,2331.0217,1805.6888,740.4637,62.9289,208.9078,1727.6524,875.6853,381.263,290.9734,632.2742,1043.7114,167.3726,485.2575,594.8743,
PWY-5920,0,0,84.3108,36.4858,43.3531,12.6116,74.2005,1050.8926,4.9877,0,41.6497,780.1168,389.6747,59.1256,77.2418,880.8796,159.0106,54.054,14.139,239.42,39.2786,164.1171,3.665,666.3773,177.2038,199.6199,6.9438,76.8507,133.4123,183.3494,0,281.1024,11.3687,19.5145,1182.005,23.5129,21.9892,0,143.8196,0,92.7138,15.4763,0,98.6871,60.8536,4.9403,105.8389,72.6369,1422.4286,7.7571,45.8714,22.4336,15.4162,1.9991,3.9597,108.5457,76.4223,42.1047,22.8989,11.7757,49.6649,44.1029,34.1292,44.6199,727.4665,37.6165,48.9104,387.5589,234.3283,273.3739,536.4834,116.183,5248.0086,112.5972,61.2857,47.5416,0,416.0057,63.7805,58.8064,47.2563,134.5481,356.1655,140.659,0,0,310.0655,455.7927,66.8323,0,45.7282,23.6559,48.9799,15.6638,58.1464,
PWY-5971,184.9242,16.2916,359.1338,78.6988,456.555,304.3805,148.5227,3172.6096,432.3622,27.6568,276.2071,1231.8401,171.4706,223.7278,379.3153,6865.8435,176.2532,182.2032,90.3996,271.2717,162.5609,155.8554,95.5763,1111.2474,207.4748,363.7402,160.6357,159.6273,280.3019,335.5825,75.7968,614.1342,45.2475,571.5255,5295.918,55.5899,69.6737,90.0019,319.6222,212.3474,7262.1766,84.6298,27.0822,175.3741,168.9752,208.1641,561.5524,72.7237,7696.1852,256.1253,71.1798,149.0671,270.9051,3947.8842,87.9233,7778.3025,175.5097,256.2437,273.3312,82.0073,6752.2712,207.4498,184.6914,58.0606,1312.4211,113.3488,232.3076,1117.3928,472.4085,729.3467,1291.7146,257.3982,7513.0143,345.4212,645.8498,303.1183,190.4479,1582.7901,265.8181,125.35,441.6524,1268.9582,798.489,1021.5516,39.9457,304.1844,3040.0507,1997.0125,197.5751,200.9463,1083.2082,226.9458,731.0559,23.2195,236.4064,
PWY-5973,24509.2054,25452.7797,37990.8128,26071.351,26738.7502,29389.446,31684.0665,21499.7531,52512.018,16072.0859,35190.748,141722.7982,39937.9716,32833.8881,35853.8807,14455.1074,23241.6815,7843.4109,19561.397,17627.4957,23976.4764,34915.9789,22485.4599,75531.3758,29384.7652,49525.1832,47575.853,30134.2953,10450.4449,56064.3864,38322.1124,20373.9059,9639.7063,61766.5778,11391.8995,6884.2948,30995.7531,21121.5194,17881.0168,45592.109,9216.9293,21425.864,29728.2885,33726.8322,29725.7168,25744.2365,16077.2228,21582.2742,19879.9665,66835.2317,18924.7092,32215.3457,40767.4637,4290.1545,12709.656,8714.6345,38493.4494,21845.4301,41577.1423,18445.8561,7416.39,34470.261,41036.3555,21129.715,101756.4976,24731.9337,23481.9172,97469.9939,33777.0775,43119.4446,101248.0943,68158.7903,164019.0153,19987.8587,36324.5854,14651.2134,32824.8053,119340.2827,13437.6507,26583.5219,13571.0873,38699.8199,74450.5273,39604.168,22764.777,12332.9937,134906.7948,179864.5463,9043.6827,12570.0185,13823.4952,85253.1504,30319.5905,14223.4183,37067.1275,
PWY-5989,111.1934,9.7764,216.1682,47.2734,275.8923,182.4796,89.3049,2019.3603,260.3993,16.6063,166.1295,738.7416,103.078,134.5723,229.018,4968.4844,106.1432,110.2291,54.3293,163.7436,97.7992,93.6799,57.4145,666.6935,124.8252,218.8925,96.4933,95.9649,169.9388,201.643,45.5626,371.9076,27.2175,343.9994,3983.5935,33.4519,41.8654,54.0665,192.6668,127.5994,6137.1597,50.8202,16.253,105.4074,101.5866,125.3063,338.5111,43.6868,5500.5289,153.7984,42.7463,89.6181,162.8966,3822.9615,52.891,7189.9798,105.5177,154.7159,164.78,49.3293,6340.4489,124.7516,110.9693,34.8777,825.1657,68.2613,139.9125,672.8528,284.8968,443.1291,781.4299,154.6176,4622.537,208.6553,388.5679,183.1333,114.3441,953.6465,161.7847,75.4429,269.3993,773.5659,481.5896,619.2067,23.9818,184.1029,1830.611,1199.9248,120.0326,121.4835,674.3055,136.3061,442.8038,13.9403,142.1261,
PWY-6071,0,0,34.4439,14.0677,16.4418,76.6969,25.0748,947.9407,2.0665,0,0,12.627,5.0158,2.4963,3.3226,2863.4548,47.4136,43.5194,5.5112,54.0897,15.2083,20.0369,1.6097,5.0624,0,85.167,2.8724,0,65.2319,2.5284,0,118.809,1.2137,2.0867,1169.5837,10.0383,8.035,0,73.3954,0,4685.7964,0,0,0,0,2.0074,27.0861,0,2925.2603,3.1992,0,9.0072,0,3589.1726,0,6443.5638,2.9299,2.5054,7.6363,4.4995,5878.7376,2.4881,8.4553,9.7248,319.9131,0,9.8971,146.5542,95.067,117.0008,251.3443,46.1055,1895.0824,0,23.2527,17.6665,0,166.8816,0,0,18.639,43.1253,141.7725,57.4667,0,0,125.8086,252.1945,0,0,0,0.4218,4.0014,0.419,24.0341,
PWY-6121,25271.7155,26509.7304,40060.1932,27543.8904,31162.5609,24072.6455,33556.2854,22179.6239,55373.4256,16356.0098,35675.0783,153928.3935,42921.3527,33350.7102,38519.1231,15080.7088,24658.8433,8622.0896,20050.7866,19218.9942,23783.8355,38226.508,24132.4453,93884.4636,32641.8424,53964.5384,51610.5004,32765.4415,11684.6344,85787.3883,37796.3523,20459.1502,10457.2356,67094.532,10577.1478,7654.6126,32046.9195,20120.2892,18493.9199,46106.7209,9114.4375,22807.0026,30850.6933,43845.4226,32068.395,25546.9326,12907.2588,25286.9406,21200.6652,70344.5141,19833.9168,33834.1674,47438.0907,4361.3428,15435.8211,8659.9661,49426.075,34625.3562,42676.1967,17984.0739,7389.6781,37517.2073,44946.0675,21292.1887,98242.549,25185.9875,22614.3311,101751.4236,35094.328,49358.9184,104929.8976,68348.0959,166632.0549,22227.2274,34579.8102,15101.5438,32619.5675,125012.2844,14007.4281,27144.6441,14466.7949,41153.6936,75981.9705,50518.1288,24811.2769,13188,144577.1662,186842.3275,8734.6726,12943.9075,18393.3756,83658.3831,30885.8824,14619.8707,38422.7149,
PWY-6122,25856.9541,27336.3698,41108.1848,28808.4799,31041.1218,24883.9985,34136.0213,22311.3831,56055.0835,16942.1898,36057.9492,160668.0563,43216.4132,33243.8985,38468.3877,14849.8379,25255.1211,8837.693,20721.4773,19445.9373,24239.3446,38286.8729,24704.0048,97285.5435,32690.3939,54753.0565,52794.6973,33315.3622,12164.407,88791.608,39008.6573,20901.7062,10434.3184,68467.7887,10261.6436,7862.568,32563.9164,20257.7842,18939.3133,46789.2879,8619.9733,23441.1399,31445.8485,43814.9197,32282.575,25787.4596,13276.1986,25163.7132,21010.4687,72162,20363.3849,35266.9446,48114.5895,3993.2445,15656.1628,7997.4675,48960.9792,33850.9778,42734.0301,18353.7361,6795.7512,37524.4085,46142.9821,21687.9395,99713.5135,26037.7106,23039.4429,104267.5042,37309.0194,48654.0282,105914.6689,70402.309,172078.2954,22412.041,35840.3854,15445.4506,34301.8783,127236.565,14180.317,28603.162,14360.3098,40949.863,77877.2644,50952.8188,25156.7957,13312.7597,149062.5978,193225.8411,8772.4557,13223.7516,18208.4524,85311.5974,30560.7786,14959.3158,39416.9086,
PWY-6123,21701.5353,22783.5999,33608.0138,22765.8952,25231.2654,25002.6211,29565.009,19439.9698,46469.1216,14103.1088,31605.1968,139454.9843,36724.8545,29494.838,33196.3095,13206.5998,20944.8832,7080.1879,17233.5854,16287.8919,21033.2278,33172.5189,20438.4088,83790.8743,27558.6288,46580.4559,41783.4923,27991.8722,9446.2637,74072.8019,33316.2838,17653.7594,9143.0506,55999.635,9910.3254,6291.1985,28389.6165,18187.1634,15983.8721,40213.4634,7806.8189,20095.2423,27142.4435,38699.0302,28111.7066,22804.4375,13585.8993,21679.2787,18171.8464,64187.7128,16787.4769,28263.804,40210.8578,3786.6994,12501.4705,7491.9926,42003.4816,29341.65,37278.3568,16027.8209,6390.2108,31758.2334,36894.0428,18698.9913,88700.3053,21437.9829,20585.0262,85793.2479,30135.3389,42814.6202,91442.4971,59313.3108,143095.3466,17886.5805,30949.4922,12968.907,28553.2637,105934.8696,12410.4863,23184.7948,11996.9051,35175.9009,67375.9038,42427.0902,20679.3289,11005.4792,128458.865,168122.7145,7934.0862,11029.7704,15989.7978,74542.1697,26640.6013,12727.2684,32537.3575,
PWY-6125,20043.6529,18089.556,27475.5761,13061.1808,19324.3366,36921.1632,13213.3252,11798.182,25996.3834,5472.5781,22073.1395,145821.8997,21867.5399,16639.1254,16555.3449,9360.8317,10877.6326,5512.7607,9208.9807,11476.1384,9342.4001,17958.4534,18512.452,79795.0077,19327.2412,23051.4352,34266.2944,16494.9414,6235.1088,58367.6047,6563.9979,12170.3168,4181.5991,50316.8959,9935.1643,4872.4814,9821.7022,11251.7224,11456.8986,25581.5517,7369.6598,19144.2858,27078.8773,22844.0887,15968.4852,10491.6481,26620.8373,15005.6527,13277.1934,71287.7214,13817.0292,15600.0912,37541.2224,4127.6487,9708.2913,7979.2713,21814.3734,14473.5714,16374.7781,5114.0314,6945.7301,22635.5218,31462.5434,8033.7961,13951.943,5935.5652,5463.0642,73349.3069,16495.5624,13843.4312,35607.0316,31613.2421,123396.0506,15493.4018,33962.9262,9111.8099,20338.4584,96678.2557,4976.6694,7165.3254,6866.369,17957.4301,26553.7425,27222.8267,18716.352,10592.0579,124473.8988,167979.2747,2575.6628,4898.4914,8725.3415,27487.3222,18512.6316,5747.495,24477.1604,
