#OTU ID,Lyz204BFP244S41,Itg10DTT456S50,Lyz203BDTT232S72,Itg20DTT504S99,Vil101BFP08,Vil114BFP167,Itg18DTT492S87,Vil1014BDTT164,Lyz201BFP208S56,Itg22DTT516S11,Itg24FP528S31,Vil108BFP95,Vil103BFP32,Itg26FP540S44,Vil106BFP68,Vil109BDTT104,Vil103BDTT32,Vil102BDTT20,Lyz204BDTT244S85,Vil104BDTT44,Itg24DTT528S23,Itg08DTT444S37,Lyz208BFP292S90,Vil110BFP119,Vil104BFP44,Itg16DTT480S75,Itg20FP504S7,Itg12DTT468S62,Lyz207BDTT280S122,Vil109BFP107,Lyz201BDTT208S48,Itg02DTT408S100,Lyz205BFP256S53,Lyz202BFP220S68,Vil1013BDTT152,Vil101BDTT08,Lyz205BDTT256S97,Itg02FP408S8,Lyz208BDTT292S134,Itg22FP516S19,Vil108BDTT92,Itg04FP420S20,Itg10FP456S58,Itg18FP492S95,Itg12FP468S70,Lyz206BFP268S65,Vil113BFP155,Itg08FP444S45,Vil1010BDTT116,Lyz203BFP232S80,Itg04DTT420S12,Lyz202BDTT220S60,Itg06FP432S33,Vil107BDTT80,Lyz207BFP280S78,Vil105BDTT56,Itg16FP480S83,Vil107BFP80,Vil105BFP56,Lyz206BDTT268S109,Vil106BDTT68,Vil102BFP20,Itg06DTT432S25,Itg26DTT540S36,LYZdtt364,SLCdtt050,SLCdtt110,LYZFP304,SLCdtt002,LYZFP328,LYZdtt328,SLCdtt074,LYZdtt304,SLCFP128,SLCFP092,SLCFP002,SLCdtt092,LYZFP316,SLCdtt020,SLCdtt128,SLCFP050,LYZFP352,LYZdtt340,LYZFP340,SLCFP074,SLCFP068,LYZdtt352,LYZdtt316,SLCFP110,SLCdtt068,SLCFP020,SLCdtt164,SLCFP164,SLCdtt146,SLCFP146,taxonomy
PWY-7663,25877.174,26773.5455,39896.8653,27260.6528,27693.7644,41024.2356,33183.6434,22948.5099,54662.5697,16826.9024,37576.9278,146634.6565,41798.2636,35064.2989,37339.2003,15275.464,24159.1952,8267.9625,20638.6706,18532.0799,25093.4105,37115.9693,23269.0538,83869.1947,30999.6605,51661.2711,50698.6684,31753.0699,10893.4122,59792.3918,39918.2845,21575.6357,10168.5248,63975.5835,12624.4518,7142.3676,32427.2963,22853.2563,18523.4979,49019.2953,9685.9224,22203.853,32770.881,37483.7506,31864.1511,26932.1413,18502.2303,23535.3568,21310.6498,69837.0838,19628.8119,33422.5043,42236.4098,4469.0919,13196.8445,9125.5837,40409.2714,22715.1056,43363.0522,19208.4588,7768.2405,36596.6819,42630.2938,22110.4879,105920.1207,25719.4342,24591.5763,102102.6223,35254.9043,45002.7715,105317.1125,70898.0514,171640.2118,20910.7851,41120.3923,15637.5227,34565.0388,126543.0694,14026.9492,27699.9847,14314.7043,40455.7908,77267.3359,41337.8265,23553.3009,13056.2849,139676.5633,187503.7103,9472.2137,13151.9863,14689.883,89008.9893,33044.2879,14847.0715,39224.1277,
PWY-7664,129.7544,12.8763,252.1548,55.1533,321.3368,261.2321,104.1811,2354.8661,303.5861,19.3747,211.6799,1116.627,120.2312,156.947,266.9983,5834.5859,123.8127,128.464,63.3907,190.869,114.1277,113.6428,66.9968,834.6609,145.5524,255.4035,117.5132,111.9395,198.1503,258.179,53.1515,434.4576,31.7464,401.2152,4346.9924,39.018,48.8444,63.0903,225.2439,148.8605,7048.1482,59.3206,22.5637,122.9285,118.4888,146.2085,395.8502,62.3088,6308.8313,179.5115,49.8927,104.5302,190.017,4166.8775,61.6814,8050.8769,123.0496,180.1761,192.1601,57.5617,7070.274,145.4813,129.4745,46.2641,962.0103,79.631,163.4046,785.1267,332.4398,516.0928,910.8385,180.46,5363.361,243.0481,454.5867,213.4376,133.6251,1112.6462,188.652,88.0084,313.2258,900.0919,562.009,721.1198,27.977,214.5461,2145.08,1403.59,139.9717,141.7467,780.0757,159.089,515.7035,16.2629,165.7765,
PWY-841,20786.2046,19825.9345,29929.9118,15640.796,21748.4156,29403.6411,16671.3121,13943.6666,31601.6198,7094.0089,25006.6599,143541.457,26049.5136,19910.9693,20550.5378,10718.9082,13322.3943,6081.3174,11161.1781,13062.1754,11813.8212,21777.1575,19623.0803,80712.6688,22017.1601,28668.6912,37312.0239,19607.2391,7227.1354,63866.611,9330.8355,13873.479,5278.0812,53644.1976,9853.5685,5418.3559,12977.106,13116.6228,13074.0307,29708.239,7834.321,19673.8515,27151.8734,26933.726,19051.7768,13181.929,18363.6958,17056.0543,15040.037,68004.8574,15068.2159,18971.607,39313.798,4234.407,10849.0228,8208.3824,26841.7038,18035.5674,20833.0849,6837.4531,7106.9076,25613.4146,33950.8088,10216.4542,20245.4444,8098.7848,7472.8308,79352.9595,19916.0555,18602.9819,46383.2293,38560.512,133199.5064,16710.5438,32504.9551,10243.7025,22822.9011,101581.3897,6419.8802,9633.0206,8245.1685,22280.1171,34408.4774,31964.306,19911.7547,10924.0829,127330.55,168468.0046,3430.2558,6191.8908,10540.3061,35975.5813,21120.8532,7224.1176,26970.1354,
PWY-922,13097.5959,11063.9446,15657.9224,5764.9434,8355.7869,48202.3938,4954.7831,4742.5792,10972.5749,2504.231,14470.0647,34484.7432,7978.9543,11935.3799,3827.964,1692.5209,3296.2615,3257.1957,4742.9162,5162.1907,4160.9103,10279.8085,8343.3318,53885.8048,10188.2864,9087.662,19572.4146,9227.8868,2521.8246,35466.4333,1836.3009,6705.5649,1192.7186,24528.7423,2870.6821,2301.9914,2412.7164,8324.3068,5890.4853,18467.3597,858.0051,9253.648,22791.4457,18834.944,11951.9569,4736.2964,43470.0968,11301.6011,3241.386,35273.8239,6844.2621,6910.5156,15494.2556,360.1371,4496.479,729.4007,9392.7769,3887.6925,3153.2352,1591.8098,615.2533,13856.8158,13999.1584,3837.8021,1064.3325,1395.3477,3288.6806,38526.143,8132.421,3413.9122,9484.8586,14896.9081,26304.2196,6923.2264,26881.0764,7265.0354,11652.9762,52316.0485,982.6649,2096.533,2235.1529,6694.546,9137.491,12593.0742,8902.701,5001.9001,51996.8964,75508.1442,906.5731,1689.6691,2972.5964,10442.3438,10263.1047,3926.8753,22897.5343,
PWY0-1061,583.8054,1228.3315,1440.1383,946.9473,1261.1445,4735.736,829.8662,5012.0382,701.4962,853.2539,1145.8609,7941.0929,1251.1327,1135.8813,2156.6428,9517.8795,875.5967,334.3418,998.1635,1361.3034,1232.1258,1418.6445,866.6011,2677.7735,1622.9558,1488.4952,933.3393,874.8149,1477.479,8862.7777,745.1045,1372.0125,179.6645,880.007,4358.9448,257.526,1165.8017,397.4636,1099.216,1322.2786,9883.9665,297.8873,751.8291,843.0856,1109.4946,1973.8838,6027.7468,635.6538,10379.2822,920.4714,406.3103,827.0559,1183.0645,5424.2947,575.1654,10481.0706,1878.485,13159.4817,2230.4429,2162.4352,9094.6435,827.2021,1415.6287,1161.1029,5669.3675,3663.538,1015.7535,2851.1827,1584.4119,1329.389,2653.2042,4073.8915,9735.9499,1154.5126,1361.7232,543.4813,856.4135,2314.2127,1594.7843,2643.7596,2683.4947,1153.2342,1840.77,869.188,581.2426,3752.5363,2589.5952,2327.9529,297.3271,692.3719,1440.2761,4998.2492,2074.1331,171.3836,1189.0529,
PWY0-1241,318.7925,913.66,889.4597,1471.5391,1700.3167,619.0615,3340.7188,2404.67,2244.5889,555.0903,928.0405,2900.9264,2393.6344,1097.2698,2509.7803,2982.1736,2131.7531,413.657,643.2665,1348.7156,867.245,1790.3656,628.3878,2867.0161,1787.9001,3363.8568,2017.7229,2151.6022,544.9476,1018.7941,1316.1543,828.7302,677.2554,1077.7984,1667.244,737.4429,3751.6236,598.0715,580.8211,1609.6752,4448.5269,250.1312,755.7525,2798.5772,1522.8103,955.4409,2567.7243,686.9953,3706.2184,427.3884,373.6457,762.8445,514.0929,3095.6582,321.1961,5747.6539,1764.3007,1182.8651,3756.6511,792.5375,5216.4271,1653.2199,1421.9113,1167.2611,4845.2959,571.7692,765.7765,3750.0058,2112.9181,2607.6623,8362.4194,1110.3751,63034.6519,296.6022,723.4251,397.5378,1342.2403,3712.57,1056.6712,942.8499,849.2693,1269.8748,4183.691,1306.7074,236.2953,1794.0474,1953.6588,4261.2169,249.8684,678.8965,984.8529,1702.9854,771.4216,522.9343,1299.9159,
PWY0-1261,5075.6217,5449.7754,8502.2558,2806.541,7894.1549,1554.2935,5062.0811,9195.2618,14600.31,2632.0258,5337.4623,9076.7679,13618.7532,6323.7847,6926.6837,12133.3638,6303.4617,2429.5888,3993.7416,7045.439,4446.6125,9693.0021,3848.1868,4433.9943,11017.7455,7536.4939,5234.7715,7403.1755,2892.8204,9298.422,6862.389,6049.8145,2958.8378,13795.2916,8107.1142,1403.6771,5379.0513,4210.5614,3762.6022,8119.6471,9904.5312,2447.4475,5839.9722,7969.1333,8024.8798,5206.8709,5456.8278,4673.6337,15065.1597,8789.1547,2904.6726,6945.1678,5302.1954,6086.0372,3466.9492,11305.3036,8973.6408,7015.5854,10358.819,4327.6548,10038.1836,9877.8518,6468.4016,4678.6595,20605.1703,5347.2619,4673.5634,14385.9598,7943.9594,8049.1202,21829.3994,9884.7567,26148.1643,5977.1775,4662.2215,4598.3133,3716.3739,17989.9959,2881.9472,4925.4424,4315.5874,7974.5663,9563.1785,8137.0437,1863.0605,2243.9034,14071.0749,18697.8369,2620.6052,2132.889,4944.35,12980.206,12629.0564,2577.129,8576.1513,
PWY0-1277,0,0,48.536,19.7576,22.2601,82.4107,34.8316,1143.3686,2.608,0,0,15.3392,6.2564,3.1292,4.1693,3028.6438,64.7159,60.2236,7.8112,72.8863,21.3296,27.0715,2.0862,6.2379,0,117.9712,3.6495,0,93.8623,3.1232,0,169.8131,1.5637,2.6075,1458.3354,14.9021,11.9847,0,106.4239,0,4721.9308,0,0,0,0,2.6078,34.749,0,3323.8053,4.1677,0,11.9676,0,3577.7535,0,6433.7338,3.65,3.1215,9.8992,6.2559,5826.6236,3.1264,10.9372,13.5382,474.4571,0,13.5341,207.8165,136.4683,166.8126,370.0603,65.0449,2727.4296,0,33.803,26.4887,0,239.2426,0,0,27.2903,57.4799,210.851,82.5554,0,0,180.4672,368.0216,0,0,0,0.5217,5.1965,0.5217,32.1821,
PWY0-1296,20686.8221,20999.0628,32709.6256,26658.9709,20895.3256,22148.7831,26869.1416,17974.3678,42373.5609,16005.7923,30784.3204,141035.816,34290.7681,25753.3407,26708.0585,13946.7028,21735.7101,7549.652,18672.4751,13985.8057,20160.1906,27376.0605,18843.2256,84341.0316,22089.8704,42910.8506,43195.1349,27308.6931,11397.9072,74524.0873,33845.0485,18747.3206,8705.0012,50864.0484,6974.711,5962.398,27547.3144,18500.1277,13630.3825,40014.8513,7765.0416,18770.4582,24004.0794,31663.4438,25258.3893,22758.7192,8997.8033,17045.6861,18875.4483,56167.8789,16259.9105,30149.6915,35440.8823,3684.554,12162.2458,7322.6874,34666.505,16519.1818,30820.2427,15807.9988,6272.2111,28604.1269,37562.4272,18298.3624,81688.8243,23793.4761,19637.5534,78326.8369,33727.8242,37246.5871,82694.7519,57303.1905,91386.1366,16590.6933,28675.6719,12933.7215,29704.2632,93872.1144,11166.763,29415.3267,10065.5551,28349.4637,59320.4983,36504.0311,18335.0118,9021.0891,115568.5797,153504.4403,7130.3118,11572.9544,13120.3085,71716.7466,22899.1802,13436.5473,36735.4597,
PWY0-1297,19650.7177,19631.2954,28070.3088,18253.171,16827.407,30126.8271,21770.4445,16091.0196,28917.1085,10889.8159,29923.1458,132658.5298,26783.8331,24987.929,21362.0487,13096.3752,14718.0143,6290.7848,13114.2587,11637.608,17472.5637,24315.1424,17439.2113,81939.5502,19451.5803,32348.9924,36346.0467,21909.8486,8636.285,67139.6803,20439.5012,16362.8473,6519.589,45707.8254,6861.263,4585.1355,18269.7327,17931.3422,11618.8622,36966.9246,7882.7593,17919.7354,26163.2565,30708.2764,24027.0024,19556.8369,14010.4361,17303.7933,16699.753,58138.9229,14347.3134,19490.7106,33137.8539,3962.8246,9953.6112,7776.9759,26584.8854,15680.3361,21449.2777,12931.3878,6720.8724,26132.9313,33166.1334,14353.8424,47297.5849,14429.3934,16156.6193,68474.4925,25087.2632,23034.1548,54755.2256,45849.6676,74454.8392,14487.3148,30783.2079,12584.2196,25430.3917,86758.3585,7404.2441,17924.1418,7982.7627,19676.4676,39447.961,27026.2867,16961.4654,8668.8952,109131.5718,147552.1942,5817.4538,8126.6088,10138.983,60867.0585,22548.2086,10209.0802,35976.8071,
PWY0-1298,18236.8045,18268.8833,26263.6955,17483.7497,16036.2756,25581.643,21270.0358,15285.1287,28713.8479,10533.9675,26773.0284,125097.0363,25357.6028,23525.0669,21235.5582,11922.3477,14170.8634,5722.3092,12785.8373,11267.367,16828.2264,23742.64,16335.7418,73332.2231,18832.6308,31791.3602,33512.096,20821.9906,7997.7156,59508.8689,20844.4718,14993.2141,6210.9517,42477.7022,6658.3692,4334.3495,18092.9453,16115.9742,11718.5049,34091.8393,7764.768,16959.5575,22986.0771,27668.724,22582.0514,18433.6257,11371.4823,16238.6395,15358.8986,56590.9621,13608.4096,19061.7918,31316.5955,3961.5346,9010.9484,7744.0875,25795.1572,15045.0136,21394.6295,12864.8188,6724.419,24158.1291,29856.4568,13973.5854,48907.9232,14268.1043,16142.9114,64641.5382,23781.049,22949.7451,55012.3099,46145.0901,75961.6374,13151.4423,28102.8677,11566.9787,24132.8667,83156.734,7435.2414,17271.501,7805.5437,19932.6349,39904.3953,26165.6224,15954.423,7581.448,106111.7136,144384.5264,5761.9306,7842.6524,9776.5482,60192.5218,20808.882,9853.5388,30956.1856,
PWY0-1319,29246.0033,29809.9203,42690.3742,28971.4284,28307.0823,60558.3021,37611.8546,24334.0036,56830.8843,18125.4201,41826.4245,150040.8551,43410.2528,40400.3376,39067.5466,15659.1772,25538.2827,9398.6267,22204.7124,20578.1167,27034.6684,42461.5986,23556.5061,101551.2458,34976.8396,55784.0901,53705.729,36511.0261,11541.6427,86693.9008,42835.2369,23033.8867,10487.1877,64960.1397,11918.2128,7458.291,34066.54,25200.5761,19863.6897,55581.7039,9676.8107,22849.9047,41762.844,52279.2414,38846.7968,27913.3523,57164.192,29024.471,21734.8163,77843.494,19908.4814,35405.0326,43640.2923,4548.7771,14058.5937,9142.8272,46479.9833,28741.8679,44789.0736,19965.7425,7772.8113,41375.2085,43961.8558,24524.6426,113060.2692,27245.0267,27392.4902,102240.3535,39448.7697,48026.7661,111775.4114,74844.9897,172236.6791,21764.7521,47158.716,20223.169,36527.9585,121421.6781,15057.6929,29600.5983,14786.3258,40969.9102,82083.3803,45881.5963,24450.9873,14017.8459,141487.6875,185245.8703,10255.7932,13825.5995,17809.1669,92325.8523,33838.94,17551.9961,54316.7501,
PWY0-1338,1.2488,1.2495,58.2564,24.8461,27.7471,69.2851,827.9782,1242.1681,393.9161,1.2491,1.2491,19.1111,8.7301,4.9913,412.626,2517.4701,78.3837,72.3432,10.5705,87.6342,26.4679,33.3517,3.7352,8.4788,1.2497,165.0794,5.6186,1.2496,95.5143,4.9639,1.2497,193.9035,3.1173,4.3667,877.428,20.2559,15.5921,1.2491,119.3872,1.2496,4283.5623,1.2476,1.2492,1.2494,1.2496,5.612,23.3143,1.2488,2588.6184,6.2208,1.2477,15.5026,1.2479,3047.6624,1.2453,5527.15,5.6108,4.9733,1425.2225,8.715,5057.2886,4.9891,15.46,17.384,1199.933,0,16.1524,2514.7961,158.2863,209.3507,485.053,79.0564,6858.7786,0,39.1521,31.0321,1.2493,1157.9743,0,0,32.4319,219.8798,862.8443,95.4235,0,0,215.4428,421.6875,0,0,0,0.6249,6.209,0.6247,38.2286,
PWY0-1415,65.2866,280.9613,278.875,245.593,205.7731,131.6006,928.0896,1448.2548,649.2032,202.5011,248.2346,630.8644,629.005,254.347,698.1685,3361.6094,373.8228,86.6327,91.2104,437.4005,279.5334,519.4134,16.021,503.6244,365.995,472.0055,277.6366,523.7924,153.6144,550.3528,386.3912,492.1732,78.3644,279.0076,1814.4,44.9598,169.1293,343.8235,144.0775,298.3793,4760.6878,143.8863,258.8749,200.5846,411.4509,129.1742,133.8963,185.1235,3618.0998,93.3147,221.9834,305.9152,153.1159,3502.1451,138.761,6441.7029,299.4677,127.4084,1179.5777,183.6041,5911.6921,200.518,230.8886,198.4269,1298.5592,184.5695,264.6604,2059.066,736.7933,501.8585,660.7785,567.3065,7748.5133,280.2482,338.1003,256.8572,215.6286,1331.1695,291.9511,241.7614,155.5129,365.7084,1051.4542,422.9714,35.6677,112.1248,765.1769,509.0321,182.7102,133.2531,347.2417,458.1515,99.7422,269.2683,346.9483,
PWY0-1479,870.5188,1645.2073,1904.5036,2217.1095,2803.9525,1520.8134,4271.7569,3618.6574,3502.3021,1020.1274,1726.1564,3147.3201,4742.7941,2125.5196,4401.6438,4659.7246,3158.17,773.6854,1053.6757,2797.2471,1478.8289,3069.9486,1023.7926,4143.1144,3733.2361,4803.6721,3124.7922,3473.8701,1003.4146,5206.707,1271.4282,1569.4804,1110.9099,2227.4886,2852.69,805.7836,3526.7913,1186.9983,992.2213,3033.6505,5327.61,605.6087,1524.0949,4562.3197,2746.4814,1516.4771,2492.7938,1368.4273,5655.6895,1478.0439,699.2933,1434.8964,1740.5372,3385.7302,898.9898,6320.9324,3879.3183,6878.0482,5073.2106,996.8497,5595.5546,3321.5008,2733.7878,1899.4659,6573.8399,1229.3446,1208.1863,3140.9779,2656.9444,3762.3717,12322.8449,1534.1331,12724.4117,1663.1808,1645.2562,1239.6361,1068.5267,4269.193,1863.6589,1882.2234,1128.7004,1202.1613,6511.3865,2280.178,255.6994,629.9611,2789.7071,6427.0393,541.5974,1045.2456,1986.3406,3107.9844,2877.3608,738.2091,2692.7037,
PWY0-1533,268.0268,6.8472,310.4527,16.8356,189.1242,95.1857,56.6132,1100.4761,748.1141,10.9756,94.7971,868.6199,77.4896,84.5826,86.462,2992.8717,132.681,57.4578,255.9498,161.4938,88.733,100.7418,128.2777,355.2004,0,331.2603,18.7223,19.1678,86.0604,151.7709,590.6361,167.58,76.0019,281.2898,1474.943,37.7405,264.6773,12.7069,201.5196,26.5167,4798.0196,0,15.4101,15.8302,36.144,24.464,67.1524,26.9662,3244.1624,264.5143,14.4415,261.2246,10.076,3746.9243,12.0616,6620.0291,331.2742,110.6025,85.5732,15.5841,6074.3155,35.2476,36.9576,128.2461,442.8377,16.7581,28.1374,479.7805,264.1453,182.9533,391.1184,717.2944,2571.9432,166.1761,149.8699,74.1768,228.1482,459.777,35.8632,475.6736,23.5194,138.7546,325.2856,125.4511,33.6986,3.5547,254.8558,473.0999,0,17.701,34.207,15.2593,26.1367,45.3701,195.9153,
PWY0-1586,32462.1758,28631.15,42533.0016,29489.9821,23091.3043,60895.1464,33017.194,18398.529,44321.8713,16935.7266,35727.7855,149453.0079,32204.593,34835.6324,34332.0505,10937.6873,21953.5589,9014.1714,24108.9157,17951.0591,25068.753,35788.4835,23559.8961,87396.0852,29220.1834,41248.7414,53510.5315,31263.6074,11149.1864,62824.3138,31394.0439,20704.898,7300.5798,59824.6106,8646.422,7308.2324,31361.7353,20417.9409,20165.8032,50107.4701,11257.4902,21956.0143,41918.4149,41367.013,35567.4658,22430.898,48260.4781,24633.7633,15743.4104,78671.0181,19315.7211,31547.3066,39291.5273,5696.0771,12166.7816,11227.6827,30187.2617,21172.4906,38133.4686,18861.2102,9585.8263,35163.1002,42725.3011,22181.8962,84922.1447,27527.1498,24650.0339,104660.376,41917.0252,24245.9959,76238.0739,75513.7045,107629.6399,19642.8532,48013.9488,20744.3458,40600.6413,121488.1255,11359.9324,31595.5503,11738.8171,31579.2176,81988.2808,37434.1224,23458.2014,11035.9882,141073.5968,191599.1806,8511.5665,13028.1024,10106.3262,84993.4113,23395.744,15497.3259,54940.102,
PWY0-162,21468.0366,20282.655,30320.7341,15831.6645,21628.2363,39987.4883,16679.3144,13880.804,31546.2867,6897.4655,24920.4197,142083.3095,25407.7182,19476.6738,20608.802,10439.0747,13142.4287,6089.0901,11086.0741,13327.5745,11451.0703,21391.9849,19915.8593,82363.5306,22301.3538,28722.5374,37894.9227,19470.0699,7167.4269,63546.1206,8730.0699,13950.647,5017.2904,53592.1768,10355.2539,5495.5796,12343.2279,13065.7453,13387.249,29893.9865,7904.3083,19905.3579,29207.3102,27025.7434,18791.7764,12579.0609,30155.745,17114.7307,14764.8925,70196.5296,15445.2082,19131.5146,39024.7816,4173.019,10730.7044,8163.0486,26139.3553,17062.5207,20416.5929,6480.8644,7028.4983,25475.5894,34266.8611,9867.1362,18708.9421,7585.6235,6896.531,81187.0822,19781.2251,17288.6919,45279.7931,39409.5711,140488.6296,16902.8965,36309.9002,10455.6925,23648.1807,102758.9091,6292.1781,9313.4238,8157.5347,22082.1237,34615.8458,32001.1477,20223.8947,11312.8706,128103.8966,170589.2972,3206.9491,6066.9536,10172.7199,35505.1931,20670.3194,7037.5776,27844.5257,
PWY0-166,18445.553,16833.0523,24553.3419,11872.3258,17386.23,39005.5109,13313.1354,11512.8587,24221.727,5580.7435,22775.9277,130022.4808,21797.8628,17804.1845,16169.3203,9262.171,10575.3459,5259.1784,8721.6072,10800.4689,9632.1593,18317.9632,16321.5524,78578.3283,18769.9863,22064.9864,31099.3939,16327.0777,5674.9644,60898.6066,7068.4464,11995.0356,4489.9667,44750.6566,7795.7596,4333.0886,10513.4759,12171.7686,10344.1346,26369.2116,6678.9488,17229.8009,26977.1762,25094.8653,17014.0669,11240.9638,29699.4779,15517.0103,12694.6278,64294.6956,12210.7317,14493.9701,34153.741,3878.3171,9106.5742,7373.4892,22968.2744,15359.403,16614.1866,5346.8428,6430.6979,22586.5484,27796.2896,8272.0486,16001.8765,6372.444,5964.7286,65714.5949,15943.2198,15702.1515,36215.1237,28611.4815,99611.182,13625.2865,31926.7999,9246.8914,18711.4073,85313.8928,4972.6027,7169.3476,6126.6316,17922.5264,27812.0834,27046.412,16419.0871,9515.0907,111558.0441,147667.0182,2792.3752,4927.4685,9112.1831,25803.9772,18808.944,5973.9519,25667.2773,
PWY0-321,0,0,38.4199,15.7505,18.6343,84.5987,28.188,1029.6514,2.4173,0,0,14.8887,5.8963,2.9285,3.895,3062.2803,53.4096,47.5514,6.1534,61.2128,17.04,22.7767,1.8619,5.9752,0,95.3638,3.3499,0,71.5147,2.9829,0,130.1987,1.407,2.4513,1264.8593,10.9764,8.8134,0,80.5168,0,4931.5459,0,0,0,0,2.3198,30.5084,0,3147.5721,3.691,0,10.3043,0,3748.8088,0,6747.5302,3.4463,2.9439,8.8284,5.0618,6147.3476,2.9148,9.7826,10.9298,350.3488,0,11.1976,162.8795,105.3805,128.9879,275.4908,51.5513,2066.6096,0,25.7153,19.3223,0,184.9051,0,0,20.491,49.1807,155.2226,63.6424,0,0,139.3679,277.5352,0,0,0,0.4979,4.6176,0.493,27.3846,
PWY0-41,8.4614,157.2148,60.8957,30.7926,109.1234,244.6357,41.1972,1195.313,46.195,23.8868,197.7962,1792.9016,30.3748,59.4849,17.9779,2866.006,85.0657,76.293,21.3948,88.5411,245.3294,54.0996,11.9468,149.7072,33.9483,166.1105,19.4751,127.4579,101.4467,322.7363,43.6755,275.224,36.0789,24.8577,2514.5639,38.3854,91.1766,21.4738,116.5741,55.4754,4407.6564,11.9539,207.1558,13.1586,176.2201,141.1837,108.0706,17.8531,3239.8378,19.6764,5.9888,37.2485,1.9981,3413.2192,0,6111.1345,13.2775,10.9547,82.7495,181.9952,5589.583,44.4424,24.4405,46.5097,585.9664,132.5533,17.9523,337.7021,326.423,174.3454,383.8834,237.9758,16390.9809,23.8733,58.0564,44.9786,1.9995,366.5759,30.9785,67.6485,67.5745,163.3744,937.4904,399.1811,39.2595,0,254.5472,596.1374,17.8511,13.951,27.9083,232.2823,24.753,12.4567,53.4202,
PWY0-42,0,0,23.5983,10.0849,11.8054,54.4963,23.8658,739.8291,1.5597,0,0,12.4887,5.1951,1.9553,4.4737,2233.3061,43.8114,31.5987,3.8404,49.8335,10.9678,19.7577,1.3552,5.2055,0,73.4603,2.2848,0,46.8492,2.6842,0,86.307,0.9868,1.5967,873.5,7.4301,6.3751,0,53.9347,0,3827.6,0,0,0,0,1.7405,22.8,0,2269.1081,2.0833,0,6.2812,0,3012.1,0,5357.6,3.0545,2.1669,6.491,3.6842,4913.8492,2.5406,6.2375,8.3355,257.9271,0,9.3576,128.9333,77.8285,83.8983,184.3414,31.3487,1719.6096,0,22.2646,15.6978,0,148.5275,0,0,15.6094,37.0196,119.5894,40.099,0,0,93.0293,184.3006,0,0,0,0.4086,3.8793,0.4034,18.0412,
PWY0-781,4345.017,8751.359,7019.1349,5155.6112,3597.8478,6525.4675,10496.8096,10480.5898,11841.2303,5092.5435,8087.7044,20833.2703,10334.2278,10470.8956,6859.5914,9150.0988,9054.9312,1367.6324,5725.8936,5280.5965,7590.3855,12801.9174,4866.297,12510.4582,6046.6566,7728.0478,7014.6056,8225.194,3077.05,22944.5862,8262.2749,6183.801,1912.0758,9322.9964,6004.3484,1094.1006,9754.8776,4170.7293,4513.1929,14545.2093,7063.4544,2726.3314,6757.9212,13323.6163,12600.2967,7929.7229,2358.7803,7181.7476,11295.6222,3599.3168,2502.1729,7003.8324,5161.8425,3940.0022,2578.5694,7609.8087,8641.1431,18484.8163,9289.1622,6689.5393,6597.08,3020.4837,6286.9382,7600.0159,29799.0361,5173.2407,7982.7867,23309.4759,10458.7565,8644.7314,28327.856,16475.0554,38086.1688,4168.5635,4800.0516,3985.5505,7238.6401,34312.5871,4299.5613,6046.336,2942.6289,10833.5837,23281.3308,12559.4157,3252.6655,1277.1173,19614.1175,41811.1631,2994.0499,3705.9757,2600.0532,40066.3287,4983.7524,4351.7838,8126.6471,
PWY0-845,713.3,387.5108,1053.1284,425.6246,2136.7964,1003.2229,475.7559,2254.5548,2229.61,222.1295,1493.4195,1559.7668,2642.2567,1885.5392,2435.9619,4435.0568,942.5293,412.4526,234.1841,1435.5385,514.9662,1732.5838,570.9112,1965.1684,2638.5252,1543.7909,2029.8869,931.4606,486.2335,1122.9579,180.1981,828.2549,379.2394,3661.0886,4915.8649,167.665,391.5156,493.0932,439.0403,1982.9912,5859.0329,549.7511,825.7112,1737.6216,1491.4687,1766.815,3697.3443,1476.2841,5567.3148,1573.2225,379.0452,407.3945,1375.436,4084.4872,692.9426,7445.5422,3045.5843,2860.3747,3319.7483,478.1468,6716.2894,1985.0456,749.5736,400.0024,1297.6709,805.825,787.5887,4104.7774,1116.9837,2944.3931,2693.3697,1107.6333,6815.6869,2853.1994,1703.1927,1426.6471,230.0083,5161.8134,819.2141,562.298,2868.3443,3644.2292,970.96,3333.1838,1283.3704,3712.2599,3183.1704,3145.7803,849.0941,728.7031,2460.3633,898.4857,1940.4431,461.6573,1892.404,
PWY0-862,111.286,17.9919,216.2954,47.2853,275.8066,673.5461,89.3294,2042.7673,260.3805,16.6091,250.8784,7459.3936,103.0902,134.5947,229.0395,5250.159,106.1879,110.31,54.3544,163.7892,97.8748,110.7791,57.4453,896.7694,124.824,219.0391,116.0726,95.9862,170.1986,312.408,45.5653,373.2549,27.2213,344.1513,3862.4623,33.4651,41.8739,54.0945,193.3452,127.638,6713.0344,50.8622,44.9588,105.402,101.6036,125.3995,339.6518,161.26,5611.4127,153.9156,42.7778,89.6295,162.9598,4165.749,52.8983,7935.222,105.506,154.5755,164.7914,49.3553,7018.0879,124.7558,111.0169,67.3629,825.4293,68.2789,140.1654,673.5844,285.253,442.9345,781.4849,154.7246,4613.7228,208.6034,390.1268,183.2078,114.5862,954.7687,161.9439,75.4627,269.1338,773.4058,482.1261,619.312,23.9837,184.2501,1841.9823,1204.203,120.1749,121.6453,672.4335,136.3906,442.887,13.9413,142.1557,
