#OTU ID,Itg10DTT455S49,Vil101BFP07,Lyz204BFP243S92,Vil104BDTT43,Vil107BDTT79,Vil106BFP67,Lyz201BDTT207S47,Itg22FP515S18,Lyz205BFP255S52,Lyz204BDTT243S84,Vil104BFP43,Vil109BFP106,Itg02DTT407S99,Lyz208BDTT291S133,Itg24DTT527S22,Itg26DTT539S35,Lyz208BFP291S89,Vil106BDTT67,Vil102BFP19,Itg26FP539S43,Itg18FP491S94,Itg12DTT467S61,Vil107BFP79,Lyz202BDTT219S59,Itg24FP527S30,Lyz207BFP279S77,Lyz203BFP231S79,Itg18DTT491S86,Itg06DTT431S24,Lyz205BDTT255S96,Itg08FP443S44,Lyz207BDTT279S121,Vil108BFP94,Vil105BDTT55,Itg16FP479S81,Vil105BFP55,Lyz206BDTT267S108,Itg16DTT479S73,Itg12FP467S69,Vil114BFP166,Itg20DTT503S98,Itg22DTT515S10,Itg06FP431S32,Lyz206BFP267S64,Vil1013BDTT151,Itg02FP407S7,Itg04FP419S19,Vil102BDTT19,Lyz201BFP207S55,Itg08DTT443S36,Vil113BFP154,Vil103BFP31,Vil1010BDTT115,Vil108BDTT91,Vil1014BDTT163,Vil109BDTT103,Itg10FP455S57,Lyz203BDTT231S71,Itg20FP503S6,Lyz202BFP219S67,Itg04DTT419S11,Vil110BFP118,LYZdtt351,SLCFP067,SLCdtt019,SLCFP091,LYZFP327,SLCFP073,SLCFP019a,SLCFP049,LYZFP339,LYZFP315,SLCFP127,LYZdtt363,LYZdtt315,LYZFP351,LYZFP303,SLCdtt109,SLCdtt001,LYZdtt303,SLCFP001,SLCFP109,LYZdtt339,LYZdtt327,SLCdtt067,SLCdtt163,SLCdtt145,SLCFP163,SLCFP145,taxonomy
PWY-6545,6552.9877,3326.5542,2202.7835,2231.5512,0,5166.2226,3459.0806,1284.9566,1891.4406,5192.2848,4752.0678,2383.1802,3877.9154,4671.3383,4567.6292,2109.4653,1962.8712,132.1428,3392.0037,1611.1786,3905.1148,5861.2627,3776.4983,6528.1385,3038.5469,1333.5853,1772.3528,5310.6166,1671.8345,1938.1273,2005.9262,3301.2601,12297.2352,2.2495,2565.3851,7325.4864,4465.5254,104946.5305,4054.5569,1283.8322,4989.8598,2512.5496,1842.768,4356.6556,790.957,1265.9371,3684.7562,768.0413,3158.8094,1879.8318,215.3267,2962.3343,172.4736,24.6921,3080.7724,373.5376,3049.3889,4896.5013,4271.6433,6863.4452,3473.888,6915.3708,9922.1769,454.252,859.3629,4079.8328,4402.5481,1183.0412,1968.0976,1903.2581,4784.1127,11717.6487,505.4409,9037.5447,5061.7131,7278.3359,8894.3497,3277.3201,799.5605,155114.2243,2859.838,2029.6474,3101.7282,4256.9617,1634.5546,23129.356,22912.5241,5066.8393,3223.6192,
PWY-6572,250.6283,988.411,1038.6898,162.1179,0,963.3918,304.9919,587.6868,271.1009,392.0778,877.6656,47.3328,185.1206,176.3532,175.6192,247.6325,435.3859,0,1017.6445,482.0928,491.2929,434.5772,804.7051,466.0288,278.0192,394.743,626.1024,333.0037,246.076,179.6455,618.4639,594.6133,10.6193,2.5644,729.4646,2902.835,1127.9475,547.7372,542.7422,70.7774,647.2246,1268.144,244.8142,1974.2104,6741.7495,173.0615,223.8872,152.3402,718.9999,877.4631,544.8197,756.6332,74.417,21.1309,642.101,175.9075,826.6824,50.8068,759.6407,631.9573,497.9676,126.1482,948.5644,833.8758,87.7844,963.0744,2024.2255,1404.987,645.032,956.2707,1500.3146,2867.876,460.3665,1064.0653,10437.0297,2528.1795,1084.8144,347.3505,324.8045,11040.0999,1933.7674,1957.6079,213.6961,1395.7921,211.2882,11735.89,84.0887,996.6123,424.1967,
PWY-6588,4555.688,2866.2336,2408.213,4138.298,5904.5969,5713.7223,4482.5467,1510.996,2174.7331,4786.287,4203.0315,336.0548,3000.6601,2077.9682,4801.9189,1711.3291,1969.6351,5114.9455,3841.7515,1981.1709,3201.451,3966.7358,2793.4329,6665.2733,3927.6341,1022.4206,2199.311,2971.9618,1114.6166,2641.6716,2321.0533,5141.9991,1402.1634,8511.6529,2071.1072,9215.6086,6002.7951,2805.1403,4878.9657,123.6944,2922.4983,1819.9473,1759.0235,5297.0764,2360.7134,1014.5051,3558.4897,630.7613,4386.1963,4341.5094,111.6442,3059.1898,7455.0083,7439.0124,3584.3701,10824.0386,3865.5134,3084.0363,3876.397,6772.8788,2910.697,2024.8102,9288.4296,734.9579,693.2294,3321.9918,5472.422,1159.6883,1505.5395,1790.6493,6991.5648,11897.5938,688.3591,18258.6779,9445.9745,13681.5017,7276.9802,1484.7775,934.7546,80401.4406,3232.6845,1995.313,3820.2296,4197.6956,1121.0612,4391.3001,6074.9304,2582.4924,2222.349,
PWY-6590,1456.278,218.4834,33.6092,2586.5576,11.1236,211.8478,1383.4253,31.2371,17.9402,2219.7021,692.7228,990.2628,1334.9845,1177.1154,617.1742,348.5722,40.0445,6.4302,80.1334,133.4779,213.7187,976.6342,170.5737,305.8153,79.0139,42.0463,42.4055,506.5678,323.274,1748.9624,219.731,3746.6623,3397.6128,20.3908,165.4784,201.3975,212.2131,1997.4741,668.0353,110.4744,1658.4354,547.2828,66.5204,17.9706,1992.5278,39.835,58.1131,594.4045,40.3758,3006.3677,112.8849,527.2104,242.0843,110.1,3315.0296,646.1338,1346.7821,1485.9776,85.8,57.19,1686.0961,556.801,922.8258,78.3294,95.4444,6.7412,1440.9968,125.9258,163.948,343.6874,754.5132,1254.7937,92.3723,1173.5391,9477.9481,1133.928,1106.2717,203.6948,696.573,61905.1447,530.8162,113.837,3267.9341,2028.7458,602.6382,12101.3538,65.3992,145.39,967.0029,
PWY-6608,8112.5249,3377.9079,4083.2966,6421.0713,6864.7736,8022.5631,6981.5253,2571.9316,2513.4589,10139.6301,7963.9142,1418.5228,8418.5779,6313.8446,10186.7312,3279.2374,2447.5819,5959.1457,4915.9492,2041.3428,3924.9337,7182.2475,2369.0218,10004.1684,4422.9916,2649.1528,3593.7703,5445.2865,2228.6909,5710.6783,3010.0159,10405.8325,14161.9678,10109.8363,2171.0564,10096.4463,10291.0975,4944.6526,7515.5536,1919.8307,9314.1478,3947.4588,4338.1026,9383.4901,19725.1135,1241.748,9287.9961,1350.8573,7011.4367,10465.2267,10364.7118,6107.3266,10254.6168,9777.7667,14330.0229,15862.4322,5111.1574,4962.3741,10442.2899,11934.9651,8465.582,3987.8927,9385.2654,2453.6547,989.3419,7419.1326,5241.9833,1289.3271,2765.5341,8371.2877,6340.3731,11773.4764,2147.897,17047.0124,35265.5859,11380.8975,8364.1086,3521.404,1495.5384,403020.5298,5541.7418,2802.5462,7844.0785,4753.532,3474.5661,19274.5829,15405.8265,4522.9953,6747.1044,
PWY-6609,45066.4555,34212.5829,66128.2181,12028.0247,4425.8993,29865.2589,24412.0801,23170.3106,26434.4442,55093.2341,34038.8464,85738.171,24280.3175,29941.5955,32196.3119,18989.0104,25993.4937,3868.0298,50564.9819,21960.1294,32019.3519,40619.1,24939.7548,34937.7788,23464.7923,8533.1463,66174.7319,33627.0493,48153.1279,16358.2932,28442.1466,18358.1865,96880.573,6587.7639,27933.2103,48801.9632,30084.3641,38034.52,36181.0643,57444.703,51776.5322,40288.7779,23762.2103,32574.9533,18485.6837,17100.5155,21908.1364,13462.4655,27663.2109,14129.3825,45429.6545,37029.342,7440.0526,6639.0446,21423.3829,11929.2495,64861.4015,35184.7689,47457.6496,36561.3562,20500.2419,84693.9791,150486.5746,12526.8275,10345.2711,22796.5767,103898.9376,27288.7602,15622.421,19718.6606,62093.4138,121488.154,15108.9465,65851.6077,60992.5508,53727.6341,230808.2326,29545.4858,4986.7307,548509.5557,19408.5185,18047.6531,16657.74,66452.2099,21665.2345,106148.0761,87151.3935,26821.2099,34156.0551,
PWY-6612,11125.6994,10528.8453,10623.7549,6310.1802,6223.5361,11627.5751,5980.2115,4797.6722,4686.7809,11733.3833,13803.4641,6984.1855,6808.3699,7800.826,7550.7921,4515.666,4294.8494,5584.3673,11049.0128,5357.3548,8966.8758,10638.0161,10908.5493,9543.1954,6201.5794,3083.9101,7583.1676,9117.2197,4753.3404,4976.432,7321.2079,8570.0917,20456.7968,9382.9755,6919.9024,20029.8329,11397.3895,45664.6699,9349.2922,5579.6418,10344.4852,9550.4434,4941.6165,11833.7199,14026.3874,2656.6183,6625.1839,6420.9165,6990.0926,7574.1347,8784.2355,9743.1594,8300.0256,8599.4808,9352.3716,10648.2986,12084.3443,6799.7707,9044.7808,11942.5605,6873.9711,10610.4372,16897.606,7351.8255,2126.4874,8361.2757,19735.0415,5517.5269,6701.5016,9927.7168,13735.5739,26233.5494,3336.9691,23505.7913,33752.5413,20461.5958,16536.2498,5846.2667,2181.8006,343099.8954,8056.9924,6942.5398,7626.0082,15340.0508,4863.9686,52775.4605,25811.5964,12000.002,7822.4428,
PWY-6628,11748.0823,12516.5602,4442.5922,7053.7915,5062.0486,15605.5649,3692.9604,4673.0462,12373.9293,7225.0817,17279.6086,38402.6521,3847.1408,4792.6576,4276.423,4867.6872,3337.1323,4636.9453,12644.58,5594.8878,20985.3841,15811.1506,17668.6874,3349.7507,4173.4933,3745.6447,3363.085,19429.0494,7379.1069,7299.1742,12639.7226,9177.8356,26012.5895,7661.027,16071.4004,22675.3328,1994.5731,27297.362,15347.741,11428.9833,6070.0786,7494.1176,6344.5326,2808.9174,7216.5964,1262.9395,3569.5439,2586.0126,4622.016,6569.089,3704.2203,16575.3153,6891.8042,6690.6144,8383.9908,10528.9075,15813.7344,4068.333,2948.6997,4776.1792,7357.0504,33943.9157,25603.9899,2319.3505,3330.1037,3971.9279,57062.9261,1640.2291,12227.9179,4238.9103,38653.9816,12927.3842,2046.6032,12877.1311,12304.4807,26822.3207,9181.8179,7072.8772,1634.186,103084.5602,4622.4062,3982.8924,6099.4404,26151.0097,2372.0374,17825.176,23589.7585,12511.6237,4465.4637,
PWY-6629,1172.4525,26.9645,26.9639,4947.5001,4915.3861,35.9489,1582.3722,0,0,2452.4523,0,0,1802.533,1670.546,695.9223,331.8919,29.8923,4478.5465,47.9064,14.9817,17.9851,331.3461,35.9383,246.8357,11.991,8.9873,26.9491,249.2098,311.5182,2686.5898,17.9805,6313.0318,29.9719,7426.445,14.9865,95.7675,267.3281,1952.8146,0,129.4912,1298.0574,653.4821,0,11.9939,4702.8195,11.9814,0,870.9931,0,5619.1264,243.8141,41.9189,6405.3572,6564.6237,4489.1388,8905.0243,0,1665.0883,0,0,2374.4246,41.9057,866.6505,0,47.4184,0,1936.2152,0,0,432.9801,990.3547,1306.7971,0,1435.0397,11407.7353,1110.4345,1189.7027,101.2577,932.1108,99108.7633,427.3046,0,4670.7859,2683.9278,812.5821,11.9978,5.9991,17.9827,20.9694,
PWY-6630,11631.7019,11650.9522,4338.6269,6961.5583,5062.0486,15208.2525,3683.8755,4566.4349,12178.2489,7160.7515,16716.528,38294.9653,3835.7723,4744.1646,4269.9572,4819.9392,3261.4451,4636.9453,12293.9666,5462.6245,20279.7597,15445.6404,16803.4765,3344.2428,4157.2471,3633.1111,3276.6819,18949.5119,7096.5742,7211.6643,12022.5077,9093.3001,25959.8722,7660.8833,15573.6306,22250.5986,1993.8084,27263.6006,14991.7781,11396.5858,5947.9032,7334.6881,6198.7427,2804.3052,7048.68,1258.6313,3559.7619,2563.384,4588.45,6483.0946,3655.6831,16111.5149,6847.9154,6683.9007,8277.6157,10443.1421,15301.8292,4052.8999,2922.7222,4761.1376,7267.005,33876.5806,25351.7595,2302.2123,3248.2427,3945.3623,55275.1875,1620.3347,11909.9464,4173.2197,37569.0969,12763.6034,1987.2969,12846.5864,12284.29,26496.2532,9084.9839,7029.1738,1609.9982,102985.374,4556.1489,3954.0205,6078.1944,25301.8223,2352.2807,17735.065,23528.784,12014.323,4351.0901,
PWY-6690,112.6364,2.4545,2.4545,927.5455,4506.2727,3.2727,155.4545,0,0,245.4545,0,0,186.2727,175.0909,65.1818,31.0909,2.7273,4111.6364,4.3636,1.3636,1.6364,30.5455,3.2727,22.6364,1.0909,0.8182,2.4545,22.9091,29.1818,329.7273,1.6364,1019.1818,2.7273,6895.0909,1.3636,8.7273,24.5455,180.5455,0,12,126,61.6364,0,1.0909,644.7273,1.0909,0,89.7273,0,1252.3636,22.9091,3.8182,4919.7273,5867.7273,606.2727,5586.2727,0,175.0909,0,0,262.9091,3.8182,80.4545,0,4.3636,0,182.1818,0,0,40.3636,92.4545,121.9091,0,133.0909,1410,103.3636,112.0909,9.2727,122.7273,11331.5455,40.0909,0,712.6364,265.9091,82.6364,1.0909,0.5455,1.6364,1.9091,
PWY-6700,10093.7814,19283.7424,18210.4747,5199.4088,4249.7754,14699.5059,6537.8,9565.0288,15134.7057,15886.7298,18185.87,35870.4783,9462.2667,7883.2935,8996.2029,7533.2701,6142.7408,3834.0437,22909.5038,10953.3268,13184.9401,13553.4613,15003.3181,10855.3198,9672.2871,4350.4308,13402.2136,11953.8513,8412.277,9289.5267,12293.572,7183.6108,10599.5412,6470.9572,10519.4893,25747.7875,10682.625,12585.4698,13954.4486,14846.7334,14684.5752,16433.2128,7599.413,13457.1157,11349.428,8633.3144,6966.3048,6412.4399,9042.1829,5762.5757,7803.2436,20403.4226,6100.668,6015.9683,7444.7727,9383.0597,18198.9204,4662.7838,14291.154,11156.7467,6872.4917,19595.3886,20501.7694,7002.6951,2576.2737,5359.6955,63193.4274,8288.2911,6424.2808,10145.9878,23857.9694,36244.996,4727.2483,32157.0849,27718.9441,24623.9586,25267.8345,9298.9537,1890.9316,79001.6185,8552.4667,8934.9476,5807.2836,33680.2618,4413.1827,42395.2059,14009.5335,13430.6633,11484.8412,
PWY-6703,7252.3425,13663.6334,12706.3184,3948.9317,4188.3081,11161.403,4581.7671,5312.0059,5638.9012,11082.3703,13890.7933,3265.5386,4971.69,5302.6194,6690.3774,3913.8513,3905.6024,3813.23,12737.1643,6152.5469,9930.4027,9812.6025,11242.6912,7822.6418,5411.9347,3193.267,8611.7497,8810.3968,4928.6029,4225.5403,9262.1872,5430.0268,7588.8266,6349.1886,7079.7597,18026.9424,7908.9258,89991.1004,10102.0448,1657.8587,10177.8721,9057.0731,5152.6161,8339.3376,10139.1554,3000.0428,5637.0563,1876.951,6581.6585,4407.7417,4949.6509,10721.3728,5043.1427,5501.6125,5760.6518,6207.9329,10896.4235,3566.3292,10110.2745,8861.9399,5113.1897,4258.8952,13320.9204,5120.3688,1462.8975,4189.0944,27156.6411,5228.8744,4832.0353,8017.5617,16467.7895,26858.3664,3120.4062,24841.9264,17182.9045,19489.3501,16501.6,3652.7765,1378.7178,193093.1903,6611.9144,5366.7563,3061.5254,15829.8739,2827.8369,35852.2227,12340.2199,10700.5259,7494.1562,
PWY-6708,371.8035,25.4565,5.6187,1517.7493,4782.1657,134.9663,319.7202,107.882,9.9506,544.2898,1415.0754,60.8633,412.0502,402.4959,180.0487,121.3402,168.3548,4364.5657,34.7628,45.012,103.9836,203.0674,66.7427,63.4372,19.8812,31.3717,18.0346,180.608,94.2778,605.8098,424.4048,1635.2679,26.1642,7304.6055,370.2173,143.3238,145.3148,571.9131,192.1029,29.5776,317.0229,176.9758,19.8637,189.527,1120.8622,19.7317,969.764,181.3333,2.4989,1922.6642,54.4443,1193.0709,5492.0111,6249.4854,1138.5286,6352.1524,138.4073,395.2096,59.083,12.4816,753.9369,281.7201,285.8472,179.4185,44.3451,1106.4638,409.7115,0,342.8783,233.7284,207.3857,399.2447,48.7512,339.268,2537.8236,375.4633,312.8847,334.8164,292.658,24212.8261,755.9463,465.1636,1206.901,565.2885,226.6008,1417.9285,68.4941,118.1471,635.6431,
PWY-6728,259.4061,25.5643,12.4895,287.6408,0,39.3295,0,0,0,170.7273,0,0,174.7134,288.7782,124.3148,118.3353,13.5187,0,40.7146,16.4791,21.1086,183.2714,34.9791,77.092,10.8267,9.5978,21.8327,172.3562,112.5179,160.8,20.5883,166.735,14.825,0,17.0801,71.892,84.3169,233.6749,0,40.6811,304.4362,141.0909,0,5.9189,0,12.4493,0,62.893,0,141.9531,7.1706,48.1875,48.9745,0,214.0721,95.846,0,112.0737,0,0,146.6945,20.6595,332.1027,0,17.4852,0,166.3433,0,0,144.1311,379.3358,475.6764,0,451.3484,238.4114,420.3083,431.3677,63.1785,80.8034,1907.2498,163.0032,0,110.0288,123.9919,85.9034,14.9362,4.9737,20.814,10.4192,
PWY-6737,32602.4335,28831.0418,31132.931,12283.617,5719.3333,32522.6812,24420.5916,14747.7042,18212.4848,36043.6978,34368.9642,58958.3134,17314.1686,17382.4005,28249.821,13743.6563,14269.0371,5206.8348,31478.5619,15547.8801,37631.6067,34108.9252,33916.7463,34257.9459,18491.8143,8153.2505,24855.2717,35562.1602,21701.4863,12097.8864,26316.1021,17943.791,62309.2269,8536.1654,28572.3925,46321.3678,30316.1436,40618.3383,32434.9326,24000.6246,30442.3117,24239.144,18182.9843,26817.0921,19517.9691,8309.2278,21253.7521,4982.3163,24737.6254,12458.7693,14717.0446,27067.1125,7692.5816,7670.6418,18763.1804,11028.3189,40566.1365,18391.4224,30921.2821,34803.5928,18281.3043,67403.4233,79694.1231,10359.1735,7101.5568,19028.5982,89329.6562,16222.412,19198.3261,20684.336,68010.4899,71360.3564,9241.4704,76332.0583,43316.4282,57615.1871,63898.0517,18675.0268,3725.6785,534859.9863,17287.0623,13974.5371,12211.205,47304.2346,11764.3179,69792.8924,56123.9067,24612.3407,20657.4449,
PWY-6749,159.1348,114.8286,263.4042,75.5513,0.58,412.0633,630.708,74.8296,74.0459,417.9275,205.5027,20.1972,184.4937,85.7634,181.2876,117.5711,82.4406,52.8662,171.8654,101.3577,97.8519,311.9398,105.2801,657.7483,76.1317,90.8624,116.7562,209.9824,83.843,106.5298,101.4431,318.3283,9.7195,0.86,89.9207,354.1518,291.3371,37.6139,246.6613,15.0587,145.7852,146.457,70.9162,259.3894,1585.5963,81.4718,274.2934,21.4988,482.3429,346.9094,68.5669,257.1483,44.4662,1.1399,481.7132,66.7634,143.1142,369.3111,146.1258,494.7674,282.8393,226.63,895.9172,89.5998,100.8065,118.3598,134.9451,67.9108,266.0011,300.0158,438.4496,324.3657,49.2505,1028.0046,2380.7029,925.0455,256.9117,126.4101,122.7695,1805.2585,439.0035,236.1924,202.5527,149.9938,104.1073,643.1793,1816.6664,29.3219,316.2105,
PWY-6891,676.7885,163.9984,402.9613,1855.586,4349.6446,238.7968,1009.9083,82.227,164.5488,1039.9443,328.7479,700.6766,991.5552,556.0739,576.0394,320.6119,127.7842,3975.3206,156.2982,108.942,173.8536,430.145,179.7394,1421.8031,487.3884,99.9507,319.8136,376.1306,163.7935,782.9887,64.6005,2132.4473,2267.2687,6634.5712,197.1493,508.2031,912.5658,93260.1991,274.5965,33.324,553.1581,284.0707,138.9122,523.151,1520.884,109.8461,1001.2968,253.509,561.2555,2199.0641,83.3407,260.7816,5211.7915,5764.6007,1580.5357,6348.5468,793.3655,1289.4608,137.2086,2022.1431,871.2222,322.018,616.3006,38.2647,43.7416,710.397,550.5379,165.6989,118.7716,564.9617,787.3837,1081.7835,85.3693,1935.9527,3357.5591,705.1644,772.291,246.9794,287.1646,137093.1933,165.412,59.7002,1385.0858,708.1064,326.8103,9824.1126,8714.1454,234.1191,123.2593,
PWY-6892,11653.5147,15755.3596,13627.1269,5939.9278,4589.0679,14194.6602,8228.9306,6654.6453,6738.1321,13700.1377,17339.9726,4572.4956,6849.5922,7255.7772,9435.3179,5795.9292,5434.8481,4193.3256,15282.2099,7847.5116,12598.0085,13584.6875,12571.9565,14114.1438,8081.2748,4139.4823,9885.4803,12269.6675,6547.72,5188.1322,11755.5415,7947.2172,13365.749,6967.9036,8430.0824,22785.6039,13832.5192,103110.0068,13572.3972,2103.3082,13731.7465,11708.0701,7760.3495,12505.6503,7677.1698,3894.5473,10472.3613,2205.0789,9292.9588,5821.0884,5602.1949,12113.1308,5814.1955,6158.9717,7397.9072,7438.7195,14041.8335,5405.6002,14071.5793,13335.8791,8476.006,6312.1371,17417.9364,6320.8193,1695.5696,7352.3854,33456.1664,7133.9547,6696.6352,12475.167,20783.356,32910.7,4219.1824,35222.1212,19610.4672,22556.1961,19706.9488,5812.7476,1618.6586,206164.3869,8260.3503,6960.7971,4250.531,19332.9159,3881.9537,40703.4532,20146.9472,13982.3106,9331.6487,
PWY-6895,2546.9693,789.4179,1812.5893,3479.2491,4227.1047,1122.8834,2904.027,391.7266,748.828,3756.5434,1525.9025,2131.6337,2722.4356,1996.0908,2009.1393,1250.7391,580.9217,3870.7263,751.4366,516.9202,826.1679,1882.9893,860.379,4173.0981,1823.7376,460.1251,1419.5988,1655.7602,742.5512,2331.8426,316.0433,4342.6837,5106.2392,6417.645,913.5601,2343.3264,2768.2727,109228.2466,1260.756,156.5225,2336.4707,1289.9741,645.0205,2116.249,4979.0452,490.2796,3272.1735,885.4278,2285.9553,3971.9474,395.4394,1210.7646,5325.8747,5589.2192,3992.972,6791.4857,3209.9634,2633.4502,657.0938,6039.107,2731.1972,1320.0106,2671.4092,186.9219,199.6802,2365.1647,2612.422,746.9979,554.5295,2332.1706,3478.3502,4729.3504,392.7852,7290.4354,9552.8086,3208.3817,3324.6396,994.438,805.0516,187677.6327,763.7215,287.9625,2803.3126,3126.3484,1166.2358,22880.1737,12774.3901,1094.2096,587.054,
PWY-6897,14653.2516,16833.3439,15417.2418,6572.9903,4238.8545,15714.7537,11816.0833,7032.2812,6836.6866,16906.8132,17242.4005,8103.1044,8577.8154,7911.5113,17011.8839,6281.0004,5105.5074,3859.4173,16357.0061,8516.5034,14091.8776,13099.8369,16780.3483,18612.4023,10018.8726,4676.3305,10685.8647,12617.9678,6433.9839,5178.7261,12345.9489,10151.9703,20926.0091,6377.0965,10459.4232,24362.482,19156.2557,111007.253,13550.92,3749.9109,12447.0683,11722.262,7407.1974,14564.3041,11791.9501,3818.4771,13000.0362,4696.0454,10947.9506,6436.5388,7608.4924,13867.7286,5392.5956,5544.9211,9411.3034,6925.8592,14452.5754,7178.9644,12811.4064,17973.9478,9408.4423,9642.6158,20429.5009,6578.1553,2046.6721,10374.3511,42240.3215,6020.9717,6816.1681,12003.2913,24713.4224,31556.8202,3998.7308,43960.5511,32961.6439,29670.3953,20617.0387,8210.5756,2103.479,347024.337,9494.3894,7066.5378,7550.1876,21612.5922,4944.6488,38211.0182,25200.5735,13870.022,10467.8601,
PWY-6901,5526.7574,7378.1568,9198.8457,5030.2742,2891.4939,11666.5059,4875.393,3780.4576,2659.4472,7224.8403,7641.1141,12305.6848,5645.4311,3956.6507,2768.6835,2588.8369,3406.631,1053.973,7958.0901,4283.8446,7439.9959,7057.8096,13904.2265,5118.8427,3248.748,2126.8167,6520.6748,5330.8025,2865.7191,4087.2483,5267.7029,8137.6491,11150.721,4100.2401,8810.7653,16660.9218,5985.9857,9329.6006,8202.3315,7051.4191,7250.8576,7438.6476,3177.645,7860.9628,18662.5857,1784.8436,3338.1467,1592.0901,6770.8831,8827.3692,7781.4008,6286.2472,7775.3328,7147.5783,13383.6411,10003.0146,9874.5617,3276.0361,6582.7595,7814.8357,6608.5053,4205.5835,10620.9771,3852.7,1983.6811,6619.8589,16183.7477,5485.7118,5594.4321,6835.5437,11921.1849,19426.7673,3881.0376,8331.2324,39908.4826,16979.8208,10351.2178,4846.4287,2457.6338,420483.4215,9393.8684,7493.4975,4884.9066,13605.4816,3266.3249,49614.5799,10004.415,5245.2788,4819.0798,
PWY-6969,10250.9421,13275.8412,12262.578,5855.4316,5987.3,17419.798,7463.1743,5796.9512,7079.2578,13193.9441,18243.6983,8150.6854,6283.9306,6580.2599,6987.6971,5288.4731,5015.4326,5474.2637,13753.8247,6922.2993,13951.9083,13784.4849,16471.8473,10068.5891,6600.8791,4285.3631,8575.946,12800.0216,5932.0936,5634.7641,9951.5975,8355.757,8861.4731,9066.6089,10968.9679,26384.8493,6748.3958,130125.9077,13814.7256,3400.5864,12399.5313,9845.1572,6781.046,10131.4426,15565.7285,3679.6805,8435.9691,2975.389,10056.3935,7084.4839,7112.8656,12962.7954,7160.3754,7838.1834,9260.7253,8950.0306,13853.6406,4813.2064,12408.9691,14574.0268,7583.5367,6473.7934,17207.5788,7299.7417,2194.2484,6988.1,25377.1092,6511.7227,7885.905,11731.9326,21555.0152,29389.5057,4243.891,25274.5248,24807.5873,28587.6612,18106.6996,5402.1489,2025.1787,310175.3206,10175.9001,8675.0567,4803.1512,16990.8622,4443.005,50267.1028,19739.866,12638.5926,9935.3699,
PWY-7003,10312.4273,5917.5096,6534.8235,5866.0648,648.615,9256.5709,8197.6673,3589.6786,4326.0018,11291.2162,8668.17,970.9511,5835.2845,5048.2732,8087.3166,3584.7378,4331.7474,0,8453.8323,4182.0545,6369.2169,8519.9249,4905.1197,11944.0188,5638.5125,1967.8066,5747.4758,6519.2239,2820.6433,4176.5232,5390.1309,7807.0889,3899.114,1042.1661,4421.1802,13301.087,8255.8456,6819.2343,9035.0014,367.7284,7103.4808,4564.0443,4109.342,8918.9804,4657.7037,2263.4874,6938.4701,1479.232,8561.2146,6881.9643,331.4247,6408.7607,3275.0283,3818.8049,7073.1541,4618.4192,9657.7392,7299.7511,8799.0817,12263.4602,6061.1405,5372.2374,20665.7699,1737.6254,1492.2142,6751.5842,10941.9458,2913.7452,2771.7235,2792.1415,13853.719,28064.179,1688.248,9847.4638,18684.8569,18463.1019,19029.7443,3731.6695,1725.4478,48359.6208,5723.1489,3248.0077,6389.8781,8580.8148,2782.4006,11441.0621,14229.2598,5461.7741,4610.8652,
PWY-7013,17106.4013,755.6338,47029.4009,768.9273,0,1054.2415,4193.4208,11015.0945,8443.3094,24035.4934,3606.3774,11805.2012,5537.3192,7137.7239,6601.196,5148.4962,702.0755,0,13289.3062,8080.1806,10719.8062,8025.9214,533.9124,3756.038,5935.3148,540.2931,20031.506,9419.6801,1818.4005,3024.0269,16856.7278,2324.5462,4146.5023,23.9889,1940.5623,6834.5645,3615.9716,12192.114,9243.5157,54341.0181,15283.8038,13034.4182,1333.5318,5456.3324,272.2181,5290.1097,1415.6306,13007.3972,3679.251,3082.7343,2915.2017,7447.4127,1043.8656,0,6049.0281,306.4177,32980.5843,20652.9643,15498.1735,4138.0034,2750.8583,24122.0341,3039.6916,2870.357,1001.8332,12024.0441,2418.6693,909.7095,1558.1786,2235.6824,1171.9126,126642.713,1100.9808,6063.2272,31670.9171,2083.0477,59104.0551,5237.8268,1392.0124,13367.627,3670.2995,2095.9349,8401.6245,1908.5474,4622.0939,40859.2504,13299.2249,20365.0527,2304.4828,
PWY-7090,356.6868,129.9337,173.5219,72.2479,0,331.8205,215.2536,77.1349,58.5824,424.177,159.5622,13.7306,181.5504,145.7887,189.8288,115.2414,94.347,0,117.7249,128.0702,161.3444,426.5644,106.1578,273.9497,141.4217,197.4944,109.5028,316.6425,85.3094,110.6049,151.6009,223.9343,152.0203,0,96.2829,514.5566,352.3172,280.6695,376.441,0,257.6798,107.8998,172.6775,264.1449,20.207,59.7846,216.6318,21.1678,211.8339,100.0909,0,122.5805,4.5076,0,210.1548,6.6404,193.9906,252.0814,246.644,361.7329,170.8089,83.7703,654.3014,33.1462,38.9542,158.3177,267.5792,57.4493,177.8738,200.6751,267.3802,599.1499,24.2642,663.663,196.9832,936.6418,348.8949,147.6066,37.4402,3331.2274,186.4231,134.8149,49.6128,169.9705,91.8872,1162.5438,461.5393,23.5086,181.208,
