#OTU ID,Lyz2.04B.FP244.S41,Itg.10.DTT456.S50,Lyz2.03B.DTT232.S72,Itg.20.DTT504.S99,Vil1.01B.FP08,Vil1.14B.FP167,Itg.18.DTT492.S87,Vil1.014B.DTT164,Lyz2.01B.FP208.S56,Itg.22.DTT516.S11,Itg.24.FP528.S31,Vil1.08B.FP95,Vil1.03B.FP32,Itg.26.FP540.S44,Vil1.06B.FP68,Vil1.09B.DTT104,Vil1.03B.DTT32,Vil1.02B.DTT20,Lyz2.04B.DTT244.S85,Vil1.04B.DTT44,Itg.24.DTT528.S23,Itg.08.DTT444.S37,Lyz2.08B.FP292.S90,Vil1.10B.FP119,Vil1.04B.FP44,Itg.16.DTT480.S75,Itg.20.FP504.S7,Itg.12.DTT468.S62,Lyz2.07B.DTT280.S122,Vil1.09B.FP107,Lyz2.01B.DTT208.S48,Itg.02.DTT408.S100,Lyz2.05B.FP256.S53,Lyz2.02B.FP220.S68,Vil1.013B.DTT152,Vil1.01B.DTT08,Lyz2.05B.DTT256.S97,Itg.02.FP408.S8,Lyz2.08B.DTT292.S134,Itg.22.FP516.S19,Vil1.08B.DTT92,Itg.04.FP420.S20,Itg.10.FP456.S58,Itg.18.FP492.S95,Itg.12.FP468.S70,Lyz2.06B.FP268.S65,Vil1.13B.FP155,Itg.08.FP444.S45,Vil1.010B.DTT116,Lyz2.03B.FP232.S80,Itg.04.DTT420.S12,Lyz2.02B.DTT220.S60,Itg.06.FP432.S33,Vil1.07B.DTT80,Lyz2.07B.FP280.S78,Vil1.05B.DTT56,Itg.16.FP480.S83,Vil1.07B.FP80,Vil1.05B.FP56,Lyz2.06B.DTT268.S109,Vil1.06B.DTT68,Vil1.02B.FP20,Itg.06.DTT432.S25,Itg.26.DTT540.S36,LYZdtt364,SLCdtt050,SLCdtt110,LYZFP304,SLCdtt002,LYZFP328,LYZdtt328,SLCdtt074,LYZdtt304,SLCFP128,SLCFP092,SLCFP002,SLCdtt092,LYZFP316,SLCdtt020,SLCdtt128,SLCFP050,LYZFP352,LYZdtt340,LYZFP340,SLCFP074,SLCFP068,LYZdtt352,LYZdtt316,SLCFP110,SLCdtt068,SLCFP020,SLCdtt164,SLCFP164,SLCdtt146,SLCFP146,taxonomy
759abfc82a4b189214d7e148d4aef180,238,26,348,31,721,69,67,97,557,35,178,123,609,345,804,23,90,89,28,112,27,65,128,116,542,102,499,86,40,275,35,70,202,869,0,45,107,134,37,346,12,71,78,347,205,99,12,102,75,1110,41,82,400,10,216,7,315,1050,493,19,9,1066,80,45,17,103,14,494,34,710,291,134,161,588,93,53,8,1056,31,63,455,298,31,333,250,199,196,206,25,50,257,83,74,11,74,
04af8257d41718f9636b8bbc789b0fcf,34,29,47,208,262,13,50,279,65,237,30,149,271,39,0,142,162,102,36,171,66,117,14,257,212,567,254,62,14,56,50,33,0,53,0,62,0,12,12,495,5,14,8,36,33,36,0,47,122,30,20,68,43,3,16,0,353,24,37,43,0,383,69,63,219,334,104,210,165,87,157,44,143,276,41,40,25,670,53,742,187,220,153,155,12,0,196,486,36,0,42,895,128,23,53,
0247032b5537cfe290e9fe3067f9257e,49,149,112,171,421,102,125,236,355,97,556,193,758,738,250,42,202,49,19,90,166,809,144,208,217,285,1041,525,23,265,45,168,102,313,0,40,82,292,61,896,0,156,618,726,867,304,0,751,84,248,92,54,198,12,25,9,859,465,263,82,14,382,112,151,63,22,70,578,87,35,23,170,336,461,37,212,11,1452,62,88,100,668,149,880,306,237,701,542,45,94,318,45,182,156,1084,
298c6e520261d927af2fb9e7c1e4cebc,103,48,136,60,605,38,114,174,257,42,175,364,344,252,369,39,72,129,21,134,39,132,246,46,459,140,471,84,74,163,25,36,253,387,379,56,181,67,81,303,32,128,202,517,197,280,295,136,1,337,68,61,717,11,242,13,405,828,284,69,13,1009,280,50,113,22,30,909,115,1142,766,585,593,186,73,118,17,2030,22,35,65,228,58,277,835,115,232,846,33,30,197,285,663,28,224,
653c972b92d846f3b6b199c4f5257025,65,227,336,244,92,0,557,0,38,40,14,134,57,98,227,27,94,23,255,5,59,441,24,114,17,500,267,406,43,1,395,471,13,95,0,21,99,90,31,24,4,40,106,99,111,125,0,81,174,69,46,709,226,1,27,3,100,60,79,204,4,66,626,210,911,286,207,23,157,273,1669,13,193,4,50,59,225,116,49,27,42,450,629,44,2,0,985,167,59,8,23,36,0,160,0,
e78a270ccd8d01d326e840cd85e1c1e2,63,27,52,39,470,22,46,57,236,28,230,146,567,283,294,32,121,34,14,126,34,135,89,379,437,140,504,97,22,272,16,33,105,160,0,31,87,96,40,313,10,70,122,319,234,79,9,232,50,190,28,12,247,8,122,0,499,632,359,12,0,337,66,29,10,21,12,267,25,711,376,100,115,105,60,50,0,573,10,19,82,387,61,686,284,112,252,130,24,30,171,24,195,38,261,
b3703a2157a018a94473b0861589dde0,322,220,723,52,1185,174,210,330,1119,51,811,404,587,962,1275,113,185,227,175,205,273,1310,566,277,477,745,201,529,165,242,129,238,0,1263,0,116,22,424,316,399,48,305,710,819,928,425,19,1150,343,1063,168,233,1695,50,329,47,2163,1684,1167,143,36,1314,817,229,67,183,123,427,457,1292,1025,406,331,760,50,620,10,1328,115,156,811,718,125,474,536,327,665,662,117,162,801,174,495,278,1643,
fc7e77e237e910e3f38dbb8e3c69c5bd,8,22,35,74,137,0,41,33,33,15,41,7,356,105,15,171,206,17,12,129,56,23,5,66,290,70,146,29,178,93,26,3,22,59,0,27,98,4,14,61,0,19,38,26,27,25,0,10,39,17,38,56,21,2,210,0,28,107,99,19,0,72,66,97,11,718,24,65,29,56,103,86,57,111,18,22,12,21,13,202,350,0,32,14,27,69,0,0,14,99,10,9,3,115,248,
a589fa026973c67d0f1c7b741d85b90c,43,358,117,887,7,1,17,55,291,76,4,1,177,4,881,164,464,30,189,468,20,491,4,2,274,566,673,304,182,6,342,47,0,2,0,15,0,12,15,78,0,306,98,1,137,0,0,46,2,16,619,229,135,1,28,0,60,58,0,0,1,40,1162,35,0,692,502,0,0,0,0,0,0,610,299,0,317,0,0,747,344,0,0,0,0,76,0,0,228,120,0,1,0,169,307,
ad23727bc3e6dc84a4c52399fe4f0d39,2942,1042,5509,1191,6746,349,2368,1234,5373,669,1771,993,5802,3737,3597,346,715,926,786,1389,755,7926,1094,398,6907,5642,5788,3525,602,1379,623,1302,583,7375,0,466,490,2059,599,3173,125,1368,3048,9974,4607,993,16,6904,662,7922,1494,1321,8783,45,1877,43,11432,5162,4032,211,16,8529,4252,934,275,3990,861,2194,754,976,553,2093,1015,5305,1854,1313,141,5909,870,2044,5314,966,407,3564,3842,3179,1393,2270,885,1436,3870,6039,11443,942,3051,
a87086e2ee322da102d8a52c4de21683,149,0,147,0,85,0,0,0,413,0,26,314,0,0,0,9,0,0,145,0,22,0,68,1,0,96,0,0,0,34,379,0,40,126,0,13,143,0,62,0,31,0,0,0,0,0,0,0,0,142,0,131,0,0,0,0,156,41,29,0,0,0,0,42,2,0,0,129,68,0,0,385,116,59,41,20,144,72,0,274,0,0,56,11,19,2,0,60,0,10,0,2,0,13,76,
f80a7e9c950f857ec31ac4d0cc9c6a03,16,14,19,13,130,8,20,18,74,12,86,92,123,103,96,13,22,18,7,30,15,62,22,26,102,31,118,39,8,60,4,5,22,88,0,10,22,31,12,105,0,36,71,118,86,25,0,86,35,58,15,15,108,4,38,0,149,153,64,7,0,128,28,15,5,23,7,103,20,149,71,34,26,87,19,27,4,194,5,13,61,115,9,106,76,20,71,58,14,8,81,34,91,4,83,
73e42306e185be6f0c6060d4ed924469,116,77,123,33,652,2,93,106,159,50,521,20,323,721,506,18,70,59,33,155,115,304,176,36,449,41,302,163,9,83,4,112,162,218,0,44,82,252,74,549,0,191,454,644,351,160,0,399,34,210,76,33,770,6,8,0,157,883,81,27,2,376,237,84,176,14,0,711,20,1108,700,149,299,68,13,37,0,1301,8,9,78,387,56,288,221,49,348,448,21,13,39,149,291,14,83,
3bffd5a2b1cf48b46d1e51628c3551fc,12,38,16,28,53,0,25,11,25,12,17,111,60,25,31,11,30,22,12,42,27,65,17,161,69,16,100,30,7,39,3,32,39,41,0,4,20,37,14,80,0,11,33,60,48,20,0,30,35,9,4,18,72,0,22,0,28,53,65,7,0,77,40,5,116,28,15,62,0,0,0,27,18,40,19,9,8,96,33,21,38,74,61,97,18,7,52,67,6,0,45,54,64,2,19,
9b5ce504ace88223f14f8b0848d1b054,0,1238,27,480,164,31669,1591,1171,142,608,2561,900,219,2885,0,45,14,332,27,1172,531,2057,31,7768,3117,883,2969,1871,11,6004,46,1775,0,128,1361,15,29,3939,20,7257,0,461,6319,10617,3878,683,38375,3083,183,259,144,51,306,0,0,0,2002,27,0,97,0,2370,142,613,122,313,720,456,997,68,107,260,185,1240,11339,2665,2123,417,89,292,838,48,50,51,196,1051,252,107,232,307,415,311,2674,1378,8640,
6d5171bbc6ef97262119e6d152d82164,29,42,16,37,51,0,30,0,112,42,38,0,15,31,0,0,0,0,15,122,29,75,0,0,35,146,72,0,0,0,29,0,0,17,0,27,0,9,0,69,0,0,33,21,15,0,0,66,0,29,0,19,12,0,0,0,65,0,19,15,0,30,22,36,42,2,3,54,3,26,50,3,30,5,3,5,2,50,0,3,3,70,27,30,2,3,42,52,3,2,2,352,486,0,869,
235c319ab46f87d377a28a34ba10bfa1,114,56,195,29,377,52,109,259,110,45,120,182,707,120,322,128,313,88,73,314,46,287,62,62,467,183,116,147,73,458,11,120,130,153,240,66,128,81,44,241,7,58,125,251,176,44,660,146,181,290,49,30,221,4,128,11,327,424,276,22,19,396,218,43,90,85,132,197,427,161,252,0,205,288,52,231,36,506,58,154,178,70,94,127,0,77,240,432,81,41,130,218,779,28,226,
89c209abd89a5232343a4c87c93cb4ea,10,6,0,6,0,172,0,0,7,0,83,2331,6,40,17,6,0,0,0,0,22,24,0,89,8,15,37,19,0,58,0,4,6,0,0,0,6,4,3,17,0,7,15,0,25,8,15,54,20,13,0,0,51,0,0,0,14,0,25,0,0,5,16,16,11,0,4,72,16,35,30,8,55,3,0,11,0,86,3,0,0,13,0,6,0,6,108,98,0,0,6,6,3,0,16,
f745d265f36ea7eac26d97280e690796,0,164,7,9,56,7,12,0,0,0,11,3303,23,15,0,81,20,0,0,13,15,10,0,153,29,33,0,205,0,577,0,0,0,10,0,8,0,0,0,9,0,0,288,22,267,0,0,0,25,0,0,9,0,0,0,0,10,0,0,0,0,9,0,0,7,0,0,4,274,6,10,63,1,3,0,15,0,8,15,3,0,38,6,3,47,0,8,6,0,0,47,337,0,0,7,
20fe5c9f456999fe121cb1c16bf41e77,20,7,36,5,9,0,3,13,39,12,64,2,23,63,26,14,7,4,15,64,30,70,1,5,42,13,31,13,5,2,1,21,6,22,0,1,3,27,1,44,1,24,19,9,18,23,0,44,35,26,22,8,22,0,17,1,50,16,26,19,0,15,28,16,9,27,37,134,18,0,1,2,43,27,196,2,11,208,0,30,70,35,11,56,2,17,72,93,0,5,9,149,209,0,0,
48082d1ff66a9207ede6bf05e9846d6e,220,133,346,202,1022,83,143,291,822,89,692,300,933,987,707,166,294,192,120,525,164,1021,262,212,1048,444,1225,438,170,887,107,241,271,1171,0,124,293,345,169,683,38,251,467,800,609,274,24,1046,122,642,179,190,1150,38,346,22,1134,1063,428,94,15,1054,526,186,62,149,136,653,185,1102,807,302,358,707,155,393,31,2026,76,163,515,673,210,1091,582,174,969,1163,121,64,416,325,1139,245,1192,
695a1bb7c03f0f0b00d69b55fe30c4c3,137,287,314,101,71,0,164,85,885,112,163,60,73,275,75,32,43,29,152,89,206,267,210,25,141,50,153,259,105,37,467,148,38,841,0,17,107,87,173,285,25,69,282,166,377,357,0,121,0,176,62,577,93,0,121,15,62,57,292,342,0,88,175,269,2347,404,154,706,91,229,1346,392,638,14,6,40,40,646,22,21,194,187,686,213,108,32,490,946,61,65,51,977,396,24,98,
44166d043ae4422d941e1e4c779151f8,188,38,197,43,378,38,64,31,356,25,154,182,423,526,516,16,42,39,17,50,28,194,107,105,448,202,327,206,14,155,33,48,58,893,0,18,40,50,23,114,23,65,167,320,409,142,0,390,54,713,69,72,388,0,94,0,774,1116,482,14,0,732,74,69,19,85,54,203,120,156,65,173,81,526,144,105,10,319,52,66,217,180,25,203,309,260,136,139,31,74,289,175,83,116,310,
2a9df0f05ef552235191fe0edbbc742e,18,4,22,25,31,0,24,59,28,40,15,21,29,15,0,10,13,19,7,31,18,95,0,23,18,77,25,30,7,1,25,11,0,15,0,11,1,3,23,67,0,29,3,7,3,22,0,13,30,3,12,34,20,1,3,1,45,13,7,77,0,53,15,54,0,70,63,71,83,0,0,0,0,80,70,20,50,142,45,101,42,0,0,0,0,0,0,125,22,0,18,248,28,1,4,
b3111baca54677926264de26b4a9bf7a,270,0,587,3,281,3,2,322,1687,14,27,3,38,53,150,6,14,24,83,0,8,12,146,18,15,6,15,11,6,8,2098,12,82,715,0,94,194,29,20,12,6,6,3,3,13,230,0,6,0,111,18,627,8,0,22,0,7,29,9,158,0,215,13,127,822,0,140,52,1598,264,3155,33,690,0,0,217,0,110,52,4,0,13,3375,122,3,22,25,327,81,344,14,5,0,373,561,
21f3474eb0a2647e96181ab06ed9b764,15,5,19,1,69,0,10,8,57,3,44,33,65,100,85,0,7,7,6,11,4,28,19,18,73,34,37,25,0,32,0,19,17,120,0,4,5,29,7,29,0,18,25,71,63,12,0,43,9,59,7,12,118,0,12,0,184,193,69,0,0,88,23,6,8,4,5,57,8,107,52,30,44,70,14,9,0,110,4,3,9,76,6,84,42,25,68,33,4,4,39,19,40,3,16,
9bc2935704d00be01387e4b91d0ec358,5,8,4,7,9,0,4,3,31,5,12,0,28,22,37,2,9,0,0,5,5,6,11,10,12,12,19,13,5,3,2,11,4,18,0,0,5,6,0,12,0,3,8,9,19,11,0,5,5,3,5,15,5,0,6,0,15,6,35,9,0,10,6,7,20,11,9,36,13,13,25,8,11,7,10,0,0,24,12,5,6,7,40,19,7,0,10,0,0,0,7,3,5,3,14,
87c1f25ee57f851893eda4c10a460604,2091,119,2196,84,452,0,278,299,26,616,319,0,1612,55,468,0,886,162,1520,31,210,515,57,1,217,1103,128,83,28,0,0,747,354,12,0,95,1413,486,80,527,0,256,63,103,91,637,0,211,32,926,1233,0,251,0,0,0,506,59,173,515,41,1252,852,54,666,0,1829,1589,311,0,0,1643,5520,56,484,45,4614,268,586,620,0,816,0,0,140,33,1187,968,415,385,38,7138,20,181,146,
c003202be6a53b07fbb26ecd2161fe2c,3712,1341,2433,299,75,815,292,80,159,138,2712,322,376,3367,0,20,138,659,960,17,549,2201,24,3690,126,359,1419,1703,115,140,73,100,15,258,0,0,86,41,241,1161,0,60,4490,797,2659,457,55,2498,239,8672,27,55,149,0,31,0,127,27,32,130,0,2869,126,905,151,43,1272,232,1340,128,202,745,496,36,81,1881,80,421,194,137,28,49,101,98,644,477,237,300,354,114,938,54,749,769,6322,
ae7aa9c977dea18de5954b3f29c80278,11,87,13,615,135,1,138,73,247,82,135,1,582,313,424,2,687,11,12,1245,84,180,0,3,1673,50,965,119,0,1,128,52,0,64,0,86,0,81,0,393,0,5,115,73,245,0,1,135,92,6,3,23,3,2,0,6,44,54,1351,0,1,58,5,220,2043,0,209,1696,32,0,0,2228,816,0,0,40,0,1951,0,0,0,441,0,30,258,137,522,867,300,161,0,0,0,100,527,
b89a1572461237b1a6ff63b2aeb24e60,0,10,0,12,14,0,24,0,0,11,128,0,64,149,0,0,28,49,0,70,56,300,23,0,102,26,57,77,17,0,0,60,0,0,0,1,0,38,8,40,0,44,10,14,153,0,0,145,0,0,31,0,45,0,21,0,48,0,0,0,0,213,92,89,0,224,51,0,70,0,0,44,0,0,0,29,0,0,48,0,99,0,0,0,10,21,0,0,22,35,67,15,41,1,5,
397aa1ad0378774f826b9825c958427e,2306,633,1298,500,14,13264,575,490,64,263,2087,902,1131,1670,0,32,317,217,681,261,436,1316,16,17255,641,234,2753,731,51,1945,35,746,408,120,0,0,501,1650,68,2522,0,113,2990,2758,1411,414,250,1848,415,3745,51,27,365,0,11,14,276,0,363,80,0,1569,118,405,33,109,192,2903,199,71,86,68,1112,260,5334,333,832,17770,76,75,281,26,16,17,91,519,90,15835,84,130,313,1714,3589,66,341,
e9caa943f6467ffd09889cd0df61cb45,0,1,3,1,1,0,4,0,3,0,1,0,0,2,0,0,0,0,1,14,5,1,1,0,17,25,1,4,2,0,3,0,0,4,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,16,1,0,9,0,40,1,28,0,0,3,2,1,5,0,0,34,0,0,0,0,0,0,0,0,0,13,0,0,0,17,0,0,0,0,11,10,0,0,0,0,0,0,64,
8740da173c36129ee4420445a26a155e,0,29,0,4,7,0,11,0,21,0,5,0,0,36,12,0,0,5,2,3,9,13,5,0,0,1,15,19,0,0,33,3,0,0,0,6,0,6,0,0,2,0,40,1,15,16,0,5,0,3,2,0,7,0,0,2,2,1,17,9,0,20,27,50,0,0,0,22,0,70,338,75,0,0,0,0,0,61,0,0,0,0,136,50,16,0,1,24,0,0,0,0,0,0,0,
564a2d40353ba6af46b47a2d367a3d56,140,424,221,725,342,8,1565,422,289,703,795,97,253,1242,330,14,244,35,272,675,765,1868,1040,25,613,461,535,960,399,30,226,349,183,163,0,122,1346,393,720,2016,317,243,571,1506,1933,1051,0,860,439,220,250,160,277,43,230,185,507,176,946,1487,20,127,550,1003,4743,15,1022,3387,1971,43,81,5172,4101,384,161,437,357,4803,27,2608,20,1253,4016,1515,922,49,2051,5964,320,277,0,11120,50,627,847,
55b5e18dcec6eaff69b53b2c4cbb0a16,199,35,90,42,385,8,37,90,281,37,225,46,525,348,284,57,237,49,50,136,34,254,59,23,237,211,471,101,9,186,31,55,159,490,88,31,82,103,27,456,5,109,190,239,179,85,271,390,97,417,40,41,387,9,31,0,743,389,83,15,0,248,120,35,27,34,40,300,36,2170,566,82,48,296,139,96,12,395,25,26,189,76,46,452,233,186,86,86,82,38,191,80,710,63,265,
e8ed0e081283c5963ce9860944f651c6,36,274,53,72,182,0,138,146,107,58,136,0,224,201,129,51,91,49,61,26,134,84,54,17,87,68,73,319,21,48,180,120,122,90,0,39,409,73,35,148,70,40,151,89,244,518,0,44,68,45,28,76,20,0,24,69,27,36,699,485,0,81,24,131,2276,720,161,66,32,267,711,1884,32,116,57,32,65,23,59,226,163,85,787,185,131,28,167,29,108,56,18,228,32,14,24,
65553cd263bb61cf36d1a75d750952f3,42,19,21,22,251,20,29,38,189,13,183,122,186,224,154,10,60,9,6,125,17,126,99,75,371,135,246,69,19,222,11,22,98,226,0,18,42,74,29,237,5,56,115,221,206,40,0,278,98,153,12,19,120,0,122,0,683,290,196,6,0,125,28,17,8,11,20,250,12,521,136,26,8,92,59,14,4,762,7,6,83,353,34,726,80,54,249,61,30,18,78,49,490,19,57,
49d5e983bbc870059084d932fb344b75,21,4,10,5,46,0,0,9,32,0,61,16,52,73,42,0,11,5,4,18,5,26,15,37,34,20,76,8,0,20,0,5,15,60,0,5,4,11,0,42,0,15,13,37,17,23,0,48,4,62,4,0,37,0,36,0,44,85,47,5,0,44,7,7,0,4,2,44,2,151,27,9,0,47,33,8,2,51,0,5,30,85,5,58,19,29,32,8,12,4,20,5,45,5,18,
799fcd30c710ffaccf04ca2879108efa,1,0,5,0,1,1,0,7,1,0,0,1,4,1,114,1,135,1,1,4,0,0,1,1,3,0,0,0,3,1,1,0,1,37,0,22,1,0,1,0,1,1,0,0,0,319,0,0,1,1,1,184,1,0,2,0,0,1,1,147,0,1,1,1,101,0,0,1,0,1212,1575,0,1,0,1,0,1,1,0,0,0,93,286,1,0,0,18,1,0,0,0,0,0,0,0,
2580cbc77481600b1be7553a25c35a83,849,78,1012,48,238,0,146,153,0,320,163,0,778,15,263,0,524,90,783,26,134,280,26,0,93,571,70,31,18,0,0,330,201,17,0,58,955,248,44,311,0,137,34,67,24,343,0,78,21,421,573,0,119,0,0,0,275,43,91,379,16,603,446,17,333,0,904,814,185,0,8,770,2620,37,243,38,1940,142,343,340,0,403,0,0,70,19,601,510,216,213,26,3731,9,109,53,
332d720adc8e107df05b716fd88b601c,42,35,74,16,238,10,82,67,172,15,66,53,376,78,127,47,159,88,16,343,26,187,32,22,534,129,85,89,25,154,22,69,59,189,166,37,49,49,20,94,4,33,67,220,101,15,82,91,154,110,24,26,115,0,63,13,185,125,261,12,0,392,127,22,20,30,77,44,38,107,139,41,68,189,222,87,62,132,94,105,75,34,87,214,20,64,78,126,43,45,250,55,194,64,301,
