#OTU ID,Itg.10.DTT455.S49,Vil1.01B.FP07,Lyz2.04B.FP243.S92,Vil1.04B.DTT43,Vil1.07B.DTT79,Vil1.06B.FP67,Lyz2.01B.DTT207.S47,Itg.22.FP515.S18,Lyz2.05B.FP255.S52,Lyz2.04B.DTT243.S84,Vil1.04B.FP43,Vil1.09B.FP106,Itg.02.DTT407.S99,Lyz2.08B.DTT291.S133,Itg.24.DTT527.S22,Itg.26.DTT539.S35,Lyz2.08B.FP291.S89,Vil1.06B.DTT67,Vil1.02B.FP19,Itg.26.FP539.S43,Itg.18.FP491.S94,Itg.12.DTT467.S61,Vil1.07B.FP79,Lyz2.02B.DTT219.S59,Itg.24.FP527.S30,Lyz2.07B.FP279.S77,Lyz2.03B.FP231.S79,Itg.18.DTT491.S86,Itg.06.DTT431.S24,Lyz2.05B.DTT255.S96,Itg.08.FP443.S44,Lyz2.07B.DTT279.S121,Vil1.08B.FP94,Vil1.05B.DTT55,Itg.16.FP479.S81,Vil1.05B.FP55,Lyz2.06B.DTT267.S108,Itg.16.DTT479.S73,Itg.12.FP467.S69,Vil1.14B.FP166,Itg.20.DTT503.S98,Itg.22.DTT515.S10,Itg.06.FP431.S32,Lyz2.06B.FP267.S64,Vil1.013B.DTT151,Itg.02.FP407.S7,Itg.04.FP419.S19,Vil1.02B.DTT19,Lyz2.01B.FP207.S55,Itg.08.DTT443.S36,Vil1.13B.FP154,Vil1.03B.FP31,Vil1.010B.DTT115,Vil1.08B.DTT91,Vil1.014B.DTT163,Vil1.09B.DTT103,Itg.10.FP455.S57,Lyz2.03B.DTT231.S71,Itg.20.FP503.S6,Lyz2.02B.FP219.S67,Itg.04.DTT419.S11,Vil1.10B.FP118,LYZdtt351,SLCFP067,SLCdtt019,SLCFP091,LYZFP327,SLCFP073,SLCFP019a,SLCFP049,LYZFP339,LYZFP315,SLCFP127,LYZdtt363,LYZdtt315,LYZFP351,LYZFP303,SLCdtt109,SLCdtt001,LYZdtt303,SLCFP001,SLCFP109,LYZdtt339,LYZdtt327,SLCdtt067,SLCdtt163,SLCdtt145,SLCFP163,SLCFP145,taxonomy
759abfc82a4b189214d7e148d4aef180,101,1523,1332,69,0,1453,103,364,665,680,714,192,111,73,76,89,222,0,1702,257,780,206,1294,187,121,213,1207,397,129,194,169,82,80,0,262,1751,73,188,434,107,306,271,207,161,12,202,111,109,360,37,15,693,22,8,170,16,308,90,647,408,73,158,263,139,41,104,1584,211,246,688,521,1647,269,204,136,784,573,63,14,1223,87,128,34,936,99,4296,288,53,217,
04af8257d41718f9636b8bbc789b0fcf,57,264,42,67,0,0,65,127,0,33,100,38,22,21,277,36,14,0,562,34,22,79,11,83,31,9,29,50,25,7,20,42,82,0,203,131,97,137,78,11,190,223,9,28,12,21,22,71,42,44,0,124,8,0,100,32,45,8,228,32,29,138,265,0,17,27,114,18,53,366,153,278,70,279,13,440,186,27,4,33,55,31,27,144,19,357,115,123,29,
0247032b5537cfe290e9fe3067f9257e,439,714,190,58,0,310,139,748,326,174,292,245,319,195,285,321,144,0,493,769,714,1188,480,152,456,20,277,530,121,171,1169,102,188,0,388,733,195,465,1216,218,883,1196,107,483,25,368,222,56,272,110,0,983,30,0,228,64,1300,88,1131,210,345,353,937,233,65,41,65,362,340,156,2071,1658,242,672,99,1637,723,152,46,2170,530,296,116,97,119,738,370,160,891,
298c6e520261d927af2fb9e7c1e4cebc,184,1190,464,80,0,545,71,286,871,226,658,145,106,247,94,93,321,0,1308,198,579,190,880,136,101,243,316,372,318,317,195,144,41,0,249,850,244,242,267,108,286,238,398,588,843,77,222,125,206,136,240,393,0,24,323,46,469,40,492,244,146,31,424,110,35,92,3361,714,176,126,487,2527,110,864,265,568,1256,94,45,2408,257,122,10,2562,57,609,62,426,311,
653c972b92d846f3b6b199c4f5257025,332,59,58,10,0,162,163,1,5,370,4,3,166,40,66,59,5,0,12,20,84,303,23,491,3,21,66,279,62,24,81,63,192,0,42,94,325,38,221,0,139,5,166,106,1,41,101,2,70,44,0,25,0,0,30,1,114,221,126,0,55,38,562,1,7,76,114,1,40,121,51,131,0,821,67,871,26,17,12,402,54,25,29,69,15,288,0,0,83,
e78a270ccd8d01d326e840cd85e1c1e2,101,927,267,76,0,494,49,275,294,131,619,350,47,81,53,89,133,0,449,226,353,209,766,51,125,103,220,177,91,108,372,56,138,0,270,1074,33,209,373,68,286,251,154,128,9,101,96,44,182,35,0,709,13,0,73,28,295,62,432,108,82,108,425,124,15,108,1856,357,130,154,1282,640,57,175,77,1069,404,30,9,421,95,111,33,917,55,73,65,151,198,
b3703a2157a018a94473b0861589dde0,692,1527,1166,151,0,1566,500,328,16,855,741,232,305,1399,209,476,712,0,1495,916,782,1006,1417,629,597,363,1146,568,886,28,1643,344,339,0,1058,2600,342,1125,1209,142,516,545,791,740,39,385,381,238,737,292,43,594,91,19,333,114,1482,293,241,975,417,317,1115,296,144,88,3314,570,675,1279,1068,1508,362,868,270,1583,547,269,153,948,1139,416,69,3069,261,427,1044,529,1836,
fc7e77e237e910e3f38dbb8e3c69c5bd,18,80,10,148,0,19,30,11,23,91,337,47,0,61,39,6,14,0,22,28,20,40,40,92,56,100,17,25,9,18,11,79,51,0,7,90,40,17,23,0,80,17,56,41,0,4,99,0,45,7,0,181,0,0,22,10,28,4,82,90,52,58,11,46,10,17,61,17,8,692,9,25,40,6,0,0,105,12,6,185,15,14,4,37,54,4,93,10,22,
a589fa026973c67d0f1c7b741d85b90c,775,4,11,496,0,542,274,1,0,66,513,10,59,35,126,2,3,0,23,2,2,155,12,101,11,18,17,114,104,2,21,23,1,0,10,0,0,7,142,1,307,38,509,0,1,6,2276,7,111,42,1,85,0,0,6,2,50,38,378,59,1010,2,0,72,0,192,0,0,0,580,0,0,200,0,187,0,0,293,1,734,37,248,0,0,152,2,158,5,28,
ad23727bc3e6dc84a4c52399fe4f0d39,4287,10218,12116,829,0,5274,2719,3727,2661,8516,9155,659,1963,1987,1763,2202,2001,0,11554,3647,10759,9606,4144,3985,1767,2902,8011,10884,5694,1405,9195,1408,209,0,4867,10360,769,6158,7783,484,9190,8817,5007,2289,97,1992,1936,1076,4383,1038,0,7005,173,40,2134,409,8494,771,8206,4201,3020,309,1806,1519,1485,2397,2915,2624,4288,12165,7969,6128,2915,5976,669,1495,3926,1611,290,3401,2519,2612,201,1712,1590,9210,492,11974,4170,
a87086e2ee322da102d8a52c4de21683,0,36,123,0,0,8,196,0,54,151,0,11,0,0,0,0,21,0,0,1,0,0,26,70,0,0,103,0,0,30,0,6,291,0,42,19,0,1,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,70,0,130,0,0,0,2,0,76,1,28,0,0,9,63,24,0,14,0,21,16,3,154,5,0,2,1,1,0,261,0,17,
f80a7e9c950f857ec31ac4d0cc9c6a03,38,220,77,23,0,126,20,91,92,35,172,103,15,46,23,46,25,0,153,84,132,77,132,28,48,29,64,79,40,35,132,22,47,0,60,231,21,61,133,22,64,121,72,51,0,28,46,16,61,12,0,146,11,0,19,12,168,12,117,54,42,20,65,26,15,35,397,73,51,79,246,230,59,76,6,212,128,28,5,206,75,39,7,214,31,460,16,58,75,
73e42306e185be6f0c6060d4ed924469,217,763,357,59,0,617,45,417,377,186,528,44,159,184,130,241,213,0,379,558,554,385,853,66,300,7,237,286,293,233,452,46,3,0,59,327,43,118,513,13,251,618,447,208,2,332,251,52,122,65,0,346,4,0,190,15,830,20,275,132,178,27,490,48,30,16,3416,268,31,132,604,1567,29,1520,294,826,1164,16,0,949,29,45,50,1699,59,832,0,355,60,
3bffd5a2b1cf48b46d1e51628c3551fc,32,73,13,14,0,29,0,26,70,10,55,46,19,57,23,17,11,0,68,12,57,37,58,12,20,13,30,40,30,22,31,19,135,0,7,86,19,19,28,8,52,28,33,34,0,19,28,7,14,6,0,64,0,0,25,0,41,2,72,38,17,99,89,7,5,17,25,11,33,30,171,95,21,90,33,146,122,0,4,76,10,18,16,18,0,100,71,76,2,
9b5ce504ace88223f14f8b0848d1b054,3663,217,188,426,0,27,93,4913,23,150,3166,4799,1476,71,1632,1212,42,0,3610,2451,6630,3282,46,49,982,36,137,3544,233,88,4474,213,1111,0,1632,264,184,2496,3855,54843,3306,5991,159,867,2100,2392,282,536,102,622,155242,293,88,0,1230,45,10153,77,2502,88,600,3357,135,1005,213,7256,180,262,282,566,72,579,1025,74,87,116,178,2503,433,1758,3752,1379,99,99,1383,1500,4796,2019,4702,
6d5171bbc6ef97262119e6d152d82164,226,155,120,19,0,17,101,52,0,619,57,0,0,80,149,31,0,0,60,25,26,50,0,0,8,0,22,85,0,35,126,114,0,0,51,45,16,197,13,0,168,115,10,0,0,0,7,11,81,112,0,13,0,0,33,0,106,224,102,0,49,0,110,4,4,3,56,2,2,2,154,66,6,39,134,70,88,20,2,130,5,6,69,45,21,4,1241,514,345,
235c319ab46f87d377a28a34ba10bfa1,168,623,368,114,0,311,38,109,342,346,585,23,73,142,74,69,101,0,412,96,221,260,551,34,61,134,273,156,210,209,165,74,100,0,236,579,44,208,182,0,126,182,108,74,480,73,72,51,57,68,596,780,19,0,237,47,199,93,105,86,78,28,205,68,82,49,367,7,99,202,217,824,149,130,43,129,363,197,88,452,322,232,83,458,40,441,83,912,273,
89c209abd89a5232343a4c87c93cb4ea,56,0,25,3,0,19,12,11,8,25,0,145,7,166,19,16,6,0,6,31,0,85,6,4,27,4,9,14,28,8,105,5,995,0,18,39,6,37,32,26,55,24,20,8,0,3,6,0,4,22,57,0,0,0,52,7,84,26,48,0,16,136,200,5,0,3,82,0,3,0,15,135,6,21,36,33,266,6,13,60,18,0,18,90,0,1,13,9,19,
f745d265f36ea7eac26d97280e690796,570,151,0,36,0,0,206,0,0,447,79,1267,0,50,78,15,0,0,0,12,30,503,10,79,11,0,0,97,19,41,19,1,4203,0,13,14,0,1039,463,0,828,31,8,0,0,0,8,0,0,12,14,65,0,0,30,138,1365,225,13,15,1,255,31,0,59,6,18,83,68,0,6,11,3,8,970,9,15,4,184,20,45,3,71,176,9,16389,21,1,1,
20fe5c9f456999fe121cb1c16bf41e77,34,10,33,43,0,32,29,31,7,44,87,1,28,7,9,91,0,0,17,76,8,27,3,26,25,34,22,10,31,12,41,17,2,0,15,51,23,16,16,1,33,77,16,42,1,45,23,5,46,1,0,26,1,0,3,3,15,12,29,32,33,2,22,4,6,248,0,2,4,73,58,131,21,68,176,86,23,18,3,21,3,29,8,4,15,187,0,244,0,
48082d1ff66a9207ede6bf05e9846d6e,542,1474,902,267,0,767,364,461,710,544,1289,613,241,247,242,428,310,0,1165,998,796,847,1049,553,418,315,747,541,595,497,1220,287,125,0,521,1262,217,538,789,137,1137,769,565,463,36,332,348,236,610,218,22,1148,35,13,272,195,1035,211,1306,755,355,281,1018,159,108,290,2647,724,302,811,2312,2558,453,838,417,1767,809,279,53,1844,652,472,96,1903,165,743,194,1280,1527,
695a1bb7c03f0f0b00d69b55fe30c4c3,247,54,166,53,0,73,361,54,79,384,162,35,182,131,230,106,73,0,95,73,99,231,75,488,151,108,156,121,52,36,90,218,191,0,12,310,377,165,281,0,71,69,99,412,15,41,169,16,408,50,0,36,0,0,44,9,298,65,89,687,118,131,488,44,8,0,161,87,39,269,174,448,9,837,222,329,329,46,19,638,45,87,39,101,67,1261,329,235,33,
44166d043ae4422d941e1e4c779151f8,120,815,933,38,0,839,181,231,250,514,423,311,54,202,49,112,296,0,1102,265,513,700,1109,260,121,113,764,493,91,98,566,43,54,0,644,1453,96,260,1271,139,254,218,168,266,1,77,127,53,351,54,0,614,8,8,105,19,911,1,649,218,119,77,283,102,91,136,258,208,255,479,321,481,215,281,29,406,274,60,44,526,152,167,12,190,102,145,30,63,600,
2a9df0f05ef552235191fe0edbbc742e,37,32,14,8,0,1,66,17,0,96,8,1,22,0,68,35,3,0,91,21,9,58,0,99,35,2,7,38,15,0,7,22,19,0,29,86,134,33,56,1,20,24,12,20,0,24,31,15,35,1,0,13,2,1,8,1,12,1,26,27,19,11,0,0,22,32,0,0,37,74,0,118,35,0,0,0,107,0,9,27,39,38,0,0,9,0,87,112,8,
b3111baca54677926264de26b4a9bf7a,9,86,210,3,0,110,905,3,67,485,11,15,24,54,31,12,43,0,174,11,2,12,23,746,22,12,57,8,5,56,8,77,9,0,2,22,173,0,39,8,2,2,13,229,6,5,12,7,613,20,0,15,0,0,190,0,2,380,11,415,27,227,13,25,7,0,26,1,24,0,126,148,0,1191,119,15,50,50,25,250,101,29,106,69,58,0,308,0,150,
21f3474eb0a2647e96181ab06ed9b764,9,142,65,6,0,123,30,49,58,50,86,23,15,11,13,16,33,0,144,53,105,66,201,31,32,12,71,51,20,20,70,11,5,0,112,229,12,44,106,0,30,44,42,37,5,18,15,9,52,52,0,63,0,0,74,0,81,0,69,45,23,5,104,11,3,25,256,47,35,27,162,198,27,98,0,187,80,12,3,242,27,40,0,172,11,568,3,36,44,
9bc2935704d00be01387e4b91d0ec358,5,7,2,4,0,20,5,0,4,7,28,3,3,2,7,4,4,0,12,4,3,5,13,4,4,7,0,3,3,3,5,8,0,0,4,22,7,3,11,0,3,3,6,10,0,3,12,0,10,0,0,9,0,0,2,0,5,6,4,22,4,6,0,0,0,0,0,0,12,17,0,19,0,19,0,20,9,0,0,8,0,0,0,0,5,0,16,13,3,
87c1f25ee57f851893eda4c10a460604,285,132,1157,19,0,147,132,89,224,1717,43,0,350,224,807,21,18,0,493,7,47,44,8,16,208,12,628,90,142,197,52,318,0,0,204,170,657,99,54,0,70,105,99,382,14,82,303,52,11,216,0,130,0,0,158,0,55,290,44,0,207,0,832,23,87,36,6,47,106,0,6,271,26,849,680,663,1007,271,29,225,129,167,5,6,122,3447,433,12,5,
c003202be6a53b07fbb26ecd2161fe2c,4631,114,12202,0,0,29,113,878,33,5668,125,111,601,2495,811,1746,80,0,5047,2950,683,3551,0,75,1079,17,6685,895,362,110,3892,411,115,0,148,146,332,4998,2789,1077,2204,1013,160,766,83,29,66,906,109,986,440,442,134,0,468,29,9260,2550,1437,106,593,2189,226,483,461,46,317,609,634,37,141,538,28,156,261,105,341,5150,600,721,2630,1682,506,192,458,532,5750,426,4042,
ae7aa9c977dea18de5954b3f29c80278,76,81,9,465,0,310,98,42,0,11,1123,1,78,0,152,141,0,0,26,43,56,63,23,27,123,0,3,90,0,1,86,2,1,0,4,1229,0,17,188,1,143,45,3,0,1,31,15,4,185,26,0,204,0,0,29,0,120,20,418,83,3,6,357,73,0,0,0,114,0,0,0,1339,0,1607,272,565,588,84,9,1286,51,279,11,0,92,56,336,0,175,
b89a1572461237b1a6ff63b2aeb24e60,103,13,0,72,0,0,0,11,0,0,113,0,40,45,25,61,6,0,130,26,9,53,0,0,70,8,0,29,15,0,109,8,0,0,7,1,0,39,110,0,9,5,75,0,0,27,165,11,0,13,0,34,0,0,0,0,3,0,24,0,77,0,0,15,9,0,0,13,53,187,0,0,0,0,0,0,0,26,6,0,21,28,0,0,32,68,50,182,1,
397aa1ad0378774f826b9825c958427e,2759,33,8816,92,0,16,60,2070,1474,3935,497,2013,855,1134,959,855,27,0,2254,1459,1940,1185,0,24,972,11,3343,1564,257,471,3273,195,369,0,280,922,269,2097,1428,11344,2652,2320,146,592,28,953,66,445,32,465,352,1280,174,0,1003,43,5927,3708,2748,29,344,4162,60,462,126,2329,289,69,227,167,27,27553,160,27,2363,37,10051,801,134,1527,555,287,69,227,710,6810,504,4202,301,
e9caa943f6467ffd09889cd0df61cb45,1,3,1,2,0,1,3,0,0,8,12,0,0,5,0,1,1,0,1,1,1,2,0,4,1,4,1,2,1,0,1,0,0,0,3,23,0,6,1,0,1,5,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,2,3,19,1,0,11,0,0,0,0,0,0,0,0,40,0,8,57,17,18,0,0,29,0,0,0,0,0,41,17,0,0,
8740da173c36129ee4420445a26a155e,23,4,3,6,0,4,13,0,0,0,15,1,10,3,0,13,2,0,4,21,2,11,1,0,5,0,0,11,4,0,3,3,0,0,0,10,28,4,10,0,4,0,20,17,2,3,7,0,8,0,0,0,0,0,0,0,18,0,5,0,19,4,0,0,0,0,54,18,0,0,50,44,0,7,0,0,18,0,0,113,0,0,3,13,6,90,0,0,0,
564a2d40353ba6af46b47a2d367a3d56,601,358,137,330,0,272,107,236,214,334,758,0,492,347,1034,308,420,0,83,246,597,552,122,145,513,115,121,527,120,230,639,583,213,0,226,568,2107,641,982,12,362,334,165,1036,6,157,570,6,135,154,0,105,0,18,200,0,509,162,421,77,341,28,1596,47,0,44,50,665,13,0,1112,3197,149,2507,2388,1446,2119,194,138,4265,531,267,265,79,98,1125,853,57,211,
55b5e18dcec6eaff69b53b2c4cbb0a16,126,691,842,55,0,505,99,453,325,263,507,177,52,28,74,131,117,0,469,477,293,198,666,134,135,53,622,81,220,136,614,47,28,0,509,290,48,249,332,32,303,467,181,144,154,120,134,62,477,105,370,1234,19,0,51,78,603,51,623,271,154,62,101,221,29,209,7907,320,277,247,804,581,207,185,90,192,492,88,23,373,455,286,23,1278,45,681,50,1007,679,
e8ed0e081283c5963ce9860944f651c6,115,87,36,12,0,88,30,18,140,32,103,14,45,104,70,45,39,0,77,26,43,134,36,23,76,21,45,96,0,52,18,187,70,0,9,675,420,23,175,0,13,12,17,582,0,31,62,15,51,45,0,70,0,0,55,13,116,48,26,36,43,56,68,14,14,22,36,57,20,15,118,9,23,604,171,160,27,14,11,765,22,84,18,31,56,9,52,13,17,
65553cd263bb61cf36d1a75d750952f3,45,474,234,68,0,254,31,256,241,33,616,99,21,85,27,66,196,0,256,274,267,122,571,61,124,137,224,71,63,55,446,57,22,0,452,694,12,183,331,14,97,113,89,77,0,97,51,17,187,32,0,428,20,8,20,15,352,42,290,162,22,20,249,65,20,88,1866,97,118,113,1094,869,91,123,89,986,408,16,8,401,141,151,35,262,0,88,38,795,135,
49d5e983bbc870059084d932fb344b75,7,107,145,9,0,110,7,75,46,0,120,0,7,29,1,24,35,0,78,84,49,29,156,15,31,42,90,14,14,17,71,17,11,0,56,145,9,32,81,0,66,46,39,53,0,21,25,5,46,0,0,122,0,0,7,0,80,5,123,33,13,32,39,32,2,52,449,33,35,48,106,87,39,12,3,205,50,6,2,72,44,48,6,74,6,64,46,67,85,
799fcd30c710ffaccf04ca2879108efa,0,1,1,7,0,3,1,0,1,1,3,1,0,1,0,1,1,0,1,1,0,0,1,1455,0,2,1,0,1,1,0,2,1,0,0,1,452,0,0,1,0,0,1,335,0,0,1,1,1,1,1,1,0,0,2,0,0,1,0,942,1,1,14,0,0,1,1,0,0,0,1,1,0,3613,1,76,1,1,0,1,0,0,7,19,0,0,0,0,0,
2580cbc77481600b1be7553a25c35a83,145,66,482,6,0,79,45,36,138,798,19,0,158,168,477,8,0,0,225,0,29,15,0,7,89,0,270,32,56,126,22,197,8,0,87,67,396,68,22,0,70,57,41,215,0,43,124,31,0,73,0,78,0,0,72,0,25,142,19,0,98,0,456,13,36,12,6,21,50,0,0,110,12,331,308,334,505,131,40,172,58,94,0,0,100,1134,207,7,2,
332d720adc8e107df05b716fd88b601c,71,413,129,112,0,106,51,34,136,113,594,11,57,44,38,37,37,0,413,49,167,118,129,61,42,46,78,143,99,94,59,59,17,0,145,431,17,142,100,0,87,129,44,34,331,49,42,50,97,38,154,435,22,0,61,38,116,49,77,116,68,25,66,90,63,188,260,33,154,99,385,178,74,55,5,82,103,105,29,419,80,139,21,242,47,326,209,229,339,
b3ef12a80d40902556c2fd4de5924438,0,13,13,0,0,13,4,4,9,9,10,23,0,0,0,3,7,0,11,0,5,0,32,7,5,3,23,0,0,0,0,4,12,0,13,21,0,7,7,14,0,6,0,10,0,0,0,0,6,0,0,12,0,0,14,0,0,4,4,12,0,21,8,4,0,3,12,3,3,3,5,14,0,18,0,30,13,0,0,67,0,0,0,8,4,1,8,1,3,
a0f4041ccc6a3b1f6512919ebe00613d,82,683,1252,139,0,556,59,467,172,213,891,135,44,258,52,119,106,0,950,530,468,148,808,84,157,385,774,134,232,71,394,157,14,0,421,677,53,215,252,0,328,347,228,255,3,186,147,100,184,135,0,1006,28,8,65,68,562,29,445,233,127,33,147,57,23,0,6076,782,45,186,846,5743,104,356,292,397,2740,15,14,1602,310,61,11,1077,24,49,37,933,435,
048a59d179f89089b6e3a2d50f389e94,16,87,106,14,0,81,10,63,28,19,67,13,3,0,5,17,26,0,101,59,53,20,118,10,37,31,86,18,14,8,70,7,6,0,59,124,4,13,39,0,21,46,33,43,0,8,10,5,66,10,3,73,3,0,6,3,80,0,57,26,6,7,31,18,8,37,214,38,19,73,86,105,35,33,44,89,94,6,3,166,23,28,0,26,12,231,0,89,137,
a2afdab2db82e62d5de07d2f29111f10,24,298,83,59,0,139,16,84,43,19,342,23,19,9,9,29,72,0,165,127,119,46,138,19,54,95,73,47,37,10,165,31,0,0,213,164,8,122,112,0,49,40,59,48,5,50,41,8,88,1,0,215,16,5,1,18,134,0,94,76,18,31,37,48,0,161,561,119,53,75,289,200,52,26,0,238,120,32,0,164,131,114,19,60,16,60,24,75,483,
