"KO"	"BioGeo.TL1a_FP_127"	"BioGeo.TL1a_FP_131"	"BioGeo.TL1a_FP_193.Rep1_S85"	"BioGeo.TL1a_FP_197.REP1_S10"	"BioGeo.TL1a_FP_229.REP1_S12"	"BioGeo.TL1a_FP_233.REP1_S13"	"BioGeo.TL1A_FP_625.REP1_S16"	"BioGeo.TL1A_FP_629"	"BioGeo.TL1A_FP_673.REP1_S20"	"BioGeo.TL1A_FP_677.REP1_S21"	"BioGeo.TL1a_FP_85"	"BioGeo.TL1a_FP_101.REP1_S6"	"BioGeo.TL1a_FP_139"	"BioGeo.TL1a_FP_143"	"BioGeo.TL1a_FP_205"	"BioGeo.TL1a_FP_209.REP1_S11"	"BioGeo.TL1a_FP_241"	"BioGeo.TL1a_FP_61"	"BioGeo.TL1A_FP_637"	"BioGeo.TL1A_FP_641"	"BioGeo.TL1a_FP_65"	"BioGeo.TL1A_FP_685.REP1_S22"	"BioGeo.TL1A_FP_689.Rep1_S104"	"BioGeo.TL1a_FP_73.REP1_S3"	"BioGeo.TL1a_FP_77.REP1_S4"	"BioGeo.Lyz2.01B.FP207.S55"	"BioGeo.Lyz2.01B.FP211.S59"	"BioGeo.Lyz2.02B.FP219.S67"	"BioGeo.Lyz2.02B.FP223.S71"	"BioGeo.Lyz2.03B.FP231.S79"	"BioGeo.Lyz2.03B.FP235.S83"	"BioGeo.Lyz2.04B.FP243.S92"	"BioGeo.Lyz2.04B.FP247.S44"	"BioGeo.Lyz2.05B.FP255.S52"	"BioGeo.Lyz2.05B.FP259.S56"	"BioGeo.Lyz2.06B.FP267.S64"	"BioGeo.Lyz2.06B.FP271.S69"	"BioGeo.Lyz2.07B.FP279.S77"	"BioGeo.Lyz2.07B.FP283.S81"	"BioGeo.Lyz2.08B.FP291.S89"	"BioGeo.Lyz2.08B.FP295.S93"	"BioGeo.LYZFP303"	"BioGeo.LYZFP307"	"BioGeo.LYZFP315"	"BioGeo.LYZFP319"	"BioGeo.LYZFP327.Rep1_S105"	"BioGeo.LYZFP339"	"BioGeo.LYZFP351.Rep1_S106"	"BioGeo.LYZFP355"	"BioGeo.Mouse10A_FP109"	"BioGeo.Mouse10A_FP113"	"BioGeo.Mouse1A_FP01"	"BioGeo.Mouse1A_FP05"	"BioGeo.Mouse2A_FP07"	"BioGeo.Mouse2A_FP11.REP1_S55"	"BioGeo.Mouse3A_FP13"	"BioGeo.Mouse3A_FP17"	"BioGeo.Mouse4A_FP23.Rep1_S92"	"BioGeo.Mouse5A_FP25"	"BioGeo.Mouse5A_FP29.REP1_S53"	"BioGeo.Mouse6A_FP31"	"BioGeo.Mouse6A_FP35.Rep1_S93"	"BioGeo.Mouse7A_FP37"	"BioGeo.Mouse7A_FP41.REP1_S54"	"BioGeo.Mouse8A_FP85"	"BioGeo.Mouse8A_FP89"	"BioGeo.Mouse9A_FP101"	"BioGeo.Mouse9A_FP97"	"BioGeo.SLCFP001"	"BioGeo.SLCFP005.REP1_S24"	"BioGeo.SLCFP019a"	"BioGeo.SLCFP023.REP1_S26"	"BioGeo.SLCFP071.REP1_S27"	"BioGeo.SLCFP077"	"BioGeo.SLCFP091.REP1_S29"	"BioGeo.SLCFP095"	"BioGeo.SLCFP109"	"BioGeo.SLCFP113"	"BioGeo.SLCFP127"	"BioGeo.SLCFP131.REP1_S33"	"BioGeo.Vil1.01B.FP07.Rep1_S107"	"BioGeo.Vil1.01B.FP11"	"BioGeo.Vil1.02B.FP19"	"BioGeo.Vil1.02B.FP23"	"BioGeo.Vil1.03B.FP31"	"BioGeo.Vil1.03B.FP35.REP1_S38"	"BioGeo.Vil1.04B.FP43.Rep1_S88"	"BioGeo.Vil1.04B.FP47"	"BioGeo.Vil1.05B.FP55"	"BioGeo.Vil1.05B.FP59.REP1_S37"	"BioGeo.Vil1.06B.FP67"	"BioGeo.Vil1.06B.FP71"	"BioGeo.Vil1.07B.FP79"	"BioGeo.Vil1.07B.FP83"	"BioGeo.Vil1.08B.FP92.REP1_S41"	"BioGeo.Vil1.08B.FP94.REP1_S42"	"BioGeo.Vil1.09B.FP104"	"BioGeo.Vil1.09B.FP106"	"BioGeo.Vil1.10B.FP116.REP1_S44"	"BioGeo.Vil1.10B.FP118.REP1_S45"	"BioGeo.Vil1.13B.FP152"	"BioGeo.Vil1.13B.FP154.REP1_S47"	"BioGeo.Vil1.14B.FP164"	"BioGeo.Vil1.14B.FP166"
"K12265"	"K12265"	0	0	0	0	0	0	0	0	0	0	0	18.3573294439	0	0	0	0	17.1959715411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60.9412135377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60.0777660624	0	0
"K12266"	"K12266"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.2602491411	7.1899271253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.1353847923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77.2833839341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.1180094466	78.4349109805	0	0
"K12267"	"K12267"	25.8244682205	0	113.0553423509	0	55.8308525732	45.5982406408	1557.4850153037	1777.5426808235	341.5065369378	108.429099181	135.2729499813	12.003024817	275.3182952435	0	765.2186457241	4762.7188258448	1067.7427967511	1788.5077983814	3145.7441047202	854.3481604002	3178.0089369548	2985.5707896651	308.0172207669	6612.8070343986	279.5416401384	87.4790523205	122.1765571803	37.6336981663	294.3108064698	104.7669004287	47.9076362178	31.2125500808	0	1034.6508756017	1555.1219321595	96.7592536013	355.252845261	372.9932808289	1796.75349548	109.6461897611	153.4355236658	38.4294348258	120.6816489503	186.5453391522	59.4141662598	607.8023006853	619.2680254977	116.7340946782	751.7074637181	149.2217156448	382.732095194	0	75.4372240182	461.9835142198	2700.6259489805	208.921728832	15.3947252078	398.9225942422	1484.2573622505	4216.5695549055	176.3972395734	13.3874906594	779.0368342293	142.0329054551	73.6252517747	683.6142413537	133.408551563	89.0547730448	421.9003268337	1208.00961741	1266.5074834644	6414.5371074609	331.7354398681	47.5575560567	221.6930918399	286.280924173	0	0	13.2376859005	550.0933865738	996.8620850035	474.9609312288	139.2958390428	502.2922493148	497.4159863943	1011.0921792959	4312.2759504476	3712.5603399189	1142.6999758773	643.6969703801	567.4570436491	42.0594865375	599.8112262757	1235.9310445876	82.5564682691	101.404143598	290.8157134813	5005.5818955026	919.0635766125	3613.2549728701	931.8349199472	8312.4158169302	431.7330840878	1381.2026346787
"K12268"	"K12268"	0	0	296.4395030387	89.4091128199	326.7546931408	2346.8437056876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8823529412	314.1696213521	425.9838225165	307.0927191116	35.2069032118	0	0	39.5377139085	212.1252256644	0	0	0	0	0	0	0	0	0	0	0	0	8.8048469939	116.3864224177	0	20.5053057822	175.8492469533	443.4955292416	242.8217230463	214.9908961819	1300.8839584076	63.3104331136	1380.5163616258	46.1701217258	40.996313237	84.2203922522	44.2904274822	0	0	0	0	57.4046422491	1956.4990481147	18.1763957382	401.5235045185	23.7612472924	259.1990879737	0	0	0	0	0	0	0	0	126.9310282883	229.2764591534	0	761.619022514	38.7846327679	0	0	0	0	0	0	0	0	0	0	0	14.4830055262	70.1558323401	0	0	0	51.0785537239
"K12269"	"K12269"	37.6904623124	394.8799932193	90.5325003632	47.4501045707	21.0792513319	503.5261815034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.3288527554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K12270"	"K12270"	0	0	317.8336032095	120.6854806077	337.3778088454	2360.8039502178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	399.072149604	411.2569345018	267.3273220731	40.7422227857	0	0	31.4912783175	193.3985199077	0	0	0	0	0	0	0	0	0	0	0	0	8.4368821613	120.2374770286	0	30.5835128363	149.0176141502	479.3040682522	246.5325097196	267.1119205405	1271.4719026812	49.1768055545	1456.0348430552	40.4151299767	36.0846052862	150.7127590333	32.0138236068	0	0	0	0	69.0526080287	1955.8316140283	22.2609753744	464.0040718244	35.7206094686	256.8899789496	0	0	0	0	0	0	0	5.6179775281	108.7624584015	254.5085025464	0	800.5478433768	37.2394195946	0	0	0	0	0	0	0	0	0	0	0	0	51.9443844244	0	0	0	40.1015889806
"K12275"	"K12275"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.1046821174	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K12288"	"K12288"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.491733843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.3045298788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.5360952253	0	0
"K12289"	"K12289"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.2518210269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K12290"	"K12290"	0	0	0	0	0	0	0	0	0	32.9497095642	0	0	0	0	6.8493150685	53.9289777056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.0176767677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58.9149744419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.3374972781	0	0
"K12291"	"K12291"	0	0	0	0	0	0	0	0	0	0	0	22.4639401826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198.3723712456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69.6004197685	0	0
"K12296"	"K12296"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95.6617814333	0	0	0	0	0	0	0	0	0	0	0	0	0	33.0251948087	0	0	0	0
"K12297"	"K12297"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6784386189	13.6594648574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.3514173926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.4747235688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.6695979544	0	0
"K12299"	"K12299"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1281148779	5.0552881183	20.975553373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.9367776523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63.0739143678	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5278497139	3.1728017792	42.8581525385	0	0
"K12308"	"K12308"	8.8733488733	0	726.2376475179	341.168383568	878.5948771984	4499.7896821751	52.1177369935	544.4194607376	20.0206665874	23.0632123705	62.3361704365	18.3656003726	1958.432500795	14.9323389	55.5176385127	1439.6197488465	9779.1738965279	1857.7206896349	2155.2638639097	574.1616107857	892.0001986473	3883.361682009	96.5996937611	19299.8468070751	564.8908620869	38.0814884903	0	45.7188057617	0	297.1458731655	372.0737988056	201.3552379493	40.8450573505	9.7229411259	45.8291677107	115.5586883631	195.3355855735	11.7537852991	30.6491759049	9.7413809712	13.1253779288	248.4423257044	354.403952622	34.7752737619	7.7129662853	0	7.5963103635	8.0747000048	0	27.7900488617	249.6109173435	0	36.7156622026	438.1807127659	1588.3110025793	526.552259044	454.1896398015	2751.4059992688	314.4541916825	5439.8794537	98.672464738	58.3401651364	342.3819188324	156.6759124826	9.7788022297	212.325989669	23.3167495854	18.7208552986	231.5590477336	4453.1100176206	140.9717313407	1242.0373824603	56.8602710392	203.5105362979	24.1406094091	0	0	0	0	74.6653723116	20.2930504126	13.4693243063	152.7023150056	223.1876170193	13.8924649006	679.7984957004	73.0860422551	61.2037879	140.3959954034	19.1523579301	68.9244342233	0	78.9074171886	102.496650581	48.5460351129	0	11.3109571767	376.9258277252	0	121.6099753	0	41.5260227069	133.9103340954	194.074413105
"K12339"	"K12339"	0	0	0	0	0	0	0	0	0	0	20.7681503917	0	0	0	0	15.1166080519	16.5332069683	0	27.749311325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.214562508	0	0	0	0	47.2015272543	0	0	0	0	0	0	0	0	0	10.4712131582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.9595438705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.8528361525	55.593514057	0	0
"K12340"	"K12340"	23.7333088651	0	34.8258555171	0	11.7808458791	0	0	11.7545530294	71.9898097733	9.6405254634	125.588219655	0	1433.0184857239	11.5918529897	324.979937376	587.58579184	7392.7585773305	1369.5365880891	967.0793501859	156.7244477861	454.9924446648	2196.5202051781	14.8615955304	12770.0687157055	337.8722176811	116.7871915426	37.91042622	86.0150843367	55.7621283083	154.0347088213	67.7718329464	68.9401537755	0	279.7138365878	263.4786875836	86.6836902269	0	129.7960877467	35.0109816611	74.8577324278	6.0711188205	46.5613115908	164.9268224135	197.6681798969	98.7662986902	121.7108038255	107.4761088529	52.2818984174	202.7627770642	113.7078437432	535.4959010256	8.6304688864	113.6077205736	658.4858303461	3283.1852312798	262.3212310504	16.2237511887	533.8513894409	1952.8526202349	2860.1109570502	156.2596116237	15.2627394164	977.045058408	104.8635566973	57.6502795907	537.4337741634	107.8977922879	75.2199318217	459.41266117	755.6476075825	724.6843911948	492.56594218	151.6444464101	96.6545535981	221.6241539709	0	0	0	8.3984125638	722.4769077691	635.5458443384	12.8171346555	124.0880946122	235.2765746375	141.8968671776	185.8953328579	1391.5643050389	55.7677749302	163.6535194727	63.5088501825	124.2904491815	0	123.1269101233	37.8861293985	114.4008488848	0	239.8644548903	21.8430490772	122.7074702175	0	0	60.7854587495	241.6216644912	0
"K12343"	"K12343"	0	0	0	0	0	0	0	21.5250870566	0	0	4.8900383691	0	973.3770796274	0	0	0	4921.1265061685	830.6619456649	1055.4069235293	155.904122748	308.792692106	1884.7529177657	27.674930001	9707.6081878354	235.0321132982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168.5943501362	0	0	0	0	0	0	0	0	33.5713645953	0	0	0	0	0	13.0426003369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K12368"	"K12368"	0	0	0	0	0	0	0	0	0	12.7351011941	0	0	0	0	1.8202036689	4.021875055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.867724342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.8733163358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K12369"	"K12369"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.3868650609	12.4605617079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1507544539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.7378948588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.2006344765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0712217029	60.1141076716	0	0
"K12370"	"K12370"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.5142296306	27.0569669122	9.5238095238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.5400625302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.6319268749	0	0
"K12371"	"K12371"	0	0	0	0	0	0	0	0	0	4.9280835914	0	0	0	0	7.3246592897	0	15.0727093733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0301244073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.7378773906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168.8212347007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.5120795918	110.9259600353	0	0
"K12372"	"K12372"	0	0	0	0	0	0	0	0	0	0	0	6.9936544209	0	0	0	0	14.8958157563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.7530310798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205.567188182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.5519938846	137.3205455784	0	0
"K12373"	"K12373"	833.772356699	0	1232.868008037	0	286.9389154163	0	1405.9392370393	1023.9197589576	289.5597309513	104.2739781138	451.490432498	0	1509.2623217819	11.5380298379	1259.2839391025	5336.6724330292	7792.2249835728	5218.7356973078	4904.742822123	960.3520024074	3440.5776353386	6399.0425441754	282.556563611	24896.3080246291	886.6146182445	332.9404846519	220.4889768334	172.7693508097	519.4193103857	342.1191545486	181.5280984979	182.7260832889	0	1647.2165418738	2532.5659385373	340.8066735462	396.8120825303	797.91591467	3035.3963919995	252.1136378734	170.4606915604	86.5323256998	286.0139218785	495.5242688183	166.7684493425	869.5604986448	931.49658351	205.1851911793	1319.7805399635	481.6886963695	922.7913486883	0	219.4329116507	1275.9311357093	5188.2201759739	526.7450512885	23.4213303833	675.6751587092	3481.8334261221	8337.3518939244	451.5460515672	41.735391602	1601.2385435462	237.7002015969	213.6342622197	931.4511098288	136.8726867099	234.1645712201	898.4101090295	1275.6826036268	1911.2433806144	7289.1872354673	545.8950941019	171.6173139606	445.4088345875	464.6195213501	0	0	25.1017053261	1234.9392732861	1857.9673626428	686.6916167213	441.8173398329	1029.0249493433	723.2078254045	1181.0665390868	7176.8058792595	4968.2664846335	1626.0049257651	1028.9180281792	759.8540051532	32.1236300658	813.8963288505	1500.3902102174	381.8125312871	53.7262188637	806.421187938	5920.3436601617	1379.0800373306	5648.0884321295	1299.9310639572	14118.8188003487	696.7337342989	1318.3038566339
"K12382"	"K12382"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.5388165764	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K12391"	"K12391"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.1295535099	0	0	0	0	0	0	0	0	0	18.3082338271	0	0	0	25.8875991372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K12393"	"K12393"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.5643700165	0	0	0	15.3522987154	0	0	0	0	0	43.7849071842	9.6804413954	0	0	56.0465688287	0	26.7797331326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K12394"	"K12394"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.8347634925	0	0	0	0	0	21.8920478637	0	0	0	26.7758589995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K12410"	"K12410"	887.0794027234	0	1122.326368769	17.1963469541	209.9318778519	25.5895586087	330.0658282889	446.6137778271	228.5922095379	107.5355615054	179.7609732318	0	1199.5857647836	12.3446488986	381.461791426	1292.5294552391	6353.5585543339	2906.1620065397	1497.150737214	517.6270365685	1016.9702639038	3490.3701254334	95.7171869401	17032.9598693753	758.8913323188	186.2367301111	186.6436380488	178.7516572858	357.2971186056	227.897637676	56.7617129917	102.2134707936	0	1245.3390548329	1700.100125774	263.0913719671	208.0702191365	628.3175516247	1796.3429467088	252.9687280574	201.3349682513	107.8496656503	369.7598234513	324.6483988467	93.2494142215	646.4969033168	618.8057739384	165.9555855834	860.7452581653	212.7915313154	766.1856966418	0	74.9806629294	557.2919131258	2307.2490136899	144.7771176463	14.5295034194	395.0146975965	1407.7419959265	4336.6998689636	116.7893902786	21.0315921853	837.073241615	104.9061945576	79.0204044826	549.4187256439	102.1302754266	98.9772942527	685.9894987786	781.7941498038	1639.6152646027	5978.2702309219	182.5328500289	103.7383984563	466.8219292008	297.0779917953	0	0	38.0296915042	573.3091596401	1363.1449173357	460.6467554289	364.4037371709	711.3637973732	482.6263568912	1044.8490234666	5057.4181140783	3881.9670734274	1116.255447248	702.4658625986	604.1945795669	16.481892886	678.843747091	1164.2066951194	407.797992934	70.5851190104	475.4096975451	3978.7529065367	1222.7476332941	3127.2061171229	70.4218521965	1231.9730658261	535.7996130224	850.6371773858
"K12452"	"K12452"	90.9534097571	0	12.6947565631	0	84.1414426463	20.862545766	12.2686052128	0	14.5295068735	25.1024639568	20.2226750597	0	0	0	0	217.3499046794	0	20.710115947	0	0	8.174268056	11.5583075335	0	77.6751530672	26.5582980493	0	0	0	0	0	0	0	0	27.6423835136	0	47.8915491859	0	0	0	7.1684587814	0	61.7385882492	83.8178795697	0	0	0	0	0	0	7.832767083	0	0	0	13.6465553129	18.8924997052	0	0	0	0	1060.4715114675	10.6974714953	0	37.0753574144	0	0	0	0	15.6446033832	0	0	29.7350002107	0	0	0	29.4930313796	0	0	0	0	0	16.3068241402	0	11.7203655846	0	0	10.9896057299	30.4942742147	0	0	0	40.2531712885	0	5.5871452836	0	24.732641738	0	7.858546169	0	8.7388700965	0	0	0	53.3838710875	0
"K12454"	"K12454"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158.391200493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K12471"	"K12471"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.2086252095	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K12492"	"K12492"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.6333322084	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K12500"	"K12500"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6643902633	63.0267286785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79.1089157781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85.3811190778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.2894736842	53.0517998698	0	0
"K12506"	"K12506"	0	0	0	0	50.1437676481	13.9438935338	0	0	0	0	29.6378084952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.7274725686	0	0	0	0	0	9.6135925668	12.4508023385	5.8083252662	0	0	0	0	0	78.1642612233	135.4765344621	0	0	0	0	5.8073890436	0	0	0	0	0	10.6281967116	0	12.3489275025	0	0	0	391.9105498414	0	0	19.2162632639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.7126503774	0	0	0	0	0	0	16.3688389947	0	9.4612933027	0	8.7772162174	0	0	0	0	0	0	0	11.3303203163	0
"K12507"	"K12507"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.2356645278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.2745110562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.2973281005	0	0
