	TL1a_FP_207	TL1a_FP_129	TL1a_FP_159	TL1a_FP_75	TL1a_FP_141	TL1a_FP_195	TL1a_FP_231	TL1a_FP_267	TL1a_FP_171	TL1a_FP_87	TL1a_FP_99	TL1a_FP_63	TL1a_FP_243	TL1a_FP_285	TL1a_DTT_231	TL1a_DTT_267	TL1a_DTT_171	TL1a_DTT_141	TL1a_DTT_129	TL1a_DTT_285	TL1a_DTT_159	TL1a_DTT_243	TL1a_DTT_195	TL1a_DTT_63	TL1a_DTT_207	TL1a_DTT_75	TL1a_DTT_99	TL1a_DTT_87	TL1A_DTT_675	TL1A_DTT_627	TL1A_FP_639	TL1A_FP_687	TL1A_FP_675	TL1A_DTT_639	TL1A_DTT_687	TL1A_FP_627
TL1a_FP_99	0.672406550487921	2.1079515380927396	1.729674905361981	1.1260280753327814	0.26833412603497214	2.3324594016468008	2.4447195431499957	2.002896988299629	1.3934653844352802	3.1307215583785926	0.0	0.42706469361409033	0.5617640869277816	2.864954346628631	1.8828966908675966	2.1123867230269866	0.3215126056337872	0.4351565641706252	2.174912188568031	2.283532879996756	1.6764533492663416	1.1739670186049571	2.7537856164532095	0.4121088926181427	1.1603679582470972	0.6620624282527469	1.222863576971146	2.1317749490476494	2.5923832129374644	2.350124201442722	1.4714985807271443	1.4608057893584185	2.1129026710728818	1.101529311847476	1.5450751862019096	2.209645370701162
TL1a_FP_63	0.297070787750817	2.4889262705390833	2.1423363509159743	1.2552316685477263	0.32355242165567266	2.6736524102384864	2.816414308813518	2.422970844397149	0.9906576692301442	3.3999922636308577	0.42706469361409033	0.0	0.6737492273769541	3.1669819120909315	2.26827550748359	2.5045766526201207	0.343023151397435	0.175652654484182	2.5227451262587834	2.654446784071251	2.094044241090433	0.9641463977282003	3.0250672613853515	0.615966056002074	1.136514199570945	0.940875833813511	1.2198200103241637	2.4847114659077745	2.8986200050378796	2.61088343506446	1.7456928509867862	1.6834337395806755	2.462336254102535	0.9617362903421849	1.8016327051785266	2.5203722977615413
TL1a_FP_243	0.6862626299483835	2.4676400945417996	1.9728476209095176	0.6398501883022123	0.4980438626036422	2.7587423467725234	2.2770336325663285	2.0782618154822026	1.3895396408893703	2.746019519942085	0.5617640869277816	0.6737492273769541	0.0	2.652680986433918	1.776096973435297	2.399435656647563	0.8006355490026977	0.535827698491541	2.5888851668283506	2.2529547903204192	1.9239152674782731	0.7981865812291473	3.2455852496201367	0.90892331514278	0.6161208665869269	0.38744207255094937	0.7129104477547407	1.9022672417008448	2.2808623115566893	1.9952200024631925	1.095715647893431	1.012703144839429	1.8996462697528433	0.8408466063179866	1.1402238783278091	1.9100819654621728
TL1a_FP_285	3.228708823050108	2.85556004082314	2.227594496519746	2.5955968643538427	3.023537931981876	3.422644032749018	1.0446818720132778	1.7512502857278855	3.7044113124682805	1.3729994509575945	2.864954346628631	3.1669819120909315	2.652680986433918	0.0	2.0695107635670094	2.3902259322220534	3.181046435070663	3.109507500911571	3.0832152080278683	1.0180641314679835	2.3278680933746605	3.0034651063574285	4.134898145431632	3.1626153211411965	2.6262463094089963	2.483114564054739	2.867929044805886	1.2758434831705712	0.934991210230551	0.9658920504415385	1.9466026699033432	2.0323238014196896	1.0570353701231507	2.7351164197098643	1.8761297318483094	1.0497997505803334
TL1a_DTT_231	2.411604661087358	1.9069369631117878	1.3763288237552775	1.5402442313317166	1.970894258807459	2.2978917211181433	1.103466619748538	1.0197882938576073	3.1556419064908083	1.9465264415768155	1.8828966908675966	2.26827550748359	1.776096973435297	2.0695107635670094	0.0	1.8072810730395419	2.1283289749753935	2.179765875060786	2.2275758750327923	1.527959972975734	1.2807134616102338	2.492748482461412	2.9927688577543594	1.9616732623961501	2.037860185718555	1.3953660536007546	1.9163929375190307	0.8416899352097815	1.4646895829726387	1.6249959084434495	1.0062652878669567	1.2456020618794563	1.0320114967036376	2.4645244327107507	1.1113674817756973	1.2189982861618653
TL1a_DTT_267	2.7594945741447776	0.5240262073000203	0.48402497889201607	2.6562322651156567	2.356710273484121	1.0801556247312716	1.8894967761281034	0.9194070724228162	3.366404846826378	3.173722323513789	2.1123867230269866	2.5045766526201207	2.399435656647563	2.3902259322220534	1.8072810730395419	0.0	2.2731974247860016	2.5451185090615343	0.7159709671845286	1.374017978434291	0.6152338766778127	3.0966284945436726	1.7658507147655886	2.100661249960779	2.881202007482917	2.1627321273749023	2.972723740501915	2.001447502340802	2.505644376213757	2.563552861179697	2.302618546323252	2.487995865609072	1.916562322839807	2.8216579771738513	2.3816247845455853	2.259889645670926
TL1a_DTT_171	0.6319054966317402	2.2076713587765573	1.9169888829812227	1.3411530587648295	0.3281877329371101	2.358409561697076	2.747299912953993	2.2499278513339234	1.2981035285373388	3.4414542292333676	0.3215126056337872	0.343023151397435	0.8006355490026977	3.181046435070663	2.1283289749753935	2.2731974247860016	0.0	0.4301107513085697	2.2379093637542864	2.572111143382453	1.8537931369806784	1.2798477784859126	2.700119480151064	0.2842332498460736	1.3626843780679856	0.9341206547057748	1.3813833934999826	2.436125125554219	2.909048955768435	2.669502297120194	1.760348808393669	1.7438963686598026	2.42483770082544	1.2541975364214277	1.8386490571086416	2.5263234572002644
TL1a_DTT_141	0.2629199496349737	2.538850958305624	2.1605591544012825	1.090749655585331	0.250126842663013	2.7398598316200364	2.743135713077392	2.3997269624864286	1.0296932933323095	3.2800414961073554	0.4351565641706252	0.175652654484182	0.535827698491541	3.109507500911571	2.179765875060786	2.5451185090615343	0.4301107513085697	0.0	2.595591052522733	2.6294487840800604	2.106375476881071	0.8587092922177452	3.1179450090398486	0.6632513464529453	0.9883325583634265	0.821835732356908	1.0454366671835897	2.3926744365522836	2.798636865353913	2.510988611259802	1.6162095329374702	1.5433288456312086	2.3819328088868423	0.9175893841450193	1.6707679278642935	2.42291666000028
TL1a_DTT_129	2.8087071604022222	0.35682744779351483	0.9554984706793533	2.9185363472177475	2.4057957386285556	0.47919143641306855	2.5430619850001643	1.5357474984581962	3.384748800241638	3.806770352523974	2.174912188568031	2.5227451262587834	2.5888851668283506	3.0832152080278683	2.2275758750327923	0.7159709671845286	2.2379093637542864	2.595591052522733	0.0	2.0712967473931454	0.9743478736591401	3.2846872430248153	1.0659862442838448	2.039471827648832	3.1494581083672504	2.3882632165245483	3.1986208271655463	2.5898946410782493	3.142851911501416	3.1719376670883697	2.7180194808365474	2.888875039629353	2.534230413976268	3.038413576437419	2.81631608254986	2.8645148211711366
TL1a_DTT_285	2.801078913436093	1.840484652342296	1.238322506975683	2.324918468539597	2.490815975353763	2.4092971466148705	0.8237502261408578	0.8229252679642344	3.3725324382889608	1.9664060366158547	2.283532879996756	2.654446784071251	2.2529547903204192	1.0180641314679835	1.527959972975734	1.374017978434291	2.572111143382453	2.6294487840800604	2.0712967473931454	0.0	1.357671547215646	2.806980083341767	3.1216202098513377	2.492163280975323	2.4650259636659517	2.022937508174986	2.6505710603580943	1.0779605618004546	1.3057540645998449	1.3763517098860705	1.720072464356377	1.8812855425747113	0.866653955725528	2.5169438818162004	1.7222240128212347	1.1609162303279952
TL1a_DTT_159	2.343274940819993	0.6879948460641221	0.18554053055179406	2.1152179688437776	1.8929096697320051	1.1756993360593557	1.6515033694669465	0.6762360400840057	3.022170912117949	2.870933735472823	1.6764533492663416	2.094044241090433	1.9239152674782731	2.3278680933746605	1.2807134616102338	0.6152338766778127	1.8537931369806784	2.106375476881071	0.9743478736591401	1.357671547215646	0.0	2.676001478844963	1.8939751988185498	1.6548312023510794	2.4175044326875397	1.641295885027238	2.4437122557975917	1.6357262550290474	2.2218111201561004	2.269663061917744	1.7934145651247422	1.9869023081711445	1.6092124912833083	2.474749544573313	1.8918486801592194	1.9320166362163815
TL1a_DTT_243	0.715556532676977	3.199342862115278	2.701823718241794	1.0829770965638221	1.0430972411910133	3.485261723526627	2.843838304226077	2.789902891392375	0.9324838037453742	3.050034346165013	1.1739670186049571	0.9641463977282003	0.7981865812291473	3.0034651063574285	2.492748482461412	3.0966284945436726	1.2798477784859126	0.8587092922177452	3.2846872430248153	2.806980083341767	2.676001478844963	0.0	3.9210119410287207	1.5050867907410574	0.5396707168740902	1.1614761784761396	0.8533176046161576	2.463826162051485	2.6862633319754137	2.300133144797526	1.6295550617629484	1.4485644392360926	2.433859526386789	0.49117196545751296	1.6133532699423725	2.35458328202622
TL1a_DTT_195	3.3217256562387765	1.2930198295352577	1.9397347821526938	3.5864294585181327	2.9327651748888197	0.7472897394707695	3.513538344510544	2.5026588668407532	3.849223582118272	4.756222162184155	2.7537856164532095	3.0250672613853515	3.2455852496201367	4.134898145431632	2.9927688577543594	1.7658507147655886	2.700119480151064	3.1179450090398486	1.0659862442838448	3.1216202098513377	1.8939751988185498	3.9210119410287207	0.0	2.480746982342911	3.852648828386999	3.0726083518977148	3.824455886285941	3.51791809779013	4.114266834150156	4.149875926529281	3.5250671483655425	3.686416694909791	3.5031082426118116	3.7410126977684874	3.6418575952457375	3.8233168009949354
TL1a_DTT_63	0.8944422390215184	1.9942905380660627	1.7368979391316839	1.3708232397848734	0.4718611449781707	2.125214764909421	2.6491151748668864	2.089232465642383	1.5793922039567037	3.411942340816726	0.4121088926181427	0.615966056002074	0.90892331514278	3.1626153211411965	1.9616732623961501	2.100661249960779	0.2842332498460736	0.6632513464529453	2.039471827648832	2.492163280975323	1.6548312023510794	1.5050867907410574	2.480746982342911	0.0	1.5081999583858587	0.9237073113011369	1.4705740258470625	2.349536177207778	2.8664305331017244	2.6716313556915834	1.7248850329494538	1.7450209680143611	2.354796899176203	1.4838332481129322	1.8205798846218553	2.485009986502847
TL1a_DTT_207	0.98773903400313	3.00927016876979	2.4518241368245564	0.626490719399074	1.0571574165763	3.3404319834844616	2.389131316108393	2.438407648130939	1.4442910286078499	2.550929086598858	1.1603679582470972	1.136514199570945	0.6161208665869269	2.6262463094089963	2.037860185718555	2.881202007482917	1.3626843780679856	0.9883325583634265	3.1494581083672504	2.4650259636659517	2.4175044326875397	0.5396707168740902	3.852648828386999	1.5081999583858587	0.0	0.8459174751228936	0.4902776776568586	1.9830191975676763	2.2044361278185356	1.8474878267390153	1.1183647531345986	0.9208803733357108	1.9801899725999028	0.752899931251909	1.0938864947544058	1.8776893959857612
TL1a_DTT_75	1.0288834133922522	2.2250676847856865	1.707683572798635	0.5585743366941943	0.6689651151642536	2.5356559069028095	1.983083451283745	1.7657444430345852	1.765051728386456	2.5366551794240517	0.6620624282527469	0.940875833813511	0.38744207255094937	2.483114564054739	1.3953660536007546	2.1627321273749023	0.9341206547057748	0.821835732356908	2.3882632165245483	2.022937508174986	1.641295885027238	1.1614761784761396	3.0726083518977148	0.9237073113011369	0.8459174751228936	0.0	0.8171665040576466	1.60323105940692	2.0496925151779983	1.8328527196993831	0.829481732368199	0.8223153058946975	1.6305616983741897	1.1839469875489577	0.9116743038457535	1.6748950990062745
TL1a_DTT_99	1.099249159005121	3.0357591177526273	2.5128861295704117	0.37883439857797474	1.0553535388727697	3.3227649351341833	2.465636550077077	2.491683814060079	1.6484155838066705	2.6177406518771527	1.222863576971146	1.2198200103241637	0.7129104477547407	2.867929044805886	1.9163929375190307	2.972723740501915	1.3813833934999826	1.0454366671835897	3.1986208271655463	2.6505710603580943	2.4437122557975917	0.8533176046161576	3.824455886285941	1.4705740258470625	0.4902776776568586	0.8171665040576466	0.0	2.024066777076093	2.311568892099276	2.031266947237495	1.0844667081889314	0.9112399053396281	2.083502845678705	1.1798249151610758	1.0995938014397364	1.989727954485226
TL1a_DTT_87	2.574640766744206	2.2919569118417393	1.6372149166464134	1.6758982500040558	2.2423266639489983	2.790927850870096	0.46539157557709326	1.1136374045006965	3.2253809438161296	1.244223310736268	2.1317749490476494	2.4847114659077745	1.9022672417008448	1.2758434831705712	0.8416899352097815	2.001447502340802	2.436125125554219	2.3926744365522836	2.5898946410782493	1.0779605618004546	1.6357262550290474	2.463826162051485	3.51791809779013	2.349536177207778	1.9830191975676763	1.60323105940692	2.024066777076093	0.0	0.6481330739042233	0.8453061942686654	0.942451732086009	1.1325841673970953	0.26597771734696357	2.3528734437497305	0.9399363537352723	0.41603772262337874
TL1A_DTT_675	2.940331820962139	2.858580620656895	2.193618277986715	2.0187919069629974	2.689454161652939	3.3833374723647265	0.7061697752626042	1.6500811291401727	3.5084038798508805	0.685462885199392	2.5923832129374644	2.8986200050378796	2.2808623115566893	0.934991210230551	1.4646895829726387	2.505644376213757	2.909048955768435	2.798636865353913	3.142851911501416	1.3057540645998449	2.2218111201561004	2.6862633319754137	4.114266834150156	2.8664305331017244	2.2044361278185356	2.0496925151779983	2.311568892099276	0.6481330739042233	0.0	0.4899307540697443	1.3096155815476718	1.4109687739664318	0.617861959736439	2.562837464457257	1.238259678206961	0.38310866279975486
TL1A_DTT_627	2.620537249308849	2.922033009229147	2.2325850095993096	1.7830621924482446	2.437978569913652	3.444295032044103	1.0220223092381129	1.7856694245321878	3.1264737446687096	0.9249823690818902	2.350124201442722	2.61088343506446	1.9952200024631925	0.9658920504415385	1.6249959084434495	2.563552861179697	2.669502297120194	2.510988611259802	3.1719376670883697	1.3763517098860705	2.269663061917744	2.300133144797526	4.149875926529281	2.6716313556915834	1.8474878267390153	1.8328527196993831	2.031266947237495	0.8453061942686654	0.4899307540697443	0.0	1.1576030528142236	1.1883136776647096	0.7401455898745423	2.157571237572674	1.0507799912788502	0.4294311535722403
TL1A_FP_639	1.7792194400591952	2.4725990289734994	1.842805403808882	0.7391016160460164	1.4942481867266508	2.880920816972716	1.3930278029698235	1.598767137099956	2.4377955143671532	1.7300255475052835	1.4714985807271443	1.7456928509867862	1.095715647893431	1.9466026699033432	1.0062652878669567	2.302618546323252	1.760348808393669	1.6162095329374702	2.7180194808365474	1.720072464356377	1.7934145651247422	1.6295550617629484	3.5250671483655425	1.7248850329494538	1.1183647531345986	0.829481732368199	1.0844667081889314	0.942451732086009	1.3096155815476718	1.1576030528142236	0.0	0.2426172802252768	1.0332736276360484	1.6484257406900797	0.14342001734930113	0.9715663218285164
TL1A_FP_687	1.6777361077757251	2.6597055584327256	2.0312087997729633	0.6109009695361334	1.4548598826635937	3.060422477275968	1.5800155917533139	1.8147933164268897	2.2970606692958118	1.7801254965794444	1.4608057893584185	1.6834337395806755	1.012703144839429	2.0323238014196896	1.2456020618794563	2.487995865609072	1.7438963686598026	1.5433288456312086	2.888875039629353	1.8812855425747113	1.9869023081711445	1.4485644392360926	3.686416694909791	1.7450209680143611	0.9208803733357108	0.8223153058946975	0.9112399053396281	1.1325841673970953	1.4109687739664318	1.1883136776647096	0.2426172802252768	0.0	1.2004671349551712	1.4998691034176277	0.19289305321828762	1.0869617856103817
TL1A_FP_675	2.5531000434125537	2.2543549028114476	1.5817732486914569	1.7474382061307066	2.2444033041892886	2.777121419526874	0.4181553327036912	1.0710381057039806	3.1733494447604698	1.2868261414482807	2.1129026710728818	2.462336254102535	1.8996462697528433	1.0570353701231507	1.0320114967036376	1.916562322839807	2.42483770082544	2.3819328088868423	2.534230413976268	0.866653955725528	1.6092124912833083	2.433859526386789	3.5031082426118116	2.354796899176203	1.9801899725999028	1.6305616983741897	2.083502845678705	0.26597771734696357	0.617861959736439	0.7401455898745423	1.0332736276360484	1.2004671349551712	0.0	2.2732074534797397	1.0140649137857796	0.35796947724640543
TL1A_DTT_639	0.8047109573167639	2.9745288133912027	2.4698050911308767	1.2817969612629858	1.082580939406332	3.2945150252924518	2.6776576135363794	2.582126860202135	0.9912737561917182	2.9936605438273225	1.101529311847476	0.9617362903421849	0.8408466063179866	2.7351164197098643	2.4645244327107507	2.8216579771738513	1.2541975364214277	0.9175893841450193	3.038413576437419	2.5169438818162004	2.474749544573313	0.49117196545751296	3.7410126977684874	1.4838332481129322	0.752899931251909	1.1839469875489577	1.1798249151610758	2.3528734437497305	2.562837464457257	2.157571237572674	1.6484257406900797	1.4998691034176277	2.2732074534797397	0.0	1.6251060175018306	2.226978083710536
TL1A_DTT_687	1.8176977046808875	2.573581858522412	1.9307654726287964	0.782024067342661	1.5663075858399529	2.994195990439815	1.3887921487147714	1.6678954870826799	2.4476047708493684	1.6403495813314801	1.5450751862019096	1.8016327051785266	1.1402238783278091	1.8761297318483094	1.1113674817756973	2.3816247845455853	1.8386490571086416	1.6707679278642935	2.81631608254986	1.7222240128212347	1.8918486801592194	1.6133532699423725	3.6418575952457375	1.8205798846218553	1.0938864947544058	0.9116743038457535	1.0995938014397364	0.9399363537352723	1.238259678206961	1.0507799912788502	0.14342001734930113	0.19289305321828762	1.0140649137857796	1.6251060175018306	0.0	0.9081519229222574
TL1A_FP_627	2.5707832715319103	2.5908278648855316	1.9112138957877611	1.683692071667369	2.3100486255480064	3.1051765175641535	0.6643391795280933	1.4240205581248666	3.1569513719292286	1.0072822347142707	2.209645370701162	2.5203722977615413	1.9100819654621728	1.0497997505803334	1.2189982861618653	2.259889645670926	2.5263234572002644	2.42291666000028	2.8645148211711366	1.1609162303279952	1.9320166362163815	2.35458328202622	3.8233168009949354	2.485009986502847	1.8776893959857612	1.6748950990062745	1.989727954485226	0.41603772262337874	0.38310866279975486	0.4294311535722403	0.9715663218285164	1.0869617856103817	0.35796947724640543	2.226978083710536	0.9081519229222574	0.0
