	TL1a_FP_230	TL1a_FP_128	TL1a_FP_129	TL1a_FP_86	TL1a_FP_266	TL1a_FP_159	TL1a_FP_195	TL1a_FP_158	TL1a_FP_231	TL1a_FP_284	TL1a_FP_267	TL1a_FP_87	TL1a_FP_194	TL1a_FP_285	TL1a_FP_85	TL1a_FP_127	TL1a_FP_193	TL1a_FP_265	TL1a_FP_157	TL1a_FP_283	TL1a_FP_229	TL1A_FP_626	TL1A_FP_674	TL1A_FP_625	TL1A_FP_673	TL1A_FP_675	TL1A_FP_627
TL1a_FP_267	2.397876100803332	2.594332370818967	1.6790267668195449	1.7444467390366323	0.43104111421046115	0.799548382584948	0.892366476549295	0.5069354486272298	1.9049802205944464	2.5749272744075062	0.0	2.511907863762	1.1498825151567602	1.666257142306127	1.817265094477129	1.0824920482228249	1.4643475013422604	1.0333588135908707	0.2606709283796418	0.9310835259531203	2.1292253149065172	1.6285055785225648	1.6492443052071375	2.043867343925099	2.206211684603614	1.586063185885293	1.7043601985655699
TL1a_FP_87	0.7102187653793172	3.2142288836877424	2.7019050056840537	0.8652658585855928	2.7182966814325966	2.3606655447154217	3.3947277127444484	2.474663081897287	0.8090338992130139	3.3114349062404584	2.511907863762	0.0	3.376631464153201	2.2740696808347907	0.8237596102357639	2.596984137137861	3.5096701863102475	3.1144599792305248	2.6735068676696185	2.0454376287421514	0.4797638678345373	1.4073520550620584	1.2311165606670922	1.6823574211600931	1.2213031479333571	1.0017500158062342	1.115670620711348
TL1a_FP_194	3.408178201851112	3.6353558145420894	2.7415103209030582	2.5307701471131514	0.7463152576488481	1.9128701208911663	1.0154401904404031	1.6007600725657718	2.8948821902151476	2.051267840607827	1.1498825151567602	3.376631464153201	0.0	1.7073691376355653	2.5999215118215564	2.1352737877828525	0.39028010735377244	0.3199843825180661	1.103502616033105	1.4336257777679993	2.9413700946283083	2.221953554489632	2.269635536386633	2.3743569757807412	2.705836382890283	2.429257856612945	2.3995144615644417
TL1a_FP_285	2.6340327733839755	3.9920761168199306	3.1113891850744206	1.4744305290645812	1.4734520038264662	2.195255696527545	2.2845946693041843	2.023070614016107	2.203998257018349	1.2020344418727331	1.666257142306127	2.2740696808347907	1.7073691376355653	0.0	1.4922139167290946	2.6037684793654683	1.619077521434819	1.3924532830023795	1.71097244592183	0.8033808679781619	1.9029733095342474	0.933950559128137	1.059080157801932	0.7540516887979766	1.2195368562380833	1.462152394229129	1.1981321574177293
TL1a_FP_85	1.1694284541590252	3.1364874428208664	2.4331423083576595	0.10721776918670445	1.9691050303584048	1.833003172640041	2.697663345695284	1.870957078674001	0.8398500398200854	2.6037529209089048	1.817265094477129	0.8237596102357639	2.5999215118215564	1.4922139167290946	0.0	2.1620848812848874	2.714312957741806	2.3231299986639953	1.9611079852242908	1.2307164677447104	0.5085006217764112	0.6157923147709315	0.4469731194502801	1.0270856102742805	0.7343136908258561	0.2705853294470888	0.31513002921919486
TL1a_FP_127	2.198067774450988	1.517076420728302	0.6073699768042023	2.098081853794165	1.497836459039016	0.46328230355959066	1.4029061425964808	0.6357141394711234	1.8357199209364377	3.62457655275332	1.0824920482228249	2.596984137137861	2.1352737877828525	2.6037684793654683	2.1620848812848874	0.0	2.4920702517561466	2.087444646445187	1.133929677707333	1.8031084657019842	2.3424930626634755	2.2291199861982816	2.2170401402264446	2.776833298091917	2.7814277403788235	1.9106655271735826	2.1855075846929743
TL1a_FP_193	3.612692971513439	4.0014799488205695	3.099271490526936	2.6520206182050705	1.0399577308844843	2.2359717450362844	1.3784739643479402	1.9289646497204742	3.101213952074294	1.753608992811053	1.4643475013422604	3.5096701863102475	0.39028010735377244	1.619077521434819	2.714312957741806	2.4920702517561466	0.0	0.44686541566148646	1.4160093460105854	1.5367446464514436	3.0715800735008085	2.2792898183929045	2.3425694364603697	2.336798179070038	2.716534581755731	2.569050167180747	2.4860966710131143
TL1a_FP_265	3.187285903402718	3.603480957807507	2.6931675624364892	2.2588748662380835	0.6075973108056855	1.809462448871761	1.129655338788416	1.5073753930600085	2.676720853438289	1.8354615702519055	1.0333588135908707	3.1144599792305248	0.3199843825180661	1.3924532830023795	2.3231299986639953	2.087444646445187	0.44686541566148646	0.0	0.999697712867942	1.1398525608834913	2.6837938990504617	1.9182578911647468	1.9785423981781103	2.0603946673099585	2.40283006227364	2.1604857139712466	2.1081558286040627
TL1a_FP_157	2.5669458543823986	2.6427113865983487	1.728243672544599	1.8978121338950529	0.4714067190109843	0.8274367151387478	0.7457247620912444	0.5258349319862674	2.085767694409334	2.5998510628622324	0.2606709283796418	2.6735068676696185	1.103502616033105	1.71097244592183	1.9611079852242908	1.133929677707333	1.4160093460105854	0.999697712867942	0.0	0.9938436873805758	2.3083580706277718	1.7199128706662181	1.785772291474713	2.133911685708681	2.333140676128224	1.721447286343484	1.8248142243589351
TL1a_FP_283	2.1966232034713693	3.2035364143216114	2.313581437180216	1.1849763027069307	0.8921059283092665	1.392232966622552	1.6764448455249337	1.229224035680425	1.719206086875887	1.9129139059706437	0.9310835259531203	2.0454376287421514	1.4336257777679993	0.8033808679781619	1.2307164677447104	1.8031084657019842	1.5367446464514436	1.1398525608834913	0.9938436873805758	0.0	1.6603427729575797	0.8094021767291	0.9168297380131405	1.142659192614247	1.3978606648138885	1.0644035891475023	0.9960755805067406
TL1a_FP_229	0.8681900154280043	3.1497321638119726	2.5379082568490574	0.5004927116746072	2.303131202816844	2.0919483273274073	3.0208248402456115	2.1588533878599505	0.6573880512483341	2.93295114958389	2.1292253149065172	0.4797638678345373	2.9413700946283083	1.9029733095342474	0.5085006217764112	2.3424930626634755	3.0715800735008085	2.6837938990504617	2.3083580706277718	1.6603427729575797	0.0	1.100280334879936	0.8541291301403406	1.3863518746155112	0.9660000497155702	0.6961099823436199	0.8045010203769284
TL1A_FP_626	1.7615644783648041	3.4051310389125318	2.608480816653477	0.6309823762443943	1.6788822117408118	1.8241823917993751	2.446477957622874	1.78285316303883	1.3881936449549974	2.0954249918419383	1.6285055785225648	1.4073520550620584	2.221953554489632	0.933950559128137	0.6157923147709315	2.2291199861982816	2.2792898183929045	1.9182578911647468	1.7199128706662181	0.8094021767291	1.100280334879936	0.0	0.3295069092931002	0.6048167062036257	0.6795899923126663	0.5935774022115577	0.30106969225568747
TL1A_FP_674	1.5909188675538102	3.3628118655319374	2.5838560158716883	0.42398922312588017	1.7096433022764517	1.8533910579629123	2.507268578875115	1.8165389501395357	1.2004188258746258	2.1617925140307315	1.6492443052071375	1.2311165606670922	2.269635536386633	1.059080157801932	0.4469731194502801	2.2170401402264446	2.3425694364603697	1.9785423981781103	1.785772291474713	0.9168297380131405	0.8541291301403406	0.3295069092931002	0.0	0.6723590733234704	0.5741112699539184	0.4990461188377522	0.2375170463846062
TL1A_FP_625	2.1818702286177585	3.9925816458468457	3.1867183350294823	1.0476581771224864	1.9821555400011879	2.3754028229519792	2.8108507681544572	2.2914317202247685	1.8470857876504563	1.6892344120874483	2.043867343925099	1.6823574211600931	2.3743569757807412	0.7540516887979766	1.0270856102742805	2.776833298091917	2.336798179070038	2.0603946673099585	2.133911685708681	1.142659192614247	1.3863518746155112	0.6048167062036257	0.6723590733234704	0.0	0.5101794594664294	1.1232787411332195	0.7718192949899038
TL1A_FP_673	1.789120869959758	3.858575455018734	3.1190560776058045	0.772710026788856	2.2227120058009855	2.4172536824276833	3.0451519895207504	2.386898690172615	1.5245734737501326	2.137338418236662	2.206211684603614	1.2213031479333571	2.705836382890283	1.2195368562380833	0.7343136908258561	2.7814277403788235	2.716534581755731	2.40283006227364	2.333140676128224	1.3978606648138885	0.9660000497155702	0.6795899923126663	0.5741112699539184	0.5101794594664294	0.0	0.9365064321145217	0.6251630686117469
TL1A_FP_675	1.1973395218038159	2.929213047657972	2.1974148012765533	0.24999785789236914	1.7687919852827059	1.5688992764441223	2.4607345580294586	1.6116990458396443	0.8043948999085139	2.619996531588482	1.586063185885293	1.0017500158062342	2.429257856612945	1.462152394229129	0.2705853294470888	1.9106655271735826	2.569050167180747	2.1604857139712466	1.721447286343484	1.0644035891475023	0.6961099823436199	0.5935774022115577	0.4990461188377522	1.1232787411332195	0.9365064321145217	0.0	0.3565042212102948
TL1A_FP_627	1.4727195749775377	3.2721485902519607	2.5160183658936655	0.33972364798918897	1.807357881060616	1.8132295468825783	2.562464920007581	1.8106303146880607	1.1161415082869914	2.333393867858349	1.7043601985655699	1.115670620711348	2.3995144615644417	1.1981321574177293	0.31513002921919486	2.1855075846929743	2.4860966710131143	2.1081558286040627	1.8248142243589351	0.9960755805067406	0.8045010203769284	0.30106969225568747	0.2375170463846062	0.7718192949899038	0.6251630686117469	0.3565042212102948	0.0
