"TL1a_DTT_284"	"TL1A_DTT_642"	"TL1a_DTT_173_Repeat"	"TL1A_FP_641"	"TL1A_FP_642"	"TL1A_FP_689"	"TL1a_FP_162"	"TL1a_DTT_174_Repeat"	"TL1A_DTT_673"	"TL1A_FP_638"	"TL1a_FP_88"	"TL1a_FP_140"	"TL1A_FP_626"	"TL1a_DTT_76_Repeat"	"TL1a_FP_230"	"TL1a_FP_89"	"TL1a_FP_207"	"TL1a_DTT_78"	"TL1a_DTT_231"	"TL1a_FP_234"	"TL1a_FP_205"	"TL1A_FP_640"	"TL1a_FP_65"	"TL1a_FP_128"	"TL1a_FP_64"	"TL1a_DTT_172_Re_extracted"	"TL1A_DTT_675"	"TL1a_FP_209"	"TL1A_FP_629"	"TL1a_DTT_268_Repeat"	"TL1a_FP_85"	"TL1a_DTT_267"	"TL1a_DTT_139"	"TL1a_FP_129"	"TL1A_DTT_626"	"TL1a_DTT_171"	"TL1a_FP_206"	"TL1a_FP_287"	"TL1a_FP_242"	"TL1A_DTT_629"	"TL1a_FP_86"	"TL1a_FP_77"	"TL1a_FP_245"	"TL1a_FP_198"	"TL1a_FP_161"	"TL1a_FP_266"	"TL1a_FP_127"	"TL1a_FP_76"	"TL1A_FP_676"	"TL1a_FP_73"	"TL1a_FP_102"	"TL1a_DTT_169_Re_extracted"	"TL1a_FP_197"	"TL1a_DTT_209"	"TL1a_FP_159"	"TL1a_DTT_160"	"TL1A_FP_677"	"TL1a_FP_132"	"TL1a_FP_98"	"TL1a_FP_75"	"TL1a_FP_130"	"TL1a_DTT_234"	"TL1a_FP_173"	"TL1A_FP_685"	"TL1a_DTT_74"	"TL1a_DTT_158"	"TL1a_DTT_269_Repeat"	"TL1a_DTT_161_Repeat"	"TL1a_FP_193"	"TL1a_FP_139"	"TL1a_FP_90"	"TL1a_DTT_141"	"TL1a_DTT_210"	"TL1A_FP_686"	"TL1A_FP_674"	"TL1A_FP_678"	"TL1a_FP_265"	"TL1a_FP_141"	"TL1a_FP_174"	"TL1a_FP_144"	"TL1a_FP_195"	"TL1a_FP_142"	"TL1A_DTT_674"	"TL1a_FP_158"	"TL1a_DTT_143_Repeat"	"TL1a_DTT_129"	"TL1a_DTT_265"	"TL1a_DTT_285"	"TL1a_DTT_144_Repeat"	"TL1a_DTT_241"	"TL1a_DTT_159"	"TL1a_FP_62"	"TL1A_DTT_627"	"TL1a_FP_157"	"TL1a_DTT_243"	"TL1A_FP_625"	"TL1a_DTT_127_Repeat"	"TL1a_DTT_205"	"TL1A_DTT_640"	"TL1a_DTT_206"	"TL1a_DTT_64"	"TL1a_DTT_287"	"TL1a_DTT_157_Repeat"	"TL1a_DTT_233"	"TL1a_DTT_62"	"TL1a_DTT_65"	"TL1a_DTT_242"	"TL1a_FP_231"	"TL1a_FP_284"	"TL1a_DTT_245_Repeat"	"TL1a_FP_74"	"TL1A_FP_630"	"TL1a_FP_267"	"TL1a_DTT_130_Repeat"	"TL1A_FP_639"	"TL1A_FP_673"	"TL1a_FP_172"	"TL1a_DTT_102_Repeat"	"TL1a_FP_269"	"TL1a_DTT_73"	"TL1a_DTT_195"	"TL1a_DTT_63"	"TL1a_FP_171"	"TL1A_FP_687"	"TL1a_DTT_85"	"TL1A_DTT_638"	"TL1a_DTT_86"	"TL1a_DTT_193"	"TL1A_FP_675"	"TL1a_FP_288"	"TL1a_FP_66"	"TL1a_DTT_207"	"TL1A_FP_637"	"TL1a_DTT_196_Repeat"	"TL1a_DTT_286"	"TL1a_DTT_90_Repeat"	"TL1a_FP_143"	"TL1a_DTT_131_Repeat"	"TL1a_DTT_230"	"TL1a_DTT_75"	"TL1a_DTT_61_Repeat"	"TL1a_FP_87"	"TL1a_FP_100"	"TL1a_FP_99"	"TL1a_DTT_246"	"TL1a_DTT_128"	"TL1a_DTT_283"	"TL1a_DTT_194"	"TL1a_FP_196"	"TL1a_DTT_100_Repeat"	"TL1a_FP_131"	"TL1A_FP_688"	"TL1a_DTT_198_Repeat"	"TL1a_DTT_97"	"TL1a_DTT_88_Repeat"	"TL1A_DTT_630"	"TL1a_FP_246"	"TL1a_DTT_229"	"TL1a_FP_169"	"TL1a_FP_270"	"TL1a_DTT_162_Repeat"	"TL1a_DTT_66"	"TL1a_FP_160"	"TL1a_FP_283"	"TL1a_FP_194"	"TL1a_FP_61"	"TL1a_FP_241"	"TL1a_FP_286"	"TL1a_DTT_140"	"TL1a_FP_229"	"TL1a_DTT_89_Re_extracted"	"TL1a_FP_78"	"TL1a_FP_210"	"TL1a_FP_208"	"TL1A_DTT_641"	"TL1a_DTT_244_Repeat"	"TL1a_FP_101"	"TL1a_DTT_99"	"TL1A_DTT_639"	"TL1a_DTT_87"	"TL1a_DTT_197_Repeat"	"TL1a_FP_244"	"TL1a_DTT_266"	"TL1a_FP_232"	"TL1a_DTT_270_Repeat"	"TL1a_FP_233"	"TL1A_DTT_687"	"TL1a_FP_63"	"TL1a_DTT_232"	"TL1A_DTT_689"	"TL1a_DTT_142_Repeat"	"TL1a_DTT_77"	"TL1a_DTT_98"	"TL1a_FP_243"	"TL1A_DTT_628"	"TL1a_FP_268"	"TL1a_FP_97"	"TL1a_FP_285"	"TL1A_FP_627"	"TL1a_DTT_288"	"TL1a_DTT_170"	"TL1a_DTT_101_Repeat"	"TL1a_DTT_208"	"TL1a_FP_170"
"ff05a37d643f03cfcdafdca9d1a8decd"	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	1	0	0	0	0	27	0	0	0	0	0	0	12	0	0	54	0	0	0	0	0	0	14	2	0	0	0	0	8	16	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	12	0	0	0	3	0	0	0	0	1	0	0	0	0	0	20	10	0	7	59	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	22	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"077f00ac533d40061038d498e0a9f213"	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	30	10	0	0	0	0	0	8	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	77	0	0	0	0	0	0	2	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	20	0	0	0	0	0	0	0	4	0	5	0	0	0	0	23	3	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"9e4994c67b09cd5b158a60db7a923375"	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	10	0	0	0	5	20	0	30	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	18	0	0	17	0	0	4	0	0	0	0	0	51	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	12	0	0	0	5	0	0	0	0	0	0	0	0	0	0	24	0	0	6	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	22	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ad29fbe73274294b5b4997b224875ec0"	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	148	0	5	0	0	0	6	8	38	0	180	0	0	0	0	0	0	6	15	0	0	2	4	46	64	0	0	23	0	0	0	0	0	0	2	0	0	4	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	107	0	0	0	110	31	0	0	3	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	50	61	0	0	11	0	17	0	0	0	0	0	17	0	17	0	0	0	3	0	0	0	37	63	73	0	0	0	0	18	13	0	0	28	0	0	0	35	15	0	0	0	4	0	0	0	0	2	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	4	38	0	0	20	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	2
"5fe0b4222bb3b2c0045d9550c8adc802"	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	9	0	0	0	12	0	0	0	0	32	0	0	0	0	0	19	7	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0
"7480d07944647b90892f044a685c7207"	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	219	0	0	0	0	0	0	4	9	0	167	0	0	0	0	0	0	12	18	0	0	0	0	61	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	247	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	41	0	27	0	0	0	2	0	0	0	0	16	82	0	0	0	0	15	0	0	0	165	0	0	0	0	5	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	3	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1ac506aba3d1123e3de680b56a695523"	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	2	0	0	0	0	141	0	0	0	0	0	10	3	19	0	133	0	0	0	0	0	0	4	0	0	0	0	4	50	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	0	6	94	0	0	0	101	20	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	7	0	0	0	16	0	1	0	0	0	0	0	0	0	0	6	70	0	2	0	5	6	0	0	2	126	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	23	0	0	32	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0
"14dee4e0405b48ec4946afb67e580fad"	0	0	0	0	0	0	0	0	0	0	11	0	0	0	2	0	0	0	11	0	0	0	0	51	0	0	0	0	0	0	39	0	0	42	0	0	0	0	0	0	9	7	0	0	0	0	4	1	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	149	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	26	0	62	0	0	0	10	0	0	0	0	7	12	0	29	0	0	37	9	0	4	151	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	38	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
"3d5bfcf94853694547568e902f782638"	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"179d79896861a6a1d443afc343e89a89"	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"5f2e8fb5142cc10008953eff22ee1589"	0	0	0	0	0	0	0	0	0	0	5	0	0	0	4	0	0	0	13	0	0	0	0	28	0	0	0	0	0	0	1	0	0	29	0	0	0	0	0	0	2	2	0	0	0	0	17	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	7	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5	0	0	0	2	0	0	0	0	0	13	0	33	0	0	1	0	0	0	24	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8fadaf2e5e6f8aa8241242f8484906e8"	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	19	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"f9305f05bf2a64df7274ce988a374356"	0	0	0	0	0	0	0	0	0	0	5	0	0	0	44	0	0	0	29	0	0	0	0	80	0	0	0	0	0	0	3	0	0	77	0	0	0	0	0	0	0	25	0	0	0	0	32	0	0	0	0	0	6	0	0	0	0	3	0	0	0	11	0	0	0	4	0	23	0	0	0	0	0	0	0	0	0	0	0	0	20	68	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	25	18	0	0	0	37	0	0	1	0	0	18	0	0	0	0	0	0	23	0	0	0	3	0	0	16	0	0	0	0	0	0	0	18	0	0	76	0	0	0	0	0	0	5	0	19	9	0	0	0	37	0	0	0	0	1	0	2	29	0	5	0	2	0	0	0	0	0	0	0	33	0	0	17	7	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"e449399592a664c7a14ab58227a5e98d"	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	5	0	0	3	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	33	0	0	0	0	3	0	26	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
"6ec7f1b1344e710e1f31ceef6bea713e"	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"75324ac4bc655b41c13c1e70ae4c7379"	0	0	0	0	0	0	0	0	0	0	4	0	0	0	13	0	0	0	2	0	0	0	0	6	0	2	0	0	0	0	4	5	0	5	0	0	0	6	0	0	4	0	0	0	0	15	4	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	13	0	0	2	17	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	5	0	0	7	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	7	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
"7ce597de336a41e869bb1c2bf3a24f42"	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	23	0	14	0	3	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	3	0	0	0	37	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
"678509b9999dae89e46b74792817dc17"	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	1	0	0	19	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	13	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1cf928686aaa39957cba64ba4c4c4292"	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
"a5f8762f8c6e39a0eed22395f63f63a4"	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4d38ab38ef9269ec24dd3da26caab199"	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"339a744f8ad41d3b1a6076bf39ca8ed5"	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"e79194133758561322b83f98b6985875"	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"a437aebb8d6126ff78e8ffafbc7aac94"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"965eabe8f25ecd33a5914e733c3eef62"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
"50609e4b6e125d24c5b538199942c682"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	10	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	36	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	379	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	246	0	8	0	2	0	0	0	0
